instant,holiday,Predicted Y
121,0,0.02456657048421096
122,0,0.024567061064738674
123,0,0.024567551645266385
124,0,0.024568042225794097
125,0,0.024568532806321812
126,0,0.024569023386849523
127,0,0.024569513967377235
128,0,0.02457000454790495
129,0,0.02457049512843266
130,0,0.024570985708960373
131,0,0.024571476289488088
132,0,0.0245719668700158
133,0,0.024572457450543515
134,0,0.024572948031071226
135,0,0.024573438611598938
136,0,0.024573929192126653
137,0,0.024574419772654364
138,0,0.024574910353182076
139,0,0.02457540093370979
140,0,0.024575891514237502
141,0,0.024576382094765214
142,0,0.02457687267529293
143,0,0.02457736325582064
144,0,0.024577853836348352
145,0,0.024578344416876067
146,0,0.02457883499740378
147,0,0.02457932557793149
148,0,0.024579816158459205
149,0,0.024580306738986916
150,0,0.024580797319514628
151,0,0.024581287900042343
152,0,0.024581778480570055
153,0,0.024582269061097766
154,0,0.02458275964162548
155,0,0.024583250222153193
156,0,0.024583740802680904
157,0,0.02458423138320862
158,0,0.02458472196373633
159,0,0.024585212544264042
160,0,0.024585703124791757
161,0,0.02458619370531947
162,0,0.02458668428584718
163,0,0.024587174866374895
164,0,0.024587665446902607
165,0,0.02458815602743032
166,0,0.024588646607958033
167,0,0.024589137188485745
168,0,0.024589627769013456
169,0,0.02459011834954117
170,0,0.024590608930068883
171,0,0.024591099510596594
172,0,0.02459159009112431
173,0,0.02459208067165202
174,0,0.024592571252179733
175,0,0.024593061832707448
176,0,0.02459355241323516
177,0,0.02459404299376287
178,0,0.024594533574290586
179,0,0.024595024154818297
180,0,0.02459551473534601
181,0,0.024596005315873724
182,0,0.024596495896401435
183,0,0.024596986476929147
184,0,0.02459747705745686
185,0,0.024597967637984573
186,0,0.024598458218512285
187,0,0.02459894879904
188,0,0.02459943937956771
189,0,0.024599929960095423
190,0,0.024600420540623138
191,0,0.02460091112115085
192,0,0.02460140170167856
193,0,0.024601892282206276
194,0,0.024602382862733987
195,0,0.0246028734432617
196,0,0.024603364023789414
197,0,0.024603854604317126
198,0,0.024604345184844837
199,0,0.024604835765372552
200,0,0.024605326345900264
201,0,0.024605816926427975
202,0,0.02460630750695569
203,0,0.0246067980874834
204,0,0.024607288668011113
205,0,0.024607779248538828
206,0,0.02460826982906654
207,0,0.02460876040959425
208,0,0.024609250990121966
209,0,0.024609741570649678
210,0,0.02461023215117739
211,0,0.024610722731705104
212,0,0.024611213312232816
213,0,0.024611703892760527
214,0,0.024612194473288242
215,0,0.024612685053815954
216,0,0.024613175634343665
217,0,0.02461366621487138
218,0,0.024614156795399092
219,0,0.024614647375926803
220,0,0.02461513795645452
221,0,0.02461562853698223
222,0,0.02461611911750994
223,0,0.024616609698037657
224,0,0.024617100278565368
225,0,0.02461759085909308
226,0,0.024618081439620795
227,0,0.024618572020148506
228,0,0.024619062600676218
229,0,0.024619553181203933
230,0,0.024620043761731644
231,0,0.024620534342259356
232,0,0.02462102492278707
233,0,0.024621515503314782
234,0,0.024622006083842494
235,0,0.02462249666437021
236,0,0.02462298724489792
237,0,0.024623477825425632
238,0,0.024623968405953347
239,0,0.02462445898648106
240,0,0.02462494956700877
241,0,0.024625440147536485
242,0,0.024625930728064196
243,0,0.024626421308591908
244,0,0.024626911889119623
245,0,0.024627402469647335
246,0,0.024627893050175046
247,0,0.02462838363070276
248,0,0.024628874211230473
249,0,0.024629364791758184
250,0,0.0246298553722859
251,0,0.02463034595281361
252,0,0.024630836533341322
253,0,0.024631327113869037
254,0,0.02463181769439675
255,0,0.02463230827492446
256,0,0.024632798855452175
257,0,0.024633289435979887
258,0,0.0246337800165076
259,0,0.024634270597035313
260,0,0.024634761177563025
261,0,0.024635251758090736
262,0,0.02463574233861845
263,0,0.024636232919146163
264,0,0.024636723499673874
265,0,0.02463721408020159
266,0,0.0246377046607293
267,0,0.024638195241257013
268,0,0.024638685821784728
269,0,0.02463917640231244
270,0,0.02463966698284015
271,0,0.024640157563367866
272,0,0.024640648143895577
273,0,0.02464113872442329
274,0,0.024641629304951004
275,0,0.024642119885478715
276,0,0.024642610466006427
277,0,0.02464310104653414
278,0,0.024643591627061853
279,0,0.024644082207589565
280,0,0.02464457278811728
281,0,0.02464506336864499
282,0,0.024645553949172703
283,0,0.024646044529700418
284,0,0.02464653511022813
285,0,0.02464702569075584
286,0,0.024647516271283556
287,0,0.024648006851811267
288,0,0.02464849743233898
289,0,0.024648988012866694
290,0,0.024649478593394406
291,0,0.024649969173922117
292,0,0.024650459754449832
293,0,0.024650950334977544
294,0,0.024651440915505255
295,0,0.02465193149603297
296,0,0.02465242207656068
297,0,0.024652912657088393
298,0,0.024653403237616108
299,0,0.02465389381814382
300,0,0.02465438439867153
301,0,0.024654874979199246
302,0,0.024655365559726958
303,0,0.02465585614025467
304,0,0.024656346720782384
305,0,0.024656837301310096
306,0,0.024657327881837807
307,0,0.024657818462365522
308,0,0.024658309042893234
309,0,0.024658799623420945
310,0,0.02465929020394866
311,0,0.024659780784476372
312,0,0.024660271365004083
313,0,0.0246607619455318
314,0,0.02466125252605951
315,0,0.02466174310658722
316,0,0.024662233687114937
317,0,0.024662724267642648
318,0,0.02466321484817036
319,0,0.024663705428698075
320,0,0.024664196009225786
321,0,0.024664686589753498
322,0,0.024665177170281213
323,0,0.024665667750808924
324,0,0.024666158331336636
325,0,0.02466664891186435
326,0,0.024667139492392062
327,0,0.024667630072919774
328,0,0.02466812065344749
329,0,0.0246686112339752
330,0,0.024669101814502912
331,0,0.024669592395030627
332,0,0.02467008297555834
333,0,0.02467057355608605
334,0,0.024671064136613765
335,0,0.024671554717141476
336,0,0.024672045297669188
337,0,0.024672535878196903
338,0,0.024673026458724615
339,0,0.024673517039252326
340,0,0.02467400761978004
341,0,0.024674498200307753
342,0,0.024674988780835464
343,0,0.02467547936136318
344,0,0.02467596994189089
345,0,0.024676460522418602
346,0,0.024676951102946317
347,0,0.02467744168347403
348,0,0.02467793226400174
349,0,0.024678422844529455
350,0,0.024678913425057167
351,0,0.02467940400558488
352,0,0.024679894586112593
353,0,0.024680385166640305
354,0,0.024680875747168016
355,0,0.02468136632769573
356,0,0.024681856908223443
357,0,0.024682347488751154
358,0,0.02468283806927887
359,0,0.02468332864980658
360,0,0.024683819230334293
361,0,0.024684309810862008
362,0,0.02468480039138972
363,0,0.02468529097191743
364,0,0.024685781552445146
365,0,0.024686272132972857
366,0,0.02468676271350057
367,0,0.024687253294028284
368,0,0.024687743874555995
369,0,0.024688234455083707
370,0,0.02468872503561142
371,0,0.024689215616139133
372,0,0.024689706196666845
373,1,0.02469019677719456
374,1,0.02469068735772227
375,1,0.024691177938249983
376,1,0.024691668518777698
377,1,0.02469215909930541
378,1,0.02469264967983312
379,1,0.024693140260360836
380,1,0.024693630840888547
381,1,0.02469412142141626
382,1,0.024694612001943974
383,1,0.024695102582471685
384,1,0.0246955931629994
385,1,0.024696083743527112
386,1,0.024696574324054824
387,1,0.02469706490458254
388,1,0.02469755548511025
389,1,0.02469804606563796
390,1,0.024698536646165677
391,1,0.024699027226693388
392,1,0.0246995178072211
393,1,0.024700008387748815
394,1,0.024700498968276526
395,1,0.024700989548804238
396,1,0.024701480129331953
397,0,0.024701970709859664
398,0,0.024702461290387376
399,0,0.02470295187091509
400,0,0.024703442451442802
401,0,0.024703933031970514
402,0,0.02470442361249823
403,0,0.02470491419302594
404,0,0.024705404773553652
405,0,0.024705895354081367
406,0,0.02470638593460908
407,0,0.02470687651513679
408,0,0.024707367095664505
409,0,0.024707857676192217
410,0,0.024708348256719928
411,0,0.024708838837247643
412,0,0.024709329417775355
413,0,0.024709819998303066
414,0,0.02471031057883078
415,0,0.024710801159358493
416,0,0.024711291739886204
417,0,0.02471178232041392
418,0,0.02471227290094163
419,0,0.024712763481469342
420,0,0.024713254061997057
421,0,0.02471374464252477
422,0,0.02471423522305248
423,0,0.024714725803580195
424,0,0.024715216384107907
425,0,0.02471570696463562
426,0,0.024716197545163333
427,0,0.024716688125691045
428,0,0.024717178706218756
429,0,0.02471766928674647
430,0,0.024718159867274183
431,0,0.024718650447801895
432,0,0.02471914102832961
433,0,0.02471963160885732
434,0,0.024720122189385033
435,0,0.024720612769912748
436,0,0.02472110335044046
437,0,0.02472159393096817
438,0,0.024722084511495886
439,0,0.024722575092023597
440,0,0.02472306567255131
441,0,0.024723556253079024
442,0,0.024724046833606735
443,0,0.024724537414134447
444,0,0.024725027994662162
445,0,0.024725518575189873
446,0,0.024726009155717585
447,0,0.0247264997362453
448,0,0.02472699031677301
449,0,0.024727480897300723
450,0,0.024727971477828438
451,0,0.02472846205835615
452,0,0.02472895263888386
453,0,0.024729443219411576
454,0,0.024729933799939288
455,0,0.024730424380467
456,0,0.024730914960994714
457,0,0.024731405541522426
458,0,0.024731896122050137
459,0,0.024732386702577852
460,0,0.024732877283105564
461,0,0.024733367863633275
462,0,0.02473385844416099
463,0,0.0247343490246887
464,0,0.024734839605216413
465,0,0.024735330185744128
466,0,0.02473582076627184
467,0,0.02473631134679955
468,0,0.024736801927327266
469,0,0.024737292507854978
470,0,0.02473778308838269
471,0,0.024738273668910404
472,0,0.024738764249438116
473,0,0.024739254829965827
474,0,0.024739745410493542
475,0,0.024740235991021254
476,0,0.024740726571548965
477,0,0.02474121715207668
478,0,0.024741707732604392
479,0,0.024742198313132104
480,0,0.02474268889365982
481,0,0.02474317947418753
482,0,0.02474367005471524
483,0,0.024744160635242957
484,0,0.024744651215770668
485,0,0.02474514179629838
486,0,0.024745632376826095
487,0,0.024746122957353806
488,0,0.024746613537881518
489,0,0.024747104118409233
490,0,0.024747594698936944
491,0,0.024748085279464656
492,0,0.02474857585999237
493,0,0.024749066440520082
494,0,0.024749557021047794
495,0,0.02475004760157551
496,0,0.02475053818210322
497,0,0.024751028762630932
498,0,0.024751519343158647
499,0,0.02475200992368636
500,0,0.02475250050421407
501,0,0.024752991084741785
502,0,0.024753481665269497
503,0,0.024753972245797208
504,0,0.024754462826324923
505,0,0.024754953406852635
506,0,0.024755443987380346
507,0,0.02475593456790806
508,0,0.024756425148435773
509,0,0.024756915728963484
510,0,0.0247574063094912
511,0,0.02475789689001891
512,0,0.024758387470546622
513,0,0.024758878051074337
514,0,0.02475936863160205
515,0,0.02475985921212976
516,0,0.024760349792657475
517,0,0.024760840373185187
518,0,0.0247613309537129
519,0,0.024761821534240613
520,0,0.024762312114768325
521,0,0.024762802695296036
522,0,0.02476329327582375
523,0,0.024763783856351463
524,0,0.024764274436879175
525,0,0.02476476501740689
526,0,0.0247652555979346
527,0,0.024765746178462313
528,0,0.024766236758990028
529,0,0.02476672733951774
530,0,0.02476721792004545
531,0,0.024767708500573166
532,0,0.024768199081100877
533,0,0.02476868966162859
534,0,0.024769180242156304
535,0,0.024769670822684015
536,0,0.024770161403211727
537,0,0.024770651983739442
538,0,0.024771142564267153
539,0,0.024771633144794865
540,0,0.02477212372532258
541,0,0.02477261430585029
542,0,0.024773104886378003
543,0,0.024773595466905718
544,0,0.02477408604743343
545,0,0.02477457662796114
546,0,0.024775067208488856
547,0,0.024775557789016567
548,0,0.02477604836954428
549,0,0.024776538950071994
550,0,0.024777029530599706
551,0,0.024777520111127417
552,0,0.024778010691655132
553,0,0.024778501272182844
554,0,0.024778991852710555
555,0,0.02477948243323827
556,0,0.02477997301376598
557,0,0.024780463594293693
558,0,0.024780954174821408
559,0,0.02478144475534912
560,0,0.02478193533587683
561,0,0.024782425916404546
562,0,0.024782916496932258
563,0,0.02478340707745997
564,0,0.024783897657987684
565,0,0.024784388238515396
566,0,0.024784878819043107
567,0,0.024785369399570822
568,0,0.024785859980098534
569,0,0.024786350560626245
570,0,0.02478684114115396
571,0,0.024787331721681672
572,0,0.024787822302209384
573,0,0.0247883128827371
574,0,0.02478880346326481
575,0,0.02478929404379252
576,0,0.024789784624320237
577,0,0.024790275204847948
578,0,0.02479076578537566
579,0,0.024791256365903375
580,0,0.024791746946431086
581,0,0.024792237526958798
582,0,0.024792728107486513
583,0,0.024793218688014224
584,0,0.024793709268541936
585,0,0.02479419984906965
586,0,0.024794690429597362
587,0,0.024795181010125074
588,0,0.02479567159065279
589,0,0.0247961621711805
590,0,0.024796652751708212
591,0,0.024797143332235927
592,0,0.02479763391276364
593,0,0.02479812449329135
594,0,0.024798615073819065
595,0,0.024799105654346777
596,0,0.024799596234874488
597,0,0.024800086815402203
598,0,0.024800577395929915
599,0,0.024801067976457626
600,0,0.02480155855698534
601,0,0.024802049137513053
602,0,0.024802539718040764
603,0,0.02480303029856848
604,0,0.02480352087909619
605,0,0.024804011459623902
606,0,0.024804502040151617
607,0,0.02480499262067933
608,0,0.02480548320120704
609,0,0.024805973781734755
610,0,0.024806464362262467
611,0,0.02480695494279018
612,0,0.024807445523317893
613,0,0.024807936103845605
614,0,0.024808426684373316
615,0,0.02480891726490103
616,0,0.024809407845428743
617,0,0.024809898425956455
618,0,0.02481038900648417
619,0,0.02481087958701188
620,0,0.024811370167539593
621,0,0.024811860748067308
622,0,0.02481235132859502
623,0,0.02481284190912273
624,0,0.024813332489650446
625,0,0.024813823070178157
626,0,0.02481431365070587
627,0,0.024814804231233584
628,0,0.024815294811761295
629,0,0.024815785392289007
630,0,0.024816275972816722
631,0,0.024816766553344433
632,0,0.024817257133872145
633,0,0.02481774771439986
634,0,0.02481823829492757
635,0,0.024818728875455283
636,0,0.024819219455982998
637,0,0.02481971003651071
638,0,0.02482020061703842
639,0,0.024820691197566136
640,0,0.024821181778093847
641,0,0.02482167235862156
642,0,0.024822162939149274
643,0,0.024822653519676986
644,0,0.024823144100204697
645,0,0.024823634680732412
646,0,0.024824125261260124
647,0,0.024824615841787835
648,0,0.02482510642231555
649,0,0.02482559700284326
650,0,0.024826087583370973
651,0,0.024826578163898688
652,0,0.0248270687444264
653,0,0.024827559324954115
654,0,0.024828049905481826
655,0,0.024828540486009538
656,0,0.024829031066537253
657,0,0.024829521647064964
658,0,0.024830012227592676
659,0,0.02483050280812039
660,0,0.024830993388648102
661,0,0.024831483969175814
662,0,0.02483197454970353
663,0,0.02483246513023124
664,0,0.024832955710758952
665,0,0.024833446291286667
666,0,0.02483393687181438
667,0,0.02483442745234209
668,0,0.024834918032869805
669,0,0.024835408613397517
670,0,0.024835899193925228
671,0,0.024836389774452943
672,0,0.024836880354980655
673,0,0.024837370935508366
674,0,0.02483786151603608
675,0,0.024838352096563793
676,0,0.024838842677091504
677,0,0.02483933325761922
678,0,0.02483982383814693
679,0,0.024840314418674642
680,0,0.024840804999202357
681,0,0.02484129557973007
682,0,0.02484178616025778
683,0,0.024842276740785495
684,0,0.024842767321313207
685,0,0.02484325790184092
686,0,0.024843748482368633
687,0,0.024844239062896345
688,0,0.024844729643424057
689,0,0.02484522022395177
690,0,0.024845710804479483
691,0,0.024846201385007195
692,0,0.02484669196553491
693,0,0.02484718254606262
694,0,0.024847673126590333
695,0,0.024848163707118048
696,0,0.02484865428764576
697,0,0.02484914486817347
698,0,0.024849635448701186
699,0,0.024850126029228897
700,0,0.02485061660975661
701,0,0.024851107190284324
702,0,0.024851597770812035
703,0,0.024852088351339747
704,0,0.024852578931867462
705,0,0.024853069512395173
706,0,0.024853560092922885
707,0,0.0248540506734506
708,0,0.02485454125397831
709,0,0.024855031834506023
710,0,0.024855522415033738
711,0,0.02485601299556145
712,0,0.02485650357608916
713,0,0.024856994156616876
714,0,0.024857484737144588
715,0,0.0248579753176723
716,0,0.024858465898200014
717,0,0.024858956478727726
718,0,0.024859447059255437
719,0,0.024859937639783152
720,0,0.024860428220310864
721,0,0.024860918800838575
722,0,0.02486140938136629
723,0,0.024861899961894002
724,0,0.024862390542421713
725,0,0.02486288112294943
726,0,0.02486337170347714
727,0,0.02486386228400485
728,0,0.024864352864532566
729,0,0.024864843445060278
730,0,0.02486533402558799
731,0,0.024865824606115704
732,0,0.024866315186643416
733,0,0.024866805767171127
734,0,0.024867296347698842
735,0,0.024867786928226554
736,0,0.024868277508754266
737,0,0.02486876808928198
738,0,0.024869258669809692
739,0,0.024869749250337404
740,0,0.02487023983086512
741,0,0.02487073041139283
742,0,0.02487122099192054
743,0,0.024871711572448257
744,0,0.024872202152975968
745,0,0.02487269273350368
746,0,0.024873183314031395
747,0,0.024873673894559106
748,0,0.024874164475086818
749,0,0.024874655055614533
750,0,0.024875145636142244
751,0,0.024875636216669956
752,0,0.02487612679719767
753,0,0.024876617377725382
754,0,0.024877107958253094
755,0,0.02487759853878081
756,0,0.02487808911930852
757,0,0.024878579699836232
758,0,0.024879070280363947
759,0,0.02487956086089166
760,0,0.02488005144141937
761,0,0.024880542021947085
762,0,0.024881032602474797
763,0,0.024881523183002508
764,0,0.024882013763530223
765,0,0.024882504344057935
766,0,0.024882994924585646
767,0,0.02488348550511336
768,0,0.024883976085641073
769,0,0.024884466666168784
770,0,0.0248849572466965
771,0,0.02488544782722421
772,0,0.024885938407751922
773,0,0.024886428988279637
774,0,0.02488691956880735
775,0,0.02488741014933506
776,0,0.024887900729862775
777,0,0.024888391310390487
778,0,0.0248888818909182
779,0,0.024889372471445913
780,0,0.024889863051973625
781,0,0.024890353632501337
782,0,0.02489084421302905
783,0,0.024891334793556763
784,0,0.024891825374084475
785,0,0.02489231595461219
786,0,0.0248928065351399
787,0,0.024893297115667613
788,0,0.024893787696195328
789,0,0.02489427827672304
790,0,0.02489476885725075
791,0,0.024895259437778466
792,0,0.024895750018306177
793,0,0.02489624059883389
794,0,0.024896731179361604
795,0,0.024897221759889315
796,0,0.024897712340417027
797,0,0.024898202920944742
798,0,0.024898693501472453
799,0,0.024899184082000165
800,0,0.02489967466252788
801,0,0.02490016524305559
802,0,0.024900655823583303
803,0,0.024901146404111018
804,0,0.02490163698463873
805,0,0.02490212756516644
806,0,0.024902618145694156
807,0,0.024903108726221868
808,0,0.02490359930674958
809,0,0.024904089887277294
810,0,0.024904580467805006
811,0,0.024905071048332717
812,0,0.024905561628860432
813,0,0.024906052209388144
814,0,0.024906542789915855
815,0,0.02490703337044357
816,0,0.024907523950971282
817,0,0.024908014531498993
818,0,0.02490850511202671
819,0,0.02490899569255442
820,0,0.02490948627308213
821,0,0.024909976853609846
822,0,0.024910467434137558
823,0,0.02491095801466527
824,0,0.024911448595192984
825,0,0.024911939175720696
826,0,0.024912429756248407
827,0,0.024912920336776122
828,0,0.024913410917303834
829,0,0.024913901497831546
830,0,0.02491439207835926
831,0,0.024914882658886972
832,0,0.024915373239414684
833,0,0.0249158638199424
834,0,0.02491635440047011
835,0,0.02491684498099782
836,0,0.024917335561525537
837,0,0.024917826142053248
838,0,0.02491831672258096
839,0,0.024918807303108675
840,0,0.024919297883636386
841,0,0.024919788464164098
842,0,0.024920279044691813
843,0,0.024920769625219524
844,0,0.024921260205747236
845,0,0.02492175078627495
846,0,0.024922241366802662
847,0,0.024922731947330374
848,0,0.02492322252785809
849,0,0.0249237131083858
850,0,0.024924203688913512
851,0,0.024924694269441227
852,0,0.02492518484996894
853,0,0.02492567543049665
854,0,0.024926166011024365
855,0,0.024926656591552077
856,0,0.024927147172079788
857,0,0.024927637752607503
858,0,0.024928128333135215
859,0,0.024928618913662926
860,0,0.02492910949419064
861,0,0.024929600074718353
862,0,0.024930090655246064
863,0,0.02493058123577378
864,0,0.02493107181630149
865,0,0.024931562396829202
866,0,0.024932052977356917
867,0,0.02493254355788463
868,0,0.02493303413841234
869,0,0.024933524718940055
870,0,0.024934015299467767
871,0,0.02493450587999548
872,0,0.024934996460523193
873,0,0.024935487041050905
874,0,0.024935977621578616
875,0,0.02493646820210633
876,0,0.024936958782634043
877,0,0.024937449363161755
878,0,0.02493793994368947
879,0,0.02493843052421718
880,0,0.024938921104744893
881,0,0.024939411685272608
882,0,0.02493990226580032
883,0,0.02494039284632803
884,0,0.024940883426855746
885,0,0.024941374007383457
886,0,0.02494186458791117
887,0,0.024942355168438884
888,0,0.024942845748966595
889,0,0.024943336329494307
890,0,0.024943826910022022
891,0,0.024944317490549733
892,0,0.024944808071077445
893,0,0.02494529865160516
894,0,0.02494578923213287
895,0,0.024946279812660583
896,0,0.024946770393188298
897,0,0.02494726097371601
898,0,0.024947751554243724
899,0,0.024948242134771436
900,0,0.024948732715299148
901,0,0.024949223295826863
902,0,0.024949713876354574
903,0,0.024950204456882286
904,0,0.02495069503741
905,0,0.024951185617937712
906,0,0.024951676198465424
907,0,0.02495216677899314
908,0,0.02495265735952085
909,0,0.024953147940048562
910,0,0.024953638520576277
911,0,0.02495412910110399
912,0,0.0249546196816317
913,0,0.024955110262159415
914,0,0.024955600842687126
915,0,0.024956091423214838
916,0,0.024956582003742553
917,0,0.024957072584270264
918,0,0.024957563164797976
919,0,0.02495805374532569
920,0,0.024958544325853402
921,0,0.024959034906381114
922,0,0.02495952548690883
923,0,0.02496001606743654
924,0,0.024960506647964252
925,0,0.024960997228491967
926,0,0.02496148780901968
927,0,0.02496197838954739
928,0,0.024962468970075105
929,0,0.024962959550602817
930,0,0.024963450131130528
931,0,0.024963940711658243
932,0,0.024964431292185955
933,0,0.024964921872713666
934,0,0.02496541245324138
935,0,0.024965903033769093
936,0,0.024966393614296804
937,0,0.02496688419482452
938,0,0.02496737477535223
939,0,0.024967865355879942
940,0,0.024968355936407657
941,0,0.02496884651693537
942,0,0.02496933709746308
943,0,0.024969827677990795
944,0,0.024970318258518507
945,0,0.02497080883904622
946,0,0.024971299419573934
947,0,0.024971790000101645
948,0,0.024972280580629357
949,0,0.02497277116115707
950,0,0.024973261741684783
951,0,0.024973752322212495
952,0,0.02497424290274021
953,0,0.02497473348326792
954,0,0.024975224063795633
955,0,0.024975714644323348
956,0,0.02497620522485106
957,0,0.02497669580537877
958,0,0.024977186385906486
959,0,0.024977676966434197
960,0,0.02497816754696191
961,0,0.024978658127489624
962,0,0.024979148708017335
963,0,0.024979639288545047
964,0,0.024980129869072762
965,0,0.024980620449600473
966,0,0.024981111030128185
967,0,0.0249816016106559
968,0,0.02498209219118361
969,0,0.024982582771711323
970,0,0.024983073352239038
971,0,0.02498356393276675
972,0,0.02498405451329446
973,0,0.024984545093822176
974,0,0.024985035674349888
975,0,0.0249855262548776
976,0,0.024986016835405314
977,0,0.024986507415933026
978,0,0.024986997996460737
979,0,0.024987488576988452
980,0,0.024987979157516164
981,0,0.024988469738043875
982,0,0.02498896031857159
983,0,0.024989450899099302
984,0,0.024989941479627013
985,0,0.02499043206015473
986,0,0.02499092264068244
987,0,0.02499141322121015
988,0,0.024991903801737866
989,0,0.024992394382265578
990,0,0.02499288496279329
991,0,0.024993375543321004
992,0,0.024993866123848716
993,0,0.024994356704376428
994,0,0.024994847284904143
995,0,0.024995337865431854
996,0,0.024995828445959566
997,0,0.02499631902648728
998,0,0.024996809607014992
999,0,0.024997300187542704
1000,0,0.02499779076807042
1001,0,0.02499828134859813
1002,0,0.02499877192912584
1003,0,0.024999262509653557
1004,0,0.024999753090181268
1005,0,0.02500024367070898
1006,0,0.025000734251236695
1007,0,0.025001224831764406
1008,0,0.025001715412292118
1009,0,0.025002205992819833
1010,0,0.025002696573347544
1011,0,0.025003187153875256
1012,0,0.02500367773440297
1013,0,0.025004168314930682
1014,0,0.025004658895458394
1015,0,0.02500514947598611
1016,0,0.02500564005651382
1017,0,0.025006130637041532
1018,0,0.025006621217569247
1019,0,0.02500711179809696
1020,0,0.02500760237862467
1021,0,0.025008092959152385
1022,0,0.025008583539680097
1023,0,0.025009074120207808
1024,0,0.025009564700735523
1025,0,0.025010055281263235
1026,0,0.025010545861790946
1027,0,0.02501103644231866
1028,0,0.025011527022846373
1029,0,0.025012017603374084
1030,0,0.0250125081839018
1031,0,0.02501299876442951
1032,0,0.025013489344957222
1033,0,0.025013979925484937
1034,0,0.02501447050601265
1035,0,0.02501496108654036
1036,0,0.025015451667068075
1037,0,0.025015942247595787
1038,0,0.0250164328281235
1039,0,0.025016923408651214
1040,0,0.025017413989178925
1041,0,0.025017904569706637
1042,0,0.02501839515023435
1043,0,0.025018885730762063
1044,0,0.025019376311289775
1045,0,0.02501986689181749
1046,0,0.0250203574723452
1047,0,0.025020848052872913
1048,0,0.025021338633400628
1049,0,0.02502182921392834
1050,0,0.02502231979445605
1051,0,0.025022810374983766
1052,0,0.025023300955511477
1053,0,0.02502379153603919
1054,0,0.025024282116566904
1055,0,0.025024772697094615
1056,0,0.025025263277622327
1057,0,0.025025753858150042
1058,0,0.025026244438677753
1059,0,0.025026735019205465
1060,0,0.02502722559973318
1061,0,0.02502771618026089
1062,0,0.025028206760788603
1063,0,0.025028697341316318
1064,0,0.02502918792184403
1065,0,0.02502967850237174
1066,0,0.025030169082899456
1067,0,0.025030659663427168
1068,0,0.02503115024395488
1069,0,0.025031640824482594
