atemp,windspeed,Predicted Y
0.1061,0.4179,0.2065026970103925
0.1212,0.2985,0.20583260354670277
0.1364,0.194,0.2051580723779555
0.1212,0.2836,0.20583260354670277
0.1212,0.2836,0.20583260354670277
0.1212,0.2239,0.20583260354670277
0.1212,0.2239,0.20583260354670277
0.1212,0.1343,0.20583260354670277
0.1061,0.2537,0.2065026970103925
0.1212,0.2836,0.20583260354670277
0.1212,0.2239,0.20583260354670277
0.1212,0.2836,0.20583260354670277
0.1212,0.2537,0.20583260354670277
0.1212,0.2985,0.20583260354670277
0.1364,0.2836,0.2051580723779555
0.1818,0.2836,0.20314335428182875
0.1818,0.2836,0.20314335428182875
0.197,0.2239,0.20246882311308148
0.197,0.2239,0.20246882311308148
0.2121,0.1343,0.20179872964939177
0.2273,0.1045,0.20112419848064447
0.197,0.2239,0.20246882311308148
0.1667,0.1642,0.2038134477455185
0.1667,0.1642,0.2038134477455185
0.1364,0.194,0.2051580723779555
0.1515,0.1642,0.20448797891426576
0.1515,0.1642,0.20448797891426576
0.1667,0.1045,0.2038134477455185
0.1515,0.1642,0.20448797891426576
0.1515,0.194,0.20448797891426576
0.1818,0.1343,0.20314335428182875
0.1818,0.1343,0.20314335428182875
0.2273,0.0,0.20112419848064447
0.2121,0.0896,0.20179872964939177
0.197,0.1642,0.20246882311308148
0.2121,0.1642,0.20179872964939177
0.2121,0.1343,0.20179872964939177
0.2273,0.1045,0.20112419848064447
0.2273,0.0896,0.20112419848064447
0.2273,0.0896,0.20112419848064447
0.197,0.0896,0.20246882311308148
0.1515,0.2239,0.20448797891426576
0.1515,0.2239,0.20448797891426576
0.1818,0.1045,0.20314335428182875
0.2273,0.0,0.20112419848064447
0.1515,0.194,0.20448797891426576
0.197,0.0896,0.20246882311308148
0.1818,0.1045,0.20314335428182875
0.197,0.0896,0.20246882311308148
0.197,0.0896,0.20246882311308148
0.1818,0.1045,0.20314335428182875
0.1515,0.1343,0.20448797891426576
0.1515,0.1642,0.20448797891426576
0.1515,0.1343,0.20448797891426576
0.1515,0.1343,0.20448797891426576
0.1667,0.1642,0.2038134477455185
0.1364,0.3284,0.2051580723779555
0.1818,0.2239,0.20314335428182875
0.1818,0.3881,0.20314335428182875
0.1515,0.5821,0.20448797891426576
0.197,0.3582,0.20246882311308148
0.1818,0.3284,0.20314335428182875
0.1667,0.4179,0.2038134477455185
0.197,0.3284,0.20246882311308148
0.1818,0.3582,0.20314335428182875
0.1515,0.5224,0.20448797891426576
0.1515,0.4179,0.20448797891426576
0.1364,0.3284,0.2051580723779555
0.1364,0.3284,0.2051580723779555
0.1212,0.4478,0.20583260354670277
0.1061,0.4179,0.2065026970103925
0.1212,0.2836,0.20583260354670277
0.1212,0.2836,0.20583260354670277
0.1212,0.3582,0.20583260354670277
0.1212,0.3284,0.20583260354670277
0.1212,0.2537,0.20583260354670277
0.1212,0.2985,0.20583260354670277
0.1515,0.1343,0.20448797891426576
0.1515,0.1343,0.20448797891426576
0.1364,0.194,0.2051580723779555
0.1212,0.3284,0.20583260354670277
0.1364,0.3582,0.2051580723779555
0.1667,0.4478,0.2038134477455185
0.1667,0.4179,0.2038134477455185
0.197,0.4478,0.20246882311308148
0.197,0.3881,0.20246882311308148
0.2121,0.2985,0.20179872964939177
0.2121,0.3582,0.20179872964939177
0.1818,0.2836,0.20314335428182875
0.1818,0.3284,0.20314335428182875
0.1515,0.2537,0.20448797891426576
0.1515,0.2239,0.20448797891426576
0.1212,0.2985,0.20583260354670277
0.1212,0.3284,0.20583260354670277
0.1364,0.194,0.2051580723779555
0.1364,0.194,0.2051580723779555
0.1212,0.1642,0.20583260354670277
0.1212,0.1343,0.20583260354670277
0.1364,0.1045,0.2051580723779555
0.1364,0.0896,0.2051580723779555
0.1818,0.0,0.20314335428182875
0.1212,0.1642,0.20583260354670277
0.1667,0.0,0.2038134477455185
0.1515,0.1343,0.20448797891426576
0.1818,0.194,0.20314335428182875
0.1667,0.2836,0.2038134477455185
0.197,0.2537,0.20246882311308148
0.197,0.3881,0.20246882311308148
0.2121,0.2836,0.20179872964939177
0.2424,0.1642,0.20045410501695476
0.2424,0.1045,0.20045410501695476
0.2273,0.1642,0.20112419848064447
0.2576,0.0,0.1997795738482075
0.197,0.0896,0.20246882311308148
0.2424,0.0,0.20045410501695476
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2424,0.0,0.20045410501695476
0.2424,0.0,0.20045410501695476
0.197,0.0896,0.20246882311308148
0.197,0.0896,0.20246882311308148
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.1667,0.1045,0.2038134477455185
0.2121,0.0,0.20179872964939177
0.1515,0.1343,0.20448797891426576
0.1818,0.1343,0.20314335428182875
0.197,0.1642,0.20246882311308148
0.197,0.2239,0.20246882311308148
0.2273,0.2239,0.20112419848064447
0.2576,0.2985,0.1997795738482075
0.2879,0.2836,0.19843494921577048
0.3182,0.194,0.19709032458333348
0.3333,0.194,0.19642023111964374
0.303,0.2836,0.19776485575208075
0.2879,0.2537,0.19843494921577048
0.303,0.2537,0.19776485575208075
0.303,0.2537,0.19776485575208075
0.303,0.2239,0.19776485575208075
0.3182,0.1045,0.19709032458333348
0.2879,0.2836,0.19843494921577048
0.303,0.0,0.19776485575208075
0.2727,0.1343,0.19910948038451776
0.2879,0.0896,0.19843494921577048
0.2727,0.0,0.19910948038451776
0.2576,0.1642,0.1997795738482075
0.2576,0.1642,0.1997795738482075
0.2576,0.1642,0.1997795738482075
0.2121,0.2985,0.20179872964939177
0.2121,0.2836,0.20179872964939177
0.2121,0.2537,0.20179872964939177
0.2121,0.2836,0.20179872964939177
0.2273,0.2537,0.20112419848064447
0.2121,0.2836,0.20179872964939177
0.2273,0.2985,0.20112419848064447
0.2727,0.2537,0.19910948038451776
0.2424,0.2537,0.20045410501695476
0.2273,0.2239,0.20112419848064447
0.2121,0.2537,0.20179872964939177
0.2121,0.1642,0.20179872964939177
0.197,0.1343,0.20246882311308148
0.197,0.1642,0.20246882311308148
0.197,0.1642,0.20246882311308148
0.2121,0.1343,0.20179872964939177
0.2273,0.1045,0.20112419848064447
0.197,0.2239,0.20246882311308148
0.197,0.194,0.20246882311308148
0.1667,0.2537,0.2038134477455185
0.1818,0.194,0.20314335428182875
0.197,0.1343,0.20246882311308148
0.197,0.1642,0.20246882311308148
0.1818,0.194,0.20314335428182875
0.1818,0.1343,0.20314335428182875
0.1515,0.2239,0.20448797891426576
0.1515,0.2239,0.20448797891426576
0.1515,0.2537,0.20448797891426576
0.1515,0.194,0.20448797891426576
0.197,0.1343,0.20246882311308148
0.197,0.1343,0.20246882311308148
0.2121,0.1045,0.20179872964939177
0.2121,0.1642,0.20179872964939177
0.2121,0.1642,0.20179872964939177
0.197,0.194,0.20246882311308148
0.1667,0.2537,0.2038134477455185
0.1818,0.194,0.20314335428182875
0.1515,0.194,0.20448797891426576
0.1515,0.194,0.20448797891426576
0.1212,0.2537,0.20583260354670277
0.1364,0.2836,0.2051580723779555
0.1818,0.3284,0.20314335428182875
0.197,0.2239,0.20246882311308148
0.2273,0.1642,0.20112419848064447
0.2273,0.1642,0.20112419848064447
0.2273,0.194,0.20112419848064447
0.2273,0.194,0.20112419848064447
0.2273,0.1642,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2727,0.0,0.19910948038451776
0.2424,0.1045,0.20045410501695476
0.2576,0.0896,0.1997795738482075
0.2727,0.0,0.19910948038451776
0.2727,0.0,0.19910948038451776
0.2273,0.1343,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2576,0.0896,0.1997795738482075
0.2576,0.0896,0.1997795738482075
0.2576,0.1045,0.1997795738482075
0.2576,0.1045,0.1997795738482075
0.2576,0.1045,0.1997795738482075
0.2727,0.1343,0.19910948038451776
0.303,0.0896,0.19776485575208075
0.3182,0.0896,0.19709032458333348
0.4091,0.2836,0.19305645068602248
0.4091,0.2537,0.19305645068602248
0.4091,0.2836,0.19305645068602248
0.3939,0.3881,0.19373098185476975
0.3333,0.3284,0.19642023111964374
0.3182,0.2836,0.19709032458333348
0.2879,0.4179,0.19843494921577048
0.303,0.2985,0.19776485575208075
0.2879,0.4179,0.19843494921577048
0.303,0.1642,0.19776485575208075
0.2727,0.4627,0.19910948038451776
0.2273,0.3881,0.20112419848064447
0.2727,0.0,0.19910948038451776
0.2727,0.0,0.19910948038451776
0.2576,0.1642,0.1997795738482075
0.2576,0.1642,0.1997795738482075
0.2273,0.2239,0.20112419848064447
0.2121,0.2239,0.20179872964939177
0.2121,0.2239,0.20179872964939177
0.2121,0.2836,0.20179872964939177
0.2273,0.2239,0.20112419848064447
0.2273,0.2985,0.20112419848064447
0.2727,0.1642,0.19910948038451776
0.3333,0.0,0.19642023111964374
0.2879,0.1045,0.19843494921577048
0.303,0.1343,0.19776485575208075
0.3182,0.194,0.19709032458333348
0.303,0.1343,0.19776485575208075
0.3182,0.1045,0.19709032458333348
0.2576,0.194,0.1997795738482075
0.2273,0.3284,0.20112419848064447
0.2424,0.2836,0.20045410501695476
0.2273,0.2537,0.20112419848064447
0.2121,0.2836,0.20179872964939177
0.2121,0.3284,0.20179872964939177
0.2273,0.2537,0.20112419848064447
0.2273,0.2537,0.20112419848064447
0.2424,0.1642,0.20045410501695476
0.2121,0.2985,0.20179872964939177
0.2576,0.0896,0.1997795738482075
0.197,0.4179,0.20246882311308148
0.2121,0.2537,0.20179872964939177
0.1818,0.2836,0.20314335428182875
0.1818,0.3284,0.20314335428182875
0.1818,0.3582,0.20314335428182875
0.1667,0.4627,0.2038134477455185
0.1818,0.4627,0.20314335428182875
0.1818,0.5821,0.20314335428182875
0.1515,0.5821,0.20448797891426576
0.1515,0.5224,0.20448797891426576
0.1212,0.4478,0.20583260354670277
0.1364,0.3582,0.2051580723779555
0.1212,0.3582,0.20583260354670277
0.1212,0.2537,0.20583260354670277
0.1061,0.3284,0.2065026970103925
0.0758,0.4179,0.20784732164282949
0.0758,0.2836,0.20784732164282949
0.0303,0.3881,0.20986647744401377
0.0455,0.3284,0.2091919462752665
0.0303,0.2537,0.20986647744401377
0.0,0.3881,0.21121110207645077
0.0303,0.2537,0.20986647744401377
0.0303,0.2836,0.20986647744401377
0.0152,0.2985,0.2105365709077035
0.0303,0.2239,0.20986647744401377
0.0152,0.2836,0.2105365709077035
0.0,0.3284,0.21121110207645077
0.0303,0.2537,0.20986647744401377
0.0606,0.1642,0.20852185281157676
0.0758,0.1343,0.20784732164282949
0.1061,0.1045,0.2065026970103925
0.1667,0.0,0.2038134477455185
0.1364,0.1045,0.2051580723779555
0.1515,0.0,0.20448797891426576
0.1364,0.194,0.2051580723779555
0.197,0.0,0.20246882311308148
0.0909,0.194,0.20717722817913978
0.1061,0.1343,0.2065026970103925
0.0758,0.1642,0.20784732164282949
0.1061,0.0896,0.2065026970103925
0.1515,0.0,0.20448797891426576
0.0758,0.1045,0.20784732164282949
0.0758,0.1045,0.20784732164282949
0.0758,0.1045,0.20784732164282949
0.0606,0.1343,0.20852185281157676
0.0606,0.1343,0.20852185281157676
0.0758,0.1045,0.20784732164282949
0.0758,0.1045,0.20784732164282949
0.1061,0.1642,0.2065026970103925
0.0758,0.1642,0.20784732164282949
0.0758,0.3582,0.20784732164282949
0.1061,0.3881,0.2065026970103925
0.1364,0.2239,0.2051580723779555
0.1212,0.4627,0.20583260354670277
0.1061,0.3881,0.2065026970103925
0.1364,0.3582,0.2051580723779555
0.1364,0.3582,0.2051580723779555
0.1364,0.3284,0.2051580723779555
0.1061,0.3881,0.2065026970103925
0.1212,0.2537,0.20583260354670277
0.1212,0.2836,0.20583260354670277
0.1061,0.2537,0.2065026970103925
0.1061,0.194,0.2065026970103925
0.0909,0.194,0.20717722817913978
0.0606,0.2239,0.20852185281157676
0.0606,0.194,0.20852185281157676
0.0455,0.194,0.2091919462752665
0.0303,0.2537,0.20986647744401377
0.0606,0.1343,0.20852185281157676
0.0606,0.1343,0.20852185281157676
0.0758,0.0896,0.20784732164282949
0.1212,0.0,0.20583260354670277
0.1364,0.0,0.2051580723779555
0.1515,0.0,0.20448797891426576
0.1364,0.0,0.2051580723779555
0.1212,0.1343,0.20583260354670277
0.1364,0.194,0.2051580723779555
0.1364,0.2239,0.2051580723779555
0.1364,0.2239,0.2051580723779555
0.1667,0.1642,0.2038134477455185
0.1515,0.2537,0.20448797891426576
0.1212,0.2537,0.20583260354670277
0.1364,0.194,0.2051580723779555
0.1515,0.1642,0.20448797891426576
0.1364,0.194,0.2051580723779555
0.1515,0.1642,0.20448797891426576
0.1364,0.2239,0.2051580723779555
0.1515,0.2537,0.20448797891426576
0.1364,0.2836,0.2051580723779555
0.1667,0.1642,0.2038134477455185
0.1515,0.2239,0.20448797891426576
0.1667,0.1045,0.2038134477455185
0.1364,0.2239,0.2051580723779555
0.1818,0.1045,0.20314335428182875
0.1515,0.2239,0.20448797891426576
0.1818,0.1343,0.20314335428182875
0.2273,0.0896,0.20112419848064447
0.2424,0.1045,0.20045410501695476
0.2424,0.1343,0.20045410501695476
0.2879,0.0896,0.19843494921577048
0.2727,0.1343,0.19910948038451776
0.3333,0.0,0.19642023111964374
0.3485,0.0,0.19574569995089647
0.3485,0.0,0.19574569995089647
0.3333,0.0,0.19642023111964374
0.3182,0.0896,0.19709032458333348
0.2576,0.1642,0.1997795738482075
0.2273,0.194,0.20112419848064447
0.2273,0.194,0.20112419848064447
0.2273,0.1642,0.20112419848064447
0.2273,0.1642,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2424,0.1343,0.20045410501695476
0.2273,0.194,0.20112419848064447
0.1818,0.2836,0.20314335428182875
0.1818,0.2836,0.20314335428182875
0.2121,0.2985,0.20179872964939177
0.2121,0.2985,0.20179872964939177
0.2121,0.2985,0.20179872964939177
0.2121,0.2836,0.20179872964939177
0.197,0.3284,0.20246882311308148
0.197,0.3284,0.20246882311308148
0.197,0.3284,0.20246882311308148
0.197,0.3582,0.20246882311308148
0.1818,0.4627,0.20314335428182875
0.197,0.3284,0.20246882311308148
0.1818,0.3582,0.20314335428182875
0.2273,0.194,0.20112419848064447
0.2424,0.1045,0.20045410501695476
0.2273,0.0896,0.20112419848064447
0.2273,0.0896,0.20112419848064447
0.2121,0.0896,0.20179872964939177
0.2121,0.0896,0.20179872964939177
0.2121,0.0896,0.20179872964939177
0.197,0.1642,0.20246882311308148
0.2121,0.1343,0.20179872964939177
0.2121,0.1343,0.20179872964939177
0.2121,0.1642,0.20179872964939177
0.2273,0.1045,0.20112419848064447
0.2121,0.1045,0.20179872964939177
0.197,0.1343,0.20246882311308148
0.197,0.0896,0.20246882311308148
0.197,0.0896,0.20246882311308148
0.2121,0.0896,0.20179872964939177
0.2121,0.1045,0.20179872964939177
0.2121,0.1045,0.20179872964939177
0.2121,0.1045,0.20179872964939177
0.2121,0.1045,0.20179872964939177
0.2727,0.0,0.19910948038451776
0.2576,0.0,0.1997795738482075
0.2727,0.0,0.19910948038451776
0.2424,0.1343,0.20045410501695476
0.2273,0.194,0.20112419848064447
0.2424,0.1343,0.20045410501695476
0.2273,0.194,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2121,0.3582,0.20179872964939177
0.2273,0.2239,0.20112419848064447
0.197,0.3582,0.20246882311308148
0.2273,0.194,0.20112419848064447
0.2273,0.1642,0.20112419848064447
0.2121,0.1343,0.20179872964939177
0.1818,0.1045,0.20314335428182875
0.1818,0.1343,0.20314335428182875
0.1818,0.1045,0.20314335428182875
0.197,0.1642,0.20246882311308148
0.2121,0.0896,0.20179872964939177
0.2121,0.1045,0.20179872964939177
0.197,0.1343,0.20246882311308148
0.197,0.194,0.20246882311308148
0.2273,0.1642,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2121,0.2537,0.20179872964939177
0.2424,0.1642,0.20045410501695476
0.2879,0.0,0.19843494921577048
0.2273,0.1343,0.20112419848064447
0.2121,0.2537,0.20179872964939177
0.2121,0.0896,0.20179872964939177
0.2121,0.0896,0.20179872964939177
0.197,0.0896,0.20246882311308148
0.197,0.0896,0.20246882311308148
0.1818,0.1045,0.20314335428182875
0.2121,0.0,0.20179872964939177
0.2273,0.0,0.20112419848064447
0.2121,0.0,0.20179872964939177
0.2121,0.0,0.20179872964939177
0.2121,0.0,0.20179872964939177
0.2121,0.0,0.20179872964939177
0.2121,0.0,0.20179872964939177
0.2273,0.0,0.20112419848064447
0.2424,0.0,0.20045410501695476
0.2727,0.0,0.19910948038451776
0.3182,0.1045,0.19709032458333348
0.2879,0.1045,0.19843494921577048
0.303,0.0896,0.19776485575208075
0.3333,0.0,0.19642023111964374
0.3333,0.0,0.19642023111964374
0.2879,0.194,0.19843494921577048
0.2576,0.1642,0.1997795738482075
0.2576,0.194,0.1997795738482075
0.2727,0.1045,0.19910948038451776
0.2424,0.1642,0.20045410501695476
0.2273,0.194,0.20112419848064447
0.2121,0.2836,0.20179872964939177
0.2273,0.2239,0.20112419848064447
0.2121,0.2537,0.20179872964939177
0.2273,0.194,0.20112419848064447
0.2273,0.194,0.20112419848064447
0.197,0.2239,0.20246882311308148
0.1667,0.2836,0.2038134477455185
0.1364,0.3284,0.2051580723779555
0.1364,0.2836,0.2051580723779555
0.1364,0.2836,0.2051580723779555
0.1364,0.2985,0.2051580723779555
0.1515,0.194,0.20448797891426576
0.1515,0.194,0.20448797891426576
0.2121,0.1045,0.20179872964939177
0.2273,0.0,0.20112419848064447
0.197,0.1343,0.20246882311308148
0.1818,0.1343,0.20314335428182875
0.1818,0.194,0.20314335428182875
0.1515,0.194,0.20448797891426576
0.1515,0.2239,0.20448797891426576
0.3182,0.1045,0.19709032458333348
0.1667,0.1642,0.2038134477455185
0.197,0.0896,0.20246882311308148
0.1818,0.1045,0.20314335428182875
0.197,0.0896,0.20246882311308148
0.1818,0.1045,0.20314335428182875
0.1818,0.1045,0.20314335428182875
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2121,0.0,0.20179872964939177
0.2121,0.0,0.20179872964939177
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2273,0.0,0.20112419848064447
0.2424,0.0,0.20045410501695476
0.2576,0.0,0.1997795738482075
0.2576,0.0,0.1997795738482075
0.2576,0.0896,0.1997795738482075
0.2879,0.0,0.19843494921577048
0.2424,0.1343,0.20045410501695476
0.2879,0.0,0.19843494921577048
0.2576,0.1045,0.1997795738482075
0.2424,0.1343,0.20045410501695476
0.2273,0.1343,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2576,0.0896,0.1997795738482075
0.197,0.194,0.20246882311308148
0.2424,0.1045,0.20045410501695476
0.2273,0.194,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2273,0.1343,0.20112419848064447
0.2121,0.2836,0.20179872964939177
0.2424,0.1045,0.20045410501695476
0.2424,0.1045,0.20045410501695476
0.2121,0.2239,0.20179872964939177
0.2121,0.2239,0.20179872964939177
0.2576,0.0896,0.1997795738482075
0.2727,0.0,0.19910948038451776
0.2273,0.194,0.20112419848064447
0.2273,0.2239,0.20112419848064447
0.3333,0.1642,0.19642023111964374
0.3939,0.3881,0.19373098185476975
0.3939,0.3284,0.19373098185476975
0.3333,0.2985,0.19642023111964374
0.3182,0.5224,0.19709032458333348
0.2879,0.5522,0.19843494921577048
0.2424,0.4925,0.20045410501695476
0.197,0.5522,0.20246882311308148
0.197,0.3284,0.20246882311308148
0.2121,0.2537,0.20179872964939177
0.1667,0.4478,0.2038134477455185
0.1667,0.4478,0.2038134477455185
0.1515,0.5224,0.20448797891426576
0.1667,0.2537,0.2038134477455185
0.1667,0.2537,0.2038134477455185
0.1364,0.2985,0.2051580723779555
0.1364,0.3582,0.2051580723779555
0.1212,0.3284,0.20583260354670277
0.1212,0.3582,0.20583260354670277
0.1364,0.2985,0.2051580723779555
0.1515,0.3284,0.20448797891426576
0.1364,0.4478,0.2051580723779555
0.1818,0.3582,0.20314335428182875
0.1667,0.4179,0.2038134477455185
