atemp,weekday,Predicted Y
0.197,1,3.0323838316882386
0.1667,1,3.035503361189118
0.1667,1,3.035503361189118
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.1667,2,3.035503361189118
0.1515,2,3.0370682736780084
0.1515,2,3.0370682736780084
0.1818,2,3.0339487441771285
0.1818,2,3.0339487441771285
0.2273,2,3.029264302187359
0.2121,2,3.030829214676249
0.197,2,3.0323838316882386
0.2121,2,3.030829214676249
0.2121,2,3.030829214676249
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.197,2,3.0323838316882386
0.1515,2,3.0370682736780084
0.1515,2,3.0370682736780084
0.1818,2,3.0339487441771285
0.2273,2,3.029264302187359
0.1515,2,3.0370682736780084
0.197,2,3.0323838316882386
0.1818,2,3.0339487441771285
0.197,2,3.0323838316882386
0.197,3,3.0323838316882386
0.1818,3,3.0339487441771285
0.1515,3,3.0370682736780084
0.1515,3,3.0370682736780084
0.1515,3,3.0370682736780084
0.1515,3,3.0370682736780084
0.1667,3,3.035503361189118
0.1364,3,3.038622890689998
0.1818,3,3.0339487441771285
0.1818,3,3.0339487441771285
0.1515,3,3.0370682736780084
0.197,3,3.0323838316882386
0.1818,3,3.0339487441771285
0.1667,3,3.035503361189118
0.197,3,3.0323838316882386
0.1818,3,3.0339487441771285
0.1515,3,3.0370682736780084
0.1515,3,3.0370682736780084
0.1364,3,3.038622890689998
0.1364,3,3.038622890689998
0.1212,3,3.040187803178888
0.1061,3,3.0417424201908774
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1515,4,3.0370682736780084
0.1515,4,3.0370682736780084
0.1364,4,3.038622890689998
0.1212,4,3.040187803178888
0.1364,4,3.038622890689998
0.1667,4,3.035503361189118
0.1667,4,3.035503361189118
0.197,4,3.0323838316882386
0.197,4,3.0323838316882386
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.1818,4,3.0339487441771285
0.1818,4,3.0339487441771285
0.1515,4,3.0370682736780084
0.1515,4,3.0370682736780084
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1364,4,3.038622890689998
0.1364,5,3.038622890689998
0.1212,5,3.040187803178888
0.1212,5,3.040187803178888
0.1364,5,3.038622890689998
0.1364,5,3.038622890689998
0.1818,5,3.0339487441771285
0.1212,5,3.040187803178888
0.1667,5,3.035503361189118
0.1515,5,3.0370682736780084
0.1818,5,3.0339487441771285
0.1667,5,3.035503361189118
0.197,5,3.0323838316882386
0.197,5,3.0323838316882386
0.2121,5,3.030829214676249
0.2424,5,3.0277096851753695
0.2424,5,3.0277096851753695
0.2273,5,3.029264302187359
0.2576,5,3.026144772686479
0.197,5,3.0323838316882386
0.2424,5,3.0277096851753695
0.2273,5,3.029264302187359
0.2273,5,3.029264302187359
0.2424,5,3.0277096851753695
0.2424,6,3.0277096851753695
0.197,6,3.0323838316882386
0.197,6,3.0323838316882386
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.1667,6,3.035503361189118
0.2121,6,3.030829214676249
0.1515,6,3.0370682736780084
0.1818,6,3.0339487441771285
0.197,6,3.0323838316882386
0.197,6,3.0323838316882386
0.2273,6,3.029264302187359
0.2576,6,3.026144772686479
0.2879,6,3.0230252431855997
0.3182,6,3.0199057136847203
0.3333,6,3.0183510966727307
0.303,6,3.02147062617361
0.2879,6,3.0230252431855997
0.303,6,3.02147062617361
0.303,6,3.02147062617361
0.303,6,3.02147062617361
0.3182,6,3.0199057136847203
0.2879,6,3.0230252431855997
0.303,0,3.02147062617361
0.2727,0,3.02459015567449
0.2879,0,3.0230252431855997
0.2727,0,3.02459015567449
0.2576,0,3.026144772686479
0.2576,0,3.026144772686479
0.2576,0,3.026144772686479
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2273,0,3.029264302187359
0.2121,0,3.030829214676249
0.2273,0,3.029264302187359
0.2727,0,3.02459015567449
0.2424,0,3.0277096851753695
0.2273,0,3.029264302187359
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.197,0,3.0323838316882386
0.197,0,3.0323838316882386
0.197,0,3.0323838316882386
0.2121,0,3.030829214676249
0.2273,0,3.029264302187359
0.197,1,3.0323838316882386
0.197,1,3.0323838316882386
0.1667,1,3.035503361189118
0.1818,1,3.0339487441771285
0.197,1,3.0323838316882386
0.197,1,3.0323838316882386
0.1818,1,3.0339487441771285
0.1818,1,3.0339487441771285
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.197,1,3.0323838316882386
0.197,1,3.0323838316882386
0.2121,1,3.030829214676249
0.2121,1,3.030829214676249
0.2121,1,3.030829214676249
0.197,1,3.0323838316882386
0.1667,1,3.035503361189118
0.1818,1,3.0339487441771285
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.1212,1,3.040187803178888
0.1364,1,3.038622890689998
0.1818,2,3.0339487441771285
0.197,2,3.0323838316882386
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2727,2,3.02459015567449
0.2424,2,3.0277096851753695
0.2576,2,3.026144772686479
0.2727,2,3.02459015567449
0.2727,3,3.02459015567449
0.2273,3,3.029264302187359
0.2273,3,3.029264302187359
0.2273,3,3.029264302187359
0.2576,3,3.026144772686479
0.2576,3,3.026144772686479
0.2576,3,3.026144772686479
0.2576,3,3.026144772686479
0.2576,3,3.026144772686479
0.2727,3,3.02459015567449
0.303,3,3.02147062617361
0.3182,3,3.0199057136847203
0.4091,3,3.0105471251820815
0.4091,3,3.0105471251820815
0.4091,3,3.0105471251820815
0.3939,3,3.0121120376709714
0.3333,3,3.0183510966727307
0.3182,3,3.0199057136847203
0.2879,3,3.0230252431855997
0.303,3,3.02147062617361
0.2879,3,3.0230252431855997
0.303,3,3.02147062617361
0.2727,3,3.02459015567449
0.2273,4,3.029264302187359
0.2727,4,3.02459015567449
0.2727,4,3.02459015567449
0.2576,4,3.026144772686479
0.2576,4,3.026144772686479
0.2273,4,3.029264302187359
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.2273,4,3.029264302187359
0.2273,4,3.029264302187359
0.2727,4,3.02459015567449
0.3333,4,3.0183510966727307
0.2879,4,3.0230252431855997
0.303,4,3.02147062617361
0.3182,4,3.0199057136847203
0.303,4,3.02147062617361
0.3182,4,3.0199057136847203
0.2576,4,3.026144772686479
0.2273,4,3.029264302187359
0.2424,4,3.0277096851753695
0.2273,4,3.029264302187359
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.2273,5,3.029264302187359
0.2273,5,3.029264302187359
0.2424,5,3.0277096851753695
0.2121,5,3.030829214676249
0.2576,5,3.026144772686479
0.197,5,3.0323838316882386
0.2121,5,3.030829214676249
0.1818,5,3.0339487441771285
0.1818,5,3.0339487441771285
0.1818,5,3.0339487441771285
0.1667,5,3.035503361189118
0.1818,5,3.0339487441771285
0.1818,5,3.0339487441771285
0.1515,5,3.0370682736780084
0.1515,5,3.0370682736780084
0.1212,5,3.040187803178888
0.1364,5,3.038622890689998
0.1212,5,3.040187803178888
0.1212,5,3.040187803178888
0.1061,5,3.0417424201908774
0.0758,5,3.044861949691757
0.0758,5,3.044861949691757
0.0303,5,3.0495463916815266
0.0455,5,3.0479814791926363
0.0303,6,3.0495463916815266
0.0,6,3.052665921182406
0.0303,6,3.0495463916815266
0.0303,6,3.0495463916815266
0.0152,6,3.051101008693516
0.0303,6,3.0495463916815266
0.0152,6,3.051101008693516
0.0,6,3.052665921182406
0.0303,6,3.0495463916815266
0.0606,6,3.0464268621806467
0.0758,6,3.044861949691757
0.1061,6,3.0417424201908774
0.1667,6,3.035503361189118
0.1364,6,3.038622890689998
0.1515,6,3.0370682736780084
0.1364,6,3.038622890689998
0.197,6,3.0323838316882386
0.0909,6,3.0433073326797673
0.1061,6,3.0417424201908774
0.0758,6,3.044861949691757
0.1061,6,3.0417424201908774
0.1515,6,3.0370682736780084
0.0758,6,3.044861949691757
0.0758,0,3.044861949691757
0.0758,0,3.044861949691757
0.0606,0,3.0464268621806467
0.0606,0,3.0464268621806467
0.0758,0,3.044861949691757
0.0758,0,3.044861949691757
0.1061,0,3.0417424201908774
0.0758,0,3.044861949691757
0.0758,0,3.044861949691757
0.1061,0,3.0417424201908774
0.1364,0,3.038622890689998
0.1212,0,3.040187803178888
0.1061,0,3.0417424201908774
0.1364,0,3.038622890689998
0.1364,0,3.038622890689998
0.1364,0,3.038622890689998
0.1061,0,3.0417424201908774
0.1212,0,3.040187803178888
0.1212,0,3.040187803178888
0.1061,0,3.0417424201908774
0.1061,0,3.0417424201908774
0.0909,0,3.0433073326797673
0.0606,0,3.0464268621806467
0.0606,1,3.0464268621806467
0.0455,1,3.0479814791926363
0.0303,1,3.0495463916815266
0.0606,1,3.0464268621806467
0.0606,1,3.0464268621806467
0.0758,1,3.044861949691757
0.1212,1,3.040187803178888
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1364,1,3.038622890689998
0.1212,1,3.040187803178888
0.1364,1,3.038622890689998
0.1364,1,3.038622890689998
0.1364,1,3.038622890689998
0.1667,1,3.035503361189118
0.1515,1,3.0370682736780084
0.1212,1,3.040187803178888
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1364,2,3.038622890689998
0.1667,2,3.035503361189118
0.1515,2,3.0370682736780084
0.1667,2,3.035503361189118
0.1364,2,3.038622890689998
0.1818,2,3.0339487441771285
0.1515,2,3.0370682736780084
0.1818,2,3.0339487441771285
0.2273,2,3.029264302187359
0.2424,2,3.0277096851753695
0.2424,2,3.0277096851753695
0.2879,2,3.0230252431855997
0.2727,2,3.02459015567449
0.3333,2,3.0183510966727307
0.3485,2,3.016786184183841
0.3485,2,3.016786184183841
0.3333,2,3.0183510966727307
0.3182,2,3.0199057136847203
0.2576,2,3.026144772686479
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,3,3.029264302187359
0.2424,3,3.0277096851753695
0.2273,3,3.029264302187359
0.1818,3,3.0339487441771285
0.1818,3,3.0339487441771285
0.2121,3,3.030829214676249
0.2121,3,3.030829214676249
0.2121,3,3.030829214676249
0.2121,3,3.030829214676249
0.197,3,3.0323838316882386
0.197,3,3.0323838316882386
0.197,3,3.0323838316882386
0.197,3,3.0323838316882386
0.1818,3,3.0339487441771285
0.197,3,3.0323838316882386
0.1818,3,3.0339487441771285
0.2273,4,3.029264302187359
0.2424,4,3.0277096851753695
0.2273,4,3.029264302187359
0.2273,4,3.029264302187359
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.197,4,3.0323838316882386
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2273,5,3.029264302187359
0.2121,5,3.030829214676249
0.197,5,3.0323838316882386
0.197,5,3.0323838316882386
0.197,5,3.0323838316882386
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2121,5,3.030829214676249
0.2727,5,3.02459015567449
0.2576,5,3.026144772686479
0.2727,5,3.02459015567449
0.2424,5,3.0277096851753695
0.2273,5,3.029264302187359
0.2424,5,3.0277096851753695
0.2273,5,3.029264302187359
0.2273,5,3.029264302187359
0.2121,5,3.030829214676249
0.2273,5,3.029264302187359
0.197,6,3.0323838316882386
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2121,6,3.030829214676249
0.1818,6,3.0339487441771285
0.1818,6,3.0339487441771285
0.1818,6,3.0339487441771285
0.197,6,3.0323838316882386
0.2121,6,3.030829214676249
0.2121,6,3.030829214676249
0.197,6,3.0323838316882386
0.197,6,3.0323838316882386
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2121,6,3.030829214676249
0.2424,6,3.0277096851753695
0.2879,6,3.0230252431855997
0.2273,6,3.029264302187359
0.2121,6,3.030829214676249
0.2121,6,3.030829214676249
0.2121,6,3.030829214676249
0.197,6,3.0323838316882386
0.197,6,3.0323838316882386
0.1818,0,3.0339487441771285
0.2121,0,3.030829214676249
0.2273,0,3.029264302187359
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2121,0,3.030829214676249
0.2273,0,3.029264302187359
0.2424,0,3.0277096851753695
0.2727,0,3.02459015567449
0.3182,0,3.0199057136847203
0.2879,0,3.0230252431855997
0.303,0,3.02147062617361
0.3333,0,3.0183510966727307
0.3333,0,3.0183510966727307
0.2879,0,3.0230252431855997
0.2576,0,3.026144772686479
0.2576,0,3.026144772686479
0.2727,0,3.02459015567449
0.2424,0,3.0277096851753695
0.2273,0,3.029264302187359
0.2121,0,3.030829214676249
0.2273,1,3.029264302187359
0.2121,1,3.030829214676249
0.2273,1,3.029264302187359
0.2273,1,3.029264302187359
0.197,1,3.0323838316882386
0.1667,1,3.035503361189118
0.1364,1,3.038622890689998
0.1364,1,3.038622890689998
0.1364,1,3.038622890689998
0.1364,1,3.038622890689998
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.2121,1,3.030829214676249
0.2273,1,3.029264302187359
0.197,1,3.0323838316882386
0.1818,1,3.0339487441771285
0.1818,1,3.0339487441771285
0.1515,1,3.0370682736780084
0.1515,1,3.0370682736780084
0.3182,1,3.0199057136847203
0.1667,1,3.035503361189118
0.197,1,3.0323838316882386
0.1818,1,3.0339487441771285
0.197,1,3.0323838316882386
0.1818,2,3.0339487441771285
0.1818,2,3.0339487441771285
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2121,2,3.030829214676249
0.2121,2,3.030829214676249
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2424,2,3.0277096851753695
0.2576,2,3.026144772686479
0.2576,2,3.026144772686479
0.2576,2,3.026144772686479
0.2879,2,3.0230252431855997
0.2424,2,3.0277096851753695
0.2879,2,3.0230252431855997
0.2576,2,3.026144772686479
0.2424,2,3.0277096851753695
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.2576,2,3.026144772686479
0.197,2,3.0323838316882386
0.2424,3,3.0277096851753695
0.2273,3,3.029264302187359
0.2273,3,3.029264302187359
0.2273,3,3.029264302187359
0.2121,3,3.030829214676249
0.2424,3,3.0277096851753695
0.2424,3,3.0277096851753695
0.2121,3,3.030829214676249
0.2121,3,3.030829214676249
0.2576,3,3.026144772686479
0.2727,3,3.02459015567449
0.2273,3,3.029264302187359
0.2273,3,3.029264302187359
0.3333,3,3.0183510966727307
0.3939,3,3.0121120376709714
0.3939,3,3.0121120376709714
0.3333,3,3.0183510966727307
0.3182,3,3.0199057136847203
0.2879,3,3.0230252431855997
0.2424,3,3.0277096851753695
0.197,3,3.0323838316882386
0.197,3,3.0323838316882386
0.2121,3,3.030829214676249
0.1667,3,3.035503361189118
0.1667,4,3.035503361189118
0.1515,4,3.0370682736780084
0.1667,4,3.035503361189118
0.1667,4,3.035503361189118
0.1364,4,3.038622890689998
0.1364,4,3.038622890689998
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.1364,4,3.038622890689998
0.1515,4,3.0370682736780084
0.1364,4,3.038622890689998
0.1818,4,3.0339487441771285
0.1667,4,3.035503361189118
0.197,4,3.0323838316882386
0.197,4,3.0323838316882386
0.2121,4,3.030829214676249
0.197,4,3.0323838316882386
0.2121,4,3.030829214676249
0.2576,4,3.026144772686479
0.2273,4,3.029264302187359
0.2121,4,3.030829214676249
0.2121,4,3.030829214676249
0.2273,4,3.029264302187359
0.2576,5,3.026144772686479
0.2273,5,3.029264302187359
0.1667,5,3.035503361189118
0.1667,5,3.035503361189118
0.1515,5,3.0370682736780084
0.2273,5,3.029264302187359
0.2121,5,3.030829214676249
0.1515,5,3.0370682736780084
0.1818,5,3.0339487441771285
0.2121,5,3.030829214676249
0.2273,5,3.029264302187359
0.2424,5,3.0277096851753695
0.2576,5,3.026144772686479
0.2727,5,3.02459015567449
0.2727,5,3.02459015567449
0.2879,5,3.0230252431855997
0.2727,5,3.02459015567449
0.2576,5,3.026144772686479
0.2424,5,3.0277096851753695
0.2424,5,3.0277096851753695
0.2424,5,3.0277096851753695
0.2424,5,3.0277096851753695
0.2424,5,3.0277096851753695
0.2424,6,3.0277096851753695
0.2424,6,3.0277096851753695
0.2424,6,3.0277096851753695
0.2424,6,3.0277096851753695
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2576,6,3.026144772686479
0.2576,6,3.026144772686479
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2121,6,3.030829214676249
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2273,6,3.029264302187359
0.2727,6,3.02459015567449
0.2727,6,3.02459015567449
0.2273,6,3.029264302187359
0.2121,6,3.030829214676249
0.2424,6,3.0277096851753695
0.2424,6,3.0277096851753695
0.2879,6,3.0230252431855997
0.2576,6,3.026144772686479
0.2727,6,3.02459015567449
0.2576,6,3.026144772686479
0.2576,0,3.026144772686479
0.2273,0,3.029264302187359
0.2273,0,3.029264302187359
0.2879,0,3.0230252431855997
0.2273,0,3.029264302187359
0.2576,0,3.026144772686479
0.2576,0,3.026144772686479
0.2424,0,3.0277096851753695
0.2576,0,3.026144772686479
0.2879,0,3.0230252431855997
0.2879,0,3.0230252431855997
0.303,0,3.02147062617361
0.3333,0,3.0183510966727307
0.3636,0,3.0152315671718513
0.3485,0,3.016786184183841
0.3485,0,3.016786184183841
0.3485,0,3.016786184183841
0.3636,0,3.0152315671718513
0.303,0,3.02147062617361
0.2879,0,3.0230252431855997
0.2879,0,3.0230252431855997
0.303,0,3.02147062617361
0.303,0,3.02147062617361
0.2879,0,3.0230252431855997
0.2879,1,3.0230252431855997
0.2727,1,3.02459015567449
0.2576,1,3.026144772686479
0.2576,1,3.026144772686479
0.2576,1,3.026144772686479
0.2576,1,3.026144772686479
0.2424,1,3.0277096851753695
0.2424,1,3.0277096851753695
0.2273,1,3.029264302187359
0.2727,1,3.02459015567449
0.2576,1,3.026144772686479
0.3182,1,3.0199057136847203
0.3485,1,3.016786184183841
0.3636,1,3.0152315671718513
0.3636,1,3.0152315671718513
0.3939,1,3.0121120376709714
0.3485,1,3.016786184183841
0.3182,1,3.0199057136847203
0.3333,1,3.0183510966727307
0.3485,1,3.016786184183841
0.3333,1,3.0183510966727307
0.3485,1,3.016786184183841
0.303,1,3.02147062617361
0.3333,1,3.0183510966727307
0.3182,2,3.0199057136847203
0.3182,2,3.0199057136847203
0.2727,2,3.02459015567449
0.2727,2,3.02459015567449
0.2576,2,3.026144772686479
0.2273,2,3.029264302187359
0.2273,2,3.029264302187359
0.197,2,3.0323838316882386
0.197,2,3.0323838316882386
0.197,2,3.0323838316882386
0.1818,2,3.0339487441771285
0.1818,2,3.0339487441771285
0.197,2,3.0323838316882386
0.197,2,3.0323838316882386
0.197,2,3.0323838316882386
0.197,2,3.0323838316882386
0.1818,2,3.0339487441771285
0.1818,2,3.0339487441771285
0.1818,2,3.0339487441771285
0.1212,2,3.040187803178888
0.1364,2,3.038622890689998
0.1061,2,3.0417424201908774
0.1061,2,3.0417424201908774
0.1061,2,3.0417424201908774
0.0758,3,3.044861949691757
0.1061,3,3.0417424201908774
0.0758,3,3.044861949691757
0.0758,3,3.044861949691757
0.1061,3,3.0417424201908774
0.1515,3,3.0370682736780084
0.1061,3,3.0417424201908774
0.1364,3,3.038622890689998
0.1364,3,3.038622890689998
0.1818,3,3.0339487441771285
0.1515,3,3.0370682736780084
0.1818,3,3.0339487441771285
0.1667,3,3.035503361189118
0.1818,3,3.0339487441771285
0.1818,3,3.0339487441771285
0.197,3,3.0323838316882386
0.197,3,3.0323838316882386
0.1667,3,3.035503361189118
0.1212,3,3.040187803178888
0.1515,3,3.0370682736780084
0.1515,3,3.0370682736780084
0.1667,3,3.035503361189118
0.1515,3,3.0370682736780084
0.1364,4,3.038622890689998
0.1515,4,3.0370682736780084
0.1515,4,3.0370682736780084
0.1364,4,3.038622890689998
0.1212,4,3.040187803178888
0.1212,4,3.040187803178888
0.0758,4,3.044861949691757
0.0758,4,3.044861949691757
0.1061,4,3.0417424201908774
0.1061,4,3.0417424201908774
0.1212,4,3.040187803178888
