cnt,casual,Predicted Y
76,8,14.254685066899253
69,5,12.933103426300073
55,3,10.289940145101717
30,4,5.5700057143903665
28,0,5.192410959933458
37,2,6.891587354989545
34,1,6.325195223304182
22,0,4.0596266965627334
25,1,4.626018828248096
12,0,2.1716529242781935
11,0,1.982855547049739
4,0,0.6612739064505609
1,0,0.0948817747651988
1,0,0.0948817747651988
1,0,0.0948817747651988
6,1,1.038868660907469
10,0,1.7940581698212852
19,0,3.4932345648773717
49,0,9.157155881730993
49,2,9.157155881730993
83,4,15.57626670749843
75,6,14.065887689670799
72,8,13.499495557985437
82,5,15.387469330269976
92,13,17.27544310255452
62,3,11.611521785700896
48,4,8.96835850450254
41,1,7.64677686390336
38,0,7.080384732217999
20,1,3.6820319421058256
15,5,2.7380450559635556
6,0,1.038868660907469
5,2,0.850071283679015
1,1,0.0948817747651988
3,0,0.4724765292221069
1,0,0.0948817747651988
3,1,0.4724765292221069
3,0,0.4724765292221069
31,0,5.75880309161882
77,2,14.443482444127707
188,4,35.39999131648611
94,2,17.653037857011427
31,0,5.75880309161882
30,2,5.5700057143903665
52,5,9.723548013416355
54,4,10.101142767873263
47,0,8.779561127274086
45,2,8.401966372817178
74,4,13.877090312442345
178,4,33.51201754420156
155,1,29.169677867947122
95,3,17.84183523423988
74,1,13.877090312442345
38,1,7.080384732217999
24,2,4.437221451019642
18,0,3.304437187648918
12,2,2.1716529242781935
3,0,0.4724765292221069
3,0,0.4724765292221069
6,0,1.038868660907469
27,0,5.003613582705004
99,2,18.597024743153696
217,3,40.87511525611127
130,3,24.44974343723577
54,3,10.101142767873263
35,4,6.513992600532636
57,2,10.667534899558625
52,6,9.723548013416355
63,3,11.80031916292935
47,2,8.779561127274086
76,4,14.254685066899253
136,6,25.582527700606494
95,1,17.84183523423988
51,0,9.534750636187901
32,0,5.947600468847274
20,0,3.6820319421058256
29,1,5.381208337161913
19,1,3.4932345648773717
7,0,1.227666038135923
6,0,1.038868660907469
1,0,0.0948817747651988
5,0,0.850071283679015
16,0,2.9268424331920095
54,0,10.101142767873263
128,3,24.072148682778863
81,3,15.198671953041522
39,0,7.269182109446453
35,3,6.513992600532636
55,3,10.289940145101717
49,0,9.157155881730993
44,0,8.213168995588722
49,1,9.157155881730993
68,5,12.74430604907162
139,0,26.148919832291856
137,2,25.77132507783495
83,1,15.57626670749843
56,2,10.47873752233017
57,0,10.667534899558625
33,1,6.136397846075728
20,1,3.6820319421058256
7,1,1.227666038135923
2,0,0.28367915199365284
2,0,0.28367915199365284
3,0,0.4724765292221069
4,0,0.6612739064505609
3,0,0.4724765292221069
28,0,5.192410959933458
72,0,13.499495557985437
202,5,38.04315459768446
139,2,26.148919832291856
38,2,7.080384732217999
37,4,6.891587354989545
52,3,9.723548013416355
83,2,15.57626670749843
42,3,7.835574241131815
60,5,11.233927031243988
78,2,14.63227982135616
162,4,30.4912595085463
144,3,27.09290671843413
99,1,18.597024743153696
64,0,11.989116540157804
40,0,7.4579794866749065
30,0,5.5700057143903665
15,1,2.7380450559635556
14,0,2.5492476787351013
5,0,0.850071283679015
1,0,0.0948817747651988
1,0,0.0948817747651988
8,0,1.4164634153643771
17,0,3.1156398104204635
70,0,13.121900803528527
158,2,29.736069999632484
117,0,21.99537753326587
44,4,8.213168995588722
53,6,9.91234539064481
61,2,11.422724408472442
77,4,14.443482444127707
64,5,11.989116540157804
68,9,12.74430604907162
90,3,16.89784834809761
159,4,29.924867376860938
139,5,26.148919832291856
92,3,17.27544310255452
68,0,12.74430604907162
52,4,9.723548013416355
36,2,6.702789977761091
27,1,5.003613582705004
28,3,5.192410959933458
20,2,3.6820319421058256
12,0,2.1716529242781935
8,1,1.4164634153643771
5,0,0.850071283679015
1,0,0.0948817747651988
3,1,0.4724765292221069
10,1,1.7940581698212852
23,1,4.248424073791188
33,2,6.136397846075728
59,2,11.045129654015534
72,18,13.499495557985437
89,15,16.709050970869153
101,21,18.974619497610604
118,26,22.184174910494324
129,21,24.260946060007317
128,33,24.072148682778863
83,29,15.57626670749843
84,15,15.765064084726886
74,14,13.877090312442345
41,6,7.64677686390336
57,6,10.667534899558625
26,0,4.81481620547655
44,5,8.213168995588722
39,6,7.269182109446453
23,4,4.248424073791188
16,3,2.9268424331920095
15,9,2.7380450559635556
1,0,0.0948817747651988
2,1,0.28367915199365284
1,0,0.0948817747651988
3,0,0.4724765292221069
18,0,3.304437187648918
32,3,5.947600468847274
79,8,14.821077198584614
93,23,17.464240479782973
104,29,19.541011629295966
118,23,22.184174910494324
91,22,17.086645725326065
113,35,21.24018802435205
99,22,18.597024743153696
105,23,19.72980900652442
67,11,12.555508671843166
61,14,11.422724408472442
57,7,10.667534899558625
28,6,5.192410959933458
21,2,3.87082931933428
18,0,3.304437187648918
17,1,3.1156398104204635
16,1,2.9268424331920095
8,0,1.4164634153643771
2,0,0.28367915199365284
3,1,0.4724765292221069
1,0,0.0948817747651988
5,0,0.850071283679015
13,4,2.3604503015066474
33,3,6.136397846075728
47,8,8.779561127274086
57,7,10.667534899558625
64,9,11.989116540157804
80,10,15.009874575813068
93,13,17.464240479782973
86,12,16.14265883918379
93,21,17.464240479782973
82,6,15.387469330269976
71,4,13.310698180756983
92,7,17.27544310255452
60,2,11.233927031243988
33,4,6.136397846075728
27,3,5.003613582705004
13,0,2.3604503015066474
4,1,0.6612739064505609
3,0,0.4724765292221069
22,0,4.0596266965627334
28,2,5.192410959933458
35,3,6.513992600532636
61,0,11.422724408472442
125,1,23.5057565510935
133,1,25.016135568921133
99,1,18.597024743153696
83,0,15.57626670749843
41,0,7.64677686390336
33,0,6.136397846075728
20,1,3.6820319421058256
3,0,0.4724765292221069
7,1,1.227666038135923
3,0,0.4724765292221069
2,1,0.28367915199365284
7,0,1.227666038135923
32,0,5.947600468847274
90,1,16.89784834809761
197,1,37.099167711542194
109,2,20.484998515438235
47,1,8.779561127274086
52,5,9.723548013416355
70,5,13.121900803528527
78,11,14.63227982135616
75,7,14.065887689670799
82,4,15.387469330269976
104,10,19.541011629295966
197,7,37.099167711542194
161,5,30.302462131317846
112,4,21.051390647123597
76,2,14.254685066899253
59,4,11.045129654015534
59,6,11.045129654015534
28,1,5.192410959933458
13,5,2.3604503015066474
5,2,0.850071283679015
2,0,0.28367915199365284
1,0,0.0948817747651988
1,0,0.0948817747651988
6,0,1.038868660907469
35,0,6.513992600532636
101,1,18.974619497610604
249,2,46.916631327421804
143,3,26.904109341205675
57,1,10.667534899558625
68,5,12.74430604907162
84,7,15.765064084726886
98,12,18.408227365925242
81,6,15.198671953041522
70,8,13.121900803528527
91,8,17.086645725326065
215,8,40.497520501654364
185,1,34.83359918480075
152,6,28.60328573626176
126,2,23.694553928321955
57,3,10.667534899558625
56,0,10.47873752233017
31,3,5.75880309161882
21,1,3.87082931933428
6,0,1.038868660907469
2,0,0.28367915199365284
1,0,0.0948817747651988
1,0,0.0948817747651988
5,1,0.850071283679015
27,0,5.003613582705004
68,2,12.74430604907162
217,7,40.87511525611127
166,7,31.246449017460115
63,6,11.80031916292935
59,6,11.045129654015534
78,11,14.63227982135616
73,8,13.688292935213891
62,6,11.611521785700896
65,4,12.177913917386258
97,0,18.21942998869679
161,10,30.302462131317846
120,1,22.561769664951232
96,3,18.030632611468334
53,1,9.91234539064481
41,0,7.64677686390336
34,1,6.325195223304182
27,0,5.003613582705004
13,0,2.3604503015066474
12,3,2.1716529242781935
11,0,1.982855547049739
7,1,1.227666038135923
3,0,0.4724765292221069
2,0,0.28367915199365284
8,0,1.4164634153643771
27,1,5.003613582705004
40,3,7.4579794866749065
53,3,9.91234539064481
63,4,11.80031916292935
70,10,13.121900803528527
84,12,15.765064084726886
75,11,14.065887689670799
103,10,19.352214252067512
83,11,15.57626670749843
67,8,12.555508671843166
54,0,10.101142767873263
59,6,11.045129654015534
45,1,8.401966372817178
39,0,7.269182109446453
30,7,5.5700057143903665
33,2,6.136397846075728
22,2,4.0596266965627334
13,1,2.3604503015066474
18,3,3.304437187648918
5,1,0.850071283679015
3,0,0.4724765292221069
1,0,0.0948817747651988
2,1,0.28367915199365284
19,2,3.4932345648773717
28,3,5.192410959933458
58,7,10.85633227678708
99,22,18.597024743153696
116,24,21.806580156037416
87,12,16.331456216412246
110,17,20.67379589266669
77,13,14.443482444127707
65,9,12.177913917386258
55,5,10.289940145101717
49,5,9.157155881730993
50,5,9.345953258959447
35,4,6.513992600532636
25,5,4.626018828248096
28,5,5.192410959933458
21,4,3.87082931933428
7,0,1.227666038135923
1,0,0.0948817747651988
1,0,0.0948817747651988
1,0,0.0948817747651988
5,0,0.850071283679015
15,0,2.7380450559635556
84,5,15.765064084726886
177,6,33.32322016697311
102,4,19.163416874839058
40,6,7.4579794866749065
46,3,8.590763750045632
63,11,11.80031916292935
60,6,11.233927031243988
45,2,8.401966372817178
57,7,10.667534899558625
70,4,13.121900803528527
184,6,34.64480180757229
153,8,28.792083113490214
106,5,19.918606383752874
81,1,15.198671953041522
59,6,11.045129654015534
35,3,6.513992600532636
24,3,4.437221451019642
9,3,1.6052607925928313
5,0,0.850071283679015
2,0,0.28367915199365284
1,0,0.0948817747651988
9,0,1.6052607925928313
36,1,6.702789977761091
108,5,20.29620113820978
238,5,44.83986017790881
144,10,27.09290671843413
55,6,10.289940145101717
61,6,11.422724408472442
106,21,19.918606383752874
93,21,17.464240479782973
68,11,12.74430604907162
84,21,15.765064084726886
116,14,21.806580156037416
222,14,41.81910214225354
225,7,42.3854942739389
146,13,27.470501472891037
119,16,22.372972287722778
45,5,8.401966372817178
53,4,9.91234539064481
40,3,7.4579794866749065
17,3,3.1156398104204635
5,0,0.850071283679015
10,3,1.7940581698212852
1,0,0.0948817747651988
8,0,1.4164634153643771
30,1,5.5700057143903665
72,3,13.499495557985437
58,3,10.85633227678708
28,2,5.192410959933458
41,6,7.64677686390336
48,7,8.96835850450254
47,4,8.779561127274086
36,0,6.702789977761091
43,1,8.024371618360268
36,1,6.702789977761091
26,0,4.81481620547655
24,1,4.437221451019642
84,2,15.765064084726886
104,3,19.541011629295966
79,3,14.821077198584614
59,4,11.045129654015534
38,2,7.080384732217999
27,0,5.003613582705004
16,0,2.9268424331920095
9,0,1.6052607925928313
3,1,0.4724765292221069
2,0,0.28367915199365284
1,1,0.0948817747651988
4,0,0.6612739064505609
16,0,2.9268424331920095
60,2,11.233927031243988
157,2,29.54727262240403
101,6,18.974619497610604
49,0,9.157155881730993
30,0,5.5700057143903665
29,1,5.381208337161913
31,0,5.75880309161882
38,2,7.080384732217999
41,1,7.64677686390336
80,10,15.009874575813068
149,2,28.0368936045764
109,2,20.484998515438235
89,5,16.709050970869153
62,1,11.611521785700896
58,1,10.85633227678708
26,0,4.81481620547655
23,1,4.248424073791188
28,2,5.192410959933458
20,0,3.6820319421058256
15,0,2.7380450559635556
8,3,1.4164634153643771
3,1,0.4724765292221069
2,0,0.28367915199365284
5,1,0.850071283679015
34,3,6.325195223304182
34,0,6.325195223304182
55,4,10.289940145101717
64,4,11.989116540157804
78,12,14.63227982135616
65,9,12.177913917386258
99,10,18.597024743153696
120,22,22.561769664951232
107,19,20.107403760981327
91,9,17.086645725326065
68,9,12.74430604907162
58,6,10.85633227678708
43,1,8.024371618360268
36,1,6.702789977761091
32,4,5.947600468847274
33,3,6.136397846075728
33,0,6.136397846075728
29,7,5.381208337161913
11,1,1.982855547049739
8,1,1.4164634153643771
1,0,0.0948817747651988
3,0,0.4724765292221069
3,0,0.4724765292221069
12,1,2.1716529242781935
38,4,7.080384732217999
64,7,11.989116540157804
59,9,11.045129654015534
97,10,18.21942998869679
84,13,15.765064084726886
122,18,22.93936441940814
109,14,20.484998515438235
123,19,23.128161796636594
77,6,14.443482444127707
65,8,12.177913917386258
55,9,10.289940145101717
33,3,6.136397846075728
28,3,5.192410959933458
21,2,3.87082931933428
21,5,3.87082931933428
7,1,1.227666038135923
7,2,1.227666038135923
1,0,0.0948817747651988
2,0,0.28367915199365284
2,0,0.28367915199365284
8,0,1.4164634153643771
37,0,6.891587354989545
72,1,13.499495557985437
185,3,34.83359918480075
112,0,21.051390647123597
69,1,12.933103426300073
48,2,8.96835850450254
68,6,12.74430604907162
54,2,10.101142767873263
86,1,16.14265883918379
44,3,8.213168995588722
86,3,16.14265883918379
161,6,30.302462131317846
156,3,29.358475245175576
111,3,20.862593269895143
78,0,14.63227982135616
56,3,10.47873752233017
34,0,6.325195223304182
17,2,3.1156398104204635
8,2,1.4164634153643771
3,0,0.4724765292221069
2,0,0.28367915199365284
2,0,0.28367915199365284
3,0,0.4724765292221069
22,0,4.0596266965627334
52,0,9.723548013416355
135,3,25.39373032337804
116,2,21.806580156037416
47,0,8.779561127274086
51,2,9.534750636187901
55,2,10.289940145101717
52,3,9.723548013416355
54,5,10.101142767873263
52,7,9.723548013416355
64,3,11.989116540157804
176,4,33.134422789744654
168,3,31.624043771917027
108,3,20.29620113820978
74,5,13.877090312442345
64,0,11.989116540157804
36,2,6.702789977761091
16,1,2.9268424331920095
2,0,0.28367915199365284
3,0,0.4724765292221069
4,4,0.6612739064505609
1,0,0.0948817747651988
1,0,0.0948817747651988
3,0,0.4724765292221069
18,1,3.304437187648918
49,1,9.157155881730993
155,1,29.169677867947122
123,4,23.128161796636594
61,2,11.422724408472442
52,5,9.723548013416355
64,3,11.989116540157804
75,1,14.065887689670799
63,2,11.80031916292935
76,10,14.254685066899253
103,8,19.352214252067512
190,7,35.777586070943016
182,7,34.267207053115385
91,3,17.086645725326065
75,4,14.065887689670799
63,1,11.80031916292935
40,5,7.4579794866749065
32,3,5.947600468847274
12,1,2.1716529242781935
5,0,0.850071283679015
2,0,0.28367915199365284
1,0,0.0948817747651988
2,0,0.28367915199365284
39,0,7.269182109446453
87,1,16.331456216412246
188,4,35.39999131648611
133,6,25.016135568921133
52,2,9.723548013416355
64,9,11.989116540157804
69,2,12.933103426300073
51,4,9.534750636187901
47,4,8.779561127274086
60,4,11.233927031243988
78,5,14.63227982135616
175,5,32.9456254125162
147,2,27.65929885011949
96,4,18.030632611468334
109,1,20.484998515438235
54,1,10.101142767873263
41,2,7.64677686390336
38,4,7.080384732217999
13,3,2.3604503015066474
7,0,1.227666038135923
1,0,0.0948817747651988
1,0,0.0948817747651988
7,0,1.227666038135923
28,2,5.192410959933458
87,0,16.331456216412246
220,3,41.441507387796634
127,3,23.88335130555041
51,5,9.534750636187901
64,3,11.989116540157804
86,8,16.14265883918379
82,9,15.387469330269976
91,15,17.086645725326065
90,9,16.89784834809761
99,8,18.597024743153696
205,10,38.609546729369825
155,3,29.169677867947122
103,1,19.352214252067512
71,2,13.310698180756983
43,2,8.024371618360268
46,1,8.590763750045632
31,1,5.75880309161882
39,3,7.269182109446453
18,1,3.304437187648918
17,5,3.1156398104204635
11,1,1.982855547049739
8,0,1.4164634153643771
9,0,1.6052607925928313
4,0,0.6612739064505609
4,0,0.6612739064505609
10,0,1.7940581698212852
20,3,3.6820319421058256
34,3,6.325195223304182
47,1,8.779561127274086
52,10,9.723548013416355
72,10,13.499495557985437
55,5,10.289940145101717
60,11,11.233927031243988
71,8,13.310698180756983
78,14,14.63227982135616
83,2,15.57626670749843
84,6,15.765064084726886
69,5,12.933103426300073
56,3,10.47873752233017
45,2,8.401966372817178
59,7,11.045129654015534
39,2,7.269182109446453
44,4,8.213168995588722
20,0,3.6820319421058256
13,3,2.3604503015066474
2,0,0.28367915199365284
1,0,0.0948817747651988
1,0,0.0948817747651988
8,0,1.4164634153643771
23,2,4.248424073791188
45,7,8.401966372817178
89,15,16.709050970869153
117,28,21.99537753326587
174,48,32.75682803528775
182,47,34.267207053115385
161,47,30.302462131317846
182,52,34.267207053115385
157,42,29.54727262240403
121,24,22.750567042179686
78,13,14.63227982135616
21,1,3.87082931933428
26,5,4.81481620547655
27,5,5.003613582705004
62,5,11.611521785700896
30,4,5.5700057143903665
15,1,2.7380450559635556
5,1,0.850071283679015
3,0,0.4724765292221069
1,0,0.0948817747651988
2,1,0.28367915199365284
10,1,1.7940581698212852
30,1,5.5700057143903665
95,6,17.84183523423988
230,7,43.32948116008117
118,3,22.184174910494324
55,6,10.289940145101717
47,11,8.779561127274086
66,7,12.366711294614712
64,10,11.989116540157804
60,8,11.233927031243988
50,4,9.345953258959447
114,16,21.428985401580505
216,9,40.68631787888282
175,5,32.9456254125162
128,5,24.072148682778863
88,6,16.5202535936407
78,3,14.63227982135616
37,3,6.891587354989545
25,6,4.626018828248096
10,4,1.7940581698212852
4,0,0.6612739064505609
2,1,0.28367915199365284
1,0,0.0948817747651988
3,0,0.4724765292221069
2,0,0.28367915199365284
39,0,7.269182109446453
100,3,18.78582212038215
243,7,45.78384706405108
135,7,25.39373032337804
48,4,8.96835850450254
50,1,9.345953258959447
65,2,12.177913917386258
50,2,9.345953258959447
64,3,11.989116540157804
51,6,9.534750636187901
83,4,15.57626670749843
176,4,33.134422789744654
152,1,28.60328573626176
101,1,18.974619497610604
56,3,10.47873752233017
54,8,10.101142767873263
29,0,5.381208337161913
12,3,2.1716529242781935
17,0,3.1156398104204635
7,0,1.227666038135923
3,1,0.4724765292221069
2,0,0.28367915199365284
7,0,1.227666038135923
43,0,8.024371618360268
99,4,18.597024743153696
199,1,37.4767624659991
123,4,23.128161796636594
59,8,11.045129654015534
41,1,7.64677686390336
61,4,11.422724408472442
69,2,12.933103426300073
58,2,10.85633227678708
64,3,11.989116540157804
79,7,14.821077198584614
166,9,31.246449017460115
170,2,32.00163852637393
88,1,16.5202535936407
84,0,15.765064084726886
83,0,15.57626670749843
46,4,8.590763750045632
37,0,6.891587354989545
16,0,2.9268424331920095
7,0,1.227666038135923
3,0,0.4724765292221069
1,0,0.0948817747651988
6,0,1.038868660907469
26,0,4.81481620547655
99,0,18.597024743153696
178,5,33.51201754420156
122,1,22.93936441940814
35,1,6.513992600532636
45,1,8.401966372817178
69,4,12.933103426300073
62,3,11.611521785700896
48,6,8.96835850450254
50,0,9.345953258959447
80,4,15.009874575813068
165,6,31.05765164023166
160,3,30.113664754089392
112,2,21.051390647123597
97,4,18.21942998869679
72,2,13.499495557985437
51,4,9.534750636187901
34,1,6.325195223304182
14,2,2.5492476787351013
7,1,1.227666038135923
3,0,0.4724765292221069
4,0,0.6612739064505609
24,1,4.437221451019642
74,1,13.877090312442345
216,4,40.68631787888282
140,8,26.33771720952031
44,5,8.213168995588722
64,12,11.989116540157804
71,7,13.310698180756983
110,21,20.67379589266669
84,17,15.765064084726886
74,12,13.877090312442345
125,14,23.5057565510935
211,18,39.74233099274055
174,9,32.75682803528775
101,7,18.974619497610604
63,2,11.80031916292935
47,1,8.779561127274086
43,2,8.024371618360268
53,5,9.91234539064481
30,3,5.5700057143903665
24,2,4.437221451019642
15,2,2.7380450559635556
10,3,1.7940581698212852
4,0,0.6612739064505609
1,0,0.0948817747651988
2,1,0.28367915199365284
11,2,1.982855547049739
30,2,5.5700057143903665
43,5,8.024371618360268
84,13,15.765064084726886
114,30,21.428985401580505
120,27,22.561769664951232
135,32,25.39373032337804
120,30,22.561769664951232
174,47,32.75682803528775
145,42,27.281704095662583
137,24,25.77132507783495
64,4,11.989116540157804
41,2,7.64677686390336
40,1,7.4579794866749065
51,9,9.534750636187901
45,6,8.401966372817178
32,1,5.947600468847274
39,5,7.269182109446453
24,1,4.437221451019642
20,1,3.6820319421058256
12,4,2.1716529242781935
2,0,0.28367915199365284
5,2,0.850071283679015
3,0,0.4724765292221069
12,1,2.1716529242781935
47,12,8.779561127274086
105,19,19.72980900652442
112,26,21.051390647123597
152,58,28.60328573626176
154,62,28.98088049071867
161,51,30.302462131317846
162,40,30.4912595085463
134,28,25.204932946149587
125,30,23.5057565510935
95,17,17.84183523423988
61,11,11.422724408472442
47,15,8.779561127274086
51,6,9.534750636187901
36,5,6.702789977761091
30,3,5.5700057143903665
11,3,1.982855547049739
7,1,1.227666038135923
2,0,0.28367915199365284
2,1,0.28367915199365284
2,0,0.28367915199365284
3,0,0.4724765292221069
26,1,4.81481620547655
98,2,18.408227365925242
256,7,48.23821296802098
130,8,24.44974343723577
55,9,10.289940145101717
53,10,9.91234539064481
126,27,23.694553928321955
120,27,22.561769664951232
90,14,16.89784834809761
90,19,16.89784834809761
118,16,22.184174910494324
243,25,45.78384706405108
205,11,38.609546729369825
98,12,18.408227365925242
70,5,13.121900803528527
43,8,8.024371618360268
45,1,8.401966372817178
20,1,3.6820319421058256
19,7,3.4932345648773717
5,0,0.850071283679015
3,1,0.4724765292221069
1,0,0.0948817747651988
4,0,0.6612739064505609
30,0,5.5700057143903665
105,2,19.72980900652442
223,10,42.007899519481995
110,2,20.67379589266669
52,5,9.723548013416355
57,11,10.667534899558625
71,6,13.310698180756983
82,14,15.387469330269976
79,10,14.821077198584614
85,11,15.953861461955338
98,21,18.408227365925242
206,15,38.79834410659828
212,14,39.931128369969
145,3,27.281704095662583
101,3,18.974619497610604
66,5,12.366711294614712
41,0,7.64677686390336
20,0,3.6820319421058256
15,0,2.7380450559635556
9,0,1.6052607925928313
1,0,0.0948817747651988
1,0,0.0948817747651988
5,0,0.850071283679015
33,1,6.136397846075728
108,5,20.29620113820978
230,6,43.32948116008117
124,2,23.316959173865047
69,14,12.933103426300073
66,7,12.366711294614712
86,14,16.14265883918379
93,13,17.464240479782973
82,17,15.387469330269976
117,35,21.99537753326587
122,26,22.93936441940814
255,11,48.04941559079253
222,20,41.81910214225354
161,18,30.302462131317846
118,10,22.184174910494324
92,5,17.27544310255452
73,12,13.688292935213891
33,2,6.136397846075728
17,1,3.1156398104204635
6,0,1.038868660907469
6,2,1.038868660907469
4,3,0.6612739064505609
4,3,0.6612739064505609
12,1,2.1716529242781935
47,3,8.779561127274086
126,7,23.694553928321955
285,18,53.71333690764615
179,16,33.700814921430016
88,18,16.5202535936407
90,19,16.89784834809761
101,15,18.974619497610604
123,15,23.128161796636594
81,26,15.198671953041522
106,15,19.918606383752874
146,29,27.470501472891037
274,18,51.63656575813315
222,11,41.81910214225354
175,14,32.9456254125162
139,8,26.148919832291856
124,5,23.316959173865047
76,8,14.254685066899253
44,4,8.213168995588722
32,12,5.947600468847274
8,1,1.4164634153643771
7,2,1.227666038135923
8,2,1.4164634153643771
1,0,0.0948817747651988
7,1,1.227666038135923
50,2,9.345953258959447
116,8,21.806580156037416
272,26,51.258971003676244
169,15,31.81284114914548
95,17,17.84183523423988
113,31,21.24018802435205
185,59,34.83359918480075
176,45,33.134422789744654
191,73,35.96638344817147
172,55,32.37923328083084
232,68,43.70707591453809
327,52,61.642826751241216
224,29,42.19669689671045
162,16,30.4912595085463
124,19,23.316959173865047
72,11,13.499495557985437
107,19,20.107403760981327
77,16,14.443482444127707
29,6,5.381208337161913
31,10,5.75880309161882
17,3,3.1156398104204635
7,0,1.227666038135923
3,0,0.4724765292221069
3,0,0.4724765292221069
6,3,1.038868660907469
22,6,4.0596266965627334
45,9,8.401966372817178
55,18,10.289940145101717
106,34,19.918606383752874
123,47,23.128161796636594
119,38,22.372972287722778
155,52,29.169677867947122
196,102,36.91037033431374
171,84,32.190435903602385
120,39,22.561769664951232
127,36,23.88335130555041
88,21,16.5202535936407
59,5,11.045129654015534
47,9,8.779561127274086
33,4,6.136397846075728
44,2,8.213168995588722
29,4,5.381208337161913
17,3,3.1156398104204635
16,5,2.9268424331920095
17,0,3.1156398104204635
18,9,3.304437187648918
1,0,0.0948817747651988
2,1,0.28367915199365284
2,0,0.28367915199365284
