hum,atemp,Predicted Y
0.3,0.2576,0.49090784573584684
0.28,0.2879,0.49183274854262
0.28,0.2879,0.49183274854262
0.28,0.3182,0.49183274854262
0.38,0.2273,0.48720823450875417
0.38,0.2424,0.48720823450875417
0.38,0.2576,0.48720823450875417
0.47,0.2273,0.483046171878275
0.51,0.197,0.4811963662647286
0.55,0.197,0.4793465606511823
0.47,0.2576,0.483046171878275
0.55,0.2424,0.4793465606511823
0.64,0.2273,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.64,0.197,0.4751844980207031
0.69,0.1818,0.47287224100377023
0.63,0.1667,0.4756469494240897
0.59,0.2273,0.477496755037636
0.59,0.2273,0.477496755037636
0.51,0.2424,0.4811963662647286
0.47,0.2576,0.483046171878275
0.44,0.2576,0.4844335260884347
0.35,0.2879,0.4885955887189139
0.35,0.2727,0.4885955887189139
0.36,0.2727,0.4881331373155273
0.36,0.2727,0.4881331373155273
0.38,0.2576,0.48720823450875417
0.51,0.2273,0.4811963662647286
0.51,0.2273,0.4811963662647286
0.55,0.2576,0.4793465606511823
0.51,0.2121,0.4811963662647286
0.55,0.2121,0.4793465606511823
0.51,0.2121,0.4811963662647286
0.59,0.197,0.477496755037636
0.64,0.197,0.4751844980207031
0.69,0.197,0.47287224100377023
0.69,0.197,0.47287224100377023
0.69,0.2121,0.47287224100377023
0.55,0.2727,0.4793465606511823
0.69,0.2576,0.47287224100377023
0.69,0.2121,0.47287224100377023
0.51,0.197,0.4811963662647286
0.47,0.1818,0.483046171878275
0.37,0.197,0.48767068591214074
0.4,0.197,0.486283331701981
0.37,0.197,0.48767068591214074
0.37,0.1818,0.48767068591214074
0.4,0.197,0.486283331701981
0.37,0.2121,0.48767068591214074
0.37,0.2121,0.48767068591214074
0.37,0.2576,0.48767068591214074
0.4,0.2273,0.486283331701981
0.55,0.197,0.4793465606511823
0.47,0.2121,0.483046171878275
0.47,0.197,0.483046171878275
0.43,0.197,0.4848959774918213
0.51,0.197,0.4811963662647286
0.51,0.197,0.4811963662647286
0.55,0.2121,0.4793465606511823
0.55,0.2424,0.4793465606511823
0.55,0.197,0.4793465606511823
0.55,0.197,0.4793465606511823
0.74,0.1667,0.4705599839868373
0.74,0.1667,0.4705599839868373
0.74,0.1818,0.4705599839868373
0.93,0.1818,0.4617734073224923
0.93,0.1818,0.4617734073224923
0.8,0.197,0.46778527556651783
0.69,0.1818,0.47287224100377023
0.59,0.1818,0.477496755037636
0.44,0.1818,0.4844335260884347
0.32,0.1667,0.48998294292907363
0.32,0.1667,0.48998294292907363
0.29,0.1364,0.4913702971392334
0.37,0.1212,0.48767068591214074
0.39,0.1212,0.4867457831053676
0.36,0.1212,0.4881331373155273
0.36,0.1212,0.4881331373155273
0.39,0.1061,0.4867457831053676
0.36,0.1061,0.4881331373155273
0.39,0.0606,0.4867457831053676
0.42,0.0758,0.48535842889520786
0.42,0.0606,0.48535842889520786
0.46,0.0606,0.48350862328166155
0.46,0.0758,0.48350862328166155
0.53,0.0909,0.48027146345795546
0.53,0.0909,0.48027146345795546
0.49,0.0909,0.4821212690715018
0.53,0.0909,0.48027146345795546
0.49,0.0909,0.4821212690715018
0.46,0.0758,0.48350862328166155
0.43,0.1061,0.4848959774918213
0.4,0.1212,0.486283331701981
0.37,0.1364,0.48767068591214074
0.34,0.1667,0.4890580401223005
0.32,0.1818,0.48998294292907363
0.35,0.197,0.4885955887189139
0.34,0.1667,0.4890580401223005
0.37,0.1515,0.48767068591214074
0.4,0.1364,0.486283331701981
0.43,0.1364,0.4848959774918213
0.46,0.1212,0.48350862328166155
0.46,0.1061,0.48350862328166155
0.46,0.1212,0.48350862328166155
0.5,0.1364,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.54,0.1212,0.4798090120545689
0.54,0.1061,0.4798090120545689
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.47,0.1364,0.483046171878275
0.4,0.1818,0.486283331701981
0.4,0.1818,0.486283331701981
0.4,0.197,0.486283331701981
0.4,0.197,0.486283331701981
0.4,0.2121,0.486283331701981
0.4,0.2273,0.486283331701981
0.4,0.197,0.486283331701981
0.47,0.1667,0.483046171878275
0.5,0.1667,0.48165881766811525
0.59,0.1364,0.477496755037636
0.59,0.1515,0.477496755037636
0.59,0.1515,0.477496755037636
0.59,0.1667,0.477496755037636
0.59,0.1515,0.477496755037636
0.55,0.1515,0.4793465606511823
0.55,0.1818,0.4793465606511823
0.55,0.1818,0.4793465606511823
0.55,0.2273,0.4793465606511823
0.51,0.2121,0.4811963662647286
0.51,0.197,0.4811963662647286
0.51,0.2121,0.4811963662647286
0.47,0.2121,0.483046171878275
0.51,0.2273,0.4811963662647286
0.59,0.2273,0.477496755037636
0.59,0.2273,0.477496755037636
0.8,0.197,0.46778527556651783
0.86,0.1515,0.4650105671461984
0.86,0.1515,0.4650105671461984
0.93,0.1818,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.1515,0.4617734073224923
0.86,0.197,0.4650105671461984
0.93,0.1818,0.4617734073224923
0.93,0.197,0.4617734073224923
0.86,0.197,0.4650105671461984
0.86,0.1818,0.4650105671461984
0.86,0.1515,0.4650105671461984
0.86,0.1515,0.4650105671461984
0.93,0.1515,0.4617734073224923
0.69,0.1515,0.47287224100377023
0.59,0.1667,0.477496755037636
0.59,0.1364,0.477496755037636
0.55,0.1818,0.4793465606511823
0.51,0.1818,0.4811963662647286
0.47,0.1515,0.483046171878275
0.44,0.197,0.4844335260884347
0.47,0.1818,0.483046171878275
0.47,0.1667,0.483046171878275
0.44,0.197,0.4844335260884347
0.47,0.1818,0.483046171878275
0.47,0.1515,0.483046171878275
0.47,0.1515,0.483046171878275
0.5,0.1364,0.48165881766811525
0.55,0.1364,0.4793465606511823
0.55,0.1212,0.4793465606511823
0.59,0.1061,0.477496755037636
0.59,0.1212,0.477496755037636
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.54,0.1515,0.4798090120545689
0.54,0.1515,0.4798090120545689
0.5,0.1364,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.5,0.1364,0.48165881766811525
0.44,0.1667,0.4844335260884347
0.44,0.1667,0.4844335260884347
0.41,0.197,0.48582088029859444
0.41,0.197,0.48582088029859444
0.38,0.2121,0.48720823450875417
0.38,0.2121,0.48720823450875417
0.4,0.1818,0.486283331701981
0.4,0.1818,0.486283331701981
0.47,0.1515,0.483046171878275
0.47,0.1515,0.483046171878275
0.46,0.1212,0.48350862328166155
0.46,0.1212,0.48350862328166155
0.5,0.1364,0.48165881766811525
0.5,0.1364,0.48165881766811525
0.54,0.1212,0.4798090120545689
0.54,0.1212,0.4798090120545689
0.54,0.1364,0.4798090120545689
0.54,0.1364,0.4798090120545689
0.54,0.1818,0.4798090120545689
0.74,0.1212,0.4705599839868373
0.68,0.1667,0.4733346924071568
0.69,0.1515,0.47287224100377023
0.55,0.1818,0.4793465606511823
0.51,0.1667,0.4811963662647286
0.44,0.197,0.4844335260884347
0.37,0.197,0.48767068591214074
0.41,0.2121,0.48582088029859444
0.38,0.2424,0.48720823450875417
0.41,0.2424,0.48582088029859444
0.41,0.2273,0.48582088029859444
0.47,0.2576,0.483046171878275
0.59,0.197,0.477496755037636
0.59,0.2424,0.477496755037636
0.69,0.2273,0.47287224100377023
0.69,0.2273,0.47287224100377023
0.55,0.2424,0.4793465606511823
0.55,0.2424,0.4793465606511823
0.59,0.197,0.477496755037636
0.59,0.197,0.477496755037636
0.59,0.2273,0.477496755037636
0.59,0.2273,0.477496755037636
0.59,0.2273,0.477496755037636
0.63,0.1667,0.4756469494240897
0.63,0.2121,0.4756469494240897
0.63,0.1515,0.4756469494240897
0.64,0.1818,0.4751844980207031
0.59,0.197,0.477496755037636
0.55,0.197,0.4793465606511823
0.48,0.2273,0.4825837204748884
0.38,0.2576,0.48720823450875417
0.39,0.2879,0.4867457831053676
0.36,0.3182,0.4881331373155273
0.34,0.3333,0.4890580401223005
0.36,0.303,0.4881331373155273
0.45,0.2879,0.48397107468504813
0.39,0.303,0.4867457831053676
0.39,0.303,0.4867457831053676
0.39,0.303,0.4867457831053676
0.42,0.3182,0.48535842889520786
0.45,0.2879,0.48397107468504813
0.56,0.303,0.47888410924779573
0.56,0.2727,0.47888410924779573
0.56,0.2879,0.47888410924779573
0.69,0.2727,0.47287224100377023
0.56,0.2576,0.47888410924779573
0.56,0.2576,0.47888410924779573
0.56,0.2576,0.47888410924779573
0.56,0.2121,0.47888410924779573
0.55,0.2121,0.4793465606511823
0.51,0.2121,0.4811963662647286
0.51,0.2121,0.4811963662647286
0.44,0.2273,0.4844335260884347
0.41,0.2121,0.48582088029859444
0.35,0.2273,0.4885955887189139
0.36,0.2727,0.4881331373155273
0.38,0.2424,0.48720823450875417
0.38,0.2273,0.48720823450875417
0.37,0.2121,0.48767068591214074
0.4,0.2121,0.486283331701981
0.47,0.197,0.483046171878275
0.47,0.197,0.483046171878275
0.51,0.197,0.4811963662647286
0.49,0.2121,0.4821212690715018
0.4,0.2273,0.486283331701981
0.47,0.197,0.483046171878275
0.44,0.197,0.4844335260884347
0.43,0.1667,0.4848959774918213
0.43,0.1818,0.4848959774918213
0.43,0.197,0.4848959774918213
0.43,0.197,0.4848959774918213
0.43,0.1818,0.4848959774918213
0.5,0.1818,0.48165881766811525
0.47,0.1515,0.483046171878275
0.47,0.1515,0.483046171878275
0.5,0.1515,0.48165881766811525
0.55,0.1515,0.4793465606511823
0.47,0.197,0.483046171878275
0.47,0.197,0.483046171878275
0.43,0.2121,0.4848959774918213
0.47,0.2121,0.483046171878275
0.47,0.2121,0.483046171878275
0.51,0.197,0.4811963662647286
0.55,0.1667,0.4793465606511823
0.59,0.1818,0.477496755037636
0.8,0.1515,0.46778527556651783
0.8,0.1515,0.46778527556651783
0.93,0.1212,0.4617734073224923
0.86,0.1364,0.4650105671461984
0.86,0.1818,0.4650105671461984
0.86,0.197,0.4650105671461984
0.8,0.2273,0.46778527556651783
0.87,0.2273,0.4645481157428118
0.87,0.2273,0.4645481157428118
0.82,0.2273,0.4668603727597447
0.8,0.2273,0.46778527556651783
0.8,0.2273,0.46778527556651783
0.87,0.2727,0.4645481157428118
0.93,0.2424,0.4617734073224923
0.93,0.2576,0.4617734073224923
0.93,0.2727,0.4617734073224923
0.93,0.2727,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2576,0.4617734073224923
0.93,0.2576,0.4617734073224923
0.92,0.2576,0.4622358587258789
0.93,0.2576,0.4617734073224923
0.93,0.2576,0.4617734073224923
0.93,0.2727,0.4617734073224923
0.87,0.303,0.4645481157428118
0.81,0.3182,0.46732282416313126
0.62,0.4091,0.47610940082747627
0.58,0.4091,0.4779592064410226
0.54,0.4091,0.4798090120545689
0.58,0.3939,0.4779592064410226
0.57,0.3333,0.47842165784440915
0.61,0.3182,0.47657185223086285
0.57,0.2879,0.47842165784440915
0.49,0.303,0.4821212690715018
0.49,0.2879,0.4821212690715018
0.52,0.303,0.48073391486134204
0.52,0.2727,0.48073391486134204
0.56,0.2273,0.47888410924779573
0.56,0.2727,0.47888410924779573
0.56,0.2727,0.47888410924779573
0.56,0.2576,0.47888410924779573
0.56,0.2576,0.47888410924779573
0.6,0.2273,0.4770343036342494
0.6,0.2121,0.4770343036342494
0.55,0.2121,0.4793465606511823
0.55,0.2121,0.4793465606511823
0.52,0.2273,0.48073391486134204
0.48,0.2273,0.4825837204748884
0.45,0.2727,0.48397107468504813
0.42,0.3333,0.48535842889520786
0.45,0.2879,0.48397107468504813
0.45,0.303,0.48397107468504813
0.45,0.3182,0.48397107468504813
0.49,0.303,0.4821212690715018
0.49,0.3182,0.4821212690715018
0.56,0.2576,0.47888410924779573
0.56,0.2273,0.47888410924779573
0.6,0.2424,0.4770343036342494
0.6,0.2273,0.4770343036342494
0.65,0.2121,0.47472204661731654
0.65,0.2121,0.47472204661731654
0.7,0.2273,0.47240978960038366
0.7,0.2273,0.47240978960038366
0.75,0.2424,0.4700975325834507
0.8,0.2121,0.46778527556651783
0.87,0.2576,0.4645481157428118
0.6,0.197,0.4770343036342494
0.55,0.2121,0.4793465606511823
0.51,0.1818,0.4811963662647286
0.47,0.1818,0.483046171878275
0.51,0.1818,0.4811963662647286
0.47,0.1667,0.483046171878275
0.41,0.1818,0.48582088029859444
0.27,0.1818,0.49229519994600657
0.21,0.1515,0.49506990836632603
0.25,0.1515,0.4932201027527797
0.26,0.1212,0.49275765134939314
0.26,0.1364,0.49275765134939314
0.28,0.1212,0.49183274854262
0.3,0.1212,0.49090784573584684
0.3,0.1061,0.49090784573584684
0.33,0.0758,0.48952049152568705
0.38,0.0758,0.48720823450875417
0.41,0.0303,0.48582088029859444
0.38,0.0455,0.48720823450875417
0.45,0.0303,0.48397107468504813
0.41,0.0,0.48582088029859444
0.41,0.0303,0.48582088029859444
0.41,0.0303,0.48582088029859444
0.48,0.0152,0.4825837204748884
0.44,0.0303,0.4844335260884347
0.44,0.0152,0.4844335260884347
0.44,0.0,0.4844335260884347
0.41,0.0303,0.48582088029859444
0.41,0.0606,0.48582088029859444
0.38,0.0758,0.48720823450875417
0.38,0.1061,0.48720823450875417
0.35,0.1667,0.4885955887189139
0.33,0.1364,0.48952049152568705
0.28,0.1515,0.49183274854262
0.28,0.1364,0.49183274854262
0.28,0.197,0.49183274854262
0.35,0.0909,0.4885955887189139
0.35,0.1061,0.4885955887189139
0.45,0.0758,0.48397107468504813
0.41,0.1061,0.48582088029859444
0.49,0.1515,0.4821212690715018
0.57,0.0758,0.47842165784440915
0.57,0.0758,0.47842165784440915
0.57,0.0758,0.47842165784440915
0.62,0.0606,0.47610940082747627
0.62,0.0606,0.47610940082747627
0.57,0.0758,0.47842165784440915
0.57,0.0758,0.47842165784440915
0.58,0.1061,0.4779592064410226
0.62,0.0758,0.47610940082747627
0.54,0.0758,0.4798090120545689
0.46,0.1061,0.48350862328166155
0.43,0.1364,0.4848959774918213
0.37,0.1212,0.48767068591214074
0.33,0.1061,0.48952049152568705
0.28,0.1364,0.49183274854262
0.28,0.1364,0.49183274854262
0.26,0.1364,0.49275765134939314
0.26,0.1061,0.49275765134939314
0.3,0.1212,0.49090784573584684
0.3,0.1212,0.49090784573584684
0.36,0.1061,0.4881331373155273
0.36,0.1061,0.4881331373155273
0.38,0.0909,0.48720823450875417
0.41,0.0606,0.48582088029859444
0.41,0.0606,0.48582088029859444
0.45,0.0455,0.48397107468504813
0.45,0.0303,0.48397107468504813
0.48,0.0606,0.4825837204748884
0.48,0.0606,0.4825837204748884
0.48,0.0758,0.4825837204748884
0.48,0.1212,0.4825837204748884
0.49,0.1364,0.4821212690715018
0.41,0.1515,0.48582088029859444
0.42,0.1364,0.48535842889520786
0.46,0.1212,0.48350862328166155
0.42,0.1364,0.48535842889520786
0.43,0.1364,0.4848959774918213
0.46,0.1364,0.48350862328166155
0.4,0.1667,0.486283331701981
0.47,0.1515,0.483046171878275
0.5,0.1212,0.48165881766811525
0.59,0.1364,0.477496755037636
0.54,0.1515,0.4798090120545689
0.59,0.1364,0.477496755037636
0.63,0.1515,0.4756469494240897
0.63,0.1364,0.4756469494240897
0.64,0.1515,0.4751844980207031
0.69,0.1364,0.47287224100377023
0.69,0.1667,0.47287224100377023
0.69,0.1515,0.47287224100377023
0.74,0.1667,0.4705599839868373
0.74,0.1364,0.4705599839868373
0.74,0.1818,0.4705599839868373
0.74,0.1515,0.4705599839868373
0.74,0.1818,0.4705599839868373
0.64,0.2273,0.4751844980207031
0.6,0.2424,0.4770343036342494
0.6,0.2424,0.4770343036342494
0.56,0.2879,0.47888410924779573
0.56,0.2727,0.47888410924779573
0.45,0.3333,0.48397107468504813
0.42,0.3485,0.48535842889520786
0.42,0.3485,0.48535842889520786
0.45,0.3333,0.48397107468504813
0.49,0.3182,0.4821212690715018
0.65,0.2576,0.47472204661731654
0.65,0.2273,0.47472204661731654
0.65,0.2273,0.47472204661731654
0.64,0.2273,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.69,0.2273,0.47287224100377023
0.65,0.2424,0.47472204661731654
0.69,0.2273,0.47287224100377023
0.86,0.1818,0.4650105671461984
0.86,0.1818,0.4650105671461984
0.87,0.2121,0.4645481157428118
0.87,0.2121,0.4645481157428118
0.87,0.2121,0.4645481157428118
0.93,0.2121,0.4617734073224923
0.93,0.197,0.4617734073224923
0.93,0.197,0.4617734073224923
0.93,0.197,0.4617734073224923
0.93,0.197,0.4617734073224923
0.93,0.1818,0.4617734073224923
0.93,0.197,0.4617734073224923
0.93,0.1818,0.4617734073224923
0.55,0.2273,0.4793465606511823
0.55,0.2424,0.4793465606511823
0.69,0.2273,0.47287224100377023
0.69,0.2273,0.47287224100377023
0.74,0.2121,0.4705599839868373
0.74,0.2121,0.4705599839868373
0.74,0.2121,0.4705599839868373
0.8,0.197,0.46778527556651783
0.75,0.2121,0.4700975325834507
0.75,0.2121,0.4700975325834507
0.75,0.2121,0.4700975325834507
0.75,0.2273,0.4700975325834507
0.8,0.2121,0.46778527556651783
0.8,0.197,0.46778527556651783
0.86,0.197,0.4650105671461984
0.86,0.197,0.4650105671461984
0.86,0.2121,0.4650105671461984
0.86,0.2121,0.4650105671461984
0.93,0.2121,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.8,0.2727,0.46778527556651783
0.86,0.2576,0.4650105671461984
0.8,0.2727,0.46778527556651783
0.75,0.2424,0.4700975325834507
0.75,0.2273,0.4700975325834507
0.75,0.2424,0.4700975325834507
0.7,0.2273,0.47240978960038366
0.75,0.2273,0.4700975325834507
0.65,0.2121,0.47472204661731654
0.6,0.2273,0.4770343036342494
0.64,0.197,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.64,0.2121,0.4751844980207031
0.69,0.1818,0.47287224100377023
0.64,0.1818,0.4751844980207031
0.59,0.1818,0.477496755037636
0.55,0.197,0.4793465606511823
0.59,0.2121,0.477496755037636
0.64,0.2121,0.4751844980207031
0.64,0.197,0.4751844980207031
0.59,0.197,0.477496755037636
0.55,0.2273,0.4793465606511823
0.6,0.2273,0.4770343036342494
0.69,0.2121,0.47287224100377023
0.6,0.2424,0.4770343036342494
0.6,0.2879,0.4770343036342494
0.69,0.2273,0.47287224100377023
0.69,0.2121,0.47287224100377023
0.74,0.2121,0.4705599839868373
0.74,0.2121,0.4705599839868373
0.8,0.197,0.46778527556651783
0.8,0.197,0.46778527556651783
0.8,0.1818,0.46778527556651783
0.8,0.2121,0.46778527556651783
0.8,0.2273,0.46778527556651783
0.93,0.2121,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.86,0.2121,0.4650105671461984
0.86,0.2121,0.4650105671461984
0.86,0.2121,0.4650105671461984
0.8,0.2273,0.46778527556651783
0.8,0.2424,0.46778527556651783
0.75,0.2727,0.4700975325834507
0.52,0.3182,0.48073391486134204
0.61,0.2879,0.47657185223086285
0.61,0.303,0.47657185223086285
0.56,0.3333,0.47888410924779573
0.56,0.3333,0.47888410924779573
0.56,0.2879,0.47888410924779573
0.65,0.2576,0.47472204661731654
0.65,0.2576,0.47472204661731654
0.65,0.2727,0.47472204661731654
0.7,0.2424,0.47240978960038366
0.7,0.2273,0.47240978960038366
0.65,0.2121,0.47472204661731654
0.65,0.2273,0.47472204661731654
0.64,0.2121,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.64,0.2273,0.4751844980207031
0.59,0.197,0.477496755037636
0.64,0.1667,0.4751844980207031
0.69,0.1364,0.47287224100377023
0.64,0.1364,0.4751844980207031
0.59,0.1364,0.477496755037636
0.59,0.1364,0.477496755037636
0.59,0.1515,0.477496755037636
0.59,0.1515,0.477496755037636
0.55,0.2121,0.4793465606511823
0.59,0.2273,0.477496755037636
0.55,0.197,0.4793465606511823
0.59,0.1818,0.477496755037636
0.56,0.1818,0.47888410924779573
0.59,0.1515,0.477496755037636
0.55,0.1515,0.4793465606511823
0.61,0.3182,0.47657185223086285
0.59,0.1667,0.477496755037636
0.59,0.197,0.477496755037636
0.59,0.1818,0.477496755037636
0.64,0.197,0.4751844980207031
0.64,0.1818,0.4751844980207031
0.69,0.1818,0.47287224100377023
0.69,0.2273,0.47287224100377023
0.69,0.2273,0.47287224100377023
0.93,0.2121,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.86,0.2424,0.4650105671461984
0.86,0.2576,0.4650105671461984
0.86,0.2576,0.4650105671461984
0.8,0.2576,0.46778527556651783
0.75,0.2879,0.4700975325834507
0.75,0.2424,0.4700975325834507
0.75,0.2879,0.4700975325834507
0.81,0.2576,0.46732282416313126
0.81,0.2424,0.46732282416313126
0.87,0.2273,0.4645481157428118
0.87,0.2273,0.4645481157428118
0.87,0.2576,0.4645481157428118
0.93,0.197,0.4617734073224923
0.93,0.2424,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.93,0.2424,0.4617734073224923
0.93,0.2424,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.93,0.2121,0.4617734073224923
0.93,0.2576,0.4617734073224923
1.0,0.2727,0.45853624749878624
0.93,0.2273,0.4617734073224923
0.93,0.2273,0.4617734073224923
0.93,0.3333,0.4617734073224923
0.82,0.3939,0.4668603727597447
0.76,0.3939,0.46963508118006414
0.71,0.3333,0.4719473381969971
0.53,0.3182,0.48027146345795546
0.42,0.2879,0.48535842889520786
0.45,0.2424,0.48397107468504813
0.48,0.197,0.4825837204748884
0.47,0.197,0.483046171878275
0.44,0.2121,0.4844335260884347
0.44,0.1667,0.4844335260884347
0.4,0.1667,0.486283331701981
0.44,0.1515,0.4844335260884347
0.43,0.1667,0.4848959774918213
0.43,0.1667,0.4848959774918213
0.5,0.1364,0.48165881766811525
0.43,0.1364,0.4848959774918213
0.5,0.1212,0.48165881766811525
0.5,0.1212,0.48165881766811525
0.47,0.1364,0.483046171878275
0.43,0.1515,0.4848959774918213
0.43,0.1364,0.4848959774918213
0.4,0.1818,0.486283331701981
0.4,0.1667,0.486283331701981
0.37,0.197,0.48767068591214074
0.37,0.197,0.48767068591214074
0.37,0.2121,0.48767068591214074
0.4,0.197,0.486283331701981
0.4,0.2121,0.486283331701981
0.4,0.2576,0.486283331701981
0.47,0.2273,0.483046171878275
0.55,0.2121,0.4793465606511823
0.51,0.2121,0.4811963662647286
0.47,0.2273,0.483046171878275
0.44,0.2576,0.4844335260884347
0.59,0.2273,0.477496755037636
0.63,0.1667,0.4756469494240897
0.63,0.1667,0.4756469494240897
0.63,0.1515,0.4756469494240897
0.55,0.2273,0.4793465606511823
0.59,0.2121,0.477496755037636
0.74,0.1515,0.4705599839868373
0.8,0.1818,0.46778527556651783
0.51,0.2121,0.4811963662647286
0.51,0.2273,0.4811963662647286
0.48,0.2424,0.4825837204748884
0.5,0.2576,0.48165881766811525
0.45,0.2727,0.48397107468504813
0.48,0.2727,0.4825837204748884
0.42,0.2879,0.48535842889520786
0.56,0.2727,0.47888410924779573
0.6,0.2576,0.4770343036342494
0.65,0.2424,0.47472204661731654
0.65,0.2424,0.47472204661731654
0.7,0.2424,0.47240978960038366
0.65,0.2424,0.47472204661731654
0.7,0.2424,0.47240978960038366
0.7,0.2424,0.47240978960038366
0.65,0.2424,0.47472204661731654
0.75,0.2424,0.4700975325834507
0.75,0.2424,0.4700975325834507
0.93,0.2273,0.4617734073224923
1.0,0.2273,0.45853624749878624
1.0,0.2576,0.45853624749878624
