casual,weathersit,Predicted Y
15,1,1.466205412133872
10,1,1.4761013281318147
3,1,1.4899556105289347
2,1,1.4919347937285232
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
3,1,1.4899556105289347
6,1,1.484018060930169
4,1,1.487976427329346
12,1,1.4721429617326376
5,1,1.4859972441297575
6,1,1.484018060930169
10,1,1.4761013281318147
7,1,1.4820388777305804
4,1,1.487976427329346
4,1,1.487976427329346
3,1,1.4899556105289347
5,1,1.4859972441297575
7,1,1.4820388777305804
3,1,1.4899556105289347
1,1,1.4939139769281118
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
3,1,1.4899556105289347
6,2,1.484018060930169
3,1,1.4899556105289347
2,1,1.4919347937285232
6,1,1.484018060930169
12,1,1.4721429617326376
11,1,1.4741221449322262
8,1,1.4800596945309918
12,1,1.4721429617326376
9,1,1.4780805113314033
5,1,1.4859972441297575
3,1,1.4899556105289347
3,1,1.4899556105289347
0,2,1.4958931601277003
1,2,1.4939139769281118
4,2,1.487976427329346
4,2,1.487976427329346
2,2,1.4919347937285232
0,2,1.4958931601277003
0,2,1.4958931601277003
0,3,1.4958931601277003
8,2,1.4800596945309918
8,1,1.4800596945309918
20,1,1.456309496135929
9,1,1.4780805113314033
16,1,1.4642262289342833
19,2,1.4582886793355176
9,2,1.4780805113314033
9,2,1.4780805113314033
7,2,1.4820388777305804
9,2,1.4780805113314033
5,2,1.4859972441297575
9,2,1.4780805113314033
7,1,1.4820388777305804
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
2,2,1.4919347937285232
1,2,1.4939139769281118
1,2,1.4939139769281118
1,2,1.4939139769281118
3,2,1.4899556105289347
0,3,1.4958931601277003
0,3,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
1,2,1.4939139769281118
0,3,1.4958931601277003
0,3,1.4958931601277003
5,2,1.4859972441297575
2,2,1.4919347937285232
8,2,1.4800596945309918
7,1,1.4820388777305804
12,1,1.4721429617326376
5,1,1.4859972441297575
8,1,1.4800596945309918
5,1,1.4859972441297575
3,1,1.4899556105289347
4,1,1.487976427329346
0,1,1.4958931601277003
2,1,1.4919347937285232
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
2,1,1.4919347937285232
4,1,1.487976427329346
6,1,1.484018060930169
8,1,1.4800596945309918
5,1,1.4859972441297575
13,1,1.470163778533049
3,1,1.4899556105289347
4,1,1.487976427329346
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
5,1,1.4859972441297575
0,1,1.4958931601277003
2,1,1.4919347937285232
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
2,1,1.4919347937285232
4,2,1.487976427329346
2,2,1.4919347937285232
0,2,1.4958931601277003
2,2,1.4919347937285232
5,2,1.4859972441297575
4,2,1.487976427329346
0,2,1.4958931601277003
2,2,1.4919347937285232
4,1,1.487976427329346
4,1,1.487976427329346
1,1,1.4939139769281118
3,1,1.4899556105289347
1,1,1.4939139769281118
1,1,1.4939139769281118
2,1,1.4919347937285232
0,1,1.4958931601277003
2,1,1.4919347937285232
0,1,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
2,2,1.4919347937285232
3,2,1.4899556105289347
3,2,1.4899556105289347
3,2,1.4899556105289347
4,2,1.487976427329346
2,2,1.4919347937285232
6,2,1.484018060930169
3,2,1.4899556105289347
2,2,1.4919347937285232
4,2,1.487976427329346
6,2,1.484018060930169
1,3,1.4939139769281118
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
1,3,1.4939139769281118
1,3,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
3,1,1.4899556105289347
3,1,1.4899556105289347
0,1,1.4958931601277003
3,1,1.4899556105289347
3,1,1.4899556105289347
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
5,1,1.4859972441297575
0,1,1.4958931601277003
2,1,1.4919347937285232
1,1,1.4939139769281118
2,1,1.4919347937285232
0,1,1.4958931601277003
1,1,1.4939139769281118
1,1,1.4939139769281118
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
5,1,1.4859972441297575
2,1,1.4919347937285232
2,2,1.4919347937285232
4,2,1.487976427329346
3,1,1.4899556105289347
2,1,1.4919347937285232
3,1,1.4899556105289347
5,1,1.4859972441297575
2,1,1.4919347937285232
4,1,1.487976427329346
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
2,1,1.4919347937285232
0,1,1.4958931601277003
4,1,1.487976427329346
6,1,1.484018060930169
2,1,1.4919347937285232
4,1,1.487976427329346
5,1,1.4859972441297575
9,1,1.4780805113314033
3,1,1.4899556105289347
4,1,1.487976427329346
5,1,1.4859972441297575
3,1,1.4899556105289347
0,1,1.4958931601277003
4,1,1.487976427329346
2,2,1.4919347937285232
1,2,1.4939139769281118
3,1,1.4899556105289347
2,2,1.4919347937285232
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
1,1,1.4939139769281118
1,1,1.4939139769281118
2,1,1.4919347937285232
2,1,1.4919347937285232
18,1,1.4602678625351062
15,1,1.466205412133872
21,1,1.4543303129363405
26,1,1.4444343969383977
21,2,1.4543303129363405
33,2,1.4305801145412775
29,2,1.438496847339632
15,2,1.466205412133872
14,2,1.4681845953334605
6,2,1.484018060930169
6,2,1.484018060930169
0,2,1.4958931601277003
5,1,1.4859972441297575
6,1,1.484018060930169
4,1,1.487976427329346
3,1,1.4899556105289347
9,1,1.4780805113314033
0,1,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
3,1,1.4899556105289347
8,1,1.4800596945309918
23,1,1.4503719465371634
29,1,1.438496847339632
23,1,1.4503719465371634
22,1,1.452351129736752
35,1,1.4266217481421004
22,1,1.452351129736752
23,1,1.4503719465371634
11,1,1.4741221449322262
14,1,1.4681845953334605
7,1,1.4820388777305804
6,1,1.484018060930169
2,2,1.4919347937285232
0,2,1.4958931601277003
1,2,1.4939139769281118
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
4,2,1.487976427329346
3,2,1.4899556105289347
8,2,1.4800596945309918
7,2,1.4820388777305804
9,2,1.4780805113314033
10,2,1.4761013281318147
13,2,1.470163778533049
12,2,1.4721429617326376
21,2,1.4543303129363405
6,2,1.484018060930169
4,1,1.487976427329346
7,2,1.4820388777305804
2,3,1.4919347937285232
4,3,1.487976427329346
3,3,1.4899556105289347
0,3,1.4958931601277003
1,3,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
2,2,1.4919347937285232
3,2,1.4899556105289347
0,2,1.4958931601277003
1,2,1.4939139769281118
1,2,1.4939139769281118
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
1,3,1.4939139769281118
0,3,1.4958931601277003
1,3,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
1,2,1.4939139769281118
1,2,1.4939139769281118
2,2,1.4919347937285232
1,2,1.4939139769281118
5,2,1.4859972441297575
5,2,1.4859972441297575
11,1,1.4741221449322262
7,1,1.4820388777305804
4,1,1.487976427329346
10,1,1.4761013281318147
7,1,1.4820388777305804
5,1,1.4859972441297575
4,1,1.487976427329346
2,1,1.4919347937285232
4,1,1.487976427329346
6,1,1.484018060930169
1,1,1.4939139769281118
5,1,1.4859972441297575
2,1,1.4919347937285232
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
3,2,1.4899556105289347
1,1,1.4939139769281118
5,2,1.4859972441297575
7,2,1.4820388777305804
12,2,1.4721429617326376
6,2,1.484018060930169
8,2,1.4800596945309918
8,2,1.4800596945309918
8,2,1.4800596945309918
1,2,1.4939139769281118
6,1,1.484018060930169
2,2,1.4919347937285232
3,2,1.4899556105289347
0,2,1.4958931601277003
3,2,1.4899556105289347
1,2,1.4939139769281118
0,2,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,2,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
2,1,1.4919347937285232
7,1,1.4820388777305804
7,1,1.4820388777305804
6,1,1.484018060930169
6,1,1.484018060930169
11,1,1.4741221449322262
8,1,1.4800596945309918
6,1,1.484018060930169
4,1,1.487976427329346
0,1,1.4958931601277003
10,1,1.4761013281318147
1,1,1.4939139769281118
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
3,2,1.4899556105289347
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
3,1,1.4899556105289347
3,2,1.4899556105289347
4,2,1.487976427329346
10,2,1.4761013281318147
12,1,1.4721429617326376
11,1,1.4741221449322262
10,1,1.4761013281318147
11,1,1.4741221449322262
8,1,1.4800596945309918
0,1,1.4958931601277003
6,1,1.484018060930169
1,1,1.4939139769281118
0,1,1.4958931601277003
7,1,1.4820388777305804
2,1,1.4919347937285232
2,1,1.4919347937285232
1,1,1.4939139769281118
3,1,1.4899556105289347
1,1,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
3,1,1.4899556105289347
7,1,1.4820388777305804
22,1,1.452351129736752
24,1,1.4483927633375748
12,1,1.4721429617326376
17,1,1.4622470457346948
13,1,1.470163778533049
9,1,1.4780805113314033
5,1,1.4859972441297575
5,1,1.4859972441297575
5,1,1.4859972441297575
4,1,1.487976427329346
5,1,1.4859972441297575
5,1,1.4859972441297575
4,1,1.487976427329346
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
5,1,1.4859972441297575
6,1,1.484018060930169
4,1,1.487976427329346
6,1,1.484018060930169
3,1,1.4899556105289347
11,2,1.4741221449322262
6,2,1.484018060930169
2,2,1.4919347937285232
7,1,1.4820388777305804
4,1,1.487976427329346
6,1,1.484018060930169
8,1,1.4800596945309918
5,1,1.4859972441297575
1,1,1.4939139769281118
6,1,1.484018060930169
3,2,1.4899556105289347
3,2,1.4899556105289347
3,2,1.4899556105289347
0,2,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
5,1,1.4859972441297575
5,2,1.4859972441297575
10,2,1.4761013281318147
6,2,1.484018060930169
6,2,1.484018060930169
21,2,1.4543303129363405
21,2,1.4543303129363405
11,2,1.4741221449322262
21,2,1.4543303129363405
14,2,1.4681845953334605
14,1,1.4681845953334605
7,2,1.4820388777305804
13,2,1.470163778533049
16,1,1.4642262289342833
5,1,1.4859972441297575
4,1,1.487976427329346
3,2,1.4899556105289347
3,2,1.4899556105289347
0,2,1.4958931601277003
3,3,1.4899556105289347
0,3,1.4958931601277003
0,3,1.4958931601277003
1,3,1.4939139769281118
3,3,1.4899556105289347
3,3,1.4899556105289347
2,3,1.4919347937285232
6,3,1.484018060930169
7,3,1.4820388777305804
4,3,1.487976427329346
0,3,1.4958931601277003
1,3,1.4939139769281118
1,4,1.4939139769281118
0,3,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
3,1,1.4899556105289347
3,1,1.4899556105289347
4,1,1.487976427329346
2,1,1.4919347937285232
0,1,1.4958931601277003
0,1,1.4958931601277003
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
1,2,1.4939139769281118
0,2,1.4958931601277003
0,2,1.4958931601277003
2,2,1.4919347937285232
2,2,1.4919347937285232
6,3,1.484018060930169
0,3,1.4958931601277003
0,3,1.4958931601277003
1,3,1.4939139769281118
0,3,1.4958931601277003
2,3,1.4919347937285232
1,2,1.4939139769281118
10,1,1.4761013281318147
2,1,1.4919347937285232
2,1,1.4919347937285232
5,2,1.4859972441297575
1,2,1.4939139769281118
1,2,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
0,1,1.4958931601277003
0,1,1.4958931601277003
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
3,1,1.4899556105289347
0,1,1.4958931601277003
4,2,1.487976427329346
4,2,1.487976427329346
12,2,1.4721429617326376
9,2,1.4780805113314033
10,2,1.4761013281318147
22,1,1.452351129736752
19,1,1.4582886793355176
9,1,1.4780805113314033
9,1,1.4780805113314033
6,2,1.484018060930169
1,1,1.4939139769281118
1,1,1.4939139769281118
4,1,1.487976427329346
3,1,1.4899556105289347
0,1,1.4958931601277003
7,1,1.4820388777305804
1,1,1.4939139769281118
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,2,1.4939139769281118
4,2,1.487976427329346
7,2,1.4820388777305804
9,1,1.4780805113314033
10,1,1.4761013281318147
13,1,1.470163778533049
18,1,1.4602678625351062
14,1,1.4681845953334605
19,1,1.4582886793355176
6,1,1.484018060930169
8,1,1.4800596945309918
9,1,1.4780805113314033
3,2,1.4899556105289347
3,2,1.4899556105289347
2,2,1.4919347937285232
5,2,1.4859972441297575
1,2,1.4939139769281118
2,1,1.4919347937285232
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,2,1.4939139769281118
3,2,1.4899556105289347
0,2,1.4958931601277003
1,2,1.4939139769281118
2,2,1.4919347937285232
6,2,1.484018060930169
2,2,1.4919347937285232
1,2,1.4939139769281118
3,2,1.4899556105289347
3,2,1.4899556105289347
6,2,1.484018060930169
3,2,1.4899556105289347
3,1,1.4899556105289347
0,3,1.4958931601277003
3,3,1.4899556105289347
0,2,1.4958931601277003
2,2,1.4919347937285232
2,2,1.4919347937285232
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
3,3,1.4899556105289347
2,2,1.4919347937285232
0,2,1.4958931601277003
2,2,1.4919347937285232
2,2,1.4919347937285232
3,2,1.4899556105289347
5,2,1.4859972441297575
7,2,1.4820388777305804
3,2,1.4899556105289347
4,2,1.487976427329346
3,2,1.4899556105289347
3,2,1.4899556105289347
5,2,1.4859972441297575
0,2,1.4958931601277003
2,2,1.4919347937285232
1,3,1.4939139769281118
0,3,1.4958931601277003
0,3,1.4958931601277003
4,3,1.487976427329346
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
1,3,1.4939139769281118
1,3,1.4939139769281118
1,3,1.4939139769281118
4,2,1.487976427329346
2,2,1.4919347937285232
5,2,1.4859972441297575
3,2,1.4899556105289347
1,1,1.4939139769281118
2,1,1.4919347937285232
10,1,1.4761013281318147
8,1,1.4800596945309918
7,1,1.4820388777305804
7,1,1.4820388777305804
3,1,1.4899556105289347
4,1,1.487976427329346
1,1,1.4939139769281118
5,1,1.4859972441297575
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
4,1,1.487976427329346
6,1,1.484018060930169
2,1,1.4919347937285232
9,1,1.4780805113314033
2,1,1.4919347937285232
4,1,1.487976427329346
4,1,1.487976427329346
4,1,1.487976427329346
5,1,1.4859972441297575
5,1,1.4859972441297575
2,1,1.4919347937285232
4,1,1.487976427329346
1,1,1.4939139769281118
1,1,1.4939139769281118
2,1,1.4919347937285232
4,1,1.487976427329346
3,2,1.4899556105289347
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
2,2,1.4919347937285232
0,1,1.4958931601277003
3,1,1.4899556105289347
3,2,1.4899556105289347
5,2,1.4859972441297575
3,1,1.4899556105289347
8,2,1.4800596945309918
9,2,1.4780805113314033
15,2,1.466205412133872
9,2,1.4780805113314033
8,2,1.4800596945309918
10,2,1.4761013281318147
3,2,1.4899556105289347
1,2,1.4939139769281118
2,2,1.4919347937285232
2,2,1.4919347937285232
1,2,1.4939139769281118
1,2,1.4939139769281118
3,2,1.4899556105289347
1,2,1.4939139769281118
5,2,1.4859972441297575
1,2,1.4939139769281118
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
3,3,1.4899556105289347
3,3,1.4899556105289347
1,3,1.4939139769281118
10,3,1.4761013281318147
10,3,1.4761013281318147
5,3,1.4859972441297575
11,3,1.4741221449322262
8,3,1.4800596945309918
14,2,1.4681845953334605
2,2,1.4919347937285232
6,2,1.484018060930169
5,1,1.4859972441297575
3,1,1.4899556105289347
2,1,1.4919347937285232
7,1,1.4820388777305804
2,1,1.4919347937285232
4,1,1.487976427329346
0,1,1.4958931601277003
3,1,1.4899556105289347
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
2,1,1.4919347937285232
7,1,1.4820388777305804
15,1,1.466205412133872
28,1,1.4404760305392204
48,1,1.400892366547449
47,1,1.4028715497470376
47,1,1.4028715497470376
52,1,1.3929756337490948
42,1,1.4127674657449805
24,1,1.4483927633375748
13,1,1.470163778533049
1,1,1.4939139769281118
5,1,1.4859972441297575
5,1,1.4859972441297575
5,1,1.4859972441297575
4,1,1.487976427329346
1,1,1.4939139769281118
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
1,1,1.4939139769281118
1,1,1.4939139769281118
6,1,1.484018060930169
7,2,1.4820388777305804
3,1,1.4899556105289347
6,1,1.484018060930169
11,1,1.4741221449322262
7,2,1.4820388777305804
10,2,1.4761013281318147
8,2,1.4800596945309918
4,2,1.487976427329346
16,2,1.4642262289342833
9,2,1.4780805113314033
5,2,1.4859972441297575
5,2,1.4859972441297575
6,2,1.484018060930169
3,1,1.4899556105289347
3,1,1.4899556105289347
6,2,1.484018060930169
4,2,1.487976427329346
0,2,1.4958931601277003
1,2,1.4939139769281118
0,3,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
3,1,1.4899556105289347
7,1,1.4820388777305804
7,1,1.4820388777305804
4,1,1.487976427329346
1,1,1.4939139769281118
2,1,1.4919347937285232
2,2,1.4919347937285232
3,1,1.4899556105289347
6,1,1.484018060930169
4,1,1.487976427329346
4,1,1.487976427329346
1,1,1.4939139769281118
1,1,1.4939139769281118
3,1,1.4899556105289347
8,1,1.4800596945309918
0,1,1.4958931601277003
3,1,1.4899556105289347
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
4,1,1.487976427329346
1,1,1.4939139769281118
4,1,1.487976427329346
8,1,1.4800596945309918
1,2,1.4939139769281118
4,2,1.487976427329346
2,1,1.4919347937285232
2,1,1.4919347937285232
3,2,1.4899556105289347
7,2,1.4820388777305804
9,2,1.4780805113314033
2,2,1.4919347937285232
1,3,1.4939139769281118
0,3,1.4958931601277003
0,2,1.4958931601277003
4,3,1.487976427329346
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,3,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
5,1,1.4859972441297575
1,1,1.4939139769281118
1,1,1.4939139769281118
1,1,1.4939139769281118
4,1,1.487976427329346
3,1,1.4899556105289347
6,1,1.484018060930169
0,1,1.4958931601277003
4,1,1.487976427329346
6,1,1.484018060930169
3,1,1.4899556105289347
2,1,1.4919347937285232
4,1,1.487976427329346
2,1,1.4919347937285232
4,1,1.487976427329346
1,1,1.4939139769281118
2,1,1.4919347937285232
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
1,1,1.4939139769281118
4,1,1.487976427329346
8,1,1.4800596945309918
5,1,1.4859972441297575
12,1,1.4721429617326376
7,1,1.4820388777305804
21,1,1.4543303129363405
17,1,1.4622470457346948
12,1,1.4721429617326376
14,1,1.4681845953334605
18,1,1.4602678625351062
9,1,1.4780805113314033
7,1,1.4820388777305804
2,1,1.4919347937285232
1,1,1.4939139769281118
2,1,1.4919347937285232
5,1,1.4859972441297575
3,1,1.4899556105289347
2,1,1.4919347937285232
2,1,1.4919347937285232
3,1,1.4899556105289347
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
2,1,1.4919347937285232
5,1,1.4859972441297575
13,1,1.470163778533049
30,1,1.4365176641400432
27,1,1.4424552137388091
32,1,1.432559297740866
30,1,1.4365176641400432
47,1,1.4028715497470376
42,1,1.4127674657449805
24,1,1.4483927633375748
4,1,1.487976427329346
2,1,1.4919347937285232
1,1,1.4939139769281118
9,1,1.4780805113314033
6,1,1.484018060930169
1,1,1.4939139769281118
5,1,1.4859972441297575
1,1,1.4939139769281118
1,2,1.4939139769281118
4,2,1.487976427329346
0,2,1.4958931601277003
2,2,1.4919347937285232
0,2,1.4958931601277003
1,2,1.4939139769281118
12,2,1.4721429617326376
19,1,1.4582886793355176
26,1,1.4444343969383977
58,1,1.3811005345515635
62,1,1.3731838017532092
51,2,1.3949548169486834
40,2,1.4167258321441576
28,2,1.4404760305392204
30,1,1.4365176641400432
17,1,1.4622470457346948
11,1,1.4741221449322262
15,1,1.466205412133872
6,1,1.484018060930169
5,1,1.4859972441297575
3,1,1.4899556105289347
3,1,1.4899556105289347
1,1,1.4939139769281118
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
2,1,1.4919347937285232
7,1,1.4820388777305804
8,1,1.4800596945309918
9,1,1.4780805113314033
10,1,1.4761013281318147
27,1,1.4424552137388091
27,1,1.4424552137388091
14,1,1.4681845953334605
19,1,1.4582886793355176
16,1,1.4642262289342833
25,1,1.4464135801379863
11,1,1.4741221449322262
12,1,1.4721429617326376
5,1,1.4859972441297575
8,1,1.4800596945309918
1,1,1.4939139769281118
1,1,1.4939139769281118
7,1,1.4820388777305804
0,1,1.4958931601277003
1,1,1.4939139769281118
0,1,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
2,1,1.4919347937285232
10,1,1.4761013281318147
2,1,1.4919347937285232
5,1,1.4859972441297575
11,1,1.4741221449322262
6,1,1.484018060930169
14,1,1.4681845953334605
10,1,1.4761013281318147
11,1,1.4741221449322262
21,1,1.4543303129363405
15,1,1.466205412133872
14,1,1.4681845953334605
3,1,1.4899556105289347
3,1,1.4899556105289347
5,1,1.4859972441297575
0,1,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
0,2,1.4958931601277003
0,1,1.4958931601277003
0,1,1.4958931601277003
1,1,1.4939139769281118
5,2,1.4859972441297575
6,2,1.484018060930169
2,1,1.4919347937285232
14,1,1.4681845953334605
7,1,1.4820388777305804
14,1,1.4681845953334605
13,1,1.470163778533049
17,1,1.4622470457346948
35,1,1.4266217481421004
26,1,1.4444343969383977
11,1,1.4741221449322262
20,1,1.456309496135929
18,1,1.4602678625351062
10,1,1.4761013281318147
5,1,1.4859972441297575
12,1,1.4721429617326376
2,1,1.4919347937285232
1,1,1.4939139769281118
0,1,1.4958931601277003
2,2,1.4919347937285232
3,1,1.4899556105289347
3,1,1.4899556105289347
1,1,1.4939139769281118
3,1,1.4899556105289347
7,1,1.4820388777305804
18,1,1.4602678625351062
16,1,1.4642262289342833
18,1,1.4602678625351062
19,2,1.4582886793355176
15,1,1.466205412133872
15,1,1.466205412133872
26,1,1.4444343969383977
15,1,1.466205412133872
29,2,1.438496847339632
18,2,1.4602678625351062
11,2,1.4741221449322262
14,1,1.4681845953334605
8,1,1.4800596945309918
5,1,1.4859972441297575
8,1,1.4800596945309918
4,1,1.487976427329346
