hr,hum,Predicted Y
12,0.44,0.6237320268153609
13,0.37,0.6160170203438728
14,0.41,0.6083020138723849
15,0.38,0.6005870074008969
16,0.41,0.5928720009294088
17,0.41,0.5851569944579209
18,0.47,0.5774419879864329
19,0.59,0.5697269815149448
20,0.59,0.5620119750434569
21,0.69,0.5542969685719689
22,0.69,0.5465819621004808
23,0.55,0.5388669556289929
0,0.55,0.7163121044732169
1,0.59,0.7085970980017289
2,0.59,0.700882091530241
3,0.59,0.6931670850587529
4,0.59,0.6854520785872649
5,0.59,0.6777370721157769
6,0.63,0.6700220656442889
7,0.63,0.6623070591728009
8,0.63,0.6545920527013129
9,0.64,0.6468770462298249
10,0.59,0.6391620397583369
11,0.55,0.6314470332868489
12,0.48,0.6237320268153609
13,0.38,0.6160170203438728
14,0.39,0.6083020138723849
15,0.36,0.6005870074008969
16,0.34,0.5928720009294088
17,0.36,0.5851569944579209
18,0.45,0.5774419879864329
19,0.39,0.5697269815149448
20,0.39,0.5620119750434569
21,0.39,0.5542969685719689
22,0.42,0.5465819621004808
23,0.45,0.5388669556289929
0,0.56,0.7163121044732169
1,0.56,0.7085970980017289
2,0.56,0.700882091530241
3,0.69,0.6931670850587529
4,0.56,0.6854520785872649
5,0.56,0.6777370721157769
6,0.56,0.6700220656442889
7,0.56,0.6623070591728009
8,0.55,0.6545920527013129
9,0.51,0.6468770462298249
10,0.51,0.6391620397583369
11,0.44,0.6314470332868489
12,0.41,0.6237320268153609
13,0.35,0.6160170203438728
14,0.36,0.6083020138723849
15,0.38,0.6005870074008969
16,0.38,0.5928720009294088
17,0.37,0.5851569944579209
18,0.4,0.5774419879864329
19,0.47,0.5697269815149448
20,0.47,0.5620119750434569
21,0.51,0.5542969685719689
22,0.49,0.5465819621004808
23,0.4,0.5388669556289929
0,0.47,0.7163121044732169
1,0.44,0.7085970980017289
2,0.43,0.700882091530241
3,0.43,0.6931670850587529
4,0.43,0.6854520785872649
5,0.43,0.6777370721157769
6,0.43,0.6700220656442889
7,0.5,0.6623070591728009
8,0.47,0.6545920527013129
9,0.47,0.6468770462298249
10,0.5,0.6391620397583369
11,0.55,0.6314470332868489
12,0.47,0.6237320268153609
13,0.47,0.6160170203438728
14,0.43,0.6083020138723849
15,0.47,0.6005870074008969
16,0.47,0.5928720009294088
17,0.51,0.5851569944579209
18,0.55,0.5774419879864329
19,0.59,0.5697269815149448
20,0.8,0.5620119750434569
21,0.8,0.5542969685719689
22,0.93,0.5465819621004808
23,0.86,0.5388669556289929
12,0.86,0.6237320268153609
13,0.86,0.6160170203438728
14,0.8,0.6083020138723849
15,0.87,0.6005870074008969
16,0.87,0.5928720009294088
17,0.82,0.5851569944579209
18,0.8,0.5774419879864329
19,0.8,0.5697269815149448
20,0.87,0.5620119750434569
21,0.93,0.5542969685719689
22,0.93,0.5465819621004808
23,0.93,0.5388669556289929
0,0.93,0.7163121044732169
1,0.93,0.7085970980017289
2,0.93,0.700882091530241
4,0.93,0.6854520785872649
5,0.93,0.6777370721157769
6,0.93,0.6700220656442889
7,0.92,0.6623070591728009
8,0.93,0.6545920527013129
9,0.93,0.6468770462298249
10,0.93,0.6391620397583369
11,0.87,0.6314470332868489
12,0.81,0.6237320268153609
13,0.62,0.6160170203438728
14,0.58,0.6083020138723849
15,0.54,0.6005870074008969
16,0.58,0.5928720009294088
17,0.57,0.5851569944579209
18,0.61,0.5774419879864329
19,0.57,0.5697269815149448
20,0.49,0.5620119750434569
21,0.49,0.5542969685719689
22,0.52,0.5465819621004808
23,0.52,0.5388669556289929
0,0.56,0.7163121044732169
1,0.56,0.7085970980017289
2,0.56,0.700882091530241
3,0.56,0.6931670850587529
4,0.56,0.6854520785872649
5,0.6,0.6777370721157769
6,0.6,0.6700220656442889
7,0.55,0.6623070591728009
8,0.55,0.6545920527013129
9,0.52,0.6468770462298249
10,0.48,0.6391620397583369
11,0.45,0.6314470332868489
12,0.42,0.6237320268153609
13,0.45,0.6160170203438728
14,0.45,0.6083020138723849
15,0.45,0.6005870074008969
16,0.49,0.5928720009294088
17,0.49,0.5851569944579209
18,0.56,0.5774419879864329
19,0.56,0.5697269815149448
20,0.6,0.5620119750434569
21,0.6,0.5542969685719689
22,0.65,0.5465819621004808
23,0.65,0.5388669556289929
0,0.7,0.7163121044732169
1,0.7,0.7085970980017289
2,0.75,0.700882091530241
3,0.8,0.6931670850587529
4,0.87,0.6854520785872649
5,0.6,0.6777370721157769
6,0.55,0.6700220656442889
7,0.51,0.6623070591728009
8,0.47,0.6545920527013129
9,0.51,0.6468770462298249
10,0.47,0.6391620397583369
11,0.41,0.6314470332868489
12,0.27,0.6237320268153609
13,0.21,0.6160170203438728
14,0.25,0.6083020138723849
15,0.26,0.6005870074008969
16,0.26,0.5928720009294088
17,0.28,0.5851569944579209
18,0.3,0.5774419879864329
19,0.3,0.5697269815149448
20,0.33,0.5620119750434569
21,0.38,0.5542969685719689
22,0.41,0.5465819621004808
23,0.38,0.5388669556289929
0,0.45,0.7163121044732169
1,0.41,0.7085970980017289
2,0.41,0.700882091530241
3,0.41,0.6931670850587529
4,0.48,0.6854520785872649
6,0.44,0.6700220656442889
7,0.44,0.6623070591728009
8,0.44,0.6545920527013129
9,0.41,0.6468770462298249
10,0.41,0.6391620397583369
11,0.38,0.6314470332868489
12,0.38,0.6237320268153609
13,0.35,0.6160170203438728
14,0.33,0.6083020138723849
15,0.28,0.6005870074008969
16,0.28,0.5928720009294088
17,0.28,0.5851569944579209
18,0.35,0.5774419879864329
19,0.35,0.5697269815149448
20,0.45,0.5620119750434569
21,0.41,0.5542969685719689
22,0.49,0.5465819621004808
23,0.57,0.5388669556289929
0,0.57,0.7163121044732169
1,0.57,0.7085970980017289
2,0.62,0.700882091530241
3,0.62,0.6931670850587529
5,0.57,0.6777370721157769
6,0.57,0.6700220656442889
7,0.58,0.6623070591728009
8,0.62,0.6545920527013129
9,0.54,0.6468770462298249
10,0.46,0.6391620397583369
11,0.43,0.6314470332868489
12,0.37,0.6237320268153609
13,0.33,0.6160170203438728
14,0.28,0.6083020138723849
15,0.28,0.6005870074008969
16,0.26,0.5928720009294088
17,0.26,0.5851569944579209
18,0.3,0.5774419879864329
19,0.3,0.5697269815149448
20,0.36,0.5620119750434569
21,0.36,0.5542969685719689
22,0.38,0.5465819621004808
23,0.41,0.5388669556289929
0,0.41,0.7163121044732169
1,0.45,0.7085970980017289
3,0.45,0.6931670850587529
4,0.48,0.6854520785872649
5,0.48,0.6777370721157769
6,0.48,0.6700220656442889
7,0.48,0.6623070591728009
8,0.49,0.6545920527013129
9,0.41,0.6468770462298249
10,0.42,0.6391620397583369
11,0.46,0.6314470332868489
12,0.42,0.6237320268153609
13,0.43,0.6160170203438728
14,0.46,0.6083020138723849
15,0.4,0.6005870074008969
16,0.47,0.5928720009294088
17,0.5,0.5851569944579209
18,0.59,0.5774419879864329
19,0.54,0.5697269815149448
20,0.59,0.5620119750434569
21,0.63,0.5542969685719689
22,0.63,0.5465819621004808
23,0.64,0.5388669556289929
0,0.69,0.7163121044732169
1,0.69,0.7085970980017289
2,0.69,0.700882091530241
4,0.74,0.6854520785872649
5,0.74,0.6777370721157769
6,0.74,0.6700220656442889
7,0.74,0.6623070591728009
8,0.74,0.6545920527013129
9,0.64,0.6468770462298249
10,0.6,0.6391620397583369
11,0.6,0.6314470332868489
12,0.56,0.6237320268153609
13,0.56,0.6160170203438728
14,0.45,0.6083020138723849
15,0.42,0.6005870074008969
16,0.42,0.5928720009294088
17,0.45,0.5851569944579209
18,0.49,0.5774419879864329
19,0.65,0.5697269815149448
20,0.65,0.5620119750434569
21,0.65,0.5542969685719689
22,0.64,0.5465819621004808
23,0.64,0.5388669556289929
0,0.69,0.7163121044732169
1,0.65,0.7085970980017289
2,0.69,0.700882091530241
5,0.86,0.6777370721157769
6,0.86,0.6700220656442889
7,0.87,0.6623070591728009
8,0.87,0.6545920527013129
9,0.87,0.6468770462298249
10,0.93,0.6391620397583369
11,0.93,0.6314470332868489
12,0.93,0.6237320268153609
13,0.93,0.6160170203438728
14,0.93,0.6083020138723849
15,0.93,0.6005870074008969
16,0.93,0.5928720009294088
17,0.93,0.5851569944579209
16,0.55,0.5928720009294088
17,0.55,0.5851569944579209
18,0.69,0.5774419879864329
19,0.69,0.5697269815149448
20,0.74,0.5620119750434569
21,0.74,0.5542969685719689
22,0.74,0.5465819621004808
23,0.8,0.5388669556289929
0,0.75,0.7163121044732169
1,0.75,0.7085970980017289
2,0.75,0.700882091530241
3,0.75,0.6931670850587529
5,0.8,0.6777370721157769
6,0.8,0.6700220656442889
7,0.86,0.6623070591728009
8,0.86,0.6545920527013129
9,0.86,0.6468770462298249
10,0.86,0.6391620397583369
11,0.93,0.6314470332868489
12,0.93,0.6237320268153609
13,0.93,0.6160170203438728
14,0.8,0.6083020138723849
15,0.86,0.6005870074008969
16,0.8,0.5928720009294088
17,0.75,0.5851569944579209
18,0.75,0.5774419879864329
19,0.75,0.5697269815149448
20,0.7,0.5620119750434569
21,0.75,0.5542969685719689
22,0.65,0.5465819621004808
23,0.6,0.5388669556289929
0,0.64,0.7163121044732169
1,0.64,0.7085970980017289
2,0.64,0.700882091530241
3,0.64,0.6931670850587529
4,0.69,0.6854520785872649
6,0.64,0.6700220656442889
7,0.59,0.6623070591728009
8,0.55,0.6545920527013129
9,0.59,0.6468770462298249
10,0.64,0.6391620397583369
11,0.64,0.6314470332868489
12,0.59,0.6237320268153609
13,0.55,0.6160170203438728
14,0.6,0.6083020138723849
15,0.69,0.6005870074008969
16,0.6,0.5928720009294088
17,0.6,0.5851569944579209
18,0.69,0.5774419879864329
19,0.69,0.5697269815149448
20,0.74,0.5620119750434569
21,0.74,0.5542969685719689
22,0.8,0.5465819621004808
23,0.8,0.5388669556289929
0,0.8,0.7163121044732169
1,0.8,0.7085970980017289
2,0.8,0.700882091530241
3,0.93,0.6931670850587529
4,0.93,0.6854520785872649
5,0.86,0.6777370721157769
7,0.86,0.6623070591728009
8,0.86,0.6545920527013129
9,0.8,0.6468770462298249
10,0.8,0.6391620397583369
11,0.75,0.6314470332868489
12,0.52,0.6237320268153609
13,0.61,0.6160170203438728
14,0.61,0.6083020138723849
15,0.56,0.6005870074008969
16,0.56,0.5928720009294088
17,0.56,0.5851569944579209
18,0.65,0.5774419879864329
19,0.65,0.5697269815149448
20,0.65,0.5620119750434569
21,0.7,0.5542969685719689
22,0.7,0.5465819621004808
23,0.65,0.5388669556289929
0,0.65,0.7163121044732169
1,0.64,0.7085970980017289
2,0.64,0.700882091530241
3,0.64,0.6931670850587529
4,0.59,0.6854520785872649
5,0.64,0.6777370721157769
6,0.69,0.6700220656442889
7,0.64,0.6623070591728009
8,0.59,0.6545920527013129
9,0.59,0.6468770462298249
10,0.59,0.6391620397583369
11,0.59,0.6314470332868489
12,0.55,0.6237320268153609
13,0.59,0.6160170203438728
14,0.55,0.6083020138723849
15,0.59,0.6005870074008969
16,0.56,0.5928720009294088
17,0.59,0.5851569944579209
18,0.55,0.5774419879864329
19,0.61,0.5697269815149448
20,0.59,0.5620119750434569
21,0.59,0.5542969685719689
22,0.59,0.5465819621004808
23,0.64,0.5388669556289929
0,0.64,0.7163121044732169
1,0.69,0.7085970980017289
2,0.69,0.700882091530241
3,0.69,0.6931670850587529
5,0.93,0.6777370721157769
6,0.93,0.6700220656442889
7,0.93,0.6623070591728009
8,0.93,0.6545920527013129
9,0.93,0.6468770462298249
10,0.93,0.6391620397583369
11,0.86,0.6314470332868489
12,0.86,0.6237320268153609
13,0.86,0.6160170203438728
14,0.8,0.6083020138723849
15,0.75,0.6005870074008969
16,0.75,0.5928720009294088
17,0.75,0.5851569944579209
18,0.81,0.5774419879864329
19,0.81,0.5697269815149448
20,0.87,0.5620119750434569
21,0.87,0.5542969685719689
22,0.87,0.5465819621004808
23,0.93,0.5388669556289929
0,0.93,0.7163121044732169
1,0.93,0.7085970980017289
2,0.93,0.700882091530241
3,0.93,0.6931670850587529
4,0.93,0.6854520785872649
5,0.93,0.6777370721157769
6,0.93,0.6700220656442889
7,0.93,0.6623070591728009
8,0.93,0.6545920527013129
9,0.93,0.6468770462298249
10,1.0,0.6391620397583369
11,0.93,0.6314470332868489
12,0.93,0.6237320268153609
13,0.93,0.6160170203438728
14,0.82,0.6083020138723849
15,0.76,0.6005870074008969
16,0.71,0.5928720009294088
17,0.53,0.5851569944579209
18,0.42,0.5774419879864329
19,0.45,0.5697269815149448
20,0.48,0.5620119750434569
21,0.47,0.5542969685719689
22,0.44,0.5465819621004808
23,0.44,0.5388669556289929
0,0.4,0.7163121044732169
1,0.44,0.7085970980017289
2,0.43,0.700882091530241
3,0.43,0.6931670850587529
5,0.5,0.6777370721157769
6,0.43,0.6700220656442889
7,0.5,0.6623070591728009
8,0.5,0.6545920527013129
9,0.47,0.6468770462298249
10,0.43,0.6391620397583369
11,0.43,0.6314470332868489
12,0.4,0.6237320268153609
13,0.4,0.6160170203438728
14,0.37,0.6083020138723849
15,0.37,0.6005870074008969
16,0.37,0.5928720009294088
17,0.4,0.5851569944579209
18,0.4,0.5774419879864329
19,0.4,0.5697269815149448
20,0.47,0.5620119750434569
21,0.55,0.5542969685719689
22,0.51,0.5465819621004808
23,0.47,0.5388669556289929
0,0.44,0.7163121044732169
1,0.59,0.7085970980017289
2,0.63,0.700882091530241
3,0.63,0.6931670850587529
5,0.63,0.6777370721157769
6,0.55,0.6700220656442889
7,0.59,0.6623070591728009
8,0.74,0.6545920527013129
9,0.8,0.6468770462298249
10,0.51,0.6391620397583369
11,0.51,0.6314470332868489
12,0.48,0.6237320268153609
13,0.5,0.6160170203438728
14,0.45,0.6083020138723849
15,0.48,0.6005870074008969
16,0.42,0.5928720009294088
17,0.56,0.5851569944579209
18,0.6,0.5774419879864329
19,0.65,0.5697269815149448
20,0.65,0.5620119750434569
21,0.7,0.5542969685719689
22,0.65,0.5465819621004808
23,0.7,0.5388669556289929
0,0.7,0.7163121044732169
1,0.65,0.7085970980017289
2,0.75,0.700882091530241
3,0.75,0.6931670850587529
4,0.93,0.6854520785872649
5,1.0,0.6777370721157769
6,1.0,0.6700220656442889
7,0.93,0.6623070591728009
8,1.0,0.6545920527013129
9,1.0,0.6468770462298249
10,1.0,0.6391620397583369
11,1.0,0.6314470332868489
12,1.0,0.6237320268153609
13,1.0,0.6160170203438728
14,1.0,0.6083020138723849
15,1.0,0.6005870074008969
16,1.0,0.5928720009294088
17,1.0,0.5851569944579209
18,0.93,0.5774419879864329
19,0.93,0.5697269815149448
20,0.87,0.5620119750434569
21,1.0,0.5542969685719689
22,0.93,0.5465819621004808
23,0.93,0.5388669556289929
0,0.7,0.7163121044732169
1,0.65,0.7085970980017289
2,0.6,0.700882091530241
3,0.6,0.6931670850587529
4,0.6,0.6854520785872649
5,0.6,0.6777370721157769
6,0.6,0.6700220656442889
7,0.65,0.6623070591728009
8,0.65,0.6545920527013129
9,0.56,0.6468770462298249
10,0.52,0.6391620397583369
11,0.49,0.6314470332868489
12,0.46,0.6237320268153609
13,0.46,0.6160170203438728
14,0.46,0.6083020138723849
15,0.46,0.6005870074008969
16,0.49,0.5928720009294088
17,0.46,0.5851569944579209
18,0.56,0.5774419879864329
19,0.61,0.5697269815149448
20,0.61,0.5620119750434569
21,0.6,0.5542969685719689
22,0.6,0.5465819621004808
23,0.65,0.5388669556289929
0,0.65,0.7163121044732169
1,0.75,0.7085970980017289
2,0.8,0.700882091530241
3,0.86,0.6931670850587529
4,0.86,0.6854520785872649
5,0.86,0.6777370721157769
6,0.93,0.6700220656442889
7,0.86,0.6623070591728009
8,1.0,0.6545920527013129
9,0.8,0.6468770462298249
10,0.75,0.6391620397583369
11,0.65,0.6314470332868489
12,0.62,0.6237320268153609
13,0.57,0.6160170203438728
14,0.57,0.6083020138723849
15,0.54,0.6005870074008969
16,0.57,0.5928720009294088
17,0.7,0.5851569944579209
18,0.66,0.5774419879864329
19,0.7,0.5697269815149448
20,0.7,0.5620119750434569
21,0.7,0.5542969685719689
22,0.81,0.5465819621004808
23,0.81,0.5388669556289929
0,0.87,0.7163121044732169
1,0.87,0.7085970980017289
2,0.93,0.700882091530241
3,0.93,0.6931670850587529
4,0.93,0.6854520785872649
5,0.81,0.6777370721157769
6,0.7,0.6700220656442889
7,0.65,0.6623070591728009
8,0.56,0.6545920527013129
9,0.52,0.6468770462298249
10,0.47,0.6391620397583369
11,0.47,0.6314470332868489
12,0.38,0.6237320268153609
13,0.32,0.6160170203438728
14,0.37,0.6083020138723849
15,0.35,0.6005870074008969
16,0.35,0.5928720009294088
17,0.32,0.5851569944579209
18,0.32,0.5774419879864329
19,0.4,0.5697269815149448
20,0.4,0.5620119750434569
21,0.33,0.5542969685719689
22,0.33,0.5465819621004808
23,0.33,0.5388669556289929
0,0.36,0.7163121044732169
1,0.36,0.7085970980017289
2,0.38,0.700882091530241
3,0.45,0.6931670850587529
5,0.45,0.6777370721157769
6,0.45,0.6700220656442889
7,0.49,0.6623070591728009
8,0.42,0.6545920527013129
9,0.39,0.6468770462298249
10,0.36,0.6391620397583369
11,0.43,0.6314470332868489
12,0.4,0.6237320268153609
13,0.4,0.6160170203438728
14,0.34,0.6083020138723849
15,0.34,0.6005870074008969
16,0.37,0.5928720009294088
17,0.34,0.5851569944579209
18,0.47,0.5774419879864329
19,0.86,0.5697269815149448
20,0.86,0.5620119750434569
21,0.86,0.5542969685719689
22,0.8,0.5465819621004808
23,0.8,0.5388669556289929
0,0.86,0.7163121044732169
1,0.8,0.7085970980017289
2,0.8,0.700882091530241
4,0.59,0.6854520785872649
5,0.5,0.6777370721157769
6,0.54,0.6700220656442889
7,0.5,0.6623070591728009
8,0.49,0.6545920527013129
9,0.42,0.6468770462298249
10,0.42,0.6391620397583369
11,0.39,0.6314470332868489
12,0.34,0.6237320268153609
13,0.29,0.6160170203438728
14,0.27,0.6083020138723849
15,0.25,0.6005870074008969
16,0.27,0.5928720009294088
17,0.26,0.5851569944579209
18,0.28,0.5774419879864329
19,0.28,0.5697269815149448
20,0.31,0.5620119750434569
21,0.39,0.5542969685719689
22,0.39,0.5465819621004808
23,0.42,0.5388669556289929
0,0.49,0.7163121044732169
1,0.54,0.7085970980017289
2,0.54,0.700882091530241
5,0.63,0.6777370721157769
6,0.68,0.6700220656442889
7,0.73,0.6623070591728009
8,0.74,0.6545920527013129
9,0.74,0.6468770462298249
10,0.69,0.6391620397583369
11,0.47,0.6314470332868489
12,0.47,0.6237320268153609
