casual,hum,Predicted Y
1,0.93,0.6743162190716432
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
0,0.93,0.6756741347212472
0,0.69,0.6756741347212472
3,0.59,0.6716003877724354
3,0.59,0.6716003877724354
0,0.55,0.6756741347212472
3,0.51,0.6716003877724354
3,0.47,0.6716003877724354
0,0.44,0.6756741347212472
0,0.47,0.6756741347212472
1,0.47,0.6743162190716432
5,0.44,0.6688845564732274
0,0.47,0.6756741347212472
2,0.47,0.6729583034220393
1,0.47,0.6743162190716432
2,0.5,0.6729583034220393
0,0.55,0.6756741347212472
1,0.55,0.6743162190716432
1,0.59,0.6743162190716432
1,0.59,0.6743162190716432
0,0.5,0.6756741347212472
0,0.5,0.6756741347212472
0,0.5,0.6756741347212472
0,0.5,0.6756741347212472
0,0.5,0.6756741347212472
0,0.54,0.6756741347212472
0,0.54,0.6756741347212472
5,0.5,0.6688845564732274
2,0.5,0.6729583034220393
2,0.5,0.6729583034220393
4,0.44,0.6702424721228314
3,0.44,0.6716003877724354
2,0.41,0.6729583034220393
3,0.41,0.6716003877724354
5,0.38,0.6688845564732274
2,0.38,0.6729583034220393
4,0.4,0.6702424721228314
3,0.4,0.6716003877724354
1,0.47,0.6743162190716432
0,0.47,0.6756741347212472
0,0.46,0.6756741347212472
0,0.46,0.6756741347212472
1,0.5,0.6743162190716432
0,0.5,0.6756741347212472
0,0.54,0.6756741347212472
0,0.54,0.6756741347212472
0,0.54,0.6756741347212472
0,0.54,0.6756741347212472
0,0.54,0.6756741347212472
0,0.74,0.6756741347212472
2,0.68,0.6729583034220393
0,0.69,0.6756741347212472
4,0.55,0.6702424721228314
6,0.51,0.6675266408236236
2,0.44,0.6729583034220393
4,0.37,0.6702424721228314
5,0.41,0.6688845564732274
9,0.38,0.6634528938748117
3,0.41,0.6716003877724354
4,0.41,0.6702424721228314
5,0.47,0.6688845564732274
3,0.59,0.6716003877724354
0,0.59,0.6756741347212472
4,0.69,0.6702424721228314
2,0.69,0.6729583034220393
1,0.55,0.6743162190716432
3,0.55,0.6716003877724354
2,0.59,0.6729583034220393
0,0.59,0.6756741347212472
1,0.59,0.6743162190716432
0,0.59,0.6756741347212472
0,0.59,0.6756741347212472
1,0.63,0.6743162190716432
1,0.63,0.6743162190716432
1,0.63,0.6743162190716432
2,0.64,0.6729583034220393
2,0.59,0.6729583034220393
18,0.55,0.6512316530283763
15,0.48,0.6553053999771881
21,0.38,0.6471579060795645
26,0.39,0.6403683278315447
21,0.36,0.6471579060795645
33,0.34,0.6308629182843172
29,0.36,0.6362945808827329
15,0.45,0.6553053999771881
14,0.39,0.656663315626792
6,0.39,0.6675266408236236
6,0.39,0.6675266408236236
0,0.42,0.6756741347212472
5,0.45,0.6688845564732274
6,0.56,0.6675266408236236
4,0.56,0.6702424721228314
3,0.56,0.6716003877724354
9,0.69,0.6634528938748117
0,0.56,0.6756741347212472
1,0.56,0.6743162190716432
0,0.56,0.6756741347212472
0,0.56,0.6756741347212472
0,0.55,0.6756741347212472
3,0.51,0.6716003877724354
8,0.51,0.6648108095244156
23,0.44,0.6444420747803565
29,0.41,0.6362945808827329
23,0.35,0.6444420747803565
22,0.36,0.6457999904299605
35,0.38,0.6281470869851093
22,0.38,0.6457999904299605
23,0.37,0.6444420747803565
11,0.4,0.6607370625756038
14,0.47,0.656663315626792
7,0.47,0.6661687251740196
6,0.51,0.6675266408236236
2,0.49,0.6729583034220393
0,0.4,0.6756741347212472
1,0.47,0.6743162190716432
1,0.44,0.6743162190716432
0,0.43,0.6756741347212472
0,0.43,0.6756741347212472
1,0.43,0.6743162190716432
0,0.43,0.6756741347212472
0,0.43,0.6756741347212472
4,0.5,0.6702424721228314
3,0.47,0.6716003877724354
8,0.47,0.6648108095244156
7,0.5,0.6661687251740196
9,0.55,0.6634528938748117
10,0.47,0.6620949782252078
13,0.47,0.658021231276396
12,0.43,0.6593791469259999
21,0.47,0.6471579060795645
6,0.47,0.6675266408236236
4,0.51,0.6702424721228314
7,0.55,0.6661687251740196
2,0.59,0.6729583034220393
4,0.8,0.6702424721228314
3,0.8,0.6716003877724354
0,0.93,0.6756741347212472
1,0.86,0.6743162190716432
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
2,0.8,0.6729583034220393
3,0.87,0.6716003877724354
0,0.87,0.6756741347212472
1,0.82,0.6743162190716432
1,0.8,0.6743162190716432
1,0.8,0.6743162190716432
0,0.87,0.6756741347212472
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
1,0.92,0.6743162190716432
1,0.93,0.6743162190716432
2,0.93,0.6729583034220393
1,0.93,0.6743162190716432
5,0.87,0.6688845564732274
5,0.81,0.6688845564732274
11,0.62,0.6607370625756038
7,0.58,0.6661687251740196
4,0.54,0.6702424721228314
10,0.58,0.6620949782252078
7,0.57,0.6661687251740196
5,0.61,0.6688845564732274
4,0.57,0.6702424721228314
2,0.49,0.6729583034220393
4,0.49,0.6702424721228314
6,0.52,0.6675266408236236
1,0.52,0.6743162190716432
5,0.56,0.6688845564732274
2,0.56,0.6729583034220393
0,0.56,0.6756741347212472
0,0.56,0.6756741347212472
0,0.56,0.6756741347212472
0,0.6,0.6756741347212472
0,0.6,0.6756741347212472
1,0.55,0.6743162190716432
2,0.55,0.6729583034220393
3,0.52,0.6716003877724354
1,0.48,0.6743162190716432
5,0.45,0.6688845564732274
7,0.42,0.6661687251740196
12,0.45,0.6593791469259999
6,0.45,0.6675266408236236
8,0.45,0.6648108095244156
8,0.49,0.6648108095244156
8,0.49,0.6648108095244156
1,0.56,0.6743162190716432
6,0.56,0.6675266408236236
2,0.6,0.6729583034220393
3,0.6,0.6716003877724354
0,0.65,0.6756741347212472
3,0.65,0.6716003877724354
1,0.7,0.6743162190716432
0,0.7,0.6756741347212472
0,0.75,0.6756741347212472
0,0.8,0.6756741347212472
0,0.87,0.6756741347212472
1,0.6,0.6743162190716432
0,0.55,0.6756741347212472
2,0.51,0.6729583034220393
7,0.47,0.6661687251740196
7,0.51,0.6661687251740196
6,0.47,0.6675266408236236
6,0.41,0.6675266408236236
11,0.27,0.6607370625756038
8,0.21,0.6648108095244156
6,0.25,0.6675266408236236
4,0.26,0.6702424721228314
0,0.26,0.6756741347212472
10,0.28,0.6620949782252078
1,0.3,0.6743162190716432
3,0.3,0.6716003877724354
1,0.33,0.6743162190716432
0,0.38,0.6756741347212472
1,0.41,0.6743162190716432
0,0.38,0.6756741347212472
0,0.45,0.6756741347212472
3,0.41,0.6716003877724354
0,0.41,0.6756741347212472
1,0.41,0.6743162190716432
0,0.48,0.6756741347212472
0,0.44,0.6756741347212472
0,0.44,0.6756741347212472
1,0.44,0.6743162190716432
3,0.41,0.6716003877724354
3,0.41,0.6716003877724354
4,0.38,0.6702424721228314
10,0.38,0.6620949782252078
12,0.35,0.6593791469259999
11,0.33,0.6607370625756038
10,0.28,0.6620949782252078
11,0.28,0.6607370625756038
8,0.28,0.6648108095244156
0,0.35,0.6756741347212472
6,0.35,0.6675266408236236
1,0.45,0.6743162190716432
0,0.41,0.6756741347212472
7,0.49,0.6661687251740196
2,0.57,0.6729583034220393
2,0.57,0.6729583034220393
1,0.57,0.6743162190716432
3,0.62,0.6716003877724354
1,0.62,0.6743162190716432
0,0.57,0.6756741347212472
0,0.57,0.6756741347212472
1,0.58,0.6743162190716432
2,0.62,0.6729583034220393
3,0.54,0.6716003877724354
7,0.46,0.6661687251740196
22,0.43,0.6457999904299605
24,0.37,0.6430841591307527
12,0.33,0.6593791469259999
17,0.28,0.6525895686779802
13,0.28,0.658021231276396
9,0.26,0.6634528938748117
5,0.26,0.6688845564732274
5,0.3,0.6688845564732274
5,0.3,0.6688845564732274
4,0.36,0.6702424721228314
5,0.36,0.6688845564732274
5,0.38,0.6688845564732274
4,0.41,0.6702424721228314
0,0.41,0.6756741347212472
0,0.45,0.6756741347212472
0,0.45,0.6756741347212472
0,0.48,0.6756741347212472
0,0.48,0.6756741347212472
0,0.48,0.6756741347212472
5,0.48,0.6688845564732274
6,0.49,0.6675266408236236
4,0.41,0.6702424721228314
6,0.42,0.6675266408236236
3,0.46,0.6716003877724354
11,0.42,0.6607370625756038
6,0.43,0.6675266408236236
2,0.46,0.6729583034220393
7,0.4,0.6661687251740196
4,0.47,0.6702424721228314
6,0.5,0.6675266408236236
8,0.59,0.6648108095244156
5,0.54,0.6688845564732274
1,0.59,0.6743162190716432
6,0.63,0.6675266408236236
3,0.63,0.6716003877724354
3,0.64,0.6716003877724354
3,0.69,0.6716003877724354
0,0.69,0.6756741347212472
0,0.69,0.6756741347212472
0,0.74,0.6756741347212472
0,0.74,0.6756741347212472
1,0.74,0.6743162190716432
5,0.74,0.6688845564732274
5,0.74,0.6688845564732274
10,0.64,0.6620949782252078
6,0.6,0.6675266408236236
6,0.6,0.6675266408236236
21,0.56,0.6471579060795645
21,0.56,0.6471579060795645
11,0.45,0.6607370625756038
21,0.42,0.6471579060795645
14,0.42,0.656663315626792
14,0.45,0.656663315626792
7,0.49,0.6661687251740196
13,0.65,0.658021231276396
16,0.65,0.6539474843275841
5,0.65,0.6688845564732274
4,0.64,0.6702424721228314
3,0.64,0.6716003877724354
3,0.69,0.6716003877724354
0,0.65,0.6756741347212472
3,0.69,0.6716003877724354
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
1,0.87,0.6743162190716432
3,0.87,0.6716003877724354
3,0.87,0.6716003877724354
2,0.93,0.6729583034220393
6,0.93,0.6675266408236236
7,0.93,0.6661687251740196
4,0.93,0.6702424721228314
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
1,0.55,0.6743162190716432
2,0.55,0.6729583034220393
3,0.69,0.6716003877724354
3,0.69,0.6716003877724354
4,0.74,0.6702424721228314
2,0.74,0.6729583034220393
0,0.74,0.6756741347212472
0,0.8,0.6756741347212472
0,0.75,0.6756741347212472
1,0.75,0.6743162190716432
0,0.75,0.6756741347212472
1,0.75,0.6743162190716432
0,0.8,0.6756741347212472
0,0.8,0.6756741347212472
2,0.86,0.6729583034220393
2,0.86,0.6729583034220393
6,0.86,0.6675266408236236
0,0.86,0.6756741347212472
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
2,0.8,0.6729583034220393
1,0.86,0.6743162190716432
10,0.8,0.6620949782252078
2,0.75,0.6729583034220393
2,0.75,0.6729583034220393
5,0.75,0.6688845564732274
1,0.7,0.6743162190716432
1,0.75,0.6743162190716432
0,0.65,0.6756741347212472
1,0.6,0.6743162190716432
2,0.64,0.6729583034220393
0,0.64,0.6756741347212472
0,0.64,0.6756741347212472
3,0.64,0.6716003877724354
1,0.69,0.6743162190716432
0,0.64,0.6756741347212472
1,0.59,0.6743162190716432
3,0.55,0.6716003877724354
0,0.59,0.6756741347212472
4,0.64,0.6702424721228314
4,0.64,0.6702424721228314
12,0.59,0.6593791469259999
9,0.55,0.6634528938748117
10,0.6,0.6620949782252078
22,0.69,0.6457999904299605
19,0.6,0.6498737373787723
9,0.6,0.6634528938748117
9,0.69,0.6634528938748117
6,0.69,0.6675266408236236
1,0.74,0.6743162190716432
1,0.74,0.6743162190716432
4,0.8,0.6702424721228314
3,0.8,0.6716003877724354
0,0.8,0.6756741347212472
7,0.8,0.6661687251740196
1,0.8,0.6743162190716432
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
1,0.86,0.6743162190716432
4,0.8,0.6702424721228314
7,0.8,0.6661687251740196
9,0.75,0.6634528938748117
10,0.52,0.6620949782252078
13,0.61,0.658021231276396
18,0.61,0.6512316530283763
14,0.56,0.656663315626792
19,0.56,0.6498737373787723
6,0.56,0.6675266408236236
8,0.65,0.6648108095244156
9,0.65,0.6634528938748117
3,0.65,0.6716003877724354
3,0.7,0.6716003877724354
2,0.7,0.6729583034220393
5,0.65,0.6688845564732274
1,0.65,0.6743162190716432
2,0.64,0.6729583034220393
0,0.64,0.6756741347212472
0,0.64,0.6756741347212472
0,0.59,0.6756741347212472
0,0.64,0.6756741347212472
0,0.69,0.6756741347212472
1,0.64,0.6743162190716432
3,0.59,0.6716003877724354
0,0.59,0.6756741347212472
1,0.59,0.6743162190716432
2,0.59,0.6729583034220393
6,0.55,0.6675266408236236
2,0.59,0.6729583034220393
1,0.55,0.6743162190716432
3,0.59,0.6716003877724354
3,0.56,0.6716003877724354
6,0.59,0.6675266408236236
3,0.55,0.6716003877724354
3,0.61,0.6716003877724354
0,0.59,0.6756741347212472
3,0.59,0.6716003877724354
0,0.59,0.6756741347212472
2,0.64,0.6729583034220393
2,0.64,0.6729583034220393
0,0.69,0.6756741347212472
0,0.69,0.6756741347212472
0,0.69,0.6756741347212472
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
3,0.93,0.6716003877724354
2,0.93,0.6729583034220393
0,0.93,0.6756741347212472
2,0.86,0.6729583034220393
2,0.86,0.6729583034220393
3,0.86,0.6716003877724354
5,0.8,0.6688845564732274
7,0.75,0.6661687251740196
3,0.75,0.6716003877724354
4,0.75,0.6702424721228314
3,0.81,0.6716003877724354
3,0.81,0.6716003877724354
5,0.87,0.6688845564732274
0,0.87,0.6756741347212472
2,0.87,0.6729583034220393
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
4,0.93,0.6702424721228314
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
1,0.93,0.6743162190716432
1,0.93,0.6743162190716432
1,0.93,0.6743162190716432
4,0.93,0.6702424721228314
2,1.0,0.6729583034220393
5,0.93,0.6688845564732274
3,0.93,0.6716003877724354
1,0.93,0.6743162190716432
2,0.82,0.6729583034220393
10,0.76,0.6620949782252078
8,0.71,0.6648108095244156
7,0.53,0.6661687251740196
7,0.42,0.6661687251740196
3,0.45,0.6716003877724354
4,0.48,0.6702424721228314
1,0.47,0.6743162190716432
5,0.44,0.6688845564732274
3,0.44,0.6716003877724354
1,0.4,0.6743162190716432
0,0.44,0.6756741347212472
0,0.43,0.6756741347212472
0,0.43,0.6756741347212472
0,0.5,0.6756741347212472
0,0.43,0.6756741347212472
1,0.5,0.6743162190716432
4,0.5,0.6702424721228314
6,0.47,0.6675266408236236
2,0.43,0.6729583034220393
9,0.43,0.6634528938748117
2,0.4,0.6729583034220393
4,0.4,0.6702424721228314
4,0.37,0.6702424721228314
4,0.37,0.6702424721228314
5,0.37,0.6688845564732274
5,0.4,0.6688845564732274
2,0.4,0.6729583034220393
4,0.4,0.6702424721228314
1,0.47,0.6743162190716432
1,0.55,0.6743162190716432
2,0.51,0.6729583034220393
4,0.47,0.6702424721228314
3,0.44,0.6716003877724354
0,0.59,0.6756741347212472
0,0.63,0.6756741347212472
0,0.63,0.6756741347212472
0,0.63,0.6756741347212472
2,0.55,0.6729583034220393
0,0.59,0.6756741347212472
3,0.74,0.6716003877724354
3,0.8,0.6716003877724354
5,0.51,0.6688845564732274
3,0.51,0.6716003877724354
8,0.48,0.6648108095244156
9,0.5,0.6634528938748117
15,0.45,0.6553053999771881
9,0.48,0.6634528938748117
8,0.42,0.6648108095244156
10,0.56,0.6620949782252078
3,0.6,0.6716003877724354
1,0.65,0.6743162190716432
2,0.65,0.6729583034220393
2,0.7,0.6729583034220393
1,0.65,0.6743162190716432
1,0.7,0.6743162190716432
3,0.7,0.6716003877724354
1,0.65,0.6743162190716432
5,0.75,0.6688845564732274
1,0.75,0.6743162190716432
0,0.93,0.6756741347212472
0,1.0,0.6756741347212472
0,1.0,0.6756741347212472
0,0.93,0.6756741347212472
0,1.0,0.6756741347212472
3,1.0,0.6716003877724354
3,1.0,0.6716003877724354
1,1.0,0.6743162190716432
10,1.0,0.6620949782252078
10,1.0,0.6620949782252078
5,1.0,0.6688845564732274
11,1.0,0.6607370625756038
8,1.0,0.6648108095244156
14,1.0,0.656663315626792
2,0.93,0.6729583034220393
6,0.93,0.6675266408236236
5,0.87,0.6688845564732274
3,1.0,0.6716003877724354
2,0.93,0.6729583034220393
7,0.93,0.6661687251740196
2,0.7,0.6729583034220393
4,0.65,0.6702424721228314
0,0.6,0.6756741347212472
3,0.6,0.6716003877724354
0,0.6,0.6756741347212472
0,0.6,0.6756741347212472
0,0.6,0.6756741347212472
0,0.65,0.6756741347212472
2,0.65,0.6729583034220393
7,0.56,0.6661687251740196
15,0.52,0.6553053999771881
28,0.49,0.6376524965323369
48,0.46,0.6104941835402581
47,0.46,0.611852099189862
47,0.46,0.611852099189862
52,0.46,0.6050625209418423
42,0.49,0.6186416774378818
24,0.46,0.6430841591307527
13,0.56,0.658021231276396
1,0.61,0.6743162190716432
5,0.61,0.6688845564732274
5,0.6,0.6688845564732274
5,0.6,0.6688845564732274
4,0.65,0.6702424721228314
1,0.65,0.6743162190716432
1,0.75,0.6743162190716432
0,0.8,0.6756741347212472
0,0.86,0.6756741347212472
1,0.86,0.6743162190716432
1,0.86,0.6743162190716432
1,0.93,0.6743162190716432
6,0.86,0.6675266408236236
7,1.0,0.6661687251740196
3,0.8,0.6716003877724354
6,0.75,0.6675266408236236
11,0.65,0.6607370625756038
7,0.62,0.6661687251740196
10,0.57,0.6620949782252078
8,0.57,0.6648108095244156
4,0.54,0.6702424721228314
16,0.57,0.6539474843275841
9,0.7,0.6634528938748117
5,0.66,0.6688845564732274
5,0.7,0.6688845564732274
6,0.7,0.6675266408236236
3,0.7,0.6716003877724354
3,0.81,0.6716003877724354
6,0.81,0.6675266408236236
4,0.87,0.6702424721228314
0,0.87,0.6756741347212472
1,0.93,0.6743162190716432
0,0.93,0.6756741347212472
0,0.93,0.6756741347212472
0,0.81,0.6756741347212472
0,0.7,0.6756741347212472
3,0.65,0.6716003877724354
7,0.56,0.6661687251740196
7,0.52,0.6661687251740196
4,0.47,0.6702424721228314
1,0.47,0.6743162190716432
2,0.38,0.6729583034220393
2,0.32,0.6729583034220393
3,0.37,0.6716003877724354
6,0.35,0.6675266408236236
4,0.35,0.6702424721228314
4,0.32,0.6702424721228314
1,0.32,0.6743162190716432
1,0.4,0.6743162190716432
3,0.4,0.6716003877724354
8,0.33,0.6648108095244156
0,0.33,0.6756741347212472
3,0.33,0.6716003877724354
0,0.36,0.6756741347212472
0,0.36,0.6756741347212472
1,0.38,0.6743162190716432
0,0.45,0.6756741347212472
0,0.45,0.6756741347212472
0,0.45,0.6756741347212472
4,0.49,0.6702424721228314
1,0.42,0.6743162190716432
4,0.39,0.6702424721228314
8,0.36,0.6648108095244156
1,0.43,0.6743162190716432
4,0.4,0.6702424721228314
2,0.4,0.6729583034220393
2,0.34,0.6729583034220393
3,0.34,0.6716003877724354
7,0.37,0.6661687251740196
9,0.34,0.6634528938748117
2,0.47,0.6729583034220393
1,0.86,0.6743162190716432
0,0.86,0.6756741347212472
0,0.86,0.6756741347212472
4,0.8,0.6702424721228314
0,0.8,0.6756741347212472
0,0.86,0.6756741347212472
0,0.8,0.6756741347212472
0,0.8,0.6756741347212472
0,0.59,0.6756741347212472
0,0.5,0.6756741347212472
0,0.54,0.6756741347212472
0,0.5,0.6756741347212472
5,0.49,0.6688845564732274
1,0.42,0.6743162190716432
1,0.42,0.6743162190716432
1,0.39,0.6743162190716432
4,0.34,0.6702424721228314
3,0.29,0.6716003877724354
6,0.27,0.6675266408236236
0,0.25,0.6756741347212472
4,0.27,0.6702424721228314
6,0.26,0.6675266408236236
3,0.28,0.6716003877724354
2,0.28,0.6729583034220393
4,0.31,0.6702424721228314
2,0.39,0.6729583034220393
4,0.39,0.6702424721228314
1,0.42,0.6743162190716432
2,0.49,0.6729583034220393
1,0.54,0.6743162190716432
0,0.54,0.6756741347212472
0,0.63,0.6756741347212472
1,0.68,0.6743162190716432
1,0.73,0.6743162190716432
4,0.74,0.6702424721228314
8,0.74,0.6648108095244156
5,0.69,0.6688845564732274
