season,cnt,Predicted Y
1,159,145.64899249928163
1,139,145.64899249928163
1,92,145.64899249928163
1,68,145.64899249928163
1,52,145.64899249928163
1,36,145.64899249928163
1,27,145.64899249928163
1,28,145.64899249928163
1,20,145.64899249928163
1,12,145.64899249928163
1,8,145.64899249928163
1,5,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,10,145.64899249928163
1,23,145.64899249928163
1,33,145.64899249928163
1,59,145.64899249928163
1,72,145.64899249928163
1,89,145.64899249928163
1,101,145.64899249928163
1,118,145.64899249928163
1,129,145.64899249928163
1,128,145.64899249928163
1,83,145.64899249928163
1,84,145.64899249928163
1,74,145.64899249928163
1,41,145.64899249928163
1,57,145.64899249928163
1,26,145.64899249928163
1,44,145.64899249928163
1,39,145.64899249928163
1,23,145.64899249928163
1,16,145.64899249928163
1,15,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,18,145.64899249928163
1,32,145.64899249928163
1,79,145.64899249928163
1,93,145.64899249928163
1,104,145.64899249928163
1,118,145.64899249928163
1,91,145.64899249928163
1,113,145.64899249928163
1,99,145.64899249928163
1,105,145.64899249928163
1,67,145.64899249928163
1,61,145.64899249928163
1,57,145.64899249928163
1,28,145.64899249928163
1,21,145.64899249928163
1,18,145.64899249928163
1,17,145.64899249928163
1,16,145.64899249928163
1,8,145.64899249928163
1,2,145.64899249928163
1,3,145.64899249928163
1,1,145.64899249928163
1,5,145.64899249928163
1,13,145.64899249928163
1,33,145.64899249928163
1,47,145.64899249928163
1,57,145.64899249928163
1,64,145.64899249928163
1,80,145.64899249928163
1,93,145.64899249928163
1,86,145.64899249928163
1,93,145.64899249928163
1,82,145.64899249928163
1,71,145.64899249928163
1,92,145.64899249928163
1,60,145.64899249928163
1,33,145.64899249928163
1,27,145.64899249928163
1,13,145.64899249928163
1,4,145.64899249928163
1,3,145.64899249928163
1,22,145.64899249928163
1,28,145.64899249928163
1,35,145.64899249928163
1,61,145.64899249928163
1,125,145.64899249928163
1,133,145.64899249928163
1,99,145.64899249928163
1,83,145.64899249928163
1,41,145.64899249928163
1,33,145.64899249928163
1,20,145.64899249928163
1,3,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,7,145.64899249928163
1,32,145.64899249928163
1,90,145.64899249928163
1,197,145.64899249928163
1,109,145.64899249928163
1,47,145.64899249928163
1,52,145.64899249928163
1,70,145.64899249928163
1,78,145.64899249928163
1,75,145.64899249928163
1,82,145.64899249928163
1,104,145.64899249928163
1,197,145.64899249928163
1,161,145.64899249928163
1,112,145.64899249928163
1,76,145.64899249928163
1,59,145.64899249928163
1,59,145.64899249928163
1,28,145.64899249928163
1,13,145.64899249928163
1,5,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,6,145.64899249928163
1,35,145.64899249928163
1,101,145.64899249928163
1,249,145.64899249928163
1,143,145.64899249928163
1,57,145.64899249928163
1,68,145.64899249928163
1,84,145.64899249928163
1,98,145.64899249928163
1,81,145.64899249928163
1,70,145.64899249928163
1,91,145.64899249928163
1,215,145.64899249928163
1,185,145.64899249928163
1,152,145.64899249928163
1,126,145.64899249928163
1,57,145.64899249928163
1,56,145.64899249928163
1,31,145.64899249928163
1,21,145.64899249928163
1,6,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,5,145.64899249928163
1,27,145.64899249928163
1,68,145.64899249928163
1,217,145.64899249928163
1,166,145.64899249928163
1,63,145.64899249928163
1,59,145.64899249928163
1,78,145.64899249928163
1,73,145.64899249928163
1,62,145.64899249928163
1,65,145.64899249928163
1,97,145.64899249928163
1,161,145.64899249928163
1,120,145.64899249928163
1,96,145.64899249928163
1,53,145.64899249928163
1,41,145.64899249928163
1,34,145.64899249928163
1,27,145.64899249928163
1,13,145.64899249928163
1,12,145.64899249928163
1,11,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,8,145.64899249928163
1,27,145.64899249928163
1,40,145.64899249928163
1,53,145.64899249928163
1,63,145.64899249928163
1,70,145.64899249928163
1,84,145.64899249928163
1,75,145.64899249928163
1,103,145.64899249928163
1,83,145.64899249928163
1,67,145.64899249928163
1,54,145.64899249928163
1,59,145.64899249928163
1,45,145.64899249928163
1,39,145.64899249928163
1,30,145.64899249928163
1,33,145.64899249928163
1,22,145.64899249928163
1,13,145.64899249928163
1,18,145.64899249928163
1,5,145.64899249928163
1,3,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,19,145.64899249928163
1,28,145.64899249928163
1,58,145.64899249928163
1,99,145.64899249928163
1,116,145.64899249928163
1,87,145.64899249928163
1,110,145.64899249928163
1,77,145.64899249928163
1,65,145.64899249928163
1,55,145.64899249928163
1,49,145.64899249928163
1,50,145.64899249928163
1,35,145.64899249928163
1,25,145.64899249928163
1,28,145.64899249928163
1,21,145.64899249928163
1,7,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,5,145.64899249928163
1,15,145.64899249928163
1,84,145.64899249928163
1,177,145.64899249928163
1,102,145.64899249928163
1,40,145.64899249928163
1,46,145.64899249928163
1,63,145.64899249928163
1,60,145.64899249928163
1,45,145.64899249928163
1,57,145.64899249928163
1,70,145.64899249928163
1,184,145.64899249928163
1,153,145.64899249928163
1,106,145.64899249928163
1,81,145.64899249928163
1,59,145.64899249928163
1,35,145.64899249928163
1,24,145.64899249928163
1,9,145.64899249928163
1,5,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,9,145.64899249928163
1,36,145.64899249928163
1,108,145.64899249928163
1,238,145.64899249928163
1,144,145.64899249928163
1,55,145.64899249928163
1,61,145.64899249928163
1,106,145.64899249928163
1,93,145.64899249928163
1,68,145.64899249928163
1,84,145.64899249928163
1,116,145.64899249928163
1,222,145.64899249928163
1,225,145.64899249928163
1,146,145.64899249928163
1,119,145.64899249928163
1,45,145.64899249928163
1,53,145.64899249928163
1,40,145.64899249928163
1,17,145.64899249928163
1,5,145.64899249928163
1,10,145.64899249928163
1,1,145.64899249928163
1,8,145.64899249928163
1,30,145.64899249928163
1,72,145.64899249928163
1,58,145.64899249928163
1,28,145.64899249928163
1,41,145.64899249928163
1,48,145.64899249928163
1,47,145.64899249928163
1,36,145.64899249928163
1,43,145.64899249928163
1,36,145.64899249928163
1,26,145.64899249928163
1,24,145.64899249928163
1,84,145.64899249928163
1,104,145.64899249928163
1,79,145.64899249928163
1,59,145.64899249928163
1,38,145.64899249928163
1,27,145.64899249928163
1,16,145.64899249928163
1,9,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,4,145.64899249928163
1,16,145.64899249928163
1,60,145.64899249928163
1,157,145.64899249928163
1,101,145.64899249928163
1,49,145.64899249928163
1,30,145.64899249928163
1,29,145.64899249928163
1,31,145.64899249928163
1,38,145.64899249928163
1,41,145.64899249928163
1,80,145.64899249928163
1,149,145.64899249928163
1,109,145.64899249928163
1,89,145.64899249928163
1,62,145.64899249928163
1,58,145.64899249928163
1,26,145.64899249928163
1,23,145.64899249928163
1,28,145.64899249928163
1,20,145.64899249928163
1,15,145.64899249928163
1,8,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,5,145.64899249928163
1,34,145.64899249928163
1,34,145.64899249928163
1,55,145.64899249928163
1,64,145.64899249928163
1,78,145.64899249928163
1,65,145.64899249928163
1,99,145.64899249928163
1,120,145.64899249928163
1,107,145.64899249928163
1,91,145.64899249928163
1,68,145.64899249928163
1,58,145.64899249928163
1,43,145.64899249928163
1,36,145.64899249928163
1,32,145.64899249928163
1,33,145.64899249928163
1,33,145.64899249928163
1,29,145.64899249928163
1,11,145.64899249928163
1,8,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,3,145.64899249928163
1,12,145.64899249928163
1,38,145.64899249928163
1,64,145.64899249928163
1,59,145.64899249928163
1,97,145.64899249928163
1,84,145.64899249928163
1,122,145.64899249928163
1,109,145.64899249928163
1,123,145.64899249928163
1,77,145.64899249928163
1,65,145.64899249928163
1,55,145.64899249928163
1,33,145.64899249928163
1,28,145.64899249928163
1,21,145.64899249928163
1,21,145.64899249928163
1,7,145.64899249928163
1,7,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,2,145.64899249928163
1,8,145.64899249928163
1,37,145.64899249928163
1,72,145.64899249928163
1,185,145.64899249928163
1,112,145.64899249928163
1,69,145.64899249928163
1,48,145.64899249928163
1,68,145.64899249928163
1,54,145.64899249928163
1,86,145.64899249928163
1,44,145.64899249928163
1,86,145.64899249928163
1,161,145.64899249928163
1,156,145.64899249928163
1,111,145.64899249928163
1,78,145.64899249928163
1,56,145.64899249928163
1,34,145.64899249928163
1,17,145.64899249928163
1,8,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,2,145.64899249928163
1,3,145.64899249928163
1,22,145.64899249928163
1,52,145.64899249928163
1,135,145.64899249928163
1,116,145.64899249928163
1,47,145.64899249928163
1,51,145.64899249928163
1,55,145.64899249928163
1,52,145.64899249928163
1,54,145.64899249928163
1,52,145.64899249928163
1,64,145.64899249928163
1,176,145.64899249928163
1,168,145.64899249928163
1,108,145.64899249928163
1,74,145.64899249928163
1,64,145.64899249928163
1,36,145.64899249928163
1,16,145.64899249928163
1,2,145.64899249928163
1,3,145.64899249928163
1,4,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,18,145.64899249928163
1,49,145.64899249928163
1,155,145.64899249928163
1,123,145.64899249928163
1,61,145.64899249928163
1,52,145.64899249928163
1,64,145.64899249928163
1,75,145.64899249928163
1,63,145.64899249928163
1,76,145.64899249928163
1,103,145.64899249928163
1,190,145.64899249928163
1,182,145.64899249928163
1,91,145.64899249928163
1,75,145.64899249928163
1,63,145.64899249928163
1,40,145.64899249928163
1,32,145.64899249928163
1,12,145.64899249928163
1,5,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,39,145.64899249928163
1,87,145.64899249928163
1,188,145.64899249928163
1,133,145.64899249928163
1,52,145.64899249928163
1,64,145.64899249928163
1,69,145.64899249928163
1,51,145.64899249928163
1,47,145.64899249928163
1,60,145.64899249928163
1,78,145.64899249928163
1,175,145.64899249928163
1,147,145.64899249928163
1,96,145.64899249928163
1,109,145.64899249928163
1,54,145.64899249928163
1,41,145.64899249928163
1,38,145.64899249928163
1,13,145.64899249928163
1,7,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,7,145.64899249928163
1,28,145.64899249928163
1,87,145.64899249928163
1,220,145.64899249928163
1,127,145.64899249928163
1,51,145.64899249928163
1,64,145.64899249928163
1,86,145.64899249928163
1,82,145.64899249928163
1,91,145.64899249928163
1,90,145.64899249928163
1,99,145.64899249928163
1,205,145.64899249928163
1,155,145.64899249928163
1,103,145.64899249928163
1,71,145.64899249928163
1,43,145.64899249928163
1,46,145.64899249928163
1,31,145.64899249928163
1,39,145.64899249928163
1,18,145.64899249928163
1,17,145.64899249928163
1,11,145.64899249928163
1,8,145.64899249928163
1,9,145.64899249928163
1,4,145.64899249928163
1,4,145.64899249928163
1,10,145.64899249928163
1,20,145.64899249928163
1,34,145.64899249928163
1,47,145.64899249928163
1,52,145.64899249928163
1,72,145.64899249928163
1,55,145.64899249928163
1,60,145.64899249928163
1,71,145.64899249928163
1,78,145.64899249928163
1,83,145.64899249928163
1,84,145.64899249928163
1,69,145.64899249928163
1,56,145.64899249928163
1,45,145.64899249928163
1,59,145.64899249928163
1,39,145.64899249928163
1,44,145.64899249928163
1,20,145.64899249928163
1,13,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,8,145.64899249928163
1,23,145.64899249928163
1,45,145.64899249928163
1,89,145.64899249928163
1,117,145.64899249928163
1,174,145.64899249928163
1,182,145.64899249928163
1,161,145.64899249928163
1,182,145.64899249928163
1,157,145.64899249928163
1,121,145.64899249928163
1,78,145.64899249928163
1,21,145.64899249928163
1,26,145.64899249928163
1,27,145.64899249928163
1,62,145.64899249928163
1,30,145.64899249928163
1,15,145.64899249928163
1,5,145.64899249928163
1,3,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,10,145.64899249928163
1,30,145.64899249928163
1,95,145.64899249928163
1,230,145.64899249928163
1,118,145.64899249928163
1,55,145.64899249928163
1,47,145.64899249928163
1,66,145.64899249928163
1,64,145.64899249928163
1,60,145.64899249928163
1,50,145.64899249928163
1,114,145.64899249928163
1,216,145.64899249928163
1,175,145.64899249928163
1,128,145.64899249928163
1,88,145.64899249928163
1,78,145.64899249928163
1,37,145.64899249928163
1,25,145.64899249928163
1,10,145.64899249928163
1,4,145.64899249928163
1,2,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,39,145.64899249928163
1,100,145.64899249928163
1,243,145.64899249928163
1,135,145.64899249928163
1,48,145.64899249928163
1,50,145.64899249928163
1,65,145.64899249928163
1,50,145.64899249928163
1,64,145.64899249928163
1,51,145.64899249928163
1,83,145.64899249928163
1,176,145.64899249928163
1,152,145.64899249928163
1,101,145.64899249928163
1,56,145.64899249928163
1,54,145.64899249928163
1,29,145.64899249928163
1,12,145.64899249928163
1,17,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,2,145.64899249928163
1,7,145.64899249928163
1,43,145.64899249928163
1,99,145.64899249928163
1,199,145.64899249928163
1,123,145.64899249928163
1,59,145.64899249928163
1,41,145.64899249928163
1,61,145.64899249928163
1,69,145.64899249928163
1,58,145.64899249928163
1,64,145.64899249928163
1,79,145.64899249928163
1,166,145.64899249928163
1,170,145.64899249928163
1,88,145.64899249928163
1,84,145.64899249928163
1,83,145.64899249928163
1,46,145.64899249928163
1,37,145.64899249928163
1,16,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,1,145.64899249928163
1,6,145.64899249928163
1,26,145.64899249928163
1,99,145.64899249928163
1,178,145.64899249928163
1,122,145.64899249928163
1,35,145.64899249928163
1,45,145.64899249928163
1,69,145.64899249928163
1,62,145.64899249928163
1,48,145.64899249928163
1,50,145.64899249928163
1,80,145.64899249928163
1,165,145.64899249928163
1,160,145.64899249928163
1,112,145.64899249928163
1,97,145.64899249928163
1,72,145.64899249928163
1,51,145.64899249928163
1,34,145.64899249928163
1,14,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,4,145.64899249928163
1,24,145.64899249928163
1,74,145.64899249928163
1,216,145.64899249928163
1,140,145.64899249928163
1,44,145.64899249928163
1,64,145.64899249928163
1,71,145.64899249928163
1,110,145.64899249928163
1,84,145.64899249928163
1,74,145.64899249928163
1,125,145.64899249928163
1,211,145.64899249928163
1,174,145.64899249928163
1,101,145.64899249928163
1,63,145.64899249928163
1,47,145.64899249928163
1,43,145.64899249928163
1,53,145.64899249928163
1,30,145.64899249928163
1,24,145.64899249928163
1,15,145.64899249928163
1,10,145.64899249928163
1,4,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,11,145.64899249928163
1,30,145.64899249928163
1,43,145.64899249928163
1,84,145.64899249928163
1,114,145.64899249928163
1,120,145.64899249928163
1,135,145.64899249928163
1,120,145.64899249928163
1,174,145.64899249928163
1,145,145.64899249928163
1,137,145.64899249928163
1,64,145.64899249928163
1,41,145.64899249928163
1,40,145.64899249928163
1,51,145.64899249928163
1,45,145.64899249928163
1,32,145.64899249928163
1,39,145.64899249928163
1,24,145.64899249928163
1,20,145.64899249928163
1,12,145.64899249928163
1,2,145.64899249928163
1,5,145.64899249928163
1,3,145.64899249928163
1,12,145.64899249928163
1,47,145.64899249928163
1,105,145.64899249928163
1,112,145.64899249928163
1,152,145.64899249928163
1,154,145.64899249928163
1,161,145.64899249928163
1,162,145.64899249928163
1,134,145.64899249928163
1,125,145.64899249928163
1,95,145.64899249928163
1,61,145.64899249928163
1,47,145.64899249928163
1,51,145.64899249928163
1,36,145.64899249928163
1,30,145.64899249928163
1,11,145.64899249928163
1,7,145.64899249928163
1,2,145.64899249928163
1,2,145.64899249928163
1,2,145.64899249928163
1,3,145.64899249928163
1,26,145.64899249928163
1,98,145.64899249928163
1,256,145.64899249928163
1,130,145.64899249928163
1,55,145.64899249928163
1,53,145.64899249928163
1,126,145.64899249928163
1,120,145.64899249928163
1,90,145.64899249928163
1,90,145.64899249928163
1,118,145.64899249928163
1,243,145.64899249928163
1,205,145.64899249928163
1,98,145.64899249928163
1,70,145.64899249928163
1,43,145.64899249928163
1,45,145.64899249928163
1,20,145.64899249928163
1,19,145.64899249928163
1,5,145.64899249928163
1,3,145.64899249928163
1,1,145.64899249928163
1,4,145.64899249928163
1,30,145.64899249928163
1,105,145.64899249928163
1,223,145.64899249928163
1,110,145.64899249928163
1,52,145.64899249928163
1,57,145.64899249928163
1,71,145.64899249928163
1,82,145.64899249928163
1,79,145.64899249928163
1,85,145.64899249928163
1,98,145.64899249928163
1,206,145.64899249928163
1,212,145.64899249928163
1,145,145.64899249928163
1,101,145.64899249928163
1,66,145.64899249928163
1,41,145.64899249928163
1,20,145.64899249928163
1,15,145.64899249928163
1,9,145.64899249928163
1,1,145.64899249928163
1,1,145.64899249928163
1,5,145.64899249928163
1,33,145.64899249928163
1,108,145.64899249928163
1,230,145.64899249928163
1,124,145.64899249928163
1,69,145.64899249928163
1,66,145.64899249928163
1,86,145.64899249928163
1,93,145.64899249928163
1,82,145.64899249928163
1,117,145.64899249928163
1,122,145.64899249928163
1,255,145.64899249928163
1,222,145.64899249928163
1,161,145.64899249928163
1,118,145.64899249928163
1,92,145.64899249928163
1,73,145.64899249928163
1,33,145.64899249928163
1,17,145.64899249928163
1,6,145.64899249928163
1,6,145.64899249928163
1,4,145.64899249928163
1,4,145.64899249928163
1,12,145.64899249928163
1,47,145.64899249928163
1,126,145.64899249928163
1,285,145.64899249928163
1,179,145.64899249928163
1,88,145.64899249928163
1,90,145.64899249928163
1,101,145.64899249928163
1,123,145.64899249928163
1,81,145.64899249928163
1,106,145.64899249928163
1,146,145.64899249928163
1,274,145.64899249928163
1,222,145.64899249928163
1,175,145.64899249928163
1,139,145.64899249928163
1,124,145.64899249928163
1,76,145.64899249928163
1,44,145.64899249928163
1,32,145.64899249928163
1,8,145.64899249928163
1,7,145.64899249928163
1,8,145.64899249928163
1,1,145.64899249928163
1,7,145.64899249928163
1,50,145.64899249928163
1,116,145.64899249928163
1,272,145.64899249928163
1,169,145.64899249928163
1,95,145.64899249928163
1,113,145.64899249928163
1,185,145.64899249928163
1,176,145.64899249928163
1,191,145.64899249928163
1,172,145.64899249928163
1,232,145.64899249928163
1,327,145.64899249928163
1,224,145.64899249928163
1,162,145.64899249928163
1,124,145.64899249928163
1,72,145.64899249928163
1,107,145.64899249928163
1,77,145.64899249928163
1,29,145.64899249928163
1,31,145.64899249928163
1,17,145.64899249928163
1,7,145.64899249928163
1,3,145.64899249928163
1,3,145.64899249928163
1,6,145.64899249928163
1,22,145.64899249928163
1,45,145.64899249928163
1,55,145.64899249928163
1,106,145.64899249928163
1,123,145.64899249928163
1,119,145.64899249928163
1,155,145.64899249928163
1,196,145.64899249928163
1,171,145.64899249928163
1,120,145.64899249928163
1,127,145.64899249928163
1,88,145.64899249928163
1,59,145.64899249928163
1,47,145.64899249928163
1,33,145.64899249928163
1,44,145.64899249928163
1,29,145.64899249928163
1,17,145.64899249928163
1,16,145.64899249928163
1,17,145.64899249928163
1,18,145.64899249928163
1,1,145.64899249928163
1,2,145.64899249928163
1,2,145.64899249928163
1,24,145.64899249928163
1,55,145.64899249928163
1,104,145.64899249928163
1,161,145.64899249928163
1,182,145.64899249928163
1,198,145.64899249928163
1,212,145.64899249928163
1,168,145.64899249928163
1,147,145.64899249928163
1,146,145.64899249928163
1,101,145.64899249928163
1,42,145.64899249928163
1,42,145.64899249928163
1,56,145.64899249928163
1,47,145.64899249928163
1,54,145.64899249928163
1,37,145.64899249928163
1,13,145.64899249928163
1,4,145.64899249928163
1,5,145.64899249928163
1,1,145.64899249928163
1,3,145.64899249928163
1,8,145.64899249928163
