cnt,windspeed,Predicted Y
95,0.0,0.1841574599886988
219,0.0,0.1919549834642468
122,0.0,0.18585530784224555
45,0.0,0.1810132972969456
59,0.0896,0.1818936628506365
84,0.0,0.1834657441965131
67,0.1045,0.182396728881317
70,0.1642,0.1825853786428222
62,0.0,0.1820823126121417
86,0.1642,0.18359151070418323
172,0.1642,0.18899947053399876
163,0.1343,0.1884335212494832
112,0.0896,0.1852264753038949
69,0.1642,0.18252249538898713
48,0.2239,0.18120194705845077
52,0.2836,0.18145348007379103
23,0.194,0.17962986571257417
17,0.194,0.17925256618956378
7,0.2239,0.17862373365121315
1,0.2239,0.17824643412820276
1,0.1343,0.17824643412820276
5,0.0,0.17849796714354302
34,0.0,0.18032158150475988
84,0.1343,0.1834657441965131
210,0.2537,0.19138903417973122
134,0.2985,0.1866099068882663
63,0.3284,0.18214519586597674
67,0.2239,0.182396728881317
59,0.2537,0.1818936628506365
73,0.2836,0.18277402840432738
50,0.2537,0.1813277135661209
72,0.1642,0.18271114515049233
87,0.1642,0.1836543939580183
187,0.0,0.18994271934152474
123,0.0896,0.18591819109608063
95,0.0896,0.1841574599886988
51,0.1045,0.18139059681995598
39,0.1343,0.1806359977739352
36,0.1642,0.18044734801243
15,0.1642,0.17912679968189366
25,0.1642,0.1797556322202443
16,0.0896,0.1791896829357287
16,0.0,0.1791896829357287
7,0.1642,0.17862373365121315
1,0.1642,0.17824643412820276
5,0.1642,0.17849796714354302
2,0.1642,0.1783093173820378
9,0.1045,0.17874950015888327
15,0.1045,0.17912679968189366
20,0.1045,0.179441215951069
61,0.1642,0.18201942935830662
62,0.3881,0.1820823126121417
98,0.3582,0.184346109750204
102,0.3284,0.18459764276554427
95,0.4925,0.1841574599886988
74,0.4478,0.18283691165816246
76,0.4478,0.1829626781658326
69,0.5522,0.18252249538898713
55,0.2985,0.18164212983529623
30,0.2537,0.18007004848941963
28,0.2537,0.1799442819817495
37,0.3582,0.18051023126626506
34,0.3881,0.18032158150475988
22,0.4478,0.17956698245873912
25,0.3881,0.1797556322202443
12,0.4627,0.17893814992038845
11,0.4627,0.1788752666665534
4,0.4179,0.17843508388970794
1,0.194,0.17824643412820276
1,0.194,0.17824643412820276
1,0.2836,0.17824643412820276
6,0.194,0.17856085039737807
10,0.2836,0.17881238341271832
19,0.5224,0.1793783326972339
49,0.3881,0.18126483031228585
49,0.5224,0.18126483031228585
83,0.4478,0.18340286094267805
75,0.4478,0.1828997949119975
72,0.4627,0.18271114515049233
82,0.3582,0.18333997768884297
92,0.4478,0.1839688102271936
62,0.3881,0.1820823126121417
48,0.3284,0.18120194705845077
41,0.3284,0.18076176428160534
38,0.2537,0.18057311452010014
20,0.4179,0.179441215951069
15,0.2985,0.17912679968189366
6,0.194,0.17856085039737807
5,0.2836,0.17849796714354302
1,0.2836,0.17824643412820276
3,0.2239,0.1783722006358729
1,0.2239,0.17824643412820276
3,0.1343,0.1783722006358729
3,0.2537,0.1783722006358729
31,0.2836,0.18013293174325468
77,0.2239,0.18302556141966764
188,0.2836,0.1900056025953598
94,0.2537,0.18409457673486374
31,0.2985,0.18013293174325468
30,0.2836,0.18007004848941963
52,0.2836,0.18145348007379103
54,0.2836,0.18157924658146116
47,0.2239,0.18113906380461572
45,0.2239,0.1810132972969456
74,0.1343,0.18283691165816246
178,0.1045,0.18937677005700915
155,0.2239,0.18793045521880267
95,0.1642,0.1841574599886988
74,0.1642,0.18283691165816246
38,0.194,0.18057311452010014
24,0.1642,0.17969274896640924
18,0.1642,0.17931544944339883
12,0.1045,0.17893814992038845
3,0.1642,0.1783722006358729
3,0.194,0.1783722006358729
6,0.1343,0.17856085039737807
27,0.1343,0.17988139872791442
99,0.0,0.18440899300403907
217,0.0896,0.19182921695657668
130,0.1642,0.18635837387292606
54,0.1642,0.18157924658146116
35,0.1343,0.18038446475859493
57,0.1045,0.18176789634296636
52,0.0896,0.18145348007379103
63,0.0896,0.18214519586597674
47,0.0896,0.18113906380461572
76,0.2239,0.1829626781658326
136,0.2239,0.18673567339593644
95,0.1045,0.1841574599886988
51,0.0,0.18139059681995598
32,0.194,0.18019581499708975
20,0.0896,0.179441215951069
29,0.1045,0.18000716523558455
19,0.0896,0.1793783326972339
7,0.0896,0.17862373365121315
6,0.1045,0.17856085039737807
1,0.1343,0.17824643412820276
5,0.1642,0.17849796714354302
16,0.1343,0.1791896829357287
54,0.1343,0.18157924658146116
128,0.1642,0.18623260736525593
81,0.3284,0.18327709443500792
39,0.2239,0.1806359977739352
35,0.3881,0.18038446475859493
55,0.5821,0.18164212983529623
49,0.3582,0.18126483031228585
44,0.3284,0.18095041404311052
49,0.4179,0.18126483031228585
68,0.3284,0.18245961213515208
139,0.3582,0.18692432315744165
137,0.5224,0.18679855664977152
83,0.4179,0.18340286094267805
56,0.3284,0.18170501308913128
57,0.3284,0.18176789634296636
33,0.4478,0.1802586982509248
20,0.4179,0.179441215951069
7,0.2836,0.17862373365121315
2,0.2836,0.1783093173820378
2,0.3582,0.1783093173820378
3,0.3284,0.1783722006358729
4,0.2537,0.17843508388970794
3,0.2985,0.1783722006358729
28,0.1343,0.1799442819817495
72,0.1343,0.18271114515049233
202,0.194,0.1908859681490507
139,0.3284,0.18692432315744165
38,0.3582,0.18057311452010014
37,0.4478,0.18051023126626506
52,0.4179,0.18145348007379103
83,0.4478,0.18340286094267805
42,0.3881,0.1808246475354404
60,0.2985,0.18195654610447154
78,0.3582,0.18308844467350271
162,0.2836,0.18837063799564813
144,0.3284,0.18723873942661698
99,0.2537,0.18440899300403907
64,0.2239,0.18220807911981182
40,0.2985,0.18069888102777026
30,0.3284,0.18007004848941963
15,0.194,0.17912679968189366
14,0.194,0.17906391642805858
5,0.1642,0.17849796714354302
1,0.1343,0.17824643412820276
1,0.1045,0.17824643412820276
8,0.0896,0.1786866169050482
17,0.0,0.17925256618956378
70,0.1642,0.1825853786428222
158,0.0,0.18811910498030787
117,0.1343,0.18554089157307022
44,0.194,0.18095041404311052
53,0.2836,0.1815163633276261
61,0.2537,0.18201942935830662
77,0.3881,0.18302556141966764
64,0.2836,0.18220807911981182
68,0.1642,0.18245961213515208
90,0.1045,0.18384304371952348
159,0.1642,0.18818198823414292
139,0.0,0.18692432315744165
92,0.0896,0.1839688102271936
68,0.0,0.18245961213515208
52,0.0,0.18145348007379103
36,0.0,0.18044734801243
27,0.0,0.17988139872791442
28,0.0,0.1799442819817495
20,0.0896,0.179441215951069
12,0.0896,0.17893814992038845
8,0.0,0.1786866169050482
5,0.0,0.17849796714354302
1,0.0,0.17824643412820276
3,0.1045,0.1783722006358729
10,0.0,0.17881238341271832
23,0.1343,0.17962986571257417
33,0.1343,0.1802586982509248
59,0.1642,0.1818936628506365
72,0.2239,0.18271114515049233
89,0.2239,0.18378016046568843
101,0.2985,0.1845347595117092
118,0.2836,0.1856037748269053
129,0.194,0.186295490619091
128,0.194,0.18623260736525593
83,0.2836,0.18340286094267805
84,0.2537,0.1834657441965131
74,0.2537,0.18283691165816246
41,0.2537,0.18076176428160534
57,0.2239,0.18176789634296636
26,0.1045,0.17981851547407937
44,0.2836,0.18095041404311052
39,0.0,0.1806359977739352
23,0.1343,0.17962986571257417
16,0.0896,0.1791896829357287
15,0.0,0.17912679968189366
1,0.1642,0.17824643412820276
2,0.1642,0.1783093173820378
1,0.1642,0.17824643412820276
3,0.2985,0.1783722006358729
18,0.2836,0.17931544944339883
32,0.2537,0.18019581499708975
79,0.2836,0.18315132792733776
93,0.2537,0.18403169348102869
104,0.2836,0.1847234092732144
118,0.2985,0.1856037748269053
91,0.2537,0.18390592697335856
113,0.2537,0.18528935855772996
99,0.2239,0.18440899300403907
105,0.2537,0.18478629252704945
67,0.1642,0.182396728881317
61,0.1343,0.18201942935830662
57,0.1642,0.18176789634296636
28,0.1642,0.1799442819817495
21,0.1343,0.17950409920490404
18,0.1045,0.17931544944339883
17,0.2239,0.17925256618956378
16,0.194,0.1791896829357287
8,0.2537,0.1786866169050482
2,0.194,0.1783093173820378
3,0.1343,0.1783722006358729
1,0.1642,0.17824643412820276
5,0.194,0.17849796714354302
13,0.1343,0.17900103317422353
33,0.2239,0.1802586982509248
47,0.2239,0.18113906380461572
57,0.2537,0.18176789634296636
64,0.194,0.18220807911981182
80,0.1343,0.18321421118117284
93,0.1343,0.18403169348102869
86,0.1045,0.18359151070418323
93,0.1642,0.18403169348102869
82,0.1642,0.18333997768884297
71,0.194,0.18264826189665725
92,0.2537,0.1839688102271936
60,0.194,0.18195654610447154
33,0.194,0.1802586982509248
27,0.194,0.17988139872791442
13,0.2537,0.17900103317422353
4,0.2836,0.17843508388970794
3,0.3284,0.1783722006358729
22,0.2239,0.17956698245873912
28,0.1642,0.1799442819817495
35,0.1642,0.18038446475859493
61,0.194,0.18201942935830662
125,0.194,0.18604395760375075
133,0.1642,0.18654702363443126
99,0.1343,0.18440899300403907
83,0.0,0.18340286094267805
41,0.1045,0.18076176428160534
33,0.0896,0.1802586982509248
20,0.0,0.179441215951069
3,0.0,0.1783722006358729
7,0.1343,0.17862373365121315
3,0.1343,0.1783722006358729
2,0.1343,0.1783093173820378
7,0.0896,0.17862373365121315
32,0.0896,0.18019581499708975
90,0.1045,0.18384304371952348
197,0.1045,0.19057155187987537
109,0.1045,0.1850378255423897
47,0.1343,0.18113906380461572
52,0.0896,0.18145348007379103
70,0.0896,0.1825853786428222
78,0.2836,0.18308844467350271
75,0.2537,0.1828997949119975
82,0.2836,0.18333997768884297
104,0.3881,0.1847234092732144
197,0.3284,0.19057155187987537
161,0.2836,0.18830775474181305
112,0.4179,0.1852264753038949
76,0.2985,0.1829626781658326
59,0.4179,0.1818936628506365
59,0.1642,0.1818936628506365
28,0.4627,0.1799442819817495
13,0.3881,0.17900103317422353
5,0.0,0.17849796714354302
2,0.0,0.1783093173820378
1,0.1642,0.17824643412820276
1,0.1642,0.17824643412820276
6,0.2239,0.17856085039737807
35,0.2239,0.18038446475859493
101,0.2239,0.1845347595117092
249,0.2836,0.19384148107929874
143,0.2239,0.1871758561727819
57,0.2985,0.18176789634296636
68,0.1642,0.18245961213515208
84,0.0,0.1834657441965131
98,0.1045,0.184346109750204
81,0.1343,0.18327709443500792
70,0.194,0.1825853786428222
91,0.1343,0.18390592697335856
215,0.1045,0.19170345044890655
185,0.194,0.1898169528338546
152,0.3284,0.1877418054572975
126,0.2836,0.1861068408575858
57,0.2537,0.18176789634296636
56,0.2836,0.18170501308913128
31,0.3284,0.18013293174325468
21,0.2537,0.17950409920490404
6,0.2537,0.17856085039737807
2,0.1642,0.1783093173820378
1,0.2985,0.17824643412820276
1,0.0896,0.17824643412820276
5,0.4179,0.17849796714354302
27,0.2537,0.17988139872791442
68,0.2836,0.18245961213515208
217,0.3284,0.19182921695657668
166,0.3582,0.18862217101098838
63,0.4627,0.18214519586597674
59,0.4627,0.1818936628506365
78,0.5821,0.18308844467350271
73,0.5821,0.18277402840432738
62,0.5224,0.1820823126121417
65,0.4478,0.18227096237364687
97,0.3582,0.18428322649636894
161,0.3582,0.18830775474181305
120,0.2537,0.18572954133457542
96,0.3284,0.18422034324253386
53,0.4179,0.1815163633276261
41,0.2836,0.18076176428160534
34,0.3881,0.18032158150475988
27,0.3284,0.17988139872791442
13,0.2537,0.17900103317422353
12,0.3881,0.17893814992038845
11,0.2537,0.1788752666665534
7,0.2836,0.17862373365121315
3,0.2985,0.1783722006358729
2,0.2239,0.1783093173820378
8,0.2836,0.1786866169050482
27,0.3284,0.17988139872791442
40,0.2537,0.18069888102777026
53,0.1642,0.1815163633276261
63,0.1343,0.18214519586597674
70,0.1045,0.1825853786428222
84,0.0,0.1834657441965131
75,0.1045,0.1828997949119975
103,0.0,0.18466052601937932
83,0.194,0.18340286094267805
67,0.0,0.182396728881317
54,0.194,0.18157924658146116
59,0.1343,0.1818936628506365
45,0.1642,0.1810132972969456
39,0.0896,0.1806359977739352
30,0.0,0.18007004848941963
33,0.1045,0.1802586982509248
22,0.1045,0.17956698245873912
13,0.1045,0.17900103317422353
18,0.1343,0.17931544944339883
5,0.1343,0.17849796714354302
3,0.1045,0.1783722006358729
1,0.1045,0.17824643412820276
2,0.1642,0.1783093173820378
19,0.1642,0.1793783326972339
28,0.3582,0.1799442819817495
58,0.3881,0.1818307795968014
99,0.2239,0.18440899300403907
116,0.4627,0.18547800831923517
87,0.3881,0.1836543939580183
110,0.3582,0.18510070879622478
77,0.3582,0.18302556141966764
65,0.3284,0.18227096237364687
55,0.3881,0.18164212983529623
49,0.2537,0.18126483031228585
50,0.2836,0.1813277135661209
35,0.2537,0.18038446475859493
25,0.194,0.1797556322202443
28,0.194,0.1799442819817495
21,0.2239,0.17950409920490404
7,0.194,0.17862373365121315
1,0.194,0.17824643412820276
1,0.2537,0.17824643412820276
1,0.1343,0.17824643412820276
5,0.1343,0.17849796714354302
15,0.0896,0.17912679968189366
84,0.0,0.1834657441965131
177,0.0,0.1893138868031741
102,0.0,0.18459764276554427
40,0.0,0.18069888102777026
46,0.1343,0.18107618055078065
63,0.194,0.18214519586597674
60,0.2239,0.18195654610447154
45,0.2239,0.1810132972969456
57,0.1642,0.18176789634296636
70,0.2537,0.1825853786428222
184,0.2537,0.18975406958001956
153,0.194,0.18780468871113254
106,0.1642,0.18484917578088453
81,0.194,0.18327709443500792
59,0.1642,0.1818936628506365
35,0.2239,0.18038446475859493
24,0.2537,0.17969274896640924
9,0.2836,0.17874950015888327
5,0.1642,0.17849796714354302
2,0.2239,0.1783093173820378
1,0.1045,0.17824643412820276
9,0.2239,0.17874950015888327
36,0.1045,0.18044734801243
108,0.2239,0.18497494228855466
238,0.1343,0.19314976528711303
144,0.0896,0.18723873942661698
55,0.1045,0.18164212983529623
61,0.1343,0.18201942935830662
106,0.0896,0.18484917578088453
93,0.1343,0.18403169348102869
68,0.0,0.18245961213515208
84,0.0,0.1834657441965131
116,0.0,0.18547800831923517
222,0.0,0.192143633225752
225,0.0896,0.19233228298725719
146,0.1642,0.1873645059342871
119,0.194,0.18566665808074034
45,0.194,0.1810132972969456
53,0.1642,0.1815163633276261
40,0.1642,0.18069888102777026
17,0.1343,0.17925256618956378
5,0.1343,0.17849796714354302
10,0.194,0.17881238341271832
1,0.2836,0.17824643412820276
8,0.2836,0.1786866169050482
30,0.2985,0.18007004848941963
72,0.2985,0.18271114515049233
58,0.2985,0.1818307795968014
28,0.2836,0.1799442819817495
41,0.3284,0.18076176428160534
48,0.3284,0.18120194705845077
47,0.3284,0.18113906380461572
36,0.3582,0.18044734801243
43,0.4627,0.18088753078927547
36,0.3284,0.18044734801243
26,0.3582,0.17981851547407937
24,0.194,0.17969274896640924
84,0.1045,0.1834657441965131
104,0.0896,0.1847234092732144
79,0.0896,0.18315132792733776
59,0.0896,0.1818936628506365
38,0.0896,0.18057311452010014
27,0.0896,0.17988139872791442
16,0.1642,0.1791896829357287
9,0.1343,0.17874950015888327
3,0.1343,0.1783722006358729
2,0.1642,0.1783093173820378
1,0.1045,0.17824643412820276
4,0.1045,0.17843508388970794
16,0.1343,0.1791896829357287
60,0.0896,0.18195654610447154
157,0.0896,0.1880562217264728
101,0.0896,0.1845347595117092
49,0.1045,0.18126483031228585
30,0.1045,0.18007004848941963
29,0.1045,0.18000716523558455
31,0.1045,0.18013293174325468
38,0.0,0.18057311452010014
41,0.0,0.18076176428160534
80,0.0,0.18321421118117284
149,0.1343,0.18755315569579228
109,0.194,0.1850378255423897
89,0.1343,0.18378016046568843
62,0.194,0.1820823126121417
58,0.1343,0.1818307795968014
26,0.3582,0.17981851547407937
23,0.2239,0.17962986571257417
28,0.3582,0.1799442819817495
20,0.194,0.179441215951069
15,0.1642,0.17912679968189366
8,0.1343,0.1786866169050482
3,0.1045,0.1783722006358729
2,0.1343,0.1783093173820378
5,0.1045,0.17849796714354302
34,0.1642,0.18032158150475988
34,0.0896,0.18032158150475988
55,0.1045,0.18164212983529623
64,0.1343,0.18220807911981182
78,0.194,0.18308844467350271
65,0.1642,0.18227096237364687
99,0.1343,0.18440899300403907
120,0.2537,0.18572954133457542
107,0.1642,0.18491205903471958
91,0.0,0.18390592697335856
68,0.1343,0.18245961213515208
58,0.2537,0.1818307795968014
43,0.0896,0.18088753078927547
36,0.0896,0.18044734801243
32,0.0896,0.18019581499708975
33,0.0896,0.1802586982509248
33,0.1045,0.1802586982509248
29,0.0,0.18000716523558455
11,0.0,0.1788752666665534
8,0.0,0.1786866169050482
1,0.0,0.17824643412820276
3,0.0,0.1783722006358729
3,0.0,0.1783722006358729
12,0.0,0.17893814992038845
38,0.0,0.18057311452010014
64,0.0,0.18220807911981182
59,0.0,0.1818936628506365
97,0.1045,0.18428322649636894
84,0.1045,0.1834657441965131
122,0.0896,0.18585530784224555
109,0.0,0.1850378255423897
123,0.0,0.18591819109608063
77,0.194,0.18302556141966764
65,0.1642,0.18227096237364687
55,0.194,0.18164212983529623
33,0.1045,0.1802586982509248
28,0.1642,0.1799442819817495
21,0.194,0.17950409920490404
21,0.2836,0.17950409920490404
7,0.2239,0.17862373365121315
7,0.2537,0.17862373365121315
1,0.194,0.17824643412820276
2,0.194,0.1783093173820378
2,0.2239,0.1783093173820378
8,0.2836,0.1786866169050482
37,0.3284,0.18051023126626506
72,0.2836,0.18271114515049233
185,0.2836,0.1898169528338546
112,0.2985,0.1852264753038949
69,0.194,0.18252249538898713
48,0.194,0.18120194705845077
68,0.1045,0.18245961213515208
54,0.0,0.18157924658146116
86,0.1343,0.18359151070418323
44,0.1343,0.18095041404311052
86,0.194,0.18359151070418323
161,0.194,0.18830775474181305
156,0.2239,0.18799333847263774
111,0.1045,0.18516359205005983
78,0.1642,0.18308844467350271
56,0.0896,0.18170501308913128
34,0.1045,0.18032158150475988
17,0.0896,0.17925256618956378
8,0.1045,0.1786866169050482
3,0.1045,0.1783722006358729
2,0.0,0.1783093173820378
2,0.0,0.1783093173820378
3,0.0,0.1783722006358729
22,0.0,0.17956698245873912
52,0.0,0.18145348007379103
135,0.0,0.1866727901421014
116,0.0,0.18547800831923517
47,0.0,0.18113906380461572
51,0.0,0.18139059681995598
55,0.0,0.18164212983529623
52,0.0,0.18145348007379103
54,0.0896,0.18157924658146116
52,0.0,0.18145348007379103
64,0.1343,0.18220807911981182
176,0.0,0.18925100354933902
168,0.1045,0.1887479375186585
108,0.1343,0.18497494228855466
74,0.1343,0.18283691165816246
64,0.1343,0.18220807911981182
36,0.0896,0.18044734801243
16,0.194,0.1791896829357287
2,0.1045,0.1783093173820378
3,0.194,0.1783722006358729
4,0.1343,0.17843508388970794
1,0.1343,0.17824643412820276
1,0.2836,0.17824643412820276
3,0.1045,0.1783722006358729
18,0.1045,0.17931544944339883
49,0.2239,0.18126483031228585
155,0.2239,0.18793045521880267
123,0.0896,0.18591819109608063
61,0.0,0.18201942935830662
52,0.194,0.18145348007379103
64,0.2239,0.18220807911981182
75,0.1642,0.1828997949119975
63,0.3881,0.18214519586597674
76,0.3284,0.1829626781658326
103,0.2985,0.18466052601937932
190,0.5224,0.19013136910302994
182,0.5522,0.18962830307234943
91,0.4925,0.18390592697335856
75,0.5522,0.1828997949119975
63,0.3284,0.18214519586597674
40,0.2537,0.18069888102777026
32,0.4478,0.18019581499708975
12,0.4478,0.17893814992038845
5,0.5224,0.17849796714354302
2,0.2537,0.1783093173820378
1,0.2537,0.17824643412820276
2,0.2985,0.1783093173820378
39,0.3582,0.1806359977739352
87,0.3284,0.1836543939580183
188,0.3582,0.1900056025953598
133,0.2985,0.18654702363443126
52,0.3284,0.18145348007379103
64,0.4478,0.18220807911981182
69,0.3582,0.18252249538898713
51,0.4179,0.18139059681995598
47,0.3881,0.18113906380461572
60,0.3284,0.18195654610447154
78,0.2537,0.18308844467350271
175,0.194,0.18918812029550397
147,0.1642,0.18742738918812216
96,0.0,0.18422034324253386
109,0.0896,0.1850378255423897
54,0.1045,0.18157924658146116
41,0.0896,0.18076176428160534
38,0.1045,0.18057311452010014
13,0.0,0.17900103317422353
7,0.0,0.17862373365121315
1,0.1045,0.17824643412820276
1,0.1045,0.17824643412820276
7,0.1343,0.17862373365121315
28,0.0,0.1799442819817495
87,0.0,0.1836543939580183
220,0.1343,0.19201786671808185
127,0.1343,0.18616972411142088
51,0.1343,0.18139059681995598
64,0.1642,0.18220807911981182
86,0.1642,0.18359151070418323
82,0.2239,0.18333997768884297
91,0.1642,0.18390592697335856
90,0.2537,0.18384304371952348
99,0.2239,0.18440899300403907
205,0.1343,0.1910746179105559
155,0.1045,0.18793045521880267
103,0.1343,0.18466052601937932
71,0.1642,0.18264826189665725
43,0.1642,0.18088753078927547
46,0.1642,0.18107618055078065
31,0.1343,0.18013293174325468
39,0.1642,0.1806359977739352
18,0.1642,0.17931544944339883
17,0.1642,0.17925256618956378
11,0.1642,0.1788752666665534
8,0.1343,0.1786866169050482
9,0.0896,0.17874950015888327
4,0.0,0.17843508388970794
4,0.0896,0.17843508388970794
10,0.0896,0.17881238341271832
20,0.0896,0.179441215951069
34,0.1343,0.18032158150475988
47,0.1343,0.18113906380461572
52,0.1642,0.18145348007379103
72,0.1642,0.18271114515049233
55,0.0,0.18164212983529623
60,0.0,0.18195654610447154
71,0.1343,0.18264826189665725
78,0.2836,0.18308844467350271
83,0.4478,0.18340286094267805
84,0.4478,0.1834657441965131
69,0.2537,0.18252249538898713
56,0.194,0.18170501308913128
45,0.1343,0.1810132972969456
59,0.2239,0.1818936628506365
39,0.194,0.1806359977739352
44,0.4179,0.18095041404311052
20,0.3284,0.179441215951069
13,0.0896,0.17900103317422353
2,0.3582,0.1783093173820378
1,0.2239,0.17824643412820276
1,0.2239,0.17824643412820276
8,0.1642,0.1786866169050482
23,0.1045,0.17962986571257417
45,0.1045,0.1810132972969456
89,0.2537,0.18378016046568843
117,0.2537,0.18554089157307022
174,0.0,0.1891252370416689
182,0.0,0.18962830307234943
161,0.0896,0.18830775474181305
182,0.0896,0.18962830307234943
157,0.1045,0.1880562217264728
121,0.0,0.1857924245884105
78,0.1642,0.18308844467350271
21,0.1343,0.17950409920490404
26,0.1045,0.17981851547407937
27,0.0,0.17988139872791442
62,0.0,0.1820823126121417
30,0.0,0.18007004848941963
15,0.0,0.17912679968189366
5,0.0,0.17849796714354302
3,0.0,0.1783722006358729
1,0.0,0.17824643412820276
2,0.0,0.1783093173820378
10,0.0,0.17881238341271832
30,0.0,0.18007004848941963
95,0.0,0.1841574599886988
230,0.0,0.19264669925643252
118,0.0,0.1856037748269053
55,0.1045,0.18164212983529623
47,0.0896,0.18113906380461572
66,0.0,0.18233384562748195
64,0.0896,0.18220807911981182
60,0.0896,0.18195654610447154
50,0.0896,0.1813277135661209
114,0.1343,0.18535224181156504
216,0.1642,0.1917663337027416
175,0.1343,0.18918812029550397
128,0.0,0.18623260736525593
88,0.1045,0.18371727721185335
78,0.0,0.18308844467350271
37,0.0896,0.18051023126626506
25,0.0,0.1797556322202443
10,0.0,0.17881238341271832
4,0.0,0.17843508388970794
2,0.1045,0.1783093173820378
1,0.1642,0.17824643412820276
3,0.1642,0.1783722006358729
2,0.3284,0.1783093173820378
39,0.3284,0.1806359977739352
100,0.4179,0.18447187625787415
243,0.4925,0.19346418155628836
135,0.4925,0.1866727901421014
48,0.5522,0.18120194705845077
50,0.4627,0.1813277135661209
65,0.4925,0.18227096237364687
50,0.4478,0.1813277135661209
64,0.4179,0.18220807911981182
51,0.3881,0.18139059681995598
83,0.5224,0.18340286094267805
176,0.5821,0.18925100354933902
152,0.3881,0.1877418054572975
101,0.4627,0.1845347595117092
56,0.3284,0.18170501308913128
54,0.4627,0.18157924658146116
29,0.3582,0.18000716523558455
12,0.3284,0.17893814992038845
17,0.3582,0.17925256618956378
7,0.2239,0.17862373365121315
3,0.2836,0.1783722006358729
2,0.1343,0.1783093173820378
7,0.1045,0.17862373365121315
43,0.0,0.18088753078927547
99,0.1045,0.18440899300403907
199,0.0,0.1906973183875455
123,0.1642,0.18591819109608063
59,0.0,0.1818936628506365
