hum,temp,Predicted Y
0.55,0.22,0.5023735732170463
0.69,0.2,0.4926091292971965
0.69,0.2,0.4926091292971965
0.51,0.2,0.5051634143370035
0.47,0.2,0.5079532554569606
0.37,0.22,0.5149278582568534
0.4,0.2,0.5128354774168855
0.37,0.2,0.5149278582568534
0.37,0.2,0.5149278582568534
0.4,0.2,0.5128354774168855
0.37,0.2,0.5149278582568534
0.37,0.2,0.5149278582568534
0.37,0.2,0.5149278582568534
0.4,0.2,0.5128354774168855
0.55,0.16,0.5023735732170463
0.47,0.18,0.5079532554569606
0.47,0.18,0.5079532554569606
0.43,0.18,0.5107430965769177
0.51,0.18,0.5051634143370035
0.51,0.18,0.5051634143370035
0.55,0.18,0.5023735732170463
0.55,0.18,0.5023735732170463
0.55,0.18,0.5023735732170463
0.55,0.18,0.5023735732170463
0.74,0.16,0.4891218278972501
0.74,0.16,0.4891218278972501
0.74,0.16,0.4891218278972501
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.8,0.18,0.48493706621731447
0.69,0.2,0.4926091292971965
0.59,0.2,0.4995837320970893
0.44,0.2,0.5100456362969285
0.32,0.2,0.5184151596567997
0.32,0.2,0.5184151596567997
0.29,0.18,0.5205075404967675
0.37,0.16,0.5149278582568534
0.39,0.14,0.5135329376968748
0.36,0.14,0.5156253185368426
0.36,0.12,0.5156253185368426
0.39,0.12,0.5135329376968748
0.36,0.12,0.5156253185368426
0.39,0.1,0.5135329376968748
0.42,0.1,0.5114405568569069
0.42,0.1,0.5114405568569069
0.46,0.1,0.5086507157369499
0.46,0.1,0.5086507157369499
0.53,0.08,0.5037684937770249
0.53,0.08,0.5037684937770249
0.49,0.1,0.506558334896982
0.53,0.08,0.5037684937770249
0.49,0.1,0.506558334896982
0.46,0.12,0.5086507157369499
0.43,0.14,0.5107430965769177
0.4,0.16,0.5128354774168855
0.37,0.18,0.5149278582568534
0.34,0.2,0.5170202390968212
0.32,0.22,0.5184151596567997
0.35,0.22,0.5163227788168319
0.34,0.2,0.5170202390968212
0.37,0.18,0.5149278582568534
0.4,0.16,0.5128354774168855
0.43,0.16,0.5107430965769177
0.46,0.14,0.5086507157369499
0.46,0.14,0.5086507157369499
0.46,0.14,0.5086507157369499
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.54,0.1,0.5030710334970356
0.54,0.1,0.5030710334970356
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.47,0.16,0.5079532554569606
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.47,0.16,0.5079532554569606
0.5,0.16,0.5058608746169928
0.59,0.14,0.4995837320970893
0.59,0.14,0.4995837320970893
0.59,0.14,0.4995837320970893
0.59,0.14,0.4995837320970893
0.59,0.14,0.4995837320970893
0.55,0.16,0.5023735732170463
0.55,0.16,0.5023735732170463
0.55,0.16,0.5023735732170463
0.55,0.16,0.5023735732170463
0.51,0.18,0.5051634143370035
0.51,0.18,0.5051634143370035
0.51,0.2,0.5051634143370035
0.47,0.2,0.5079532554569606
0.51,0.2,0.5051634143370035
0.59,0.2,0.4995837320970893
0.59,0.2,0.4995837320970893
0.8,0.16,0.48493706621731447
0.86,0.16,0.4807523045373788
0.86,0.16,0.4807523045373788
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.86,0.16,0.4807523045373788
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.86,0.16,0.4807523045373788
0.86,0.16,0.4807523045373788
0.86,0.14,0.4807523045373788
0.86,0.14,0.4807523045373788
0.93,0.12,0.4758700825774539
0.69,0.14,0.4926091292971965
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.55,0.18,0.5023735732170463
0.51,0.2,0.5051634143370035
0.47,0.2,0.5079532554569606
0.44,0.22,0.5100456362969285
0.47,0.2,0.5079532554569606
0.47,0.2,0.5079532554569606
0.44,0.22,0.5100456362969285
0.47,0.2,0.5079532554569606
0.47,0.2,0.5079532554569606
0.47,0.18,0.5079532554569606
0.5,0.16,0.5058608746169928
0.55,0.16,0.5023735732170463
0.55,0.16,0.5023735732170463
0.59,0.14,0.4995837320970893
0.59,0.14,0.4995837320970893
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.54,0.12,0.5030710334970356
0.54,0.12,0.5030710334970356
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.5,0.16,0.5058608746169928
0.44,0.2,0.5100456362969285
0.44,0.2,0.5100456362969285
0.41,0.22,0.5121380171368962
0.41,0.22,0.5121380171368962
0.38,0.24,0.5142303979768641
0.38,0.24,0.5142303979768641
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.47,0.16,0.5079532554569606
0.47,0.16,0.5079532554569606
0.46,0.14,0.5086507157369499
0.46,0.14,0.5086507157369499
0.5,0.12,0.5058608746169928
0.5,0.12,0.5058608746169928
0.54,0.1,0.5030710334970356
0.54,0.1,0.5030710334970356
0.54,0.1,0.5030710334970356
0.54,0.1,0.5030710334970356
0.54,0.1,0.5030710334970356
0.74,0.1,0.4891218278972501
0.68,0.12,0.49330658957718576
0.69,0.14,0.4926091292971965
0.55,0.18,0.5023735732170463
0.51,0.18,0.5051634143370035
0.44,0.2,0.5100456362969285
0.37,0.22,0.5149278582568534
0.41,0.22,0.5121380171368962
0.38,0.24,0.5142303979768641
0.41,0.22,0.5121380171368962
0.41,0.22,0.5121380171368962
0.47,0.2,0.5079532554569606
0.59,0.16,0.4995837320970893
0.59,0.18,0.4995837320970893
0.69,0.16,0.4926091292971965
0.69,0.16,0.4926091292971965
0.55,0.18,0.5023735732170463
0.55,0.18,0.5023735732170463
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.63,0.14,0.49679389097713217
0.63,0.14,0.49679389097713217
0.63,0.14,0.49679389097713217
0.64,0.16,0.4960964306971429
0.59,0.18,0.4995837320970893
0.55,0.2,0.5023735732170463
0.48,0.24,0.5072557951769713
0.38,0.28,0.5142303979768641
0.39,0.3,0.5135329376968748
0.36,0.32,0.5156253185368426
0.34,0.34,0.5170202390968212
0.36,0.32,0.5156253185368426
0.45,0.3,0.5093481760169392
0.39,0.32,0.5135329376968748
0.39,0.32,0.5135329376968748
0.39,0.32,0.5135329376968748
0.42,0.3,0.5114405568569069
0.45,0.3,0.5093481760169392
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.69,0.22,0.4926091292971965
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.24,0.501676112937057
0.55,0.22,0.5023735732170463
0.51,0.22,0.5051634143370035
0.51,0.22,0.5051634143370035
0.44,0.24,0.5100456362969285
0.41,0.24,0.5121380171368962
0.35,0.26,0.5163227788168319
0.36,0.28,0.5156253185368426
0.38,0.26,0.5142303979768641
0.38,0.24,0.5142303979768641
0.37,0.22,0.5149278582568534
0.4,0.2,0.5128354774168855
0.47,0.18,0.5079532554569606
0.47,0.18,0.5079532554569606
0.51,0.18,0.5051634143370035
0.49,0.2,0.506558334896982
0.4,0.2,0.5128354774168855
0.47,0.2,0.5079532554569606
0.44,0.2,0.5100456362969285
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.5,0.16,0.5058608746169928
0.47,0.16,0.5079532554569606
0.47,0.16,0.5079532554569606
0.5,0.16,0.5058608746169928
0.55,0.16,0.5023735732170463
0.47,0.18,0.5079532554569606
0.47,0.18,0.5079532554569606
0.43,0.18,0.5107430965769177
0.47,0.2,0.5079532554569606
0.47,0.2,0.5079532554569606
0.51,0.2,0.5051634143370035
0.55,0.18,0.5023735732170463
0.59,0.18,0.4995837320970893
0.8,0.16,0.48493706621731447
0.8,0.16,0.48493706621731447
0.93,0.14,0.4758700825774539
0.86,0.16,0.4807523045373788
0.86,0.2,0.4807523045373788
0.86,0.2,0.4807523045373788
0.8,0.22,0.48493706621731447
0.87,0.22,0.48005484425738953
0.87,0.22,0.48005484425738953
0.82,0.22,0.48354214565733594
0.8,0.22,0.48493706621731447
0.8,0.22,0.48493706621731447
0.87,0.22,0.48005484425738953
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.92,0.24,0.4765675428574432
0.93,0.24,0.4758700825774539
0.93,0.24,0.4758700825774539
0.93,0.26,0.4758700825774539
0.87,0.28,0.48005484425738953
0.81,0.3,0.4842396059373252
0.62,0.4,0.49749135125712146
0.58,0.4,0.5002811923770786
0.54,0.4,0.5030710334970356
0.58,0.38,0.5002811923770786
0.57,0.36,0.5009786526570679
0.61,0.34,0.4981888115371107
0.57,0.32,0.5009786526570679
0.49,0.32,0.506558334896982
0.49,0.32,0.506558334896982
0.52,0.3,0.5044659540570142
0.52,0.3,0.5044659540570142
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.6,0.24,0.4988862718171
0.6,0.22,0.4988862718171
0.55,0.22,0.5023735732170463
0.55,0.22,0.5023735732170463
0.52,0.24,0.5044659540570142
0.48,0.26,0.5072557951769713
0.45,0.28,0.5093481760169392
0.42,0.3,0.5114405568569069
0.45,0.28,0.5093481760169392
0.45,0.3,0.5093481760169392
0.45,0.32,0.5093481760169392
0.49,0.3,0.506558334896982
0.49,0.3,0.506558334896982
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.6,0.26,0.4988862718171
0.6,0.24,0.4988862718171
0.65,0.24,0.49539897041715364
0.65,0.24,0.49539897041715364
0.7,0.24,0.49191166901720723
0.7,0.24,0.49191166901720723
0.75,0.24,0.4884243676172609
0.8,0.22,0.48493706621731447
0.87,0.22,0.48005484425738953
0.6,0.24,0.4988862718171
0.55,0.22,0.5023735732170463
0.51,0.2,0.5051634143370035
0.47,0.2,0.5079532554569606
0.51,0.2,0.5051634143370035
0.47,0.2,0.5079532554569606
0.41,0.22,0.5121380171368962
0.27,0.22,0.5219024610567461
0.21,0.2,0.5260872227366817
0.25,0.2,0.5232973816167247
0.26,0.16,0.5225999213367354
0.26,0.16,0.5225999213367354
0.28,0.14,0.5212050007767568
0.3,0.12,0.5198100802167783
0.3,0.12,0.5198100802167783
0.33,0.1,0.5177176993768104
0.38,0.08,0.5142303979768641
0.41,0.06,0.5121380171368962
0.38,0.06,0.5142303979768641
0.45,0.04,0.5093481760169392
0.41,0.04,0.5121380171368962
0.41,0.04,0.5121380171368962
0.41,0.04,0.5121380171368962
0.48,0.02,0.5072557951769713
0.44,0.02,0.5100456362969285
0.44,0.02,0.5100456362969285
0.44,0.02,0.5100456362969285
0.41,0.04,0.5121380171368962
0.41,0.04,0.5121380171368962
0.38,0.06,0.5142303979768641
0.38,0.06,0.5142303979768641
0.35,0.08,0.5163227788168319
0.33,0.1,0.5177176993768104
0.28,0.12,0.5212050007767568
0.28,0.12,0.5212050007767568
0.28,0.12,0.5212050007767568
0.35,0.08,0.5163227788168319
0.35,0.08,0.5163227788168319
0.45,0.06,0.5093481760169392
0.41,0.06,0.5121380171368962
0.49,0.06,0.506558334896982
0.57,0.04,0.5009786526570679
0.57,0.04,0.5009786526570679
0.57,0.04,0.5009786526570679
0.62,0.02,0.49749135125712146
0.62,0.02,0.49749135125712146
0.57,0.04,0.5009786526570679
0.57,0.04,0.5009786526570679
0.58,0.08,0.5002811923770786
0.62,0.06,0.49749135125712146
0.54,0.1,0.5030710334970356
0.46,0.14,0.5086507157369499
0.43,0.14,0.5107430965769177
0.37,0.16,0.5149278582568534
0.33,0.14,0.5177176993768104
0.28,0.16,0.5212050007767568
0.28,0.16,0.5212050007767568
0.26,0.16,0.5225999213367354
0.26,0.14,0.5225999213367354
0.3,0.12,0.5198100802167783
0.3,0.12,0.5198100802167783
0.36,0.1,0.5156253185368426
0.36,0.1,0.5156253185368426
0.38,0.08,0.5142303979768641
0.41,0.06,0.5121380171368962
0.41,0.06,0.5121380171368962
0.45,0.04,0.5093481760169392
0.45,0.04,0.5093481760169392
0.48,0.02,0.5072557951769713
0.48,0.02,0.5072557951769713
0.48,0.02,0.5072557951769713
0.48,0.02,0.5072557951769713
0.49,0.04,0.506558334896982
0.41,0.06,0.5121380171368962
0.42,0.1,0.5114405568569069
0.46,0.1,0.5086507157369499
0.42,0.12,0.5114405568569069
0.43,0.14,0.5107430965769177
0.46,0.14,0.5086507157369499
0.4,0.16,0.5128354774168855
0.47,0.16,0.5079532554569606
0.5,0.14,0.5058608746169928
0.59,0.14,0.4995837320970893
0.54,0.14,0.5030710334970356
0.59,0.14,0.4995837320970893
0.63,0.14,0.49679389097713217
0.63,0.14,0.49679389097713217
0.64,0.16,0.4960964306971429
0.69,0.16,0.4926091292971965
0.69,0.16,0.4926091292971965
0.69,0.16,0.4926091292971965
0.74,0.14,0.4891218278972501
0.74,0.14,0.4891218278972501
0.74,0.16,0.4891218278972501
0.74,0.16,0.4891218278972501
0.74,0.16,0.4891218278972501
0.64,0.2,0.4960964306971429
0.6,0.22,0.4988862718171
0.6,0.24,0.4988862718171
0.56,0.26,0.501676112937057
0.56,0.26,0.501676112937057
0.45,0.3,0.5093481760169392
0.42,0.32,0.5114405568569069
0.42,0.32,0.5114405568569069
0.45,0.3,0.5093481760169392
0.49,0.3,0.506558334896982
0.65,0.26,0.49539897041715364
0.65,0.24,0.49539897041715364
0.65,0.24,0.49539897041715364
0.64,0.22,0.4960964306971429
0.64,0.22,0.4960964306971429
0.69,0.22,0.4926091292971965
0.65,0.24,0.49539897041715364
0.69,0.22,0.4926091292971965
0.86,0.2,0.4807523045373788
0.86,0.2,0.4807523045373788
0.87,0.22,0.48005484425738953
0.87,0.22,0.48005484425738953
0.87,0.22,0.48005484425738953
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.2,0.4758700825774539
0.55,0.22,0.5023735732170463
0.55,0.22,0.5023735732170463
0.69,0.2,0.4926091292971965
0.69,0.2,0.4926091292971965
0.74,0.18,0.4891218278972501
0.74,0.18,0.4891218278972501
0.74,0.18,0.4891218278972501
0.8,0.18,0.48493706621731447
0.75,0.2,0.4884243676172609
0.75,0.2,0.4884243676172609
0.75,0.2,0.4884243676172609
0.75,0.2,0.4884243676172609
0.8,0.18,0.48493706621731447
0.8,0.18,0.48493706621731447
0.86,0.16,0.4807523045373788
0.86,0.16,0.4807523045373788
0.86,0.18,0.4807523045373788
0.86,0.18,0.4807523045373788
0.93,0.18,0.4758700825774539
0.93,0.18,0.4758700825774539
0.93,0.18,0.4758700825774539
0.8,0.22,0.48493706621731447
0.86,0.2,0.4807523045373788
0.8,0.22,0.48493706621731447
0.75,0.24,0.4884243676172609
0.75,0.24,0.4884243676172609
0.75,0.24,0.4884243676172609
0.7,0.24,0.49191166901720723
0.75,0.22,0.4884243676172609
0.65,0.24,0.49539897041715364
0.6,0.24,0.4988862718171
0.64,0.22,0.4960964306971429
0.64,0.22,0.4960964306971429
0.64,0.22,0.4960964306971429
0.64,0.2,0.4960964306971429
0.69,0.16,0.4926091292971965
0.64,0.16,0.4960964306971429
0.59,0.16,0.4995837320970893
0.55,0.18,0.5023735732170463
0.59,0.18,0.4995837320970893
0.64,0.18,0.4960964306971429
0.64,0.18,0.4960964306971429
0.59,0.2,0.4995837320970893
0.55,0.22,0.5023735732170463
0.6,0.22,0.4988862718171
0.69,0.22,0.4926091292971965
0.6,0.24,0.4988862718171
0.6,0.24,0.4988862718171
0.69,0.22,0.4926091292971965
0.69,0.22,0.4926091292971965
0.74,0.18,0.4891218278972501
0.74,0.18,0.4891218278972501
0.8,0.16,0.48493706621731447
0.8,0.16,0.48493706621731447
0.8,0.16,0.48493706621731447
0.8,0.14,0.48493706621731447
0.8,0.16,0.48493706621731447
0.93,0.14,0.4758700825774539
0.93,0.14,0.4758700825774539
0.86,0.14,0.4807523045373788
0.86,0.14,0.4807523045373788
0.86,0.14,0.4807523045373788
0.8,0.16,0.48493706621731447
0.8,0.18,0.48493706621731447
0.75,0.22,0.4884243676172609
0.52,0.3,0.5044659540570142
0.61,0.28,0.4981888115371107
0.61,0.28,0.4981888115371107
0.56,0.3,0.501676112937057
0.56,0.3,0.501676112937057
0.56,0.3,0.501676112937057
0.65,0.26,0.49539897041715364
0.65,0.26,0.49539897041715364
0.65,0.26,0.49539897041715364
0.7,0.24,0.49191166901720723
0.7,0.24,0.49191166901720723
0.65,0.24,0.49539897041715364
0.65,0.24,0.49539897041715364
0.64,0.22,0.4960964306971429
0.64,0.22,0.4960964306971429
0.64,0.22,0.4960964306971429
0.59,0.2,0.4995837320970893
0.64,0.18,0.4960964306971429
0.69,0.16,0.4926091292971965
0.64,0.16,0.4960964306971429
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.55,0.18,0.5023735732170463
0.59,0.16,0.4995837320970893
0.55,0.18,0.5023735732170463
0.59,0.16,0.4995837320970893
0.56,0.16,0.501676112937057
0.59,0.16,0.4995837320970893
0.55,0.16,0.5023735732170463
0.61,0.3,0.4981888115371107
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.59,0.16,0.4995837320970893
0.64,0.16,0.4960964306971429
0.64,0.16,0.4960964306971429
0.69,0.16,0.4926091292971965
0.69,0.16,0.4926091292971965
0.69,0.16,0.4926091292971965
0.93,0.14,0.4758700825774539
0.93,0.14,0.4758700825774539
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.93,0.16,0.4758700825774539
0.86,0.18,0.4807523045373788
0.86,0.2,0.4807523045373788
0.86,0.2,0.4807523045373788
0.8,0.22,0.48493706621731447
0.75,0.24,0.4884243676172609
0.75,0.24,0.4884243676172609
0.75,0.24,0.4884243676172609
0.81,0.24,0.4842396059373252
0.81,0.24,0.4842396059373252
0.87,0.22,0.48005484425738953
0.87,0.22,0.48005484425738953
0.87,0.22,0.48005484425738953
0.93,0.2,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.22,0.4758700825774539
0.93,0.24,0.4758700825774539
1.0,0.22,0.47098786061752895
0.93,0.24,0.4758700825774539
0.93,0.24,0.4758700825774539
0.93,0.34,0.4758700825774539
0.82,0.38,0.48354214565733594
0.76,0.38,0.4877269073372716
0.71,0.36,0.491214208737218
0.53,0.36,0.5037684937770249
0.42,0.34,0.5114405568569069
0.45,0.28,0.5093481760169392
0.48,0.24,0.5072557951769713
0.47,0.22,0.5079532554569606
0.44,0.22,0.5100456362969285
0.44,0.2,0.5100456362969285
0.4,0.2,0.5128354774168855
0.44,0.2,0.5100456362969285
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.5,0.16,0.5058608746169928
0.43,0.16,0.5107430965769177
0.5,0.14,0.5058608746169928
0.5,0.14,0.5058608746169928
0.47,0.16,0.5079532554569606
0.43,0.18,0.5107430965769177
0.43,0.18,0.5107430965769177
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.37,0.22,0.5149278582568534
0.37,0.22,0.5149278582568534
0.37,0.22,0.5149278582568534
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.4,0.2,0.5128354774168855
0.47,0.2,0.5079532554569606
0.55,0.18,0.5023735732170463
0.51,0.18,0.5051634143370035
0.47,0.2,0.5079532554569606
0.44,0.2,0.5100456362969285
0.59,0.16,0.4995837320970893
0.63,0.14,0.49679389097713217
0.63,0.14,0.49679389097713217
0.63,0.14,0.49679389097713217
0.55,0.16,0.5023735732170463
0.59,0.14,0.4995837320970893
0.74,0.14,0.4891218278972501
0.8,0.16,0.48493706621731447
0.51,0.2,0.5051634143370035
0.51,0.22,0.5051634143370035
0.48,0.24,0.5072557951769713
0.5,0.26,0.5058608746169928
0.45,0.28,0.5093481760169392
0.48,0.28,0.5072557951769713
0.42,0.3,0.5114405568569069
0.56,0.26,0.501676112937057
0.6,0.24,0.4988862718171
0.65,0.24,0.49539897041715364
0.65,0.24,0.49539897041715364
0.7,0.24,0.49191166901720723
0.65,0.24,0.49539897041715364
0.7,0.24,0.49191166901720723
0.7,0.24,0.49191166901720723
0.65,0.24,0.49539897041715364
0.75,0.24,0.4884243676172609
0.75,0.24,0.4884243676172609
0.93,0.22,0.4758700825774539
1.0,0.2,0.47098786061752895
1.0,0.2,0.47098786061752895
0.93,0.22,0.4758700825774539
1.0,0.2,0.47098786061752895
1.0,0.2,0.47098786061752895
1.0,0.2,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.22,0.47098786061752895
1.0,0.24,0.47098786061752895
0.93,0.28,0.4758700825774539
0.93,0.28,0.4758700825774539
0.87,0.3,0.48005484425738953
1.0,0.26,0.47098786061752895
0.93,0.26,0.4758700825774539
0.93,0.26,0.4758700825774539
0.7,0.26,0.49191166901720723
0.65,0.26,0.49539897041715364
0.6,0.26,0.4988862718171
0.6,0.26,0.4988862718171
0.6,0.26,0.4988862718171
0.6,0.26,0.4988862718171
0.6,0.26,0.4988862718171
0.65,0.24,0.49539897041715364
0.65,0.24,0.49539897041715364
0.56,0.28,0.501676112937057
0.52,0.3,0.5044659540570142
0.49,0.32,0.506558334896982
0.46,0.34,0.5086507157369499
0.46,0.34,0.5086507157369499
0.46,0.34,0.5086507157369499
0.46,0.34,0.5086507157369499
0.49,0.34,0.506558334896982
0.46,0.34,0.5086507157369499
0.56,0.3,0.501676112937057
0.61,0.28,0.4981888115371107
