hum,hr,Predicted Y
0.54,15,12.411136877770378
0.58,16,12.01476106593567
0.57,17,12.113855018894345
0.61,18,11.717479207059636
0.57,19,12.113855018894345
0.49,20,12.906606642563764
0.49,21,12.906606642563764
0.52,22,12.609324783687732
0.52,23,12.609324783687732
0.56,0,12.212948971853022
0.56,1,12.212948971853022
0.56,2,12.212948971853022
0.56,3,12.212948971853022
0.56,4,12.212948971853022
0.6,5,11.816573160018313
0.6,6,11.816573160018313
0.55,7,12.3120429248117
0.55,8,12.3120429248117
0.52,9,12.609324783687732
0.48,10,13.005700595522441
0.45,11,13.302982454398474
0.42,12,13.600264313274506
0.45,13,13.302982454398474
0.45,14,13.302982454398474
0.45,15,13.302982454398474
0.49,16,12.906606642563764
0.49,17,12.906606642563764
0.56,18,12.212948971853022
0.56,19,12.212948971853022
0.6,20,11.816573160018313
0.6,21,11.816573160018313
0.65,22,11.321103395224926
0.65,23,11.321103395224926
0.7,0,10.82563363043154
0.7,1,10.82563363043154
0.75,2,10.330163865638152
0.8,3,9.834694100844764
0.87,4,9.141036430134024
0.6,5,11.816573160018313
0.55,6,12.3120429248117
0.51,7,12.70841873664641
0.47,8,13.10479454848112
0.51,9,12.70841873664641
0.47,10,13.10479454848112
0.41,11,13.699358266233183
0.27,12,15.086673607654667
0.21,13,15.68123732540673
0.25,14,15.284861513572022
0.26,15,15.185767560613344
0.26,16,15.185767560613344
0.28,17,14.987579654695988
0.3,18,14.789391748778634
0.3,19,14.789391748778634
0.33,20,14.492109889902602
0.38,21,13.996640125109217
0.41,22,13.699358266233183
0.38,23,13.996640125109217
0.45,0,13.302982454398474
0.41,1,13.699358266233183
0.41,2,13.699358266233183
0.41,3,13.699358266233183
0.48,4,13.005700595522441
0.44,6,13.40207640735715
0.44,7,13.40207640735715
0.44,8,13.40207640735715
0.41,9,13.699358266233183
0.41,10,13.699358266233183
0.38,11,13.996640125109217
0.38,12,13.996640125109217
0.35,13,14.293921983985248
0.33,14,14.492109889902602
0.28,15,14.987579654695988
0.28,16,14.987579654695988
0.28,17,14.987579654695988
0.35,18,14.293921983985248
0.35,19,14.293921983985248
0.45,20,13.302982454398474
0.41,21,13.699358266233183
0.49,22,12.906606642563764
0.57,23,12.113855018894345
0.57,0,12.113855018894345
0.57,1,12.113855018894345
0.62,2,11.618385254100957
0.62,3,11.618385254100957
0.57,5,12.113855018894345
0.57,6,12.113855018894345
0.58,7,12.01476106593567
0.62,8,11.618385254100957
0.54,9,12.411136877770378
0.46,10,13.203888501439796
0.43,11,13.501170360315829
0.37,12,14.095734078067892
0.33,13,14.492109889902602
0.28,14,14.987579654695988
0.28,15,14.987579654695988
0.26,16,15.185767560613344
0.26,17,15.185767560613344
0.3,18,14.789391748778634
0.3,19,14.789391748778634
0.36,20,14.19482803102657
0.36,21,14.19482803102657
0.38,22,13.996640125109217
0.41,23,13.699358266233183
0.41,0,13.699358266233183
0.45,1,13.302982454398474
0.45,3,13.302982454398474
0.48,4,13.005700595522441
0.48,5,13.005700595522441
0.48,6,13.005700595522441
0.48,7,13.005700595522441
0.49,8,12.906606642563764
0.41,9,13.699358266233183
0.42,10,13.600264313274506
0.46,11,13.203888501439796
0.42,12,13.600264313274506
0.43,13,13.501170360315829
0.46,14,13.203888501439796
0.4,15,13.79845221919186
0.47,16,13.10479454848112
0.5,17,12.807512689605087
0.59,18,11.91566711297699
0.54,19,12.411136877770378
0.59,20,11.91566711297699
0.63,21,11.519291301142282
0.63,22,11.519291301142282
0.64,23,11.420197348183603
0.69,0,10.924727583390217
0.69,1,10.924727583390217
0.69,2,10.924727583390217
0.74,4,10.42925781859683
0.74,5,10.42925781859683
0.74,6,10.42925781859683
0.74,7,10.42925781859683
0.74,8,10.42925781859683
0.64,9,11.420197348183603
0.6,10,11.816573160018313
0.6,11,11.816573160018313
0.56,12,12.212948971853022
0.56,13,12.212948971853022
0.45,14,13.302982454398474
0.42,15,13.600264313274506
0.42,16,13.600264313274506
0.45,17,13.302982454398474
0.49,18,12.906606642563764
0.65,19,11.321103395224926
0.65,20,11.321103395224926
0.65,21,11.321103395224926
0.64,22,11.420197348183603
0.64,23,11.420197348183603
0.69,0,10.924727583390217
0.65,1,11.321103395224926
0.69,2,10.924727583390217
0.86,5,9.240130383092701
0.86,6,9.240130383092701
0.87,7,9.141036430134024
0.87,8,9.141036430134024
0.87,9,9.141036430134024
0.93,10,8.54647271238196
0.93,11,8.54647271238196
0.93,12,8.54647271238196
0.93,13,8.54647271238196
0.93,14,8.54647271238196
0.93,15,8.54647271238196
0.93,16,8.54647271238196
0.93,17,8.54647271238196
0.55,16,12.3120429248117
0.55,17,12.3120429248117
0.69,18,10.924727583390217
0.69,19,10.924727583390217
0.74,20,10.42925781859683
0.74,21,10.42925781859683
0.74,22,10.42925781859683
0.8,23,9.834694100844764
0.75,0,10.330163865638152
0.75,1,10.330163865638152
0.75,2,10.330163865638152
0.75,3,10.330163865638152
0.8,5,9.834694100844764
0.8,6,9.834694100844764
0.86,7,9.240130383092701
0.86,8,9.240130383092701
0.86,9,9.240130383092701
0.86,10,9.240130383092701
0.93,11,8.54647271238196
0.93,12,8.54647271238196
0.93,13,8.54647271238196
0.8,14,9.834694100844764
0.86,15,9.240130383092701
0.8,16,9.834694100844764
0.75,17,10.330163865638152
0.75,18,10.330163865638152
0.75,19,10.330163865638152
0.7,20,10.82563363043154
0.75,21,10.330163865638152
0.65,22,11.321103395224926
0.6,23,11.816573160018313
0.64,0,11.420197348183603
0.64,1,11.420197348183603
0.64,2,11.420197348183603
0.64,3,11.420197348183603
0.69,4,10.924727583390217
0.64,6,11.420197348183603
0.59,7,11.91566711297699
0.55,8,12.3120429248117
0.59,9,11.91566711297699
0.64,10,11.420197348183603
0.64,11,11.420197348183603
0.59,12,11.91566711297699
0.55,13,12.3120429248117
0.6,14,11.816573160018313
0.69,15,10.924727583390217
0.6,16,11.816573160018313
0.6,17,11.816573160018313
0.69,18,10.924727583390217
0.69,19,10.924727583390217
0.74,20,10.42925781859683
0.74,21,10.42925781859683
0.8,22,9.834694100844764
0.8,23,9.834694100844764
0.8,0,9.834694100844764
0.8,1,9.834694100844764
0.8,2,9.834694100844764
0.93,3,8.54647271238196
0.93,4,8.54647271238196
0.86,5,9.240130383092701
0.86,7,9.240130383092701
0.86,8,9.240130383092701
0.8,9,9.834694100844764
0.8,10,9.834694100844764
0.75,11,10.330163865638152
0.52,12,12.609324783687732
0.61,13,11.717479207059636
0.61,14,11.717479207059636
0.56,15,12.212948971853022
0.56,16,12.212948971853022
0.56,17,12.212948971853022
0.65,18,11.321103395224926
0.65,19,11.321103395224926
0.65,20,11.321103395224926
0.7,21,10.82563363043154
0.7,22,10.82563363043154
0.65,23,11.321103395224926
0.65,0,11.321103395224926
0.64,1,11.420197348183603
0.64,2,11.420197348183603
0.64,3,11.420197348183603
0.59,4,11.91566711297699
0.64,5,11.420197348183603
0.69,6,10.924727583390217
0.64,7,11.420197348183603
0.59,8,11.91566711297699
0.59,9,11.91566711297699
0.59,10,11.91566711297699
0.59,11,11.91566711297699
0.55,12,12.3120429248117
0.59,13,11.91566711297699
0.55,14,12.3120429248117
0.59,15,11.91566711297699
0.56,16,12.212948971853022
0.59,17,11.91566711297699
0.55,18,12.3120429248117
0.61,19,11.717479207059636
0.59,20,11.91566711297699
0.59,21,11.91566711297699
0.59,22,11.91566711297699
0.64,23,11.420197348183603
0.64,0,11.420197348183603
0.69,1,10.924727583390217
0.69,2,10.924727583390217
0.69,3,10.924727583390217
0.93,5,8.54647271238196
0.93,6,8.54647271238196
0.93,7,8.54647271238196
0.93,8,8.54647271238196
0.93,9,8.54647271238196
0.93,10,8.54647271238196
0.86,11,9.240130383092701
0.86,12,9.240130383092701
0.86,13,9.240130383092701
0.8,14,9.834694100844764
0.75,15,10.330163865638152
0.75,16,10.330163865638152
0.75,17,10.330163865638152
0.81,18,9.735600147886087
0.81,19,9.735600147886087
0.87,20,9.141036430134024
0.87,21,9.141036430134024
0.87,22,9.141036430134024
0.93,23,8.54647271238196
0.93,0,8.54647271238196
0.93,1,8.54647271238196
0.93,2,8.54647271238196
0.93,3,8.54647271238196
0.93,4,8.54647271238196
0.93,5,8.54647271238196
0.93,6,8.54647271238196
0.93,7,8.54647271238196
0.93,8,8.54647271238196
0.93,9,8.54647271238196
1.0,10,7.852815041671217
0.93,11,8.54647271238196
0.93,12,8.54647271238196
0.93,13,8.54647271238196
0.82,14,9.63650619492741
0.76,15,10.231069912679475
0.71,16,10.72653967747286
0.53,17,12.510230830729054
0.42,18,13.600264313274506
0.45,19,13.302982454398474
0.48,20,13.005700595522441
0.47,21,13.10479454848112
0.44,22,13.40207640735715
0.44,23,13.40207640735715
0.4,0,13.79845221919186
0.44,1,13.40207640735715
0.43,2,13.501170360315829
0.43,3,13.501170360315829
0.5,5,12.807512689605087
0.43,6,13.501170360315829
0.5,7,12.807512689605087
0.5,8,12.807512689605087
0.47,9,13.10479454848112
0.43,10,13.501170360315829
0.43,11,13.501170360315829
0.4,12,13.79845221919186
0.4,13,13.79845221919186
0.37,14,14.095734078067892
0.37,15,14.095734078067892
0.37,16,14.095734078067892
0.4,17,13.79845221919186
0.4,18,13.79845221919186
0.4,19,13.79845221919186
0.47,20,13.10479454848112
0.55,21,12.3120429248117
0.51,22,12.70841873664641
0.47,23,13.10479454848112
0.44,0,13.40207640735715
0.59,1,11.91566711297699
0.63,2,11.519291301142282
0.63,3,11.519291301142282
0.63,5,11.519291301142282
0.55,6,12.3120429248117
0.59,7,11.91566711297699
0.74,8,10.42925781859683
0.8,9,9.834694100844764
0.51,10,12.70841873664641
0.51,11,12.70841873664641
0.48,12,13.005700595522441
0.5,13,12.807512689605087
0.45,14,13.302982454398474
0.48,15,13.005700595522441
0.42,16,13.600264313274506
0.56,17,12.212948971853022
0.6,18,11.816573160018313
0.65,19,11.321103395224926
0.65,20,11.321103395224926
0.7,21,10.82563363043154
0.65,22,11.321103395224926
0.7,23,10.82563363043154
0.7,0,10.82563363043154
0.65,1,11.321103395224926
0.75,2,10.330163865638152
0.75,3,10.330163865638152
0.93,4,8.54647271238196
1.0,5,7.852815041671217
1.0,6,7.852815041671217
0.93,7,8.54647271238196
1.0,8,7.852815041671217
1.0,9,7.852815041671217
1.0,10,7.852815041671217
1.0,11,7.852815041671217
1.0,12,7.852815041671217
1.0,13,7.852815041671217
1.0,14,7.852815041671217
1.0,15,7.852815041671217
1.0,16,7.852815041671217
1.0,17,7.852815041671217
0.93,18,8.54647271238196
0.93,19,8.54647271238196
0.87,20,9.141036430134024
1.0,21,7.852815041671217
0.93,22,8.54647271238196
0.93,23,8.54647271238196
0.7,0,10.82563363043154
0.65,1,11.321103395224926
0.6,2,11.816573160018313
0.6,3,11.816573160018313
0.6,4,11.816573160018313
0.6,5,11.816573160018313
0.6,6,11.816573160018313
0.65,7,11.321103395224926
0.65,8,11.321103395224926
0.56,9,12.212948971853022
0.52,10,12.609324783687732
0.49,11,12.906606642563764
0.46,12,13.203888501439796
0.46,13,13.203888501439796
0.46,14,13.203888501439796
0.46,15,13.203888501439796
0.49,16,12.906606642563764
0.46,17,13.203888501439796
0.56,18,12.212948971853022
0.61,19,11.717479207059636
0.61,20,11.717479207059636
0.6,21,11.816573160018313
0.6,22,11.816573160018313
0.65,23,11.321103395224926
0.65,0,11.321103395224926
0.75,1,10.330163865638152
0.8,2,9.834694100844764
0.86,3,9.240130383092701
0.86,4,9.240130383092701
0.86,5,9.240130383092701
0.93,6,8.54647271238196
0.86,7,9.240130383092701
1.0,8,7.852815041671217
0.8,9,9.834694100844764
0.75,10,10.330163865638152
0.65,11,11.321103395224926
0.62,12,11.618385254100957
0.57,13,12.113855018894345
0.57,14,12.113855018894345
0.54,15,12.411136877770378
0.57,16,12.113855018894345
0.7,17,10.82563363043154
0.66,18,11.222009442266248
0.7,19,10.82563363043154
0.7,20,10.82563363043154
0.7,21,10.82563363043154
0.81,22,9.735600147886087
0.81,23,9.735600147886087
0.87,0,9.141036430134024
0.87,1,9.141036430134024
0.93,2,8.54647271238196
0.93,3,8.54647271238196
0.93,4,8.54647271238196
0.81,5,9.735600147886087
0.7,6,10.82563363043154
0.65,7,11.321103395224926
0.56,8,12.212948971853022
0.52,9,12.609324783687732
0.47,10,13.10479454848112
0.47,11,13.10479454848112
0.38,12,13.996640125109217
0.32,13,14.59120384286128
0.37,14,14.095734078067892
0.35,15,14.293921983985248
0.35,16,14.293921983985248
0.32,17,14.59120384286128
0.32,18,14.59120384286128
0.4,19,13.79845221919186
0.4,20,13.79845221919186
0.33,21,14.492109889902602
0.33,22,14.492109889902602
0.33,23,14.492109889902602
0.36,0,14.19482803102657
0.36,1,14.19482803102657
0.38,2,13.996640125109217
0.45,3,13.302982454398474
0.45,5,13.302982454398474
0.45,6,13.302982454398474
0.49,7,12.906606642563764
0.42,8,13.600264313274506
0.39,9,13.897546172150538
0.36,10,14.19482803102657
0.43,11,13.501170360315829
0.4,12,13.79845221919186
0.4,13,13.79845221919186
0.34,14,14.393015936943925
0.34,15,14.393015936943925
0.37,16,14.095734078067892
0.34,17,14.393015936943925
0.47,18,13.10479454848112
0.86,19,9.240130383092701
0.86,20,9.240130383092701
0.86,21,9.240130383092701
0.8,22,9.834694100844764
0.8,23,9.834694100844764
0.86,0,9.240130383092701
0.8,1,9.834694100844764
0.8,2,9.834694100844764
0.59,4,11.91566711297699
0.5,5,12.807512689605087
0.54,6,12.411136877770378
0.5,7,12.807512689605087
0.49,8,12.906606642563764
0.42,9,13.600264313274506
0.42,10,13.600264313274506
0.39,11,13.897546172150538
0.34,12,14.393015936943925
0.29,13,14.888485701737313
0.27,14,15.086673607654667
0.25,15,15.284861513572022
0.27,16,15.086673607654667
0.26,17,15.185767560613344
0.28,18,14.987579654695988
0.28,19,14.987579654695988
0.31,20,14.690297795819957
0.39,21,13.897546172150538
0.39,22,13.897546172150538
0.42,23,13.600264313274506
0.49,0,12.906606642563764
0.54,1,12.411136877770378
0.54,2,12.411136877770378
0.63,5,11.519291301142282
0.68,6,11.023821536348894
0.73,7,10.528351771555506
0.74,8,10.42925781859683
0.74,9,10.42925781859683
0.69,10,10.924727583390217
0.47,11,13.10479454848112
0.47,12,13.10479454848112
0.35,13,14.293921983985248
0.26,14,15.185767560613344
0.21,15,15.68123732540673
0.28,16,14.987579654695988
0.24,17,15.383955466530699
0.28,18,14.987579654695988
0.33,19,14.492109889902602
0.55,20,12.3120429248117
0.59,21,11.91566711297699
0.64,22,11.420197348183603
0.69,23,10.924727583390217
0.69,0,10.924727583390217
0.86,1,9.240130383092701
0.8,2,9.834694100844764
0.8,3,9.834694100844764
0.74,4,10.42925781859683
0.74,5,10.42925781859683
0.93,6,8.54647271238196
0.8,7,9.834694100844764
0.86,8,9.240130383092701
0.64,9,11.420197348183603
0.41,10,13.699358266233183
0.28,11,14.987579654695988
0.39,12,13.897546172150538
0.39,13,13.897546172150538
0.31,14,14.690297795819957
0.29,15,14.888485701737313
0.29,16,14.888485701737313
0.31,17,14.690297795819957
0.38,18,13.996640125109217
0.38,19,13.996640125109217
0.41,20,13.699358266233183
0.41,21,13.699358266233183
0.44,22,13.40207640735715
0.51,23,12.70841873664641
0.64,0,11.420197348183603
0.59,1,11.91566711297699
0.75,2,10.330163865638152
0.69,3,10.924727583390217
0.69,4,10.924727583390217
0.69,6,10.924727583390217
0.55,7,12.3120429248117
0.64,8,11.420197348183603
0.6,9,11.816573160018313
0.45,10,13.302982454398474
0.39,11,13.897546172150538
0.32,12,14.59120384286128
0.29,13,14.888485701737313
0.3,14,14.789391748778634
0.3,15,14.789391748778634
0.28,16,14.987579654695988
0.28,17,14.987579654695988
0.32,18,14.59120384286128
0.35,19,14.293921983985248
0.35,20,14.293921983985248
0.35,21,14.293921983985248
0.35,22,14.293921983985248
0.35,23,14.293921983985248
0.37,0,14.095734078067892
0.37,1,14.095734078067892
0.4,2,13.79845221919186
0.46,3,13.203888501439796
0.53,4,12.510230830729054
0.53,5,12.510230830729054
