temp,hr,Predicted Y
0.18,0,9.980474596659246
0.16,1,9.881651843797854
0.16,2,9.881651843797854
0.16,4,9.881651843797854
0.14,5,9.782829090936463
0.14,6,9.782829090936463
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.18,9,9.980474596659246
0.2,10,10.079297349520639
0.22,11,10.17812010238203
0.26,12,10.375765608104814
0.26,13,10.375765608104814
0.28,14,10.474588360966205
0.28,15,10.474588360966205
0.26,16,10.375765608104814
0.22,17,10.17812010238203
0.22,18,10.17812010238203
0.22,19,10.17812010238203
0.2,20,10.079297349520639
0.22,21,10.17812010238203
0.22,22,10.17812010238203
0.2,23,10.079297349520639
0.2,0,10.079297349520639
0.2,1,10.079297349520639
0.2,2,10.079297349520639
0.2,4,10.079297349520639
0.22,5,10.17812010238203
0.2,6,10.079297349520639
0.2,7,10.079297349520639
0.2,8,10.079297349520639
0.2,9,10.079297349520639
0.22,10,10.17812010238203
0.2,11,10.079297349520639
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.2,16,10.079297349520639
0.2,17,10.079297349520639
0.2,18,10.079297349520639
0.16,19,9.881651843797854
0.18,20,9.980474596659246
0.18,21,9.980474596659246
0.18,22,9.980474596659246
0.18,23,9.980474596659246
0.18,0,9.980474596659246
0.18,1,9.980474596659246
0.18,2,9.980474596659246
0.18,3,9.980474596659246
0.18,4,9.980474596659246
0.16,5,9.881651843797854
0.16,6,9.881651843797854
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.16,9,9.881651843797854
0.18,10,9.980474596659246
0.2,11,10.079297349520639
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.18,16,9.980474596659246
0.16,17,9.881651843797854
0.14,18,9.782829090936463
0.14,19,9.782829090936463
0.12,20,9.68400633807507
0.12,21,9.68400633807507
0.12,22,9.68400633807507
0.1,23,9.585183585213679
0.1,0,9.585183585213679
0.1,1,9.585183585213679
0.1,2,9.585183585213679
0.1,3,9.585183585213679
0.08,4,9.486360832352286
0.08,5,9.486360832352286
0.1,6,9.585183585213679
0.08,7,9.486360832352286
0.1,8,9.585183585213679
0.12,9,9.68400633807507
0.14,10,9.782829090936463
0.16,11,9.881651843797854
0.18,12,9.980474596659246
0.2,13,10.079297349520639
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.2,16,10.079297349520639
0.18,17,9.980474596659246
0.16,18,9.881651843797854
0.16,19,9.881651843797854
0.14,20,9.782829090936463
0.14,21,9.782829090936463
0.14,22,9.782829090936463
0.12,23,9.68400633807507
0.12,0,9.68400633807507
0.12,1,9.68400633807507
0.12,2,9.68400633807507
0.12,3,9.68400633807507
0.1,4,9.585183585213679
0.1,5,9.585183585213679
0.12,6,9.68400633807507
0.12,7,9.68400633807507
0.12,8,9.68400633807507
0.14,9,9.782829090936463
0.14,10,9.782829090936463
0.16,11,9.881651843797854
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.2,16,10.079297349520639
0.2,17,10.079297349520639
0.2,18,10.079297349520639
0.16,19,9.881651843797854
0.16,20,9.881651843797854
0.14,21,9.782829090936463
0.14,22,9.782829090936463
0.14,23,9.782829090936463
0.14,0,9.782829090936463
0.14,1,9.782829090936463
0.16,2,9.881651843797854
0.16,5,9.881651843797854
0.16,6,9.881651843797854
0.16,7,9.881651843797854
0.18,8,9.980474596659246
0.18,9,9.980474596659246
0.2,10,10.079297349520639
0.2,11,10.079297349520639
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.2,14,10.079297349520639
0.16,15,9.881651843797854
0.16,16,9.881651843797854
0.16,17,9.881651843797854
0.16,18,9.881651843797854
0.16,19,9.881651843797854
0.16,20,9.881651843797854
0.16,21,9.881651843797854
0.16,22,9.881651843797854
0.16,23,9.881651843797854
0.16,0,9.881651843797854
0.16,1,9.881651843797854
0.14,2,9.782829090936463
0.14,5,9.782829090936463
0.12,6,9.68400633807507
0.14,7,9.782829090936463
0.16,8,9.881651843797854
0.16,9,9.881651843797854
0.18,10,9.980474596659246
0.2,11,10.079297349520639
0.2,12,10.079297349520639
0.22,13,10.17812010238203
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.22,16,10.17812010238203
0.2,17,10.079297349520639
0.2,18,10.079297349520639
0.18,19,9.980474596659246
0.16,20,9.881651843797854
0.16,21,9.881651843797854
0.16,22,9.881651843797854
0.14,23,9.782829090936463
0.14,0,9.782829090936463
0.14,1,9.782829090936463
0.14,2,9.782829090936463
0.14,3,9.782829090936463
0.14,4,9.782829090936463
0.14,5,9.782829090936463
0.12,6,9.68400633807507
0.12,7,9.68400633807507
0.14,8,9.782829090936463
0.14,9,9.782829090936463
0.16,10,9.881651843797854
0.2,11,10.079297349520639
0.2,12,10.079297349520639
0.22,13,10.17812010238203
0.22,14,10.17812010238203
0.24,15,10.276942855243421
0.24,16,10.276942855243421
0.2,17,10.079297349520639
0.2,18,10.079297349520639
0.16,19,9.881651843797854
0.16,20,9.881651843797854
0.14,21,9.782829090936463
0.14,22,9.782829090936463
0.12,23,9.68400633807507
0.12,0,9.68400633807507
0.1,1,9.585183585213679
0.1,2,9.585183585213679
0.1,3,9.585183585213679
0.1,5,9.585183585213679
0.1,6,9.585183585213679
0.1,7,9.585183585213679
0.12,8,9.68400633807507
0.14,9,9.782829090936463
0.18,10,9.980474596659246
0.18,11,9.980474596659246
0.2,12,10.079297349520639
0.22,13,10.17812010238203
0.22,14,10.17812010238203
0.24,15,10.276942855243421
0.22,16,10.17812010238203
0.22,17,10.17812010238203
0.2,18,10.079297349520639
0.16,19,9.881651843797854
0.18,20,9.980474596659246
0.16,21,9.881651843797854
0.16,22,9.881651843797854
0.18,23,9.980474596659246
0.18,0,9.980474596659246
0.16,1,9.881651843797854
0.16,2,9.881651843797854
0.16,3,9.881651843797854
0.16,4,9.881651843797854
0.16,5,9.881651843797854
0.14,6,9.782829090936463
0.14,7,9.782829090936463
0.14,8,9.782829090936463
0.16,9,9.881651843797854
0.18,10,9.980474596659246
0.2,11,10.079297349520639
0.24,12,10.276942855243421
0.28,13,10.474588360966205
0.3,14,10.573411113827596
0.32,15,10.67223386668899
0.34,16,10.77105661955038
0.32,17,10.67223386668899
0.3,18,10.573411113827596
0.32,19,10.67223386668899
0.32,20,10.67223386668899
0.32,21,10.67223386668899
0.3,22,10.573411113827596
0.3,23,10.573411113827596
0.26,0,10.375765608104814
0.26,1,10.375765608104814
0.26,2,10.375765608104814
0.22,3,10.17812010238203
0.26,4,10.375765608104814
0.26,5,10.375765608104814
0.26,6,10.375765608104814
0.24,7,10.276942855243421
0.22,8,10.17812010238203
0.22,9,10.17812010238203
0.22,10,10.17812010238203
0.24,11,10.276942855243421
0.24,12,10.276942855243421
0.26,13,10.375765608104814
0.28,14,10.474588360966205
0.26,15,10.375765608104814
0.24,16,10.276942855243421
0.22,17,10.17812010238203
0.2,18,10.079297349520639
0.18,19,9.980474596659246
0.18,20,9.980474596659246
0.18,21,9.980474596659246
0.2,22,10.079297349520639
0.2,23,10.079297349520639
0.2,0,10.079297349520639
0.2,1,10.079297349520639
0.18,2,9.980474596659246
0.18,3,9.980474596659246
0.18,4,9.980474596659246
0.18,5,9.980474596659246
0.18,6,9.980474596659246
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.16,9,9.881651843797854
0.16,10,9.881651843797854
0.16,11,9.881651843797854
0.18,12,9.980474596659246
0.18,13,9.980474596659246
0.18,14,9.980474596659246
0.2,15,10.079297349520639
0.2,16,10.079297349520639
0.2,17,10.079297349520639
0.18,18,9.980474596659246
0.18,19,9.980474596659246
0.16,20,9.881651843797854
0.16,21,9.881651843797854
0.14,22,9.782829090936463
0.16,23,9.881651843797854
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.22,16,10.17812010238203
0.22,17,10.17812010238203
0.22,18,10.17812010238203
0.22,19,10.17812010238203
0.22,20,10.17812010238203
0.22,21,10.17812010238203
0.22,22,10.17812010238203
0.22,23,10.17812010238203
0.22,0,10.17812010238203
0.22,1,10.17812010238203
0.22,2,10.17812010238203
0.22,4,10.17812010238203
0.22,5,10.17812010238203
0.22,6,10.17812010238203
0.24,7,10.276942855243421
0.24,8,10.276942855243421
0.24,9,10.276942855243421
0.26,10,10.375765608104814
0.28,11,10.474588360966205
0.3,12,10.573411113827596
0.4,13,11.067524878134556
0.4,14,11.067524878134556
0.4,15,11.067524878134556
0.38,16,10.968702125273165
0.36,17,10.869879372411773
0.34,18,10.77105661955038
0.32,19,10.67223386668899
0.32,20,10.67223386668899
0.32,21,10.67223386668899
0.3,22,10.573411113827596
0.3,23,10.573411113827596
0.26,0,10.375765608104814
0.26,1,10.375765608104814
0.26,2,10.375765608104814
0.26,3,10.375765608104814
0.26,4,10.375765608104814
0.24,5,10.276942855243421
0.22,6,10.17812010238203
0.22,7,10.17812010238203
0.22,8,10.17812010238203
0.24,9,10.276942855243421
0.26,10,10.375765608104814
0.28,11,10.474588360966205
0.3,12,10.573411113827596
0.28,13,10.474588360966205
0.3,14,10.573411113827596
0.32,15,10.67223386668899
0.3,16,10.573411113827596
0.3,17,10.573411113827596
0.26,18,10.375765608104814
0.26,19,10.375765608104814
0.26,20,10.375765608104814
0.24,21,10.276942855243421
0.24,22,10.276942855243421
0.24,23,10.276942855243421
0.24,0,10.276942855243421
0.24,1,10.276942855243421
0.24,2,10.276942855243421
0.22,3,10.17812010238203
0.22,4,10.17812010238203
0.24,5,10.276942855243421
0.22,6,10.17812010238203
0.2,7,10.079297349520639
0.2,8,10.079297349520639
0.2,9,10.079297349520639
0.2,10,10.079297349520639
0.22,11,10.17812010238203
0.22,12,10.17812010238203
0.2,13,10.079297349520639
0.2,14,10.079297349520639
0.16,15,9.881651843797854
0.16,16,9.881651843797854
0.14,17,9.782829090936463
0.12,18,9.68400633807507
0.12,19,9.68400633807507
0.1,20,9.585183585213679
0.08,21,9.486360832352286
0.06,22,9.387538079490895
0.06,23,9.387538079490895
0.04,0,9.288715326629504
0.04,1,9.288715326629504
0.04,2,9.288715326629504
0.04,3,9.288715326629504
0.02,4,9.18989257376811
0.02,6,9.18989257376811
0.02,7,9.18989257376811
0.02,8,9.18989257376811
0.04,9,9.288715326629504
0.04,10,9.288715326629504
0.06,11,9.387538079490895
0.06,12,9.387538079490895
0.08,13,9.486360832352286
0.1,14,9.585183585213679
0.12,15,9.68400633807507
0.12,16,9.68400633807507
0.12,17,9.68400633807507
0.08,18,9.486360832352286
0.08,19,9.486360832352286
0.06,20,9.387538079490895
0.06,21,9.387538079490895
0.06,22,9.387538079490895
0.04,23,9.288715326629504
0.04,0,9.288715326629504
0.04,1,9.288715326629504
0.02,2,9.18989257376811
0.02,3,9.18989257376811
0.04,5,9.288715326629504
0.04,6,9.288715326629504
0.08,7,9.486360832352286
0.06,8,9.387538079490895
0.1,9,9.585183585213679
0.14,10,9.782829090936463
0.14,11,9.782829090936463
0.16,12,9.881651843797854
0.14,13,9.782829090936463
0.16,14,9.881651843797854
0.16,15,9.881651843797854
0.16,16,9.881651843797854
0.14,17,9.782829090936463
0.12,18,9.68400633807507
0.12,19,9.68400633807507
0.1,20,9.585183585213679
0.1,21,9.585183585213679
0.08,22,9.486360832352286
0.06,23,9.387538079490895
0.06,0,9.387538079490895
0.04,1,9.288715326629504
0.04,3,9.288715326629504
0.02,4,9.18989257376811
0.02,5,9.18989257376811
0.02,6,9.18989257376811
0.02,7,9.18989257376811
0.04,8,9.288715326629504
0.06,9,9.387538079490895
0.1,10,9.585183585213679
0.1,11,9.585183585213679
0.12,12,9.68400633807507
0.14,13,9.782829090936463
0.14,14,9.782829090936463
0.16,15,9.881651843797854
0.16,16,9.881651843797854
0.14,17,9.782829090936463
0.14,18,9.782829090936463
0.14,19,9.782829090936463
0.14,20,9.782829090936463
0.14,21,9.782829090936463
0.14,22,9.782829090936463
0.16,23,9.881651843797854
0.16,0,9.881651843797854
0.16,1,9.881651843797854
0.16,2,9.881651843797854
0.14,4,9.782829090936463
0.14,5,9.782829090936463
0.16,6,9.881651843797854
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.2,9,10.079297349520639
0.22,10,10.17812010238203
0.24,11,10.276942855243421
0.26,12,10.375765608104814
0.26,13,10.375765608104814
0.3,14,10.573411113827596
0.32,15,10.67223386668899
0.32,16,10.67223386668899
0.3,17,10.573411113827596
0.3,18,10.573411113827596
0.26,19,10.375765608104814
0.24,20,10.276942855243421
0.24,21,10.276942855243421
0.22,22,10.17812010238203
0.22,23,10.17812010238203
0.22,0,10.17812010238203
0.24,1,10.276942855243421
0.22,2,10.17812010238203
0.2,5,10.079297349520639
0.2,6,10.079297349520639
0.22,7,10.17812010238203
0.22,8,10.17812010238203
0.22,9,10.17812010238203
0.22,10,10.17812010238203
0.22,11,10.17812010238203
0.22,12,10.17812010238203
0.22,13,10.17812010238203
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.22,16,10.17812010238203
0.2,17,10.079297349520639
0.22,16,10.17812010238203
0.22,17,10.17812010238203
0.2,18,10.079297349520639
0.2,19,10.079297349520639
0.18,20,9.980474596659246
0.18,21,9.980474596659246
0.18,22,9.980474596659246
0.18,23,9.980474596659246
0.2,0,10.079297349520639
0.2,1,10.079297349520639
0.2,2,10.079297349520639
0.2,3,10.079297349520639
0.18,5,9.980474596659246
0.18,6,9.980474596659246
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.18,9,9.980474596659246
0.18,10,9.980474596659246
0.18,11,9.980474596659246
0.18,12,9.980474596659246
0.18,13,9.980474596659246
0.22,14,10.17812010238203
0.2,15,10.079297349520639
0.22,16,10.17812010238203
0.24,17,10.276942855243421
0.24,18,10.276942855243421
0.24,19,10.276942855243421
0.24,20,10.276942855243421
0.22,21,10.17812010238203
0.24,22,10.276942855243421
0.24,23,10.276942855243421
0.22,0,10.17812010238203
0.22,1,10.17812010238203
0.22,2,10.17812010238203
0.2,3,10.079297349520639
0.16,4,9.881651843797854
0.16,6,9.881651843797854
0.16,7,9.881651843797854
0.18,8,9.980474596659246
0.18,9,9.980474596659246
0.18,10,9.980474596659246
0.18,11,9.980474596659246
0.2,12,10.079297349520639
0.22,13,10.17812010238203
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.24,16,10.276942855243421
0.24,17,10.276942855243421
0.22,18,10.17812010238203
0.22,19,10.17812010238203
0.18,20,9.980474596659246
0.18,21,9.980474596659246
0.16,22,9.881651843797854
0.16,23,9.881651843797854
0.16,0,9.881651843797854
0.14,1,9.782829090936463
0.16,2,9.881651843797854
0.14,3,9.782829090936463
0.14,4,9.782829090936463
0.14,5,9.782829090936463
0.14,7,9.782829090936463
0.14,8,9.782829090936463
0.16,9,9.881651843797854
0.18,10,9.980474596659246
0.22,11,10.17812010238203
0.3,12,10.573411113827596
0.28,13,10.474588360966205
0.28,14,10.474588360966205
0.3,15,10.573411113827596
0.3,16,10.573411113827596
0.3,17,10.573411113827596
0.26,18,10.375765608104814
0.26,19,10.375765608104814
0.26,20,10.375765608104814
0.24,21,10.276942855243421
0.24,22,10.276942855243421
0.24,23,10.276942855243421
0.24,0,10.276942855243421
0.22,1,10.17812010238203
0.22,2,10.17812010238203
0.22,3,10.17812010238203
0.2,4,10.079297349520639
0.18,5,9.980474596659246
0.16,6,9.881651843797854
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.16,9,9.881651843797854
0.16,10,9.881651843797854
0.16,11,9.881651843797854
0.18,12,9.980474596659246
0.16,13,9.881651843797854
0.18,14,9.980474596659246
0.16,15,9.881651843797854
0.16,16,9.881651843797854
0.16,17,9.881651843797854
0.16,18,9.881651843797854
0.3,19,10.573411113827596
0.16,20,9.881651843797854
0.16,21,9.881651843797854
0.16,22,9.881651843797854
0.16,23,9.881651843797854
0.16,0,9.881651843797854
0.16,1,9.881651843797854
0.16,2,9.881651843797854
0.16,3,9.881651843797854
0.14,5,9.782829090936463
0.14,6,9.782829090936463
0.16,7,9.881651843797854
0.16,8,9.881651843797854
0.16,9,9.881651843797854
0.16,10,9.881651843797854
0.18,11,9.980474596659246
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.22,14,10.17812010238203
0.24,15,10.276942855243421
0.24,16,10.276942855243421
0.24,17,10.276942855243421
0.24,18,10.276942855243421
0.24,19,10.276942855243421
0.22,20,10.17812010238203
0.22,21,10.17812010238203
0.22,22,10.17812010238203
0.2,23,10.079297349520639
0.22,0,10.17812010238203
0.22,1,10.17812010238203
0.22,2,10.17812010238203
0.22,3,10.17812010238203
0.22,4,10.17812010238203
0.22,5,10.17812010238203
0.22,6,10.17812010238203
0.22,7,10.17812010238203
0.22,8,10.17812010238203
0.24,9,10.276942855243421
0.22,10,10.17812010238203
0.24,11,10.276942855243421
0.24,12,10.276942855243421
0.34,13,10.77105661955038
0.38,14,10.968702125273165
0.38,15,10.968702125273165
0.36,16,10.869879372411773
0.36,17,10.869879372411773
0.34,18,10.77105661955038
0.28,19,10.474588360966205
0.24,20,10.276942855243421
0.22,21,10.17812010238203
0.22,22,10.17812010238203
0.2,23,10.079297349520639
0.2,0,10.079297349520639
0.2,1,10.079297349520639
0.18,2,9.980474596659246
0.18,3,9.980474596659246
0.16,5,9.881651843797854
0.16,6,9.881651843797854
0.14,7,9.782829090936463
0.14,8,9.782829090936463
0.16,9,9.881651843797854
0.18,10,9.980474596659246
0.18,11,9.980474596659246
0.2,12,10.079297349520639
0.2,13,10.079297349520639
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.22,16,10.17812010238203
0.2,17,10.079297349520639
0.2,18,10.079297349520639
0.2,19,10.079297349520639
0.2,20,10.079297349520639
0.18,21,9.980474596659246
0.18,22,9.980474596659246
0.2,23,10.079297349520639
0.2,0,10.079297349520639
0.16,1,9.881651843797854
0.14,2,9.782829090936463
0.14,3,9.782829090936463
0.14,5,9.782829090936463
0.16,6,9.881651843797854
0.14,7,9.782829090936463
0.14,8,9.782829090936463
0.16,9,9.881651843797854
0.2,10,10.079297349520639
0.22,11,10.17812010238203
0.24,12,10.276942855243421
0.26,13,10.375765608104814
0.28,14,10.474588360966205
0.28,15,10.474588360966205
0.3,16,10.573411113827596
0.26,17,10.375765608104814
0.24,18,10.276942855243421
0.24,19,10.276942855243421
0.24,20,10.276942855243421
0.24,21,10.276942855243421
0.24,22,10.276942855243421
0.24,23,10.276942855243421
0.24,0,10.276942855243421
0.24,1,10.276942855243421
0.24,2,10.276942855243421
0.24,3,10.276942855243421
0.22,4,10.17812010238203
0.2,5,10.079297349520639
0.2,6,10.079297349520639
0.22,7,10.17812010238203
0.2,8,10.079297349520639
0.2,9,10.079297349520639
0.2,10,10.079297349520639
0.22,11,10.17812010238203
0.22,12,10.17812010238203
0.22,13,10.17812010238203
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.22,16,10.17812010238203
0.24,17,10.276942855243421
0.28,18,10.474588360966205
0.28,19,10.474588360966205
0.3,20,10.573411113827596
0.26,21,10.375765608104814
0.26,22,10.375765608104814
0.26,23,10.375765608104814
0.26,0,10.375765608104814
0.26,1,10.375765608104814
0.26,2,10.375765608104814
0.26,3,10.375765608104814
0.26,4,10.375765608104814
0.26,5,10.375765608104814
0.26,6,10.375765608104814
0.24,7,10.276942855243421
0.24,8,10.276942855243421
0.28,9,10.474588360966205
0.3,10,10.573411113827596
0.32,11,10.67223386668899
0.34,12,10.77105661955038
0.34,13,10.77105661955038
0.34,14,10.77105661955038
0.34,15,10.77105661955038
0.34,16,10.77105661955038
0.34,17,10.77105661955038
0.3,18,10.573411113827596
0.28,19,10.474588360966205
0.28,20,10.474588360966205
0.26,21,10.375765608104814
0.26,22,10.375765608104814
0.24,23,10.276942855243421
0.24,0,10.276942855243421
0.22,1,10.17812010238203
0.2,2,10.079297349520639
0.2,3,10.079297349520639
0.2,4,10.079297349520639
0.2,5,10.079297349520639
0.18,6,9.980474596659246
0.18,7,9.980474596659246
0.16,8,9.881651843797854
0.22,9,10.17812010238203
0.24,10,10.276942855243421
0.3,11,10.573411113827596
0.32,12,10.67223386668899
0.36,13,10.869879372411773
0.36,14,10.869879372411773
0.38,15,10.968702125273165
0.36,16,10.869879372411773
0.32,17,10.67223386668899
0.34,18,10.77105661955038
0.32,19,10.67223386668899
0.32,20,10.67223386668899
0.32,21,10.67223386668899
0.28,22,10.474588360966205
0.3,23,10.573411113827596
0.28,0,10.474588360966205
0.28,1,10.474588360966205
0.26,2,10.375765608104814
0.28,3,10.474588360966205
0.26,4,10.375765608104814
0.26,5,10.375765608104814
0.26,6,10.375765608104814
0.24,7,10.276942855243421
0.24,8,10.276942855243421
0.24,9,10.276942855243421
0.22,10,10.17812010238203
0.22,11,10.17812010238203
0.24,12,10.276942855243421
0.24,13,10.276942855243421
0.22,14,10.17812010238203
0.22,15,10.17812010238203
0.22,16,10.17812010238203
0.22,17,10.17812010238203
0.2,18,10.079297349520639
0.16,19,9.881651843797854
0.16,20,9.881651843797854
0.14,21,9.782829090936463
0.12,22,9.68400633807507
0.12,23,9.68400633807507
0.1,0,9.585183585213679
0.1,1,9.585183585213679
0.08,2,9.486360832352286
0.06,3,9.387538079490895
0.06,5,9.387538079490895
0.06,6,9.387538079490895
0.06,7,9.387538079490895
0.1,8,9.585183585213679
0.12,9,9.68400633807507
0.14,10,9.782829090936463
0.14,11,9.782829090936463
0.18,12,9.980474596659246
0.18,13,9.980474596659246
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.2,16,10.079297349520639
0.2,17,10.079297349520639
0.18,18,9.980474596659246
0.14,19,9.782829090936463
0.14,20,9.782829090936463
0.14,21,9.782829090936463
0.16,22,9.881651843797854
0.16,23,9.881651843797854
0.14,0,9.782829090936463
0.14,1,9.782829090936463
0.14,2,9.782829090936463
0.14,4,9.782829090936463
0.12,5,9.68400633807507
0.12,6,9.68400633807507
0.1,7,9.585183585213679
0.1,8,9.585183585213679
0.12,9,9.68400633807507
0.12,10,9.68400633807507
0.14,11,9.782829090936463
0.16,12,9.881651843797854
0.18,13,9.980474596659246
0.2,14,10.079297349520639
0.2,15,10.079297349520639
0.2,16,10.079297349520639
0.18,17,9.980474596659246
0.16,18,9.881651843797854
0.14,19,9.782829090936463
0.14,20,9.782829090936463
0.14,21,9.782829090936463
0.12,22,9.68400633807507
0.12,23,9.68400633807507
0.1,0,9.585183585213679
0.1,1,9.585183585213679
0.1,2,9.585183585213679
0.08,5,9.486360832352286
0.1,6,9.585183585213679
0.08,7,9.486360832352286
0.1,8,9.585183585213679
0.12,9,9.68400633807507
0.14,10,9.782829090936463
0.22,11,10.17812010238203
0.22,12,10.17812010238203
0.24,13,10.276942855243421
0.3,14,10.573411113827596
0.32,15,10.67223386668899
0.3,16,10.573411113827596
0.3,17,10.573411113827596
0.28,18,10.474588360966205
0.26,19,10.375765608104814
0.22,20,10.17812010238203
0.2,21,10.079297349520639
0.2,22,10.079297349520639
0.18,23,9.980474596659246
0.16,0,9.881651843797854
0.14,1,9.782829090936463
0.14,2,9.782829090936463
0.12,3,9.68400633807507
0.12,4,9.68400633807507
0.12,5,9.68400633807507
0.12,6,9.68400633807507
0.12,7,9.68400633807507
0.14,8,9.782829090936463
0.16,9,9.881651843797854
0.22,10,10.17812010238203
0.3,11,10.573411113827596
0.3,12,10.573411113827596
0.3,13,10.573411113827596
0.34,14,10.77105661955038
0.34,15,10.77105661955038
0.34,16,10.77105661955038
0.32,17,10.67223386668899
0.28,18,10.474588360966205
0.28,19,10.474588360966205
0.26,20,10.375765608104814
0.26,21,10.375765608104814
0.24,22,10.276942855243421
0.22,23,10.17812010238203
0.2,0,10.079297349520639
0.2,1,10.079297349520639
0.2,2,10.079297349520639
0.2,3,10.079297349520639
0.2,4,10.079297349520639
0.2,6,10.079297349520639
0.22,7,10.17812010238203
0.22,8,10.17812010238203
0.24,9,10.276942855243421
0.3,10,10.573411113827596
0.32,11,10.67223386668899
0.36,12,10.869879372411773
0.38,13,10.968702125273165
0.4,14,11.067524878134556
0.4,15,11.067524878134556
0.42,16,11.166347630995949
0.42,17,11.166347630995949
0.4,18,11.067524878134556
0.4,19,11.067524878134556
0.4,20,11.067524878134556
0.4,21,11.067524878134556
0.4,22,11.067524878134556
0.4,23,11.067524878134556
0.38,0,10.968702125273165
0.38,1,10.968702125273165
0.36,2,10.869879372411773
0.34,3,10.77105661955038
0.32,4,10.67223386668899
0.32,5,10.67223386668899
