hum,casual,Predicted Y
0.41,2,54.9414376521893
0.41,3,54.9414376521893
0.38,5,57.602026266553956
0.38,2,57.602026266553956
0.4,4,55.82830052364418
0.4,3,55.82830052364418
0.47,1,49.62026042345998
0.47,0,49.62026042345998
0.46,0,50.50712329491486
0.46,0,50.50712329491486
0.5,1,46.95967180909532
0.5,0,46.95967180909532
0.54,0,43.41222032327577
0.54,0,43.41222032327577
0.54,0,43.41222032327577
0.54,0,43.41222032327577
0.54,0,43.41222032327577
0.74,0,25.674962894178037
0.68,2,30.996140122907356
0.69,0,30.109277251452475
0.55,4,42.52535745182088
0.51,6,46.07280893764043
0.44,2,52.28084903782464
0.37,4,58.488889138008844
0.41,5,54.9414376521893
0.38,9,57.602026266553956
0.41,3,54.9414376521893
0.41,4,54.9414376521893
0.47,5,49.62026042345998
0.59,3,38.977905966001344
0.59,0,38.977905966001344
0.69,4,30.109277251452475
0.69,2,30.109277251452475
0.55,1,42.52535745182088
0.55,3,42.52535745182088
0.59,2,38.977905966001344
0.59,0,38.977905966001344
0.59,1,38.977905966001344
0.59,0,38.977905966001344
0.59,0,38.977905966001344
0.63,1,35.430454480181794
0.63,1,35.430454480181794
0.63,1,35.430454480181794
0.64,2,34.543591608726906
0.59,2,38.977905966001344
0.55,18,42.52535745182088
0.48,15,48.733397552005094
0.38,21,57.602026266553956
0.39,26,56.71516339509907
0.36,21,59.37575200946373
0.34,33,61.1494777523735
0.36,29,59.37575200946373
0.45,15,51.39398616636975
0.39,14,56.71516339509907
0.39,6,56.71516339509907
0.39,6,56.71516339509907
0.42,0,54.05457478073441
0.45,5,51.39398616636975
0.56,6,41.63849458036599
0.56,4,41.63849458036599
0.56,3,41.63849458036599
0.69,9,30.109277251452475
0.56,0,41.63849458036599
0.56,1,41.63849458036599
0.56,0,41.63849458036599
0.56,0,41.63849458036599
0.55,0,42.52535745182088
0.51,3,46.07280893764043
0.51,8,46.07280893764043
0.44,23,52.28084903782464
0.41,29,54.9414376521893
0.35,23,60.26261488091862
0.36,22,59.37575200946373
0.38,35,57.602026266553956
0.38,22,57.602026266553956
0.37,23,58.488889138008844
0.4,11,55.82830052364418
0.47,14,49.62026042345998
0.47,7,49.62026042345998
0.51,6,46.07280893764043
0.49,2,47.84653468055021
0.4,0,55.82830052364418
0.47,1,49.62026042345998
0.44,1,52.28084903782464
0.43,0,53.167711909279525
0.43,0,53.167711909279525
0.43,1,53.167711909279525
0.43,0,53.167711909279525
0.43,0,53.167711909279525
0.5,4,46.95967180909532
0.47,3,49.62026042345998
0.47,8,49.62026042345998
0.5,7,46.95967180909532
0.55,9,42.52535745182088
0.47,10,49.62026042345998
0.47,13,49.62026042345998
0.43,12,53.167711909279525
0.47,21,49.62026042345998
0.47,6,49.62026042345998
0.51,4,46.07280893764043
0.55,7,42.52535745182088
0.59,2,38.977905966001344
0.8,4,20.35378566544871
0.8,3,20.35378566544871
0.93,0,8.824568336535194
0.86,1,15.0326084367194
0.86,0,15.0326084367194
0.86,0,15.0326084367194
0.8,2,20.35378566544871
0.87,3,14.14574556526452
0.87,0,14.14574556526452
0.82,1,18.58005992253895
0.8,1,20.35378566544871
0.8,1,20.35378566544871
0.87,0,14.14574556526452
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.92,1,9.711431207990074
0.93,1,8.824568336535194
0.93,2,8.824568336535194
0.93,1,8.824568336535194
0.87,5,14.14574556526452
0.81,5,19.46692279399383
0.62,11,36.31731735163668
0.58,7,39.86476883745623
0.54,4,43.41222032327577
0.58,10,39.86476883745623
0.57,7,40.75163170891112
0.61,5,37.20418022309157
0.57,4,40.75163170891112
0.49,2,47.84653468055021
0.49,4,47.84653468055021
0.52,6,45.185946066185544
0.52,1,45.185946066185544
0.56,5,41.63849458036599
0.56,2,41.63849458036599
0.56,0,41.63849458036599
0.56,0,41.63849458036599
0.56,0,41.63849458036599
0.6,0,38.09104309454646
0.6,0,38.09104309454646
0.55,1,42.52535745182088
0.55,2,42.52535745182088
0.52,3,45.185946066185544
0.48,1,48.733397552005094
0.45,5,51.39398616636975
0.42,7,54.05457478073441
0.45,12,51.39398616636975
0.45,6,51.39398616636975
0.45,8,51.39398616636975
0.49,8,47.84653468055021
0.49,8,47.84653468055021
0.56,1,41.63849458036599
0.56,6,41.63849458036599
0.6,2,38.09104309454646
0.6,3,38.09104309454646
0.65,0,33.65672873727202
0.65,3,33.65672873727202
0.7,1,29.222414379997588
0.7,0,29.222414379997588
0.75,0,24.788100022723157
0.8,0,20.35378566544871
0.87,0,14.14574556526452
0.6,1,38.09104309454646
0.55,0,42.52535745182088
0.51,2,46.07280893764043
0.47,7,49.62026042345998
0.51,7,46.07280893764043
0.47,6,49.62026042345998
0.41,6,54.9414376521893
0.27,11,67.3575178525577
0.21,8,72.67869508128703
0.25,6,69.13124359546748
0.26,4,68.2443807240126
0.26,0,68.2443807240126
0.28,10,66.47065498110283
0.3,1,64.69692923819305
0.3,3,64.69692923819305
0.33,1,62.036340623828394
0.38,0,57.602026266553956
0.41,1,54.9414376521893
0.38,0,57.602026266553956
0.45,0,51.39398616636975
0.41,3,54.9414376521893
0.41,0,54.9414376521893
0.41,1,54.9414376521893
0.48,0,48.733397552005094
0.44,0,52.28084903782464
0.44,0,52.28084903782464
0.44,1,52.28084903782464
0.41,3,54.9414376521893
0.41,3,54.9414376521893
0.38,4,57.602026266553956
0.38,10,57.602026266553956
0.35,12,60.26261488091862
0.33,11,62.036340623828394
0.28,10,66.47065498110283
0.28,11,66.47065498110283
0.28,8,66.47065498110283
0.35,0,60.26261488091862
0.35,6,60.26261488091862
0.45,1,51.39398616636975
0.41,0,54.9414376521893
0.49,7,47.84653468055021
0.57,2,40.75163170891112
0.57,2,40.75163170891112
0.57,1,40.75163170891112
0.62,3,36.31731735163668
0.62,1,36.31731735163668
0.57,0,40.75163170891112
0.57,0,40.75163170891112
0.58,1,39.86476883745623
0.62,2,36.31731735163668
0.54,3,43.41222032327577
0.46,7,50.50712329491486
0.43,22,53.167711909279525
0.37,24,58.488889138008844
0.33,12,62.036340623828394
0.28,17,66.47065498110283
0.28,13,66.47065498110283
0.26,9,68.2443807240126
0.26,5,68.2443807240126
0.3,5,64.69692923819305
0.3,5,64.69692923819305
0.36,4,59.37575200946373
0.36,5,59.37575200946373
0.38,5,57.602026266553956
0.41,4,54.9414376521893
0.41,0,54.9414376521893
0.45,0,51.39398616636975
0.45,0,51.39398616636975
0.48,0,48.733397552005094
0.48,0,48.733397552005094
0.48,0,48.733397552005094
0.48,5,48.733397552005094
0.49,6,47.84653468055021
0.41,4,54.9414376521893
0.42,6,54.05457478073441
0.46,3,50.50712329491486
0.42,11,54.05457478073441
0.43,6,53.167711909279525
0.46,2,50.50712329491486
0.4,7,55.82830052364418
0.47,4,49.62026042345998
0.5,6,46.95967180909532
0.59,8,38.977905966001344
0.54,5,43.41222032327577
0.59,1,38.977905966001344
0.63,6,35.430454480181794
0.63,3,35.430454480181794
0.64,3,34.543591608726906
0.69,3,30.109277251452475
0.69,0,30.109277251452475
0.69,0,30.109277251452475
0.74,0,25.674962894178037
0.74,0,25.674962894178037
0.74,1,25.674962894178037
0.74,5,25.674962894178037
0.74,5,25.674962894178037
0.64,10,34.543591608726906
0.6,6,38.09104309454646
0.6,6,38.09104309454646
0.56,21,41.63849458036599
0.56,21,41.63849458036599
0.45,11,51.39398616636975
0.42,21,54.05457478073441
0.42,14,54.05457478073441
0.45,14,51.39398616636975
0.49,7,47.84653468055021
0.65,13,33.65672873727202
0.65,16,33.65672873727202
0.65,5,33.65672873727202
0.64,4,34.543591608726906
0.64,3,34.543591608726906
0.69,3,30.109277251452475
0.65,0,33.65672873727202
0.69,3,30.109277251452475
0.86,0,15.0326084367194
0.86,0,15.0326084367194
0.87,1,14.14574556526452
0.87,3,14.14574556526452
0.87,3,14.14574556526452
0.93,2,8.824568336535194
0.93,6,8.824568336535194
0.93,7,8.824568336535194
0.93,4,8.824568336535194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.55,1,42.52535745182088
0.55,2,42.52535745182088
0.69,3,30.109277251452475
0.69,3,30.109277251452475
0.74,4,25.674962894178037
0.74,2,25.674962894178037
0.74,0,25.674962894178037
0.8,0,20.35378566544871
0.75,0,24.788100022723157
0.75,1,24.788100022723157
0.75,0,24.788100022723157
0.75,1,24.788100022723157
0.8,0,20.35378566544871
0.8,0,20.35378566544871
0.86,2,15.0326084367194
0.86,2,15.0326084367194
0.86,6,15.0326084367194
0.86,0,15.0326084367194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.8,2,20.35378566544871
0.86,1,15.0326084367194
0.8,10,20.35378566544871
0.75,2,24.788100022723157
0.75,2,24.788100022723157
0.75,5,24.788100022723157
0.7,1,29.222414379997588
0.75,1,24.788100022723157
0.65,0,33.65672873727202
0.6,1,38.09104309454646
0.64,2,34.543591608726906
0.64,0,34.543591608726906
0.64,0,34.543591608726906
0.64,3,34.543591608726906
0.69,1,30.109277251452475
0.64,0,34.543591608726906
0.59,1,38.977905966001344
0.55,3,42.52535745182088
0.59,0,38.977905966001344
0.64,4,34.543591608726906
0.64,4,34.543591608726906
0.59,12,38.977905966001344
0.55,9,42.52535745182088
0.6,10,38.09104309454646
0.69,22,30.109277251452475
0.6,19,38.09104309454646
0.6,9,38.09104309454646
0.69,9,30.109277251452475
0.69,6,30.109277251452475
0.74,1,25.674962894178037
0.74,1,25.674962894178037
0.8,4,20.35378566544871
0.8,3,20.35378566544871
0.8,0,20.35378566544871
0.8,7,20.35378566544871
0.8,1,20.35378566544871
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.86,0,15.0326084367194
0.86,0,15.0326084367194
0.86,1,15.0326084367194
0.8,4,20.35378566544871
0.8,7,20.35378566544871
0.75,9,24.788100022723157
0.52,10,45.185946066185544
0.61,13,37.20418022309157
0.61,18,37.20418022309157
0.56,14,41.63849458036599
0.56,19,41.63849458036599
0.56,6,41.63849458036599
0.65,8,33.65672873727202
0.65,9,33.65672873727202
0.65,3,33.65672873727202
0.7,3,29.222414379997588
0.7,2,29.222414379997588
0.65,5,33.65672873727202
0.65,1,33.65672873727202
0.64,2,34.543591608726906
0.64,0,34.543591608726906
0.64,0,34.543591608726906
0.59,0,38.977905966001344
0.64,0,34.543591608726906
0.69,0,30.109277251452475
0.64,1,34.543591608726906
0.59,3,38.977905966001344
0.59,0,38.977905966001344
0.59,1,38.977905966001344
0.59,2,38.977905966001344
0.55,6,42.52535745182088
0.59,2,38.977905966001344
0.55,1,42.52535745182088
0.59,3,38.977905966001344
0.56,3,41.63849458036599
0.59,6,38.977905966001344
0.55,3,42.52535745182088
0.61,3,37.20418022309157
0.59,0,38.977905966001344
0.59,3,38.977905966001344
0.59,0,38.977905966001344
0.64,2,34.543591608726906
0.64,2,34.543591608726906
0.69,0,30.109277251452475
0.69,0,30.109277251452475
0.69,0,30.109277251452475
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,3,8.824568336535194
0.93,2,8.824568336535194
0.93,0,8.824568336535194
0.86,2,15.0326084367194
0.86,2,15.0326084367194
0.86,3,15.0326084367194
0.8,5,20.35378566544871
0.75,7,24.788100022723157
0.75,3,24.788100022723157
0.75,4,24.788100022723157
0.81,3,19.46692279399383
0.81,3,19.46692279399383
0.87,5,14.14574556526452
0.87,0,14.14574556526452
0.87,2,14.14574556526452
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,4,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.93,1,8.824568336535194
0.93,1,8.824568336535194
0.93,1,8.824568336535194
0.93,4,8.824568336535194
1.0,2,2.6165282363509874
0.93,5,8.824568336535194
0.93,3,8.824568336535194
0.93,1,8.824568336535194
0.82,2,18.58005992253895
0.76,10,23.901237151268262
0.71,8,28.3355515085427
0.53,7,44.299083194730656
0.42,7,54.05457478073441
0.45,3,51.39398616636975
0.48,4,48.733397552005094
0.47,1,49.62026042345998
0.44,5,52.28084903782464
0.44,3,52.28084903782464
0.4,1,55.82830052364418
0.44,0,52.28084903782464
0.43,0,53.167711909279525
0.43,0,53.167711909279525
0.5,0,46.95967180909532
0.43,0,53.167711909279525
0.5,1,46.95967180909532
0.5,4,46.95967180909532
0.47,6,49.62026042345998
0.43,2,53.167711909279525
0.43,9,53.167711909279525
0.4,2,55.82830052364418
0.4,4,55.82830052364418
0.37,4,58.488889138008844
0.37,4,58.488889138008844
0.37,5,58.488889138008844
0.4,5,55.82830052364418
0.4,2,55.82830052364418
0.4,4,55.82830052364418
0.47,1,49.62026042345998
0.55,1,42.52535745182088
0.51,2,46.07280893764043
0.47,4,49.62026042345998
0.44,3,52.28084903782464
0.59,0,38.977905966001344
0.63,0,35.430454480181794
0.63,0,35.430454480181794
0.63,0,35.430454480181794
0.55,2,42.52535745182088
0.59,0,38.977905966001344
0.74,3,25.674962894178037
0.8,3,20.35378566544871
0.51,5,46.07280893764043
0.51,3,46.07280893764043
0.48,8,48.733397552005094
0.5,9,46.95967180909532
0.45,15,51.39398616636975
0.48,9,48.733397552005094
0.42,8,54.05457478073441
0.56,10,41.63849458036599
0.6,3,38.09104309454646
0.65,1,33.65672873727202
0.65,2,33.65672873727202
0.7,2,29.222414379997588
0.65,1,33.65672873727202
0.7,1,29.222414379997588
0.7,3,29.222414379997588
0.65,1,33.65672873727202
0.75,5,24.788100022723157
0.75,1,24.788100022723157
0.93,0,8.824568336535194
1.0,0,2.6165282363509874
1.0,0,2.6165282363509874
0.93,0,8.824568336535194
1.0,0,2.6165282363509874
1.0,3,2.6165282363509874
1.0,3,2.6165282363509874
1.0,1,2.6165282363509874
1.0,10,2.6165282363509874
1.0,10,2.6165282363509874
1.0,5,2.6165282363509874
1.0,11,2.6165282363509874
1.0,8,2.6165282363509874
1.0,14,2.6165282363509874
0.93,2,8.824568336535194
0.93,6,8.824568336535194
0.87,5,14.14574556526452
1.0,3,2.6165282363509874
0.93,2,8.824568336535194
0.93,7,8.824568336535194
0.7,2,29.222414379997588
0.65,4,33.65672873727202
0.6,0,38.09104309454646
0.6,3,38.09104309454646
0.6,0,38.09104309454646
0.6,0,38.09104309454646
0.6,0,38.09104309454646
0.65,0,33.65672873727202
0.65,2,33.65672873727202
0.56,7,41.63849458036599
0.52,15,45.185946066185544
0.49,28,47.84653468055021
0.46,48,50.50712329491486
0.46,47,50.50712329491486
0.46,47,50.50712329491486
0.46,52,50.50712329491486
0.49,42,47.84653468055021
0.46,24,50.50712329491486
0.56,13,41.63849458036599
0.61,1,37.20418022309157
0.61,5,37.20418022309157
0.6,5,38.09104309454646
0.6,5,38.09104309454646
0.65,4,33.65672873727202
0.65,1,33.65672873727202
0.75,1,24.788100022723157
0.8,0,20.35378566544871
0.86,0,15.0326084367194
0.86,1,15.0326084367194
0.86,1,15.0326084367194
0.93,1,8.824568336535194
0.86,6,15.0326084367194
1.0,7,2.6165282363509874
0.8,3,20.35378566544871
0.75,6,24.788100022723157
0.65,11,33.65672873727202
0.62,7,36.31731735163668
0.57,10,40.75163170891112
0.57,8,40.75163170891112
0.54,4,43.41222032327577
0.57,16,40.75163170891112
0.7,9,29.222414379997588
0.66,5,32.76986586581713
0.7,5,29.222414379997588
0.7,6,29.222414379997588
0.7,3,29.222414379997588
0.81,3,19.46692279399383
0.81,6,19.46692279399383
0.87,4,14.14574556526452
0.87,0,14.14574556526452
0.93,1,8.824568336535194
0.93,0,8.824568336535194
0.93,0,8.824568336535194
0.81,0,19.46692279399383
0.7,0,29.222414379997588
0.65,3,33.65672873727202
0.56,7,41.63849458036599
0.52,7,45.185946066185544
0.47,4,49.62026042345998
0.47,1,49.62026042345998
0.38,2,57.602026266553956
0.32,2,62.923203495283275
0.37,3,58.488889138008844
0.35,6,60.26261488091862
0.35,4,60.26261488091862
0.32,4,62.923203495283275
0.32,1,62.923203495283275
0.4,1,55.82830052364418
0.4,3,55.82830052364418
0.33,8,62.036340623828394
0.33,0,62.036340623828394
0.33,3,62.036340623828394
0.36,0,59.37575200946373
0.36,0,59.37575200946373
0.38,1,57.602026266553956
0.45,0,51.39398616636975
0.45,0,51.39398616636975
0.45,0,51.39398616636975
0.49,4,47.84653468055021
0.42,1,54.05457478073441
0.39,4,56.71516339509907
0.36,8,59.37575200946373
0.43,1,53.167711909279525
0.4,4,55.82830052364418
0.4,2,55.82830052364418
0.34,2,61.1494777523735
0.34,3,61.1494777523735
0.37,7,58.488889138008844
0.34,9,61.1494777523735
0.47,2,49.62026042345998
0.86,1,15.0326084367194
0.86,0,15.0326084367194
0.86,0,15.0326084367194
0.8,4,20.35378566544871
0.8,0,20.35378566544871
0.86,0,15.0326084367194
0.8,0,20.35378566544871
0.8,0,20.35378566544871
0.59,0,38.977905966001344
0.5,0,46.95967180909532
0.54,0,43.41222032327577
0.5,0,46.95967180909532
0.49,5,47.84653468055021
0.42,1,54.05457478073441
0.42,1,54.05457478073441
0.39,1,56.71516339509907
0.34,4,61.1494777523735
0.29,3,65.58379210964794
0.27,6,67.3575178525577
0.25,0,69.13124359546748
0.27,4,67.3575178525577
0.26,6,68.2443807240126
0.28,3,66.47065498110283
0.28,2,66.47065498110283
0.31,4,63.81006636673817
0.39,2,56.71516339509907
0.39,4,56.71516339509907
0.42,1,54.05457478073441
0.49,2,47.84653468055021
0.54,1,43.41222032327577
0.54,0,43.41222032327577
0.63,0,35.430454480181794
0.68,1,30.996140122907356
0.73,1,26.561825765632932
0.74,4,25.674962894178037
0.74,8,25.674962894178037
0.69,5,30.109277251452475
0.47,12,49.62026042345998
0.47,7,49.62026042345998
0.35,21,60.26261488091862
0.26,17,68.2443807240126
0.21,12,72.67869508128703
0.28,14,66.47065498110283
0.24,18,70.01810646692238
0.28,9,66.47065498110283
0.33,7,62.036340623828394
0.55,2,42.52535745182088
0.59,1,38.977905966001344
0.64,2,34.543591608726906
0.69,5,30.109277251452475
0.69,3,30.109277251452475
0.86,2,15.0326084367194
0.8,2,20.35378566544871
0.8,3,20.35378566544871
0.74,0,25.674962894178037
0.74,0,25.674962894178037
0.93,1,8.824568336535194
0.8,2,20.35378566544871
0.86,2,15.0326084367194
0.64,5,34.543591608726906
0.41,13,54.9414376521893
0.28,30,66.47065498110283
0.39,27,56.71516339509907
0.39,32,56.71516339509907
0.31,30,63.81006636673817
0.29,47,65.58379210964794
0.29,42,65.58379210964794
0.31,24,63.81006636673817
0.38,4,57.602026266553956
0.38,2,57.602026266553956
0.41,1,54.9414376521893
0.41,9,54.9414376521893
0.44,6,52.28084903782464
0.51,1,46.07280893764043
0.64,5,34.543591608726906
0.59,1,38.977905966001344
0.75,1,24.788100022723157
0.69,4,30.109277251452475
0.69,0,30.109277251452475
0.69,2,30.109277251452475
0.55,0,42.52535745182088
0.64,1,34.543591608726906
0.6,12,38.09104309454646
0.45,19,51.39398616636975
0.39,26,56.71516339509907
0.32,58,62.923203495283275
0.29,62,65.58379210964794
0.3,51,64.69692923819305
0.3,40,64.69692923819305
0.28,28,66.47065498110283
0.28,30,66.47065498110283
0.32,17,62.923203495283275
0.35,11,60.26261488091862
0.35,15,60.26261488091862
0.35,6,60.26261488091862
0.35,5,60.26261488091862
0.35,3,60.26261488091862
0.37,3,58.488889138008844
0.37,1,58.488889138008844
0.4,0,55.82830052364418
0.46,1,50.50712329491486
0.53,0,44.299083194730656
