cnt,temp,Predicted Y
182,0.26,0.4937803155396087
112,0.24,0.4637016520242919
54,0.24,0.4387793308258866
48,0.22,0.43620115966743084
35,0.22,0.43061512215744346
11,0.2,0.4203024375236205
6,0.2,0.41815396155824075
6,0.16,0.41815396155824075
2,0.16,0.41643518078593694
2,0.24,0.41643518078593694
3,0.22,0.4168648759790129
33,0.2,0.42975573177129156
88,0.18,0.453388967390469
195,0.2,0.49936635304959615
115,0.22,0.4649907376035198
57,0.22,0.44006841640511446
46,0.26,0.43534176928127893
79,0.26,0.44952171065278546
71,0.28,0.4460841491081778
62,0.3,0.4422168923704942
62,0.3,0.4422168923704942
89,0.3,0.453818662583545
190,0.24,0.4972178770842164
169,0.24,0.48819427802962134
132,0.24,0.472295555885811
89,0.22,0.453818662583545
43,0.2,0.4340526837020511
42,0.18,0.4336229885089751
19,0.2,0.4237399990682282
11,0.18,0.4203024375236205
4,0.16,0.41729457117208885
2,0.16,0.41643518078593694
1,0.16,0.416005485592861
4,0.14,0.41729457117208885
36,0.14,0.4310448173505194
95,0.16,0.4563968337420007
219,0.16,0.509679037683419
122,0.18,0.4679986039550515
45,0.2,0.434912074088203
59,0.22,0.44092780679126636
84,0.26,0.4516701866181652
67,0.26,0.444365368335874
70,0.28,0.44565445391510183
62,0.28,0.4422168923704942
86,0.26,0.4525295770043171
172,0.22,0.4894833636088492
163,0.22,0.48561610687116563
112,0.22,0.4637016520242919
69,0.2,0.4452247587220259
48,0.22,0.43620115966743084
52,0.22,0.43791994043973465
23,0.2,0.425458779840532
17,0.2,0.4228806086820763
7,0.2,0.4185836567513167
1,0.2,0.416005485592861
1,0.2,0.416005485592861
5,0.22,0.4177242663651648
34,0.2,0.4301854269643675
84,0.2,0.4516701866181652
210,0.2,0.5058117809457354
134,0.2,0.4731549462719629
63,0.22,0.44264658756357017
67,0.2,0.444365368335874
59,0.2,0.44092780679126636
73,0.2,0.4469435394943297
50,0.2,0.43706055005358274
72,0.2,0.44651384430125374
87,0.2,0.45295927219739307
187,0.2,0.4959287915049885
123,0.2,0.46842829914812745
95,0.16,0.4563968337420007
51,0.18,0.4374902452466587
39,0.18,0.43233390292974727
36,0.18,0.4310448173505194
15,0.18,0.42202121829592437
25,0.18,0.4263181702266839
16,0.18,0.4224509134890003
16,0.18,0.4224509134890003
7,0.18,0.4185836567513167
1,0.18,0.416005485592861
5,0.16,0.4177242663651648
2,0.16,0.41643518078593694
9,0.16,0.4194430471374686
15,0.16,0.42202121829592437
20,0.16,0.42416969426130413
61,0.18,0.44178719717741827
62,0.2,0.4422168923704942
98,0.2,0.4576859193212286
102,0.2,0.4594047000935324
95,0.2,0.4563968337420007
74,0.2,0.44737323468740564
76,0.18,0.44823262507355754
69,0.16,0.4452247587220259
55,0.14,0.4392090260189625
30,0.14,0.42846664619206365
28,0.12,0.42760725580591175
37,0.12,0.43147451254359537
34,0.12,0.4301854269643675
22,0.1,0.42502908464745603
25,0.1,0.4263181702266839
12,0.1,0.4207321327166965
11,0.1,0.4203024375236205
4,0.1,0.41729457117208885
1,0.08,0.416005485592861
1,0.08,0.416005485592861
1,0.1,0.416005485592861
6,0.08,0.41815396155824075
10,0.1,0.41987274233054456
19,0.12,0.4237399990682282
49,0.14,0.4366308548605068
49,0.16,0.4366308548605068
83,0.18,0.45124049142508926
75,0.2,0.44780292988048165
72,0.22,0.44651384430125374
82,0.22,0.4508107962320133
92,0.2,0.45510774816277283
62,0.18,0.4422168923704942
48,0.16,0.43620115966743084
41,0.16,0.4331932933158992
38,0.14,0.4319042077366713
20,0.14,0.42416969426130413
15,0.14,0.42202121829592437
6,0.12,0.41815396155824075
5,0.12,0.4177242663651648
1,0.12,0.416005485592861
3,0.12,0.4168648759790129
1,0.12,0.416005485592861
3,0.1,0.4168648759790129
3,0.1,0.4168648759790129
31,0.12,0.4288963413851396
77,0.12,0.44866232026663355
188,0.12,0.4963584866980645
94,0.14,0.45596713854892473
31,0.14,0.4288963413851396
30,0.16,0.42846664619206365
52,0.2,0.43791994043973465
54,0.2,0.4387793308258866
47,0.2,0.4357714644743549
45,0.2,0.434912074088203
74,0.2,0.44737323468740564
178,0.2,0.4920615347673049
155,0.2,0.48217854532655796
95,0.16,0.4563968337420007
74,0.16,0.44737323468740564
38,0.14,0.4319042077366713
24,0.14,0.42588847503360794
18,0.14,0.4233103038751522
12,0.14,0.4207321327166965
3,0.14,0.4168648759790129
3,0.16,0.4168648759790129
6,0.16,0.41815396155824075
27,0.16,0.4271775606128358
99,0.16,0.4581156145143045
217,0.18,0.5088196472972671
130,0.18,0.4714361654996591
54,0.2,0.4387793308258866
35,0.2,0.43061512215744346
57,0.2,0.44006841640511446
52,0.2,0.43791994043973465
63,0.2,0.44264658756357017
47,0.16,0.4357714644743549
76,0.16,0.44823262507355754
136,0.16,0.4740143366581148
95,0.16,0.4563968337420007
51,0.16,0.4374902452466587
32,0.16,0.42932603657821555
20,0.16,0.42416969426130413
29,0.16,0.4280369509989877
19,0.16,0.4237399990682282
7,0.16,0.4185836567513167
6,0.16,0.41815396155824075
1,0.14,0.416005485592861
5,0.14,0.4177242663651648
16,0.12,0.4224509134890003
54,0.14,0.4387793308258866
128,0.16,0.4705767751135072
81,0.16,0.45038110103893736
39,0.18,0.43233390292974727
35,0.2,0.43061512215744346
55,0.2,0.4392090260189625
49,0.22,0.4366308548605068
44,0.2,0.43448237889512703
49,0.2,0.4366308548605068
68,0.22,0.44479506352894993
139,0.2,0.4753034222373427
137,0.2,0.4744440318511908
83,0.18,0.45124049142508926
56,0.16,0.4396387212120385
57,0.16,0.44006841640511446
33,0.16,0.42975573177129156
20,0.14,0.42416969426130413
7,0.14,0.4185836567513167
2,0.14,0.41643518078593694
2,0.14,0.41643518078593694
3,0.14,0.4168648759790129
4,0.14,0.41729457117208885
3,0.14,0.4168648759790129
28,0.12,0.42760725580591175
72,0.12,0.44651384430125374
202,0.14,0.5023742194011278
139,0.14,0.4753034222373427
38,0.16,0.4319042077366713
37,0.2,0.43147451254359537
52,0.2,0.43791994043973465
83,0.22,0.45124049142508926
42,0.22,0.4336229885089751
60,0.24,0.4413575019843423
78,0.24,0.4490920154597095
162,0.2,0.4851864116780896
144,0.2,0.4774518982027225
99,0.16,0.4581156145143045
64,0.16,0.4430762827566461
40,0.14,0.4327635981228232
30,0.14,0.42846664619206365
15,0.12,0.42202121829592437
14,0.12,0.4215915231028484
5,0.1,0.4177242663651648
1,0.1,0.416005485592861
1,0.1,0.416005485592861
8,0.1,0.41901335194439265
17,0.1,0.4228806086820763
70,0.1,0.44565445391510183
158,0.12,0.4834676309057858
117,0.14,0.4658501279896717
44,0.18,0.43448237889512703
53,0.18,0.4383496356328106
61,0.2,0.44178719717741827
77,0.22,0.44866232026663355
64,0.22,0.4430762827566461
68,0.24,0.44479506352894993
90,0.22,0.4542483577766209
159,0.22,0.48389732609886177
139,0.2,0.4753034222373427
92,0.16,0.45510774816277283
68,0.18,0.44479506352894993
52,0.16,0.43791994043973465
36,0.16,0.4310448173505194
27,0.18,0.4271775606128358
28,0.18,0.42760725580591175
20,0.16,0.42416969426130413
12,0.16,0.4207321327166965
8,0.16,0.41901335194439265
5,0.16,0.4177242663651648
1,0.16,0.416005485592861
3,0.14,0.4168648759790129
10,0.14,0.41987274233054456
23,0.14,0.425458779840532
33,0.16,0.42975573177129156
59,0.18,0.44092780679126636
72,0.2,0.44651384430125374
89,0.24,0.453818662583545
101,0.28,0.45897500490045645
118,0.3,0.46627982318274763
129,0.32,0.47100647030658316
128,0.34,0.4705767751135072
83,0.32,0.45124049142508926
84,0.3,0.4516701866181652
74,0.32,0.44737323468740564
41,0.32,0.4331932933158992
57,0.32,0.44006841640511446
26,0.3,0.42674786541975984
44,0.3,0.43448237889512703
39,0.26,0.43233390292974727
23,0.26,0.425458779840532
16,0.26,0.4224509134890003
15,0.22,0.42202121829592437
1,0.26,0.416005485592861
2,0.26,0.41643518078593694
1,0.26,0.416005485592861
3,0.24,0.4168648759790129
18,0.22,0.4233103038751522
32,0.22,0.42932603657821555
79,0.22,0.44952171065278546
93,0.24,0.4555374433558488
104,0.24,0.4602640904796843
118,0.26,0.46627982318274763
91,0.28,0.4546780529696969
113,0.26,0.4641313472173679
99,0.24,0.4581156145143045
105,0.22,0.46069378567276026
67,0.2,0.444365368335874
61,0.18,0.44178719717741827
57,0.18,0.44006841640511446
28,0.18,0.42760725580591175
21,0.2,0.4245993894543801
18,0.2,0.4233103038751522
17,0.2,0.4228806086820763
16,0.2,0.4224509134890003
8,0.18,0.41901335194439265
2,0.18,0.41643518078593694
3,0.18,0.4168648759790129
1,0.18,0.416005485592861
5,0.18,0.4177242663651648
13,0.16,0.42116182790977247
33,0.16,0.42975573177129156
47,0.16,0.4357714644743549
57,0.16,0.44006841640511446
64,0.16,0.4430762827566461
80,0.18,0.4499514058458614
93,0.18,0.4555374433558488
86,0.18,0.4525295770043171
93,0.2,0.4555374433558488
82,0.2,0.4508107962320133
71,0.2,0.4460841491081778
92,0.18,0.45510774816277283
60,0.18,0.4413575019843423
33,0.16,0.42975573177129156
27,0.16,0.4271775606128358
13,0.14,0.42116182790977247
4,0.16,0.41729457117208885
3,0.2,0.4168648759790129
22,0.2,0.42502908464745603
28,0.22,0.42760725580591175
35,0.22,0.43061512215744346
61,0.22,0.44178719717741827
125,0.22,0.46928768953427935
133,0.22,0.47272525107888697
99,0.22,0.4581156145143045
83,0.22,0.45124049142508926
41,0.22,0.4331932933158992
33,0.22,0.42975573177129156
20,0.22,0.42416969426130413
3,0.22,0.4168648759790129
7,0.22,0.4185836567513167
3,0.22,0.4168648759790129
2,0.22,0.41643518078593694
7,0.22,0.4185836567513167
32,0.22,0.42932603657821555
90,0.24,0.4542483577766209
197,0.24,0.500225743435748
109,0.24,0.46241256644506407
47,0.26,0.4357714644743549
52,0.28,0.43791994043973465
70,0.3,0.44565445391510183
78,0.4,0.4490920154597095
75,0.4,0.44780292988048165
82,0.4,0.4508107962320133
104,0.38,0.4602640904796843
197,0.36,0.500225743435748
161,0.34,0.48475671648501373
112,0.32,0.4637016520242919
76,0.32,0.44823262507355754
59,0.32,0.44092780679126636
59,0.3,0.44092780679126636
28,0.3,0.42760725580591175
13,0.26,0.42116182790977247
5,0.26,0.4177242663651648
2,0.26,0.41643518078593694
1,0.26,0.416005485592861
1,0.26,0.416005485592861
6,0.24,0.41815396155824075
35,0.22,0.43061512215744346
101,0.22,0.45897500490045645
249,0.22,0.5225698934756977
143,0.24,0.47702220300964654
57,0.26,0.44006841640511446
68,0.28,0.44479506352894993
84,0.3,0.4516701866181652
98,0.28,0.4576859193212286
81,0.3,0.45038110103893736
70,0.32,0.44565445391510183
91,0.3,0.4546780529696969
215,0.3,0.5079602569111152
185,0.26,0.49506940111883657
152,0.26,0.4808894597473301
126,0.26,0.4697173847273553
57,0.24,0.44006841640511446
56,0.24,0.4396387212120385
31,0.24,0.4288963413851396
21,0.24,0.4245993894543801
6,0.24,0.41815396155824075
2,0.24,0.41643518078593694
1,0.22,0.416005485592861
1,0.22,0.416005485592861
5,0.24,0.4177242663651648
27,0.22,0.4271775606128358
68,0.2,0.44479506352894993
217,0.2,0.5088196472972671
166,0.2,0.48690519245039343
63,0.2,0.44264658756357017
59,0.22,0.44092780679126636
78,0.22,0.4490920154597095
73,0.2,0.4469435394943297
62,0.2,0.4422168923704942
65,0.16,0.4435059779497221
97,0.16,0.4572562241281526
161,0.14,0.48475671648501373
120,0.12,0.46713921356889954
96,0.12,0.45682652893507664
53,0.1,0.4383496356328106
41,0.08,0.4331932933158992
34,0.06,0.4301854269643675
27,0.06,0.4271775606128358
13,0.04,0.42116182790977247
12,0.04,0.4207321327166965
11,0.04,0.4203024375236205
7,0.04,0.4185836567513167
3,0.02,0.4168648759790129
2,0.02,0.41643518078593694
8,0.02,0.41901335194439265
27,0.02,0.4271775606128358
40,0.04,0.4327635981228232
53,0.04,0.4383496356328106
63,0.06,0.44264658756357017
70,0.06,0.44565445391510183
84,0.08,0.4516701866181652
75,0.1,0.44780292988048165
103,0.12,0.45983439528660836
83,0.12,0.45124049142508926
67,0.12,0.444365368335874
54,0.08,0.4387793308258866
59,0.08,0.44092780679126636
45,0.06,0.434912074088203
39,0.06,0.43233390292974727
30,0.06,0.42846664619206365
33,0.04,0.42975573177129156
22,0.04,0.42502908464745603
13,0.04,0.42116182790977247
18,0.02,0.4233103038751522
5,0.02,0.4177242663651648
3,0.04,0.4168648759790129
1,0.04,0.416005485592861
2,0.08,0.41643518078593694
19,0.06,0.4237399990682282
28,0.1,0.42760725580591175
58,0.14,0.4404981115981904
99,0.14,0.4581156145143045
116,0.16,0.46542043279659573
87,0.14,0.45295927219739307
110,0.16,0.46284226163814
77,0.16,0.44866232026663355
65,0.16,0.4435059779497221
55,0.14,0.4392090260189625
49,0.12,0.4366308548605068
50,0.12,0.43706055005358274
35,0.1,0.43061512215744346
25,0.1,0.4263181702266839
28,0.08,0.42760725580591175
21,0.06,0.4245993894543801
7,0.06,0.4185836567513167
1,0.04,0.416005485592861
1,0.04,0.416005485592861
1,0.02,0.416005485592861
5,0.02,0.4177242663651648
15,0.02,0.42202121829592437
84,0.02,0.4516701866181652
177,0.04,0.49163183957422896
102,0.06,0.4594047000935324
40,0.1,0.4327635981228232
46,0.1,0.43534176928127893
63,0.12,0.44264658756357017
60,0.14,0.4413575019843423
45,0.14,0.434912074088203
57,0.16,0.44006841640511446
70,0.16,0.44565445391510183
184,0.14,0.4946397059257607
153,0.14,0.48131915494040606
106,0.14,0.4611234808658362
81,0.14,0.45038110103893736
59,0.14,0.44092780679126636
35,0.14,0.43061512215744346
24,0.16,0.42588847503360794
9,0.16,0.4194430471374686
5,0.16,0.4177242663651648
2,0.16,0.41643518078593694
1,0.14,0.416005485592861
9,0.14,0.4194430471374686
36,0.16,0.4310448173505194
108,0.16,0.4619828712519881
238,0.16,0.5178432463518622
144,0.2,0.4774518982027225
55,0.22,0.4392090260189625
61,0.24,0.44178719717741827
106,0.26,0.4611234808658362
93,0.26,0.4555374433558488
68,0.3,0.44479506352894993
84,0.32,0.4516701866181652
116,0.32,0.46542043279659573
222,0.3,0.510968123262647
225,0.3,0.5122572088418748
146,0.26,0.4783112885888744
119,0.24,0.46670951837582364
45,0.24,0.434912074088203
53,0.22,0.4383496356328106
40,0.22,0.4327635981228232
17,0.22,0.4228806086820763
5,0.24,0.4177242663651648
10,0.22,0.41987274233054456
1,0.2,0.416005485592861
8,0.2,0.41901335194439265
30,0.22,0.42846664619206365
72,0.22,0.44651384430125374
58,0.22,0.4404981115981904
28,0.22,0.42760725580591175
41,0.22,0.4331932933158992
48,0.22,0.43620115966743084
47,0.22,0.4357714644743549
36,0.22,0.4310448173505194
43,0.22,0.4340526837020511
36,0.22,0.4310448173505194
26,0.2,0.42674786541975984
24,0.22,0.42588847503360794
84,0.22,0.4516701866181652
104,0.2,0.4602640904796843
79,0.2,0.44952171065278546
59,0.18,0.44092780679126636
38,0.18,0.4319042077366713
27,0.18,0.4271775606128358
16,0.18,0.4224509134890003
9,0.2,0.4194430471374686
3,0.2,0.4168648759790129
2,0.2,0.41643518078593694
1,0.2,0.416005485592861
4,0.18,0.41729457117208885
16,0.18,0.4224509134890003
60,0.16,0.4413575019843423
157,0.16,0.48303793571270986
101,0.18,0.45897500490045645
49,0.18,0.4366308548605068
30,0.18,0.42846664619206365
29,0.18,0.4280369509989877
31,0.18,0.4288963413851396
38,0.22,0.4319042077366713
41,0.2,0.4331932933158992
80,0.22,0.4499514058458614
149,0.24,0.47960037416810225
109,0.24,0.46241256644506407
89,0.24,0.453818662583545
62,0.24,0.4422168923704942
58,0.22,0.4404981115981904
26,0.24,0.42674786541975984
23,0.24,0.425458779840532
28,0.22,0.42760725580591175
20,0.22,0.42416969426130413
15,0.22,0.42202121829592437
8,0.2,0.41901335194439265
3,0.16,0.4168648759790129
2,0.16,0.41643518078593694
5,0.16,0.4177242663651648
34,0.18,0.4301854269643675
34,0.18,0.4301854269643675
55,0.18,0.4392090260189625
64,0.18,0.4430762827566461
78,0.2,0.4490920154597095
65,0.22,0.4435059779497221
99,0.22,0.4581156145143045
120,0.22,0.46713921356889954
107,0.24,0.46155317605891216
91,0.24,0.4546780529696969
68,0.22,0.44479506352894993
58,0.22,0.4404981115981904
43,0.18,0.4340526837020511
36,0.18,0.4310448173505194
32,0.16,0.42932603657821555
33,0.16,0.42975573177129156
33,0.16,0.42975573177129156
29,0.14,0.4280369509989877
11,0.16,0.4203024375236205
8,0.14,0.41901335194439265
1,0.14,0.416005485592861
3,0.14,0.4168648759790129
3,0.14,0.4168648759790129
12,0.14,0.4207321327166965
38,0.16,0.4319042077366713
64,0.18,0.4430762827566461
59,0.22,0.44092780679126636
97,0.3,0.4572562241281526
84,0.28,0.4516701866181652
122,0.28,0.4679986039550515
109,0.3,0.46241256644506407
123,0.3,0.46842829914812745
77,0.3,0.44866232026663355
65,0.26,0.4435059779497221
55,0.26,0.4392090260189625
33,0.26,0.42975573177129156
28,0.24,0.42760725580591175
21,0.24,0.4245993894543801
21,0.24,0.4245993894543801
7,0.24,0.4185836567513167
7,0.22,0.4185836567513167
1,0.22,0.416005485592861
2,0.22,0.41643518078593694
2,0.2,0.41643518078593694
8,0.18,0.41901335194439265
37,0.16,0.43147451254359537
72,0.16,0.44651384430125374
185,0.16,0.49506940111883657
112,0.16,0.4637016520242919
69,0.16,0.4452247587220259
48,0.16,0.43620115966743084
68,0.18,0.44479506352894993
54,0.16,0.4387793308258866
86,0.18,0.4525295770043171
44,0.16,0.43448237889512703
86,0.16,0.4525295770043171
161,0.16,0.48475671648501373
156,0.16,0.4826082405196339
111,0.3,0.46327195683121597
78,0.16,0.4490920154597095
56,0.16,0.4396387212120385
34,0.16,0.4301854269643675
17,0.16,0.4228806086820763
8,0.16,0.41901335194439265
3,0.16,0.4168648759790129
2,0.16,0.41643518078593694
2,0.16,0.41643518078593694
3,0.14,0.4168648759790129
22,0.14,0.42502908464745603
52,0.16,0.43791994043973465
135,0.16,0.47358464146503887
116,0.16,0.46542043279659573
47,0.16,0.4357714644743549
51,0.18,0.4374902452466587
55,0.2,0.4392090260189625
52,0.2,0.43791994043973465
54,0.22,0.4387793308258866
52,0.24,0.43791994043973465
64,0.24,0.4430762827566461
176,0.24,0.491202144381153
168,0.24,0.4877645828365454
108,0.24,0.4619828712519881
74,0.22,0.44737323468740564
64,0.22,0.4430762827566461
36,0.22,0.4310448173505194
16,0.2,0.4224509134890003
2,0.22,0.41643518078593694
3,0.22,0.4168648759790129
4,0.22,0.41729457117208885
1,0.22,0.416005485592861
1,0.22,0.416005485592861
3,0.22,0.4168648759790129
18,0.22,0.4233103038751522
49,0.22,0.4366308548605068
155,0.22,0.48217854532655796
123,0.24,0.46842829914812745
61,0.22,0.44178719717741827
52,0.24,0.43791994043973465
64,0.24,0.4430762827566461
75,0.34,0.44780292988048165
63,0.38,0.44264658756357017
76,0.38,0.44823262507355754
103,0.36,0.45983439528660836
190,0.36,0.4972178770842164
182,0.34,0.4937803155396087
91,0.28,0.4546780529696969
75,0.24,0.44780292988048165
63,0.22,0.44264658756357017
40,0.22,0.4327635981228232
32,0.2,0.42932603657821555
12,0.2,0.4207321327166965
5,0.2,0.4177242663651648
2,0.18,0.41643518078593694
1,0.18,0.416005485592861
2,0.16,0.41643518078593694
39,0.16,0.43233390292974727
87,0.14,0.45295927219739307
188,0.14,0.4963584866980645
133,0.16,0.47272525107888697
52,0.18,0.43791994043973465
64,0.18,0.4430762827566461
69,0.2,0.4452247587220259
51,0.2,0.4374902452466587
47,0.22,0.4357714644743549
60,0.22,0.4413575019843423
78,0.22,0.4490920154597095
175,0.2,0.49077244918807705
147,0.2,0.47874098378195035
96,0.2,0.45682652893507664
109,0.2,0.46241256644506407
54,0.18,0.4387793308258866
41,0.18,0.4331932933158992
38,0.2,0.4319042077366713
13,0.2,0.42116182790977247
7,0.16,0.4185836567513167
1,0.14,0.416005485592861
1,0.14,0.416005485592861
7,0.14,0.4185836567513167
28,0.16,0.42760725580591175
87,0.14,0.45295927219739307
220,0.14,0.510108732876495
127,0.16,0.47014707992043125
51,0.2,0.4374902452466587
64,0.22,0.4430762827566461
86,0.24,0.4525295770043171
82,0.26,0.4508107962320133
91,0.28,0.4546780529696969
90,0.28,0.4542483577766209
99,0.3,0.4581156145143045
205,0.26,0.5036633049803557
155,0.24,0.48217854532655796
103,0.24,0.45983439528660836
71,0.24,0.4460841491081778
43,0.24,0.4340526837020511
46,0.24,0.43534176928127893
31,0.24,0.4288963413851396
39,0.24,0.43233390292974727
18,0.24,0.4233103038751522
17,0.24,0.4228806086820763
11,0.24,0.4203024375236205
8,0.22,0.41901335194439265
9,0.2,0.4194430471374686
4,0.2,0.41729457117208885
4,0.22,0.41729457117208885
10,0.2,0.41987274233054456
20,0.2,0.42416969426130413
34,0.2,0.4301854269643675
47,0.22,0.4357714644743549
52,0.22,0.43791994043973465
72,0.22,0.44651384430125374
55,0.22,0.4392090260189625
60,0.22,0.4413575019843423
71,0.22,0.4460841491081778
78,0.24,0.4490920154597095
83,0.28,0.45124049142508926
84,0.28,0.4516701866181652
69,0.3,0.4452247587220259
56,0.26,0.4396387212120385
45,0.26,0.434912074088203
59,0.26,0.44092780679126636
39,0.26,0.43233390292974727
44,0.26,0.43448237889512703
20,0.26,0.42416969426130413
13,0.26,0.42116182790977247
2,0.26,0.41643518078593694
1,0.26,0.416005485592861
1,0.26,0.416005485592861
8,0.24,0.41901335194439265
23,0.24,0.425458779840532
45,0.28,0.434912074088203
89,0.3,0.453818662583545
117,0.32,0.4658501279896717
174,0.34,0.4903427539950011
182,0.34,0.4937803155396087
161,0.34,0.48475671648501373
182,0.34,0.4937803155396087
157,0.34,0.48303793571270986
121,0.34,0.46756890876197554
78,0.3,0.4490920154597095
21,0.28,0.4245993894543801
26,0.28,0.42674786541975984
27,0.26,0.4271775606128358
62,0.26,0.4422168923704942
30,0.24,0.42846664619206365
15,0.24,0.42202121829592437
5,0.22,0.4177242663651648
3,0.2,0.4168648759790129
1,0.2,0.416005485592861
2,0.2,0.41643518078593694
10,0.2,0.41987274233054456
30,0.18,0.42846664619206365
95,0.18,0.4563968337420007
230,0.16,0.5144056848072546
118,0.22,0.46627982318274763
55,0.24,0.4392090260189625
47,0.3,0.4357714644743549
66,0.32,0.443935673142798
64,0.36,0.4430762827566461
60,0.36,0.4413575019843423
50,0.38,0.43706055005358274
114,0.36,0.4645610424104438
216,0.32,0.5083899521041912
175,0.34,0.49077244918807705
128,0.32,0.4705767751135072
88,0.32,0.453388967390469
78,0.32,0.4490920154597095
37,0.28,0.43147451254359537
25,0.3,0.4263181702266839
10,0.28,0.41987274233054456
4,0.28,0.41729457117208885
2,0.26,0.41643518078593694
1,0.28,0.416005485592861
3,0.26,0.4168648759790129
2,0.26,0.41643518078593694
39,0.26,0.43233390292974727
100,0.24,0.4585453097073805
243,0.24,0.519991722317242
135,0.24,0.47358464146503887
48,0.22,0.43620115966743084
50,0.22,0.43706055005358274
65,0.24,0.4435059779497221
50,0.24,0.43706055005358274
64,0.22,0.4430762827566461
51,0.22,0.4374902452466587
83,0.22,0.45124049142508926
176,0.22,0.491202144381153
152,0.2,0.4808894597473301
101,0.16,0.45897500490045645
56,0.16,0.4396387212120385
54,0.14,0.4387793308258866
29,0.12,0.4280369509989877
12,0.12,0.4207321327166965
17,0.1,0.4228806086820763
7,0.1,0.4185836567513167
3,0.08,0.4168648759790129
2,0.06,0.41643518078593694
7,0.06,0.4185836567513167
43,0.06,0.4340526837020511
99,0.06,0.4581156145143045
199,0.1,0.5010851338219
123,0.12,0.46842829914812745
59,0.14,0.44092780679126636
41,0.14,0.4331932933158992
61,0.18,0.44178719717741827
69,0.18,0.4452247587220259
58,0.2,0.4404981115981904
64,0.2,0.4430762827566461
79,0.2,0.44952171065278546
166,0.2,0.48690519245039343
170,0.18,0.4886239732226973
88,0.14,0.453388967390469
84,0.14,0.4516701866181652
83,0.14,0.45124049142508926
46,0.16,0.43534176928127893
37,0.16,0.43147451254359537
16,0.14,0.4224509134890003
7,0.14,0.4185836567513167
3,0.14,0.4168648759790129
1,0.14,0.416005485592861
6,0.12,0.41815396155824075
26,0.12,0.42674786541975984
99,0.1,0.4581156145143045
178,0.1,0.4920615347673049
122,0.12,0.4679986039550515
35,0.12,0.43061512215744346
45,0.14,0.434912074088203
69,0.16,0.4452247587220259
62,0.18,0.4422168923704942
48,0.2,0.43620115966743084
50,0.2,0.43706055005358274
80,0.2,0.4499514058458614
165,0.18,0.48647549725731754
160,0.16,0.4843270212919377
112,0.14,0.4637016520242919
97,0.14,0.4572562241281526
72,0.14,0.44651384430125374
51,0.12,0.4374902452466587
34,0.12,0.4301854269643675
14,0.1,0.4215915231028484
7,0.1,0.4185836567513167
3,0.1,0.4168648759790129
4,0.08,0.41729457117208885
24,0.1,0.42588847503360794
74,0.08,0.44737323468740564
216,0.1,0.5083899521041912
140,0.12,0.47573311743041863
44,0.14,0.43448237889512703
64,0.22,0.4430762827566461
71,0.22,0.4460841491081778
110,0.24,0.46284226163814
84,0.3,0.4516701866181652
74,0.32,0.44737323468740564
