casual,registered,Predicted Y
0,13,98.30242063791832
1,3,99.85764288462062
0,3,98.30242063791832
0,22,98.30242063791832
2,26,101.41286513132292
3,32,102.9680873780252
0,61,98.30242063791832
1,124,99.85764288462062
1,132,99.85764288462062
1,98,99.85764288462062
0,83,98.30242063791832
0,41,98.30242063791832
0,33,98.30242063791832
1,19,99.85764288462062
0,3,98.30242063791832
1,6,99.85764288462062
0,3,98.30242063791832
1,1,99.85764288462062
0,7,98.30242063791832
0,32,98.30242063791832
1,89,99.85764288462062
1,196,99.85764288462062
2,107,101.41286513132292
1,46,99.85764288462062
5,47,106.0785318714298
5,65,106.0785318714298
11,67,115.40986535164359
7,68,109.18897636483439
4,78,104.5233096247275
10,94,113.85464310494129
7,190,109.18897636483439
5,156,106.0785318714298
4,108,104.5233096247275
2,74,101.41286513132292
4,55,104.5233096247275
6,53,107.6337541181321
1,27,99.85764288462062
5,8,106.0785318714298
2,3,101.41286513132292
0,2,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,6,98.30242063791832
0,35,98.30242063791832
1,100,99.85764288462062
2,247,101.41286513132292
3,140,102.9680873780252
1,56,99.85764288462062
5,63,106.0785318714298
7,77,109.18897636483439
12,86,116.96508759834587
6,75,107.6337541181321
8,62,110.74419861153669
8,83,110.74419861153669
8,207,110.74419861153669
1,184,99.85764288462062
6,146,107.6337541181321
2,124,101.41286513132292
3,54,102.9680873780252
0,56,98.30242063791832
3,28,102.9680873780252
1,20,99.85764288462062
0,6,98.30242063791832
0,2,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
1,4,99.85764288462062
0,27,98.30242063791832
2,66,101.41286513132292
7,210,109.18897636483439
7,159,109.18897636483439
6,57,107.6337541181321
6,53,107.6337541181321
11,67,115.40986535164359
8,65,110.74419861153669
6,56,107.6337541181321
4,61,104.5233096247275
0,97,98.30242063791832
10,151,113.85464310494129
1,119,99.85764288462062
3,93,102.9680873780252
1,52,99.85764288462062
0,41,98.30242063791832
1,33,99.85764288462062
0,27,98.30242063791832
0,13,98.30242063791832
3,9,102.9680873780252
0,11,98.30242063791832
1,6,99.85764288462062
0,3,98.30242063791832
0,2,98.30242063791832
0,8,98.30242063791832
1,26,99.85764288462062
3,37,102.9680873780252
3,50,102.9680873780252
4,59,104.5233096247275
10,60,113.85464310494129
12,72,116.96508759834587
11,64,115.40986535164359
10,93,113.85464310494129
11,72,115.40986535164359
8,59,110.74419861153669
0,54,98.30242063791832
6,53,107.6337541181321
1,44,99.85764288462062
0,39,98.30242063791832
7,23,109.18897636483439
2,31,101.41286513132292
2,20,101.41286513132292
1,12,99.85764288462062
3,15,102.9680873780252
1,4,99.85764288462062
0,3,98.30242063791832
0,1,98.30242063791832
1,1,99.85764288462062
2,17,101.41286513132292
3,25,102.9680873780252
7,51,109.18897636483439
22,77,132.51731006536886
24,92,135.62775455877343
12,75,116.96508759834587
17,93,124.74119883185736
13,64,118.52030984504817
9,56,112.29942085823899
5,50,106.0785318714298
5,44,106.0785318714298
5,45,106.0785318714298
4,31,104.5233096247275
5,20,106.0785318714298
5,23,106.0785318714298
4,17,104.5233096247275
0,7,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,5,98.30242063791832
0,15,98.30242063791832
5,79,106.0785318714298
6,171,107.6337541181321
4,98,104.5233096247275
6,34,107.6337541181321
3,43,102.9680873780252
11,52,115.40986535164359
6,54,107.6337541181321
2,43,101.41286513132292
7,50,109.18897636483439
4,66,104.5233096247275
6,178,107.6337541181321
8,145,110.74419861153669
5,101,106.0785318714298
1,80,99.85764288462062
6,53,107.6337541181321
3,32,102.9680873780252
3,21,102.9680873780252
3,6,102.9680873780252
0,5,98.30242063791832
0,2,98.30242063791832
0,1,98.30242063791832
0,9,98.30242063791832
1,35,99.85764288462062
5,103,106.0785318714298
5,233,106.0785318714298
10,134,113.85464310494129
6,49,107.6337541181321
6,55,107.6337541181321
21,85,130.96208781866653
21,72,130.96208781866653
11,57,115.40986535164359
21,63,130.96208781866653
14,102,120.07553209175047
14,208,120.07553209175047
7,218,109.18897636483439
13,133,118.52030984504817
16,103,123.18597658515506
5,40,106.0785318714298
4,49,104.5233096247275
3,37,102.9680873780252
3,14,102.9680873780252
0,5,98.30242063791832
3,7,102.9680873780252
0,1,98.30242063791832
0,8,98.30242063791832
1,29,99.85764288462062
3,69,102.9680873780252
3,55,102.9680873780252
2,26,101.41286513132292
6,35,107.6337541181321
7,41,109.18897636483439
4,43,104.5233096247275
0,36,98.30242063791832
1,42,99.85764288462062
1,35,99.85764288462062
0,26,98.30242063791832
1,23,99.85764288462062
2,82,101.41286513132292
3,101,102.9680873780252
3,76,102.9680873780252
4,55,104.5233096247275
2,36,101.41286513132292
0,27,98.30242063791832
0,16,98.30242063791832
0,9,98.30242063791832
1,2,99.85764288462062
0,2,98.30242063791832
1,0,99.85764288462062
0,4,98.30242063791832
0,16,98.30242063791832
2,58,101.41286513132292
2,155,101.41286513132292
6,95,107.6337541181321
0,49,98.30242063791832
0,30,98.30242063791832
1,28,99.85764288462062
0,31,98.30242063791832
2,36,101.41286513132292
1,40,99.85764288462062
10,70,113.85464310494129
2,147,101.41286513132292
2,107,101.41286513132292
5,84,106.0785318714298
1,61,99.85764288462062
1,57,99.85764288462062
0,26,98.30242063791832
1,22,99.85764288462062
2,26,101.41286513132292
0,20,98.30242063791832
0,15,98.30242063791832
3,5,102.9680873780252
1,2,99.85764288462062
0,2,98.30242063791832
1,4,99.85764288462062
3,31,102.9680873780252
0,34,98.30242063791832
4,51,104.5233096247275
4,60,104.5233096247275
12,66,116.96508759834587
9,56,112.29942085823899
10,89,113.85464310494129
22,98,132.51731006536886
19,88,127.85164332526196
9,82,112.29942085823899
9,59,112.29942085823899
6,52,107.6337541181321
1,42,99.85764288462062
1,35,99.85764288462062
4,28,104.5233096247275
3,30,102.9680873780252
0,33,98.30242063791832
7,22,109.18897636483439
1,10,99.85764288462062
1,7,99.85764288462062
0,1,98.30242063791832
0,3,98.30242063791832
0,3,98.30242063791832
1,11,99.85764288462062
4,34,104.5233096247275
7,57,109.18897636483439
9,50,112.29942085823899
10,87,113.85464310494129
13,71,118.52030984504817
18,104,126.29642107855966
14,95,120.07553209175047
19,104,127.85164332526196
6,71,107.6337541181321
8,57,110.74419861153669
9,46,112.29942085823899
3,30,102.9680873780252
3,25,102.9680873780252
2,19,101.41286513132292
5,16,106.0785318714298
1,6,99.85764288462062
2,5,101.41286513132292
0,1,98.30242063791832
0,2,98.30242063791832
0,2,98.30242063791832
0,8,98.30242063791832
0,37,98.30242063791832
1,71,99.85764288462062
3,182,102.9680873780252
0,112,98.30242063791832
1,68,99.85764288462062
2,46,101.41286513132292
6,62,107.6337541181321
2,52,101.41286513132292
1,85,99.85764288462062
3,41,102.9680873780252
3,83,102.9680873780252
6,155,107.6337541181321
3,153,102.9680873780252
3,108,102.9680873780252
0,78,98.30242063791832
3,53,102.9680873780252
0,34,98.30242063791832
2,15,101.41286513132292
2,6,101.41286513132292
0,3,98.30242063791832
0,2,98.30242063791832
0,2,98.30242063791832
0,3,98.30242063791832
0,22,98.30242063791832
0,52,98.30242063791832
3,132,102.9680873780252
2,114,101.41286513132292
0,47,98.30242063791832
2,49,101.41286513132292
2,53,101.41286513132292
3,49,102.9680873780252
5,49,106.0785318714298
7,45,109.18897636483439
3,61,102.9680873780252
4,172,104.5233096247275
3,165,102.9680873780252
3,105,102.9680873780252
5,69,106.0785318714298
0,64,98.30242063791832
2,34,101.41286513132292
1,15,99.85764288462062
0,2,98.30242063791832
0,3,98.30242063791832
4,0,104.5233096247275
0,1,98.30242063791832
0,1,98.30242063791832
0,3,98.30242063791832
1,17,99.85764288462062
1,48,99.85764288462062
1,154,99.85764288462062
4,119,104.5233096247275
2,59,101.41286513132292
5,47,106.0785318714298
3,61,102.9680873780252
1,74,99.85764288462062
2,61,101.41286513132292
10,66,113.85464310494129
8,95,110.74419861153669
7,183,109.18897636483439
7,175,109.18897636483439
3,88,102.9680873780252
4,71,104.5233096247275
1,62,99.85764288462062
5,35,106.0785318714298
3,29,102.9680873780252
1,11,99.85764288462062
0,5,98.30242063791832
0,2,98.30242063791832
0,1,98.30242063791832
0,2,98.30242063791832
0,39,98.30242063791832
1,86,99.85764288462062
4,184,104.5233096247275
6,127,107.6337541181321
2,50,101.41286513132292
9,55,112.29942085823899
2,67,101.41286513132292
4,47,104.5233096247275
4,43,104.5233096247275
4,56,104.5233096247275
5,73,106.0785318714298
5,170,106.0785318714298
2,145,101.41286513132292
4,92,104.5233096247275
1,108,99.85764288462062
1,53,99.85764288462062
2,39,101.41286513132292
4,34,104.5233096247275
3,10,102.9680873780252
0,7,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,7,98.30242063791832
2,26,101.41286513132292
0,87,98.30242063791832
3,217,102.9680873780252
3,124,102.9680873780252
5,46,106.0785318714298
3,61,102.9680873780252
8,78,110.74419861153669
9,73,112.29942085823899
15,76,121.63075433845276
9,81,112.29942085823899
8,91,110.74419861153669
10,195,113.85464310494129
3,152,102.9680873780252
1,102,99.85764288462062
2,69,101.41286513132292
2,41,101.41286513132292
1,45,99.85764288462062
1,30,99.85764288462062
3,36,102.9680873780252
1,17,99.85764288462062
5,12,106.0785318714298
1,10,99.85764288462062
0,8,98.30242063791832
0,9,98.30242063791832
0,4,98.30242063791832
0,4,98.30242063791832
0,10,98.30242063791832
3,17,102.9680873780252
3,31,102.9680873780252
1,46,99.85764288462062
10,42,113.85464310494129
10,62,113.85464310494129
5,50,106.0785318714298
11,49,115.40986535164359
8,63,110.74419861153669
14,64,120.07553209175047
2,81,101.41286513132292
6,78,107.6337541181321
5,64,106.0785318714298
3,53,102.9680873780252
2,43,101.41286513132292
7,52,109.18897636483439
2,37,101.41286513132292
4,40,104.5233096247275
0,20,98.30242063791832
3,10,102.9680873780252
0,2,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,8,98.30242063791832
2,21,101.41286513132292
7,38,109.18897636483439
15,74,121.63075433845276
28,89,141.84864354558263
48,126,172.95308847962855
47,135,171.39786623292628
47,114,171.39786623292628
52,130,179.17397746643775
42,115,163.62175499941478
24,97,135.62775455877343
13,65,118.52030984504817
1,20,99.85764288462062
5,21,106.0785318714298
5,22,106.0785318714298
5,57,106.0785318714298
4,26,104.5233096247275
1,14,99.85764288462062
1,4,99.85764288462062
0,3,98.30242063791832
0,1,98.30242063791832
1,1,99.85764288462062
1,9,99.85764288462062
1,29,99.85764288462062
6,89,107.6337541181321
7,223,109.18897636483439
3,115,102.9680873780252
6,49,107.6337541181321
11,36,115.40986535164359
7,59,109.18897636483439
10,54,113.85464310494129
8,52,110.74419861153669
4,46,104.5233096247275
16,98,123.18597658515506
9,207,112.29942085823899
5,170,106.0785318714298
5,123,106.0785318714298
6,82,107.6337541181321
3,75,102.9680873780252
3,34,102.9680873780252
6,19,107.6337541181321
4,6,104.5233096247275
0,4,98.30242063791832
1,1,99.85764288462062
0,1,98.30242063791832
0,3,98.30242063791832
0,2,98.30242063791832
0,39,98.30242063791832
3,97,102.9680873780252
7,236,109.18897636483439
7,128,109.18897636483439
4,44,104.5233096247275
1,49,99.85764288462062
2,63,101.41286513132292
2,48,101.41286513132292
3,61,102.9680873780252
6,45,107.6337541181321
4,79,104.5233096247275
4,172,104.5233096247275
1,151,99.85764288462062
1,100,99.85764288462062
3,53,102.9680873780252
8,46,110.74419861153669
0,29,98.30242063791832
3,9,102.9680873780252
0,17,98.30242063791832
0,7,98.30242063791832
1,2,99.85764288462062
0,2,98.30242063791832
0,7,98.30242063791832
0,43,98.30242063791832
4,95,104.5233096247275
1,198,99.85764288462062
4,119,104.5233096247275
8,51,110.74419861153669
1,40,99.85764288462062
4,57,104.5233096247275
2,67,101.41286513132292
2,56,101.41286513132292
3,61,102.9680873780252
7,72,109.18897636483439
9,157,112.29942085823899
2,168,101.41286513132292
1,87,99.85764288462062
0,84,98.30242063791832
0,83,98.30242063791832
4,42,104.5233096247275
0,37,98.30242063791832
0,16,98.30242063791832
0,7,98.30242063791832
0,3,98.30242063791832
0,1,98.30242063791832
0,6,98.30242063791832
0,26,98.30242063791832
0,99,98.30242063791832
5,173,106.0785318714298
1,121,99.85764288462062
1,34,99.85764288462062
1,44,99.85764288462062
4,65,104.5233096247275
3,59,102.9680873780252
6,42,107.6337541181321
0,50,98.30242063791832
4,76,104.5233096247275
6,159,107.6337541181321
3,157,102.9680873780252
2,110,101.41286513132292
4,93,104.5233096247275
2,70,101.41286513132292
4,47,104.5233096247275
1,33,99.85764288462062
2,12,101.41286513132292
1,6,99.85764288462062
0,3,98.30242063791832
0,4,98.30242063791832
1,23,99.85764288462062
1,73,99.85764288462062
4,212,104.5233096247275
8,132,110.74419861153669
5,39,106.0785318714298
12,52,116.96508759834587
7,64,109.18897636483439
21,89,130.96208781866653
17,67,124.74119883185736
12,62,116.96508759834587
14,111,120.07553209175047
18,193,126.29642107855966
9,165,112.29942085823899
7,94,109.18897636483439
2,61,101.41286513132292
1,46,99.85764288462062
2,41,101.41286513132292
5,48,106.0785318714298
3,27,102.9680873780252
2,22,101.41286513132292
2,13,101.41286513132292
3,7,102.9680873780252
0,4,98.30242063791832
0,1,98.30242063791832
1,1,99.85764288462062
2,9,101.41286513132292
2,28,101.41286513132292
5,38,106.0785318714298
13,71,118.52030984504817
30,84,144.9590880389872
27,93,140.29342129888033
32,103,148.0695325323918
30,90,144.9590880389872
47,127,171.39786623292628
42,103,163.62175499941478
24,113,135.62775455877343
4,60,104.5233096247275
2,39,101.41286513132292
1,39,99.85764288462062
9,42,112.29942085823899
6,39,107.6337541181321
1,31,99.85764288462062
5,34,106.0785318714298
1,23,99.85764288462062
1,19,99.85764288462062
4,8,104.5233096247275
0,2,98.30242063791832
2,3,101.41286513132292
0,3,98.30242063791832
1,11,99.85764288462062
12,35,116.96508759834587
19,86,127.85164332526196
26,86,138.73819905217803
58,94,188.50531094665152
62,92,194.7261999334607
51,110,177.61875521973545
40,122,160.51131050601018
28,106,141.84864354558263
30,95,144.9590880389872
17,78,124.74119883185736
11,50,115.40986535164359
15,32,121.63075433845276
6,45,107.6337541181321
5,31,106.0785318714298
3,27,102.9680873780252
3,8,102.9680873780252
1,6,99.85764288462062
0,2,98.30242063791832
1,1,99.85764288462062
0,2,98.30242063791832
0,3,98.30242063791832
1,25,99.85764288462062
2,96,101.41286513132292
7,249,109.18897636483439
8,122,110.74419861153669
9,46,112.29942085823899
10,43,113.85464310494129
27,99,140.29342129888033
27,93,140.29342129888033
14,76,120.07553209175047
19,71,127.85164332526196
16,102,123.18597658515506
25,218,137.18297680547573
11,194,115.40986535164359
12,86,116.96508759834587
5,65,106.0785318714298
8,35,110.74419861153669
1,44,99.85764288462062
1,19,99.85764288462062
7,12,109.18897636483439
0,5,98.30242063791832
1,2,99.85764288462062
0,1,98.30242063791832
0,4,98.30242063791832
0,30,98.30242063791832
2,103,101.41286513132292
10,213,113.85464310494129
2,108,101.41286513132292
5,47,106.0785318714298
11,46,115.40986535164359
6,65,107.6337541181321
14,68,120.07553209175047
10,69,113.85464310494129
11,74,115.40986535164359
21,77,130.96208781866653
15,191,121.63075433845276
14,198,120.07553209175047
3,142,102.9680873780252
3,98,102.9680873780252
5,61,106.0785318714298
0,41,98.30242063791832
0,20,98.30242063791832
0,15,98.30242063791832
0,9,98.30242063791832
0,1,98.30242063791832
0,1,98.30242063791832
0,5,98.30242063791832
1,32,99.85764288462062
5,103,106.0785318714298
6,224,107.6337541181321
2,122,101.41286513132292
14,55,120.07553209175047
7,59,109.18897636483439
14,72,120.07553209175047
13,80,118.52030984504817
17,65,124.74119883185736
35,82,152.7351992724987
26,96,138.73819905217803
11,244,115.40986535164359
20,202,129.40686557196426
18,143,126.29642107855966
10,108,113.85464310494129
5,87,106.0785318714298
12,61,116.96508759834587
2,31,101.41286513132292
1,16,99.85764288462062
0,6,98.30242063791832
2,4,101.41286513132292
3,1,102.9680873780252
3,1,102.9680873780252
1,11,99.85764288462062
3,44,102.9680873780252
7,119,109.18897636483439
18,267,126.29642107855966
16,163,123.18597658515506
18,70,126.29642107855966
19,71,127.85164332526196
15,86,121.63075433845276
15,108,121.63075433845276
26,55,138.73819905217803
15,91,121.63075433845276
29,117,143.40386579228493
18,256,126.29642107855966
11,211,115.40986535164359
14,161,120.07553209175047
8,131,110.74419861153669
5,119,106.0785318714298
8,68,110.74419861153669
4,40,104.5233096247275
12,20,116.96508759834587
1,7,99.85764288462062
2,5,101.41286513132292
2,6,101.41286513132292
0,1,98.30242063791832
1,6,99.85764288462062
2,48,101.41286513132292
8,108,110.74419861153669
26,246,138.73819905217803
15,154,121.63075433845276
17,78,124.74119883185736
31,82,146.5143102856895
59,126,190.06053319335382
45,131,168.28742173952168
73,118,211.83364464718596
55,117,183.83964420654462
68,164,204.0575334136745
52,275,179.17397746643775
29,195,143.40386579228493
16,146,123.18597658515506
19,105,127.85164332526196
11,61,115.40986535164359
19,88,127.85164332526196
16,61,123.18597658515506
6,23,107.6337541181321
10,21,113.85464310494129
3,14,102.9680873780252
0,7,98.30242063791832
0,3,98.30242063791832
0,3,98.30242063791832
3,3,102.9680873780252
6,16,107.6337541181321
9,36,112.29942085823899
18,37,126.29642107855966
34,72,151.1799770257964
47,76,171.39786623292628
38,81,157.4008660126056
52,103,179.17397746643775
102,94,256.9350898015526
84,87,228.94108936091123
39,81,158.95608825930788
36,91,154.290421519201
21,67,130.96208781866653
5,54,106.0785318714298
9,38,112.29942085823899
4,29,104.5233096247275
2,42,101.41286513132292
4,25,104.5233096247275
3,14,102.9680873780252
5,11,106.0785318714298
0,17,98.30242063791832
9,9,112.29942085823899
0,1,98.30242063791832
1,1,99.85764288462062
0,2,98.30242063791832
2,22,101.41286513132292
7,48,109.18897636483439
34,70,151.1799770257964
72,89,210.2784224004837
62,120,194.7261999334607
76,122,216.49931138729286
108,104,266.2664232817664
66,102,200.9470889202699
59,88,190.06053319335382
60,86,191.61575544005612
30,71,144.9590880389872
3,39,102.9680873780252
12,30,116.96508759834587
17,39,124.74119883185736
4,43,104.5233096247275
9,45,112.29942085823899
7,30,109.18897636483439
2,11,101.41286513132292
1,3,99.85764288462062
2,3,101.41286513132292
1,0,99.85764288462062
1,2,99.85764288462062
2,6,101.41286513132292
