cnt,hr,Predicted Y
18,8,8.971065975950204
32,9,9.181371309949606
79,10,9.887396359804747
93,11,10.097701693804149
104,12,10.262941599089395
118,13,10.473246933088799
91,14,10.067658074661377
113,15,10.398137885231868
99,16,10.187832551232464
105,17,10.277963408660781
67,18,9.707134644948114
61,19,9.6170037875198
57,20,9.556916549234256
28,21,9.121284071664062
21,22,9.01613140466436
18,23,8.971065975950204
17,0,8.956044166378817
16,1,8.941022356807432
8,2,8.820847880236343
2,3,8.730717022808028
3,4,8.745738832379415
1,5,8.715695213236643
5,6,8.775782451522186
13,7,8.895956928093273
33,8,9.196393119520993
47,9,9.406698453520395
57,10,9.556916549234256
64,11,9.662069216233956
80,12,9.902418169376132
93,13,10.097701693804149
86,14,9.992549026804447
93,15,10.097701693804149
82,16,9.932461788518903
71,17,9.767221883233658
92,18,10.082679884232764
60,19,9.601981977948412
33,20,9.196393119520993
27,21,9.106262262092677
13,22,8.895956928093273
4,23,8.7607606419508
3,12,8.745738832379415
22,13,9.031153214235747
28,14,9.121284071664062
35,15,9.226436738663764
61,16,9.6170037875198
125,17,10.578399600088499
133,18,10.698574076659588
99,19,10.187832551232464
83,20,9.94748359809029
41,21,9.31656759609208
33,22,9.196393119520993
20,23,9.001109595092975
3,0,8.745738832379415
7,1,8.805826070664958
3,2,8.745738832379415
2,4,8.730717022808028
7,5,8.805826070664958
32,6,9.181371309949606
90,7,10.05263626508999
197,8,11.659969889228288
109,9,10.338050646946325
47,10,9.406698453520395
52,11,9.481807501377325
70,12,9.752200073662273
78,13,9.87237455023336
75,14,9.827309121519201
82,15,9.932461788518903
104,16,10.262941599089395
197,17,11.659969889228288
161,18,11.119184744658394
112,19,10.383116075660482
76,20,9.842330931090588
59,21,9.586960168377027
59,22,9.586960168377027
28,23,9.121284071664062
13,0,8.895956928093273
5,1,8.775782451522186
2,2,8.730717022808028
1,3,8.715695213236643
1,4,8.715695213236643
6,5,8.790804261093571
35,6,9.226436738663764
101,7,10.217876170375236
249,8,12.441103986940357
143,9,10.848792172373447
57,10,9.556916549234256
68,11,9.722156454519501
84,12,9.962505407661675
98,13,10.17281074166108
81,14,9.917439978947518
70,15,9.752200073662273
91,16,10.067658074661377
215,17,11.930362461513235
185,18,11.479708174371655
152,19,10.98398845851592
126,20,10.593421409659886
57,21,9.556916549234256
56,22,9.541894739662869
31,23,9.166349500378221
21,0,9.01613140466436
6,1,8.790804261093571
2,2,8.730717022808028
1,3,8.715695213236643
1,4,8.715695213236643
5,5,8.775782451522186
27,6,9.106262262092677
68,7,9.722156454519501
217,8,11.960406080656007
166,9,11.194293792515323
63,10,9.64704740666257
59,11,9.586960168377027
78,12,9.87237455023336
73,13,9.79726550237643
62,14,9.632025597091184
65,15,9.677091025805343
97,16,10.157788932089693
161,17,11.119184744658394
120,18,10.50329055223157
96,19,10.142767122518308
53,20,9.496829310948712
41,21,9.31656759609208
34,22,9.211414929092378
27,23,9.106262262092677
13,0,8.895956928093273
12,1,8.880935118521887
11,2,8.865913308950502
7,3,8.805826070664958
3,4,8.745738832379415
2,6,8.730717022808028
8,7,8.820847880236343
27,8,9.106262262092677
40,9,9.301545786520695
53,10,9.496829310948712
63,11,9.64704740666257
70,12,9.752200073662273
84,13,9.962505407661675
75,14,9.827309121519201
103,15,10.247919789518008
83,16,9.94748359809029
67,17,9.707134644948114
54,18,9.511851120520097
59,19,9.586960168377027
45,20,9.376654834377623
39,21,9.286523976949308
30,22,9.151327690806834
33,23,9.196393119520993
22,0,9.031153214235747
13,1,8.895956928093273
18,2,8.971065975950204
5,3,8.775782451522186
3,5,8.745738832379415
1,6,8.715695213236643
2,7,8.730717022808028
19,8,8.986087785521589
28,9,9.121284071664062
58,10,9.57193835880564
99,11,10.187832551232464
116,12,10.443203313946025
87,13,10.007570836375834
110,14,10.35307245651771
77,15,9.857352740661973
65,16,9.677091025805343
55,17,9.526872930091484
49,18,9.436742072663167
50,19,9.451763882234554
35,20,9.226436738663764
25,21,9.076218642949904
28,22,9.121284071664062
21,23,9.01613140466436
7,0,8.805826070664958
1,1,8.715695213236643
1,3,8.715695213236643
1,4,8.715695213236643
5,5,8.775782451522186
15,6,8.926000547236045
84,7,9.962505407661675
177,8,11.359533697800568
102,9,10.232897979946623
40,10,9.301545786520695
46,11,9.39167664394901
63,12,9.64704740666257
60,13,9.601981977948412
45,14,9.376654834377623
57,15,9.556916549234256
70,16,9.752200073662273
184,17,11.46468636480027
153,18,10.999010268087305
106,19,10.292985218232166
81,20,9.917439978947518
59,21,9.586960168377027
35,22,9.226436738663764
24,23,9.061196833378519
9,0,8.83586968980773
5,1,8.775782451522186
2,2,8.730717022808028
1,4,8.715695213236643
9,5,8.83586968980773
36,6,9.24145854823515
108,7,10.323028837374938
238,8,12.275864081655111
144,9,10.863813981944833
55,10,9.526872930091484
61,11,9.6170037875198
106,12,10.292985218232166
93,13,10.097701693804149
68,14,9.722156454519501
84,15,9.962505407661675
116,16,10.443203313946025
222,17,12.035515128512937
225,18,12.080580557227094
146,19,10.893857601087603
119,20,10.488268742660184
45,21,9.376654834377623
53,22,9.496829310948712
40,23,9.301545786520695
17,0,8.956044166378817
5,1,8.775782451522186
10,2,8.850891499379115
1,5,8.715695213236643
8,6,8.820847880236343
30,7,9.151327690806834
72,8,9.782243692805045
58,9,9.57193835880564
28,10,9.121284071664062
41,11,9.31656759609208
48,12,9.421720263091782
47,13,9.406698453520395
36,14,9.24145854823515
43,15,9.346611215234851
36,16,9.24145854823515
26,17,9.09124045252129
24,16,9.061196833378519
84,17,9.962505407661675
104,18,10.262941599089395
79,19,9.887396359804747
59,20,9.586960168377027
38,21,9.271502167377921
27,22,9.106262262092677
16,23,8.941022356807432
9,0,8.83586968980773
3,1,8.745738832379415
2,2,8.730717022808028
1,3,8.715695213236643
4,5,8.7607606419508
16,6,8.941022356807432
60,7,9.601981977948412
157,8,11.05909750637285
101,9,10.217876170375236
49,10,9.436742072663167
30,11,9.151327690806834
29,12,9.13630588123545
31,13,9.166349500378221
38,14,9.271502167377921
41,15,9.31656759609208
80,16,9.902418169376132
149,17,10.938923029801762
109,18,10.338050646946325
89,19,10.037614455518606
62,20,9.632025597091184
58,21,9.57193835880564
26,22,9.09124045252129
23,23,9.046175023807132
28,0,9.121284071664062
20,1,9.001109595092975
15,2,8.926000547236045
8,3,8.820847880236343
3,4,8.745738832379415
2,6,8.730717022808028
5,7,8.775782451522186
34,8,9.211414929092378
34,9,9.211414929092378
55,10,9.526872930091484
64,11,9.662069216233956
78,12,9.87237455023336
65,13,9.677091025805343
99,14,10.187832551232464
120,15,10.50329055223157
107,16,10.308007027803553
91,17,10.067658074661377
68,18,9.722156454519501
58,19,9.57193835880564
43,20,9.346611215234851
36,21,9.24145854823515
32,22,9.181371309949606
33,23,9.196393119520993
33,0,9.196393119520993
29,1,9.13630588123545
11,2,8.865913308950502
8,3,8.820847880236343
1,4,8.715695213236643
3,5,8.745738832379415
3,7,8.745738832379415
12,8,8.880935118521887
38,9,9.271502167377921
64,10,9.662069216233956
59,11,9.586960168377027
97,12,10.157788932089693
84,13,9.962505407661675
122,14,10.533334171374342
109,15,10.338050646946325
123,16,10.548355980945727
77,17,9.857352740661973
65,18,9.677091025805343
55,19,9.526872930091484
33,20,9.196393119520993
28,21,9.121284071664062
21,22,9.01613140466436
21,23,9.01613140466436
7,0,8.805826070664958
7,1,8.805826070664958
1,2,8.715695213236643
2,3,8.730717022808028
2,4,8.730717022808028
8,5,8.820847880236343
37,6,9.256480357806536
72,7,9.782243692805045
185,8,11.479708174371655
112,9,10.383116075660482
69,10,9.737178264090886
48,11,9.421720263091782
68,12,9.722156454519501
54,13,9.511851120520097
86,14,9.992549026804447
44,15,9.361633024806238
86,16,9.992549026804447
161,17,11.119184744658394
156,18,11.044075696801464
111,19,10.368094266089097
78,20,9.87237455023336
56,21,9.541894739662869
34,22,9.211414929092378
17,23,8.956044166378817
8,0,8.820847880236343
3,1,8.745738832379415
2,2,8.730717022808028
2,3,8.730717022808028
3,5,8.745738832379415
22,6,9.031153214235747
52,7,9.481807501377325
135,8,10.72861769580236
116,9,10.443203313946025
47,10,9.406698453520395
51,11,9.466785691805939
55,12,9.526872930091484
52,13,9.481807501377325
54,14,9.511851120520097
52,15,9.481807501377325
64,16,9.662069216233956
176,17,11.344511888229183
168,18,11.224337411658095
108,19,10.323028837374938
74,20,9.812287311947816
64,21,9.662069216233956
36,22,9.24145854823515
16,23,8.941022356807432
2,0,8.730717022808028
3,1,8.745738832379415
4,2,8.7607606419508
1,3,8.715695213236643
1,4,8.715695213236643
3,5,8.745738832379415
18,6,8.971065975950204
49,7,9.436742072663167
155,8,11.029053887230077
123,9,10.548355980945727
61,10,9.6170037875198
52,11,9.481807501377325
64,12,9.662069216233956
75,13,9.827309121519201
63,14,9.64704740666257
76,15,9.842330931090588
103,16,10.247919789518008
190,17,11.554817222228586
182,18,11.434642745657499
91,19,10.067658074661377
75,20,9.827309121519201
63,21,9.64704740666257
40,22,9.301545786520695
32,23,9.181371309949606
12,0,8.880935118521887
5,1,8.775782451522186
2,2,8.730717022808028
1,3,8.715695213236643
2,5,8.730717022808028
39,6,9.286523976949308
87,7,10.007570836375834
188,8,11.524773603085814
133,9,10.698574076659588
52,10,9.481807501377325
64,11,9.662069216233956
69,12,9.737178264090886
51,13,9.466785691805939
47,14,9.406698453520395
60,15,9.601981977948412
78,16,9.87237455023336
175,17,11.329490078657797
147,18,10.90887941065899
96,19,10.142767122518308
109,20,10.338050646946325
54,21,9.511851120520097
41,22,9.31656759609208
38,23,9.271502167377921
13,0,8.895956928093273
7,1,8.805826070664958
1,2,8.715695213236643
1,3,8.715695213236643
7,5,8.805826070664958
28,6,9.121284071664062
87,7,10.007570836375834
220,8,12.005471509370164
127,9,10.60844321923127
51,10,9.466785691805939
64,11,9.662069216233956
86,12,9.992549026804447
82,13,9.932461788518903
91,14,10.067658074661377
90,15,10.05263626508999
99,16,10.187832551232464
205,17,11.780144365799375
155,18,11.029053887230077
103,19,10.247919789518008
71,20,9.767221883233658
43,21,9.346611215234851
46,22,9.39167664394901
31,23,9.166349500378221
39,0,9.286523976949308
18,1,8.971065975950204
17,2,8.956044166378817
11,3,8.865913308950502
8,4,8.820847880236343
9,5,8.83586968980773
4,6,8.7607606419508
4,7,8.7607606419508
10,8,8.850891499379115
20,9,9.001109595092975
34,10,9.211414929092378
47,11,9.406698453520395
52,12,9.481807501377325
72,13,9.782243692805045
55,14,9.526872930091484
60,15,9.601981977948412
71,16,9.767221883233658
78,17,9.87237455023336
83,18,9.94748359809029
84,19,9.962505407661675
69,20,9.737178264090886
56,21,9.541894739662869
45,22,9.376654834377623
59,23,9.586960168377027
39,0,9.286523976949308
44,1,9.361633024806238
20,2,9.001109595092975
13,3,8.895956928093273
2,4,8.730717022808028
1,5,8.715695213236643
1,6,8.715695213236643
8,7,8.820847880236343
23,8,9.046175023807132
45,9,9.376654834377623
89,10,10.037614455518606
117,11,10.458225123517412
174,12,11.314468269086412
182,13,11.434642745657499
161,14,11.119184744658394
182,15,11.434642745657499
157,16,11.05909750637285
121,17,10.518312361802955
78,18,9.87237455023336
21,19,9.01613140466436
26,20,9.09124045252129
27,21,9.106262262092677
62,22,9.632025597091184
30,23,9.151327690806834
15,0,8.926000547236045
5,1,8.775782451522186
3,2,8.745738832379415
1,3,8.715695213236643
2,4,8.730717022808028
10,5,8.850891499379115
30,6,9.151327690806834
95,7,10.12774531294692
230,8,12.155689605084024
118,9,10.473246933088799
55,10,9.526872930091484
47,11,9.406698453520395
66,12,9.69211283537673
64,13,9.662069216233956
60,14,9.601981977948412
50,15,9.451763882234554
114,16,10.413159694803253
216,17,11.94538427108462
175,18,11.329490078657797
128,19,10.623465028802658
88,20,10.022592645947219
78,21,9.87237455023336
37,22,9.256480357806536
25,23,9.076218642949904
10,0,8.850891499379115
4,1,8.7607606419508
2,2,8.730717022808028
1,3,8.715695213236643
3,4,8.745738832379415
2,5,8.730717022808028
39,6,9.286523976949308
100,7,10.202854360803851
243,8,12.350973129512042
135,9,10.72861769580236
48,10,9.421720263091782
50,11,9.451763882234554
65,12,9.677091025805343
50,13,9.451763882234554
64,14,9.662069216233956
51,15,9.466785691805939
83,16,9.94748359809029
176,17,11.344511888229183
152,18,10.98398845851592
101,19,10.217876170375236
56,20,9.541894739662869
54,21,9.511851120520097
29,22,9.13630588123545
12,23,8.880935118521887
17,0,8.956044166378817
7,1,8.805826070664958
3,2,8.745738832379415
2,3,8.730717022808028
7,5,8.805826070664958
43,6,9.346611215234851
99,7,10.187832551232464
199,8,11.69001350837106
123,9,10.548355980945727
59,10,9.586960168377027
41,11,9.31656759609208
61,12,9.6170037875198
69,13,9.737178264090886
58,14,9.57193835880564
64,15,9.662069216233956
79,16,9.887396359804747
166,17,11.194293792515323
170,18,11.254381030800868
88,19,10.022592645947219
84,20,9.962505407661675
83,21,9.94748359809029
46,22,9.39167664394901
37,23,9.256480357806536
16,0,8.941022356807432
7,1,8.805826070664958
3,2,8.745738832379415
1,4,8.715695213236643
6,5,8.790804261093571
26,6,9.09124045252129
99,7,10.187832551232464
178,8,11.374555507371955
122,9,10.533334171374342
35,10,9.226436738663764
45,11,9.376654834377623
69,12,9.737178264090886
62,13,9.632025597091184
48,14,9.421720263091782
50,15,9.451763882234554
80,16,9.902418169376132
165,17,11.179271982943938
160,18,11.104162935087007
112,19,10.383116075660482
97,20,10.157788932089693
72,21,9.782243692805045
51,22,9.466785691805939
34,23,9.211414929092378
14,0,8.91097873766466
7,1,8.805826070664958
3,2,8.745738832379415
4,5,8.7607606419508
24,6,9.061196833378519
74,7,9.812287311947816
216,8,11.94538427108462
140,9,10.803726743659288
44,10,9.361633024806238
64,11,9.662069216233956
71,12,9.767221883233658
110,13,10.35307245651771
84,14,9.962505407661675
74,15,9.812287311947816
125,16,10.578399600088499
211,17,11.87027522322769
174,18,11.314468269086412
101,19,10.217876170375236
63,20,9.64704740666257
47,21,9.406698453520395
43,22,9.346611215234851
53,23,9.496829310948712
30,0,9.151327690806834
24,1,9.061196833378519
15,2,8.926000547236045
10,3,8.850891499379115
4,4,8.7607606419508
1,5,8.715695213236643
2,6,8.730717022808028
11,7,8.865913308950502
30,8,9.151327690806834
43,9,9.346611215234851
84,10,9.962505407661675
114,11,10.413159694803253
120,12,10.50329055223157
135,13,10.72861769580236
120,14,10.50329055223157
174,15,11.314468269086412
145,16,10.878835791516218
137,17,10.758661314945131
64,18,9.662069216233956
41,19,9.31656759609208
40,20,9.301545786520695
51,21,9.466785691805939
45,22,9.376654834377623
32,23,9.181371309949606
39,0,9.286523976949308
24,1,9.061196833378519
20,2,9.001109595092975
12,3,8.880935118521887
2,4,8.730717022808028
5,6,8.775782451522186
3,7,8.745738832379415
12,8,8.880935118521887
47,9,9.406698453520395
105,10,10.277963408660781
112,11,10.383116075660482
152,12,10.98398845851592
154,13,11.014032077658692
161,14,11.119184744658394
162,15,11.13420655422978
134,16,10.713595886230973
125,17,10.578399600088499
95,18,10.12774531294692
61,19,9.6170037875198
47,20,9.406698453520395
51,21,9.466785691805939
36,22,9.24145854823515
30,23,9.151327690806834
11,0,8.865913308950502
7,1,8.805826070664958
2,2,8.730717022808028
2,3,8.730717022808028
2,4,8.730717022808028
3,5,8.745738832379415
26,6,9.09124045252129
98,7,10.17281074166108
256,8,12.546256653940059
130,9,10.65350864794543
55,10,9.526872930091484
53,11,9.496829310948712
126,12,10.593421409659886
120,13,10.50329055223157
90,14,10.05263626508999
90,15,10.05263626508999
118,16,10.473246933088799
243,17,12.350973129512042
205,18,11.780144365799375
98,19,10.17281074166108
70,20,9.752200073662273
43,21,9.346611215234851
45,22,9.376654834377623
20,23,9.001109595092975
19,0,8.986087785521589
5,1,8.775782451522186
3,2,8.745738832379415
1,4,8.715695213236643
4,5,8.7607606419508
30,6,9.151327690806834
105,7,10.277963408660781
223,8,12.050536938084322
110,9,10.35307245651771
52,10,9.481807501377325
57,11,9.556916549234256
71,12,9.767221883233658
82,13,9.932461788518903
79,14,9.887396359804747
85,15,9.977527217233062
98,16,10.17281074166108
206,17,11.795166175370762
212,18,11.885297032799077
145,19,10.878835791516218
101,20,10.217876170375236
66,21,9.69211283537673
41,22,9.31656759609208
20,23,9.001109595092975
15,0,8.926000547236045
9,1,8.83586968980773
1,3,8.715695213236643
1,4,8.715695213236643
5,5,8.775782451522186
33,6,9.196393119520993
108,7,10.323028837374938
230,8,12.155689605084024
124,9,10.563377790517114
69,10,9.737178264090886
66,11,9.69211283537673
86,12,9.992549026804447
93,13,10.097701693804149
82,14,9.932461788518903
117,15,10.458225123517412
122,16,10.533334171374342
255,17,12.531234844368672
222,18,12.035515128512937
161,19,11.119184744658394
118,20,10.473246933088799
92,21,10.082679884232764
73,22,9.79726550237643
33,23,9.196393119520993
17,0,8.956044166378817
6,1,8.790804261093571
6,2,8.790804261093571
4,3,8.7607606419508
4,4,8.7607606419508
12,5,8.880935118521887
47,6,9.406698453520395
126,7,10.593421409659886
285,8,12.98188913151025
179,9,11.38957731694334
88,10,10.022592645947219
90,11,10.05263626508999
101,12,10.217876170375236
123,13,10.548355980945727
81,14,9.917439978947518
106,15,10.292985218232166
146,16,10.893857601087603
274,17,12.816649226225007
222,18,12.035515128512937
175,19,11.329490078657797
139,20,10.788704934087903
124,21,10.563377790517114
76,22,9.842330931090588
44,23,9.361633024806238
32,0,9.181371309949606
8,1,8.820847880236343
7,2,8.805826070664958
8,3,8.820847880236343
1,4,8.715695213236643
7,5,8.805826070664958
50,6,9.451763882234554
116,7,10.443203313946025
272,8,12.786605607082233
169,9,11.239359221229481
95,10,10.12774531294692
113,11,10.398137885231868
185,12,11.479708174371655
176,13,11.344511888229183
191,14,11.569839031799972
172,15,11.284424649943638
232,16,12.185733224226796
327,17,13.612805133508461
224,18,12.065558747655707
162,19,11.13420655422978
124,20,10.563377790517114
72,21,9.782243692805045
107,22,10.308007027803553
77,23,9.857352740661973
29,0,9.13630588123545
31,1,9.166349500378221
17,2,8.956044166378817
7,3,8.805826070664958
3,4,8.745738832379415
3,5,8.745738832379415
6,6,8.790804261093571
22,7,9.031153214235747
45,8,9.376654834377623
55,9,9.526872930091484
106,10,10.292985218232166
123,11,10.548355980945727
119,12,10.488268742660184
155,13,11.029053887230077
196,14,11.644948079656903
171,15,11.269402840372253
120,16,10.50329055223157
127,17,10.60844321923127
88,18,10.022592645947219
59,19,9.586960168377027
47,20,9.406698453520395
33,21,9.196393119520993
44,22,9.361633024806238
29,23,9.13630588123545
17,0,8.956044166378817
16,1,8.941022356807432
17,2,8.956044166378817
18,3,8.971065975950204
1,4,8.715695213236643
2,6,8.730717022808028
2,7,8.730717022808028
24,8,9.061196833378519
55,9,9.526872930091484
104,10,10.262941599089395
161,11,11.119184744658394
182,12,11.434642745657499
198,13,11.674991698799673
212,14,11.885297032799077
168,15,11.224337411658095
147,16,10.90887941065899
146,17,10.893857601087603
101,18,10.217876170375236
42,19,9.331589405663467
42,20,9.331589405663467
56,21,9.541894739662869
47,22,9.406698453520395
54,23,9.511851120520097
37,0,9.256480357806536
13,1,8.895956928093273
4,2,8.7607606419508
5,3,8.775782451522186
1,4,8.715695213236643
3,5,8.745738832379415
8,6,8.820847880236343
