windspeed,instant,Predicted Y
0.1642,355,8769.126093964336
0.2985,356,8358.793405542921
0.2836,357,8404.318029947084
0.2537,358,8495.672813147385
0.2836,359,8404.318029947084
0.2537,360,8495.672813147385
0.2836,361,8404.318029947084
0.2985,362,8358.793405542921
0.2537,363,8495.672813147385
0.2537,364,8495.672813147385
0.2239,365,8586.72206195571
0.2537,366,8495.672813147385
0.1642,367,8769.126093964336
0.1343,368,8860.480877164637
0.1642,369,8769.126093964336
0.1642,370,8769.126093964336
0.1343,371,8860.480877164637
0.1045,372,8951.530125972964
0.2239,373,8586.72206195571
0.194,374,8678.07684515601
0.2537,375,8495.672813147385
0.194,376,8678.07684515601
0.1343,377,8860.480877164637
0.1642,378,8769.126093964336
0.194,379,8678.07684515601
0.1343,380,8860.480877164637
0.2239,381,8586.72206195571
0.2239,382,8586.72206195571
0.2537,383,8495.672813147385
0.194,384,8678.07684515601
0.1343,385,8860.480877164637
0.1343,386,8860.480877164637
0.1045,387,8951.530125972964
0.1642,388,8769.126093964336
0.1642,389,8769.126093964336
0.194,390,8678.07684515601
0.2537,391,8495.672813147385
0.194,392,8678.07684515601
0.194,393,8678.07684515601
0.194,394,8678.07684515601
0.2537,395,8495.672813147385
0.2836,396,8404.318029947084
0.3284,397,8267.43862234262
0.2239,398,8586.72206195571
0.1642,399,8769.126093964336
0.1642,400,8769.126093964336
0.194,401,8678.07684515601
0.194,402,8678.07684515601
0.1642,403,8769.126093964336
0.1343,404,8860.480877164637
0.0,405,9270.813565586053
0.1045,406,8951.530125972964
0.0896,407,8997.054750377127
0.0,408,9270.813565586053
0.0,409,9270.813565586053
0.1343,410,8860.480877164637
0.1343,411,8860.480877164637
0.1343,412,8860.480877164637
0.0896,413,8997.054750377127
0.0896,414,8997.054750377127
0.1045,415,8951.530125972964
0.1045,416,8951.530125972964
0.1045,417,8951.530125972964
0.1343,418,8860.480877164637
0.0896,419,8997.054750377127
0.0896,420,8997.054750377127
0.2836,421,8404.318029947084
0.2537,422,8495.672813147385
0.2836,423,8404.318029947084
0.3881,424,8085.034590333995
0.3284,425,8267.43862234262
0.2836,426,8404.318029947084
0.4179,427,7993.985341525668
0.2985,428,8358.793405542921
0.4179,429,7993.985341525668
0.1642,430,8769.126093964336
0.4627,431,7857.105933921205
0.3881,432,8085.034590333995
0.0,433,9270.813565586053
0.0,434,9270.813565586053
0.1642,435,8769.126093964336
0.1642,436,8769.126093964336
0.2239,437,8586.72206195571
0.2239,438,8586.72206195571
0.2239,439,8586.72206195571
0.2836,440,8404.318029947084
0.2239,441,8586.72206195571
0.2985,442,8358.793405542921
0.1642,443,8769.126093964336
0.0,444,9270.813565586053
0.1045,445,8951.530125972964
0.1343,446,8860.480877164637
0.194,447,8678.07684515601
0.1343,448,8860.480877164637
0.1045,449,8951.530125972964
0.194,450,8678.07684515601
0.3284,451,8267.43862234262
0.2836,452,8404.318029947084
0.2537,453,8495.672813147385
0.2836,454,8404.318029947084
0.3284,455,8267.43862234262
0.2537,456,8495.672813147385
0.2537,457,8495.672813147385
0.1642,458,8769.126093964336
0.2985,459,8358.793405542921
0.0896,460,8997.054750377127
0.4179,461,7993.985341525668
0.2537,462,8495.672813147385
0.2836,463,8404.318029947084
0.3284,464,8267.43862234262
0.3582,465,8176.3893735342945
0.4627,466,7857.105933921205
0.4627,467,7857.105933921205
0.5821,468,7492.297869903952
0.5821,469,7492.297869903952
0.5224,470,7674.701901912578
0.4478,471,7902.630558325368
0.3582,472,8176.3893735342945
0.3582,473,8176.3893735342945
0.2537,474,8495.672813147385
0.3284,475,8267.43862234262
0.4179,476,7993.985341525668
0.2836,477,8404.318029947084
0.3881,478,8085.034590333995
0.3284,479,8267.43862234262
0.2537,480,8495.672813147385
0.3881,481,8085.034590333995
0.2537,482,8495.672813147385
0.2836,483,8404.318029947084
0.2985,484,8358.793405542921
0.2239,485,8586.72206195571
0.2836,486,8404.318029947084
0.3284,487,8267.43862234262
0.2537,488,8495.672813147385
0.1642,489,8769.126093964336
0.1343,490,8860.480877164637
0.1045,491,8951.530125972964
0.0,492,9270.813565586053
0.1045,493,8951.530125972964
0.0,494,9270.813565586053
0.194,495,8678.07684515601
0.0,496,9270.813565586053
0.194,497,8678.07684515601
0.1343,498,8860.480877164637
0.1642,499,8769.126093964336
0.0896,500,8997.054750377127
0.0,501,9270.813565586053
0.1045,502,8951.530125972964
0.1045,503,8951.530125972964
0.1045,504,8951.530125972964
0.1343,505,8860.480877164637
0.1343,506,8860.480877164637
0.1045,507,8951.530125972964
0.1045,508,8951.530125972964
0.1642,509,8769.126093964336
0.1642,510,8769.126093964336
0.3582,511,8176.3893735342945
0.3881,512,8085.034590333995
0.2239,513,8586.72206195571
0.4627,514,7857.105933921205
0.3881,515,8085.034590333995
0.3582,516,8176.3893735342945
0.3582,517,8176.3893735342945
0.3284,518,8267.43862234262
0.3881,519,8085.034590333995
0.2537,520,8495.672813147385
0.2836,521,8404.318029947084
0.2537,522,8495.672813147385
0.194,523,8678.07684515601
0.194,524,8678.07684515601
0.2239,525,8586.72206195571
0.194,526,8678.07684515601
0.194,527,8678.07684515601
0.2537,528,8495.672813147385
0.1343,529,8860.480877164637
0.1343,530,8860.480877164637
0.0896,531,8997.054750377127
0.0,532,9270.813565586053
0.0,533,9270.813565586053
0.0,534,9270.813565586053
0.0,535,9270.813565586053
0.1343,536,8860.480877164637
0.194,537,8678.07684515601
0.2239,538,8586.72206195571
0.2239,539,8586.72206195571
0.1642,540,8769.126093964336
0.2537,541,8495.672813147385
0.2537,542,8495.672813147385
0.194,543,8678.07684515601
0.1642,544,8769.126093964336
0.194,545,8678.07684515601
0.1642,546,8769.126093964336
0.2239,547,8586.72206195571
0.2537,548,8495.672813147385
0.2836,549,8404.318029947084
0.1642,550,8769.126093964336
0.2239,551,8586.72206195571
0.1045,552,8951.530125972964
0.2239,553,8586.72206195571
0.1045,554,8951.530125972964
0.2239,555,8586.72206195571
0.1343,556,8860.480877164637
0.0896,557,8997.054750377127
0.1045,558,8951.530125972964
0.1343,559,8860.480877164637
0.0896,560,8997.054750377127
0.1343,561,8860.480877164637
0.0,562,9270.813565586053
0.0,563,9270.813565586053
0.0,564,9270.813565586053
0.0,565,9270.813565586053
0.0896,566,8997.054750377127
0.1642,567,8769.126093964336
0.194,568,8678.07684515601
0.194,569,8678.07684515601
0.1642,570,8769.126093964336
0.1642,571,8769.126093964336
0.1343,572,8860.480877164637
0.1343,573,8860.480877164637
0.194,574,8678.07684515601
0.2836,575,8404.318029947084
0.2836,576,8404.318029947084
0.2985,577,8358.793405542921
0.2985,578,8358.793405542921
0.2985,579,8358.793405542921
0.2836,580,8404.318029947084
0.3284,581,8267.43862234262
0.3284,582,8267.43862234262
0.3284,583,8267.43862234262
0.3582,584,8176.3893735342945
0.4627,585,7857.105933921205
0.3284,586,8267.43862234262
0.3582,587,8176.3893735342945
0.194,588,8678.07684515601
0.1045,589,8951.530125972964
0.0896,590,8997.054750377127
0.0896,591,8997.054750377127
0.0896,592,8997.054750377127
0.0896,593,8997.054750377127
0.0896,594,8997.054750377127
0.1642,595,8769.126093964336
0.1343,596,8860.480877164637
0.1343,597,8860.480877164637
0.1642,598,8769.126093964336
0.1045,599,8951.530125972964
0.1045,600,8951.530125972964
0.1343,601,8860.480877164637
0.0896,602,8997.054750377127
0.0896,603,8997.054750377127
0.0896,604,8997.054750377127
0.1045,605,8951.530125972964
0.1045,606,8951.530125972964
0.1045,607,8951.530125972964
0.1045,608,8951.530125972964
0.0,609,9270.813565586053
0.0,610,9270.813565586053
0.0,611,9270.813565586053
0.1343,612,8860.480877164637
0.194,613,8678.07684515601
0.1343,614,8860.480877164637
0.194,615,8678.07684515601
0.1343,616,8860.480877164637
0.3582,617,8176.3893735342945
0.2239,618,8586.72206195571
0.3582,619,8176.3893735342945
0.194,620,8678.07684515601
0.1642,621,8769.126093964336
0.1343,622,8860.480877164637
0.1045,623,8951.530125972964
0.1343,624,8860.480877164637
0.1045,625,8951.530125972964
0.1642,626,8769.126093964336
0.0896,627,8997.054750377127
0.1045,628,8951.530125972964
0.1343,629,8860.480877164637
0.194,630,8678.07684515601
0.1642,631,8769.126093964336
0.1343,632,8860.480877164637
0.2537,633,8495.672813147385
0.1642,634,8769.126093964336
0.0,635,9270.813565586053
0.1343,636,8860.480877164637
0.2537,637,8495.672813147385
0.0896,638,8997.054750377127
0.0896,639,8997.054750377127
0.0896,640,8997.054750377127
0.0896,641,8997.054750377127
0.1045,642,8951.530125972964
0.0,643,9270.813565586053
0.0,644,9270.813565586053
0.0,645,9270.813565586053
0.0,646,9270.813565586053
0.0,647,9270.813565586053
0.0,648,9270.813565586053
0.0,649,9270.813565586053
0.0,650,9270.813565586053
0.0,651,9270.813565586053
0.0,652,9270.813565586053
0.1045,653,8951.530125972964
0.1045,654,8951.530125972964
0.0896,655,8997.054750377127
0.0,656,9270.813565586053
0.0,657,9270.813565586053
0.194,658,8678.07684515601
0.1642,659,8769.126093964336
0.194,660,8678.07684515601
0.1045,661,8951.530125972964
0.1642,662,8769.126093964336
0.194,663,8678.07684515601
0.2836,664,8404.318029947084
0.2239,665,8586.72206195571
0.2537,666,8495.672813147385
0.194,667,8678.07684515601
0.194,668,8678.07684515601
0.2239,669,8586.72206195571
0.2836,670,8404.318029947084
0.3284,671,8267.43862234262
0.2836,672,8404.318029947084
0.2836,673,8404.318029947084
0.2985,674,8358.793405542921
0.194,675,8678.07684515601
0.194,676,8678.07684515601
0.1045,677,8951.530125972964
0.0,678,9270.813565586053
0.1343,679,8860.480877164637
0.1343,680,8860.480877164637
0.194,681,8678.07684515601
0.194,682,8678.07684515601
0.2239,683,8586.72206195571
0.1045,684,8951.530125972964
0.1642,685,8769.126093964336
0.0896,686,8997.054750377127
0.1045,687,8951.530125972964
0.0896,688,8997.054750377127
0.1045,689,8951.530125972964
0.1045,690,8951.530125972964
0.0,691,9270.813565586053
0.0,692,9270.813565586053
0.0,693,9270.813565586053
0.0,694,9270.813565586053
0.0,695,9270.813565586053
0.0,696,9270.813565586053
0.0,697,9270.813565586053
0.0,698,9270.813565586053
0.0,699,9270.813565586053
0.0,700,9270.813565586053
0.0,701,9270.813565586053
0.0896,702,8997.054750377127
0.0,703,9270.813565586053
0.1343,704,8860.480877164637
0.0,705,9270.813565586053
0.1045,706,8951.530125972964
0.1343,707,8860.480877164637
0.1343,708,8860.480877164637
0.1343,709,8860.480877164637
0.0896,710,8997.054750377127
0.194,711,8678.07684515601
0.1045,712,8951.530125972964
0.194,713,8678.07684515601
0.1343,714,8860.480877164637
0.1343,715,8860.480877164637
0.2836,716,8404.318029947084
0.1045,717,8951.530125972964
0.1045,718,8951.530125972964
0.2239,719,8586.72206195571
0.2239,720,8586.72206195571
0.0896,721,8997.054750377127
0.0,722,9270.813565586053
0.194,723,8678.07684515601
0.2239,724,8586.72206195571
0.1642,725,8769.126093964336
0.3881,726,8085.034590333995
0.3284,727,8267.43862234262
0.2985,728,8358.793405542921
0.5224,729,7674.701901912578
0.5522,730,7583.652653104253
0.4925,731,7766.056685112879
0.5522,732,7583.652653104253
0.3284,733,8267.43862234262
0.2537,734,8495.672813147385
0.4478,735,7902.630558325368
0.4478,736,7902.630558325368
0.5224,737,7674.701901912578
0.2537,738,8495.672813147385
0.2537,739,8495.672813147385
0.2985,740,8358.793405542921
0.3582,741,8176.3893735342945
0.3284,742,8267.43862234262
0.3582,743,8176.3893735342945
0.2985,744,8358.793405542921
0.3284,745,8267.43862234262
0.4478,746,7902.630558325368
0.3582,747,8176.3893735342945
0.4179,748,7993.985341525668
0.3881,749,8085.034590333995
0.3284,750,8267.43862234262
0.2537,751,8495.672813147385
0.194,752,8678.07684515601
0.1642,753,8769.126093964336
0.0,754,9270.813565586053
0.0896,755,8997.054750377127
0.1045,756,8951.530125972964
0.0896,757,8997.054750377127
0.1045,758,8951.530125972964
0.0,759,9270.813565586053
0.0,760,9270.813565586053
0.1045,761,8951.530125972964
0.1045,762,8951.530125972964
0.1343,763,8860.480877164637
0.0,764,9270.813565586053
0.0,765,9270.813565586053
0.1343,766,8860.480877164637
0.1343,767,8860.480877164637
0.1343,768,8860.480877164637
0.1642,769,8769.126093964336
0.1642,770,8769.126093964336
0.2239,771,8586.72206195571
0.1642,772,8769.126093964336
0.2537,773,8495.672813147385
0.2239,774,8586.72206195571
0.1343,775,8860.480877164637
0.1045,776,8951.530125972964
0.1343,777,8860.480877164637
0.1642,778,8769.126093964336
0.1642,779,8769.126093964336
0.1642,780,8769.126093964336
0.1343,781,8860.480877164637
0.1642,782,8769.126093964336
0.1642,783,8769.126093964336
0.1642,784,8769.126093964336
0.1642,785,8769.126093964336
0.1343,786,8860.480877164637
0.0896,787,8997.054750377127
0.0,788,9270.813565586053
0.0896,789,8997.054750377127
0.0896,790,8997.054750377127
0.0896,791,8997.054750377127
0.1343,792,8860.480877164637
0.1343,793,8860.480877164637
0.1642,794,8769.126093964336
0.1642,795,8769.126093964336
0.0,796,9270.813565586053
0.0,797,9270.813565586053
0.1343,798,8860.480877164637
0.2836,799,8404.318029947084
0.4478,800,7902.630558325368
0.4478,801,7902.630558325368
0.2537,802,8495.672813147385
0.194,803,8678.07684515601
0.1343,804,8860.480877164637
0.2239,805,8586.72206195571
0.194,806,8678.07684515601
0.4179,807,7993.985341525668
0.3284,808,8267.43862234262
0.0896,809,8997.054750377127
0.3582,810,8176.3893735342945
0.2239,811,8586.72206195571
0.2239,812,8586.72206195571
0.1642,813,8769.126093964336
0.1045,814,8951.530125972964
0.1045,815,8951.530125972964
0.2537,816,8495.672813147385
0.2537,817,8495.672813147385
0.0,818,9270.813565586053
0.0,819,9270.813565586053
0.0896,820,8997.054750377127
0.0896,821,8997.054750377127
0.1045,822,8951.530125972964
0.0,823,9270.813565586053
0.1642,824,8769.126093964336
0.1343,825,8860.480877164637
0.1045,826,8951.530125972964
0.0,827,9270.813565586053
0.0,828,9270.813565586053
0.0,829,9270.813565586053
0.0,830,9270.813565586053
0.0,831,9270.813565586053
0.0,832,9270.813565586053
0.0,833,9270.813565586053
0.0,834,9270.813565586053
0.0,835,9270.813565586053
0.0,836,9270.813565586053
0.0,837,9270.813565586053
0.0,838,9270.813565586053
0.0,839,9270.813565586053
0.1045,840,8951.530125972964
0.0896,841,8997.054750377127
0.0,842,9270.813565586053
0.0896,843,8997.054750377127
0.0896,844,8997.054750377127
0.0896,845,8997.054750377127
0.1343,846,8860.480877164637
0.1642,847,8769.126093964336
0.1343,848,8860.480877164637
0.0,849,9270.813565586053
0.1045,850,8951.530125972964
0.0,851,9270.813565586053
0.0896,852,8997.054750377127
0.0,853,9270.813565586053
0.0,854,9270.813565586053
0.0,855,9270.813565586053
0.1045,856,8951.530125972964
0.1642,857,8769.126093964336
0.1642,858,8769.126093964336
0.3284,859,8267.43862234262
0.3284,860,8267.43862234262
0.4179,861,7993.985341525668
0.4925,862,7766.056685112879
0.4925,863,7766.056685112879
0.5522,864,7583.652653104253
0.4627,865,7857.105933921205
0.4925,866,7766.056685112879
0.4478,867,7902.630558325368
0.4179,868,7993.985341525668
0.3881,869,8085.034590333995
0.5224,870,7674.701901912578
0.5821,871,7492.297869903952
0.3881,872,8085.034590333995
0.4627,873,7857.105933921205
0.3284,874,8267.43862234262
0.4627,875,7857.105933921205
0.3582,876,8176.3893735342945
0.3284,877,8267.43862234262
0.3582,878,8176.3893735342945
0.2239,879,8586.72206195571
0.2836,880,8404.318029947084
0.1343,881,8860.480877164637
0.1045,882,8951.530125972964
0.0,883,9270.813565586053
0.1045,884,8951.530125972964
0.0,885,9270.813565586053
0.1642,886,8769.126093964336
0.0,887,9270.813565586053
0.1642,888,8769.126093964336
0.2239,889,8586.72206195571
0.2537,890,8495.672813147385
0.2985,891,8358.793405542921
0.2836,892,8404.318029947084
0.2537,893,8495.672813147385
0.2537,894,8495.672813147385
0.2985,895,8358.793405542921
0.2537,896,8495.672813147385
0.1642,897,8769.126093964336
0.1642,898,8769.126093964336
0.1642,899,8769.126093964336
0.194,900,8678.07684515601
0.194,901,8678.07684515601
0.1343,902,8860.480877164637
0.1343,903,8860.480877164637
0.2239,904,8586.72206195571
0.2239,905,8586.72206195571
0.2836,906,8404.318029947084
0.4179,907,7993.985341525668
0.3284,908,8267.43862234262
0.3582,909,8176.3893735342945
0.2985,910,8358.793405542921
0.3582,911,8176.3893735342945
0.3881,912,8085.034590333995
0.2985,913,8358.793405542921
0.2836,914,8404.318029947084
0.2537,915,8495.672813147385
0.2985,916,8358.793405542921
0.194,917,8678.07684515601
0.1343,918,8860.480877164637
0.1045,919,8951.530125972964
0.0896,920,8997.054750377127
0.0,921,9270.813565586053
0.0,922,9270.813565586053
0.1045,923,8951.530125972964
0.1045,924,8951.530125972964
0.0896,925,8997.054750377127
0.0896,926,8997.054750377127
0.0896,927,8997.054750377127
0.0,928,9270.813565586053
0.0,929,9270.813565586053
0.1642,930,8769.126093964336
0.2239,931,8586.72206195571
0.194,932,8678.07684515601
0.1343,933,8860.480877164637
0.1343,934,8860.480877164637
0.194,935,8678.07684515601
0.2537,936,8495.672813147385
0.1642,937,8769.126093964336
0.194,938,8678.07684515601
0.0,939,9270.813565586053
0.0,940,9270.813565586053
0.0,941,9270.813565586053
0.1343,942,8860.480877164637
0.1343,943,8860.480877164637
