instant,temp,Predicted Y
282,0.14,0.453042079001574
283,0.14,0.4530473055821425
284,0.12,0.453052532162711
285,0.12,0.4530577587432795
286,0.14,0.4530629853238481
287,0.14,0.4530682119044166
288,0.16,0.4530734384849851
289,0.2,0.4530786650655536
290,0.2,0.4530838916461221
291,0.22,0.4530891182266906
292,0.22,0.4530943448072592
293,0.24,0.4530995713878277
294,0.24,0.4531047979683962
295,0.2,0.4531100245489647
296,0.2,0.4531152511295332
297,0.16,0.4531204777101017
298,0.16,0.4531257042906703
299,0.14,0.4531309308712388
300,0.14,0.4531361574518073
301,0.12,0.4531413840323758
302,0.12,0.4531466106129443
303,0.1,0.4531518371935128
304,0.1,0.4531570637740814
305,0.1,0.4531622903546499
306,0.1,0.4531675169352184
307,0.1,0.4531727435157869
308,0.1,0.4531779700963554
309,0.12,0.4531831966769239
310,0.14,0.4531884232574925
311,0.18,0.453193649838061
312,0.18,0.4531988764186295
313,0.2,0.453204102999198
314,0.22,0.4532093295797665
315,0.22,0.453214556160335
316,0.24,0.4532197827409036
317,0.22,0.4532250093214721
318,0.22,0.4532302359020406
319,0.2,0.4532354624826091
320,0.16,0.4532406890631776
321,0.18,0.4532459156437461
322,0.16,0.4532511422243147
323,0.16,0.4532563688048832
324,0.18,0.4532615953854517
325,0.18,0.4532668219660202
326,0.16,0.4532720485465887
327,0.16,0.4532772751271572
328,0.16,0.45328250170772577
329,0.16,0.4532877282882943
330,0.16,0.4532929548688628
331,0.14,0.4532981814494313
332,0.14,0.4533034080299998
333,0.14,0.4533086346105683
334,0.16,0.45331386119113687
335,0.18,0.4533190877717054
336,0.2,0.4533243143522739
337,0.24,0.4533295409328424
338,0.28,0.4533347675134109
339,0.3,0.4533399940939794
340,0.32,0.45334522067454797
341,0.34,0.4533504472551165
342,0.32,0.453355673835685
343,0.3,0.4533609004162535
344,0.32,0.453366126996822
345,0.32,0.4533713535773905
346,0.32,0.45337658015795906
347,0.3,0.45338180673852757
348,0.3,0.4533870333190961
349,0.26,0.4533922598996646
350,0.26,0.4533974864802331
351,0.26,0.4534027130608016
352,0.22,0.45340793964137016
353,0.26,0.45341316622193867
354,0.26,0.4534183928025072
355,0.26,0.4534236193830757
356,0.24,0.4534288459636442
357,0.22,0.4534340725442127
358,0.22,0.45343929912478126
359,0.22,0.45344452570534977
360,0.24,0.4534497522859183
361,0.24,0.4534549788664868
362,0.26,0.4534602054470553
363,0.28,0.4534654320276238
364,0.26,0.45347065860819236
365,0.24,0.45347588518876086
366,0.22,0.45348111176932937
367,0.2,0.4534863383498979
368,0.18,0.4534915649304664
369,0.18,0.4534967915110349
370,0.18,0.45350201809160345
371,0.2,0.45350724467217196
372,0.2,0.45351247125274047
373,0.2,0.453517697833309
374,0.2,0.4535229244138775
375,0.18,0.453528150994446
376,0.18,0.45353337757501455
377,0.18,0.45353860415558306
378,0.18,0.45354383073615157
379,0.18,0.4535490573167201
380,0.16,0.4535542838972886
381,0.16,0.4535595104778571
382,0.16,0.45356473705842565
383,0.16,0.45356996363899416
384,0.16,0.45357519021956266
385,0.18,0.45358041680013117
386,0.18,0.4535856433806997
387,0.18,0.4535908699612682
388,0.2,0.45359609654183675
389,0.2,0.45360132312240525
390,0.2,0.45360654970297376
391,0.18,0.45361177628354227
392,0.18,0.4536170028641108
393,0.16,0.4536222294446793
394,0.16,0.45362745602524784
395,0.14,0.45363268260581635
396,0.16,0.45363790918638486
397,0.2,0.45364313576695336
398,0.2,0.45364836234752187
399,0.22,0.4536535889280904
400,0.22,0.45365881550865894
401,0.22,0.45366404208922745
402,0.22,0.45366926866979596
403,0.22,0.45367449525036446
404,0.22,0.45367972183093297
405,0.22,0.4536849484115015
406,0.22,0.45369017499207004
407,0.22,0.45369540157263855
408,0.22,0.45370062815320705
409,0.22,0.45370585473377556
410,0.22,0.45371108131434407
411,0.22,0.4537163078949126
412,0.22,0.45372153447548114
413,0.22,0.45372676105604964
414,0.22,0.45373198763661815
415,0.24,0.45373721421718666
416,0.24,0.45374244079775516
417,0.24,0.45374766737832367
418,0.26,0.45375289395889223
419,0.28,0.45375812053946074
420,0.3,0.45376334712002925
421,0.4,0.45376857370059775
422,0.4,0.45377380028116626
423,0.4,0.45377902686173477
424,0.38,0.45378425344230333
425,0.36,0.45378948002287184
426,0.34,0.45379470660344035
427,0.32,0.45379993318400885
428,0.32,0.45380515976457736
429,0.32,0.45381038634514587
430,0.3,0.45381561292571443
431,0.3,0.45382083950628294
432,0.26,0.45382606608685144
433,0.26,0.45383129266741995
434,0.26,0.45383651924798846
435,0.26,0.45384174582855696
436,0.26,0.4538469724091255
437,0.24,0.45385219898969403
438,0.22,0.45385742557026254
439,0.22,0.45386265215083105
440,0.22,0.45386787873139955
441,0.24,0.45387310531196806
442,0.26,0.4538783318925366
443,0.28,0.45388355847310513
444,0.3,0.45388878505367364
445,0.28,0.45389401163424214
446,0.3,0.45389923821481065
447,0.32,0.45390446479537916
448,0.3,0.4539096913759477
449,0.3,0.45391491795651623
450,0.26,0.45392014453708474
451,0.26,0.45392537111765324
452,0.26,0.45393059769822175
453,0.24,0.45393582427879026
454,0.24,0.4539410508593588
455,0.24,0.4539462774399273
456,0.24,0.45395150402049583
457,0.24,0.45395673060106434
458,0.24,0.45396195718163285
459,0.22,0.45396718376220135
460,0.22,0.4539724103427699
461,0.24,0.4539776369233384
462,0.22,0.45398286350390693
463,0.2,0.45398809008447544
464,0.2,0.45399331666504394
465,0.2,0.45399854324561245
466,0.2,0.454003769826181
467,0.22,0.4540089964067495
468,0.22,0.45401422298731803
469,0.2,0.45401944956788653
470,0.2,0.45402467614845504
471,0.16,0.45402990272902355
472,0.16,0.4540351293095921
473,0.14,0.4540403558901606
474,0.12,0.4540455824707291
475,0.12,0.45405080905129763
476,0.1,0.45405603563186614
477,0.08,0.45406126221243465
478,0.06,0.4540664887930032
479,0.06,0.4540717153735717
480,0.04,0.4540769419541402
481,0.04,0.45408216853470873
482,0.04,0.45408739511527724
483,0.04,0.45409262169584574
484,0.02,0.4540978482764143
485,0.02,0.4541030748569828
486,0.02,0.4541083014375513
487,0.02,0.4541135280181198
488,0.04,0.45411875459868833
489,0.04,0.45412398117925684
490,0.06,0.4541292077598254
491,0.06,0.4541344343403939
492,0.08,0.4541396609209624
493,0.1,0.4541448875015309
494,0.12,0.45415011408209943
495,0.12,0.45415534066266794
496,0.12,0.4541605672432365
497,0.08,0.454165793823805
498,0.08,0.4541710204043735
499,0.06,0.454176246984942
500,0.06,0.45418147356551053
501,0.06,0.45418670014607904
502,0.04,0.4541919267266476
503,0.04,0.4541971533072161
504,0.04,0.4542023798877846
505,0.02,0.4542076064683531
506,0.02,0.4542128330489216
507,0.04,0.45421805962949013
508,0.04,0.4542232862100587
509,0.08,0.4542285127906272
510,0.06,0.4542337393711957
511,0.1,0.4542389659517642
512,0.14,0.4542441925323327
513,0.14,0.45424941911290123
514,0.16,0.4542546456934698
515,0.14,0.4542598722740383
516,0.16,0.4542650988546068
517,0.16,0.4542703254351753
518,0.16,0.4542755520157438
519,0.14,0.45428077859631233
520,0.12,0.4542860051768809
521,0.12,0.4542912317574494
522,0.1,0.4542964583380179
523,0.1,0.4543016849185864
524,0.08,0.4543069114991549
525,0.06,0.4543121380797234
526,0.06,0.454317364660292
527,0.04,0.4543225912408605
528,0.04,0.454327817821429
529,0.02,0.4543330444019975
530,0.02,0.454338270982566
531,0.02,0.4543434975631345
532,0.02,0.4543487241437031
533,0.04,0.4543539507242716
534,0.06,0.4543591773048401
535,0.1,0.4543644038854086
536,0.1,0.4543696304659771
537,0.12,0.4543748570465456
538,0.14,0.4543800836271142
539,0.14,0.4543853102076827
540,0.16,0.4543905367882512
541,0.16,0.4543957633688197
542,0.14,0.4544009899493882
543,0.14,0.4544062165299567
544,0.14,0.4544114431105253
545,0.14,0.4544166696910938
546,0.14,0.4544218962716623
547,0.14,0.4544271228522308
548,0.16,0.4544323494327993
549,0.16,0.4544375760133678
550,0.16,0.4544428025939364
551,0.16,0.4544480291745049
552,0.14,0.4544532557550734
553,0.14,0.4544584823356419
554,0.16,0.4544637089162104
555,0.16,0.4544689354967789
556,0.16,0.4544741620773475
557,0.2,0.454479388657916
558,0.22,0.4544846152384845
559,0.24,0.454489841819053
560,0.26,0.4544950683996215
561,0.26,0.45450029498019
562,0.3,0.4545055215607586
563,0.32,0.4545107481413271
564,0.32,0.4545159747218956
565,0.3,0.4545212013024641
566,0.3,0.4545264278830326
567,0.26,0.4545316544636011
568,0.24,0.45453688104416967
569,0.24,0.4545421076247382
570,0.22,0.4545473342053067
571,0.22,0.4545525607858752
572,0.22,0.4545577873664437
573,0.24,0.4545630139470122
574,0.22,0.45456824052758077
575,0.2,0.4545734671081493
576,0.2,0.4545786936887178
577,0.22,0.4545839202692863
578,0.22,0.4545891468498548
579,0.22,0.4545943734304233
580,0.22,0.45459960001099187
581,0.22,0.4546048265915604
582,0.22,0.4546100531721289
583,0.22,0.4546152797526974
584,0.22,0.4546205063332659
585,0.22,0.4546257329138344
586,0.22,0.45463095949440296
587,0.2,0.45463618607497147
588,0.22,0.45464141265554
589,0.22,0.4546466392361085
590,0.2,0.454651865816677
591,0.2,0.4546570923972455
592,0.18,0.45466231897781406
593,0.18,0.45466754555838257
594,0.18,0.4546727721389511
595,0.18,0.4546779987195196
596,0.2,0.4546832253000881
597,0.2,0.4546884518806566
598,0.2,0.45469367846122516
599,0.2,0.45469890504179367
600,0.18,0.4547041316223622
601,0.18,0.4547093582029307
602,0.16,0.4547145847834992
603,0.16,0.4547198113640677
604,0.18,0.45472503794463626
605,0.18,0.45473026452520476
606,0.18,0.45473549110577327
607,0.18,0.4547407176863418
608,0.18,0.4547459442669103
609,0.22,0.4547511708474788
610,0.2,0.45475639742804735
611,0.22,0.45476162400861586
612,0.24,0.45476685058918437
613,0.24,0.4547720771697529
614,0.24,0.4547773037503214
615,0.24,0.4547825303308899
616,0.22,0.45478775691145845
617,0.24,0.45479298349202696
618,0.24,0.45479821007259547
619,0.22,0.454803436653164
620,0.22,0.4548086632337325
621,0.22,0.454813889814301
622,0.2,0.45481911639486955
623,0.16,0.45482434297543806
624,0.16,0.45482956955600656
625,0.16,0.45483479613657507
626,0.18,0.4548400227171436
627,0.18,0.4548452492977121
628,0.18,0.45485047587828065
629,0.18,0.45485570245884915
630,0.2,0.45486092903941766
631,0.22,0.45486615561998617
632,0.22,0.4548713822005547
633,0.22,0.4548766087811232
634,0.24,0.45488183536169174
635,0.24,0.45488706194226025
636,0.22,0.45489228852282876
637,0.22,0.45489751510339727
638,0.18,0.4549027416839658
639,0.18,0.4549079682645343
640,0.16,0.45491319484510284
641,0.16,0.45491842142567135
642,0.16,0.45492364800623986
643,0.14,0.45492887458680836
644,0.16,0.45493410116737687
645,0.14,0.4549393277479454
646,0.14,0.45494455432851394
647,0.14,0.45494978090908245
648,0.14,0.45495500748965095
649,0.14,0.45496023407021946
650,0.16,0.45496546065078797
651,0.18,0.4549706872313565
652,0.22,0.45497591381192504
653,0.3,0.45498114039249354
654,0.28,0.45498636697306205
655,0.28,0.45499159355363056
656,0.3,0.45499682013419906
657,0.3,0.45500204671476757
658,0.3,0.45500727329533613
659,0.26,0.45501249987590464
660,0.26,0.45501772645647315
661,0.26,0.45502295303704166
662,0.24,0.45502817961761016
663,0.24,0.45503340619817867
664,0.24,0.45503863277874723
665,0.24,0.45504385935931574
666,0.22,0.45504908593988425
667,0.22,0.45505431252045275
668,0.22,0.45505953910102126
669,0.2,0.45506476568158977
670,0.18,0.45506999226215833
671,0.16,0.45507521884272684
672,0.16,0.45508044542329534
673,0.16,0.45508567200386385
674,0.16,0.45509089858443236
675,0.16,0.45509612516500086
676,0.16,0.4551013517455694
677,0.18,0.45510657832613793
678,0.16,0.45511180490670644
679,0.18,0.45511703148727495
680,0.16,0.45512225806784345
681,0.16,0.45512748464841196
682,0.16,0.4551327112289805
683,0.16,0.45513793780954903
684,0.3,0.45514316439011754
685,0.16,0.45514839097068605
686,0.16,0.45515361755125455
687,0.16,0.45515884413182306
688,0.16,0.4551640707123916
689,0.16,0.45516929729296013
690,0.16,0.45517452387352864
691,0.16,0.45517975045409714
692,0.16,0.45518497703466565
693,0.14,0.45519020361523416
694,0.14,0.4551954301958027
695,0.16,0.4552006567763712
696,0.16,0.45520588335693973
697,0.16,0.45521110993750824
698,0.16,0.45521633651807675
699,0.18,0.45522156309864525
700,0.2,0.4552267896792138
701,0.2,0.4552320162597823
702,0.22,0.45523724284035083
703,0.24,0.45524246942091934
704,0.24,0.45524769600148784
705,0.24,0.45525292258205635
706,0.24,0.4552581491626249
707,0.24,0.4552633757431934
708,0.22,0.45526860232376193
709,0.22,0.45527382890433044
710,0.22,0.45527905548489894
711,0.2,0.45528428206546745
712,0.22,0.455289508646036
713,0.22,0.4552947352266045
714,0.22,0.455299961807173
715,0.22,0.45530518838774153
716,0.22,0.45531041496831004
717,0.22,0.45531564154887855
718,0.22,0.4553208681294471
719,0.22,0.4553260947100156
720,0.22,0.4553313212905841
721,0.24,0.45533654787115263
722,0.22,0.45534177445172114
723,0.24,0.45534700103228964
724,0.24,0.4553522276128582
725,0.34,0.4553574541934267
726,0.38,0.4553626807739952
727,0.38,0.45536790735456373
728,0.36,0.45537313393513223
729,0.36,0.45537836051570074
730,0.34,0.4553835870962693
731,0.28,0.4553888136768378
732,0.24,0.4553940402574063
733,0.22,0.4553992668379748
734,0.22,0.45540449341854333
735,0.2,0.45540971999911184
736,0.2,0.4554149465796804
737,0.2,0.4554201731602489
738,0.18,0.4554253997408174
739,0.18,0.4554306263213859
740,0.16,0.45543585290195443
741,0.16,0.45544107948252294
742,0.14,0.4554463060630915
743,0.14,0.45545153264366
744,0.16,0.4554567592242285
745,0.18,0.455461985804797
746,0.18,0.4554672123853655
747,0.2,0.45547243896593403
748,0.2,0.4554776655465026
749,0.22,0.4554828921270711
750,0.22,0.4554881187076396
751,0.22,0.4554933452882081
752,0.2,0.4554985718687766
753,0.2,0.45550379844934513
754,0.2,0.4555090250299137
755,0.2,0.4555142516104822
756,0.18,0.4555194781910507
757,0.18,0.4555247047716192
758,0.2,0.4555299313521877
759,0.2,0.45553515793275623
760,0.16,0.4555403845133248
761,0.14,0.4555456110938933
762,0.14,0.4555508376744618
763,0.14,0.4555560642550303
764,0.16,0.4555612908355988
765,0.14,0.4555665174161673
766,0.14,0.4555717439967359
767,0.16,0.4555769705773044
768,0.2,0.4555821971578729
769,0.22,0.4555874237384414
770,0.24,0.4555926503190099
771,0.26,0.4555978768995784
772,0.28,0.455603103480147
773,0.28,0.4556083300607155
774,0.3,0.455613556641284
775,0.26,0.4556187832218525
776,0.24,0.455624009802421
777,0.24,0.4556292363829895
778,0.24,0.4556344629635581
779,0.24,0.4556396895441266
780,0.24,0.4556449161246951
781,0.24,0.4556501427052636
782,0.24,0.4556553692858321
783,0.24,0.4556605958664006
784,0.24,0.4556658224469692
785,0.24,0.4556710490275377
786,0.22,0.4556762756081062
787,0.2,0.4556815021886747
788,0.2,0.4556867287692432
789,0.22,0.4556919553498117
790,0.2,0.4556971819303803
791,0.2,0.4557024085109488
792,0.2,0.4557076350915173
793,0.22,0.4557128616720858
794,0.22,0.4557180882526543
795,0.22,0.4557233148332228
796,0.22,0.4557285414137914
797,0.22,0.4557337679943599
798,0.22,0.4557389945749284
799,0.24,0.4557442211554969
800,0.28,0.4557494477360654
801,0.28,0.4557546743166339
802,0.3,0.4557599008972025
803,0.26,0.455765127477771
804,0.26,0.4557703540583395
805,0.26,0.455775580638908
806,0.26,0.4557808072194765
807,0.26,0.455786033800045
808,0.26,0.45579126038061357
809,0.26,0.4557964869611821
810,0.26,0.4558017135417506
811,0.26,0.4558069401223191
812,0.26,0.4558121667028876
813,0.24,0.4558173932834561
814,0.24,0.45582261986402467
815,0.28,0.4558278464445932
816,0.3,0.4558330730251617
817,0.32,0.4558382996057302
818,0.34,0.4558435261862987
819,0.34,0.4558487527668672
820,0.34,0.45585397934743577
821,0.34,0.4558592059280043
822,0.34,0.4558644325085728
823,0.34,0.4558696590891413
824,0.3,0.4558748856697098
825,0.28,0.4558801122502783
826,0.28,0.45588533883084686
827,0.26,0.45589056541141537
828,0.26,0.4558957919919839
829,0.24,0.4559010185725524
830,0.24,0.4559062451531209
831,0.22,0.4559114717336894
832,0.2,0.45591669831425796
833,0.2,0.45592192489482647
834,0.2,0.455927151475395
835,0.2,0.4559323780559635
836,0.18,0.455937604636532
837,0.18,0.4559428312171005
838,0.16,0.45594805779766906
839,0.22,0.45595328437823757
840,0.24,0.4559585109588061
841,0.3,0.4559637375393746
842,0.32,0.4559689641199431
843,0.36,0.4559741907005116
844,0.36,0.45597941728108016
845,0.38,0.45598464386164866
846,0.36,0.45598987044221717
847,0.32,0.4559950970227857
848,0.34,0.4560003236033542
849,0.32,0.4560055501839227
850,0.32,0.45601077676449125
851,0.32,0.45601600334505976
852,0.28,0.45602122992562827
853,0.3,0.4560264565061968
854,0.28,0.4560316830867653
855,0.28,0.4560369096673338
856,0.26,0.45604213624790235
857,0.28,0.45604736282847086
858,0.26,0.45605258940903937
859,0.26,0.4560578159896079
860,0.26,0.4560630425701764
861,0.24,0.4560682691507449
862,0.24,0.45607349573131345
863,0.24,0.45607872231188196
864,0.22,0.45608394889245046
865,0.22,0.45608917547301897
866,0.24,0.4560944020535875
867,0.24,0.456099628634156
868,0.22,0.45610485521472455
869,0.22,0.45611008179529305
870,0.22,0.45611530837586156
871,0.22,0.45612053495643007
872,0.2,0.4561257615369986
873,0.16,0.4561309881175671
874,0.16,0.45613621469813564
875,0.14,0.45614144127870415
876,0.12,0.45614666785927266
877,0.12,0.45615189443984117
878,0.1,0.4561571210204097
879,0.1,0.4561623476009782
880,0.08,0.45616757418154674
881,0.06,0.45617280076211525
882,0.06,0.45617802734268376
883,0.06,0.45618325392325226
884,0.06,0.45618848050382077
885,0.1,0.4561937070843893
886,0.12,0.45619893366495784
887,0.14,0.45620416024552635
888,0.14,0.45620938682609485
889,0.18,0.45621461340666336
890,0.18,0.45621983998723187
891,0.2,0.4562250665678004
892,0.2,0.45623029314836894
893,0.2,0.45623551972893744
894,0.2,0.45624074630950595
895,0.18,0.45624597289007446
896,0.14,0.45625119947064297
897,0.14,0.45625642605121147
898,0.14,0.45626165263178003
899,0.16,0.45626687921234854
900,0.16,0.45627210579291705
901,0.14,0.45627733237348556
902,0.14,0.45628255895405406
903,0.14,0.45628778553462257
904,0.14,0.45629301211519113
905,0.12,0.45629823869575964
906,0.12,0.45630346527632815
907,0.1,0.45630869185689665
908,0.1,0.45631391843746516
909,0.12,0.45631914501803367
910,0.12,0.45632437159860223
911,0.14,0.45632959817917074
912,0.16,0.45633482475973924
913,0.18,0.45634005134030775
914,0.2,0.45634527792087626
915,0.2,0.45635050450144476
916,0.2,0.4563557310820133
917,0.18,0.45636095766258183
918,0.16,0.45636618424315034
919,0.14,0.45637141082371885
920,0.14,0.45637663740428736
921,0.14,0.45638186398485586
922,0.12,0.4563870905654244
923,0.12,0.45639231714599293
924,0.1,0.45639754372656144
925,0.1,0.45640277030712995
926,0.1,0.45640799688769845
927,0.08,0.45641322346826696
928,0.1,0.4564184500488355
929,0.08,0.45642367662940403
930,0.1,0.45642890320997254
931,0.12,0.45643412979054104
932,0.14,0.45643935637110955
933,0.22,0.45644458295167806
934,0.22,0.4564498095322466
935,0.24,0.4564550361128151
