temp,casual,Predicted Y
0.16,7,-3.982809941081019
0.16,9,-3.982809941081019
0.18,10,-1.629068785216436
0.18,13,-1.629068785216436
0.18,12,-1.629068785216436
0.2,21,0.7246723706481504
0.2,6,0.7246723706481504
0.2,4,0.7246723706481504
0.18,7,-1.629068785216436
0.18,2,-1.629068785216436
0.16,4,-3.982809941081019
0.16,3,-3.982809941081019
0.14,0,-6.336551096945598
0.16,1,-3.982809941081019
0.2,0,0.7246723706481504
0.2,0,0.7246723706481504
0.22,2,3.0784135265127297
0.22,3,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,1,3.0784135265127297
0.22,1,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.24,1,5.432154682377313
0.24,1,5.432154682377313
0.24,2,5.432154682377313
0.26,1,7.7858958382418955
0.28,5,10.139636994106482
0.3,5,12.493378149971058
0.4,11,24.26208392929398
0.4,7,24.26208392929398
0.4,4,24.26208392929398
0.38,10,21.90834277342939
0.36,7,19.554601617564806
0.34,5,17.20086046170023
0.32,4,14.84711930583564
0.32,2,14.84711930583564
0.32,4,14.84711930583564
0.3,6,12.493378149971058
0.3,1,12.493378149971058
0.26,5,7.7858958382418955
0.26,2,7.7858958382418955
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.24,0,5.432154682377313
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,2,3.0784135265127297
0.24,3,5.432154682377313
0.26,1,7.7858958382418955
0.28,5,10.139636994106482
0.3,7,12.493378149971058
0.28,12,10.139636994106482
0.3,6,12.493378149971058
0.32,8,14.84711930583564
0.3,8,12.493378149971058
0.3,8,12.493378149971058
0.26,1,7.7858958382418955
0.26,6,7.7858958382418955
0.26,2,7.7858958382418955
0.24,3,5.432154682377313
0.24,0,5.432154682377313
0.24,3,5.432154682377313
0.24,1,5.432154682377313
0.24,0,5.432154682377313
0.24,0,5.432154682377313
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.24,1,5.432154682377313
0.22,0,3.0784135265127297
0.2,2,0.7246723706481504
0.2,7,0.7246723706481504
0.2,7,0.7246723706481504
0.2,6,0.7246723706481504
0.22,6,3.0784135265127297
0.22,11,3.0784135265127297
0.2,8,0.7246723706481504
0.2,6,0.7246723706481504
0.16,4,-3.982809941081019
0.16,0,-3.982809941081019
0.14,10,-6.336551096945598
0.12,1,-8.690292252810183
0.12,3,-8.690292252810183
0.1,1,-11.044033408674764
0.08,0,-13.397774564539349
0.06,1,-15.75151572040393
0.06,0,-15.75151572040393
0.04,0,-18.105256876268513
0.04,3,-18.105256876268513
0.04,0,-18.105256876268513
0.04,1,-18.105256876268513
0.02,0,-20.458998032133096
0.02,0,-20.458998032133096
0.02,0,-20.458998032133096
0.02,1,-20.458998032133096
0.04,3,-18.105256876268513
0.04,3,-18.105256876268513
0.06,4,-15.75151572040393
0.06,10,-15.75151572040393
0.08,12,-13.397774564539349
0.1,11,-11.044033408674764
0.12,10,-8.690292252810183
0.12,11,-8.690292252810183
0.12,8,-8.690292252810183
0.08,0,-13.397774564539349
0.08,6,-13.397774564539349
0.06,1,-15.75151572040393
0.06,0,-15.75151572040393
0.06,7,-15.75151572040393
0.04,2,-18.105256876268513
0.04,2,-18.105256876268513
0.04,1,-18.105256876268513
0.02,3,-20.458998032133096
0.02,1,-20.458998032133096
0.04,0,-18.105256876268513
0.04,0,-18.105256876268513
0.08,1,-13.397774564539349
0.06,2,-15.75151572040393
0.1,3,-11.044033408674764
0.14,7,-6.336551096945598
0.14,22,-6.336551096945598
0.16,24,-3.982809941081019
0.14,12,-6.336551096945598
0.16,17,-3.982809941081019
0.16,13,-3.982809941081019
0.16,9,-3.982809941081019
0.14,5,-6.336551096945598
0.12,5,-8.690292252810183
0.12,5,-8.690292252810183
0.1,4,-11.044033408674764
0.1,5,-11.044033408674764
0.08,5,-13.397774564539349
0.06,4,-15.75151572040393
0.06,0,-15.75151572040393
0.04,0,-18.105256876268513
0.04,0,-18.105256876268513
0.02,0,-20.458998032133096
0.02,0,-20.458998032133096
0.02,0,-20.458998032133096
0.02,5,-20.458998032133096
0.04,6,-18.105256876268513
0.06,4,-15.75151572040393
0.1,6,-11.044033408674764
0.1,3,-11.044033408674764
0.12,11,-8.690292252810183
0.14,6,-6.336551096945598
0.14,2,-6.336551096945598
0.16,7,-3.982809941081019
0.16,4,-3.982809941081019
0.14,6,-6.336551096945598
0.14,8,-6.336551096945598
0.14,5,-6.336551096945598
0.14,1,-6.336551096945598
0.14,6,-6.336551096945598
0.14,3,-6.336551096945598
0.16,3,-3.982809941081019
0.16,3,-3.982809941081019
0.16,0,-3.982809941081019
0.16,0,-3.982809941081019
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.16,1,-3.982809941081019
0.16,5,-3.982809941081019
0.16,5,-3.982809941081019
0.2,10,0.7246723706481504
0.22,6,3.0784135265127297
0.24,6,5.432154682377313
0.26,21,7.7858958382418955
0.26,21,7.7858958382418955
0.3,11,12.493378149971058
0.32,21,14.84711930583564
0.32,14,14.84711930583564
0.3,14,12.493378149971058
0.3,7,12.493378149971058
0.26,13,7.7858958382418955
0.24,16,5.432154682377313
0.24,5,5.432154682377313
0.22,4,3.0784135265127297
0.22,3,3.0784135265127297
0.22,3,3.0784135265127297
0.24,0,5.432154682377313
0.22,3,3.0784135265127297
0.2,0,0.7246723706481504
0.2,0,0.7246723706481504
0.22,1,3.0784135265127297
0.22,3,3.0784135265127297
0.22,3,3.0784135265127297
0.22,2,3.0784135265127297
0.22,6,3.0784135265127297
0.22,7,3.0784135265127297
0.22,4,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,1,3.0784135265127297
0.2,0,0.7246723706481504
0.22,1,3.0784135265127297
0.22,2,3.0784135265127297
0.2,3,0.7246723706481504
0.2,3,0.7246723706481504
0.18,4,-1.629068785216436
0.18,2,-1.629068785216436
0.18,0,-1.629068785216436
0.18,0,-1.629068785216436
0.2,0,0.7246723706481504
0.2,1,0.7246723706481504
0.2,0,0.7246723706481504
0.2,1,0.7246723706481504
0.18,0,-1.629068785216436
0.18,0,-1.629068785216436
0.16,2,-3.982809941081019
0.16,2,-3.982809941081019
0.18,6,-1.629068785216436
0.18,0,-1.629068785216436
0.18,0,-1.629068785216436
0.18,1,-1.629068785216436
0.18,0,-1.629068785216436
0.22,2,3.0784135265127297
0.2,1,0.7246723706481504
0.22,10,3.0784135265127297
0.24,2,5.432154682377313
0.24,2,5.432154682377313
0.24,5,5.432154682377313
0.24,1,5.432154682377313
0.22,1,3.0784135265127297
0.24,0,5.432154682377313
0.24,1,5.432154682377313
0.22,2,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.2,3,0.7246723706481504
0.16,1,-3.982809941081019
0.16,0,-3.982809941081019
0.16,1,-3.982809941081019
0.18,3,-1.629068785216436
0.18,0,-1.629068785216436
0.18,4,-1.629068785216436
0.18,4,-1.629068785216436
0.2,12,0.7246723706481504
0.22,9,3.0784135265127297
0.22,10,3.0784135265127297
0.22,22,3.0784135265127297
0.24,19,5.432154682377313
0.24,9,5.432154682377313
0.22,9,3.0784135265127297
0.22,6,3.0784135265127297
0.18,1,-1.629068785216436
0.18,1,-1.629068785216436
0.16,4,-3.982809941081019
0.16,3,-3.982809941081019
0.16,0,-3.982809941081019
0.14,7,-6.336551096945598
0.16,1,-3.982809941081019
0.14,1,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.14,1,-6.336551096945598
0.16,4,-3.982809941081019
0.18,7,-1.629068785216436
0.22,9,3.0784135265127297
0.3,10,12.493378149971058
0.28,13,10.139636994106482
0.28,18,10.139636994106482
0.3,14,12.493378149971058
0.3,19,12.493378149971058
0.3,6,12.493378149971058
0.26,8,7.7858958382418955
0.26,9,7.7858958382418955
0.26,3,7.7858958382418955
0.24,3,5.432154682377313
0.24,2,5.432154682377313
0.24,5,5.432154682377313
0.24,1,5.432154682377313
0.22,2,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.2,0,0.7246723706481504
0.18,0,-1.629068785216436
0.16,0,-3.982809941081019
0.16,1,-3.982809941081019
0.16,3,-3.982809941081019
0.16,0,-3.982809941081019
0.16,1,-3.982809941081019
0.16,2,-3.982809941081019
0.18,6,-1.629068785216436
0.16,2,-3.982809941081019
0.18,1,-1.629068785216436
0.16,3,-3.982809941081019
0.16,3,-3.982809941081019
0.16,6,-3.982809941081019
0.16,3,-3.982809941081019
0.3,3,12.493378149971058
0.16,0,-3.982809941081019
0.16,3,-3.982809941081019
0.16,0,-3.982809941081019
0.16,2,-3.982809941081019
0.16,2,-3.982809941081019
0.16,0,-3.982809941081019
0.16,0,-3.982809941081019
0.16,0,-3.982809941081019
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.16,0,-3.982809941081019
0.16,3,-3.982809941081019
0.16,2,-3.982809941081019
0.16,0,-3.982809941081019
0.18,2,-1.629068785216436
0.2,2,0.7246723706481504
0.2,3,0.7246723706481504
0.22,5,3.0784135265127297
0.24,7,5.432154682377313
0.24,3,5.432154682377313
0.24,4,5.432154682377313
0.24,3,5.432154682377313
0.24,3,5.432154682377313
0.22,5,3.0784135265127297
0.22,0,3.0784135265127297
0.22,2,3.0784135265127297
0.2,1,0.7246723706481504
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.22,4,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.22,0,3.0784135265127297
0.22,1,3.0784135265127297
0.22,1,3.0784135265127297
0.22,1,3.0784135265127297
0.24,4,5.432154682377313
0.22,2,3.0784135265127297
0.24,5,5.432154682377313
0.24,3,5.432154682377313
0.34,1,17.20086046170023
0.38,2,21.90834277342939
0.38,10,21.90834277342939
0.36,8,19.554601617564806
0.36,7,19.554601617564806
0.34,7,17.20086046170023
0.28,3,10.139636994106482
0.24,4,5.432154682377313
0.22,1,3.0784135265127297
0.22,5,3.0784135265127297
0.2,3,0.7246723706481504
0.2,1,0.7246723706481504
0.2,0,0.7246723706481504
0.18,0,-1.629068785216436
0.18,0,-1.629068785216436
0.16,0,-3.982809941081019
0.16,0,-3.982809941081019
0.14,1,-6.336551096945598
0.14,4,-6.336551096945598
0.16,6,-3.982809941081019
0.18,2,-1.629068785216436
0.18,9,-1.629068785216436
0.2,2,0.7246723706481504
0.2,4,0.7246723706481504
0.22,4,3.0784135265127297
0.22,4,3.0784135265127297
0.22,5,3.0784135265127297
0.2,5,0.7246723706481504
0.2,2,0.7246723706481504
0.2,4,0.7246723706481504
0.2,1,0.7246723706481504
0.18,1,-1.629068785216436
0.18,2,-1.629068785216436
0.2,4,0.7246723706481504
0.2,3,0.7246723706481504
0.16,0,-3.982809941081019
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.16,2,-3.982809941081019
0.14,0,-6.336551096945598
0.14,3,-6.336551096945598
0.16,3,-3.982809941081019
0.2,5,0.7246723706481504
0.22,3,3.0784135265127297
0.24,8,5.432154682377313
0.26,9,7.7858958382418955
0.28,15,10.139636994106482
0.28,9,10.139636994106482
0.3,8,12.493378149971058
0.26,10,7.7858958382418955
0.24,3,5.432154682377313
0.24,1,5.432154682377313
0.24,2,5.432154682377313
0.24,2,5.432154682377313
0.24,1,5.432154682377313
0.24,1,5.432154682377313
0.24,3,5.432154682377313
0.24,1,5.432154682377313
0.24,5,5.432154682377313
0.24,1,5.432154682377313
0.22,0,3.0784135265127297
0.2,0,0.7246723706481504
0.2,0,0.7246723706481504
0.22,0,3.0784135265127297
0.2,0,0.7246723706481504
0.2,3,0.7246723706481504
0.2,3,0.7246723706481504
0.22,1,3.0784135265127297
0.22,10,3.0784135265127297
0.22,10,3.0784135265127297
0.22,5,3.0784135265127297
0.22,11,3.0784135265127297
0.22,8,3.0784135265127297
0.24,14,5.432154682377313
0.28,2,10.139636994106482
0.28,6,10.139636994106482
0.3,5,12.493378149971058
0.26,3,7.7858958382418955
0.26,2,7.7858958382418955
0.26,7,7.7858958382418955
0.26,2,7.7858958382418955
0.26,4,7.7858958382418955
0.26,0,7.7858958382418955
0.26,3,7.7858958382418955
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.24,0,5.432154682377313
0.24,2,5.432154682377313
0.28,7,10.139636994106482
0.3,15,12.493378149971058
0.32,28,14.84711930583564
0.34,48,17.20086046170023
0.34,47,17.20086046170023
0.34,47,17.20086046170023
0.34,52,17.20086046170023
0.34,42,17.20086046170023
0.34,24,17.20086046170023
0.3,13,12.493378149971058
0.28,1,10.139636994106482
0.28,5,10.139636994106482
0.26,5,7.7858958382418955
0.26,5,7.7858958382418955
0.24,4,5.432154682377313
0.24,1,5.432154682377313
0.22,1,3.0784135265127297
0.2,0,0.7246723706481504
0.2,0,0.7246723706481504
0.2,1,0.7246723706481504
0.2,1,0.7246723706481504
0.18,1,-1.629068785216436
0.18,6,-1.629068785216436
0.16,7,-3.982809941081019
0.22,3,3.0784135265127297
0.24,6,5.432154682377313
0.3,11,12.493378149971058
0.32,7,14.84711930583564
0.36,10,19.554601617564806
0.36,8,19.554601617564806
0.38,4,21.90834277342939
0.36,16,19.554601617564806
0.32,9,14.84711930583564
0.34,5,17.20086046170023
0.32,5,14.84711930583564
0.32,6,14.84711930583564
0.32,3,14.84711930583564
0.28,3,10.139636994106482
0.3,6,12.493378149971058
0.28,4,10.139636994106482
0.28,0,10.139636994106482
0.26,1,7.7858958382418955
0.28,0,10.139636994106482
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.26,0,7.7858958382418955
0.24,3,5.432154682377313
0.24,7,5.432154682377313
0.24,7,5.432154682377313
0.22,4,3.0784135265127297
0.22,1,3.0784135265127297
0.24,2,5.432154682377313
0.24,2,5.432154682377313
0.22,3,3.0784135265127297
0.22,6,3.0784135265127297
0.22,4,3.0784135265127297
0.22,4,3.0784135265127297
0.2,1,0.7246723706481504
0.16,1,-3.982809941081019
0.16,3,-3.982809941081019
0.14,8,-6.336551096945598
0.12,0,-8.690292252810183
0.12,3,-8.690292252810183
0.1,0,-11.044033408674764
0.1,0,-11.044033408674764
0.08,1,-13.397774564539349
0.06,0,-15.75151572040393
0.06,0,-15.75151572040393
0.06,0,-15.75151572040393
0.06,4,-15.75151572040393
0.1,1,-11.044033408674764
0.12,4,-8.690292252810183
0.14,8,-6.336551096945598
0.14,1,-6.336551096945598
0.18,4,-1.629068785216436
0.18,2,-1.629068785216436
0.2,2,0.7246723706481504
0.2,3,0.7246723706481504
0.2,7,0.7246723706481504
0.2,9,0.7246723706481504
0.18,2,-1.629068785216436
0.14,1,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.16,4,-3.982809941081019
0.16,0,-3.982809941081019
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.14,0,-6.336551096945598
0.12,0,-8.690292252810183
0.12,0,-8.690292252810183
0.1,0,-11.044033408674764
0.1,5,-11.044033408674764
0.12,1,-8.690292252810183
0.12,1,-8.690292252810183
0.14,1,-6.336551096945598
0.16,4,-3.982809941081019
0.18,3,-1.629068785216436
0.2,6,0.7246723706481504
0.2,0,0.7246723706481504
0.2,4,0.7246723706481504
0.18,6,-1.629068785216436
0.16,3,-3.982809941081019
0.14,2,-6.336551096945598
0.14,4,-6.336551096945598
0.14,2,-6.336551096945598
0.12,4,-8.690292252810183
0.12,1,-8.690292252810183
0.1,2,-11.044033408674764
0.1,1,-11.044033408674764
0.1,0,-11.044033408674764
0.08,0,-13.397774564539349
0.1,1,-11.044033408674764
0.08,1,-13.397774564539349
0.1,4,-11.044033408674764
0.12,8,-8.690292252810183
0.14,5,-6.336551096945598
0.22,12,3.0784135265127297
0.22,7,3.0784135265127297
0.24,21,5.432154682377313
0.3,17,12.493378149971058
0.32,12,14.84711930583564
0.3,14,12.493378149971058
0.3,18,12.493378149971058
0.28,9,10.139636994106482
0.26,7,7.7858958382418955
0.22,2,3.0784135265127297
0.2,1,0.7246723706481504
0.2,2,0.7246723706481504
0.18,5,-1.629068785216436
0.16,3,-3.982809941081019
