hum,instant,Predicted Y
0.47,368,8650.843964735868
0.47,369,8650.843964735868
0.51,370,8660.805504975582
0.49,371,8655.824734855725
0.4,372,8633.41126931637
0.47,373,8650.843964735868
0.44,374,8643.372809556084
0.43,375,8640.882424496156
0.43,376,8640.882424496156
0.43,377,8640.882424496156
0.43,378,8640.882424496156
0.43,379,8640.882424496156
0.5,380,8658.315119915655
0.47,381,8650.843964735868
0.47,382,8650.843964735868
0.5,383,8658.315119915655
0.55,384,8670.767045215296
0.47,385,8650.843964735868
0.47,386,8650.843964735868
0.43,387,8640.882424496156
0.47,388,8650.843964735868
0.47,389,8650.843964735868
0.51,390,8660.805504975582
0.55,391,8670.767045215296
0.59,392,8680.728585455008
0.8,393,8733.026671713505
0.8,394,8733.026671713505
0.93,395,8765.401677492573
0.86,396,8747.968982073075
0.86,397,8747.968982073075
0.86,398,8747.968982073075
0.8,399,8733.026671713505
0.87,400,8750.459367133004
0.87,401,8750.459367133004
0.82,402,8738.00744183336
0.8,403,8733.026671713505
0.8,404,8733.026671713505
0.87,405,8750.459367133004
0.93,406,8765.401677492573
0.93,407,8765.401677492573
0.93,408,8765.401677492573
0.93,409,8765.401677492573
0.93,410,8765.401677492573
0.93,411,8765.401677492573
0.93,412,8765.401677492573
0.93,413,8765.401677492573
0.93,414,8765.401677492573
0.92,415,8762.911292432645
0.93,416,8765.401677492573
0.93,417,8765.401677492573
0.93,418,8765.401677492573
0.87,419,8750.459367133004
0.81,420,8735.517056773433
0.62,421,8688.199740634795
0.58,422,8678.23820039508
0.54,423,8668.276660155367
0.58,424,8678.23820039508
0.57,425,8675.747815335153
0.61,426,8685.709355574865
0.57,427,8675.747815335153
0.49,428,8655.824734855725
0.49,429,8655.824734855725
0.52,430,8663.29589003551
0.52,431,8663.29589003551
0.56,432,8673.257430275224
0.56,433,8673.257430275224
0.56,434,8673.257430275224
0.56,435,8673.257430275224
0.56,436,8673.257430275224
0.6,437,8683.218970514938
0.6,438,8683.218970514938
0.55,439,8670.767045215296
0.55,440,8670.767045215296
0.52,441,8663.29589003551
0.48,442,8653.334349795798
0.45,443,8645.863194616011
0.42,444,8638.392039436227
0.45,445,8645.863194616011
0.45,446,8645.863194616011
0.45,447,8645.863194616011
0.49,448,8655.824734855725
0.49,449,8655.824734855725
0.56,450,8673.257430275224
0.56,451,8673.257430275224
0.6,452,8683.218970514938
0.6,453,8683.218970514938
0.65,454,8695.67089581458
0.65,455,8695.67089581458
0.7,456,8708.12282111422
0.7,457,8708.12282111422
0.75,458,8720.574746413862
0.8,459,8733.026671713505
0.87,460,8750.459367133004
0.6,461,8683.218970514938
0.55,462,8670.767045215296
0.51,463,8660.805504975582
0.47,464,8650.843964735868
0.51,465,8660.805504975582
0.47,466,8650.843964735868
0.41,467,8635.9016543763
0.27,468,8601.036263537302
0.21,469,8586.093953177731
0.25,470,8596.055493417445
0.26,471,8598.545878477373
0.26,472,8598.545878477373
0.28,473,8603.52664859723
0.3,474,8608.507418717087
0.3,475,8608.507418717087
0.33,476,8615.978573896871
0.38,477,8628.430499196513
0.41,478,8635.9016543763
0.38,479,8628.430499196513
0.45,480,8645.863194616011
0.41,481,8635.9016543763
0.41,482,8635.9016543763
0.41,483,8635.9016543763
0.48,484,8653.334349795798
0.44,485,8643.372809556084
0.44,486,8643.372809556084
0.44,487,8643.372809556084
0.41,488,8635.9016543763
0.41,489,8635.9016543763
0.38,490,8628.430499196513
0.38,491,8628.430499196513
0.35,492,8620.959344016728
0.33,493,8615.978573896871
0.28,494,8603.52664859723
0.28,495,8603.52664859723
0.28,496,8603.52664859723
0.35,497,8620.959344016728
0.35,498,8620.959344016728
0.45,499,8645.863194616011
0.41,500,8635.9016543763
0.49,501,8655.824734855725
0.57,502,8675.747815335153
0.57,503,8675.747815335153
0.57,504,8675.747815335153
0.62,505,8688.199740634795
0.62,506,8688.199740634795
0.57,507,8675.747815335153
0.57,508,8675.747815335153
0.58,509,8678.23820039508
0.62,510,8688.199740634795
0.54,511,8668.276660155367
0.46,512,8648.35357967594
0.43,513,8640.882424496156
0.37,514,8625.940114136585
0.33,515,8615.978573896871
0.28,516,8603.52664859723
0.28,517,8603.52664859723
0.26,518,8598.545878477373
0.26,519,8598.545878477373
0.3,520,8608.507418717087
0.3,521,8608.507418717087
0.36,522,8623.449729076658
0.36,523,8623.449729076658
0.38,524,8628.430499196513
0.41,525,8635.9016543763
0.41,526,8635.9016543763
0.45,527,8645.863194616011
0.45,528,8645.863194616011
0.48,529,8653.334349795798
0.48,530,8653.334349795798
0.48,531,8653.334349795798
0.48,532,8653.334349795798
0.49,533,8655.824734855725
0.41,534,8635.9016543763
0.42,535,8638.392039436227
0.46,536,8648.35357967594
0.42,537,8638.392039436227
0.43,538,8640.882424496156
0.46,539,8648.35357967594
0.4,540,8633.41126931637
0.47,541,8650.843964735868
0.5,542,8658.315119915655
0.59,543,8680.728585455008
0.54,544,8668.276660155367
0.59,545,8680.728585455008
0.63,546,8690.690125694722
0.63,547,8690.690125694722
0.64,548,8693.180510754652
0.69,549,8705.632436054293
0.69,550,8705.632436054293
0.69,551,8705.632436054293
0.74,552,8718.084361353935
0.74,553,8718.084361353935
0.74,554,8718.084361353935
0.74,555,8718.084361353935
0.74,556,8718.084361353935
0.64,557,8693.180510754652
0.6,558,8683.218970514938
0.6,559,8683.218970514938
0.56,560,8673.257430275224
0.56,561,8673.257430275224
0.45,562,8645.863194616011
0.42,563,8638.392039436227
0.42,564,8638.392039436227
0.45,565,8645.863194616011
0.49,566,8655.824734855725
0.65,567,8695.67089581458
0.65,568,8695.67089581458
0.65,569,8695.67089581458
0.64,570,8693.180510754652
0.64,571,8693.180510754652
0.69,572,8705.632436054293
0.65,573,8695.67089581458
0.69,574,8705.632436054293
0.86,575,8747.968982073075
0.86,576,8747.968982073075
0.87,577,8750.459367133004
0.87,578,8750.459367133004
0.87,579,8750.459367133004
0.93,580,8765.401677492573
0.93,581,8765.401677492573
0.93,582,8765.401677492573
0.93,583,8765.401677492573
0.93,584,8765.401677492573
0.93,585,8765.401677492573
0.93,586,8765.401677492573
0.93,587,8765.401677492573
0.55,588,8670.767045215296
0.55,589,8670.767045215296
0.69,590,8705.632436054293
0.69,591,8705.632436054293
0.74,592,8718.084361353935
0.74,593,8718.084361353935
0.74,594,8718.084361353935
0.8,595,8733.026671713505
0.75,596,8720.574746413862
0.75,597,8720.574746413862
0.75,598,8720.574746413862
0.75,599,8720.574746413862
0.8,600,8733.026671713505
0.8,601,8733.026671713505
0.86,602,8747.968982073075
0.86,603,8747.968982073075
0.86,604,8747.968982073075
0.86,605,8747.968982073075
0.93,606,8765.401677492573
0.93,607,8765.401677492573
0.93,608,8765.401677492573
0.8,609,8733.026671713505
0.86,610,8747.968982073075
0.8,611,8733.026671713505
0.75,612,8720.574746413862
0.75,613,8720.574746413862
0.75,614,8720.574746413862
0.7,615,8708.12282111422
0.75,616,8720.574746413862
0.65,617,8695.67089581458
0.6,618,8683.218970514938
0.64,619,8693.180510754652
0.64,620,8693.180510754652
0.64,621,8693.180510754652
0.64,622,8693.180510754652
0.69,623,8705.632436054293
0.64,624,8693.180510754652
0.59,625,8680.728585455008
0.55,626,8670.767045215296
0.59,627,8680.728585455008
0.64,628,8693.180510754652
0.64,629,8693.180510754652
0.59,630,8680.728585455008
0.55,631,8670.767045215296
0.6,632,8683.218970514938
0.69,633,8705.632436054293
0.6,634,8683.218970514938
0.6,635,8683.218970514938
0.69,636,8705.632436054293
0.69,637,8705.632436054293
0.74,638,8718.084361353935
0.74,639,8718.084361353935
0.8,640,8733.026671713505
0.8,641,8733.026671713505
0.8,642,8733.026671713505
0.8,643,8733.026671713505
0.8,644,8733.026671713505
0.93,645,8765.401677492573
0.93,646,8765.401677492573
0.86,647,8747.968982073075
0.86,648,8747.968982073075
0.86,649,8747.968982073075
0.8,650,8733.026671713505
0.8,651,8733.026671713505
0.75,652,8720.574746413862
0.52,653,8663.29589003551
0.61,654,8685.709355574865
0.61,655,8685.709355574865
0.56,656,8673.257430275224
0.56,657,8673.257430275224
0.56,658,8673.257430275224
0.65,659,8695.67089581458
0.65,660,8695.67089581458
0.65,661,8695.67089581458
0.7,662,8708.12282111422
0.7,663,8708.12282111422
0.65,664,8695.67089581458
0.65,665,8695.67089581458
0.64,666,8693.180510754652
0.64,667,8693.180510754652
0.64,668,8693.180510754652
0.59,669,8680.728585455008
0.64,670,8693.180510754652
0.69,671,8705.632436054293
0.64,672,8693.180510754652
0.59,673,8680.728585455008
0.59,674,8680.728585455008
0.59,675,8680.728585455008
0.59,676,8680.728585455008
0.55,677,8670.767045215296
0.59,678,8680.728585455008
0.55,679,8670.767045215296
0.59,680,8680.728585455008
0.56,681,8673.257430275224
0.59,682,8680.728585455008
0.55,683,8670.767045215296
0.61,684,8685.709355574865
0.59,685,8680.728585455008
0.59,686,8680.728585455008
0.59,687,8680.728585455008
0.64,688,8693.180510754652
0.64,689,8693.180510754652
0.69,690,8705.632436054293
0.69,691,8705.632436054293
0.69,692,8705.632436054293
0.93,693,8765.401677492573
0.93,694,8765.401677492573
0.93,695,8765.401677492573
0.93,696,8765.401677492573
0.93,697,8765.401677492573
0.93,698,8765.401677492573
0.86,699,8747.968982073075
0.86,700,8747.968982073075
0.86,701,8747.968982073075
0.8,702,8733.026671713505
0.75,703,8720.574746413862
0.75,704,8720.574746413862
0.75,705,8720.574746413862
0.81,706,8735.517056773433
0.81,707,8735.517056773433
0.87,708,8750.459367133004
0.87,709,8750.459367133004
0.87,710,8750.459367133004
0.93,711,8765.401677492573
0.93,712,8765.401677492573
0.93,713,8765.401677492573
0.93,714,8765.401677492573
0.93,715,8765.401677492573
0.93,716,8765.401677492573
0.93,717,8765.401677492573
0.93,718,8765.401677492573
0.93,719,8765.401677492573
0.93,720,8765.401677492573
0.93,721,8765.401677492573
1.0,722,8782.834372912072
0.93,723,8765.401677492573
0.93,724,8765.401677492573
0.93,725,8765.401677492573
0.82,726,8738.00744183336
0.76,727,8723.065131473792
0.71,728,8710.61320617415
0.53,729,8665.78627509544
0.42,730,8638.392039436227
0.45,731,8645.863194616011
0.48,732,8653.334349795798
0.47,733,8650.843964735868
0.44,734,8643.372809556084
0.44,735,8643.372809556084
0.4,736,8633.41126931637
0.44,737,8643.372809556084
0.43,738,8640.882424496156
0.43,739,8640.882424496156
0.5,740,8658.315119915655
0.43,741,8640.882424496156
0.5,742,8658.315119915655
0.5,743,8658.315119915655
0.47,744,8650.843964735868
0.43,745,8640.882424496156
0.43,746,8640.882424496156
0.4,747,8633.41126931637
0.4,748,8633.41126931637
0.37,749,8625.940114136585
0.37,750,8625.940114136585
0.37,751,8625.940114136585
0.4,752,8633.41126931637
0.4,753,8633.41126931637
0.4,754,8633.41126931637
0.47,755,8650.843964735868
0.55,756,8670.767045215296
0.51,757,8660.805504975582
0.47,758,8650.843964735868
0.44,759,8643.372809556084
0.59,760,8680.728585455008
0.63,761,8690.690125694722
0.63,762,8690.690125694722
0.63,763,8690.690125694722
0.55,764,8670.767045215296
0.59,765,8680.728585455008
0.74,766,8718.084361353935
0.8,767,8733.026671713505
0.51,768,8660.805504975582
0.51,769,8660.805504975582
0.48,770,8653.334349795798
0.5,771,8658.315119915655
0.45,772,8645.863194616011
0.48,773,8653.334349795798
0.42,774,8638.392039436227
0.56,775,8673.257430275224
0.6,776,8683.218970514938
0.65,777,8695.67089581458
0.65,778,8695.67089581458
0.7,779,8708.12282111422
0.65,780,8695.67089581458
0.7,781,8708.12282111422
0.7,782,8708.12282111422
0.65,783,8695.67089581458
0.75,784,8720.574746413862
0.75,785,8720.574746413862
0.93,786,8765.401677492573
1.0,787,8782.834372912072
1.0,788,8782.834372912072
0.93,789,8765.401677492573
1.0,790,8782.834372912072
1.0,791,8782.834372912072
1.0,792,8782.834372912072
1.0,793,8782.834372912072
1.0,794,8782.834372912072
1.0,795,8782.834372912072
1.0,796,8782.834372912072
1.0,797,8782.834372912072
1.0,798,8782.834372912072
1.0,799,8782.834372912072
0.93,800,8765.401677492573
0.93,801,8765.401677492573
0.87,802,8750.459367133004
1.0,803,8782.834372912072
0.93,804,8765.401677492573
0.93,805,8765.401677492573
0.7,806,8708.12282111422
0.65,807,8695.67089581458
0.6,808,8683.218970514938
0.6,809,8683.218970514938
0.6,810,8683.218970514938
0.6,811,8683.218970514938
0.6,812,8683.218970514938
0.65,813,8695.67089581458
0.65,814,8695.67089581458
0.56,815,8673.257430275224
0.52,816,8663.29589003551
0.49,817,8655.824734855725
0.46,818,8648.35357967594
0.46,819,8648.35357967594
0.46,820,8648.35357967594
0.46,821,8648.35357967594
0.49,822,8655.824734855725
0.46,823,8648.35357967594
0.56,824,8673.257430275224
0.61,825,8685.709355574865
0.61,826,8685.709355574865
0.6,827,8683.218970514938
0.6,828,8683.218970514938
0.65,829,8695.67089581458
0.65,830,8695.67089581458
0.75,831,8720.574746413862
0.8,832,8733.026671713505
0.86,833,8747.968982073075
0.86,834,8747.968982073075
0.86,835,8747.968982073075
0.93,836,8765.401677492573
0.86,837,8747.968982073075
1.0,838,8782.834372912072
0.8,839,8733.026671713505
0.75,840,8720.574746413862
0.65,841,8695.67089581458
0.62,842,8688.199740634795
0.57,843,8675.747815335153
0.57,844,8675.747815335153
0.54,845,8668.276660155367
0.57,846,8675.747815335153
0.7,847,8708.12282111422
0.66,848,8698.161280874509
0.7,849,8708.12282111422
0.7,850,8708.12282111422
0.7,851,8708.12282111422
0.81,852,8735.517056773433
0.81,853,8735.517056773433
0.87,854,8750.459367133004
0.87,855,8750.459367133004
0.93,856,8765.401677492573
0.93,857,8765.401677492573
0.93,858,8765.401677492573
0.81,859,8735.517056773433
0.7,860,8708.12282111422
0.65,861,8695.67089581458
0.56,862,8673.257430275224
0.52,863,8663.29589003551
0.47,864,8650.843964735868
0.47,865,8650.843964735868
0.38,866,8628.430499196513
0.32,867,8613.488188836944
0.37,868,8625.940114136585
0.35,869,8620.959344016728
0.35,870,8620.959344016728
0.32,871,8613.488188836944
0.32,872,8613.488188836944
0.4,873,8633.41126931637
0.4,874,8633.41126931637
0.33,875,8615.978573896871
0.33,876,8615.978573896871
0.33,877,8615.978573896871
0.36,878,8623.449729076658
0.36,879,8623.449729076658
0.38,880,8628.430499196513
0.45,881,8645.863194616011
0.45,882,8645.863194616011
0.45,883,8645.863194616011
0.49,884,8655.824734855725
0.42,885,8638.392039436227
0.39,886,8630.920884256442
0.36,887,8623.449729076658
0.43,888,8640.882424496156
0.4,889,8633.41126931637
0.4,890,8633.41126931637
0.34,891,8618.4689589568
0.34,892,8618.4689589568
0.37,893,8625.940114136585
0.34,894,8618.4689589568
0.47,895,8650.843964735868
0.86,896,8747.968982073075
0.86,897,8747.968982073075
0.86,898,8747.968982073075
0.8,899,8733.026671713505
0.8,900,8733.026671713505
0.86,901,8747.968982073075
0.8,902,8733.026671713505
0.8,903,8733.026671713505
0.59,904,8680.728585455008
0.5,905,8658.315119915655
0.54,906,8668.276660155367
0.5,907,8658.315119915655
0.49,908,8655.824734855725
0.42,909,8638.392039436227
0.42,910,8638.392039436227
0.39,911,8630.920884256442
0.34,912,8618.4689589568
0.29,913,8606.01703365716
0.27,914,8601.036263537302
0.25,915,8596.055493417445
0.27,916,8601.036263537302
0.26,917,8598.545878477373
0.28,918,8603.52664859723
0.28,919,8603.52664859723
0.31,920,8610.997803777014
0.39,921,8630.920884256442
0.39,922,8630.920884256442
0.42,923,8638.392039436227
0.49,924,8655.824734855725
0.54,925,8668.276660155367
0.54,926,8668.276660155367
0.63,927,8690.690125694722
0.68,928,8703.142050994364
0.73,929,8715.593976294007
0.74,930,8718.084361353935
0.74,931,8718.084361353935
0.69,932,8705.632436054293
0.47,933,8650.843964735868
0.47,934,8650.843964735868
0.35,935,8620.959344016728
0.26,936,8598.545878477373
0.21,937,8586.093953177731
0.28,938,8603.52664859723
0.24,939,8593.565108357516
0.28,940,8603.52664859723
0.33,941,8615.978573896871
0.55,942,8670.767045215296
0.59,943,8680.728585455008
0.64,944,8693.180510754652
0.69,945,8705.632436054293
0.69,946,8705.632436054293
0.86,947,8747.968982073075
0.8,948,8733.026671713505
0.8,949,8733.026671713505
0.74,950,8718.084361353935
0.74,951,8718.084361353935
0.93,952,8765.401677492573
0.8,953,8733.026671713505
0.86,954,8747.968982073075
0.64,955,8693.180510754652
0.41,956,8635.9016543763
0.28,957,8603.52664859723
0.39,958,8630.920884256442
0.39,959,8630.920884256442
0.31,960,8610.997803777014
0.29,961,8606.01703365716
0.29,962,8606.01703365716
0.31,963,8610.997803777014
0.38,964,8628.430499196513
0.38,965,8628.430499196513
0.41,966,8635.9016543763
0.41,967,8635.9016543763
0.44,968,8643.372809556084
0.51,969,8660.805504975582
0.64,970,8693.180510754652
0.59,971,8680.728585455008
0.75,972,8720.574746413862
0.69,973,8705.632436054293
0.69,974,8705.632436054293
0.69,975,8705.632436054293
0.55,976,8670.767045215296
0.64,977,8693.180510754652
0.6,978,8683.218970514938
0.45,979,8645.863194616011
0.39,980,8630.920884256442
0.32,981,8613.488188836944
0.29,982,8606.01703365716
0.3,983,8608.507418717087
0.3,984,8608.507418717087
0.28,985,8603.52664859723
0.28,986,8603.52664859723
0.32,987,8613.488188836944
0.35,988,8620.959344016728
0.35,989,8620.959344016728
0.35,990,8620.959344016728
0.35,991,8620.959344016728
0.35,992,8620.959344016728
0.37,993,8625.940114136585
0.37,994,8625.940114136585
0.4,995,8633.41126931637
0.46,996,8648.35357967594
0.53,997,8665.78627509544
0.53,998,8665.78627509544
