instant,mnth,Predicted Y
119,1,3.6640648838576215
120,1,3.664400166857539
121,1,3.6647354498574565
122,1,3.665070732857374
123,1,3.665406015857291
124,1,3.6657412988572085
125,1,3.666076581857126
126,1,3.6664118648570434
127,1,3.6667471478569604
128,1,3.667082430856878
129,1,3.6674177138567954
130,1,3.667752996856713
131,1,3.66808827985663
132,1,3.6684235628565474
133,1,3.668758845856465
134,1,3.6690941288563823
135,1,3.6694294118562993
136,1,3.669764694856217
137,1,3.6700999778561343
138,1,3.6704352608560518
139,1,3.670770543855969
140,1,3.6711058268558863
141,1,3.6714411098558037
142,1,3.671776392855721
143,1,3.6721116758556382
144,1,3.6724469588555557
145,1,3.672782241855473
146,1,3.6731175248553907
147,1,3.6734528078553077
148,1,3.673788090855225
149,1,3.6741233738551426
150,1,3.67445865685506
151,1,3.6747939398549776
152,1,3.6751292228548946
153,1,3.675464505854812
154,1,3.6757997888547296
155,1,3.676135071854647
156,1,3.676470354854564
157,1,3.6768056378544816
158,1,3.677140920854399
159,1,3.6774762038543165
160,1,3.6778114868542335
161,1,3.678146769854151
162,1,3.6784820528540685
163,1,3.678817335853986
164,1,3.679152618853903
165,1,3.6794879018538205
166,1,3.679823184853738
167,1,3.6801584678536554
168,1,3.6804937508535724
169,1,3.68082903385349
170,1,3.6811643168534074
171,1,3.681499599853325
172,1,3.681834882853242
173,1,3.6821701658531594
174,1,3.682505448853077
175,1,3.6828407318529943
176,1,3.6831760148529114
177,1,3.683511297852829
178,1,3.6838465808527463
179,1,3.6841818638526638
180,1,3.6845171468525812
181,1,3.6848524298524983
182,1,3.6851877128524158
183,1,3.6855229958523332
184,1,3.6858582788522507
185,1,3.6861935618521677
186,1,3.686528844852085
187,1,3.6868641278520027
188,1,3.68719941085192
189,1,3.687534693851837
190,1,3.6878699768517547
191,1,3.688205259851672
192,1,3.6885405428515896
193,1,3.6888758258515066
194,1,3.689211108851424
195,1,3.6895463918513416
196,1,3.689881674851259
197,1,3.690216957851176
198,1,3.6905522408510936
199,1,3.690887523851011
200,1,3.6912228068509285
201,1,3.6915580898508455
202,1,3.691893372850763
203,1,3.6922286558506805
204,1,3.692563938850598
205,1,3.692899221850515
206,1,3.6932345048504325
207,1,3.69356978785035
208,1,3.6939050708502674
209,1,3.6942403538501845
210,1,3.694575636850102
211,1,3.6949109198500194
212,1,3.695246202849937
213,1,3.6955814858498544
214,1,3.6959167688497714
215,1,3.696252051849689
216,1,3.6965873348496063
217,1,3.696922617849524
218,1,3.697257900849441
219,1,3.6975931838493583
220,1,3.697928466849276
221,1,3.6982637498491933
222,1,3.6985990328491103
223,1,3.6989343158490278
224,1,3.6992695988489452
225,1,3.6996048818488627
226,1,3.6999401648487797
227,1,3.700275447848697
228,1,3.7006107308486147
229,1,3.700946013848532
230,1,3.701281296848449
231,1,3.7016165798483667
232,1,3.701951862848284
233,1,3.7022871458482016
234,1,3.7026224288481187
235,1,3.702957711848036
236,1,3.7032929948479536
237,1,3.703628277847871
238,1,3.7039635608477885
239,1,3.7042988438477056
240,1,3.704634126847623
241,1,3.7049694098475405
242,1,3.705304692847458
243,1,3.705639975847375
244,1,3.7059752588472925
245,1,3.70631054184721
246,1,3.7066458248471275
247,1,3.7069811078470445
248,1,3.707316390846962
249,1,3.7076516738468794
250,1,3.707986956846797
251,1,3.708322239846714
252,1,3.7086575228466314
253,1,3.708992805846549
254,1,3.7093280888464664
255,1,3.7096633718463834
256,1,3.709998654846301
257,1,3.7103339378462183
258,1,3.710669220846136
259,1,3.711004503846053
260,1,3.7113397868459703
261,1,3.711675069845888
262,1,3.7120103528458053
263,1,3.7123456358457223
264,1,3.7126809188456398
265,1,3.7130162018455573
266,1,3.7133514848454747
267,1,3.7136867678453918
268,1,3.7140220508453092
269,1,3.7143573338452267
270,1,3.714692616845144
271,1,3.7150278998450617
272,1,3.7153631828449787
273,1,3.715698465844896
274,1,3.7160337488448136
275,1,3.716369031844731
276,1,3.716704314844648
277,1,3.7170395978445656
278,1,3.717374880844483
279,1,3.7177101638444006
280,1,3.7180454468443176
281,1,3.718380729844235
282,1,3.7187160128441525
283,1,3.71905129584407
284,1,3.719386578843987
285,1,3.7197218618439045
286,1,3.720057144843822
287,1,3.7203924278437395
288,1,3.7207277108436565
289,1,3.721062993843574
290,1,3.7213982768434914
291,1,3.721733559843409
292,1,3.722068842843326
293,1,3.7224041258432434
294,1,3.722739408843161
295,1,3.7230746918430784
296,1,3.723409974842996
297,1,3.723745257842913
298,1,3.7240805408428304
299,1,3.724415823842748
300,1,3.7247511068426653
301,1,3.7250863898425823
302,1,3.7254216728425
303,1,3.7257569558424173
304,1,3.7260922388423348
305,1,3.726427521842252
306,1,3.7267628048421693
307,1,3.7270980878420867
308,1,3.727433370842004
309,1,3.7277686538419212
310,1,3.7281039368418387
311,1,3.728439219841756
312,1,3.7287745028416737
313,1,3.7291097858415907
314,1,3.729445068841508
315,1,3.7297803518414256
316,1,3.730115634841343
317,1,3.73045091784126
318,1,3.7307862008411776
319,1,3.731121483841095
320,1,3.7314567668410126
321,1,3.7317920498409296
322,1,3.732127332840847
323,1,3.7324626158407646
324,1,3.732797898840682
325,1,3.733133181840599
326,1,3.7334684648405165
327,1,3.733803747840434
328,1,3.7341390308403515
329,1,3.734474313840269
330,1,3.734809596840186
331,1,3.7351448798401035
332,1,3.735480162840021
333,1,3.7358154458399384
334,1,3.7361507288398554
335,1,3.736486011839773
336,1,3.7368212948396904
337,1,3.737156577839608
338,1,3.737491860839525
339,1,3.7378271438394424
340,1,3.73816242683936
341,1,3.7384977098392773
342,1,3.7388329928391943
343,1,3.739168275839112
344,1,3.7395035588390293
345,1,3.7398388418389468
346,1,3.740174124838864
347,1,3.7405094078387813
348,1,3.7408446908386987
349,1,3.7411799738386162
350,1,3.7415152568385333
351,1,3.7418505398384507
352,1,3.742185822838368
353,1,3.7425211058382857
354,1,3.7428563888382027
355,1,3.74319167183812
356,1,3.7435269548380377
357,1,3.743862237837955
358,1,3.744197520837872
359,1,3.7445328038377896
360,1,3.744868086837707
361,1,3.7452033698376246
362,1,3.745538652837542
363,1,3.745873935837459
364,1,3.7462092188373766
365,1,3.746544501837294
366,1,3.7468797848372115
367,1,3.7472150678371285
368,1,3.747550350837046
369,1,3.7478856338369635
370,1,3.748220916836881
371,1,3.748556199836798
372,1,3.7488914828367155
373,1,3.749226765836633
374,1,3.7495620488365504
375,1,3.7498973318364675
376,1,3.750232614836385
377,1,3.7505678978363024
378,1,3.75090318083622
379,1,3.751238463836137
380,1,3.7515737468360544
381,1,3.751909029835972
382,1,3.7522443128358893
383,1,3.7525795958358064
384,1,3.752914878835724
385,1,3.7532501618356413
386,1,3.753585444835559
387,1,3.7539207278354763
388,1,3.7542560108353933
389,1,3.7545912938353108
390,1,3.7549265768352282
391,1,3.7552618598351457
392,1,3.7555971428350627
393,1,3.75593242583498
394,1,3.7562677088348977
395,1,3.756602991834815
396,1,3.756938274834732
397,1,3.7572735578346497
398,1,3.757608840834567
399,1,3.7579441238344846
400,1,3.7582794068344016
401,1,3.758614689834319
402,1,3.7589499728342366
403,1,3.759285255834154
404,1,3.759620538834071
405,1,3.7599558218339886
406,1,3.760291104833906
407,1,3.7606263878338235
408,1,3.7609616708337406
409,1,3.761296953833658
410,1,3.7616322368335755
411,1,3.761967519833493
412,1,3.7623028028334105
413,1,3.7626380858333275
414,1,3.762973368833245
415,1,3.7633086518331624
416,1,3.7636439348330795
417,1,3.763979217832997
418,1,3.7643145008329144
419,1,3.764649783832832
420,1,3.7649850668327494
421,1,3.7653203498326664
422,1,3.765655632832584
423,1,3.7659909158325013
424,1,3.766326198832419
425,1,3.766661481832336
426,1,3.7669967648322533
427,1,3.767332047832171
428,1,3.7676673308320883
429,1,3.7680026138320053
430,1,3.7683378968319228
431,1,3.7686731798318402
432,1,3.7690084628317577
433,1,3.7693437458316748
434,1,3.7696790288315922
435,1,3.7700143118315097
436,1,3.770349594831427
437,1,3.770684877831344
438,1,3.7710201608312617
439,1,3.771355443831179
440,1,3.7716907268310966
441,1,3.7720260098310137
442,1,3.772361292830931
443,1,3.7726965758308486
444,1,3.773031858830766
445,1,3.7733671418306836
446,1,3.7737024248306006
447,1,3.774037707830518
448,1,3.7743729908304355
449,1,3.774708273830353
450,1,3.77504355683027
451,1,3.7753788398301875
452,1,3.775714122830105
453,1,3.7760494058300225
454,1,3.7763846888299395
455,1,3.776719971829857
456,1,3.7770552548297744
457,1,3.777390537829692
458,1,3.777725820829609
459,1,3.7780611038295264
460,1,3.778396386829444
461,1,3.7787316698293614
462,1,3.7790669528292784
463,1,3.779402235829196
464,1,3.7797375188291134
465,1,3.780072801829031
466,1,3.780408084828948
467,1,3.7807433678288653
468,1,3.781078650828783
469,1,3.7814139338287003
470,1,3.7817492168286173
471,1,3.782084499828535
472,1,3.7824197828284523
473,1,3.7827550658283697
474,1,3.7830903488282868
475,1,3.7834256318282042
476,1,3.7837609148281217
477,1,3.784096197828039
478,1,3.7844314808279567
479,1,3.7847667638278737
480,1,3.785102046827791
481,1,3.7854373298277086
482,1,3.785772612827626
483,1,3.786107895827543
484,1,3.7864431788274606
485,1,3.786778461827378
486,1,3.7871137448272956
487,1,3.7874490278272126
488,1,3.78778431082713
489,1,3.7881195938270475
490,1,3.788454876826965
491,1,3.788790159826882
492,1,3.7891254428267995
493,1,3.789460725826717
494,1,3.7897960088266345
495,1,3.7901312918265515
496,1,3.790466574826469
497,1,3.7908018578263865
498,1,3.791137140826304
499,1,3.791472423826221
500,1,3.7918077068261384
501,1,3.792142989826056
502,1,3.7924782728259734
503,1,3.792813555825891
504,1,3.793148838825808
505,1,3.7934841218257254
506,1,3.793819404825643
507,1,3.79415468782556
508,1,3.7944899708254773
509,1,3.794825253825395
510,1,3.7951605368253123
511,1,3.7954958198252298
512,1,3.795831102825147
513,1,3.7961663858250643
514,1,3.7965016688249817
515,1,3.796836951824899
516,1,3.7971722348248163
517,1,3.7975075178247337
518,1,3.797842800824651
519,1,3.7981780838245687
520,1,3.7985133668244857
521,1,3.798848649824403
522,1,3.7991839328243207
523,1,3.799519215824238
524,1,3.799854498824155
525,1,3.8001897818240726
526,1,3.80052506482399
527,1,3.8008603478239076
528,1,3.8011956308238246
529,1,3.801530913823742
530,1,3.8018661968236596
531,1,3.802201479823577
532,1,3.802536762823494
533,1,3.8028720458234115
534,1,3.803207328823329
535,1,3.8035426118232465
536,1,3.803877894823164
537,1,3.804213177823081
538,1,3.8045484608229985
539,1,3.804883743822916
540,1,3.8052190268228334
541,1,3.8055543098227504
542,1,3.805889592822668
543,1,3.8062248758225854
544,1,3.806560158822503
545,1,3.80689544182242
546,1,3.8072307248223374
547,1,3.807566007822255
548,1,3.8079012908221723
549,1,3.8082365738220894
550,1,3.808571856822007
551,1,3.8089071398219243
552,1,3.809242422821842
553,1,3.809577705821759
554,1,3.8099129888216763
555,1,3.8102482718215938
556,1,3.8105835548215112
557,1,3.8109188378214283
558,1,3.8112541208213457
559,1,3.811589403821263
560,1,3.8119246868211807
561,1,3.812259969821098
562,1,3.812595252821015
563,1,3.8129305358209327
564,1,3.81326581882085
565,1,3.813601101820767
566,1,3.8139363848206846
567,1,3.814271667820602
568,1,3.8146069508205196
569,1,3.814942233820437
570,1,3.815277516820354
571,1,3.8156127998202716
572,1,3.815948082820189
573,1,3.8162833658201065
574,1,3.8166186488200236
575,1,3.816953931819941
576,1,3.8172892148198585
577,1,3.817624497819776
578,1,3.817959780819693
579,1,3.8182950638196105
580,1,3.818630346819528
581,1,3.8189656298194454
582,1,3.8193009128193625
583,1,3.81963619581928
584,1,3.8199714788191974
585,1,3.820306761819115
586,1,3.820642044819032
587,1,3.8209773278189494
588,1,3.821312610818867
589,1,3.8216478938187843
590,1,3.8219831768187014
591,1,3.822318459818619
592,1,3.8226537428185363
593,1,3.822989025818454
594,1,3.8233243088183713
595,1,3.8236595918182883
596,1,3.8239948748182058
597,1,3.8243301578181232
598,1,3.8246654408180407
599,1,3.8250007238179577
600,1,3.8253360068178752
601,1,3.8256712898177927
602,1,3.82600657281771
603,1,3.826341855817627
604,1,3.8266771388175447
605,1,3.827012421817462
606,1,3.8273477048173796
607,1,3.8276829878172967
608,1,3.828018270817214
609,1,3.8283535538171316
610,1,3.828688836817049
611,1,3.829024119816966
612,1,3.8293594028168836
613,1,3.829694685816801
614,1,3.8300299688167185
615,1,3.8303652518166356
616,1,3.830700534816553
617,1,3.8310358178164705
618,1,3.831371100816388
619,1,3.831706383816305
620,1,3.8320416668162225
621,1,3.83237694981614
622,1,3.8327122328160574
623,1,3.8330475158159745
624,1,3.833382798815892
625,1,3.8337180818158094
626,1,3.834053364815727
627,1,3.8343886478156444
628,1,3.8347239308155614
629,1,3.835059213815479
630,1,3.8353944968153963
631,1,3.835729779815314
632,1,3.836065062815231
633,1,3.8364003458151483
634,1,3.836735628815066
635,1,3.8370709118149833
636,1,3.8374061948149003
637,1,3.837741477814818
638,1,3.8380767608147353
639,1,3.8384120438146527
640,1,3.8387473268145698
641,1,3.8390826098144872
642,1,3.8394178928144047
643,1,3.839753175814322
644,1,3.840088458814239
645,1,3.8404237418141567
646,1,3.840759024814074
647,1,3.8410943078139916
648,1,3.8414295908139087
649,1,3.841764873813826
650,1,3.8421001568137436
651,1,3.842435439813661
652,1,3.8427707228135786
653,1,3.8431060058134956
654,1,3.843441288813413
655,1,3.8437765718133305
656,1,3.8441118548132476
657,1,3.844447137813165
658,1,3.8447824208130825
659,1,3.845117703813
660,1,3.8454529868129175
661,1,3.8457882698128345
662,1,3.846123552812752
663,1,3.8464588358126695
664,1,3.846794118812587
665,1,3.847129401812504
666,1,3.8474646848124214
667,1,3.847799967812339
668,1,3.8481352508122564
669,1,3.8484705338121734
670,1,3.848805816812091
671,1,3.8491410998120084
672,1,3.849476382811926
673,1,3.849811665811843
674,1,3.8501469488117603
675,1,3.850482231811678
676,1,3.8508175148115953
677,1,3.8511527978115123
678,1,3.85148808081143
679,1,3.8518233638113473
680,1,3.8521586468112647
681,1,3.8524939298111818
682,1,3.8528292128110992
683,1,3.8531644958110167
684,1,3.853499778810934
685,1,3.8538350618108517
686,1,3.8541703448107687
687,1,3.854505627810686
688,1,3.8548409108106036
689,2,3.855176193810521
690,2,3.855511476810438
691,2,3.8558467598103556
692,2,3.856182042810273
693,2,3.8565173258101906
694,2,3.8568526088101076
695,2,3.857187891810025
696,2,3.8575231748099426
697,2,3.85785845780986
698,2,3.858193740809777
699,2,3.8585290238096945
700,2,3.858864306809612
701,2,3.8591995898095295
702,2,3.8595348728094465
703,2,3.859870155809364
704,2,3.8602054388092815
705,2,3.860540721809199
706,2,3.860876004809116
707,2,3.8612112878090334
708,2,3.861546570808951
709,2,3.8618818538088684
710,2,3.862217136808786
711,2,3.862552419808703
712,2,3.8628877028086204
713,2,3.863222985808538
714,2,3.863558268808455
715,2,3.8638935518083724
716,2,3.86422883480829
717,2,3.8645641178082073
718,2,3.8648994008081248
719,2,3.865234683808042
720,2,3.8655699668079593
721,2,3.8659052498078768
722,2,3.8662405328077942
723,2,3.8665758158077113
724,2,3.8669110988076287
725,2,3.867246381807546
726,2,3.8675816648074637
727,2,3.8679169478073807
728,2,3.868252230807298
729,2,3.8685875138072157
730,2,3.868922796807133
731,2,3.86925807980705
732,2,3.8695933628069676
733,2,3.869928645806885
734,2,3.8702639288068026
735,2,3.8705992118067196
736,2,3.870934494806637
737,2,3.8712697778065546
738,2,3.871605060806472
739,2,3.871940343806389
740,2,3.8722756268063065
741,2,3.872610909806224
742,2,3.8729461928061415
743,2,3.873281475806059
744,2,3.873616758805976
745,2,3.8739520418058935
746,2,3.874287324805811
747,2,3.874622607805728
748,2,3.8749578908056455
749,2,3.875293173805563
750,2,3.8756284568054804
751,2,3.875963739805398
752,2,3.876299022805315
753,2,3.8766343058052324
754,2,3.87696958880515
755,2,3.8773048718050673
756,2,3.8776401548049844
757,2,3.877975437804902
758,2,3.8783107208048193
759,2,3.878646003804737
760,2,3.878981286804654
761,2,3.8793165698045713
762,2,3.8796518528044888
763,2,3.8799871358044062
764,2,3.8803224188043233
765,2,3.8806577018042407
766,2,3.880992984804158
767,2,3.8813282678040757
768,2,3.881663550803993
769,2,3.88199883380391
770,2,3.8823341168038277
771,2,3.882669399803745
772,2,3.883004682803662
773,2,3.8833399658035797
774,2,3.883675248803497
775,2,3.8840105318034146
776,2,3.884345814803332
777,2,3.884681097803249
778,2,3.8850163808031666
779,2,3.885351663803084
780,2,3.8856869468030015
781,2,3.8860222298029186
782,2,3.886357512802836
783,2,3.8866927958027535
784,2,3.887028078802671
785,2,3.887363361802588
786,2,3.8876986448025055
787,2,3.888033927802423
788,2,3.8883692108023404
789,2,3.8887044938022575
790,2,3.889039776802175
791,2,3.8893750598020924
792,2,3.88971034280201
793,2,3.890045625801927
794,2,3.8903809088018444
795,2,3.890716191801762
796,2,3.8910514748016793
797,2,3.8913867578015964
798,2,3.891722040801514
799,2,3.8920573238014313
800,2,3.892392606801349
801,2,3.8927278898012663
802,2,3.8930631728011833
803,2,3.8933984558011008
804,2,3.8937337388010183
805,2,3.8940690218009353
806,2,3.8944043048008528
807,2,3.8947395878007702
808,2,3.8950748708006877
809,2,3.895410153800605
810,2,3.895745436800522
811,2,3.8960807198004397
812,2,3.896416002800357
813,2,3.8967512858002746
814,2,3.8970865688001917
815,2,3.897421851800109
816,2,3.8977571348000266
817,2,3.898092417799944
818,2,3.898427700799861
819,2,3.8987629837997786
820,2,3.899098266799696
821,2,3.8994335497996135
822,2,3.8997688327995306
823,2,3.900104115799448
824,2,3.9004393987993655
825,2,3.900774681799283
826,2,3.9011099647992005
827,2,3.9014452477991175
828,2,3.901780530799035
829,2,3.9021158137989524
830,2,3.9024510967988695
831,2,3.902786379798787
832,2,3.9031216627987044
833,2,3.903456945798622
834,2,3.9037922287985394
835,2,3.9041275117984564
836,2,3.904462794798374
837,2,3.9047980777982914
838,2,3.9051333607982084
839,2,3.905468643798126
840,2,3.9058039267980433
841,2,3.906139209797961
842,2,3.9064744927978783
843,2,3.9068097757977953
844,2,3.907145058797713
845,2,3.9074803417976303
846,2,3.9078156247975477
847,2,3.9081509077974648
848,2,3.9084861907973822
849,2,3.9088214737972997
850,2,3.909156756797217
851,2,3.909492039797134
852,2,3.9098273227970517
853,2,3.910162605796969
854,2,3.9104978887968866
855,2,3.9108331717968037
856,2,3.911168454796721
857,2,3.9115037377966386
858,2,3.911839020796556
859,2,3.9121743037964736
860,2,3.9125095867963906
861,2,3.912844869796308
862,2,3.9131801527962256
863,2,3.9135154357961426
864,2,3.91385071879606
865,2,3.9141860017959775
866,2,3.914521284795895
867,2,3.9148565677958125
868,2,3.9151918507957295
869,2,3.915527133795647
870,2,3.9158624167955645
871,2,3.916197699795482
872,2,3.916532982795399
873,2,3.9168682657953164
874,2,3.917203548795234
875,2,3.9175388317951514
876,2,3.9178741147950684
877,2,3.918209397794986
878,2,3.9185446807949034
879,2,3.918879963794821
880,2,3.919215246794738
881,2,3.9195505297946553
882,2,3.919885812794573
883,2,3.9202210957944903
884,2,3.9205563787944078
885,2,3.920891661794325
886,2,3.9212269447942423
887,2,3.9215622277941597
888,2,3.921897510794077
889,2,3.9222327937939943
890,2,3.9225680767939117
891,2,3.922903359793829
892,2,3.9232386427937467
893,2,3.9235739257936637
894,2,3.923909208793581
895,2,3.9242444917934987
896,2,3.9245797747934157
897,2,3.924915057793333
898,2,3.9252503407932506
899,2,3.925585623793168
900,2,3.9259209067930856
901,2,3.9262561897930026
902,2,3.92659147279292
903,2,3.9269267557928376
904,2,3.927262038792755
905,2,3.927597321792672
906,2,3.9279326047925895
907,2,3.928267887792507
908,2,3.9286031707924245
909,2,3.9289384537923415
910,2,3.929273736792259
911,2,3.9296090197921765
912,2,3.929944302792094
913,2,3.930279585792011
914,2,3.9306148687919285
915,2,3.930950151791846
916,2,3.9312854347917634
917,2,3.931620717791681
918,2,3.931956000791598
919,2,3.9322912837915154
920,2,3.932626566791433
921,2,3.93296184979135
922,2,3.9332971327912674
923,2,3.933632415791185
924,2,3.9339676987911023
925,2,3.93430298179102
926,2,3.934638264790937
927,2,3.9349735477908543
928,2,3.9353088307907718
929,2,3.9356441137906892
930,2,3.9359793967906063
931,2,3.9363146797905237
932,2,3.936649962790441
933,2,3.9369852457903587
934,2,3.9373205287902757
935,2,3.937655811790193
936,2,3.9379910947901107
937,2,3.938326377790028
938,2,3.938661660789945
939,2,3.9389969437898626
940,2,3.93933222678978
941,2,3.9396675097896976
942,2,3.9400027927896146
943,2,3.940338075789532
944,2,3.9406733587894496
945,2,3.941008641789367
946,2,3.941343924789284
947,2,3.9416792077892016
948,2,3.942014490789119
949,2,3.9423497737890365
950,2,3.942685056788954
951,2,3.943020339788871
952,2,3.9433556227887885
953,2,3.943690905788706
954,2,3.944026188788623
955,2,3.9443614717885405
956,2,3.944696754788458
957,2,3.9450320377883754
958,2,3.945367320788293
959,2,3.94570260378821
960,2,3.9460378867881274
961,2,3.946373169788045
962,2,3.9467084527879623
963,2,3.9470437357878794
964,2,3.947379018787797
965,2,3.9477143017877143
966,2,3.948049584787632
967,2,3.948384867787549
968,2,3.9487201507874663
969,2,3.9490554337873838
970,2,3.9493907167873012
971,2,3.9497259997872183
972,2,3.9500612827871358
973,2,3.9503965657870532
974,2,3.9507318487869707
975,2,3.951067131786888
976,2,3.951402414786805
977,2,3.9517376977867227
978,2,3.95207298078664
979,2,3.952408263786557
980,2,3.9527435467864747
981,2,3.953078829786392
982,2,3.9534141127863096
983,2,3.953749395786227
984,2,3.954084678786144
985,2,3.9544199617860616
986,2,3.954755244785979
987,2,3.9550905277858965
988,2,3.9554258107858136
989,2,3.955761093785731
990,2,3.9560963767856485
991,2,3.956431659785566
992,2,3.956766942785483
993,2,3.9571022257854005
994,2,3.957437508785318
995,2,3.9577727917852354
996,2,3.9581080747851525
997,2,3.95844335778507
998,2,3.9587786407849874
999,2,3.959113923784905
1000,2,3.959449206784822
1001,2,3.9597844897847394
1002,2,3.960119772784657
1003,2,3.9604550557845744
1004,2,3.9607903387844914
1005,2,3.961125621784409
1006,2,3.9614609047843263
1007,2,3.961796187784244
1008,2,3.9621314707841613
1009,2,3.9624667537840783
1010,2,3.962802036783996
1011,2,3.9631373197839133
1012,2,3.9634726027838303
1013,2,3.9638078857837478
1014,2,3.9641431687836652
1015,2,3.9644784517835827
1016,2,3.9648137347835
1017,2,3.965149017783417
1018,2,3.9654843007833347
1019,2,3.965819583783252
1020,2,3.9661548667831696
1021,2,3.9664901497830867
1022,2,3.966825432783004
1023,2,3.9671607157829216
1024,2,3.967495998782839
1025,2,3.967831281782756
1026,2,3.9681665647826736
1027,2,3.968501847782591
1028,2,3.9688371307825085
1029,2,3.9691724137824256
1030,2,3.969507696782343
1031,2,3.9698429797822605
1032,2,3.970178262782178
1033,2,3.9705135457820955
1034,2,3.9708488287820125
1035,2,3.97118411178193
1036,2,3.9715193947818475
1037,2,3.9718546777817645
1038,2,3.972189960781682
1039,2,3.9725252437815994
1040,2,3.972860526781517
1041,2,3.9731958097814344
1042,2,3.9735310927813514
1043,2,3.973866375781269
1044,2,3.9742016587811864
1045,2,3.9745369417811034
1046,2,3.974872224781021
1047,2,3.9752075077809383
1048,2,3.975542790780856
1049,2,3.9758780737807733
1050,2,3.9762133567806903
1051,2,3.976548639780608
1052,2,3.9768839227805253
1053,2,3.9772192057804427
1054,2,3.9775544887803598
1055,2,3.9778897717802773
1056,2,3.9782250547801947
1057,2,3.978560337780112
1058,2,3.9788956207800292
1059,2,3.9792309037799467
1060,2,3.979566186779864
1061,2,3.9799014697797817
1062,2,3.9802367527796987
1063,2,3.980572035779616
1064,2,3.9809073187795336
1065,2,3.981242601779451
1066,2,3.9815778847793686
1067,2,3.9819131677792856
1068,2,3.982248450779203
1069,2,3.9825837337791206
1070,2,3.9829190167790376
1071,2,3.983254299778955
1072,2,3.9835895827788725
1073,2,3.98392486577879
1074,2,3.9842601487787075
1075,2,3.9845954317786245
1076,2,3.984930714778542
1077,2,3.9852659977784595
1078,2,3.985601280778377
1079,2,3.985936563778294
1080,2,3.9862718467782114
1081,2,3.986607129778129
1082,2,3.9869424127780464
1083,2,3.9872776957779634
1084,2,3.987612978777881
1085,2,3.9879482617777984
1086,2,3.988283544777716
1087,2,3.988618827777633
1088,2,3.9889541107775504
1089,2,3.989289393777468
1090,2,3.9896246767773853
1091,2,3.989959959777303
1092,2,3.99029524277722
1093,2,3.9906305257771373
1094,2,3.9909658087770548
1095,2,3.991301091776972
1096,2,3.9916363747768893
1097,2,3.9919716577768067
1098,2,3.992306940776724
1099,2,3.9926422237766417
1100,2,3.9929775067765587
1101,2,3.993312789776476
1102,2,3.9936480727763937
1103,2,3.9939833557763107
1104,2,3.994318638776228
