mnth,instant,Predicted Y
1,336,4737.858504750451
1,337,4737.858504750451
1,338,4737.858504750451
1,339,4737.858504750451
1,340,4737.858504750451
1,341,4737.858504750451
1,342,4737.858504750451
1,343,4737.858504750451
1,344,4737.858504750451
1,345,4737.858504750451
1,346,4737.858504750451
1,347,4737.858504750451
1,348,4737.858504750451
1,349,4737.858504750451
1,350,4737.858504750451
1,351,4737.858504750451
1,352,4737.858504750451
1,353,4737.858504750451
1,354,4737.858504750451
1,355,4737.858504750451
1,356,4737.858504750451
1,357,4737.858504750451
1,358,4737.858504750451
1,359,4737.858504750451
1,360,4737.858504750451
1,361,4737.858504750451
1,362,4737.858504750451
1,363,4737.858504750451
1,364,4737.858504750451
1,365,4737.858504750451
1,366,4737.858504750451
1,367,4737.858504750451
1,368,4737.858504750451
1,369,4737.858504750451
1,370,4737.858504750451
1,371,4737.858504750451
1,372,4737.858504750451
1,373,4737.858504750451
1,374,4737.858504750451
1,375,4737.858504750451
1,376,4737.858504750451
1,377,4737.858504750451
1,378,4737.858504750451
1,379,4737.858504750451
1,380,4737.858504750451
1,381,4737.858504750451
1,382,4737.858504750451
1,383,4737.858504750451
1,384,4737.858504750451
1,385,4737.858504750451
1,386,4737.858504750451
1,387,4737.858504750451
1,388,4737.858504750451
1,389,4737.858504750451
1,390,4737.858504750451
1,391,4737.858504750451
1,392,4737.858504750451
1,393,4737.858504750451
1,394,4737.858504750451
1,395,4737.858504750451
1,396,4737.858504750451
1,397,4737.858504750451
1,398,4737.858504750451
1,399,4737.858504750451
1,400,4737.858504750451
1,401,4737.858504750451
1,402,4737.858504750451
1,403,4737.858504750451
1,404,4737.858504750451
1,405,4737.858504750451
1,406,4737.858504750451
1,407,4737.858504750451
1,408,4737.858504750451
1,409,4737.858504750451
1,410,4737.858504750451
1,411,4737.858504750451
1,412,4737.858504750451
1,413,4737.858504750451
1,414,4737.858504750451
1,415,4737.858504750451
1,416,4737.858504750451
1,417,4737.858504750451
1,418,4737.858504750451
1,419,4737.858504750451
1,420,4737.858504750451
1,421,4737.858504750451
1,422,4737.858504750451
1,423,4737.858504750451
1,424,4737.858504750451
1,425,4737.858504750451
1,426,4737.858504750451
1,427,4737.858504750451
1,428,4737.858504750451
1,429,4737.858504750451
1,430,4737.858504750451
1,431,4737.858504750451
1,432,4737.858504750451
1,433,4737.858504750451
1,434,4737.858504750451
1,435,4737.858504750451
1,436,4737.858504750451
1,437,4737.858504750451
1,438,4737.858504750451
1,439,4737.858504750451
1,440,4737.858504750451
1,441,4737.858504750451
1,442,4737.858504750451
1,443,4737.858504750451
1,444,4737.858504750451
1,445,4737.858504750451
1,446,4737.858504750451
1,447,4737.858504750451
1,448,4737.858504750451
1,449,4737.858504750451
1,450,4737.858504750451
1,451,4737.858504750451
1,452,4737.858504750451
1,453,4737.858504750451
1,454,4737.858504750451
1,455,4737.858504750451
1,456,4737.858504750451
1,457,4737.858504750451
1,458,4737.858504750451
1,459,4737.858504750451
1,460,4737.858504750451
1,461,4737.858504750451
1,462,4737.858504750451
1,463,4737.858504750451
1,464,4737.858504750451
1,465,4737.858504750451
1,466,4737.858504750451
1,467,4737.858504750451
1,468,4737.858504750451
1,469,4737.858504750451
1,470,4737.858504750451
1,471,4737.858504750451
1,472,4737.858504750451
1,473,4737.858504750451
1,474,4737.858504750451
1,475,4737.858504750451
1,476,4737.858504750451
1,477,4737.858504750451
1,478,4737.858504750451
1,479,4737.858504750451
1,480,4737.858504750451
1,481,4737.858504750451
1,482,4737.858504750451
1,483,4737.858504750451
1,484,4737.858504750451
1,485,4737.858504750451
1,486,4737.858504750451
1,487,4737.858504750451
1,488,4737.858504750451
1,489,4737.858504750451
1,490,4737.858504750451
1,491,4737.858504750451
1,492,4737.858504750451
1,493,4737.858504750451
1,494,4737.858504750451
1,495,4737.858504750451
1,496,4737.858504750451
1,497,4737.858504750451
1,498,4737.858504750451
1,499,4737.858504750451
1,500,4737.858504750451
1,501,4737.858504750451
1,502,4737.858504750451
1,503,4737.858504750451
1,504,4737.858504750451
1,505,4737.858504750451
1,506,4737.858504750451
1,507,4737.858504750451
1,508,4737.858504750451
1,509,4737.858504750451
1,510,4737.858504750451
1,511,4737.858504750451
1,512,4737.858504750451
1,513,4737.858504750451
1,514,4737.858504750451
1,515,4737.858504750451
1,516,4737.858504750451
1,517,4737.858504750451
1,518,4737.858504750451
1,519,4737.858504750451
1,520,4737.858504750451
1,521,4737.858504750451
1,522,4737.858504750451
1,523,4737.858504750451
1,524,4737.858504750451
1,525,4737.858504750451
1,526,4737.858504750451
1,527,4737.858504750451
1,528,4737.858504750451
1,529,4737.858504750451
1,530,4737.858504750451
1,531,4737.858504750451
1,532,4737.858504750451
1,533,4737.858504750451
1,534,4737.858504750451
1,535,4737.858504750451
1,536,4737.858504750451
1,537,4737.858504750451
1,538,4737.858504750451
1,539,4737.858504750451
1,540,4737.858504750451
1,541,4737.858504750451
1,542,4737.858504750451
1,543,4737.858504750451
1,544,4737.858504750451
1,545,4737.858504750451
1,546,4737.858504750451
1,547,4737.858504750451
1,548,4737.858504750451
1,549,4737.858504750451
1,550,4737.858504750451
1,551,4737.858504750451
1,552,4737.858504750451
1,553,4737.858504750451
1,554,4737.858504750451
1,555,4737.858504750451
1,556,4737.858504750451
1,557,4737.858504750451
1,558,4737.858504750451
1,559,4737.858504750451
1,560,4737.858504750451
1,561,4737.858504750451
1,562,4737.858504750451
1,563,4737.858504750451
1,564,4737.858504750451
1,565,4737.858504750451
1,566,4737.858504750451
1,567,4737.858504750451
1,568,4737.858504750451
1,569,4737.858504750451
1,570,4737.858504750451
1,571,4737.858504750451
1,572,4737.858504750451
1,573,4737.858504750451
1,574,4737.858504750451
1,575,4737.858504750451
1,576,4737.858504750451
1,577,4737.858504750451
1,578,4737.858504750451
1,579,4737.858504750451
1,580,4737.858504750451
1,581,4737.858504750451
1,582,4737.858504750451
1,583,4737.858504750451
1,584,4737.858504750451
1,585,4737.858504750451
1,586,4737.858504750451
1,587,4737.858504750451
1,588,4737.858504750451
1,589,4737.858504750451
1,590,4737.858504750451
1,591,4737.858504750451
1,592,4737.858504750451
1,593,4737.858504750451
1,594,4737.858504750451
1,595,4737.858504750451
1,596,4737.858504750451
1,597,4737.858504750451
1,598,4737.858504750451
1,599,4737.858504750451
1,600,4737.858504750451
1,601,4737.858504750451
1,602,4737.858504750451
1,603,4737.858504750451
1,604,4737.858504750451
1,605,4737.858504750451
1,606,4737.858504750451
1,607,4737.858504750451
1,608,4737.858504750451
1,609,4737.858504750451
1,610,4737.858504750451
1,611,4737.858504750451
1,612,4737.858504750451
1,613,4737.858504750451
1,614,4737.858504750451
1,615,4737.858504750451
1,616,4737.858504750451
1,617,4737.858504750451
1,618,4737.858504750451
1,619,4737.858504750451
1,620,4737.858504750451
1,621,4737.858504750451
1,622,4737.858504750451
1,623,4737.858504750451
1,624,4737.858504750451
1,625,4737.858504750451
1,626,4737.858504750451
1,627,4737.858504750451
1,628,4737.858504750451
1,629,4737.858504750451
1,630,4737.858504750451
1,631,4737.858504750451
1,632,4737.858504750451
1,633,4737.858504750451
1,634,4737.858504750451
1,635,4737.858504750451
1,636,4737.858504750451
1,637,4737.858504750451
1,638,4737.858504750451
1,639,4737.858504750451
1,640,4737.858504750451
1,641,4737.858504750451
1,642,4737.858504750451
1,643,4737.858504750451
1,644,4737.858504750451
1,645,4737.858504750451
1,646,4737.858504750451
1,647,4737.858504750451
1,648,4737.858504750451
1,649,4737.858504750451
1,650,4737.858504750451
1,651,4737.858504750451
1,652,4737.858504750451
1,653,4737.858504750451
1,654,4737.858504750451
1,655,4737.858504750451
1,656,4737.858504750451
1,657,4737.858504750451
1,658,4737.858504750451
1,659,4737.858504750451
1,660,4737.858504750451
1,661,4737.858504750451
1,662,4737.858504750451
1,663,4737.858504750451
1,664,4737.858504750451
1,665,4737.858504750451
1,666,4737.858504750451
1,667,4737.858504750451
1,668,4737.858504750451
1,669,4737.858504750451
1,670,4737.858504750451
1,671,4737.858504750451
1,672,4737.858504750451
1,673,4737.858504750451
1,674,4737.858504750451
1,675,4737.858504750451
1,676,4737.858504750451
1,677,4737.858504750451
1,678,4737.858504750451
1,679,4737.858504750451
1,680,4737.858504750451
1,681,4737.858504750451
1,682,4737.858504750451
1,683,4737.858504750451
1,684,4737.858504750451
1,685,4737.858504750451
1,686,4737.858504750451
1,687,4737.858504750451
1,688,4737.858504750451
2,689,5451.528011986888
2,690,5451.528011986888
2,691,5451.528011986888
2,692,5451.528011986888
2,693,5451.528011986888
2,694,5451.528011986888
2,695,5451.528011986888
2,696,5451.528011986888
2,697,5451.528011986888
2,698,5451.528011986888
2,699,5451.528011986888
2,700,5451.528011986888
2,701,5451.528011986888
2,702,5451.528011986888
2,703,5451.528011986888
2,704,5451.528011986888
2,705,5451.528011986888
2,706,5451.528011986888
2,707,5451.528011986888
2,708,5451.528011986888
2,709,5451.528011986888
2,710,5451.528011986888
2,711,5451.528011986888
2,712,5451.528011986888
2,713,5451.528011986888
2,714,5451.528011986888
2,715,5451.528011986888
2,716,5451.528011986888
2,717,5451.528011986888
2,718,5451.528011986888
2,719,5451.528011986888
2,720,5451.528011986888
2,721,5451.528011986888
2,722,5451.528011986888
2,723,5451.528011986888
2,724,5451.528011986888
2,725,5451.528011986888
2,726,5451.528011986888
2,727,5451.528011986888
2,728,5451.528011986888
2,729,5451.528011986888
2,730,5451.528011986888
2,731,5451.528011986888
2,732,5451.528011986888
2,733,5451.528011986888
2,734,5451.528011986888
2,735,5451.528011986888
2,736,5451.528011986888
2,737,5451.528011986888
2,738,5451.528011986888
2,739,5451.528011986888
2,740,5451.528011986888
2,741,5451.528011986888
2,742,5451.528011986888
2,743,5451.528011986888
2,744,5451.528011986888
2,745,5451.528011986888
2,746,5451.528011986888
2,747,5451.528011986888
2,748,5451.528011986888
2,749,5451.528011986888
2,750,5451.528011986888
2,751,5451.528011986888
2,752,5451.528011986888
2,753,5451.528011986888
2,754,5451.528011986888
2,755,5451.528011986888
2,756,5451.528011986888
2,757,5451.528011986888
2,758,5451.528011986888
2,759,5451.528011986888
2,760,5451.528011986888
2,761,5451.528011986888
2,762,5451.528011986888
2,763,5451.528011986888
2,764,5451.528011986888
2,765,5451.528011986888
2,766,5451.528011986888
2,767,5451.528011986888
2,768,5451.528011986888
2,769,5451.528011986888
2,770,5451.528011986888
2,771,5451.528011986888
2,772,5451.528011986888
2,773,5451.528011986888
2,774,5451.528011986888
2,775,5451.528011986888
2,776,5451.528011986888
2,777,5451.528011986888
2,778,5451.528011986888
2,779,5451.528011986888
2,780,5451.528011986888
2,781,5451.528011986888
2,782,5451.528011986888
2,783,5451.528011986888
2,784,5451.528011986888
2,785,5451.528011986888
2,786,5451.528011986888
2,787,5451.528011986888
2,788,5451.528011986888
2,789,5451.528011986888
2,790,5451.528011986888
2,791,5451.528011986888
2,792,5451.528011986888
2,793,5451.528011986888
2,794,5451.528011986888
2,795,5451.528011986888
2,796,5451.528011986888
2,797,5451.528011986888
2,798,5451.528011986888
2,799,5451.528011986888
2,800,5451.528011986888
2,801,5451.528011986888
2,802,5451.528011986888
2,803,5451.528011986888
2,804,5451.528011986888
2,805,5451.528011986888
2,806,5451.528011986888
2,807,5451.528011986888
2,808,5451.528011986888
2,809,5451.528011986888
2,810,5451.528011986888
2,811,5451.528011986888
2,812,5451.528011986888
2,813,5451.528011986888
2,814,5451.528011986888
2,815,5451.528011986888
2,816,5451.528011986888
2,817,5451.528011986888
2,818,5451.528011986888
2,819,5451.528011986888
2,820,5451.528011986888
2,821,5451.528011986888
2,822,5451.528011986888
2,823,5451.528011986888
2,824,5451.528011986888
2,825,5451.528011986888
2,826,5451.528011986888
2,827,5451.528011986888
2,828,5451.528011986888
2,829,5451.528011986888
2,830,5451.528011986888
2,831,5451.528011986888
2,832,5451.528011986888
2,833,5451.528011986888
2,834,5451.528011986888
2,835,5451.528011986888
2,836,5451.528011986888
2,837,5451.528011986888
2,838,5451.528011986888
2,839,5451.528011986888
2,840,5451.528011986888
2,841,5451.528011986888
2,842,5451.528011986888
2,843,5451.528011986888
2,844,5451.528011986888
2,845,5451.528011986888
2,846,5451.528011986888
2,847,5451.528011986888
2,848,5451.528011986888
2,849,5451.528011986888
2,850,5451.528011986888
2,851,5451.528011986888
2,852,5451.528011986888
2,853,5451.528011986888
2,854,5451.528011986888
2,855,5451.528011986888
2,856,5451.528011986888
2,857,5451.528011986888
2,858,5451.528011986888
2,859,5451.528011986888
2,860,5451.528011986888
2,861,5451.528011986888
2,862,5451.528011986888
2,863,5451.528011986888
2,864,5451.528011986888
2,865,5451.528011986888
2,866,5451.528011986888
2,867,5451.528011986888
2,868,5451.528011986888
2,869,5451.528011986888
2,870,5451.528011986888
2,871,5451.528011986888
2,872,5451.528011986888
2,873,5451.528011986888
2,874,5451.528011986888
2,875,5451.528011986888
2,876,5451.528011986888
2,877,5451.528011986888
2,878,5451.528011986888
2,879,5451.528011986888
2,880,5451.528011986888
2,881,5451.528011986888
2,882,5451.528011986888
2,883,5451.528011986888
2,884,5451.528011986888
2,885,5451.528011986888
2,886,5451.528011986888
2,887,5451.528011986888
2,888,5451.528011986888
2,889,5451.528011986888
2,890,5451.528011986888
2,891,5451.528011986888
2,892,5451.528011986888
2,893,5451.528011986888
2,894,5451.528011986888
2,895,5451.528011986888
2,896,5451.528011986888
2,897,5451.528011986888
2,898,5451.528011986888
2,899,5451.528011986888
2,900,5451.528011986888
2,901,5451.528011986888
2,902,5451.528011986888
2,903,5451.528011986888
2,904,5451.528011986888
2,905,5451.528011986888
2,906,5451.528011986888
2,907,5451.528011986888
2,908,5451.528011986888
2,909,5451.528011986888
2,910,5451.528011986888
2,911,5451.528011986888
2,912,5451.528011986888
2,913,5451.528011986888
2,914,5451.528011986888
2,915,5451.528011986888
2,916,5451.528011986888
2,917,5451.528011986888
2,918,5451.528011986888
2,919,5451.528011986888
2,920,5451.528011986888
2,921,5451.528011986888
2,922,5451.528011986888
2,923,5451.528011986888
2,924,5451.528011986888
2,925,5451.528011986888
2,926,5451.528011986888
2,927,5451.528011986888
2,928,5451.528011986888
2,929,5451.528011986888
2,930,5451.528011986888
2,931,5451.528011986888
2,932,5451.528011986888
2,933,5451.528011986888
2,934,5451.528011986888
2,935,5451.528011986888
2,936,5451.528011986888
2,937,5451.528011986888
2,938,5451.528011986888
2,939,5451.528011986888
2,940,5451.528011986888
2,941,5451.528011986888
2,942,5451.528011986888
2,943,5451.528011986888
2,944,5451.528011986888
2,945,5451.528011986888
2,946,5451.528011986888
2,947,5451.528011986888
2,948,5451.528011986888
2,949,5451.528011986888
2,950,5451.528011986888
2,951,5451.528011986888
2,952,5451.528011986888
2,953,5451.528011986888
2,954,5451.528011986888
2,955,5451.528011986888
2,956,5451.528011986888
2,957,5451.528011986888
2,958,5451.528011986888
2,959,5451.528011986888
2,960,5451.528011986888
2,961,5451.528011986888
2,962,5451.528011986888
2,963,5451.528011986888
2,964,5451.528011986888
2,965,5451.528011986888
2,966,5451.528011986888
2,967,5451.528011986888
2,968,5451.528011986888
2,969,5451.528011986888
2,970,5451.528011986888
2,971,5451.528011986888
2,972,5451.528011986888
2,973,5451.528011986888
2,974,5451.528011986888
2,975,5451.528011986888
2,976,5451.528011986888
2,977,5451.528011986888
2,978,5451.528011986888
2,979,5451.528011986888
2,980,5451.528011986888
2,981,5451.528011986888
2,982,5451.528011986888
2,983,5451.528011986888
2,984,5451.528011986888
2,985,5451.528011986888
2,986,5451.528011986888
2,987,5451.528011986888
2,988,5451.528011986888
2,989,5451.528011986888
2,990,5451.528011986888
2,991,5451.528011986888
2,992,5451.528011986888
2,993,5451.528011986888
2,994,5451.528011986888
2,995,5451.528011986888
2,996,5451.528011986888
2,997,5451.528011986888
2,998,5451.528011986888
2,999,5451.528011986888
2,1000,5451.528011986888
2,1001,5451.528011986888
2,1002,5451.528011986888
2,1003,5451.528011986888
2,1004,5451.528011986888
2,1005,5451.528011986888
2,1006,5451.528011986888
2,1007,5451.528011986888
2,1008,5451.528011986888
2,1009,5451.528011986888
2,1010,5451.528011986888
2,1011,5451.528011986888
2,1012,5451.528011986888
2,1013,5451.528011986888
2,1014,5451.528011986888
2,1015,5451.528011986888
2,1016,5451.528011986888
2,1017,5451.528011986888
2,1018,5451.528011986888
2,1019,5451.528011986888
2,1020,5451.528011986888
2,1021,5451.528011986888
2,1022,5451.528011986888
2,1023,5451.528011986888
2,1024,5451.528011986888
2,1025,5451.528011986888
2,1026,5451.528011986888
2,1027,5451.528011986888
2,1028,5451.528011986888
2,1029,5451.528011986888
2,1030,5451.528011986888
2,1031,5451.528011986888
2,1032,5451.528011986888
2,1033,5451.528011986888
2,1034,5451.528011986888
2,1035,5451.528011986888
2,1036,5451.528011986888
2,1037,5451.528011986888
2,1038,5451.528011986888
2,1039,5451.528011986888
2,1040,5451.528011986888
2,1041,5451.528011986888
2,1042,5451.528011986888
2,1043,5451.528011986888
2,1044,5451.528011986888
2,1045,5451.528011986888
2,1046,5451.528011986888
2,1047,5451.528011986888
2,1048,5451.528011986888
2,1049,5451.528011986888
2,1050,5451.528011986888
2,1051,5451.528011986888
2,1052,5451.528011986888
2,1053,5451.528011986888
2,1054,5451.528011986888
2,1055,5451.528011986888
2,1056,5451.528011986888
2,1057,5451.528011986888
2,1058,5451.528011986888
2,1059,5451.528011986888
2,1060,5451.528011986888
2,1061,5451.528011986888
2,1062,5451.528011986888
2,1063,5451.528011986888
2,1064,5451.528011986888
2,1065,5451.528011986888
2,1066,5451.528011986888
2,1067,5451.528011986888
2,1068,5451.528011986888
2,1069,5451.528011986888
2,1070,5451.528011986888
2,1071,5451.528011986888
2,1072,5451.528011986888
2,1073,5451.528011986888
2,1074,5451.528011986888
2,1075,5451.528011986888
2,1076,5451.528011986888
2,1077,5451.528011986888
2,1078,5451.528011986888
2,1079,5451.528011986888
2,1080,5451.528011986888
2,1081,5451.528011986888
2,1082,5451.528011986888
2,1083,5451.528011986888
2,1084,5451.528011986888
2,1085,5451.528011986888
2,1086,5451.528011986888
2,1087,5451.528011986888
2,1088,5451.528011986888
2,1089,5451.528011986888
2,1090,5451.528011986888
2,1091,5451.528011986888
2,1092,5451.528011986888
2,1093,5451.528011986888
2,1094,5451.528011986888
2,1095,5451.528011986888
2,1096,5451.528011986888
2,1097,5451.528011986888
2,1098,5451.528011986888
2,1099,5451.528011986888
2,1100,5451.528011986888
2,1101,5451.528011986888
2,1102,5451.528011986888
2,1103,5451.528011986888
2,1104,5451.528011986888
2,1105,5451.528011986888
2,1106,5451.528011986888
2,1107,5451.528011986888
2,1108,5451.528011986888
2,1109,5451.528011986888
2,1110,5451.528011986888
2,1111,5451.528011986888
2,1112,5451.528011986888
2,1113,5451.528011986888
2,1114,5451.528011986888
2,1115,5451.528011986888
2,1116,5451.528011986888
2,1117,5451.528011986888
2,1118,5451.528011986888
2,1119,5451.528011986888
2,1120,5451.528011986888
2,1121,5451.528011986888
2,1122,5451.528011986888
2,1123,5451.528011986888
2,1124,5451.528011986888
2,1125,5451.528011986888
2,1126,5451.528011986888
2,1127,5451.528011986888
2,1128,5451.528011986888
2,1129,5451.528011986888
2,1130,5451.528011986888
2,1131,5451.528011986888
2,1132,5451.528011986888
2,1133,5451.528011986888
2,1134,5451.528011986888
2,1135,5451.528011986888
2,1136,5451.528011986888
2,1137,5451.528011986888
2,1138,5451.528011986888
2,1139,5451.528011986888
2,1140,5451.528011986888
2,1141,5451.528011986888
2,1142,5451.528011986888
2,1143,5451.528011986888
2,1144,5451.528011986888
2,1145,5451.528011986888
2,1146,5451.528011986888
2,1147,5451.528011986888
2,1148,5451.528011986888
2,1149,5451.528011986888
2,1150,5451.528011986888
2,1151,5451.528011986888
