mnth,hr,Predicted Y
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
1,0,11.611021453328302
1,1,11.611021453328302
1,2,11.611021453328302
1,3,11.611021453328302
1,4,11.611021453328302
1,5,11.611021453328302
1,6,11.611021453328302
1,7,11.611021453328302
1,8,11.611021453328302
1,9,11.611021453328302
1,10,11.611021453328302
1,11,11.611021453328302
1,12,11.611021453328302
1,13,11.611021453328302
1,14,11.611021453328302
1,15,11.611021453328302
1,16,11.611021453328302
1,17,11.611021453328302
1,18,11.611021453328302
1,19,11.611021453328302
1,20,11.611021453328302
1,21,11.611021453328302
1,22,11.611021453328302
1,23,11.611021453328302
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,6,11.599415777603896
2,7,11.599415777603896
2,8,11.599415777603896
2,9,11.599415777603896
2,10,11.599415777603896
2,11,11.599415777603896
2,12,11.599415777603896
2,13,11.599415777603896
2,14,11.599415777603896
2,15,11.599415777603896
2,16,11.599415777603896
2,17,11.599415777603896
2,18,11.599415777603896
2,19,11.599415777603896
2,20,11.599415777603896
2,21,11.599415777603896
2,22,11.599415777603896
2,23,11.599415777603896
2,0,11.599415777603896
2,1,11.599415777603896
2,2,11.599415777603896
2,3,11.599415777603896
2,4,11.599415777603896
2,5,11.599415777603896
2,6,11.599415777603896
