cnt,yr,Predicted Y
17,0,0.383473588834636
7,0,0.37656851863114565
1,0,0.37242547650905145
1,0,0.37242547650905145
5,0,0.3751875045904476
34,0,0.39521220818056957
84,0,0.42973755919802137
210,0,0.5167414437619997
134,0,0.4642629102154731
63,0,0.4152369117706916
67,0,0.41799893985208775
59,0,0.41247488368929547
73,0,0.42214198197418196
50,0,0.4062603205061541
72,0,0.4214514749538329
87,0,0.43180908025906845
187,0,0.500859782293972
123,0,0.4566673329916337
95,0,0.4373331364218607
51,0,0.4069508275265032
39,0,0.39866474328231477
36,0,0.39659322222126764
15,0,0.38209257479393793
25,0,0.3889976449974283
16,0,0.38278308181428694
16,0,0.38278308181428694
7,0,0.37656851863114565
1,0,0.37242547650905145
5,0,0.3751875045904476
2,0,0.37311598352940045
9,0,0.3779495326718437
15,0,0.38209257479393793
20,0,0.3855451098956831
61,0,0.41385589772999354
62,0,0.41454640475034255
98,0,0.4394046574829078
102,0,0.44216668556430394
95,0,0.4373331364218607
74,0,0.42283248899453096
76,0,0.4242135030352291
69,0,0.4193799538927858
55,0,0.40971285560789933
30,0,0.39245018009917343
28,0,0.39106916605847536
37,0,0.3972837292416167
34,0,0.39521220818056957
22,0,0.38692612393638115
25,0,0.3889976449974283
12,0,0.3800210537328908
11,0,0.3793305467125418
4,0,0.3744969975700985
1,0,0.37242547650905145
1,0,0.37242547650905145
1,0,0.37242547650905145
6,0,0.3758780116107966
10,0,0.37864003969219273
19,0,0.3848546028753341
49,0,0.4055698134858051
49,0,0.4055698134858051
83,0,0.4290470521776723
75,0,0.42352299601488
72,0,0.4214514749538329
82,0,0.42835654515732324
92,0,0.43526161536081365
62,0,0.41454640475034255
48,0,0.40487930646545606
41,0,0.40004575732301284
38,0,0.3979742362619657
20,0,0.3855451098956831
15,0,0.38209257479393793
6,0,0.3758780116107966
5,0,0.3751875045904476
1,0,0.37242547650905145
3,0,0.3738064905497495
1,0,0.37242547650905145
3,0,0.3738064905497495
3,0,0.3738064905497495
31,0,0.3931406871195225
77,0,0.4249040100555781
188,0,0.501550289314321
94,0,0.43664262940151166
31,0,0.3931406871195225
30,0,0.39245018009917343
52,0,0.4076413345468522
54,0,0.40902234858755027
47,0,0.40418879944510705
45,0,0.402807785404409
74,0,0.42283248899453096
178,0,0.49464521911083065
155,0,0.4787635576428029
95,0,0.4373331364218607
74,0,0.42283248899453096
38,0,0.3979742362619657
24,0,0.3883071379770792
18,0,0.384164095854985
12,0,0.3800210537328908
3,0,0.3738064905497495
3,0,0.3738064905497495
6,0,0.3758780116107966
27,0,0.39037865903812635
99,0,0.44009516450325686
217,0,0.5215749929044431
130,0,0.461500882134077
54,0,0.40902234858755027
35,0,0.39590271520091863
57,0,0.4110938696485974
52,0,0.4076413345468522
63,0,0.4152369117706916
47,0,0.40418879944510705
76,0,0.4242135030352291
136,0,0.4656439242561712
95,0,0.4373331364218607
51,0,0.4069508275265032
32,0,0.3938311941398715
20,0,0.3855451098956831
29,0,0.3917596730788244
19,0,0.3848546028753341
7,0,0.37656851863114565
6,0,0.3758780116107966
1,0,0.37242547650905145
5,0,0.3751875045904476
16,0,0.38278308181428694
54,0,0.40902234858755027
128,0,0.4601198680933789
81,0,0.42766603813697424
39,0,0.39866474328231477
35,0,0.39590271520091863
55,0,0.40971285560789933
49,0,0.4055698134858051
44,0,0.4021172783840599
49,0,0.4055698134858051
68,0,0.41868944687243675
139,0,0.46771544531721826
137,0,0.4663344312765202
83,0,0.4290470521776723
56,0,0.41040336262824834
57,0,0.4110938696485974
33,0,0.39452170116022056
20,0,0.3855451098956831
7,0,0.37656851863114565
2,0,0.37311598352940045
2,0,0.37311598352940045
3,0,0.3738064905497495
4,0,0.3744969975700985
3,0,0.3738064905497495
28,0,0.39106916605847536
72,0,0.4214514749538329
202,0,0.5112173875992074
139,0,0.46771544531721826
38,0,0.3979742362619657
37,0,0.3972837292416167
52,0,0.4076413345468522
83,0,0.4290470521776723
42,0,0.40073626434336185
60,0,0.4131653907096445
78,0,0.4255945170759271
162,0,0.4835971067852461
144,0,0.47116798041896346
99,0,0.44009516450325686
64,0,0.4159274187910406
40,0,0.3993552503026638
30,0,0.39245018009917343
15,0,0.38209257479393793
14,0,0.38140206777358887
5,0,0.3751875045904476
1,0,0.37242547650905145
1,0,0.37242547650905145
8,0,0.37725902565149466
17,0,0.383473588834636
70,0,0.4200704609131348
158,0,0.48083507870384995
117,0,0.4525242908695395
44,0,0.4021172783840599
53,0,0.40833184156720126
61,0,0.41385589772999354
77,0,0.4249040100555781
64,0,0.4159274187910406
68,0,0.41868944687243675
90,0,0.4338806013201155
159,0,0.481525585724199
139,0,0.46771544531721826
92,0,0.43526161536081365
68,0,0.41868944687243675
52,0,0.4076413345468522
36,0,0.39659322222126764
27,0,0.39037865903812635
28,0,0.39106916605847536
20,0,0.3855451098956831
12,0,0.3800210537328908
8,0,0.37725902565149466
5,0,0.3751875045904476
1,0,0.37242547650905145
3,0,0.3738064905497495
10,0,0.37864003969219273
23,0,0.3876166309567302
33,0,0.39452170116022056
59,0,0.41247488368929547
72,0,0.4214514749538329
89,0,0.4331900942997665
101,0,0.44147617854395493
118,0,0.45321479788988855
129,0,0.4608103751137279
128,0,0.4601198680933789
83,0,0.4290470521776723
84,0,0.42973755919802137
74,0,0.42283248899453096
41,0,0.40004575732301284
57,0,0.4110938696485974
26,0,0.3896881520177773
44,0,0.4021172783840599
39,0,0.39866474328231477
23,0,0.3876166309567302
16,0,0.38278308181428694
15,0,0.38209257479393793
1,0,0.37242547650905145
2,0,0.37311598352940045
1,0,0.37242547650905145
3,0,0.3738064905497495
18,0,0.384164095854985
32,0,0.3938311941398715
79,0,0.42628502409627617
93,0,0.43595212238116265
104,0,0.44354769960500207
118,0,0.45321479788988855
91,0,0.4345711083404646
113,0,0.44976226278814335
99,0,0.44009516450325686
105,0,0.4442382066253511
67,0,0.41799893985208775
61,0,0.41385589772999354
57,0,0.4110938696485974
28,0,0.39106916605847536
21,0,0.38623561691603214
18,0,0.384164095854985
17,0,0.383473588834636
16,0,0.38278308181428694
8,0,0.37725902565149466
2,0,0.37311598352940045
3,0,0.3738064905497495
1,0,0.37242547650905145
5,0,0.3751875045904476
13,0,0.38071156075323986
33,0,0.39452170116022056
47,0,0.40418879944510705
57,0,0.4110938696485974
64,0,0.4159274187910406
80,0,0.42697553111662523
93,0,0.43595212238116265
86,0,0.4311185732387194
93,0,0.43595212238116265
82,0,0.42835654515732324
71,0,0.4207609679334839
92,0,0.43526161536081365
60,0,0.4131653907096445
33,0,0.39452170116022056
27,0,0.39037865903812635
13,0,0.38071156075323986
4,0,0.3744969975700985
3,0,0.3738064905497495
22,0,0.38692612393638115
28,0,0.39106916605847536
35,0,0.39590271520091863
61,0,0.41385589772999354
125,0,0.45804834703233177
133,0,0.46357240319512405
99,0,0.44009516450325686
83,0,0.4290470521776723
41,0,0.40004575732301284
33,0,0.39452170116022056
20,0,0.3855451098956831
3,0,0.3738064905497495
7,0,0.37656851863114565
3,0,0.3738064905497495
2,0,0.37311598352940045
7,0,0.37656851863114565
32,0,0.3938311941398715
90,0,0.4338806013201155
197,0,0.5077648524974623
109,0,0.4470002347067472
47,0,0.40418879944510705
52,0,0.4076413345468522
70,0,0.4200704609131348
78,0,0.4255945170759271
75,0,0.42352299601488
82,0,0.42835654515732324
104,0,0.44354769960500207
197,0,0.5077648524974623
161,0,0.482906599764897
112,0,0.44907175576779435
76,0,0.4242135030352291
59,0,0.41247488368929547
59,0,0.41247488368929547
28,0,0.39106916605847536
13,0,0.38071156075323986
5,0,0.3751875045904476
2,0,0.37311598352940045
1,0,0.37242547650905145
1,0,0.37242547650905145
6,0,0.3758780116107966
35,0,0.39590271520091863
101,0,0.44147617854395493
249,0,0.5436712175556122
143,0,0.4704774733986144
57,0,0.4110938696485974
68,0,0.41868944687243675
84,0,0.42973755919802137
98,0,0.4394046574829078
81,0,0.42766603813697424
70,0,0.4200704609131348
91,0,0.4345711083404646
215,0,0.520193978863745
185,0,0.49947876825327386
152,0,0.47669203658175574
126,0,0.45873885405268083
57,0,0.4110938696485974
56,0,0.41040336262824834
31,0,0.3931406871195225
21,0,0.38623561691603214
6,0,0.3758780116107966
2,0,0.37311598352940045
1,0,0.37242547650905145
1,0,0.37242547650905145
5,0,0.3751875045904476
27,0,0.39037865903812635
68,0,0.41868944687243675
217,0,0.5215749929044431
166,0,0.48635913486664223
63,0,0.4152369117706916
59,0,0.41247488368929547
78,0,0.4255945170759271
73,0,0.42214198197418196
62,0,0.41454640475034255
65,0,0.4166179258113897
97,0,0.4387141504625588
161,0,0.482906599764897
120,0,0.4545958119305866
96,0,0.4380236434422098
53,0,0.40833184156720126
41,0,0.40004575732301284
34,0,0.39521220818056957
27,0,0.39037865903812635
13,0,0.38071156075323986
12,0,0.3800210537328908
11,0,0.3793305467125418
7,0,0.37656851863114565
3,0,0.3738064905497495
2,0,0.37311598352940045
8,0,0.37725902565149466
27,0,0.39037865903812635
40,0,0.3993552503026638
53,0,0.40833184156720126
63,0,0.4152369117706916
70,0,0.4200704609131348
84,0,0.42973755919802137
75,0,0.42352299601488
103,0,0.442857192584653
83,0,0.4290470521776723
67,0,0.41799893985208775
54,0,0.40902234858755027
59,0,0.41247488368929547
45,0,0.402807785404409
39,0,0.39866474328231477
30,0,0.39245018009917343
33,0,0.39452170116022056
22,0,0.38692612393638115
13,0,0.38071156075323986
18,0,0.384164095854985
5,0,0.3751875045904476
3,0,0.3738064905497495
1,0,0.37242547650905145
2,0,0.37311598352940045
19,0,0.3848546028753341
28,0,0.39106916605847536
58,0,0.4117843766689464
99,0,0.44009516450325686
116,0,0.4518337838491905
87,0,0.43180908025906845
110,0,0.4476907417270963
77,0,0.4249040100555781
65,0,0.4166179258113897
55,0,0.40971285560789933
49,0,0.4055698134858051
50,0,0.4062603205061541
35,0,0.39590271520091863
25,0,0.3889976449974283
28,0,0.39106916605847536
21,0,0.38623561691603214
7,0,0.37656851863114565
1,0,0.37242547650905145
1,0,0.37242547650905145
1,0,0.37242547650905145
5,0,0.3751875045904476
15,0,0.38209257479393793
84,0,0.42973755919802137
177,0,0.4939547120904816
102,0,0.44216668556430394
40,0,0.3993552503026638
46,0,0.403498292424758
63,0,0.4152369117706916
60,0,0.4131653907096445
45,0,0.402807785404409
57,0,0.4110938696485974
70,0,0.4200704609131348
184,0,0.49878826123292486
153,0,0.47738254360210475
106,0,0.4449287136457001
81,0,0.42766603813697424
59,0,0.41247488368929547
35,0,0.39590271520091863
24,0,0.3883071379770792
9,0,0.3779495326718437
5,0,0.3751875045904476
2,0,0.37311598352940045
1,0,0.37242547650905145
9,0,0.3779495326718437
36,0,0.39659322222126764
108,0,0.4463097276863982
238,0,0.5360756403317728
144,0,0.47116798041896346
55,0,0.40971285560789933
61,0,0.41385589772999354
106,0,0.4449287136457001
93,0,0.43595212238116265
68,0,0.41868944687243675
84,0,0.42973755919802137
116,0,0.4518337838491905
222,0,0.5250275280061882
225,0,0.5270990490672354
146,0,0.47254899445966153
119,0,0.45390530491023756
45,0,0.402807785404409
53,0,0.40833184156720126
40,0,0.3993552503026638
17,0,0.383473588834636
5,0,0.3751875045904476
10,0,0.37864003969219273
1,0,0.37242547650905145
8,0,0.37725902565149466
30,0,0.39245018009917343
72,0,0.4214514749538329
58,0,0.4117843766689464
28,0,0.39106916605847536
41,0,0.40004575732301284
48,0,0.40487930646545606
47,0,0.40418879944510705
36,0,0.39659322222126764
43,0,0.4014267713637109
36,0,0.39659322222126764
26,0,0.3896881520177773
24,0,0.3883071379770792
84,0,0.42973755919802137
104,0,0.44354769960500207
79,0,0.42628502409627617
59,0,0.41247488368929547
38,0,0.3979742362619657
27,0,0.39037865903812635
16,0,0.38278308181428694
9,0,0.3779495326718437
3,0,0.3738064905497495
2,0,0.37311598352940045
1,0,0.37242547650905145
4,0,0.3744969975700985
16,0,0.38278308181428694
60,0,0.4131653907096445
157,0,0.4801445716835009
101,0,0.44147617854395493
49,0,0.4055698134858051
30,0,0.39245018009917343
29,0,0.3917596730788244
31,0,0.3931406871195225
38,0,0.3979742362619657
41,0,0.40004575732301284
80,0,0.42697553111662523
149,0,0.4746205155207086
109,0,0.4470002347067472
89,0,0.4331900942997665
62,0,0.41454640475034255
58,0,0.4117843766689464
26,0,0.3896881520177773
23,0,0.3876166309567302
28,0,0.39106916605847536
20,0,0.3855451098956831
15,0,0.38209257479393793
8,0,0.37725902565149466
3,0,0.3738064905497495
2,0,0.37311598352940045
5,0,0.3751875045904476
34,0,0.39521220818056957
34,0,0.39521220818056957
55,0,0.40971285560789933
64,0,0.4159274187910406
78,0,0.4255945170759271
65,0,0.4166179258113897
99,0,0.44009516450325686
120,0,0.4545958119305866
107,0,0.44561922066604914
91,0,0.4345711083404646
68,0,0.41868944687243675
58,0,0.4117843766689464
43,0,0.4014267713637109
36,0,0.39659322222126764
32,0,0.3938311941398715
33,0,0.39452170116022056
33,0,0.39452170116022056
29,0,0.3917596730788244
11,0,0.3793305467125418
8,0,0.37725902565149466
1,0,0.37242547650905145
3,0,0.3738064905497495
3,0,0.3738064905497495
12,0,0.3800210537328908
38,0,0.3979742362619657
64,0,0.4159274187910406
59,0,0.41247488368929547
97,0,0.4387141504625588
84,0,0.42973755919802137
122,0,0.4559768259712847
109,0,0.4470002347067472
123,0,0.4566673329916337
77,0,0.4249040100555781
65,0,0.4166179258113897
55,0,0.40971285560789933
33,0,0.39452170116022056
28,0,0.39106916605847536
21,0,0.38623561691603214
21,0,0.38623561691603214
7,0,0.37656851863114565
7,0,0.37656851863114565
1,0,0.37242547650905145
2,0,0.37311598352940045
2,0,0.37311598352940045
8,0,0.37725902565149466
37,0,0.3972837292416167
72,0,0.4214514749538329
185,0,0.49947876825327386
112,0,0.44907175576779435
69,0,0.4193799538927858
48,0,0.40487930646545606
68,0,0.41868944687243675
54,0,0.40902234858755027
86,0,0.4311185732387194
44,0,0.4021172783840599
86,0,0.4311185732387194
161,0,0.482906599764897
156,0,0.4794540646631519
111,0,0.4483812487474453
78,0,0.4255945170759271
56,0,0.41040336262824834
34,0,0.39521220818056957
17,0,0.383473588834636
8,0,0.37725902565149466
3,0,0.3738064905497495
2,0,0.37311598352940045
2,0,0.37311598352940045
3,0,0.3738064905497495
22,0,0.38692612393638115
52,0,0.4076413345468522
135,0,0.4649534172358221
116,0,0.4518337838491905
47,0,0.40418879944510705
51,0,0.4069508275265032
55,0,0.40971285560789933
52,0,0.4076413345468522
54,0,0.40902234858755027
52,0,0.4076413345468522
64,0,0.4159274187910406
176,0,0.4932642050701326
168,0,0.4877401489073403
108,0,0.4463097276863982
74,0,0.42283248899453096
64,0,0.4159274187910406
36,0,0.39659322222126764
16,0,0.38278308181428694
2,0,0.37311598352940045
3,0,0.3738064905497495
4,0,0.3744969975700985
1,0,0.37242547650905145
1,0,0.37242547650905145
3,0,0.3738064905497495
18,0,0.384164095854985
49,0,0.4055698134858051
155,0,0.4787635576428029
123,0,0.4566673329916337
61,0,0.41385589772999354
52,0,0.4076413345468522
64,0,0.4159274187910406
75,0,0.42352299601488
63,0,0.4152369117706916
76,0,0.4242135030352291
103,0,0.442857192584653
190,0,0.5029313033550191
182,0,0.4974072471922268
91,0,0.4345711083404646
75,0,0.42352299601488
63,0,0.4152369117706916
40,0,0.3993552503026638
32,0,0.3938311941398715
12,0,0.3800210537328908
5,0,0.3751875045904476
2,0,0.37311598352940045
1,0,0.37242547650905145
2,0,0.37311598352940045
39,0,0.39866474328231477
87,0,0.43180908025906845
188,0,0.501550289314321
133,0,0.46357240319512405
52,0,0.4076413345468522
64,0,0.4159274187910406
69,0,0.4193799538927858
51,0,0.4069508275265032
47,0,0.40418879944510705
60,0,0.4131653907096445
78,0,0.4255945170759271
175,0,0.49257369804978357
147,0,0.47323950148001054
96,0,0.4380236434422098
109,0,0.4470002347067472
54,0,0.40902234858755027
41,0,0.40004575732301284
38,0,0.3979742362619657
13,0,0.38071156075323986
7,0,0.37656851863114565
1,0,0.37242547650905145
1,0,0.37242547650905145
7,0,0.37656851863114565
28,0,0.39106916605847536
87,0,0.43180908025906845
220,0,0.5236465139654901
127,0,0.45942936107302984
51,0,0.4069508275265032
64,0,0.4159274187910406
86,0,0.4311185732387194
82,0,0.42835654515732324
91,0,0.4345711083404646
90,0,0.4338806013201155
99,0,0.44009516450325686
205,0,0.5132889086602546
155,0,0.4787635576428029
103,0,0.442857192584653
71,0,0.4207609679334839
43,0,0.4014267713637109
46,0,0.403498292424758
31,0,0.3931406871195225
39,0,0.39866474328231477
18,0,0.384164095854985
17,0,0.383473588834636
11,0,0.3793305467125418
8,0,0.37725902565149466
9,0,0.3779495326718437
4,0,0.3744969975700985
4,0,0.3744969975700985
10,0,0.37864003969219273
20,0,0.3855451098956831
34,0,0.39521220818056957
47,0,0.40418879944510705
52,0,0.4076413345468522
72,0,0.4214514749538329
55,0,0.40971285560789933
60,0,0.4131653907096445
71,0,0.4207609679334839
78,0,0.4255945170759271
83,0,0.4290470521776723
84,0,0.42973755919802137
69,0,0.4193799538927858
56,0,0.41040336262824834
45,0,0.402807785404409
59,0,0.41247488368929547
39,0,0.39866474328231477
44,0,0.4021172783840599
20,0,0.3855451098956831
13,0,0.38071156075323986
2,0,0.37311598352940045
1,0,0.37242547650905145
1,0,0.37242547650905145
8,0,0.37725902565149466
23,0,0.3876166309567302
45,0,0.402807785404409
89,0,0.4331900942997665
117,0,0.4525242908695395
174,0,0.4918831910294345
182,0,0.4974072471922268
161,0,0.482906599764897
182,0,0.4974072471922268
157,0,0.4801445716835009
121,0,0.45528631895093563
78,0,0.4255945170759271
21,0,0.38623561691603214
26,0,0.3896881520177773
27,0,0.39037865903812635
62,0,0.41454640475034255
30,0,0.39245018009917343
15,0,0.38209257479393793
5,0,0.3751875045904476
3,0,0.3738064905497495
1,0,0.37242547650905145
2,0,0.37311598352940045
10,0,0.37864003969219273
30,0,0.39245018009917343
95,0,0.4373331364218607
230,0,0.5305515841689805
118,0,0.45321479788988855
55,0,0.40971285560789933
47,0,0.40418879944510705
66,0,0.4173084328317387
64,0,0.4159274187910406
60,0,0.4131653907096445
50,0,0.4062603205061541
114,0,0.4504527698084924
216,0,0.520884485884094
175,0,0.49257369804978357
128,0,0.4601198680933789
88,0,0.4324995872794175
78,0,0.4255945170759271
37,0,0.3972837292416167
25,0,0.3889976449974283
10,0,0.37864003969219273
4,0,0.3744969975700985
2,0,0.37311598352940045
1,0,0.37242547650905145
3,0,0.3738064905497495
2,0,0.37311598352940045
39,0,0.39866474328231477
100,0,0.4407856715236059
243,0,0.5395281754335179
135,0,0.4649534172358221
48,0,0.40487930646545606
50,0,0.4062603205061541
65,0,0.4166179258113897
50,0,0.4062603205061541
64,0,0.4159274187910406
51,0,0.4069508275265032
83,0,0.4290470521776723
176,0,0.4932642050701326
152,0,0.47669203658175574
101,0,0.44147617854395493
56,0,0.41040336262824834
54,0,0.40902234858755027
29,0,0.3917596730788244
12,0,0.3800210537328908
17,0,0.383473588834636
7,0,0.37656851863114565
3,0,0.3738064905497495
2,0,0.37311598352940045
7,0,0.37656851863114565
43,0,0.4014267713637109
99,0,0.44009516450325686
199,0,0.5091458665381604
123,0,0.4566673329916337
59,0,0.41247488368929547
41,0,0.40004575732301284
61,0,0.41385589772999354
69,0,0.4193799538927858
58,0,0.4117843766689464
64,0,0.4159274187910406
79,0,0.42628502409627617
166,0,0.48635913486664223
170,0,0.48912116294803837
88,0,0.4324995872794175
84,0,0.42973755919802137
83,0,0.4290470521776723
46,0,0.403498292424758
37,0,0.3972837292416167
16,0,0.38278308181428694
7,0,0.37656851863114565
3,0,0.3738064905497495
1,0,0.37242547650905145
6,0,0.3758780116107966
26,0,0.3896881520177773
99,0,0.44009516450325686
178,0,0.49464521911083065
122,0,0.4559768259712847
35,0,0.39590271520091863
45,0,0.402807785404409
69,0,0.4193799538927858
62,0,0.41454640475034255
48,0,0.40487930646545606
50,0,0.4062603205061541
80,0,0.42697553111662523
165,0,0.48566862784629317
160,0,0.482216092744548
112,0,0.44907175576779435
97,0,0.4387141504625588
72,0,0.4214514749538329
51,0,0.4069508275265032
34,0,0.39521220818056957
14,0,0.38140206777358887
7,0,0.37656851863114565
3,0,0.3738064905497495
4,0,0.3744969975700985
24,0,0.3883071379770792
74,0,0.42283248899453096
216,0,0.520884485884094
140,0,0.4684059523375673
44,0,0.4021172783840599
64,0,0.4159274187910406
71,0,0.4207609679334839
110,0,0.4476907417270963
84,0,0.42973755919802137
74,0,0.42283248899453096
125,0,0.45804834703233177
211,0,0.5174319507823488
174,0,0.4918831910294345
101,0,0.44147617854395493
63,0,0.4152369117706916
47,0,0.40418879944510705
43,0,0.4014267713637109
53,0,0.40833184156720126
30,0,0.39245018009917343
24,0,0.3883071379770792
15,0,0.38209257479393793
10,0,0.37864003969219273
4,0,0.3744969975700985
1,0,0.37242547650905145
2,0,0.37311598352940045
11,0,0.3793305467125418
30,0,0.39245018009917343
43,0,0.4014267713637109
84,0,0.42973755919802137
114,0,0.4504527698084924
120,0,0.4545958119305866
135,0,0.4649534172358221
120,0,0.4545958119305866
174,0,0.4918831910294345
145,0,0.47185848743931247
137,0,0.4663344312765202
64,0,0.4159274187910406
41,0,0.40004575732301284
40,0,0.3993552503026638
51,0,0.4069508275265032
45,0,0.402807785404409
32,0,0.3938311941398715
39,0,0.39866474328231477
24,0,0.3883071379770792
20,0,0.3855451098956831
12,0,0.3800210537328908
2,0,0.37311598352940045
5,0,0.3751875045904476
3,0,0.3738064905497495
12,0,0.3800210537328908
47,0,0.40418879944510705
105,0,0.4442382066253511
112,0,0.44907175576779435
152,0,0.47669203658175574
154,0,0.4780730506224538
161,0,0.482906599764897
162,0,0.4835971067852461
134,0,0.4642629102154731
125,0,0.45804834703233177
95,0,0.4373331364218607
61,0,0.41385589772999354
47,0,0.40418879944510705
51,0,0.4069508275265032
36,0,0.39659322222126764
30,0,0.39245018009917343
11,0,0.3793305467125418
7,0,0.37656851863114565
2,0,0.37311598352940045
2,0,0.37311598352940045
2,0,0.37311598352940045
3,0,0.3738064905497495
26,0,0.3896881520177773
98,0,0.4394046574829078
256,0,0.5485047666980554
130,0,0.461500882134077
55,0,0.40971285560789933
53,0,0.40833184156720126
126,0,0.45873885405268083
120,0,0.4545958119305866
90,0,0.4338806013201155
90,0,0.4338806013201155
118,0,0.45321479788988855
243,0,0.5395281754335179
205,0,0.5132889086602546
98,0,0.4394046574829078
70,0,0.4200704609131348
43,0,0.4014267713637109
45,0,0.402807785404409
20,0,0.3855451098956831
19,0,0.3848546028753341
5,0,0.3751875045904476
3,0,0.3738064905497495
1,0,0.37242547650905145
4,0,0.3744969975700985
30,0,0.39245018009917343
105,0,0.4442382066253511
223,0,0.5257180350265372
110,0,0.4476907417270963
52,0,0.4076413345468522
57,0,0.4110938696485974
71,0,0.4207609679334839
82,0,0.42835654515732324
79,0,0.42628502409627617
85,0,0.4304280662183704
98,0,0.4394046574829078
206,0,0.5139794156806037
212,0,0.5181224578026978
145,0,0.47185848743931247
101,0,0.44147617854395493
66,0,0.4173084328317387
41,0,0.40004575732301284
20,0,0.3855451098956831
15,0,0.38209257479393793
9,0,0.3779495326718437
1,0,0.37242547650905145
1,0,0.37242547650905145
5,0,0.3751875045904476
33,0,0.39452170116022056
108,0,0.4463097276863982
230,0,0.5305515841689805
124,0,0.45735784001198276
69,0,0.4193799538927858
66,0,0.4173084328317387
86,0,0.4311185732387194
93,0,0.43595212238116265
82,0,0.42835654515732324
117,0,0.4525242908695395
122,0,0.4559768259712847
255,0,0.5478142596777064
222,0,0.5250275280061882
161,0,0.482906599764897
118,0,0.45321479788988855
92,0,0.43526161536081365
73,0,0.42214198197418196
33,0,0.39452170116022056
17,0,0.383473588834636
6,0,0.3758780116107966
6,0,0.3758780116107966
4,0,0.3744969975700985
4,0,0.3744969975700985
12,0,0.3800210537328908
47,0,0.40418879944510705
126,0,0.45873885405268083
285,0,0.5685294702881774
179,0,0.4953357261311797
88,0,0.4324995872794175
90,0,0.4338806013201155
101,0,0.44147617854395493
123,0,0.4566673329916337
81,0,0.42766603813697424
106,0,0.4449287136457001
146,0,0.47254899445966153
