weekday,cnt,Predicted Y
4,4,191.88675981526765
4,3,191.88675981526765
4,28,191.88675981526765
4,72,191.88675981526765
4,202,191.88675981526765
4,139,191.88675981526765
4,38,191.88675981526765
4,37,191.88675981526765
4,52,191.88675981526765
4,83,191.88675981526765
4,42,191.88675981526765
4,60,191.88675981526765
4,78,191.88675981526765
4,162,191.88675981526765
4,144,191.88675981526765
4,99,191.88675981526765
4,64,191.88675981526765
4,40,191.88675981526765
4,30,191.88675981526765
4,15,191.88675981526765
5,14,194.31939041472108
5,5,194.31939041472108
5,1,194.31939041472108
5,1,194.31939041472108
5,8,194.31939041472108
5,17,194.31939041472108
5,70,194.31939041472108
5,158,194.31939041472108
5,117,194.31939041472108
5,44,194.31939041472108
5,53,194.31939041472108
5,61,194.31939041472108
5,77,194.31939041472108
5,64,194.31939041472108
5,68,194.31939041472108
5,90,194.31939041472108
5,159,194.31939041472108
5,139,194.31939041472108
5,92,194.31939041472108
5,68,194.31939041472108
5,52,194.31939041472108
5,36,194.31939041472108
5,27,194.31939041472108
6,28,196.75202101417455
6,20,196.75202101417455
6,12,196.75202101417455
6,8,196.75202101417455
6,5,196.75202101417455
6,1,196.75202101417455
6,3,196.75202101417455
6,10,196.75202101417455
6,23,196.75202101417455
6,33,196.75202101417455
6,59,196.75202101417455
6,72,196.75202101417455
6,89,196.75202101417455
6,101,196.75202101417455
6,118,196.75202101417455
6,129,196.75202101417455
6,128,196.75202101417455
6,83,196.75202101417455
6,84,196.75202101417455
6,74,196.75202101417455
6,41,196.75202101417455
6,57,196.75202101417455
6,26,196.75202101417455
6,44,196.75202101417455
0,39,182.1562374174539
0,23,182.1562374174539
0,16,182.1562374174539
0,15,182.1562374174539
0,1,182.1562374174539
0,2,182.1562374174539
0,1,182.1562374174539
0,3,182.1562374174539
0,18,182.1562374174539
0,32,182.1562374174539
0,79,182.1562374174539
0,93,182.1562374174539
0,104,182.1562374174539
0,118,182.1562374174539
0,91,182.1562374174539
0,113,182.1562374174539
0,99,182.1562374174539
0,105,182.1562374174539
0,67,182.1562374174539
0,61,182.1562374174539
0,57,182.1562374174539
0,28,182.1562374174539
0,21,182.1562374174539
0,18,182.1562374174539
1,17,184.58886801690733
1,16,184.58886801690733
1,8,184.58886801690733
1,2,184.58886801690733
1,3,184.58886801690733
1,1,184.58886801690733
1,5,184.58886801690733
1,13,184.58886801690733
1,33,184.58886801690733
1,47,184.58886801690733
1,57,184.58886801690733
1,64,184.58886801690733
1,80,184.58886801690733
1,93,184.58886801690733
1,86,184.58886801690733
1,93,184.58886801690733
1,82,184.58886801690733
1,71,184.58886801690733
1,92,184.58886801690733
1,60,184.58886801690733
1,33,184.58886801690733
1,27,184.58886801690733
1,13,184.58886801690733
1,4,184.58886801690733
2,3,187.02149861636076
2,22,187.02149861636076
2,28,187.02149861636076
2,35,187.02149861636076
2,61,187.02149861636076
2,125,187.02149861636076
2,133,187.02149861636076
2,99,187.02149861636076
2,83,187.02149861636076
2,41,187.02149861636076
2,33,187.02149861636076
2,20,187.02149861636076
3,3,189.45412921581422
3,7,189.45412921581422
3,3,189.45412921581422
3,2,189.45412921581422
3,7,189.45412921581422
3,32,189.45412921581422
3,90,189.45412921581422
3,197,189.45412921581422
3,109,189.45412921581422
3,47,189.45412921581422
3,52,189.45412921581422
3,70,189.45412921581422
3,78,189.45412921581422
3,75,189.45412921581422
3,82,189.45412921581422
3,104,189.45412921581422
3,197,189.45412921581422
3,161,189.45412921581422
3,112,189.45412921581422
3,76,189.45412921581422
3,59,189.45412921581422
3,59,189.45412921581422
3,28,189.45412921581422
4,13,191.88675981526765
4,5,191.88675981526765
4,2,191.88675981526765
4,1,191.88675981526765
4,1,191.88675981526765
4,6,191.88675981526765
4,35,191.88675981526765
4,101,191.88675981526765
4,249,191.88675981526765
4,143,191.88675981526765
4,57,191.88675981526765
4,68,191.88675981526765
4,84,191.88675981526765
4,98,191.88675981526765
4,81,191.88675981526765
4,70,191.88675981526765
4,91,191.88675981526765
4,215,191.88675981526765
4,185,191.88675981526765
4,152,191.88675981526765
4,126,191.88675981526765
4,57,191.88675981526765
4,56,191.88675981526765
4,31,191.88675981526765
5,21,194.31939041472108
5,6,194.31939041472108
5,2,194.31939041472108
5,1,194.31939041472108
5,1,194.31939041472108
5,5,194.31939041472108
5,27,194.31939041472108
5,68,194.31939041472108
5,217,194.31939041472108
5,166,194.31939041472108
5,63,194.31939041472108
5,59,194.31939041472108
5,78,194.31939041472108
5,73,194.31939041472108
5,62,194.31939041472108
5,65,194.31939041472108
5,97,194.31939041472108
5,161,194.31939041472108
5,120,194.31939041472108
5,96,194.31939041472108
5,53,194.31939041472108
5,41,194.31939041472108
5,34,194.31939041472108
5,27,194.31939041472108
6,13,196.75202101417455
6,12,196.75202101417455
6,11,196.75202101417455
6,7,196.75202101417455
6,3,196.75202101417455
6,2,196.75202101417455
6,8,196.75202101417455
6,27,196.75202101417455
6,40,196.75202101417455
6,53,196.75202101417455
6,63,196.75202101417455
6,70,196.75202101417455
6,84,196.75202101417455
6,75,196.75202101417455
6,103,196.75202101417455
6,83,196.75202101417455
6,67,196.75202101417455
6,54,196.75202101417455
6,59,196.75202101417455
6,45,196.75202101417455
6,39,196.75202101417455
6,30,196.75202101417455
6,33,196.75202101417455
0,22,182.1562374174539
0,13,182.1562374174539
0,18,182.1562374174539
0,5,182.1562374174539
0,3,182.1562374174539
0,1,182.1562374174539
0,2,182.1562374174539
0,19,182.1562374174539
0,28,182.1562374174539
0,58,182.1562374174539
0,99,182.1562374174539
0,116,182.1562374174539
0,87,182.1562374174539
0,110,182.1562374174539
0,77,182.1562374174539
0,65,182.1562374174539
0,55,182.1562374174539
0,49,182.1562374174539
0,50,182.1562374174539
0,35,182.1562374174539
0,25,182.1562374174539
0,28,182.1562374174539
0,21,182.1562374174539
1,7,184.58886801690733
1,1,184.58886801690733
1,1,184.58886801690733
1,1,184.58886801690733
1,5,184.58886801690733
1,15,184.58886801690733
1,84,184.58886801690733
1,177,184.58886801690733
1,102,184.58886801690733
1,40,184.58886801690733
1,46,184.58886801690733
1,63,184.58886801690733
1,60,184.58886801690733
1,45,184.58886801690733
1,57,184.58886801690733
1,70,184.58886801690733
1,184,184.58886801690733
1,153,184.58886801690733
1,106,184.58886801690733
1,81,184.58886801690733
1,59,184.58886801690733
1,35,184.58886801690733
1,24,184.58886801690733
2,9,187.02149861636076
2,5,187.02149861636076
2,2,187.02149861636076
2,1,187.02149861636076
2,9,187.02149861636076
2,36,187.02149861636076
2,108,187.02149861636076
2,238,187.02149861636076
2,144,187.02149861636076
2,55,187.02149861636076
2,61,187.02149861636076
2,106,187.02149861636076
2,93,187.02149861636076
2,68,187.02149861636076
2,84,187.02149861636076
2,116,187.02149861636076
2,222,187.02149861636076
2,225,187.02149861636076
2,146,187.02149861636076
2,119,187.02149861636076
2,45,187.02149861636076
2,53,187.02149861636076
2,40,187.02149861636076
3,17,189.45412921581422
3,5,189.45412921581422
3,10,189.45412921581422
3,1,189.45412921581422
3,8,189.45412921581422
3,30,189.45412921581422
3,72,189.45412921581422
3,58,189.45412921581422
3,28,189.45412921581422
3,41,189.45412921581422
3,48,189.45412921581422
3,47,189.45412921581422
3,36,189.45412921581422
3,43,189.45412921581422
3,36,189.45412921581422
3,26,189.45412921581422
4,24,191.88675981526765
4,84,191.88675981526765
4,104,191.88675981526765
4,79,191.88675981526765
4,59,191.88675981526765
4,38,191.88675981526765
4,27,191.88675981526765
4,16,191.88675981526765
5,9,194.31939041472108
5,3,194.31939041472108
5,2,194.31939041472108
5,1,194.31939041472108
5,4,194.31939041472108
5,16,194.31939041472108
5,60,194.31939041472108
5,157,194.31939041472108
5,101,194.31939041472108
5,49,194.31939041472108
5,30,194.31939041472108
5,29,194.31939041472108
5,31,194.31939041472108
5,38,194.31939041472108
5,41,194.31939041472108
5,80,194.31939041472108
5,149,194.31939041472108
5,109,194.31939041472108
5,89,194.31939041472108
5,62,194.31939041472108
5,58,194.31939041472108
5,26,194.31939041472108
5,23,194.31939041472108
6,28,196.75202101417455
6,20,196.75202101417455
6,15,196.75202101417455
6,8,196.75202101417455
6,3,196.75202101417455
6,2,196.75202101417455
6,5,196.75202101417455
6,34,196.75202101417455
6,34,196.75202101417455
6,55,196.75202101417455
6,64,196.75202101417455
6,78,196.75202101417455
6,65,196.75202101417455
6,99,196.75202101417455
6,120,196.75202101417455
6,107,196.75202101417455
6,91,196.75202101417455
6,68,196.75202101417455
6,58,196.75202101417455
6,43,196.75202101417455
6,36,196.75202101417455
6,32,196.75202101417455
6,33,196.75202101417455
0,33,182.1562374174539
0,29,182.1562374174539
0,11,182.1562374174539
0,8,182.1562374174539
0,1,182.1562374174539
0,3,182.1562374174539
0,3,182.1562374174539
0,12,182.1562374174539
0,38,182.1562374174539
0,64,182.1562374174539
0,59,182.1562374174539
0,97,182.1562374174539
0,84,182.1562374174539
0,122,182.1562374174539
0,109,182.1562374174539
0,123,182.1562374174539
0,77,182.1562374174539
0,65,182.1562374174539
0,55,182.1562374174539
0,33,182.1562374174539
0,28,182.1562374174539
0,21,182.1562374174539
0,21,182.1562374174539
1,7,184.58886801690733
1,7,184.58886801690733
1,1,184.58886801690733
1,2,184.58886801690733
1,2,184.58886801690733
1,8,184.58886801690733
1,37,184.58886801690733
1,72,184.58886801690733
1,185,184.58886801690733
1,112,184.58886801690733
1,69,184.58886801690733
1,48,184.58886801690733
1,68,184.58886801690733
1,54,184.58886801690733
1,86,184.58886801690733
1,44,184.58886801690733
1,86,184.58886801690733
1,161,184.58886801690733
1,156,184.58886801690733
1,111,184.58886801690733
1,78,184.58886801690733
1,56,184.58886801690733
1,34,184.58886801690733
1,17,184.58886801690733
2,8,187.02149861636076
2,3,187.02149861636076
2,2,187.02149861636076
2,2,187.02149861636076
2,3,187.02149861636076
2,22,187.02149861636076
2,52,187.02149861636076
2,135,187.02149861636076
2,116,187.02149861636076
2,47,187.02149861636076
2,51,187.02149861636076
2,55,187.02149861636076
2,52,187.02149861636076
2,54,187.02149861636076
2,52,187.02149861636076
2,64,187.02149861636076
2,176,187.02149861636076
2,168,187.02149861636076
2,108,187.02149861636076
2,74,187.02149861636076
2,64,187.02149861636076
2,36,187.02149861636076
2,16,187.02149861636076
3,2,189.45412921581422
3,3,189.45412921581422
3,4,189.45412921581422
3,1,189.45412921581422
3,1,189.45412921581422
3,3,189.45412921581422
3,18,189.45412921581422
3,49,189.45412921581422
3,155,189.45412921581422
3,123,189.45412921581422
3,61,189.45412921581422
3,52,189.45412921581422
3,64,189.45412921581422
3,75,189.45412921581422
3,63,189.45412921581422
3,76,189.45412921581422
3,103,189.45412921581422
3,190,189.45412921581422
3,182,189.45412921581422
3,91,189.45412921581422
3,75,189.45412921581422
3,63,189.45412921581422
3,40,189.45412921581422
3,32,189.45412921581422
4,12,191.88675981526765
4,5,191.88675981526765
4,2,191.88675981526765
4,1,191.88675981526765
4,2,191.88675981526765
4,39,191.88675981526765
4,87,191.88675981526765
4,188,191.88675981526765
4,133,191.88675981526765
4,52,191.88675981526765
4,64,191.88675981526765
4,69,191.88675981526765
4,51,191.88675981526765
4,47,191.88675981526765
4,60,191.88675981526765
4,78,191.88675981526765
4,175,191.88675981526765
4,147,191.88675981526765
4,96,191.88675981526765
4,109,191.88675981526765
4,54,191.88675981526765
4,41,191.88675981526765
4,38,191.88675981526765
5,13,194.31939041472108
5,7,194.31939041472108
5,1,194.31939041472108
5,1,194.31939041472108
5,7,194.31939041472108
5,28,194.31939041472108
5,87,194.31939041472108
5,220,194.31939041472108
5,127,194.31939041472108
5,51,194.31939041472108
5,64,194.31939041472108
5,86,194.31939041472108
5,82,194.31939041472108
5,91,194.31939041472108
5,90,194.31939041472108
5,99,194.31939041472108
5,205,194.31939041472108
5,155,194.31939041472108
5,103,194.31939041472108
5,71,194.31939041472108
5,43,194.31939041472108
5,46,194.31939041472108
5,31,194.31939041472108
6,39,196.75202101417455
6,18,196.75202101417455
6,17,196.75202101417455
6,11,196.75202101417455
6,8,196.75202101417455
6,9,196.75202101417455
6,4,196.75202101417455
6,4,196.75202101417455
6,10,196.75202101417455
6,20,196.75202101417455
6,34,196.75202101417455
6,47,196.75202101417455
6,52,196.75202101417455
6,72,196.75202101417455
6,55,196.75202101417455
6,60,196.75202101417455
6,71,196.75202101417455
6,78,196.75202101417455
6,83,196.75202101417455
6,84,196.75202101417455
6,69,196.75202101417455
6,56,196.75202101417455
6,45,196.75202101417455
6,59,196.75202101417455
0,39,182.1562374174539
0,44,182.1562374174539
0,20,182.1562374174539
0,13,182.1562374174539
0,2,182.1562374174539
0,1,182.1562374174539
0,1,182.1562374174539
0,8,182.1562374174539
0,23,182.1562374174539
0,45,182.1562374174539
0,89,182.1562374174539
0,117,182.1562374174539
0,174,182.1562374174539
0,182,182.1562374174539
0,161,182.1562374174539
0,182,182.1562374174539
0,157,182.1562374174539
0,121,182.1562374174539
0,78,182.1562374174539
0,21,182.1562374174539
0,26,182.1562374174539
0,27,182.1562374174539
0,62,182.1562374174539
0,30,182.1562374174539
1,15,184.58886801690733
1,5,184.58886801690733
1,3,184.58886801690733
1,1,184.58886801690733
1,2,184.58886801690733
1,10,184.58886801690733
1,30,184.58886801690733
1,95,184.58886801690733
1,230,184.58886801690733
1,118,184.58886801690733
1,55,184.58886801690733
1,47,184.58886801690733
1,66,184.58886801690733
1,64,184.58886801690733
1,60,184.58886801690733
1,50,184.58886801690733
1,114,184.58886801690733
1,216,184.58886801690733
1,175,184.58886801690733
1,128,184.58886801690733
1,88,184.58886801690733
1,78,184.58886801690733
1,37,184.58886801690733
1,25,184.58886801690733
2,10,187.02149861636076
2,4,187.02149861636076
2,2,187.02149861636076
2,1,187.02149861636076
2,3,187.02149861636076
2,2,187.02149861636076
2,39,187.02149861636076
2,100,187.02149861636076
2,243,187.02149861636076
2,135,187.02149861636076
2,48,187.02149861636076
2,50,187.02149861636076
2,65,187.02149861636076
2,50,187.02149861636076
2,64,187.02149861636076
2,51,187.02149861636076
2,83,187.02149861636076
2,176,187.02149861636076
2,152,187.02149861636076
2,101,187.02149861636076
2,56,187.02149861636076
2,54,187.02149861636076
2,29,187.02149861636076
2,12,187.02149861636076
3,17,189.45412921581422
3,7,189.45412921581422
3,3,189.45412921581422
3,2,189.45412921581422
3,7,189.45412921581422
3,43,189.45412921581422
3,99,189.45412921581422
3,199,189.45412921581422
3,123,189.45412921581422
3,59,189.45412921581422
3,41,189.45412921581422
3,61,189.45412921581422
3,69,189.45412921581422
3,58,189.45412921581422
3,64,189.45412921581422
3,79,189.45412921581422
3,166,189.45412921581422
3,170,189.45412921581422
3,88,189.45412921581422
3,84,189.45412921581422
3,83,189.45412921581422
3,46,189.45412921581422
3,37,189.45412921581422
4,16,191.88675981526765
4,7,191.88675981526765
4,3,191.88675981526765
4,1,191.88675981526765
4,6,191.88675981526765
4,26,191.88675981526765
4,99,191.88675981526765
4,178,191.88675981526765
4,122,191.88675981526765
4,35,191.88675981526765
4,45,191.88675981526765
4,69,191.88675981526765
4,62,191.88675981526765
4,48,191.88675981526765
4,50,191.88675981526765
4,80,191.88675981526765
4,165,191.88675981526765
4,160,191.88675981526765
4,112,191.88675981526765
4,97,191.88675981526765
4,72,191.88675981526765
4,51,191.88675981526765
4,34,191.88675981526765
5,14,194.31939041472108
5,7,194.31939041472108
5,3,194.31939041472108
5,4,194.31939041472108
5,24,194.31939041472108
5,74,194.31939041472108
5,216,194.31939041472108
5,140,194.31939041472108
5,44,194.31939041472108
5,64,194.31939041472108
5,71,194.31939041472108
5,110,194.31939041472108
5,84,194.31939041472108
5,74,194.31939041472108
5,125,194.31939041472108
5,211,194.31939041472108
5,174,194.31939041472108
5,101,194.31939041472108
5,63,194.31939041472108
5,47,194.31939041472108
5,43,194.31939041472108
5,53,194.31939041472108
6,30,196.75202101417455
6,24,196.75202101417455
6,15,196.75202101417455
6,10,196.75202101417455
6,4,196.75202101417455
6,1,196.75202101417455
6,2,196.75202101417455
6,11,196.75202101417455
6,30,196.75202101417455
6,43,196.75202101417455
6,84,196.75202101417455
6,114,196.75202101417455
6,120,196.75202101417455
6,135,196.75202101417455
6,120,196.75202101417455
6,174,196.75202101417455
6,145,196.75202101417455
6,137,196.75202101417455
6,64,196.75202101417455
6,41,196.75202101417455
6,40,196.75202101417455
6,51,196.75202101417455
6,45,196.75202101417455
6,32,196.75202101417455
0,39,182.1562374174539
0,24,182.1562374174539
0,20,182.1562374174539
0,12,182.1562374174539
0,2,182.1562374174539
0,5,182.1562374174539
0,3,182.1562374174539
0,12,182.1562374174539
0,47,182.1562374174539
0,105,182.1562374174539
0,112,182.1562374174539
0,152,182.1562374174539
0,154,182.1562374174539
0,161,182.1562374174539
0,162,182.1562374174539
0,134,182.1562374174539
0,125,182.1562374174539
0,95,182.1562374174539
0,61,182.1562374174539
0,47,182.1562374174539
0,51,182.1562374174539
0,36,182.1562374174539
0,30,182.1562374174539
1,11,184.58886801690733
1,7,184.58886801690733
1,2,184.58886801690733
1,2,184.58886801690733
1,2,184.58886801690733
1,3,184.58886801690733
1,26,184.58886801690733
1,98,184.58886801690733
1,256,184.58886801690733
1,130,184.58886801690733
1,55,184.58886801690733
1,53,184.58886801690733
1,126,184.58886801690733
1,120,184.58886801690733
1,90,184.58886801690733
1,90,184.58886801690733
1,118,184.58886801690733
1,243,184.58886801690733
1,205,184.58886801690733
1,98,184.58886801690733
1,70,184.58886801690733
1,43,184.58886801690733
1,45,184.58886801690733
1,20,184.58886801690733
2,19,187.02149861636076
2,5,187.02149861636076
2,3,187.02149861636076
2,1,187.02149861636076
2,4,187.02149861636076
2,30,187.02149861636076
2,105,187.02149861636076
2,223,187.02149861636076
2,110,187.02149861636076
2,52,187.02149861636076
2,57,187.02149861636076
2,71,187.02149861636076
2,82,187.02149861636076
2,79,187.02149861636076
2,85,187.02149861636076
2,98,187.02149861636076
2,206,187.02149861636076
2,212,187.02149861636076
2,145,187.02149861636076
2,101,187.02149861636076
2,66,187.02149861636076
2,41,187.02149861636076
2,20,187.02149861636076
3,15,189.45412921581422
3,9,189.45412921581422
3,1,189.45412921581422
3,1,189.45412921581422
3,5,189.45412921581422
3,33,189.45412921581422
3,108,189.45412921581422
3,230,189.45412921581422
3,124,189.45412921581422
3,69,189.45412921581422
3,66,189.45412921581422
3,86,189.45412921581422
3,93,189.45412921581422
3,82,189.45412921581422
3,117,189.45412921581422
3,122,189.45412921581422
3,255,189.45412921581422
3,222,189.45412921581422
3,161,189.45412921581422
3,118,189.45412921581422
3,92,189.45412921581422
3,73,189.45412921581422
3,33,189.45412921581422
4,17,191.88675981526765
4,6,191.88675981526765
4,6,191.88675981526765
4,4,191.88675981526765
4,4,191.88675981526765
4,12,191.88675981526765
4,47,191.88675981526765
4,126,191.88675981526765
4,285,191.88675981526765
4,179,191.88675981526765
4,88,191.88675981526765
4,90,191.88675981526765
4,101,191.88675981526765
4,123,191.88675981526765
4,81,191.88675981526765
4,106,191.88675981526765
4,146,191.88675981526765
4,274,191.88675981526765
4,222,191.88675981526765
4,175,191.88675981526765
4,139,191.88675981526765
4,124,191.88675981526765
4,76,191.88675981526765
4,44,191.88675981526765
5,32,194.31939041472108
5,8,194.31939041472108
5,7,194.31939041472108
5,8,194.31939041472108
5,1,194.31939041472108
5,7,194.31939041472108
5,50,194.31939041472108
5,116,194.31939041472108
5,272,194.31939041472108
5,169,194.31939041472108
5,95,194.31939041472108
5,113,194.31939041472108
5,185,194.31939041472108
5,176,194.31939041472108
5,191,194.31939041472108
5,172,194.31939041472108
5,232,194.31939041472108
5,327,194.31939041472108
5,224,194.31939041472108
5,162,194.31939041472108
5,124,194.31939041472108
5,72,194.31939041472108
5,107,194.31939041472108
5,77,194.31939041472108
6,29,196.75202101417455
6,31,196.75202101417455
6,17,196.75202101417455
6,7,196.75202101417455
6,3,196.75202101417455
6,3,196.75202101417455
6,6,196.75202101417455
6,22,196.75202101417455
6,45,196.75202101417455
6,55,196.75202101417455
6,106,196.75202101417455
6,123,196.75202101417455
6,119,196.75202101417455
6,155,196.75202101417455
6,196,196.75202101417455
6,171,196.75202101417455
6,120,196.75202101417455
6,127,196.75202101417455
6,88,196.75202101417455
6,59,196.75202101417455
6,47,196.75202101417455
6,33,196.75202101417455
6,44,196.75202101417455
6,29,196.75202101417455
0,17,182.1562374174539
0,16,182.1562374174539
0,17,182.1562374174539
0,18,182.1562374174539
0,1,182.1562374174539
0,2,182.1562374174539
0,2,182.1562374174539
0,24,182.1562374174539
0,55,182.1562374174539
0,104,182.1562374174539
0,161,182.1562374174539
0,182,182.1562374174539
0,198,182.1562374174539
0,212,182.1562374174539
0,168,182.1562374174539
0,147,182.1562374174539
0,146,182.1562374174539
0,101,182.1562374174539
0,42,182.1562374174539
0,42,182.1562374174539
0,56,182.1562374174539
0,47,182.1562374174539
0,54,182.1562374174539
1,37,184.58886801690733
1,13,184.58886801690733
1,4,184.58886801690733
1,5,184.58886801690733
1,1,184.58886801690733
1,3,184.58886801690733
1,8,184.58886801690733
