temp,instant,Predicted Y
0.22,136,7707.220811792651
0.22,137,7707.220811792651
0.2,138,7636.2587384368735
0.2,139,7636.2587384368735
0.2,140,7636.2587384368735
0.2,141,7636.2587384368735
0.2,142,7636.2587384368735
0.22,143,7707.220811792651
0.2,144,7636.2587384368735
0.2,145,7636.2587384368735
0.2,146,7636.2587384368735
0.2,147,7636.2587384368735
0.22,148,7707.220811792651
0.2,149,7636.2587384368735
0.2,150,7636.2587384368735
0.2,151,7636.2587384368735
0.2,152,7636.2587384368735
0.2,153,7636.2587384368735
0.2,154,7636.2587384368735
0.2,155,7636.2587384368735
0.2,156,7636.2587384368735
0.16,157,7494.334591725317
0.18,158,7565.296665081096
0.18,159,7565.296665081096
0.18,160,7565.296665081096
0.18,161,7565.296665081096
0.18,162,7565.296665081096
0.18,163,7565.296665081096
0.18,164,7565.296665081096
0.18,165,7565.296665081096
0.18,166,7565.296665081096
0.16,167,7494.334591725317
0.16,168,7494.334591725317
0.16,169,7494.334591725317
0.16,170,7494.334591725317
0.16,171,7494.334591725317
0.18,172,7565.296665081096
0.2,173,7636.2587384368735
0.2,174,7636.2587384368735
0.2,175,7636.2587384368735
0.2,176,7636.2587384368735
0.2,177,7636.2587384368735
0.18,178,7565.296665081096
0.16,179,7494.334591725317
0.14,180,7423.37251836954
0.14,181,7423.37251836954
0.12,182,7352.410445013761
0.12,183,7352.410445013761
0.12,184,7352.410445013761
0.1,185,7281.448371657983
0.1,186,7281.448371657983
0.1,187,7281.448371657983
0.1,188,7281.448371657983
0.1,189,7281.448371657983
0.08,190,7210.486298302206
0.08,191,7210.486298302206
0.1,192,7281.448371657983
0.08,193,7210.486298302206
0.1,194,7281.448371657983
0.12,195,7352.410445013761
0.14,196,7423.37251836954
0.16,197,7494.334591725317
0.18,198,7565.296665081096
0.2,199,7636.2587384368735
0.22,200,7707.220811792651
0.22,201,7707.220811792651
0.2,202,7636.2587384368735
0.18,203,7565.296665081096
0.16,204,7494.334591725317
0.16,205,7494.334591725317
0.14,206,7423.37251836954
0.14,207,7423.37251836954
0.14,208,7423.37251836954
0.12,209,7352.410445013761
0.12,210,7352.410445013761
0.12,211,7352.410445013761
0.12,212,7352.410445013761
0.12,213,7352.410445013761
0.1,214,7281.448371657983
0.1,215,7281.448371657983
0.12,216,7352.410445013761
0.12,217,7352.410445013761
0.12,218,7352.410445013761
0.14,219,7423.37251836954
0.14,220,7423.37251836954
0.16,221,7494.334591725317
0.2,222,7636.2587384368735
0.2,223,7636.2587384368735
0.2,224,7636.2587384368735
0.2,225,7636.2587384368735
0.2,226,7636.2587384368735
0.2,227,7636.2587384368735
0.2,228,7636.2587384368735
0.16,229,7494.334591725317
0.16,230,7494.334591725317
0.14,231,7423.37251836954
0.14,232,7423.37251836954
0.14,233,7423.37251836954
0.14,234,7423.37251836954
0.14,235,7423.37251836954
0.16,236,7494.334591725317
0.16,237,7494.334591725317
0.16,238,7494.334591725317
0.16,239,7494.334591725317
0.18,240,7565.296665081096
0.18,241,7565.296665081096
0.2,242,7636.2587384368735
0.2,243,7636.2587384368735
0.2,244,7636.2587384368735
0.2,245,7636.2587384368735
0.2,246,7636.2587384368735
0.16,247,7494.334591725317
0.16,248,7494.334591725317
0.16,249,7494.334591725317
0.16,250,7494.334591725317
0.16,251,7494.334591725317
0.16,252,7494.334591725317
0.16,253,7494.334591725317
0.16,254,7494.334591725317
0.16,255,7494.334591725317
0.16,256,7494.334591725317
0.16,257,7494.334591725317
0.14,258,7423.37251836954
0.14,259,7423.37251836954
0.12,260,7352.410445013761
0.14,261,7423.37251836954
0.16,262,7494.334591725317
0.16,263,7494.334591725317
0.18,264,7565.296665081096
0.2,265,7636.2587384368735
0.2,266,7636.2587384368735
0.22,267,7707.220811792651
0.2,268,7636.2587384368735
0.2,269,7636.2587384368735
0.22,270,7707.220811792651
0.2,271,7636.2587384368735
0.2,272,7636.2587384368735
0.18,273,7565.296665081096
0.16,274,7494.334591725317
0.16,275,7494.334591725317
0.16,276,7494.334591725317
0.14,277,7423.37251836954
0.14,278,7423.37251836954
0.14,279,7423.37251836954
0.14,280,7423.37251836954
0.14,281,7423.37251836954
0.14,282,7423.37251836954
0.14,283,7423.37251836954
0.12,284,7352.410445013761
0.12,285,7352.410445013761
0.14,286,7423.37251836954
0.14,287,7423.37251836954
0.16,288,7494.334591725317
0.2,289,7636.2587384368735
0.2,290,7636.2587384368735
0.22,291,7707.220811792651
0.22,292,7707.220811792651
0.24,293,7778.18288514843
0.24,294,7778.18288514843
0.2,295,7636.2587384368735
0.2,296,7636.2587384368735
0.16,297,7494.334591725317
0.16,298,7494.334591725317
0.14,299,7423.37251836954
0.14,300,7423.37251836954
0.12,301,7352.410445013761
0.12,302,7352.410445013761
0.1,303,7281.448371657983
0.1,304,7281.448371657983
0.1,305,7281.448371657983
0.1,306,7281.448371657983
0.1,307,7281.448371657983
0.1,308,7281.448371657983
0.12,309,7352.410445013761
0.14,310,7423.37251836954
0.18,311,7565.296665081096
0.18,312,7565.296665081096
0.2,313,7636.2587384368735
0.22,314,7707.220811792651
0.22,315,7707.220811792651
0.24,316,7778.18288514843
0.22,317,7707.220811792651
0.22,318,7707.220811792651
0.2,319,7636.2587384368735
0.16,320,7494.334591725317
0.18,321,7565.296665081096
0.16,322,7494.334591725317
0.16,323,7494.334591725317
0.18,324,7565.296665081096
0.18,325,7565.296665081096
0.16,326,7494.334591725317
0.16,327,7494.334591725317
0.16,328,7494.334591725317
0.16,329,7494.334591725317
0.16,330,7494.334591725317
0.14,331,7423.37251836954
0.14,332,7423.37251836954
0.14,333,7423.37251836954
0.16,334,7494.334591725317
0.18,335,7565.296665081096
0.2,336,7636.2587384368735
0.24,337,7778.18288514843
0.28,338,7920.107031859986
0.3,339,7991.069105215764
0.32,340,8062.031178571541
0.34,341,8132.99325192732
0.32,342,8062.031178571541
0.3,343,7991.069105215764
0.32,344,8062.031178571541
0.32,345,8062.031178571541
0.32,346,8062.031178571541
0.3,347,7991.069105215764
0.3,348,7991.069105215764
0.26,349,7849.144958504207
0.26,350,7849.144958504207
0.26,351,7849.144958504207
0.22,352,7707.220811792651
0.26,353,7849.144958504207
0.26,354,7849.144958504207
0.26,355,7849.144958504207
0.24,356,7778.18288514843
0.22,357,7707.220811792651
0.22,358,7707.220811792651
0.22,359,7707.220811792651
0.24,360,7778.18288514843
0.24,361,7778.18288514843
0.26,362,7849.144958504207
0.28,363,7920.107031859986
0.26,364,7849.144958504207
0.24,365,7778.18288514843
0.22,366,7707.220811792651
0.2,367,7636.2587384368735
0.18,368,7565.296665081096
0.18,369,7565.296665081096
0.18,370,7565.296665081096
0.2,371,7636.2587384368735
0.2,372,7636.2587384368735
0.2,373,7636.2587384368735
0.2,374,7636.2587384368735
0.18,375,7565.296665081096
0.18,376,7565.296665081096
0.18,377,7565.296665081096
0.18,378,7565.296665081096
0.18,379,7565.296665081096
0.16,380,7494.334591725317
0.16,381,7494.334591725317
0.16,382,7494.334591725317
0.16,383,7494.334591725317
0.16,384,7494.334591725317
0.18,385,7565.296665081096
0.18,386,7565.296665081096
0.18,387,7565.296665081096
0.2,388,7636.2587384368735
0.2,389,7636.2587384368735
0.2,390,7636.2587384368735
0.18,391,7565.296665081096
0.18,392,7565.296665081096
0.16,393,7494.334591725317
0.16,394,7494.334591725317
0.14,395,7423.37251836954
0.16,396,7494.334591725317
0.2,397,7636.2587384368735
0.2,398,7636.2587384368735
0.22,399,7707.220811792651
0.22,400,7707.220811792651
0.22,401,7707.220811792651
0.22,402,7707.220811792651
0.22,403,7707.220811792651
0.22,404,7707.220811792651
0.22,405,7707.220811792651
0.22,406,7707.220811792651
0.22,407,7707.220811792651
0.22,408,7707.220811792651
0.22,409,7707.220811792651
0.22,410,7707.220811792651
0.22,411,7707.220811792651
0.22,412,7707.220811792651
0.22,413,7707.220811792651
0.22,414,7707.220811792651
0.24,415,7778.18288514843
0.24,416,7778.18288514843
0.24,417,7778.18288514843
0.26,418,7849.144958504207
0.28,419,7920.107031859986
0.3,420,7991.069105215764
0.4,421,8345.879471994653
0.4,422,8345.879471994653
0.4,423,8345.879471994653
0.38,424,8274.917398638876
0.36,425,8203.955325283097
0.34,426,8132.99325192732
0.32,427,8062.031178571541
0.32,428,8062.031178571541
0.32,429,8062.031178571541
0.3,430,7991.069105215764
0.3,431,7991.069105215764
0.26,432,7849.144958504207
0.26,433,7849.144958504207
0.26,434,7849.144958504207
0.26,435,7849.144958504207
0.26,436,7849.144958504207
0.24,437,7778.18288514843
0.22,438,7707.220811792651
0.22,439,7707.220811792651
0.22,440,7707.220811792651
0.24,441,7778.18288514843
0.26,442,7849.144958504207
0.28,443,7920.107031859986
0.3,444,7991.069105215764
0.28,445,7920.107031859986
0.3,446,7991.069105215764
0.32,447,8062.031178571541
0.3,448,7991.069105215764
0.3,449,7991.069105215764
0.26,450,7849.144958504207
0.26,451,7849.144958504207
0.26,452,7849.144958504207
0.24,453,7778.18288514843
0.24,454,7778.18288514843
0.24,455,7778.18288514843
0.24,456,7778.18288514843
0.24,457,7778.18288514843
0.24,458,7778.18288514843
0.22,459,7707.220811792651
0.22,460,7707.220811792651
0.24,461,7778.18288514843
0.22,462,7707.220811792651
0.2,463,7636.2587384368735
0.2,464,7636.2587384368735
0.2,465,7636.2587384368735
0.2,466,7636.2587384368735
0.22,467,7707.220811792651
0.22,468,7707.220811792651
0.2,469,7636.2587384368735
0.2,470,7636.2587384368735
0.16,471,7494.334591725317
0.16,472,7494.334591725317
0.14,473,7423.37251836954
0.12,474,7352.410445013761
0.12,475,7352.410445013761
0.1,476,7281.448371657983
0.08,477,7210.486298302206
0.06,478,7139.524224946427
0.06,479,7139.524224946427
0.04,480,7068.56215159065
0.04,481,7068.56215159065
0.04,482,7068.56215159065
0.04,483,7068.56215159065
0.02,484,6997.600078234871
0.02,485,6997.600078234871
0.02,486,6997.600078234871
0.02,487,6997.600078234871
0.04,488,7068.56215159065
0.04,489,7068.56215159065
0.06,490,7139.524224946427
0.06,491,7139.524224946427
0.08,492,7210.486298302206
0.1,493,7281.448371657983
0.12,494,7352.410445013761
0.12,495,7352.410445013761
0.12,496,7352.410445013761
0.08,497,7210.486298302206
0.08,498,7210.486298302206
0.06,499,7139.524224946427
0.06,500,7139.524224946427
0.06,501,7139.524224946427
0.04,502,7068.56215159065
0.04,503,7068.56215159065
0.04,504,7068.56215159065
0.02,505,6997.600078234871
0.02,506,6997.600078234871
0.04,507,7068.56215159065
0.04,508,7068.56215159065
0.08,509,7210.486298302206
0.06,510,7139.524224946427
0.1,511,7281.448371657983
0.14,512,7423.37251836954
0.14,513,7423.37251836954
0.16,514,7494.334591725317
0.14,515,7423.37251836954
0.16,516,7494.334591725317
0.16,517,7494.334591725317
0.16,518,7494.334591725317
0.14,519,7423.37251836954
0.12,520,7352.410445013761
0.12,521,7352.410445013761
0.1,522,7281.448371657983
0.1,523,7281.448371657983
0.08,524,7210.486298302206
0.06,525,7139.524224946427
0.06,526,7139.524224946427
0.04,527,7068.56215159065
0.04,528,7068.56215159065
0.02,529,6997.600078234871
0.02,530,6997.600078234871
0.02,531,6997.600078234871
0.02,532,6997.600078234871
0.04,533,7068.56215159065
0.06,534,7139.524224946427
0.1,535,7281.448371657983
0.1,536,7281.448371657983
0.12,537,7352.410445013761
0.14,538,7423.37251836954
0.14,539,7423.37251836954
0.16,540,7494.334591725317
0.16,541,7494.334591725317
0.14,542,7423.37251836954
0.14,543,7423.37251836954
0.14,544,7423.37251836954
0.14,545,7423.37251836954
0.14,546,7423.37251836954
0.14,547,7423.37251836954
0.16,548,7494.334591725317
0.16,549,7494.334591725317
0.16,550,7494.334591725317
0.16,551,7494.334591725317
0.14,552,7423.37251836954
0.14,553,7423.37251836954
0.16,554,7494.334591725317
0.16,555,7494.334591725317
0.16,556,7494.334591725317
0.2,557,7636.2587384368735
0.22,558,7707.220811792651
0.24,559,7778.18288514843
0.26,560,7849.144958504207
0.26,561,7849.144958504207
0.3,562,7991.069105215764
0.32,563,8062.031178571541
0.32,564,8062.031178571541
0.3,565,7991.069105215764
0.3,566,7991.069105215764
0.26,567,7849.144958504207
0.24,568,7778.18288514843
0.24,569,7778.18288514843
0.22,570,7707.220811792651
0.22,571,7707.220811792651
0.22,572,7707.220811792651
0.24,573,7778.18288514843
0.22,574,7707.220811792651
0.2,575,7636.2587384368735
0.2,576,7636.2587384368735
0.22,577,7707.220811792651
0.22,578,7707.220811792651
0.22,579,7707.220811792651
0.22,580,7707.220811792651
0.22,581,7707.220811792651
0.22,582,7707.220811792651
0.22,583,7707.220811792651
0.22,584,7707.220811792651
0.22,585,7707.220811792651
0.22,586,7707.220811792651
0.2,587,7636.2587384368735
0.22,588,7707.220811792651
0.22,589,7707.220811792651
0.2,590,7636.2587384368735
0.2,591,7636.2587384368735
0.18,592,7565.296665081096
0.18,593,7565.296665081096
0.18,594,7565.296665081096
0.18,595,7565.296665081096
0.2,596,7636.2587384368735
0.2,597,7636.2587384368735
0.2,598,7636.2587384368735
0.2,599,7636.2587384368735
0.18,600,7565.296665081096
0.18,601,7565.296665081096
0.16,602,7494.334591725317
0.16,603,7494.334591725317
0.18,604,7565.296665081096
0.18,605,7565.296665081096
0.18,606,7565.296665081096
0.18,607,7565.296665081096
0.18,608,7565.296665081096
0.22,609,7707.220811792651
0.2,610,7636.2587384368735
0.22,611,7707.220811792651
0.24,612,7778.18288514843
0.24,613,7778.18288514843
0.24,614,7778.18288514843
0.24,615,7778.18288514843
0.22,616,7707.220811792651
0.24,617,7778.18288514843
0.24,618,7778.18288514843
0.22,619,7707.220811792651
0.22,620,7707.220811792651
0.22,621,7707.220811792651
0.2,622,7636.2587384368735
0.16,623,7494.334591725317
0.16,624,7494.334591725317
0.16,625,7494.334591725317
0.18,626,7565.296665081096
0.18,627,7565.296665081096
0.18,628,7565.296665081096
0.18,629,7565.296665081096
0.2,630,7636.2587384368735
0.22,631,7707.220811792651
0.22,632,7707.220811792651
0.22,633,7707.220811792651
0.24,634,7778.18288514843
0.24,635,7778.18288514843
0.22,636,7707.220811792651
0.22,637,7707.220811792651
0.18,638,7565.296665081096
0.18,639,7565.296665081096
0.16,640,7494.334591725317
0.16,641,7494.334591725317
0.16,642,7494.334591725317
0.14,643,7423.37251836954
0.16,644,7494.334591725317
0.14,645,7423.37251836954
0.14,646,7423.37251836954
0.14,647,7423.37251836954
0.14,648,7423.37251836954
0.14,649,7423.37251836954
0.16,650,7494.334591725317
0.18,651,7565.296665081096
0.22,652,7707.220811792651
0.3,653,7991.069105215764
0.28,654,7920.107031859986
0.28,655,7920.107031859986
0.3,656,7991.069105215764
0.3,657,7991.069105215764
0.3,658,7991.069105215764
0.26,659,7849.144958504207
0.26,660,7849.144958504207
0.26,661,7849.144958504207
0.24,662,7778.18288514843
0.24,663,7778.18288514843
0.24,664,7778.18288514843
0.24,665,7778.18288514843
0.22,666,7707.220811792651
0.22,667,7707.220811792651
0.22,668,7707.220811792651
0.2,669,7636.2587384368735
0.18,670,7565.296665081096
0.16,671,7494.334591725317
0.16,672,7494.334591725317
0.16,673,7494.334591725317
0.16,674,7494.334591725317
0.16,675,7494.334591725317
0.16,676,7494.334591725317
0.18,677,7565.296665081096
0.16,678,7494.334591725317
0.18,679,7565.296665081096
0.16,680,7494.334591725317
0.16,681,7494.334591725317
0.16,682,7494.334591725317
0.16,683,7494.334591725317
0.3,684,7991.069105215764
0.16,685,7494.334591725317
0.16,686,7494.334591725317
0.16,687,7494.334591725317
0.16,688,7494.334591725317
0.16,689,7494.334591725317
0.16,690,7494.334591725317
0.16,691,7494.334591725317
0.16,692,7494.334591725317
0.14,693,7423.37251836954
0.14,694,7423.37251836954
0.16,695,7494.334591725317
0.16,696,7494.334591725317
0.16,697,7494.334591725317
0.16,698,7494.334591725317
0.18,699,7565.296665081096
0.2,700,7636.2587384368735
0.2,701,7636.2587384368735
0.22,702,7707.220811792651
0.24,703,7778.18288514843
0.24,704,7778.18288514843
0.24,705,7778.18288514843
0.24,706,7778.18288514843
0.24,707,7778.18288514843
0.22,708,7707.220811792651
0.22,709,7707.220811792651
0.22,710,7707.220811792651
0.2,711,7636.2587384368735
0.22,712,7707.220811792651
0.22,713,7707.220811792651
0.22,714,7707.220811792651
0.22,715,7707.220811792651
0.22,716,7707.220811792651
0.22,717,7707.220811792651
0.22,718,7707.220811792651
0.22,719,7707.220811792651
0.22,720,7707.220811792651
0.24,721,7778.18288514843
0.22,722,7707.220811792651
0.24,723,7778.18288514843
0.24,724,7778.18288514843
0.34,725,8132.99325192732
0.38,726,8274.917398638876
0.38,727,8274.917398638876
0.36,728,8203.955325283097
0.36,729,8203.955325283097
0.34,730,8132.99325192732
0.28,731,7920.107031859986
0.24,732,7778.18288514843
0.22,733,7707.220811792651
0.22,734,7707.220811792651
0.2,735,7636.2587384368735
0.2,736,7636.2587384368735
0.2,737,7636.2587384368735
0.18,738,7565.296665081096
0.18,739,7565.296665081096
0.16,740,7494.334591725317
0.16,741,7494.334591725317
0.14,742,7423.37251836954
0.14,743,7423.37251836954
0.16,744,7494.334591725317
0.18,745,7565.296665081096
0.18,746,7565.296665081096
0.2,747,7636.2587384368735
0.2,748,7636.2587384368735
0.22,749,7707.220811792651
0.22,750,7707.220811792651
0.22,751,7707.220811792651
0.2,752,7636.2587384368735
0.2,753,7636.2587384368735
0.2,754,7636.2587384368735
0.2,755,7636.2587384368735
0.18,756,7565.296665081096
0.18,757,7565.296665081096
0.2,758,7636.2587384368735
0.2,759,7636.2587384368735
0.16,760,7494.334591725317
0.14,761,7423.37251836954
0.14,762,7423.37251836954
0.14,763,7423.37251836954
0.16,764,7494.334591725317
0.14,765,7423.37251836954
0.14,766,7423.37251836954
0.16,767,7494.334591725317
0.2,768,7636.2587384368735
0.22,769,7707.220811792651
0.24,770,7778.18288514843
0.26,771,7849.144958504207
0.28,772,7920.107031859986
0.28,773,7920.107031859986
0.3,774,7991.069105215764
0.26,775,7849.144958504207
0.24,776,7778.18288514843
0.24,777,7778.18288514843
0.24,778,7778.18288514843
0.24,779,7778.18288514843
0.24,780,7778.18288514843
0.24,781,7778.18288514843
0.24,782,7778.18288514843
0.24,783,7778.18288514843
0.24,784,7778.18288514843
0.24,785,7778.18288514843
0.22,786,7707.220811792651
0.2,787,7636.2587384368735
0.2,788,7636.2587384368735
0.22,789,7707.220811792651
0.2,790,7636.2587384368735
0.2,791,7636.2587384368735
0.2,792,7636.2587384368735
0.22,793,7707.220811792651
0.22,794,7707.220811792651
0.22,795,7707.220811792651
0.22,796,7707.220811792651
0.22,797,7707.220811792651
0.22,798,7707.220811792651
0.24,799,7778.18288514843
0.28,800,7920.107031859986
0.28,801,7920.107031859986
0.3,802,7991.069105215764
0.26,803,7849.144958504207
0.26,804,7849.144958504207
0.26,805,7849.144958504207
0.26,806,7849.144958504207
0.26,807,7849.144958504207
0.26,808,7849.144958504207
0.26,809,7849.144958504207
0.26,810,7849.144958504207
0.26,811,7849.144958504207
0.26,812,7849.144958504207
0.24,813,7778.18288514843
0.24,814,7778.18288514843
0.28,815,7920.107031859986
0.3,816,7991.069105215764
0.32,817,8062.031178571541
0.34,818,8132.99325192732
0.34,819,8132.99325192732
0.34,820,8132.99325192732
0.34,821,8132.99325192732
0.34,822,8132.99325192732
0.34,823,8132.99325192732
0.3,824,7991.069105215764
0.28,825,7920.107031859986
0.28,826,7920.107031859986
0.26,827,7849.144958504207
0.26,828,7849.144958504207
0.24,829,7778.18288514843
0.24,830,7778.18288514843
0.22,831,7707.220811792651
0.2,832,7636.2587384368735
0.2,833,7636.2587384368735
0.2,834,7636.2587384368735
0.2,835,7636.2587384368735
0.18,836,7565.296665081096
0.18,837,7565.296665081096
0.16,838,7494.334591725317
0.22,839,7707.220811792651
0.24,840,7778.18288514843
0.3,841,7991.069105215764
0.32,842,8062.031178571541
0.36,843,8203.955325283097
0.36,844,8203.955325283097
0.38,845,8274.917398638876
0.36,846,8203.955325283097
0.32,847,8062.031178571541
0.34,848,8132.99325192732
0.32,849,8062.031178571541
0.32,850,8062.031178571541
0.32,851,8062.031178571541
0.28,852,7920.107031859986
0.3,853,7991.069105215764
0.28,854,7920.107031859986
0.28,855,7920.107031859986
0.26,856,7849.144958504207
0.28,857,7920.107031859986
0.26,858,7849.144958504207
0.26,859,7849.144958504207
0.26,860,7849.144958504207
0.24,861,7778.18288514843
0.24,862,7778.18288514843
0.24,863,7778.18288514843
0.22,864,7707.220811792651
0.22,865,7707.220811792651
0.24,866,7778.18288514843
0.24,867,7778.18288514843
0.22,868,7707.220811792651
0.22,869,7707.220811792651
0.22,870,7707.220811792651
0.22,871,7707.220811792651
0.2,872,7636.2587384368735
0.16,873,7494.334591725317
0.16,874,7494.334591725317
0.14,875,7423.37251836954
0.12,876,7352.410445013761
0.12,877,7352.410445013761
0.1,878,7281.448371657983
0.1,879,7281.448371657983
0.08,880,7210.486298302206
0.06,881,7139.524224946427
0.06,882,7139.524224946427
0.06,883,7139.524224946427
0.06,884,7139.524224946427
0.1,885,7281.448371657983
0.12,886,7352.410445013761
0.14,887,7423.37251836954
0.14,888,7423.37251836954
0.18,889,7565.296665081096
0.18,890,7565.296665081096
0.2,891,7636.2587384368735
0.2,892,7636.2587384368735
0.2,893,7636.2587384368735
0.2,894,7636.2587384368735
0.18,895,7565.296665081096
0.14,896,7423.37251836954
0.14,897,7423.37251836954
0.14,898,7423.37251836954
0.16,899,7494.334591725317
0.16,900,7494.334591725317
0.14,901,7423.37251836954
0.14,902,7423.37251836954
0.14,903,7423.37251836954
0.14,904,7423.37251836954
0.12,905,7352.410445013761
0.12,906,7352.410445013761
0.1,907,7281.448371657983
0.1,908,7281.448371657983
0.12,909,7352.410445013761
0.12,910,7352.410445013761
0.14,911,7423.37251836954
0.16,912,7494.334591725317
0.18,913,7565.296665081096
0.2,914,7636.2587384368735
0.2,915,7636.2587384368735
0.2,916,7636.2587384368735
0.18,917,7565.296665081096
0.16,918,7494.334591725317
0.14,919,7423.37251836954
0.14,920,7423.37251836954
0.14,921,7423.37251836954
0.12,922,7352.410445013761
0.12,923,7352.410445013761
0.1,924,7281.448371657983
0.1,925,7281.448371657983
0.1,926,7281.448371657983
0.08,927,7210.486298302206
0.1,928,7281.448371657983
0.08,929,7210.486298302206
0.1,930,7281.448371657983
0.12,931,7352.410445013761
0.14,932,7423.37251836954
0.22,933,7707.220811792651
0.22,934,7707.220811792651
0.24,935,7778.18288514843
0.3,936,7991.069105215764
0.32,937,8062.031178571541
0.3,938,7991.069105215764
0.3,939,7991.069105215764
0.28,940,7920.107031859986
0.26,941,7849.144958504207
0.22,942,7707.220811792651
0.2,943,7636.2587384368735
0.2,944,7636.2587384368735
0.18,945,7565.296665081096
0.16,946,7494.334591725317
0.14,947,7423.37251836954
0.14,948,7423.37251836954
0.12,949,7352.410445013761
0.12,950,7352.410445013761
0.12,951,7352.410445013761
0.12,952,7352.410445013761
0.12,953,7352.410445013761
0.14,954,7423.37251836954
0.16,955,7494.334591725317
0.22,956,7707.220811792651
0.3,957,7991.069105215764
0.3,958,7991.069105215764
0.3,959,7991.069105215764
0.34,960,8132.99325192732
0.34,961,8132.99325192732
0.34,962,8132.99325192732
0.32,963,8062.031178571541
0.28,964,7920.107031859986
0.28,965,7920.107031859986
0.26,966,7849.144958504207
0.26,967,7849.144958504207
0.24,968,7778.18288514843
0.22,969,7707.220811792651
0.2,970,7636.2587384368735
0.2,971,7636.2587384368735
0.2,972,7636.2587384368735
0.2,973,7636.2587384368735
0.2,974,7636.2587384368735
0.2,975,7636.2587384368735
0.22,976,7707.220811792651
0.22,977,7707.220811792651
0.24,978,7778.18288514843
0.3,979,7991.069105215764
0.32,980,8062.031178571541
0.36,981,8203.955325283097
0.38,982,8274.917398638876
0.4,983,8345.879471994653
0.4,984,8345.879471994653
0.42,985,8416.841545350431
0.42,986,8416.841545350431
0.4,987,8345.879471994653
0.4,988,8345.879471994653
