atemp,hr,Predicted Y
0.2273,23,10.209598243371742
0.2576,0,10.372655842436394
0.197,1,10.04654064430709
0.197,2,10.04654064430709
0.2273,4,10.209598243371742
0.2273,5,10.209598243371742
0.197,6,10.04654064430709
0.1818,7,9.964742772829112
0.1818,8,9.964742772829112
0.197,9,10.04654064430709
0.197,10,10.04654064430709
0.2273,11,10.209598243371742
0.2273,12,10.209598243371742
0.2576,13,10.372655842436394
0.2879,14,10.535713441501045
0.2879,15,10.535713441501045
0.3182,16,10.698771040565697
0.2273,17,10.209598243371742
0.2424,18,10.290857970958417
0.2576,19,10.372655842436394
0.2273,20,10.209598243371742
0.197,21,10.04654064430709
0.197,22,10.04654064430709
0.2576,23,10.372655842436394
0.2424,0,10.290857970958417
0.2273,1,10.209598243371742
0.2273,2,10.209598243371742
0.197,4,10.04654064430709
0.1818,5,9.964742772829112
0.1667,6,9.883483045242437
0.2273,7,10.209598243371742
0.2273,8,10.209598243371742
0.2424,9,10.290857970958417
0.2576,10,10.372655842436394
0.2576,11,10.372655842436394
0.2879,12,10.535713441501045
0.2727,13,10.453915570023069
0.2727,14,10.453915570023069
0.2727,15,10.453915570023069
0.2576,16,10.372655842436394
0.2273,17,10.209598243371742
0.2273,18,10.209598243371742
0.2576,19,10.372655842436394
0.2121,20,10.127800371893764
0.2121,21,10.127800371893764
0.2121,22,10.127800371893764
0.197,23,10.04654064430709
0.197,0,10.04654064430709
0.197,1,10.04654064430709
0.197,2,10.04654064430709
0.2121,4,10.127800371893764
0.2727,5,10.453915570023069
0.2576,6,10.372655842436394
0.2121,7,10.127800371893764
0.197,8,10.04654064430709
0.1818,9,9.964742772829112
0.197,10,10.04654064430709
0.197,11,10.04654064430709
0.197,12,10.04654064430709
0.1818,13,9.964742772829112
0.197,14,10.04654064430709
0.2121,15,10.127800371893764
0.2121,16,10.127800371893764
0.2576,17,10.372655842436394
0.2273,18,10.209598243371742
0.197,19,10.04654064430709
0.2121,20,10.127800371893764
0.197,21,10.04654064430709
0.197,22,10.04654064430709
0.197,23,10.04654064430709
0.197,0,10.04654064430709
0.2121,1,10.127800371893764
0.2424,2,10.290857970958417
0.197,3,10.04654064430709
0.197,4,10.04654064430709
0.1667,5,9.883483045242437
0.1667,6,9.883483045242437
0.1818,7,9.964742772829112
0.1818,8,9.964742772829112
0.1818,9,9.964742772829112
0.197,10,10.04654064430709
0.1818,11,9.964742772829112
0.1818,12,9.964742772829112
0.1818,13,9.964742772829112
0.1667,14,9.883483045242437
0.1667,15,9.883483045242437
0.1364,16,9.720425446177785
0.1212,17,9.638627574699807
0.1212,18,9.638627574699807
0.1212,19,9.638627574699807
0.1212,20,9.638627574699807
0.1061,21,9.557367847113133
0.1061,22,9.557367847113133
0.0606,23,9.312512376570504
0.0758,0,9.39431024804848
0.0606,1,9.312512376570504
0.0606,2,9.312512376570504
0.0758,3,9.39431024804848
0.0909,4,9.475569975635157
0.0909,5,9.475569975635157
0.0909,6,9.475569975635157
0.0909,7,9.475569975635157
0.0909,8,9.475569975635157
0.0758,9,9.39431024804848
0.1061,10,9.557367847113133
0.1212,11,9.638627574699807
0.1364,12,9.720425446177785
0.1667,13,9.883483045242437
0.1818,14,9.964742772829112
0.197,15,10.04654064430709
0.1667,16,9.883483045242437
0.1515,17,9.80168517376446
0.1364,18,9.720425446177785
0.1364,19,9.720425446177785
0.1212,20,9.638627574699807
0.1061,21,9.557367847113133
0.1212,22,9.638627574699807
0.1364,23,9.720425446177785
0.1212,0,9.638627574699807
0.1212,1,9.638627574699807
0.1212,2,9.638627574699807
0.1212,3,9.638627574699807
0.1212,4,9.638627574699807
0.1061,5,9.557367847113133
0.1212,6,9.638627574699807
0.1212,7,9.638627574699807
0.1212,8,9.638627574699807
0.1212,9,9.638627574699807
0.1212,10,9.638627574699807
0.1364,11,9.720425446177785
0.1818,12,9.964742772829112
0.1818,13,9.964742772829112
0.197,14,10.04654064430709
0.197,15,10.04654064430709
0.2121,16,10.127800371893764
0.2273,17,10.209598243371742
0.197,18,10.04654064430709
0.1667,19,9.883483045242437
0.1667,20,9.883483045242437
0.1364,21,9.720425446177785
0.1515,22,9.80168517376446
0.1515,23,9.80168517376446
0.1667,0,9.883483045242437
0.1515,1,9.80168517376446
0.1515,2,9.80168517376446
0.1818,5,9.964742772829112
0.1818,6,9.964742772829112
0.2273,7,10.209598243371742
0.2121,8,10.127800371893764
0.197,9,10.04654064430709
0.2121,10,10.127800371893764
0.2121,11,10.127800371893764
0.2273,12,10.209598243371742
0.2273,13,10.209598243371742
0.2273,14,10.209598243371742
0.197,15,10.04654064430709
0.1515,16,9.80168517376446
0.1515,17,9.80168517376446
0.1818,18,9.964742772829112
0.2273,19,10.209598243371742
0.1515,20,9.80168517376446
0.197,21,10.04654064430709
0.1818,22,9.964742772829112
0.197,23,10.04654064430709
0.197,0,10.04654064430709
0.1818,1,9.964742772829112
0.1515,2,9.80168517376446
0.1515,5,9.80168517376446
0.1515,6,9.80168517376446
0.1515,7,9.80168517376446
0.1667,8,9.883483045242437
0.1364,9,9.720425446177785
0.1818,10,9.964742772829112
0.1818,11,9.964742772829112
0.1515,12,9.80168517376446
0.197,13,10.04654064430709
0.1818,14,9.964742772829112
0.1667,15,9.883483045242437
0.197,16,10.04654064430709
0.1818,17,9.964742772829112
0.1515,18,9.80168517376446
0.1515,19,9.80168517376446
0.1364,20,9.720425446177785
0.1364,21,9.720425446177785
0.1212,22,9.638627574699807
0.1061,23,9.557367847113133
0.1212,0,9.638627574699807
0.1212,1,9.638627574699807
0.1212,2,9.638627574699807
0.1212,3,9.638627574699807
0.1212,4,9.638627574699807
0.1212,5,9.638627574699807
0.1515,6,9.80168517376446
0.1515,7,9.80168517376446
0.1364,8,9.720425446177785
0.1212,9,9.638627574699807
0.1364,10,9.720425446177785
0.1667,11,9.883483045242437
0.1667,12,9.883483045242437
0.197,13,10.04654064430709
0.197,14,10.04654064430709
0.2121,15,10.127800371893764
0.2121,16,10.127800371893764
0.1818,17,9.964742772829112
0.1818,18,9.964742772829112
0.1515,19,9.80168517376446
0.1515,20,9.80168517376446
0.1212,21,9.638627574699807
0.1212,22,9.638627574699807
0.1364,23,9.720425446177785
0.1364,0,9.720425446177785
0.1212,1,9.638627574699807
0.1212,2,9.638627574699807
0.1364,3,9.720425446177785
0.1364,5,9.720425446177785
0.1818,6,9.964742772829112
0.1212,7,9.638627574699807
0.1667,8,9.883483045242437
0.1515,9,9.80168517376446
0.1818,10,9.964742772829112
0.1667,11,9.883483045242437
0.197,12,10.04654064430709
0.197,13,10.04654064430709
0.2121,14,10.127800371893764
0.2424,15,10.290857970958417
0.2424,16,10.290857970958417
0.2273,17,10.209598243371742
0.2576,18,10.372655842436394
0.197,19,10.04654064430709
0.2424,20,10.290857970958417
0.2273,21,10.209598243371742
0.2273,22,10.209598243371742
0.2424,23,10.290857970958417
0.2424,0,10.290857970958417
0.197,1,10.04654064430709
0.197,2,10.04654064430709
0.2273,3,10.209598243371742
0.2273,4,10.209598243371742
0.2273,5,10.209598243371742
0.1667,6,9.883483045242437
0.2121,7,10.127800371893764
0.1515,8,9.80168517376446
0.1818,9,9.964742772829112
0.197,10,10.04654064430709
0.197,11,10.04654064430709
0.2273,12,10.209598243371742
0.2576,13,10.372655842436394
0.2879,14,10.535713441501045
0.3182,15,10.698771040565697
0.3333,16,10.780030768152372
0.303,17,10.61697316908772
0.2879,18,10.535713441501045
0.303,19,10.61697316908772
0.303,20,10.61697316908772
0.303,21,10.61697316908772
0.3182,22,10.698771040565697
0.2879,23,10.535713441501045
0.303,0,10.61697316908772
0.2727,1,10.453915570023069
0.2879,2,10.535713441501045
0.2727,3,10.453915570023069
0.2576,4,10.372655842436394
0.2576,5,10.372655842436394
0.2576,6,10.372655842436394
0.2121,7,10.127800371893764
0.2121,8,10.127800371893764
0.2121,9,10.127800371893764
0.2121,10,10.127800371893764
0.2273,11,10.209598243371742
0.2121,12,10.127800371893764
0.2273,13,10.209598243371742
0.2727,14,10.453915570023069
0.2424,15,10.290857970958417
0.2273,16,10.209598243371742
0.2121,17,10.127800371893764
0.2121,18,10.127800371893764
0.197,19,10.04654064430709
0.197,20,10.04654064430709
0.197,21,10.04654064430709
0.2121,22,10.127800371893764
0.2273,23,10.209598243371742
0.197,0,10.04654064430709
0.197,1,10.04654064430709
0.1667,2,9.883483045242437
0.1818,3,9.964742772829112
0.197,4,10.04654064430709
0.197,5,10.04654064430709
0.1818,6,9.964742772829112
0.1818,7,9.964742772829112
0.1515,8,9.80168517376446
0.1515,9,9.80168517376446
0.1515,10,9.80168517376446
0.1515,11,9.80168517376446
0.197,12,10.04654064430709
0.197,13,10.04654064430709
0.2121,14,10.127800371893764
0.2121,15,10.127800371893764
0.2121,16,10.127800371893764
0.197,17,10.04654064430709
0.1667,18,9.883483045242437
0.1818,19,9.964742772829112
0.1515,20,9.80168517376446
0.1515,21,9.80168517376446
0.1212,22,9.638627574699807
0.1364,23,9.720425446177785
0.1818,12,9.964742772829112
0.197,13,10.04654064430709
0.2273,14,10.209598243371742
0.2273,15,10.209598243371742
0.2273,16,10.209598243371742
0.2273,17,10.209598243371742
0.2273,18,10.209598243371742
0.2273,19,10.209598243371742
0.2727,20,10.453915570023069
0.2424,21,10.290857970958417
0.2576,22,10.372655842436394
0.2727,23,10.453915570023069
0.2727,0,10.453915570023069
0.2273,1,10.209598243371742
0.2273,2,10.209598243371742
0.2273,4,10.209598243371742
0.2576,5,10.372655842436394
0.2576,6,10.372655842436394
0.2576,7,10.372655842436394
0.2576,8,10.372655842436394
0.2576,9,10.372655842436394
0.2727,10,10.453915570023069
0.303,11,10.61697316908772
0.3182,12,10.698771040565697
0.4091,13,11.187943837759654
0.4091,14,11.187943837759654
0.4091,15,11.187943837759654
0.3939,16,11.106145966281677
0.3333,17,10.780030768152372
0.3182,18,10.698771040565697
0.2879,19,10.535713441501045
0.303,20,10.61697316908772
0.2879,21,10.535713441501045
0.303,22,10.61697316908772
0.2727,23,10.453915570023069
0.2273,0,10.209598243371742
0.2727,1,10.453915570023069
0.2727,2,10.453915570023069
0.2576,3,10.372655842436394
0.2576,4,10.372655842436394
0.2273,5,10.209598243371742
0.2121,6,10.127800371893764
0.2121,7,10.127800371893764
0.2121,8,10.127800371893764
0.2273,9,10.209598243371742
0.2273,10,10.209598243371742
0.2727,11,10.453915570023069
0.3333,12,10.780030768152372
0.2879,13,10.535713441501045
0.303,14,10.61697316908772
0.3182,15,10.698771040565697
0.303,16,10.61697316908772
0.3182,17,10.698771040565697
0.2576,18,10.372655842436394
0.2273,19,10.209598243371742
0.2424,20,10.290857970958417
0.2273,21,10.209598243371742
0.2121,22,10.127800371893764
0.2121,23,10.127800371893764
0.2273,0,10.209598243371742
0.2273,1,10.209598243371742
0.2424,2,10.290857970958417
0.2121,3,10.127800371893764
0.2576,4,10.372655842436394
0.197,5,10.04654064430709
0.2121,6,10.127800371893764
0.1818,7,9.964742772829112
0.1818,8,9.964742772829112
0.1818,9,9.964742772829112
0.1667,10,9.883483045242437
0.1818,11,9.964742772829112
0.1818,12,9.964742772829112
0.1515,13,9.80168517376446
0.1515,14,9.80168517376446
0.1212,15,9.638627574699807
0.1364,16,9.720425446177785
0.1212,17,9.638627574699807
0.1212,18,9.638627574699807
0.1061,19,9.557367847113133
0.0758,20,9.39431024804848
0.0758,21,9.39431024804848
0.0303,22,9.149454777505852
0.0455,23,9.23125264898383
0.0303,0,9.149454777505852
0.0,1,8.9863971784412
0.0303,2,9.149454777505852
0.0303,3,9.149454777505852
0.0152,4,9.068195049919177
0.0303,6,9.149454777505852
0.0152,7,9.068195049919177
0.0,8,8.9863971784412
0.0303,9,9.149454777505852
0.0606,10,9.312512376570504
0.0758,11,9.39431024804848
0.1061,12,9.557367847113133
0.1667,13,9.883483045242437
0.1364,14,9.720425446177785
0.1515,15,9.80168517376446
0.1364,16,9.720425446177785
0.197,17,10.04654064430709
0.0909,18,9.475569975635157
0.1061,19,9.557367847113133
0.0758,20,9.39431024804848
0.1061,21,9.557367847113133
0.1515,22,9.80168517376446
0.0758,23,9.39431024804848
0.0758,0,9.39431024804848
0.0758,1,9.39431024804848
0.0606,2,9.312512376570504
0.0606,3,9.312512376570504
0.0758,5,9.39431024804848
0.0758,6,9.39431024804848
0.1061,7,9.557367847113133
0.0758,8,9.39431024804848
0.0758,9,9.39431024804848
0.1061,10,9.557367847113133
0.1364,11,9.720425446177785
0.1212,12,9.638627574699807
0.1061,13,9.557367847113133
0.1364,14,9.720425446177785
0.1364,15,9.720425446177785
0.1364,16,9.720425446177785
0.1061,17,9.557367847113133
0.1212,18,9.638627574699807
0.1212,19,9.638627574699807
0.1061,20,9.557367847113133
0.1061,21,9.557367847113133
0.0909,22,9.475569975635157
0.0606,23,9.312512376570504
0.0606,0,9.312512376570504
0.0455,1,9.23125264898383
0.0303,3,9.149454777505852
0.0606,4,9.312512376570504
0.0606,5,9.312512376570504
0.0758,6,9.39431024804848
0.1212,7,9.638627574699807
0.1364,8,9.720425446177785
0.1515,9,9.80168517376446
0.1364,10,9.720425446177785
0.1212,11,9.638627574699807
0.1364,12,9.720425446177785
0.1364,13,9.720425446177785
0.1364,14,9.720425446177785
0.1667,15,9.883483045242437
0.1515,16,9.80168517376446
0.1212,17,9.638627574699807
0.1364,18,9.720425446177785
0.1515,19,9.80168517376446
0.1364,20,9.720425446177785
0.1515,21,9.80168517376446
0.1364,22,9.720425446177785
0.1515,23,9.80168517376446
0.1364,0,9.720425446177785
0.1667,1,9.883483045242437
0.1515,2,9.80168517376446
0.1667,4,9.883483045242437
0.1364,5,9.720425446177785
0.1818,6,9.964742772829112
0.1515,7,9.80168517376446
0.1818,8,9.964742772829112
0.2273,9,10.209598243371742
0.2424,10,10.290857970958417
0.2424,11,10.290857970958417
0.2879,12,10.535713441501045
0.2727,13,10.453915570023069
0.3333,14,10.780030768152372
0.3485,15,10.86182863963035
0.3485,16,10.86182863963035
0.3333,17,10.780030768152372
0.3182,18,10.698771040565697
0.2576,19,10.372655842436394
0.2273,20,10.209598243371742
0.2273,21,10.209598243371742
0.2273,22,10.209598243371742
0.2273,23,10.209598243371742
0.2273,0,10.209598243371742
0.2424,1,10.290857970958417
0.2273,2,10.209598243371742
0.1818,5,9.964742772829112
0.1818,6,9.964742772829112
0.2121,7,10.127800371893764
0.2121,8,10.127800371893764
0.2121,9,10.127800371893764
0.2121,10,10.127800371893764
0.197,11,10.04654064430709
0.197,12,10.04654064430709
0.197,13,10.04654064430709
0.197,14,10.04654064430709
0.1818,15,9.964742772829112
0.197,16,10.04654064430709
0.1818,17,9.964742772829112
0.2273,16,10.209598243371742
0.2424,17,10.290857970958417
0.2273,18,10.209598243371742
0.2273,19,10.209598243371742
0.2121,20,10.127800371893764
0.2121,21,10.127800371893764
0.2121,22,10.127800371893764
0.197,23,10.04654064430709
0.2121,0,10.127800371893764
0.2121,1,10.127800371893764
0.2121,2,10.127800371893764
0.2273,3,10.209598243371742
0.2121,5,10.127800371893764
0.197,6,10.04654064430709
0.197,7,10.04654064430709
0.197,8,10.04654064430709
0.2121,9,10.127800371893764
0.2121,10,10.127800371893764
0.2121,11,10.127800371893764
0.2121,12,10.127800371893764
0.2121,13,10.127800371893764
0.2727,14,10.453915570023069
0.2576,15,10.372655842436394
0.2727,16,10.453915570023069
0.2424,17,10.290857970958417
0.2273,18,10.209598243371742
0.2424,19,10.290857970958417
0.2273,20,10.209598243371742
0.2273,21,10.209598243371742
0.2121,22,10.127800371893764
0.2273,23,10.209598243371742
0.197,0,10.04654064430709
0.2273,1,10.209598243371742
0.2273,2,10.209598243371742
0.2121,3,10.127800371893764
0.1818,4,9.964742772829112
0.1818,6,9.964742772829112
0.1818,7,9.964742772829112
0.197,8,10.04654064430709
0.2121,9,10.127800371893764
0.2121,10,10.127800371893764
0.197,11,10.04654064430709
0.197,12,10.04654064430709
0.2273,13,10.209598243371742
0.2273,14,10.209598243371742
0.2121,15,10.127800371893764
0.2424,16,10.290857970958417
0.2879,17,10.535713441501045
0.2273,18,10.209598243371742
0.2121,19,10.127800371893764
0.2121,20,10.127800371893764
0.2121,21,10.127800371893764
0.197,22,10.04654064430709
0.197,23,10.04654064430709
0.1818,0,9.964742772829112
0.2121,1,10.127800371893764
0.2273,2,10.209598243371742
0.2121,3,10.127800371893764
0.2121,4,10.127800371893764
0.2121,5,10.127800371893764
0.2121,7,10.127800371893764
0.2121,8,10.127800371893764
0.2273,9,10.209598243371742
0.2424,10,10.290857970958417
0.2727,11,10.453915570023069
0.3182,12,10.698771040565697
0.2879,13,10.535713441501045
0.303,14,10.61697316908772
0.3333,15,10.780030768152372
0.3333,16,10.780030768152372
0.2879,17,10.535713441501045
0.2576,18,10.372655842436394
0.2576,19,10.372655842436394
0.2727,20,10.453915570023069
0.2424,21,10.290857970958417
0.2273,22,10.209598243371742
0.2121,23,10.127800371893764
0.2273,0,10.209598243371742
0.2121,1,10.127800371893764
0.2273,2,10.209598243371742
0.2273,3,10.209598243371742
0.197,4,10.04654064430709
0.1667,5,9.883483045242437
0.1364,6,9.720425446177785
0.1364,7,9.720425446177785
0.1364,8,9.720425446177785
0.1364,9,9.720425446177785
0.1515,10,9.80168517376446
0.1515,11,9.80168517376446
0.2121,12,10.127800371893764
0.2273,13,10.209598243371742
0.197,14,10.04654064430709
0.1818,15,9.964742772829112
0.1818,16,9.964742772829112
0.1515,17,9.80168517376446
0.1515,18,9.80168517376446
0.3182,19,10.698771040565697
0.1667,20,9.883483045242437
0.197,21,10.04654064430709
0.1818,22,9.964742772829112
0.197,23,10.04654064430709
0.1818,0,9.964742772829112
0.1818,1,9.964742772829112
0.2273,2,10.209598243371742
0.2273,3,10.209598243371742
0.2121,5,10.127800371893764
0.2121,6,10.127800371893764
0.2273,7,10.209598243371742
0.2273,8,10.209598243371742
0.2273,9,10.209598243371742
0.2273,10,10.209598243371742
0.2424,11,10.290857970958417
0.2576,12,10.372655842436394
0.2576,13,10.372655842436394
0.2576,14,10.372655842436394
0.2879,15,10.535713441501045
0.2424,16,10.290857970958417
0.2879,17,10.535713441501045
0.2576,18,10.372655842436394
0.2424,19,10.290857970958417
0.2273,20,10.209598243371742
0.2273,21,10.209598243371742
0.2576,22,10.372655842436394
0.197,23,10.04654064430709
0.2424,0,10.290857970958417
0.2273,1,10.209598243371742
0.2273,2,10.209598243371742
0.2273,3,10.209598243371742
0.2121,4,10.127800371893764
0.2424,5,10.290857970958417
0.2424,6,10.290857970958417
0.2121,7,10.127800371893764
0.2121,8,10.127800371893764
0.2576,9,10.372655842436394
0.2727,10,10.453915570023069
0.2273,11,10.209598243371742
0.2273,12,10.209598243371742
0.3333,13,10.780030768152372
0.3939,14,11.106145966281677
0.3939,15,11.106145966281677
0.3333,16,10.780030768152372
0.3182,17,10.698771040565697
0.2879,18,10.535713441501045
0.2424,19,10.290857970958417
0.197,20,10.04654064430709
0.197,21,10.04654064430709
0.2121,22,10.127800371893764
0.1667,23,9.883483045242437
0.1667,0,9.883483045242437
0.1515,1,9.80168517376446
0.1667,2,9.883483045242437
0.1667,3,9.883483045242437
0.1364,5,9.720425446177785
0.1364,6,9.720425446177785
0.1212,7,9.638627574699807
0.1212,8,9.638627574699807
0.1364,9,9.720425446177785
0.1515,10,9.80168517376446
0.1364,11,9.720425446177785
0.1818,12,9.964742772829112
0.1667,13,9.883483045242437
0.197,14,10.04654064430709
0.197,15,10.04654064430709
0.2121,16,10.127800371893764
0.197,17,10.04654064430709
0.2121,18,10.127800371893764
0.2576,19,10.372655842436394
0.2273,20,10.209598243371742
0.2121,21,10.127800371893764
0.2121,22,10.127800371893764
0.2273,23,10.209598243371742
0.2576,0,10.372655842436394
0.2273,1,10.209598243371742
0.1667,2,9.883483045242437
0.1667,3,9.883483045242437
0.1515,5,9.80168517376446
0.2273,6,10.209598243371742
0.2121,7,10.127800371893764
0.1515,8,9.80168517376446
0.1818,9,9.964742772829112
0.2121,10,10.127800371893764
0.2273,11,10.209598243371742
0.2424,12,10.290857970958417
0.2576,13,10.372655842436394
0.2727,14,10.453915570023069
0.2727,15,10.453915570023069
0.2879,16,10.535713441501045
0.2727,17,10.453915570023069
0.2576,18,10.372655842436394
0.2424,19,10.290857970958417
0.2424,20,10.290857970958417
0.2424,21,10.290857970958417
0.2424,22,10.290857970958417
0.2424,23,10.290857970958417
0.2424,0,10.290857970958417
0.2424,1,10.290857970958417
0.2424,2,10.290857970958417
0.2424,3,10.290857970958417
0.2273,4,10.209598243371742
0.2273,5,10.209598243371742
0.2576,6,10.372655842436394
0.2576,7,10.372655842436394
0.2273,8,10.209598243371742
0.2273,9,10.209598243371742
0.2121,10,10.127800371893764
0.2273,11,10.209598243371742
0.2273,12,10.209598243371742
0.2273,13,10.209598243371742
0.2727,14,10.453915570023069
0.2727,15,10.453915570023069
0.2273,16,10.209598243371742
0.2121,17,10.127800371893764
0.2424,18,10.290857970958417
0.2424,19,10.290857970958417
0.2879,20,10.535713441501045
0.2576,21,10.372655842436394
0.2727,22,10.453915570023069
0.2576,23,10.372655842436394
0.2576,0,10.372655842436394
0.2273,1,10.209598243371742
0.2273,2,10.209598243371742
0.2879,3,10.535713441501045
0.2273,4,10.209598243371742
0.2576,5,10.372655842436394
0.2576,6,10.372655842436394
0.2424,7,10.290857970958417
0.2576,8,10.372655842436394
0.2879,9,10.535713441501045
0.2879,10,10.535713441501045
0.303,11,10.61697316908772
0.3333,12,10.780030768152372
0.3636,13,10.943088367217024
0.3485,14,10.86182863963035
0.3485,15,10.86182863963035
0.3485,16,10.86182863963035
0.3636,17,10.943088367217024
0.303,18,10.61697316908772
0.2879,19,10.535713441501045
0.2879,20,10.535713441501045
0.303,21,10.61697316908772
0.303,22,10.61697316908772
0.2879,23,10.535713441501045
0.2879,0,10.535713441501045
0.2727,1,10.453915570023069
0.2576,2,10.372655842436394
0.2576,3,10.372655842436394
0.2576,4,10.372655842436394
0.2576,5,10.372655842436394
0.2424,6,10.290857970958417
0.2424,7,10.290857970958417
0.2273,8,10.209598243371742
0.2727,9,10.453915570023069
0.2576,10,10.372655842436394
0.3182,11,10.698771040565697
0.3485,12,10.86182863963035
0.3636,13,10.943088367217024
0.3636,14,10.943088367217024
0.3939,15,11.106145966281677
0.3485,16,10.86182863963035
0.3182,17,10.698771040565697
0.3333,18,10.780030768152372
0.3485,19,10.86182863963035
0.3333,20,10.780030768152372
0.3485,21,10.86182863963035
0.303,22,10.61697316908772
0.3333,23,10.780030768152372
0.3182,0,10.698771040565697
0.3182,1,10.698771040565697
0.2727,2,10.453915570023069
0.2727,3,10.453915570023069
0.2576,4,10.372655842436394
0.2273,5,10.209598243371742
0.2273,6,10.209598243371742
0.197,7,10.04654064430709
0.197,8,10.04654064430709
0.197,9,10.04654064430709
0.1818,10,9.964742772829112
0.1818,11,9.964742772829112
0.197,12,10.04654064430709
0.197,13,10.04654064430709
0.197,14,10.04654064430709
0.197,15,10.04654064430709
0.1818,16,9.964742772829112
0.1818,17,9.964742772829112
0.1818,18,9.964742772829112
0.1212,19,9.638627574699807
0.1364,20,9.720425446177785
0.1061,21,9.557367847113133
0.1061,22,9.557367847113133
0.1061,23,9.557367847113133
0.0758,0,9.39431024804848
0.1061,1,9.557367847113133
0.0758,2,9.39431024804848
0.0758,3,9.39431024804848
0.1061,5,9.557367847113133
0.1515,6,9.80168517376446
0.1061,7,9.557367847113133
0.1364,8,9.720425446177785
0.1364,9,9.720425446177785
0.1818,10,9.964742772829112
0.1515,11,9.80168517376446
0.1818,12,9.964742772829112
0.1667,13,9.883483045242437
0.1818,14,9.964742772829112
0.1818,15,9.964742772829112
0.197,16,10.04654064430709
0.197,17,10.04654064430709
0.1667,18,9.883483045242437
0.1212,19,9.638627574699807
0.1515,20,9.80168517376446
0.1515,21,9.80168517376446
0.1667,22,9.883483045242437
0.1515,23,9.80168517376446
0.1364,0,9.720425446177785
0.1515,1,9.80168517376446
0.1515,2,9.80168517376446
0.1364,4,9.720425446177785
0.1212,5,9.638627574699807
0.1212,6,9.638627574699807
0.0758,7,9.39431024804848
0.0758,8,9.39431024804848
0.1061,9,9.557367847113133
0.1061,10,9.557367847113133
0.1212,11,9.638627574699807
0.1364,12,9.720425446177785
0.1667,13,9.883483045242437
0.1818,14,9.964742772829112
0.197,15,10.04654064430709
0.1818,16,9.964742772829112
0.1818,17,9.964742772829112
0.1818,18,9.964742772829112
0.1667,19,9.883483045242437
0.1818,20,9.964742772829112
0.2121,21,10.127800371893764
0.197,22,10.04654064430709
0.1515,23,9.80168517376446
0.1364,0,9.720425446177785
0.1364,1,9.720425446177785
0.1364,2,9.720425446177785
0.1212,5,9.638627574699807
0.1818,6,9.964742772829112
0.1667,7,9.883483045242437
0.1212,8,9.638627574699807
0.1212,9,9.638627574699807
0.1364,10,9.720425446177785
0.2273,11,10.209598243371742
0.2273,12,10.209598243371742
0.2273,13,10.209598243371742
0.2879,14,10.535713441501045
0.3182,15,10.698771040565697
0.2879,16,10.535713441501045
0.3333,17,10.780030768152372
