instant,weekday,Predicted Y
251,2,2.9991048979733077
252,2,2.99910544041998
253,2,2.999105982866653
254,2,2.9991065253133256
255,2,2.999107067759998
256,3,2.999107610206671
257,3,2.9991081526533434
258,3,2.999108695100016
259,3,2.9991092375466883
260,3,2.9991097799933613
261,3,2.9991103224400337
262,3,2.999110864886706
263,3,2.999111407333379
264,3,2.9991119497800516
265,3,2.999112492226724
266,3,2.9991130346733965
267,3,2.9991135771200694
268,3,2.999114119566742
269,3,2.9991146620134144
270,3,2.9991152044600873
271,3,2.9991157469067597
272,3,2.999116289353432
273,3,2.9991168318001047
274,3,2.9991173742467776
275,3,2.99911791669345
276,3,2.9991184591401225
277,3,2.9991190015867955
278,4,2.999119544033468
279,4,2.9991200864801404
280,4,2.999120628926813
281,4,2.9991211713734858
282,4,2.9991217138201582
283,4,2.9991222562668307
284,4,2.9991227987135036
285,4,2.999123341160176
286,4,2.9991238836068486
287,4,2.999124426053521
288,4,2.999124968500194
289,4,2.9991255109468664
290,4,2.999126053393539
291,4,2.999126595840212
292,4,2.9991271382868843
293,4,2.9991276807335567
294,4,2.999128223180229
295,4,2.999128765626902
296,4,2.9991293080735746
297,4,2.999129850520247
298,4,2.99913039296692
299,4,2.9991309354135924
300,4,2.999131477860265
301,4,2.9991320203069374
302,5,2.9991325627536103
303,5,2.9991331052002828
304,5,2.9991336476469552
305,5,2.999134190093628
306,5,2.9991347325403006
307,5,2.999135274986973
308,5,2.999135817433646
309,5,2.9991363598803185
310,5,2.999136902326991
311,5,2.9991374447736634
312,5,2.9991379872203363
313,5,2.999138529667009
314,5,2.9991390721136812
315,5,2.999139614560354
316,5,2.9991401570070266
317,5,2.999140699453699
318,5,2.9991412419003716
319,5,2.9991417843470445
320,5,2.999142326793717
321,5,2.9991428692403894
322,5,2.9991434116870623
323,5,2.999143954133735
324,5,2.9991444965804073
325,6,2.9991450390270797
326,6,2.9991455814737527
327,6,2.999146123920425
328,6,2.9991466663670976
329,6,2.9991472088137705
330,6,2.999147751260443
331,6,2.9991482937071154
332,6,2.999148836153788
333,6,2.999149378600461
334,6,2.9991499210471333
335,6,2.9991504634938058
336,6,2.9991510059404787
337,6,2.999151548387151
338,6,2.9991520908338236
339,6,2.999152633280496
340,6,2.999153175727169
341,6,2.9991537181738415
342,6,2.999154260620514
343,6,2.999154803067187
344,6,2.9991553455138593
345,6,2.999155887960532
346,6,2.9991564304072043
347,6,2.999156972853877
348,6,2.9991575153005496
349,0,2.999158057747222
350,0,2.999158600193895
351,0,2.9991591426405675
352,0,2.99915968508724
353,0,2.9991602275339124
354,0,2.9991607699805853
355,0,2.999161312427258
356,0,2.9991618548739303
357,0,2.999162397320603
358,0,2.9991629397672757
359,0,2.999163482213948
360,0,2.9991640246606206
361,0,2.9991645671072935
362,0,2.999165109553966
363,0,2.9991656520006384
364,0,2.9991661944473114
365,0,2.999166736893984
366,0,2.9991672793406563
367,0,2.9991678217873288
368,0,2.9991683642340017
369,0,2.999168906680674
370,0,2.9991694491273466
371,0,2.9991699915740195
372,0,2.999170534020692
373,1,2.9991710764673645
374,1,2.999171618914037
375,1,2.99917216136071
376,1,2.9991727038073823
377,1,2.999173246254055
378,1,2.9991737887007277
379,1,2.9991743311474
380,1,2.9991748735940726
381,1,2.999175416040745
382,1,2.999175958487418
383,1,2.9991765009340905
384,1,2.999177043380763
385,1,2.999177585827436
386,1,2.9991781282741083
387,1,2.999178670720781
388,1,2.9991792131674533
389,1,2.999179755614126
390,1,2.9991802980607987
391,1,2.999180840507471
392,1,2.999181382954144
393,1,2.9991819254008165
394,1,2.999182467847489
395,1,2.999183010294162
396,1,2.9991835527408344
397,2,2.999184095187507
398,2,2.9991846376341793
399,2,2.999185180080852
400,2,2.9991857225275247
401,2,2.999186264974197
402,2,2.99918680742087
403,2,2.9991873498675425
404,2,2.999187892314215
405,2,2.9991884347608875
406,2,2.9991889772075604
407,2,2.999189519654233
408,2,2.9991900621009053
409,3,2.9991906045475782
410,3,2.9991911469942507
411,3,2.999191689440923
412,3,2.9991922318875956
413,3,2.9991927743342686
414,3,2.999193316780941
415,3,2.9991938592276135
416,3,2.9991944016742864
417,3,2.999194944120959
418,3,2.9991954865676314
419,3,2.999196029014304
420,3,2.9991965714609767
421,3,2.999197113907649
422,3,2.9991976563543217
423,3,2.9991981988009946
424,3,2.999198741247667
425,3,2.9991992836943395
426,3,2.999199826141012
427,3,2.999200368587685
428,3,2.9992009110343574
429,3,2.99920145348103
430,3,2.9992019959277028
431,3,2.9992025383743752
432,4,2.9992030808210477
433,4,2.99920362326772
434,4,2.999204165714393
435,4,2.9992047081610655
436,4,2.999205250607738
437,4,2.999205793054411
438,4,2.9992063355010834
439,4,2.999206877947756
440,4,2.9992074203944283
441,4,2.9992079628411012
442,4,2.9992085052877737
443,4,2.999209047734446
444,4,2.999209590181119
445,4,2.9992101326277916
446,4,2.999210675074464
447,4,2.9992112175211365
448,4,2.9992117599678094
449,4,2.999212302414482
450,4,2.9992128448611544
451,4,2.9992133873078273
452,4,2.9992139297544997
453,4,2.999214472201172
454,4,2.9992150146478447
455,4,2.9992155570945176
456,5,2.99921609954119
457,5,2.9992166419878625
458,5,2.9992171844345354
459,5,2.999217726881208
460,5,2.9992182693278804
461,5,2.999218811774553
462,5,2.9992193542212258
463,5,2.9992198966678982
464,5,2.9992204391145707
465,5,2.9992209815612436
466,5,2.999221524007916
467,5,2.9992220664545886
468,5,2.999222608901261
469,5,2.999223151347934
470,5,2.9992236937946064
471,5,2.999224236241279
472,5,2.999224778687952
473,5,2.9992253211346243
474,5,2.9992258635812967
475,5,2.999226406027969
476,5,2.999226948474642
477,5,2.9992274909213146
478,5,2.999228033367987
479,5,2.99922857581466
480,6,2.9992291182613324
481,6,2.999229660708005
482,6,2.999230203154678
483,6,2.9992307456013503
484,6,2.9992312880480227
485,6,2.999231830494695
486,6,2.999232372941368
487,6,2.9992329153880406
488,6,2.999233457834713
489,6,2.999234000281386
490,6,2.9992345427280585
491,6,2.999235085174731
492,6,2.9992356276214034
493,6,2.9992361700680763
494,6,2.9992367125147488
495,6,2.9992372549614212
496,6,2.999237797408094
497,6,2.9992383398547666
498,6,2.999238882301439
499,6,2.9992394247481116
500,6,2.9992399671947845
501,6,2.999240509641457
502,6,2.9992410520881294
503,0,2.9992415945348023
504,0,2.999242136981475
505,0,2.9992426794281473
506,0,2.9992432218748197
507,0,2.9992437643214926
508,0,2.999244306768165
509,0,2.9992448492148376
510,0,2.9992453916615105
511,0,2.999245934108183
512,0,2.9992464765548554
513,0,2.999247019001528
514,0,2.999247561448201
515,0,2.9992481038948733
516,0,2.9992486463415458
517,0,2.9992491887882187
518,0,2.999249731234891
519,0,2.9992502736815636
520,0,2.999250816128236
521,0,2.999251358574909
522,0,2.9992519010215815
523,0,2.999252443468254
524,0,2.999252985914927
525,0,2.9992535283615993
526,1,2.9992540708082718
527,1,2.9992546132549442
528,1,2.999255155701617
529,1,2.9992556981482896
530,1,2.999256240594962
531,1,2.999256783041635
532,1,2.9992573254883075
533,1,2.99925786793498
534,1,2.9992584103816524
535,1,2.9992589528283253
536,1,2.999259495274998
537,1,2.9992600377216703
538,1,2.999260580168343
539,1,2.9992611226150157
540,1,2.999261665061688
541,1,2.9992622075083606
542,1,2.9992627499550335
543,1,2.999263292401706
544,1,2.9992638348483784
545,1,2.9992643772950514
546,1,2.999264919741724
547,1,2.9992654621883963
548,1,2.9992660046350688
549,2,2.9992665470817417
550,2,2.999267089528414
551,2,2.9992676319750866
552,2,2.9992681744217595
553,2,2.999268716868432
554,2,2.9992692593151045
555,2,2.999269801761777
556,2,2.99927034420845
557,2,2.9992708866551223
558,2,2.999271429101795
559,2,2.9992719715484677
560,2,2.99927251399514
561,2,2.9992730564418126
562,2,2.999273598888485
563,2,2.999274141335158
564,2,2.9992746837818305
565,2,2.999275226228503
566,2,2.999275768675176
567,2,2.9992763111218483
568,2,2.999276853568521
569,2,2.9992773960151937
570,2,2.999277938461866
571,2,2.9992784809085387
572,3,2.999279023355211
573,3,2.999279565801884
574,3,2.9992801082485565
575,3,2.999280650695229
576,3,2.999281193141902
577,3,2.9992817355885744
578,3,2.999282278035247
579,3,2.9992828204819193
580,3,2.999283362928592
581,3,2.9992839053752647
582,3,2.999284447821937
583,3,2.99928499026861
584,3,2.9992855327152825
585,3,2.999286075161955
586,3,2.9992866176086275
587,3,2.9992871600553004
588,4,2.999287702501973
589,4,2.9992882449486453
590,4,2.9992887873953182
591,4,2.9992893298419907
592,4,2.999289872288663
593,4,2.9992904147353356
594,4,2.9992909571820086
595,4,2.999291499628681
596,5,2.9992920420753535
597,5,2.9992925845220264
598,5,2.999293126968699
599,5,2.9992936694153713
600,5,2.999294211862044
601,5,2.9992947543087167
602,5,2.999295296755389
603,5,2.9992958392020617
604,5,2.9992963816487346
605,5,2.999296924095407
606,5,2.9992974665420795
607,5,2.999298008988752
608,5,2.999298551435425
609,5,2.9992990938820974
610,5,2.99929963632877
611,5,2.9993001787754427
612,5,2.999300721222115
613,5,2.9993012636687877
614,5,2.99930180611546
615,5,2.999302348562133
616,5,2.9993028910088055
617,5,2.999303433455478
618,5,2.999303975902151
619,6,2.9993045183488234
620,6,2.999305060795496
621,6,2.9993056032421683
622,6,2.9993061456888412
623,6,2.9993066881355137
624,6,2.999307230582186
625,6,2.999307773028859
626,6,2.9993083154755316
627,6,2.999308857922204
628,6,2.9993094003688765
629,6,2.9993099428155494
630,6,2.999310485262222
631,6,2.9993110277088944
632,6,2.9993115701555673
633,6,2.9993121126022397
634,6,2.999312655048912
635,6,2.9993131974955847
636,6,2.9993137399422576
637,6,2.99931428238893
638,6,2.9993148248356025
639,6,2.9993153672822754
640,6,2.999315909728948
641,6,2.9993164521756204
642,0,2.999316994622293
643,0,2.9993175370689658
644,0,2.9993180795156382
645,0,2.9993186219623107
646,0,2.9993191644089836
647,0,2.999319706855656
648,0,2.9993202493023285
649,0,2.999320791749001
650,0,2.999321334195674
651,0,2.9993218766423464
652,0,2.999322419089019
653,0,2.999322961535692
654,0,2.9993235039823642
655,0,2.9993240464290367
656,0,2.9993245888757096
657,0,2.999325131322382
658,0,2.9993256737690546
659,0,2.999326216215727
660,0,2.9993267586624
661,0,2.9993273011090724
662,0,2.999327843555745
663,0,2.999328386002418
664,0,2.9993289284490903
665,1,2.9993294708957627
666,1,2.999330013342435
667,1,2.999330555789108
668,1,2.9993310982357806
669,1,2.999331640682453
670,1,2.999332183129126
671,1,2.9993327255757984
672,1,2.999333268022471
673,1,2.9993338104691434
674,1,2.9993343529158163
675,1,2.9993348953624888
676,1,2.9993354378091612
677,1,2.999335980255834
678,1,2.9993365227025066
679,1,2.999337065149179
680,1,2.9993376075958516
681,1,2.9993381500425245
682,1,2.999338692489197
683,1,2.9993392349358694
684,1,2.9993397773825423
685,1,2.999340319829215
686,1,2.9993408622758873
687,1,2.9993414047225597
688,1,2.9993419471692326
689,2,2.999342489615905
690,2,2.9993430320625776
691,2,2.9993435745092505
692,2,2.999344116955923
693,2,2.9993446594025954
694,2,2.999345201849268
695,2,2.999345744295941
696,2,2.9993462867426133
697,2,2.9993468291892857
698,2,2.9993473716359587
699,2,2.999347914082631
700,2,2.9993484565293036
701,2,2.999348998975976
702,2,2.999349541422649
703,2,2.9993500838693214
704,2,2.999350626315994
705,2,2.999351168762667
706,2,2.9993517112093393
707,2,2.9993522536560118
708,2,2.9993527961026842
709,2,2.999353338549357
710,2,2.9993538809960296
711,2,2.999354423442702
712,3,2.999354965889375
713,3,2.9993555083360475
714,3,2.99935605078272
715,3,2.9993565932293924
716,3,2.9993571356760653
717,3,2.999357678122738
718,3,2.9993582205694103
719,3,2.999358763016083
720,3,2.9993593054627556
721,3,2.999359847909428
722,3,2.9993603903561006
723,3,2.9993609328027735
724,3,2.999361475249446
725,3,2.9993620176961184
726,3,2.9993625601427913
727,3,2.999363102589464
728,3,2.9993636450361363
729,3,2.9993641874828088
730,3,2.9993647299294817
731,3,2.999365272376154
732,3,2.9993658148228266
733,3,2.9993663572694995
734,3,2.999366899716172
735,3,2.9993674421628445
736,4,2.999367984609517
737,4,2.99936852705619
738,4,2.9993690695028623
739,4,2.9993696119495348
740,4,2.9993701543962077
741,4,2.99937069684288
742,4,2.9993712392895526
743,4,2.9993717817362255
744,4,2.999372324182898
745,4,2.9993728666295705
746,4,2.999373409076243
747,4,2.999373951522916
748,4,2.9993744939695883
749,4,2.999375036416261
750,4,2.9993755788629337
751,4,2.999376121309606
752,4,2.9993766637562786
753,4,2.999377206202951
754,4,2.999377748649624
755,4,2.9993782910962965
756,4,2.999378833542969
757,4,2.999379375989642
758,4,2.9993799184363144
759,5,2.999380460882987
760,5,2.9993810033296593
761,5,2.999381545776332
762,5,2.9993820882230047
763,5,2.999382630669677
764,5,2.99938317311635
765,5,2.9993837155630225
766,5,2.999384258009695
767,5,2.9993848004563675
768,5,2.9993853429030404
769,5,2.999385885349713
770,5,2.9993864277963853
771,5,2.9993869702430582
772,5,2.9993875126897307
773,5,2.999388055136403
774,5,2.9993885975830756
775,5,2.9993891400297485
776,5,2.999389682476421
777,5,2.9993902249230935
778,5,2.9993907673697664
779,5,2.999391309816439
780,5,2.9993918522631113
781,5,2.999392394709784
782,6,2.9993929371564567
783,6,2.999393479603129
784,6,2.9993940220498017
785,6,2.9993945644964746
786,6,2.999395106943147
787,6,2.9993956493898195
788,6,2.999396191836492
789,6,2.999396734283165
790,6,2.9993972767298374
791,6,2.99939781917651
792,6,2.9993983616231827
793,6,2.999398904069855
794,6,2.9993994465165277
795,6,2.9993999889632
796,6,2.999400531409873
797,6,2.9994010738565455
798,6,2.999401616303218
799,6,2.999402158749891
800,6,2.9994027011965634
801,6,2.999403243643236
802,6,2.9994037860899083
803,6,2.9994043285365812
804,6,2.9994048709832537
805,6,2.999405413429926
806,0,2.999405955876599
807,0,2.9994064983232716
808,0,2.999407040769944
809,0,2.9994075832166165
810,0,2.9994081256632894
811,0,2.999408668109962
812,0,2.9994092105566343
813,0,2.9994097530033073
814,0,2.9994102954499797
815,0,2.999410837896652
816,0,2.9994113803433247
817,0,2.9994119227899976
818,0,2.99941246523667
819,0,2.9994130076833425
820,0,2.9994135501300154
821,0,2.999414092576688
822,0,2.9994146350233604
823,0,2.999415177470033
824,0,2.9994157199167057
825,0,2.999416262363378
826,0,2.9994168048100507
827,0,2.9994173472567236
828,0,2.999417889703396
829,0,2.9994184321500685
830,1,2.9994189745967414
831,1,2.999419517043414
832,1,2.9994200594900864
833,1,2.999420601936759
834,1,2.9994211443834318
835,1,2.9994216868301042
836,1,2.9994222292767767
837,1,2.9994227717234496
838,1,2.999423314170122
839,1,2.9994238566167946
840,1,2.999424399063467
841,1,2.99942494151014
842,1,2.9994254839568124
843,1,2.999426026403485
844,1,2.999426568850158
845,1,2.9994271112968303
846,1,2.9994276537435027
847,1,2.999428196190175
848,1,2.999428738636848
849,1,2.9994292810835206
850,1,2.999429823530193
851,1,2.999430365976866
852,1,2.9994309084235384
853,1,2.999431450870211
854,2,2.9994319933168834
855,2,2.9994325357635563
856,2,2.9994330782102288
857,2,2.9994336206569012
858,2,2.999434163103574
859,2,2.9994347055502466
860,2,2.999435247996919
861,2,2.9994357904435915
862,2,2.9994363328902645
863,2,2.999436875336937
864,2,2.9994374177836094
865,2,2.9994379602302823
866,2,2.9994385026769548
867,2,2.9994390451236272
868,2,2.9994395875702997
869,2,2.9994401300169726
870,2,2.999440672463645
871,2,2.9994412149103176
872,2,2.9994417573569905
873,2,2.999442299803663
874,2,2.9994428422503354
875,2,2.999443384697008
876,2,2.999443927143681
877,2,2.9994444695903533
878,3,2.9994450120370257
879,3,2.9994455544836987
880,3,2.999446096930371
881,3,2.9994466393770436
882,3,2.999447181823716
883,3,2.999447724270389
884,3,2.9994482667170614
885,3,2.999448809163734
886,3,2.999449351610407
887,3,2.9994498940570793
888,3,2.9994504365037518
889,3,2.9994509789504242
890,3,2.999451521397097
891,3,2.9994520638437696
892,3,2.999452606290442
893,3,2.999453148737115
894,3,2.9994536911837875
895,3,2.99945423363046
896,3,2.9994547760771324
897,3,2.9994553185238053
898,3,2.999455860970478
899,3,2.9994564034171503
900,3,2.999456945863823
901,4,2.9994574883104956
902,4,2.999458030757168
903,4,2.9994585732038406
904,4,2.9994591156505135
905,4,2.999459658097186
906,4,2.9994602005438584
907,4,2.9994607429905313
908,4,2.999461285437204
909,4,2.9994618278838763
910,4,2.9994623703305487
911,4,2.9994629127772217
912,4,2.999463455223894
913,4,2.9994639976705666
914,4,2.9994645401172395
915,4,2.999465082563912
916,4,2.9994656250105844
917,4,2.9994661674572574
918,4,2.99946670990393
919,4,2.9994672523506023
920,4,2.9994677947972748
921,4,2.9994683372439477
922,4,2.99946887969062
923,4,2.9994694221372926
924,5,2.9994699645839655
925,5,2.999470507030638
926,5,2.9994710494773105
927,5,2.999471591923983
928,5,2.999472134370656
929,5,2.9994726768173283
930,5,2.999473219264001
931,5,2.9994737617106737
932,5,2.999474304157346
933,5,2.9994748466040186
934,5,2.999475389050691
935,5,2.999475931497364
936,5,2.9994764739440365
937,5,2.999477016390709
938,5,2.999477558837382
939,5,2.9994781012840543
940,5,2.999478643730727
941,5,2.9994791861773993
942,5,2.999479728624072
943,5,2.9994802710707447
944,5,2.999480813517417
945,5,2.99948135596409
946,6,2.9994818984107625
947,6,2.999482440857435
948,6,2.9994829833041075
949,6,2.9994835257507804
950,6,2.999484068197453
951,6,2.9994846106441253
952,6,2.999485153090798
953,6,2.9994856955374707
954,6,2.999486237984143
955,6,2.9994867804308156
956,6,2.9994873228774885
957,6,2.999487865324161
958,6,2.9994884077708335
959,6,2.9994889502175064
960,6,2.999489492664179
961,6,2.9994900351108513
962,6,2.999490577557524
963,6,2.9994911200041967
964,6,2.999491662450869
965,6,2.9994922048975416
966,6,2.9994927473442146
967,6,2.999493289790887
968,6,2.9994938322375595
969,6,2.999494374684232
970,0,2.999494917130905
971,0,2.9994954595775773
972,0,2.99949600202425
973,0,2.9994965444709227
974,0,2.999497086917595
975,0,2.9994976293642677
976,0,2.99949817181094
977,0,2.999498714257613
978,0,2.9994992567042855
979,0,2.999499799150958
980,0,2.999500341597631
981,0,2.9995008840443034
982,0,2.999501426490976
983,0,2.9995019689376483
984,0,2.9995025113843212
985,0,2.9995030538309937
986,0,2.999503596277666
987,0,2.999504138724339
988,0,2.9995046811710115
989,0,2.999505223617684
990,0,2.9995057660643565
991,0,2.9995063085110294
992,0,2.999506850957702
993,1,2.9995073934043743
994,1,2.9995079358510472
995,1,2.9995084782977197
996,1,2.999509020744392
997,1,2.999509563191065
998,1,2.9995101056377376
999,1,2.99951064808441
1000,1,2.9995111905310825
1001,1,2.9995117329777554
1002,1,2.999512275424428
1003,1,2.9995128178711004
1004,1,2.9995133603177733
1005,1,2.9995139027644457
1006,1,2.999514445211118
1007,1,2.9995149876577907
1008,1,2.9995155301044636
1009,1,2.999516072551136
1010,1,2.9995166149978085
1011,1,2.9995171574444814
1012,1,2.999517699891154
1013,1,2.9995182423378264
1014,1,2.999518784784499
1015,1,2.9995193272311718
1016,1,2.9995198696778442
1017,2,2.9995204121245167
1018,2,2.9995209545711896
1019,2,2.999521497017862
1020,2,2.9995220394645346
1021,2,2.999522581911207
1022,2,2.99952312435788
1023,2,2.9995236668045524
1024,2,2.999524209251225
1025,2,2.999524751697898
1026,2,2.9995252941445703
1027,2,2.9995258365912427
1028,2,2.999526379037915
1029,2,2.999526921484588
1030,2,2.9995274639312606
1031,2,2.999528006377933
1032,2,2.999528548824606
1033,2,2.9995290912712784
1034,2,2.999529633717951
1035,2,2.9995301761646234
1036,2,2.9995307186112963
1037,2,2.9995312610579687
1038,2,2.999531803504641
1039,2,2.999532345951314
1040,3,2.9995328883979866
1041,3,2.999533430844659
1042,3,2.9995339732913315
1043,3,2.9995345157380044
1044,3,2.999535058184677
1045,3,2.9995356006313494
1046,3,2.9995361430780223
1047,3,2.9995366855246948
1048,3,2.9995372279713672
1049,3,2.9995377704180397
1050,3,2.9995383128647126
1051,3,2.999538855311385
1052,3,2.9995393977580576
1053,3,2.9995399402047305
1054,3,2.999540482651403
1055,3,2.9995410250980754
1056,3,2.999541567544748
1057,3,2.999542109991421
1058,3,2.9995426524380933
1059,3,2.9995431948847657
1060,3,2.9995437373314386
1061,3,2.999544279778111
1062,3,2.9995448222247836
1063,4,2.999545364671456
1064,4,2.999545907118129
1065,4,2.9995464495648014
1066,4,2.999546992011474
1067,4,2.999547534458147
1068,4,2.9995480769048193
1069,4,2.9995486193514918
1070,4,2.999549161798164
1071,4,2.999549704244837
1072,4,2.9995502466915096
1073,4,2.999550789138182
1074,4,2.999551331584855
1075,4,2.9995518740315275
1076,4,2.9995524164782
1077,4,2.9995529589248724
1078,4,2.9995535013715453
1079,4,2.9995540438182178
1080,4,2.9995545862648902
1081,4,2.999555128711563
1082,4,2.9995556711582356
1083,4,2.999556213604908
1084,4,2.999556756051581
1085,4,2.9995572984982535
1086,4,2.999557840944926
1087,5,2.9995583833915984
1088,5,2.9995589258382713
1089,5,2.999559468284944
1090,5,2.9995600107316163
1091,5,2.999560553178289
1092,5,2.9995610956249616
1093,5,2.999561638071634
1094,5,2.9995621805183066
1095,5,2.9995627229649795
1096,5,2.999563265411652
1097,5,2.9995638078583244
1098,5,2.9995643503049974
1099,5,2.99956489275167
1100,5,2.9995654351983423
1101,5,2.9995659776450148
1102,5,2.9995665200916877
1103,5,2.99956706253836
1104,5,2.9995676049850326
