temp,cnt,Predicted Y
0.3,62,114.35288056509928
0.3,89,114.35288056509928
0.24,190,91.47518522954549
0.24,169,91.47518522954549
0.24,132,91.47518522954549
0.22,89,83.8492867843609
0.2,43,76.22338833917631
0.18,42,68.5974898939917
0.2,19,76.22338833917631
0.18,11,68.5974898939917
0.16,4,60.971591448807104
0.16,2,60.971591448807104
0.16,1,60.971591448807104
0.14,4,53.345693003622515
0.14,36,53.345693003622515
0.16,95,60.971591448807104
0.16,219,60.971591448807104
0.18,122,68.5974898939917
0.2,45,76.22338833917631
0.22,59,83.8492867843609
0.26,84,99.1010836747301
0.26,67,99.1010836747301
0.28,70,106.72698211991471
0.28,62,106.72698211991471
0.26,86,99.1010836747301
0.22,172,83.8492867843609
0.22,163,83.8492867843609
0.22,112,83.8492867843609
0.2,69,76.22338833917631
0.22,48,83.8492867843609
0.22,52,83.8492867843609
0.2,23,76.22338833917631
0.2,17,76.22338833917631
0.2,7,76.22338833917631
0.2,1,76.22338833917631
0.2,1,76.22338833917631
0.22,5,83.8492867843609
0.2,34,76.22338833917631
0.2,84,76.22338833917631
0.2,210,76.22338833917631
0.2,134,76.22338833917631
0.22,63,83.8492867843609
0.2,67,76.22338833917631
0.2,59,76.22338833917631
0.2,73,76.22338833917631
0.2,50,76.22338833917631
0.2,72,76.22338833917631
0.2,87,76.22338833917631
0.2,187,76.22338833917631
0.2,123,76.22338833917631
0.16,95,60.971591448807104
0.18,51,68.5974898939917
0.18,39,68.5974898939917
0.18,36,68.5974898939917
0.18,15,68.5974898939917
0.18,25,68.5974898939917
0.18,16,68.5974898939917
0.18,16,68.5974898939917
0.18,7,68.5974898939917
0.18,1,68.5974898939917
0.16,5,60.971591448807104
0.16,2,60.971591448807104
0.16,9,60.971591448807104
0.16,15,60.971591448807104
0.16,20,60.971591448807104
0.18,61,68.5974898939917
0.2,62,76.22338833917631
0.2,98,76.22338833917631
0.2,102,76.22338833917631
0.2,95,76.22338833917631
0.2,74,76.22338833917631
0.18,76,68.5974898939917
0.16,69,60.971591448807104
0.14,55,53.345693003622515
0.14,30,53.345693003622515
0.12,28,45.719794558437904
0.12,37,45.719794558437904
0.12,34,45.719794558437904
0.1,22,38.093896113253315
0.1,25,38.093896113253315
0.1,12,38.093896113253315
0.1,11,38.093896113253315
0.1,4,38.093896113253315
0.08,1,30.467997668068712
0.08,1,30.467997668068712
0.1,1,38.093896113253315
0.08,6,30.467997668068712
0.1,10,38.093896113253315
0.12,19,45.719794558437904
0.14,49,53.345693003622515
0.16,49,60.971591448807104
0.18,83,68.5974898939917
0.2,75,76.22338833917631
0.22,72,83.8492867843609
0.22,82,83.8492867843609
0.2,92,76.22338833917631
0.18,62,68.5974898939917
0.16,48,60.971591448807104
0.16,41,60.971591448807104
0.14,38,53.345693003622515
0.14,20,53.345693003622515
0.14,15,53.345693003622515
0.12,6,45.719794558437904
0.12,5,45.719794558437904
0.12,1,45.719794558437904
0.12,3,45.719794558437904
0.12,1,45.719794558437904
0.1,3,38.093896113253315
0.1,3,38.093896113253315
0.12,31,45.719794558437904
0.12,77,45.719794558437904
0.12,188,45.719794558437904
0.14,94,53.345693003622515
0.14,31,53.345693003622515
0.16,30,60.971591448807104
0.2,52,76.22338833917631
0.2,54,76.22338833917631
0.2,47,76.22338833917631
0.2,45,76.22338833917631
0.2,74,76.22338833917631
0.2,178,76.22338833917631
0.2,155,76.22338833917631
0.16,95,60.971591448807104
0.16,74,60.971591448807104
0.14,38,53.345693003622515
0.14,24,53.345693003622515
0.14,18,53.345693003622515
0.14,12,53.345693003622515
0.14,3,53.345693003622515
0.16,3,60.971591448807104
0.16,6,60.971591448807104
0.16,27,60.971591448807104
0.16,99,60.971591448807104
0.18,217,68.5974898939917
0.18,130,68.5974898939917
0.2,54,76.22338833917631
0.2,35,76.22338833917631
0.2,57,76.22338833917631
0.2,52,76.22338833917631
0.2,63,76.22338833917631
0.16,47,60.971591448807104
0.16,76,60.971591448807104
0.16,136,60.971591448807104
0.16,95,60.971591448807104
0.16,51,60.971591448807104
0.16,32,60.971591448807104
0.16,20,60.971591448807104
0.16,29,60.971591448807104
0.16,19,60.971591448807104
0.16,7,60.971591448807104
0.16,6,60.971591448807104
0.14,1,53.345693003622515
0.14,5,53.345693003622515
0.12,16,45.719794558437904
0.14,54,53.345693003622515
0.16,128,60.971591448807104
0.16,81,60.971591448807104
0.18,39,68.5974898939917
0.2,35,76.22338833917631
0.2,55,76.22338833917631
0.22,49,83.8492867843609
0.2,44,76.22338833917631
0.2,49,76.22338833917631
0.22,68,83.8492867843609
0.2,139,76.22338833917631
0.2,137,76.22338833917631
0.18,83,68.5974898939917
0.16,56,60.971591448807104
0.16,57,60.971591448807104
0.16,33,60.971591448807104
0.14,20,53.345693003622515
0.14,7,53.345693003622515
0.14,2,53.345693003622515
0.14,2,53.345693003622515
0.14,3,53.345693003622515
0.14,4,53.345693003622515
0.14,3,53.345693003622515
0.12,28,45.719794558437904
0.12,72,45.719794558437904
0.14,202,53.345693003622515
0.14,139,53.345693003622515
0.16,38,60.971591448807104
0.2,37,76.22338833917631
0.2,52,76.22338833917631
0.22,83,83.8492867843609
0.22,42,83.8492867843609
0.24,60,91.47518522954549
0.24,78,91.47518522954549
0.2,162,76.22338833917631
0.2,144,76.22338833917631
0.16,99,60.971591448807104
0.16,64,60.971591448807104
0.14,40,53.345693003622515
0.14,30,53.345693003622515
0.12,15,45.719794558437904
0.12,14,45.719794558437904
0.1,5,38.093896113253315
0.1,1,38.093896113253315
0.1,1,38.093896113253315
0.1,8,38.093896113253315
0.1,17,38.093896113253315
0.1,70,38.093896113253315
0.12,158,45.719794558437904
0.14,117,53.345693003622515
0.18,44,68.5974898939917
0.18,53,68.5974898939917
0.2,61,76.22338833917631
0.22,77,83.8492867843609
0.22,64,83.8492867843609
0.24,68,91.47518522954549
0.22,90,83.8492867843609
0.22,159,83.8492867843609
0.2,139,76.22338833917631
0.16,92,60.971591448807104
0.18,68,68.5974898939917
0.16,52,60.971591448807104
0.16,36,60.971591448807104
0.18,27,68.5974898939917
0.18,28,68.5974898939917
0.16,20,60.971591448807104
0.16,12,60.971591448807104
0.16,8,60.971591448807104
0.16,5,60.971591448807104
0.16,1,60.971591448807104
0.14,3,53.345693003622515
0.14,10,53.345693003622515
0.14,23,53.345693003622515
0.16,33,60.971591448807104
0.18,59,68.5974898939917
0.2,72,76.22338833917631
0.24,89,91.47518522954549
0.28,101,106.72698211991471
0.3,118,114.35288056509928
0.32,129,121.97877901028389
0.34,128,129.6046774554685
0.32,83,121.97877901028389
0.3,84,114.35288056509928
0.32,74,121.97877901028389
0.32,41,121.97877901028389
0.32,57,121.97877901028389
0.3,26,114.35288056509928
0.3,44,114.35288056509928
0.26,39,99.1010836747301
0.26,23,99.1010836747301
0.26,16,99.1010836747301
0.22,15,83.8492867843609
0.26,1,99.1010836747301
0.26,2,99.1010836747301
0.26,1,99.1010836747301
0.24,3,91.47518522954549
0.22,18,83.8492867843609
0.22,32,83.8492867843609
0.22,79,83.8492867843609
0.24,93,91.47518522954549
0.24,104,91.47518522954549
0.26,118,99.1010836747301
0.28,91,106.72698211991471
0.26,113,99.1010836747301
0.24,99,91.47518522954549
0.22,105,83.8492867843609
0.2,67,76.22338833917631
0.18,61,68.5974898939917
0.18,57,68.5974898939917
0.18,28,68.5974898939917
0.2,21,76.22338833917631
0.2,18,76.22338833917631
0.2,17,76.22338833917631
0.2,16,76.22338833917631
0.18,8,68.5974898939917
0.18,2,68.5974898939917
0.18,3,68.5974898939917
0.18,1,68.5974898939917
0.18,5,68.5974898939917
0.16,13,60.971591448807104
0.16,33,60.971591448807104
0.16,47,60.971591448807104
0.16,57,60.971591448807104
0.16,64,60.971591448807104
0.18,80,68.5974898939917
0.18,93,68.5974898939917
0.18,86,68.5974898939917
0.2,93,76.22338833917631
0.2,82,76.22338833917631
0.2,71,76.22338833917631
0.18,92,68.5974898939917
0.18,60,68.5974898939917
0.16,33,60.971591448807104
0.16,27,60.971591448807104
0.14,13,53.345693003622515
0.16,4,60.971591448807104
0.2,3,76.22338833917631
0.2,22,76.22338833917631
0.22,28,83.8492867843609
0.22,35,83.8492867843609
0.22,61,83.8492867843609
0.22,125,83.8492867843609
0.22,133,83.8492867843609
0.22,99,83.8492867843609
0.22,83,83.8492867843609
0.22,41,83.8492867843609
0.22,33,83.8492867843609
0.22,20,83.8492867843609
0.22,3,83.8492867843609
0.22,7,83.8492867843609
0.22,3,83.8492867843609
0.22,2,83.8492867843609
0.22,7,83.8492867843609
0.22,32,83.8492867843609
0.24,90,91.47518522954549
0.24,197,91.47518522954549
0.24,109,91.47518522954549
0.26,47,99.1010836747301
0.28,52,106.72698211991471
0.3,70,114.35288056509928
0.4,78,152.4823727910223
0.4,75,152.4823727910223
0.4,82,152.4823727910223
0.38,104,144.85647434583768
0.36,197,137.2305759006531
0.34,161,129.6046774554685
0.32,112,121.97877901028389
0.32,76,121.97877901028389
0.32,59,121.97877901028389
0.3,59,114.35288056509928
0.3,28,114.35288056509928
0.26,13,99.1010836747301
0.26,5,99.1010836747301
0.26,2,99.1010836747301
0.26,1,99.1010836747301
0.26,1,99.1010836747301
0.24,6,91.47518522954549
0.22,35,83.8492867843609
0.22,101,83.8492867843609
0.22,249,83.8492867843609
0.24,143,91.47518522954549
0.26,57,99.1010836747301
0.28,68,106.72698211991471
0.3,84,114.35288056509928
0.28,98,106.72698211991471
0.3,81,114.35288056509928
0.32,70,121.97877901028389
0.3,91,114.35288056509928
0.3,215,114.35288056509928
0.26,185,99.1010836747301
0.26,152,99.1010836747301
0.26,126,99.1010836747301
0.24,57,91.47518522954549
0.24,56,91.47518522954549
0.24,31,91.47518522954549
0.24,21,91.47518522954549
0.24,6,91.47518522954549
0.24,2,91.47518522954549
0.22,1,83.8492867843609
0.22,1,83.8492867843609
0.24,5,91.47518522954549
0.22,27,83.8492867843609
0.2,68,76.22338833917631
0.2,217,76.22338833917631
0.2,166,76.22338833917631
0.2,63,76.22338833917631
0.22,59,83.8492867843609
0.22,78,83.8492867843609
0.2,73,76.22338833917631
0.2,62,76.22338833917631
0.16,65,60.971591448807104
0.16,97,60.971591448807104
0.14,161,53.345693003622515
0.12,120,45.719794558437904
0.12,96,45.719794558437904
0.1,53,38.093896113253315
0.08,41,30.467997668068712
0.06,34,22.842099222884112
0.06,27,22.842099222884112
0.04,13,15.216200777699516
0.04,12,15.216200777699516
0.04,11,15.216200777699516
0.04,7,15.216200777699516
0.02,3,7.590302332514918
0.02,2,7.590302332514918
0.02,8,7.590302332514918
0.02,27,7.590302332514918
0.04,40,15.216200777699516
0.04,53,15.216200777699516
0.06,63,22.842099222884112
0.06,70,22.842099222884112
0.08,84,30.467997668068712
0.1,75,38.093896113253315
0.12,103,45.719794558437904
0.12,83,45.719794558437904
0.12,67,45.719794558437904
0.08,54,30.467997668068712
0.08,59,30.467997668068712
0.06,45,22.842099222884112
0.06,39,22.842099222884112
0.06,30,22.842099222884112
0.04,33,15.216200777699516
0.04,22,15.216200777699516
0.04,13,15.216200777699516
0.02,18,7.590302332514918
0.02,5,7.590302332514918
0.04,3,15.216200777699516
0.04,1,15.216200777699516
0.08,2,30.467997668068712
0.06,19,22.842099222884112
0.1,28,38.093896113253315
0.14,58,53.345693003622515
0.14,99,53.345693003622515
0.16,116,60.971591448807104
0.14,87,53.345693003622515
0.16,110,60.971591448807104
0.16,77,60.971591448807104
0.16,65,60.971591448807104
0.14,55,53.345693003622515
0.12,49,45.719794558437904
0.12,50,45.719794558437904
0.1,35,38.093896113253315
0.1,25,38.093896113253315
0.08,28,30.467997668068712
0.06,21,22.842099222884112
0.06,7,22.842099222884112
0.04,1,15.216200777699516
0.04,1,15.216200777699516
0.02,1,7.590302332514918
0.02,5,7.590302332514918
0.02,15,7.590302332514918
0.02,84,7.590302332514918
0.04,177,15.216200777699516
0.06,102,22.842099222884112
0.1,40,38.093896113253315
0.1,46,38.093896113253315
0.12,63,45.719794558437904
0.14,60,53.345693003622515
0.14,45,53.345693003622515
0.16,57,60.971591448807104
0.16,70,60.971591448807104
0.14,184,53.345693003622515
0.14,153,53.345693003622515
0.14,106,53.345693003622515
0.14,81,53.345693003622515
0.14,59,53.345693003622515
0.14,35,53.345693003622515
0.16,24,60.971591448807104
0.16,9,60.971591448807104
0.16,5,60.971591448807104
0.16,2,60.971591448807104
0.14,1,53.345693003622515
0.14,9,53.345693003622515
0.16,36,60.971591448807104
0.16,108,60.971591448807104
0.16,238,60.971591448807104
0.2,144,76.22338833917631
0.22,55,83.8492867843609
0.24,61,91.47518522954549
0.26,106,99.1010836747301
0.26,93,99.1010836747301
0.3,68,114.35288056509928
0.32,84,121.97877901028389
0.32,116,121.97877901028389
0.3,222,114.35288056509928
0.3,225,114.35288056509928
0.26,146,99.1010836747301
0.24,119,91.47518522954549
0.24,45,91.47518522954549
0.22,53,83.8492867843609
0.22,40,83.8492867843609
0.22,17,83.8492867843609
0.24,5,91.47518522954549
0.22,10,83.8492867843609
0.2,1,76.22338833917631
0.2,8,76.22338833917631
0.22,30,83.8492867843609
0.22,72,83.8492867843609
0.22,58,83.8492867843609
0.22,28,83.8492867843609
0.22,41,83.8492867843609
0.22,48,83.8492867843609
0.22,47,83.8492867843609
0.22,36,83.8492867843609
0.22,43,83.8492867843609
0.22,36,83.8492867843609
0.2,26,76.22338833917631
0.22,24,83.8492867843609
0.22,84,83.8492867843609
0.2,104,76.22338833917631
0.2,79,76.22338833917631
0.18,59,68.5974898939917
0.18,38,68.5974898939917
0.18,27,68.5974898939917
0.18,16,68.5974898939917
0.2,9,76.22338833917631
0.2,3,76.22338833917631
0.2,2,76.22338833917631
0.2,1,76.22338833917631
0.18,4,68.5974898939917
0.18,16,68.5974898939917
0.16,60,60.971591448807104
0.16,157,60.971591448807104
0.18,101,68.5974898939917
0.18,49,68.5974898939917
0.18,30,68.5974898939917
0.18,29,68.5974898939917
0.18,31,68.5974898939917
0.22,38,83.8492867843609
0.2,41,76.22338833917631
0.22,80,83.8492867843609
0.24,149,91.47518522954549
0.24,109,91.47518522954549
0.24,89,91.47518522954549
0.24,62,91.47518522954549
0.22,58,83.8492867843609
0.24,26,91.47518522954549
0.24,23,91.47518522954549
0.22,28,83.8492867843609
0.22,20,83.8492867843609
0.22,15,83.8492867843609
0.2,8,76.22338833917631
0.16,3,60.971591448807104
0.16,2,60.971591448807104
0.16,5,60.971591448807104
0.18,34,68.5974898939917
0.18,34,68.5974898939917
0.18,55,68.5974898939917
0.18,64,68.5974898939917
0.2,78,76.22338833917631
0.22,65,83.8492867843609
0.22,99,83.8492867843609
0.22,120,83.8492867843609
0.24,107,91.47518522954549
0.24,91,91.47518522954549
0.22,68,83.8492867843609
0.22,58,83.8492867843609
0.18,43,68.5974898939917
0.18,36,68.5974898939917
0.16,32,60.971591448807104
0.16,33,60.971591448807104
0.16,33,60.971591448807104
0.14,29,53.345693003622515
0.16,11,60.971591448807104
0.14,8,53.345693003622515
0.14,1,53.345693003622515
0.14,3,53.345693003622515
0.14,3,53.345693003622515
0.14,12,53.345693003622515
0.16,38,60.971591448807104
0.18,64,68.5974898939917
0.22,59,83.8492867843609
0.3,97,114.35288056509928
0.28,84,106.72698211991471
0.28,122,106.72698211991471
0.3,109,114.35288056509928
0.3,123,114.35288056509928
0.3,77,114.35288056509928
0.26,65,99.1010836747301
0.26,55,99.1010836747301
0.26,33,99.1010836747301
0.24,28,91.47518522954549
0.24,21,91.47518522954549
0.24,21,91.47518522954549
0.24,7,91.47518522954549
0.22,7,83.8492867843609
0.22,1,83.8492867843609
0.22,2,83.8492867843609
0.2,2,76.22338833917631
0.18,8,68.5974898939917
0.16,37,60.971591448807104
0.16,72,60.971591448807104
0.16,185,60.971591448807104
0.16,112,60.971591448807104
0.16,69,60.971591448807104
0.16,48,60.971591448807104
0.18,68,68.5974898939917
0.16,54,60.971591448807104
0.18,86,68.5974898939917
0.16,44,60.971591448807104
0.16,86,60.971591448807104
0.16,161,60.971591448807104
0.16,156,60.971591448807104
0.3,111,114.35288056509928
0.16,78,60.971591448807104
0.16,56,60.971591448807104
0.16,34,60.971591448807104
0.16,17,60.971591448807104
0.16,8,60.971591448807104
0.16,3,60.971591448807104
0.16,2,60.971591448807104
0.16,2,60.971591448807104
0.14,3,53.345693003622515
0.14,22,53.345693003622515
0.16,52,60.971591448807104
0.16,135,60.971591448807104
0.16,116,60.971591448807104
0.16,47,60.971591448807104
0.18,51,68.5974898939917
0.2,55,76.22338833917631
0.2,52,76.22338833917631
0.22,54,83.8492867843609
0.24,52,91.47518522954549
0.24,64,91.47518522954549
0.24,176,91.47518522954549
0.24,168,91.47518522954549
0.24,108,91.47518522954549
0.22,74,83.8492867843609
0.22,64,83.8492867843609
0.22,36,83.8492867843609
0.2,16,76.22338833917631
0.22,2,83.8492867843609
0.22,3,83.8492867843609
0.22,4,83.8492867843609
0.22,1,83.8492867843609
0.22,1,83.8492867843609
0.22,3,83.8492867843609
0.22,18,83.8492867843609
0.22,49,83.8492867843609
0.22,155,83.8492867843609
0.24,123,91.47518522954549
0.22,61,83.8492867843609
0.24,52,91.47518522954549
0.24,64,91.47518522954549
0.34,75,129.6046774554685
0.38,63,144.85647434583768
0.38,76,144.85647434583768
0.36,103,137.2305759006531
0.36,190,137.2305759006531
0.34,182,129.6046774554685
0.28,91,106.72698211991471
0.24,75,91.47518522954549
0.22,63,83.8492867843609
0.22,40,83.8492867843609
0.2,32,76.22338833917631
0.2,12,76.22338833917631
0.2,5,76.22338833917631
0.18,2,68.5974898939917
0.18,1,68.5974898939917
0.16,2,60.971591448807104
0.16,39,60.971591448807104
0.14,87,53.345693003622515
0.14,188,53.345693003622515
0.16,133,60.971591448807104
0.18,52,68.5974898939917
0.18,64,68.5974898939917
0.2,69,76.22338833917631
0.2,51,76.22338833917631
0.22,47,83.8492867843609
0.22,60,83.8492867843609
0.22,78,83.8492867843609
0.2,175,76.22338833917631
0.2,147,76.22338833917631
0.2,96,76.22338833917631
0.2,109,76.22338833917631
0.18,54,68.5974898939917
0.18,41,68.5974898939917
0.2,38,76.22338833917631
0.2,13,76.22338833917631
0.16,7,60.971591448807104
0.14,1,53.345693003622515
0.14,1,53.345693003622515
0.14,7,53.345693003622515
0.16,28,60.971591448807104
0.14,87,53.345693003622515
0.14,220,53.345693003622515
0.16,127,60.971591448807104
0.2,51,76.22338833917631
0.22,64,83.8492867843609
0.24,86,91.47518522954549
0.26,82,99.1010836747301
0.28,91,106.72698211991471
0.28,90,106.72698211991471
0.3,99,114.35288056509928
0.26,205,99.1010836747301
0.24,155,91.47518522954549
0.24,103,91.47518522954549
0.24,71,91.47518522954549
0.24,43,91.47518522954549
0.24,46,91.47518522954549
0.24,31,91.47518522954549
0.24,39,91.47518522954549
0.24,18,91.47518522954549
0.24,17,91.47518522954549
0.24,11,91.47518522954549
0.22,8,83.8492867843609
0.2,9,76.22338833917631
0.2,4,76.22338833917631
0.22,4,83.8492867843609
0.2,10,76.22338833917631
0.2,20,76.22338833917631
0.2,34,76.22338833917631
0.22,47,83.8492867843609
0.22,52,83.8492867843609
0.22,72,83.8492867843609
0.22,55,83.8492867843609
0.22,60,83.8492867843609
0.22,71,83.8492867843609
0.24,78,91.47518522954549
0.28,83,106.72698211991471
0.28,84,106.72698211991471
0.3,69,114.35288056509928
0.26,56,99.1010836747301
0.26,45,99.1010836747301
0.26,59,99.1010836747301
0.26,39,99.1010836747301
0.26,44,99.1010836747301
0.26,20,99.1010836747301
0.26,13,99.1010836747301
0.26,2,99.1010836747301
0.26,1,99.1010836747301
0.26,1,99.1010836747301
0.24,8,91.47518522954549
0.24,23,91.47518522954549
0.28,45,106.72698211991471
0.3,89,114.35288056509928
0.32,117,121.97877901028389
0.34,174,129.6046774554685
0.34,182,129.6046774554685
0.34,161,129.6046774554685
0.34,182,129.6046774554685
0.34,157,129.6046774554685
0.34,121,129.6046774554685
0.3,78,114.35288056509928
0.28,21,106.72698211991471
0.28,26,106.72698211991471
0.26,27,99.1010836747301
0.26,62,99.1010836747301
0.24,30,91.47518522954549
0.24,15,91.47518522954549
0.22,5,83.8492867843609
0.2,3,76.22338833917631
0.2,1,76.22338833917631
0.2,2,76.22338833917631
0.2,10,76.22338833917631
0.18,30,68.5974898939917
0.18,95,68.5974898939917
0.16,230,60.971591448807104
0.22,118,83.8492867843609
0.24,55,91.47518522954549
0.3,47,114.35288056509928
0.32,66,121.97877901028389
0.36,64,137.2305759006531
0.36,60,137.2305759006531
0.38,50,144.85647434583768
0.36,114,137.2305759006531
0.32,216,121.97877901028389
0.34,175,129.6046774554685
0.32,128,121.97877901028389
0.32,88,121.97877901028389
0.32,78,121.97877901028389
0.28,37,106.72698211991471
0.3,25,114.35288056509928
0.28,10,106.72698211991471
0.28,4,106.72698211991471
0.26,2,99.1010836747301
0.28,1,106.72698211991471
0.26,3,99.1010836747301
0.26,2,99.1010836747301
0.26,39,99.1010836747301
0.24,100,91.47518522954549
0.24,243,91.47518522954549
0.24,135,91.47518522954549
0.22,48,83.8492867843609
0.22,50,83.8492867843609
0.24,65,91.47518522954549
0.24,50,91.47518522954549
0.22,64,83.8492867843609
0.22,51,83.8492867843609
0.22,83,83.8492867843609
0.22,176,83.8492867843609
0.2,152,76.22338833917631
0.16,101,60.971591448807104
0.16,56,60.971591448807104
0.14,54,53.345693003622515
0.12,29,45.719794558437904
0.12,12,45.719794558437904
0.1,17,38.093896113253315
0.1,7,38.093896113253315
0.08,3,30.467997668068712
0.06,2,22.842099222884112
0.06,7,22.842099222884112
0.06,43,22.842099222884112
0.06,99,22.842099222884112
0.1,199,38.093896113253315
0.12,123,45.719794558437904
0.14,59,53.345693003622515
0.14,41,53.345693003622515
0.18,61,68.5974898939917
0.18,69,68.5974898939917
0.2,58,76.22338833917631
0.2,64,76.22338833917631
0.2,79,76.22338833917631
0.2,166,76.22338833917631
0.18,170,68.5974898939917
0.14,88,53.345693003622515
0.14,84,53.345693003622515
0.14,83,53.345693003622515
0.16,46,60.971591448807104
0.16,37,60.971591448807104
0.14,16,53.345693003622515
0.14,7,53.345693003622515
0.14,3,53.345693003622515
0.14,1,53.345693003622515
0.12,6,45.719794558437904
0.12,26,45.719794558437904
0.1,99,38.093896113253315
0.1,178,38.093896113253315
0.12,122,45.719794558437904
0.12,35,45.719794558437904
0.14,45,53.345693003622515
0.16,69,60.971591448807104
0.18,62,68.5974898939917
0.2,48,76.22338833917631
0.2,50,76.22338833917631
0.2,80,76.22338833917631
0.18,165,68.5974898939917
0.16,160,60.971591448807104
0.14,112,53.345693003622515
0.14,97,53.345693003622515
0.14,72,53.345693003622515
0.12,51,45.719794558437904
0.12,34,45.719794558437904
0.1,14,38.093896113253315
0.1,7,38.093896113253315
0.1,3,38.093896113253315
0.08,4,30.467997668068712
0.1,24,38.093896113253315
0.08,74,30.467997668068712
0.1,216,38.093896113253315
0.12,140,45.719794558437904
0.14,44,53.345693003622515
0.22,64,83.8492867843609
0.22,71,83.8492867843609
0.24,110,91.47518522954549
0.3,84,114.35288056509928
0.32,74,121.97877901028389
0.3,125,114.35288056509928
0.3,211,114.35288056509928
0.28,174,106.72698211991471
0.26,101,99.1010836747301
0.22,63,83.8492867843609
0.2,47,76.22338833917631
0.2,43,76.22338833917631
0.18,53,68.5974898939917
0.16,30,60.971591448807104
0.14,24,53.345693003622515
0.14,15,53.345693003622515
0.12,10,45.719794558437904
0.12,4,45.719794558437904
0.12,1,45.719794558437904
0.12,2,45.719794558437904
0.12,11,45.719794558437904
0.14,30,53.345693003622515
0.16,43,60.971591448807104
0.22,84,83.8492867843609
0.3,114,114.35288056509928
0.3,120,114.35288056509928
0.3,135,114.35288056509928
0.34,120,129.6046774554685
0.34,174,129.6046774554685
0.34,145,129.6046774554685
0.32,137,121.97877901028389
0.28,64,106.72698211991471
0.28,41,106.72698211991471
0.26,40,99.1010836747301
0.26,51,99.1010836747301
0.24,45,91.47518522954549
0.22,32,83.8492867843609
0.2,39,76.22338833917631
0.2,24,76.22338833917631
0.2,20,76.22338833917631
0.2,12,76.22338833917631
0.2,2,76.22338833917631
0.2,5,76.22338833917631
0.22,3,83.8492867843609
0.22,12,83.8492867843609
0.24,47,91.47518522954549
0.3,105,114.35288056509928
0.32,112,121.97877901028389
0.36,152,137.2305759006531
0.38,154,144.85647434583768
0.4,161,152.4823727910223
0.4,162,152.4823727910223
0.42,134,160.1082712362069
0.42,125,160.1082712362069
0.4,95,152.4823727910223
0.4,61,152.4823727910223
0.4,47,152.4823727910223
0.4,51,152.4823727910223
0.4,36,152.4823727910223
0.4,30,152.4823727910223
0.38,11,144.85647434583768
0.38,7,144.85647434583768
0.36,2,137.2305759006531
0.34,2,129.6046774554685
0.32,2,121.97877901028389
0.32,3,121.97877901028389
