yr,cnt,Predicted Y
0,33,143.79444765760556
0,88,143.79444765760556
0,195,143.79444765760556
0,115,143.79444765760556
0,57,143.79444765760556
0,46,143.79444765760556
0,79,143.79444765760556
0,71,143.79444765760556
0,62,143.79444765760556
0,62,143.79444765760556
0,89,143.79444765760556
0,190,143.79444765760556
0,169,143.79444765760556
0,132,143.79444765760556
0,89,143.79444765760556
0,43,143.79444765760556
0,42,143.79444765760556
0,19,143.79444765760556
0,11,143.79444765760556
0,4,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,4,143.79444765760556
0,36,143.79444765760556
0,95,143.79444765760556
0,219,143.79444765760556
0,122,143.79444765760556
0,45,143.79444765760556
0,59,143.79444765760556
0,84,143.79444765760556
0,67,143.79444765760556
0,70,143.79444765760556
0,62,143.79444765760556
0,86,143.79444765760556
0,172,143.79444765760556
0,163,143.79444765760556
0,112,143.79444765760556
0,69,143.79444765760556
0,48,143.79444765760556
0,52,143.79444765760556
0,23,143.79444765760556
0,17,143.79444765760556
0,7,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,34,143.79444765760556
0,84,143.79444765760556
0,210,143.79444765760556
0,134,143.79444765760556
0,63,143.79444765760556
0,67,143.79444765760556
0,59,143.79444765760556
0,73,143.79444765760556
0,50,143.79444765760556
0,72,143.79444765760556
0,87,143.79444765760556
0,187,143.79444765760556
0,123,143.79444765760556
0,95,143.79444765760556
0,51,143.79444765760556
0,39,143.79444765760556
0,36,143.79444765760556
0,15,143.79444765760556
0,25,143.79444765760556
0,16,143.79444765760556
0,16,143.79444765760556
0,7,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,2,143.79444765760556
0,9,143.79444765760556
0,15,143.79444765760556
0,20,143.79444765760556
0,61,143.79444765760556
0,62,143.79444765760556
0,98,143.79444765760556
0,102,143.79444765760556
0,95,143.79444765760556
0,74,143.79444765760556
0,76,143.79444765760556
0,69,143.79444765760556
0,55,143.79444765760556
0,30,143.79444765760556
0,28,143.79444765760556
0,37,143.79444765760556
0,34,143.79444765760556
0,22,143.79444765760556
0,25,143.79444765760556
0,12,143.79444765760556
0,11,143.79444765760556
0,4,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,6,143.79444765760556
0,10,143.79444765760556
0,19,143.79444765760556
0,49,143.79444765760556
0,49,143.79444765760556
0,83,143.79444765760556
0,75,143.79444765760556
0,72,143.79444765760556
0,82,143.79444765760556
0,92,143.79444765760556
0,62,143.79444765760556
0,48,143.79444765760556
0,41,143.79444765760556
0,38,143.79444765760556
0,20,143.79444765760556
0,15,143.79444765760556
0,6,143.79444765760556
0,5,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,3,143.79444765760556
0,31,143.79444765760556
0,77,143.79444765760556
0,188,143.79444765760556
0,94,143.79444765760556
0,31,143.79444765760556
0,30,143.79444765760556
0,52,143.79444765760556
0,54,143.79444765760556
0,47,143.79444765760556
0,45,143.79444765760556
0,74,143.79444765760556
0,178,143.79444765760556
0,155,143.79444765760556
0,95,143.79444765760556
0,74,143.79444765760556
0,38,143.79444765760556
0,24,143.79444765760556
0,18,143.79444765760556
0,12,143.79444765760556
0,3,143.79444765760556
0,3,143.79444765760556
0,6,143.79444765760556
0,27,143.79444765760556
0,99,143.79444765760556
0,217,143.79444765760556
0,130,143.79444765760556
0,54,143.79444765760556
0,35,143.79444765760556
0,57,143.79444765760556
0,52,143.79444765760556
0,63,143.79444765760556
0,47,143.79444765760556
0,76,143.79444765760556
0,136,143.79444765760556
0,95,143.79444765760556
0,51,143.79444765760556
0,32,143.79444765760556
0,20,143.79444765760556
0,29,143.79444765760556
0,19,143.79444765760556
0,7,143.79444765760556
0,6,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,16,143.79444765760556
0,54,143.79444765760556
0,128,143.79444765760556
0,81,143.79444765760556
0,39,143.79444765760556
0,35,143.79444765760556
0,55,143.79444765760556
0,49,143.79444765760556
0,44,143.79444765760556
0,49,143.79444765760556
0,68,143.79444765760556
0,139,143.79444765760556
0,137,143.79444765760556
0,83,143.79444765760556
0,56,143.79444765760556
0,57,143.79444765760556
0,33,143.79444765760556
0,20,143.79444765760556
0,7,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,3,143.79444765760556
0,4,143.79444765760556
0,3,143.79444765760556
0,28,143.79444765760556
0,72,143.79444765760556
0,202,143.79444765760556
0,139,143.79444765760556
0,38,143.79444765760556
0,37,143.79444765760556
0,52,143.79444765760556
0,83,143.79444765760556
0,42,143.79444765760556
0,60,143.79444765760556
0,78,143.79444765760556
0,162,143.79444765760556
0,144,143.79444765760556
0,99,143.79444765760556
0,64,143.79444765760556
0,40,143.79444765760556
0,30,143.79444765760556
0,15,143.79444765760556
0,14,143.79444765760556
0,5,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,8,143.79444765760556
0,17,143.79444765760556
0,70,143.79444765760556
0,158,143.79444765760556
0,117,143.79444765760556
0,44,143.79444765760556
0,53,143.79444765760556
0,61,143.79444765760556
0,77,143.79444765760556
0,64,143.79444765760556
0,68,143.79444765760556
0,90,143.79444765760556
0,159,143.79444765760556
0,139,143.79444765760556
0,92,143.79444765760556
0,68,143.79444765760556
0,52,143.79444765760556
0,36,143.79444765760556
0,27,143.79444765760556
0,28,143.79444765760556
0,20,143.79444765760556
0,12,143.79444765760556
0,8,143.79444765760556
0,5,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,10,143.79444765760556
0,23,143.79444765760556
0,33,143.79444765760556
0,59,143.79444765760556
0,72,143.79444765760556
0,89,143.79444765760556
0,101,143.79444765760556
0,118,143.79444765760556
0,129,143.79444765760556
0,128,143.79444765760556
0,83,143.79444765760556
0,84,143.79444765760556
0,74,143.79444765760556
0,41,143.79444765760556
0,57,143.79444765760556
0,26,143.79444765760556
0,44,143.79444765760556
0,39,143.79444765760556
0,23,143.79444765760556
0,16,143.79444765760556
0,15,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,18,143.79444765760556
0,32,143.79444765760556
0,79,143.79444765760556
0,93,143.79444765760556
0,104,143.79444765760556
0,118,143.79444765760556
0,91,143.79444765760556
0,113,143.79444765760556
0,99,143.79444765760556
0,105,143.79444765760556
0,67,143.79444765760556
0,61,143.79444765760556
0,57,143.79444765760556
0,28,143.79444765760556
0,21,143.79444765760556
0,18,143.79444765760556
0,17,143.79444765760556
0,16,143.79444765760556
0,8,143.79444765760556
0,2,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,13,143.79444765760556
0,33,143.79444765760556
0,47,143.79444765760556
0,57,143.79444765760556
0,64,143.79444765760556
0,80,143.79444765760556
0,93,143.79444765760556
0,86,143.79444765760556
0,93,143.79444765760556
0,82,143.79444765760556
0,71,143.79444765760556
0,92,143.79444765760556
0,60,143.79444765760556
0,33,143.79444765760556
0,27,143.79444765760556
0,13,143.79444765760556
0,4,143.79444765760556
0,3,143.79444765760556
0,22,143.79444765760556
0,28,143.79444765760556
0,35,143.79444765760556
0,61,143.79444765760556
0,125,143.79444765760556
0,133,143.79444765760556
0,99,143.79444765760556
0,83,143.79444765760556
0,41,143.79444765760556
0,33,143.79444765760556
0,20,143.79444765760556
0,3,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,7,143.79444765760556
0,32,143.79444765760556
0,90,143.79444765760556
0,197,143.79444765760556
0,109,143.79444765760556
0,47,143.79444765760556
0,52,143.79444765760556
0,70,143.79444765760556
0,78,143.79444765760556
0,75,143.79444765760556
0,82,143.79444765760556
0,104,143.79444765760556
0,197,143.79444765760556
0,161,143.79444765760556
0,112,143.79444765760556
0,76,143.79444765760556
0,59,143.79444765760556
0,59,143.79444765760556
0,28,143.79444765760556
0,13,143.79444765760556
0,5,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,6,143.79444765760556
0,35,143.79444765760556
0,101,143.79444765760556
0,249,143.79444765760556
0,143,143.79444765760556
0,57,143.79444765760556
0,68,143.79444765760556
0,84,143.79444765760556
0,98,143.79444765760556
0,81,143.79444765760556
0,70,143.79444765760556
0,91,143.79444765760556
0,215,143.79444765760556
0,185,143.79444765760556
0,152,143.79444765760556
0,126,143.79444765760556
0,57,143.79444765760556
0,56,143.79444765760556
0,31,143.79444765760556
0,21,143.79444765760556
0,6,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,27,143.79444765760556
0,68,143.79444765760556
0,217,143.79444765760556
0,166,143.79444765760556
0,63,143.79444765760556
0,59,143.79444765760556
0,78,143.79444765760556
0,73,143.79444765760556
0,62,143.79444765760556
0,65,143.79444765760556
0,97,143.79444765760556
0,161,143.79444765760556
0,120,143.79444765760556
0,96,143.79444765760556
0,53,143.79444765760556
0,41,143.79444765760556
0,34,143.79444765760556
0,27,143.79444765760556
0,13,143.79444765760556
0,12,143.79444765760556
0,11,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,8,143.79444765760556
0,27,143.79444765760556
0,40,143.79444765760556
0,53,143.79444765760556
0,63,143.79444765760556
0,70,143.79444765760556
0,84,143.79444765760556
0,75,143.79444765760556
0,103,143.79444765760556
0,83,143.79444765760556
0,67,143.79444765760556
0,54,143.79444765760556
0,59,143.79444765760556
0,45,143.79444765760556
0,39,143.79444765760556
0,30,143.79444765760556
0,33,143.79444765760556
0,22,143.79444765760556
0,13,143.79444765760556
0,18,143.79444765760556
0,5,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,19,143.79444765760556
0,28,143.79444765760556
0,58,143.79444765760556
0,99,143.79444765760556
0,116,143.79444765760556
0,87,143.79444765760556
0,110,143.79444765760556
0,77,143.79444765760556
0,65,143.79444765760556
0,55,143.79444765760556
0,49,143.79444765760556
0,50,143.79444765760556
0,35,143.79444765760556
0,25,143.79444765760556
0,28,143.79444765760556
0,21,143.79444765760556
0,7,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,15,143.79444765760556
0,84,143.79444765760556
0,177,143.79444765760556
0,102,143.79444765760556
0,40,143.79444765760556
0,46,143.79444765760556
0,63,143.79444765760556
0,60,143.79444765760556
0,45,143.79444765760556
0,57,143.79444765760556
0,70,143.79444765760556
0,184,143.79444765760556
0,153,143.79444765760556
0,106,143.79444765760556
0,81,143.79444765760556
0,59,143.79444765760556
0,35,143.79444765760556
0,24,143.79444765760556
0,9,143.79444765760556
0,5,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,9,143.79444765760556
0,36,143.79444765760556
0,108,143.79444765760556
0,238,143.79444765760556
0,144,143.79444765760556
0,55,143.79444765760556
0,61,143.79444765760556
0,106,143.79444765760556
0,93,143.79444765760556
0,68,143.79444765760556
0,84,143.79444765760556
0,116,143.79444765760556
0,222,143.79444765760556
0,225,143.79444765760556
0,146,143.79444765760556
0,119,143.79444765760556
0,45,143.79444765760556
0,53,143.79444765760556
0,40,143.79444765760556
0,17,143.79444765760556
0,5,143.79444765760556
0,10,143.79444765760556
0,1,143.79444765760556
0,8,143.79444765760556
0,30,143.79444765760556
0,72,143.79444765760556
0,58,143.79444765760556
0,28,143.79444765760556
0,41,143.79444765760556
0,48,143.79444765760556
0,47,143.79444765760556
0,36,143.79444765760556
0,43,143.79444765760556
0,36,143.79444765760556
0,26,143.79444765760556
0,24,143.79444765760556
0,84,143.79444765760556
0,104,143.79444765760556
0,79,143.79444765760556
0,59,143.79444765760556
0,38,143.79444765760556
0,27,143.79444765760556
0,16,143.79444765760556
0,9,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,4,143.79444765760556
0,16,143.79444765760556
0,60,143.79444765760556
0,157,143.79444765760556
0,101,143.79444765760556
0,49,143.79444765760556
0,30,143.79444765760556
0,29,143.79444765760556
0,31,143.79444765760556
0,38,143.79444765760556
0,41,143.79444765760556
0,80,143.79444765760556
0,149,143.79444765760556
0,109,143.79444765760556
0,89,143.79444765760556
0,62,143.79444765760556
0,58,143.79444765760556
0,26,143.79444765760556
0,23,143.79444765760556
0,28,143.79444765760556
0,20,143.79444765760556
0,15,143.79444765760556
0,8,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,5,143.79444765760556
0,34,143.79444765760556
0,34,143.79444765760556
0,55,143.79444765760556
0,64,143.79444765760556
0,78,143.79444765760556
0,65,143.79444765760556
0,99,143.79444765760556
0,120,143.79444765760556
0,107,143.79444765760556
0,91,143.79444765760556
0,68,143.79444765760556
0,58,143.79444765760556
0,43,143.79444765760556
0,36,143.79444765760556
0,32,143.79444765760556
0,33,143.79444765760556
0,33,143.79444765760556
0,29,143.79444765760556
0,11,143.79444765760556
0,8,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,3,143.79444765760556
0,12,143.79444765760556
0,38,143.79444765760556
0,64,143.79444765760556
0,59,143.79444765760556
0,97,143.79444765760556
0,84,143.79444765760556
0,122,143.79444765760556
0,109,143.79444765760556
0,123,143.79444765760556
0,77,143.79444765760556
0,65,143.79444765760556
0,55,143.79444765760556
0,33,143.79444765760556
0,28,143.79444765760556
0,21,143.79444765760556
0,21,143.79444765760556
0,7,143.79444765760556
0,7,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,8,143.79444765760556
0,37,143.79444765760556
0,72,143.79444765760556
0,185,143.79444765760556
0,112,143.79444765760556
0,69,143.79444765760556
0,48,143.79444765760556
0,68,143.79444765760556
0,54,143.79444765760556
0,86,143.79444765760556
0,44,143.79444765760556
0,86,143.79444765760556
0,161,143.79444765760556
0,156,143.79444765760556
0,111,143.79444765760556
0,78,143.79444765760556
0,56,143.79444765760556
0,34,143.79444765760556
0,17,143.79444765760556
0,8,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,3,143.79444765760556
0,22,143.79444765760556
0,52,143.79444765760556
0,135,143.79444765760556
0,116,143.79444765760556
0,47,143.79444765760556
0,51,143.79444765760556
0,55,143.79444765760556
0,52,143.79444765760556
0,54,143.79444765760556
0,52,143.79444765760556
0,64,143.79444765760556
0,176,143.79444765760556
0,168,143.79444765760556
0,108,143.79444765760556
0,74,143.79444765760556
0,64,143.79444765760556
0,36,143.79444765760556
0,16,143.79444765760556
0,2,143.79444765760556
0,3,143.79444765760556
0,4,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,18,143.79444765760556
0,49,143.79444765760556
0,155,143.79444765760556
0,123,143.79444765760556
0,61,143.79444765760556
0,52,143.79444765760556
0,64,143.79444765760556
0,75,143.79444765760556
0,63,143.79444765760556
0,76,143.79444765760556
0,103,143.79444765760556
0,190,143.79444765760556
0,182,143.79444765760556
0,91,143.79444765760556
0,75,143.79444765760556
0,63,143.79444765760556
0,40,143.79444765760556
0,32,143.79444765760556
0,12,143.79444765760556
0,5,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,39,143.79444765760556
0,87,143.79444765760556
0,188,143.79444765760556
0,133,143.79444765760556
0,52,143.79444765760556
0,64,143.79444765760556
0,69,143.79444765760556
0,51,143.79444765760556
0,47,143.79444765760556
0,60,143.79444765760556
0,78,143.79444765760556
0,175,143.79444765760556
0,147,143.79444765760556
0,96,143.79444765760556
0,109,143.79444765760556
0,54,143.79444765760556
0,41,143.79444765760556
0,38,143.79444765760556
0,13,143.79444765760556
0,7,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,7,143.79444765760556
0,28,143.79444765760556
0,87,143.79444765760556
0,220,143.79444765760556
0,127,143.79444765760556
0,51,143.79444765760556
0,64,143.79444765760556
0,86,143.79444765760556
0,82,143.79444765760556
0,91,143.79444765760556
0,90,143.79444765760556
0,99,143.79444765760556
0,205,143.79444765760556
0,155,143.79444765760556
0,103,143.79444765760556
0,71,143.79444765760556
0,43,143.79444765760556
0,46,143.79444765760556
0,31,143.79444765760556
0,39,143.79444765760556
0,18,143.79444765760556
0,17,143.79444765760556
0,11,143.79444765760556
0,8,143.79444765760556
0,9,143.79444765760556
0,4,143.79444765760556
0,4,143.79444765760556
0,10,143.79444765760556
0,20,143.79444765760556
0,34,143.79444765760556
0,47,143.79444765760556
0,52,143.79444765760556
0,72,143.79444765760556
0,55,143.79444765760556
0,60,143.79444765760556
0,71,143.79444765760556
0,78,143.79444765760556
0,83,143.79444765760556
0,84,143.79444765760556
0,69,143.79444765760556
0,56,143.79444765760556
0,45,143.79444765760556
0,59,143.79444765760556
0,39,143.79444765760556
0,44,143.79444765760556
0,20,143.79444765760556
0,13,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,8,143.79444765760556
0,23,143.79444765760556
0,45,143.79444765760556
0,89,143.79444765760556
0,117,143.79444765760556
0,174,143.79444765760556
0,182,143.79444765760556
0,161,143.79444765760556
0,182,143.79444765760556
0,157,143.79444765760556
0,121,143.79444765760556
0,78,143.79444765760556
0,21,143.79444765760556
0,26,143.79444765760556
0,27,143.79444765760556
0,62,143.79444765760556
0,30,143.79444765760556
0,15,143.79444765760556
0,5,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,10,143.79444765760556
0,30,143.79444765760556
0,95,143.79444765760556
0,230,143.79444765760556
0,118,143.79444765760556
0,55,143.79444765760556
0,47,143.79444765760556
0,66,143.79444765760556
0,64,143.79444765760556
0,60,143.79444765760556
0,50,143.79444765760556
0,114,143.79444765760556
0,216,143.79444765760556
0,175,143.79444765760556
0,128,143.79444765760556
0,88,143.79444765760556
0,78,143.79444765760556
0,37,143.79444765760556
0,25,143.79444765760556
0,10,143.79444765760556
0,4,143.79444765760556
0,2,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,39,143.79444765760556
0,100,143.79444765760556
0,243,143.79444765760556
0,135,143.79444765760556
0,48,143.79444765760556
0,50,143.79444765760556
0,65,143.79444765760556
0,50,143.79444765760556
0,64,143.79444765760556
0,51,143.79444765760556
0,83,143.79444765760556
0,176,143.79444765760556
0,152,143.79444765760556
0,101,143.79444765760556
0,56,143.79444765760556
0,54,143.79444765760556
0,29,143.79444765760556
0,12,143.79444765760556
0,17,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,2,143.79444765760556
0,7,143.79444765760556
0,43,143.79444765760556
0,99,143.79444765760556
0,199,143.79444765760556
0,123,143.79444765760556
0,59,143.79444765760556
0,41,143.79444765760556
0,61,143.79444765760556
0,69,143.79444765760556
0,58,143.79444765760556
0,64,143.79444765760556
0,79,143.79444765760556
0,166,143.79444765760556
0,170,143.79444765760556
0,88,143.79444765760556
0,84,143.79444765760556
0,83,143.79444765760556
0,46,143.79444765760556
0,37,143.79444765760556
0,16,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,6,143.79444765760556
0,26,143.79444765760556
0,99,143.79444765760556
0,178,143.79444765760556
0,122,143.79444765760556
0,35,143.79444765760556
0,45,143.79444765760556
0,69,143.79444765760556
0,62,143.79444765760556
0,48,143.79444765760556
0,50,143.79444765760556
0,80,143.79444765760556
0,165,143.79444765760556
0,160,143.79444765760556
0,112,143.79444765760556
0,97,143.79444765760556
0,72,143.79444765760556
0,51,143.79444765760556
0,34,143.79444765760556
0,14,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,4,143.79444765760556
0,24,143.79444765760556
0,74,143.79444765760556
0,216,143.79444765760556
0,140,143.79444765760556
0,44,143.79444765760556
0,64,143.79444765760556
0,71,143.79444765760556
0,110,143.79444765760556
0,84,143.79444765760556
0,74,143.79444765760556
0,125,143.79444765760556
0,211,143.79444765760556
0,174,143.79444765760556
0,101,143.79444765760556
0,63,143.79444765760556
0,47,143.79444765760556
0,43,143.79444765760556
0,53,143.79444765760556
0,30,143.79444765760556
0,24,143.79444765760556
0,15,143.79444765760556
0,10,143.79444765760556
0,4,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,11,143.79444765760556
0,30,143.79444765760556
0,43,143.79444765760556
0,84,143.79444765760556
0,114,143.79444765760556
0,120,143.79444765760556
0,135,143.79444765760556
0,120,143.79444765760556
0,174,143.79444765760556
0,145,143.79444765760556
0,137,143.79444765760556
0,64,143.79444765760556
0,41,143.79444765760556
0,40,143.79444765760556
0,51,143.79444765760556
0,45,143.79444765760556
0,32,143.79444765760556
0,39,143.79444765760556
0,24,143.79444765760556
0,20,143.79444765760556
0,12,143.79444765760556
0,2,143.79444765760556
0,5,143.79444765760556
0,3,143.79444765760556
0,12,143.79444765760556
0,47,143.79444765760556
0,105,143.79444765760556
0,112,143.79444765760556
0,152,143.79444765760556
0,154,143.79444765760556
0,161,143.79444765760556
0,162,143.79444765760556
0,134,143.79444765760556
0,125,143.79444765760556
0,95,143.79444765760556
0,61,143.79444765760556
0,47,143.79444765760556
0,51,143.79444765760556
0,36,143.79444765760556
0,30,143.79444765760556
0,11,143.79444765760556
0,7,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,3,143.79444765760556
0,26,143.79444765760556
0,98,143.79444765760556
0,256,143.79444765760556
0,130,143.79444765760556
0,55,143.79444765760556
0,53,143.79444765760556
0,126,143.79444765760556
0,120,143.79444765760556
0,90,143.79444765760556
0,90,143.79444765760556
0,118,143.79444765760556
0,243,143.79444765760556
0,205,143.79444765760556
0,98,143.79444765760556
0,70,143.79444765760556
0,43,143.79444765760556
0,45,143.79444765760556
0,20,143.79444765760556
0,19,143.79444765760556
0,5,143.79444765760556
0,3,143.79444765760556
0,1,143.79444765760556
0,4,143.79444765760556
0,30,143.79444765760556
0,105,143.79444765760556
0,223,143.79444765760556
0,110,143.79444765760556
0,52,143.79444765760556
0,57,143.79444765760556
0,71,143.79444765760556
0,82,143.79444765760556
0,79,143.79444765760556
0,85,143.79444765760556
0,98,143.79444765760556
0,206,143.79444765760556
0,212,143.79444765760556
0,145,143.79444765760556
0,101,143.79444765760556
0,66,143.79444765760556
0,41,143.79444765760556
0,20,143.79444765760556
0,15,143.79444765760556
0,9,143.79444765760556
0,1,143.79444765760556
0,1,143.79444765760556
0,5,143.79444765760556
0,33,143.79444765760556
0,108,143.79444765760556
0,230,143.79444765760556
0,124,143.79444765760556
0,69,143.79444765760556
0,66,143.79444765760556
0,86,143.79444765760556
0,93,143.79444765760556
0,82,143.79444765760556
0,117,143.79444765760556
0,122,143.79444765760556
0,255,143.79444765760556
0,222,143.79444765760556
0,161,143.79444765760556
0,118,143.79444765760556
0,92,143.79444765760556
0,73,143.79444765760556
0,33,143.79444765760556
0,17,143.79444765760556
0,6,143.79444765760556
0,6,143.79444765760556
0,4,143.79444765760556
0,4,143.79444765760556
0,12,143.79444765760556
0,47,143.79444765760556
0,126,143.79444765760556
0,285,143.79444765760556
0,179,143.79444765760556
0,88,143.79444765760556
0,90,143.79444765760556
0,101,143.79444765760556
0,123,143.79444765760556
0,81,143.79444765760556
0,106,143.79444765760556
0,146,143.79444765760556
0,274,143.79444765760556
0,222,143.79444765760556
0,175,143.79444765760556
0,139,143.79444765760556
0,124,143.79444765760556
0,76,143.79444765760556
0,44,143.79444765760556
0,32,143.79444765760556
0,8,143.79444765760556
0,7,143.79444765760556
0,8,143.79444765760556
0,1,143.79444765760556
0,7,143.79444765760556
0,50,143.79444765760556
0,116,143.79444765760556
0,272,143.79444765760556
0,169,143.79444765760556
0,95,143.79444765760556
0,113,143.79444765760556
0,185,143.79444765760556
0,176,143.79444765760556
0,191,143.79444765760556
0,172,143.79444765760556
0,232,143.79444765760556
0,327,143.79444765760556
0,224,143.79444765760556
0,162,143.79444765760556
0,124,143.79444765760556
0,72,143.79444765760556
0,107,143.79444765760556
0,77,143.79444765760556
0,29,143.79444765760556
0,31,143.79444765760556
0,17,143.79444765760556
0,7,143.79444765760556
0,3,143.79444765760556
0,3,143.79444765760556
0,6,143.79444765760556
0,22,143.79444765760556
0,45,143.79444765760556
0,55,143.79444765760556
0,106,143.79444765760556
0,123,143.79444765760556
0,119,143.79444765760556
0,155,143.79444765760556
0,196,143.79444765760556
0,171,143.79444765760556
0,120,143.79444765760556
0,127,143.79444765760556
0,88,143.79444765760556
0,59,143.79444765760556
0,47,143.79444765760556
0,33,143.79444765760556
0,44,143.79444765760556
0,29,143.79444765760556
0,17,143.79444765760556
0,16,143.79444765760556
0,17,143.79444765760556
0,18,143.79444765760556
0,1,143.79444765760556
0,2,143.79444765760556
0,2,143.79444765760556
0,24,143.79444765760556
0,55,143.79444765760556
0,104,143.79444765760556
0,161,143.79444765760556
0,182,143.79444765760556
0,198,143.79444765760556
0,212,143.79444765760556
0,168,143.79444765760556
0,147,143.79444765760556
0,146,143.79444765760556
0,101,143.79444765760556
0,42,143.79444765760556
0,42,143.79444765760556
0,56,143.79444765760556
0,47,143.79444765760556
0,54,143.79444765760556
0,37,143.79444765760556
0,13,143.79444765760556
0,4,143.79444765760556
0,5,143.79444765760556
0,1,143.79444765760556
0,3,143.79444765760556
0,8,143.79444765760556
