casual,hr,Predicted Y
1,20,10.082037999502168
0,21,10.039798277468954
2,22,10.124277721535382
1,23,10.082037999502168
1,0,10.082037999502168
1,1,10.082037999502168
3,2,10.166517443568594
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
0,8,10.039798277468954
0,9,10.039798277468954
5,10,10.250996887635022
2,11,10.124277721535382
8,12,10.377716053734664
7,13,10.33547633170145
12,14,10.546674941867519
5,15,10.250996887635022
8,16,10.377716053734664
5,17,10.250996887635022
3,18,10.166517443568594
4,19,10.208757165601808
0,20,10.039798277468954
2,21,10.124277721535382
1,22,10.082037999502168
0,23,10.039798277468954
1,0,10.082037999502168
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
0,8,10.039798277468954
0,9,10.039798277468954
0,10,10.039798277468954
2,11,10.124277721535382
4,12,10.208757165601808
6,13,10.293236609668236
8,14,10.377716053734664
5,15,10.250996887635022
13,16,10.588914663900733
3,17,10.166517443568594
4,18,10.208757165601808
1,19,10.082037999502168
0,20,10.039798277468954
1,21,10.082037999502168
5,22,10.250996887635022
0,23,10.039798277468954
2,0,10.124277721535382
1,1,10.082037999502168
0,2,10.039798277468954
0,3,10.039798277468954
1,4,10.082037999502168
0,5,10.039798277468954
0,6,10.039798277468954
2,7,10.124277721535382
4,8,10.208757165601808
2,9,10.124277721535382
0,10,10.039798277468954
2,11,10.124277721535382
5,12,10.250996887635022
4,13,10.208757165601808
0,14,10.039798277468954
2,15,10.124277721535382
4,16,10.208757165601808
4,17,10.208757165601808
1,18,10.082037999502168
3,19,10.166517443568594
1,20,10.082037999502168
1,21,10.082037999502168
2,22,10.124277721535382
0,23,10.039798277468954
2,0,10.124277721535382
0,1,10.039798277468954
0,2,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
2,7,10.124277721535382
3,8,10.166517443568594
3,9,10.166517443568594
3,10,10.166517443568594
4,11,10.208757165601808
2,12,10.124277721535382
6,13,10.293236609668236
3,14,10.166517443568594
2,15,10.124277721535382
4,16,10.208757165601808
6,17,10.293236609668236
1,18,10.082037999502168
0,19,10.039798277468954
0,20,10.039798277468954
0,21,10.039798277468954
1,22,10.082037999502168
1,23,10.082037999502168
0,0,10.039798277468954
0,1,10.039798277468954
0,2,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
3,8,10.166517443568594
3,9,10.166517443568594
0,10,10.039798277468954
3,11,10.166517443568594
3,12,10.166517443568594
0,13,10.039798277468954
0,14,10.039798277468954
1,15,10.082037999502168
5,16,10.250996887635022
0,17,10.039798277468954
2,18,10.124277721535382
1,19,10.082037999502168
2,20,10.124277721535382
0,21,10.039798277468954
1,22,10.082037999502168
1,23,10.082037999502168
1,0,10.082037999502168
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
5,8,10.250996887635022
2,9,10.124277721535382
2,10,10.124277721535382
4,11,10.208757165601808
3,12,10.166517443568594
2,13,10.124277721535382
3,14,10.166517443568594
5,15,10.250996887635022
2,16,10.124277721535382
4,17,10.208757165601808
3,18,10.166517443568594
1,19,10.082037999502168
0,20,10.039798277468954
0,21,10.039798277468954
0,22,10.039798277468954
1,23,10.082037999502168
0,0,10.039798277468954
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
2,8,10.124277721535382
0,9,10.039798277468954
4,10,10.208757165601808
6,11,10.293236609668236
2,12,10.124277721535382
4,13,10.208757165601808
5,14,10.250996887635022
9,15,10.419955775767876
3,16,10.166517443568594
4,17,10.208757165601808
5,18,10.250996887635022
3,19,10.166517443568594
0,20,10.039798277468954
4,21,10.208757165601808
2,22,10.124277721535382
1,23,10.082037999502168
3,0,10.166517443568594
2,1,10.124277721535382
0,2,10.039798277468954
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
1,7,10.082037999502168
1,8,10.082037999502168
2,9,10.124277721535382
2,10,10.124277721535382
18,11,10.8001132740668
15,12,10.673394107967159
21,13,10.926832440166441
26,14,11.138031050332511
21,15,10.926832440166441
33,16,11.433709104565006
29,17,11.264750216432152
15,18,10.673394107967159
14,19,10.631154385933947
6,20,10.293236609668236
6,21,10.293236609668236
0,22,10.039798277468954
5,23,10.250996887635022
6,0,10.293236609668236
4,1,10.208757165601808
3,2,10.166517443568594
9,3,10.419955775767876
0,4,10.039798277468954
1,5,10.082037999502168
0,6,10.039798277468954
0,7,10.039798277468954
0,8,10.039798277468954
3,9,10.166517443568594
8,10,10.377716053734664
23,11,11.01131188423287
29,12,11.264750216432152
23,13,11.01131188423287
22,14,10.969072162199655
35,15,11.518188548631434
22,16,10.969072162199655
23,17,11.01131188423287
11,18,10.504435219834305
14,19,10.631154385933947
7,20,10.33547633170145
6,21,10.293236609668236
2,22,10.124277721535382
0,23,10.039798277468954
1,0,10.082037999502168
1,1,10.082037999502168
0,2,10.039798277468954
0,3,10.039798277468954
1,4,10.082037999502168
0,5,10.039798277468954
0,6,10.039798277468954
4,7,10.208757165601808
3,8,10.166517443568594
8,9,10.377716053734664
7,10,10.33547633170145
9,11,10.419955775767876
10,12,10.46219549780109
13,13,10.588914663900733
12,14,10.546674941867519
21,15,10.926832440166441
6,16,10.293236609668236
4,17,10.208757165601808
7,18,10.33547633170145
2,19,10.124277721535382
4,20,10.208757165601808
3,21,10.166517443568594
0,22,10.039798277468954
1,23,10.082037999502168
0,12,10.039798277468954
0,13,10.039798277468954
2,14,10.124277721535382
3,15,10.166517443568594
0,16,10.039798277468954
1,17,10.082037999502168
1,18,10.082037999502168
1,19,10.082037999502168
0,20,10.039798277468954
0,21,10.039798277468954
0,22,10.039798277468954
1,23,10.082037999502168
0,0,10.039798277468954
1,1,10.082037999502168
0,2,10.039798277468954
1,4,10.082037999502168
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
1,8,10.082037999502168
2,9,10.124277721535382
1,10,10.082037999502168
5,11,10.250996887635022
5,12,10.250996887635022
11,13,10.504435219834305
7,14,10.33547633170145
4,15,10.208757165601808
10,16,10.46219549780109
7,17,10.33547633170145
5,18,10.250996887635022
4,19,10.208757165601808
2,20,10.124277721535382
4,21,10.208757165601808
6,22,10.293236609668236
1,23,10.082037999502168
5,0,10.250996887635022
2,1,10.124277721535382
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
2,8,10.124277721535382
3,9,10.166517443568594
1,10,10.082037999502168
5,11,10.250996887635022
7,12,10.33547633170145
12,13,10.546674941867519
6,14,10.293236609668236
8,15,10.377716053734664
8,16,10.377716053734664
8,17,10.377716053734664
1,18,10.082037999502168
6,19,10.293236609668236
2,20,10.124277721535382
3,21,10.166517443568594
0,22,10.039798277468954
3,23,10.166517443568594
1,0,10.082037999502168
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
1,5,10.082037999502168
0,6,10.039798277468954
2,7,10.124277721535382
7,8,10.33547633170145
7,9,10.33547633170145
6,10,10.293236609668236
6,11,10.293236609668236
11,12,10.504435219834305
8,13,10.377716053734664
6,14,10.293236609668236
4,15,10.208757165601808
0,16,10.039798277468954
10,17,10.46219549780109
1,18,10.082037999502168
3,19,10.166517443568594
1,20,10.082037999502168
0,21,10.039798277468954
1,22,10.082037999502168
0,23,10.039798277468954
0,0,10.039798277468954
3,1,10.166517443568594
0,2,10.039798277468954
1,3,10.082037999502168
0,4,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
1,8,10.082037999502168
3,9,10.166517443568594
3,10,10.166517443568594
4,11,10.208757165601808
10,12,10.46219549780109
12,13,10.546674941867519
11,14,10.504435219834305
10,15,10.46219549780109
11,16,10.504435219834305
8,17,10.377716053734664
0,18,10.039798277468954
6,19,10.293236609668236
1,20,10.082037999502168
0,21,10.039798277468954
7,22,10.33547633170145
2,23,10.124277721535382
2,0,10.124277721535382
1,1,10.082037999502168
3,2,10.166517443568594
1,3,10.082037999502168
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
2,8,10.124277721535382
3,9,10.166517443568594
7,10,10.33547633170145
22,11,10.969072162199655
24,12,11.053551606266083
12,13,10.546674941867519
17,14,10.757873552033587
13,15,10.588914663900733
9,16,10.419955775767876
5,17,10.250996887635022
5,18,10.250996887635022
5,19,10.250996887635022
4,20,10.208757165601808
5,21,10.250996887635022
5,22,10.250996887635022
4,23,10.208757165601808
0,0,10.039798277468954
0,1,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
5,7,10.250996887635022
6,8,10.293236609668236
4,9,10.208757165601808
6,10,10.293236609668236
3,11,10.166517443568594
11,12,10.504435219834305
6,13,10.293236609668236
2,14,10.124277721535382
7,15,10.33547633170145
4,16,10.208757165601808
6,17,10.293236609668236
8,18,10.377716053734664
5,19,10.250996887635022
1,20,10.082037999502168
6,21,10.293236609668236
3,22,10.166517443568594
3,23,10.166517443568594
3,0,10.166517443568594
0,1,10.039798277468954
0,2,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
5,7,10.250996887635022
5,8,10.250996887635022
10,9,10.46219549780109
6,10,10.293236609668236
6,11,10.293236609668236
21,12,10.926832440166441
21,13,10.926832440166441
11,14,10.504435219834305
21,15,10.926832440166441
14,16,10.631154385933947
14,17,10.631154385933947
7,18,10.33547633170145
13,19,10.588914663900733
16,20,10.715633830000373
5,21,10.250996887635022
4,22,10.208757165601808
3,23,10.166517443568594
3,0,10.166517443568594
0,1,10.039798277468954
3,2,10.166517443568594
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
3,8,10.166517443568594
3,9,10.166517443568594
2,10,10.124277721535382
6,11,10.293236609668236
7,12,10.33547633170145
4,13,10.208757165601808
0,14,10.039798277468954
1,15,10.082037999502168
1,16,10.082037999502168
0,17,10.039798277468954
1,16,10.082037999502168
2,17,10.124277721535382
3,18,10.166517443568594
3,19,10.166517443568594
4,20,10.208757165601808
2,21,10.124277721535382
0,22,10.039798277468954
0,23,10.039798277468954
0,0,10.039798277468954
1,1,10.082037999502168
0,2,10.039798277468954
1,3,10.082037999502168
0,5,10.039798277468954
0,6,10.039798277468954
2,7,10.124277721535382
2,8,10.124277721535382
6,9,10.293236609668236
0,10,10.039798277468954
0,11,10.039798277468954
1,12,10.082037999502168
0,13,10.039798277468954
2,14,10.124277721535382
1,15,10.082037999502168
10,16,10.46219549780109
2,17,10.124277721535382
2,18,10.124277721535382
5,19,10.250996887635022
1,20,10.082037999502168
1,21,10.082037999502168
0,22,10.039798277468954
1,23,10.082037999502168
2,0,10.124277721535382
0,1,10.039798277468954
0,2,10.039798277468954
3,3,10.166517443568594
1,4,10.082037999502168
0,6,10.039798277468954
1,7,10.082037999502168
3,8,10.166517443568594
0,9,10.039798277468954
4,10,10.208757165601808
4,11,10.208757165601808
12,12,10.546674941867519
9,13,10.419955775767876
10,14,10.46219549780109
22,15,10.969072162199655
19,16,10.842352996100015
9,17,10.419955775767876
9,18,10.419955775767876
6,19,10.293236609668236
1,20,10.082037999502168
1,21,10.082037999502168
4,22,10.208757165601808
3,23,10.166517443568594
0,0,10.039798277468954
7,1,10.33547633170145
1,2,10.082037999502168
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
0,7,10.039798277468954
1,8,10.082037999502168
4,9,10.208757165601808
7,10,10.33547633170145
9,11,10.419955775767876
10,12,10.46219549780109
13,13,10.588914663900733
18,14,10.8001132740668
14,15,10.631154385933947
19,16,10.842352996100015
6,17,10.293236609668236
8,18,10.377716053734664
9,19,10.419955775767876
3,20,10.166517443568594
3,21,10.166517443568594
2,22,10.124277721535382
5,23,10.250996887635022
1,0,10.082037999502168
2,1,10.124277721535382
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
3,8,10.166517443568594
0,9,10.039798277468954
1,10,10.082037999502168
2,11,10.124277721535382
6,12,10.293236609668236
2,13,10.124277721535382
1,14,10.082037999502168
3,15,10.166517443568594
3,16,10.166517443568594
6,17,10.293236609668236
3,18,10.166517443568594
3,19,10.166517443568594
0,20,10.039798277468954
3,21,10.166517443568594
0,22,10.039798277468954
2,23,10.124277721535382
2,0,10.124277721535382
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
3,8,10.166517443568594
2,9,10.124277721535382
0,10,10.039798277468954
2,11,10.124277721535382
2,12,10.124277721535382
3,13,10.166517443568594
5,14,10.250996887635022
7,15,10.33547633170145
3,16,10.166517443568594
4,17,10.208757165601808
3,18,10.166517443568594
3,19,10.166517443568594
5,20,10.250996887635022
0,21,10.039798277468954
2,22,10.124277721535382
1,23,10.082037999502168
0,0,10.039798277468954
0,1,10.039798277468954
4,2,10.208757165601808
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
1,7,10.082037999502168
1,8,10.082037999502168
4,9,10.208757165601808
2,10,10.124277721535382
5,11,10.250996887635022
3,12,10.166517443568594
1,13,10.082037999502168
2,14,10.124277721535382
10,15,10.46219549780109
8,16,10.377716053734664
7,17,10.33547633170145
7,18,10.33547633170145
3,19,10.166517443568594
4,20,10.208757165601808
1,21,10.082037999502168
5,22,10.250996887635022
3,23,10.166517443568594
1,0,10.082037999502168
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
1,7,10.082037999502168
4,8,10.208757165601808
6,9,10.293236609668236
2,10,10.124277721535382
9,11,10.419955775767876
2,12,10.124277721535382
4,13,10.208757165601808
4,14,10.208757165601808
4,15,10.208757165601808
5,16,10.250996887635022
5,17,10.250996887635022
2,18,10.124277721535382
4,19,10.208757165601808
1,20,10.082037999502168
1,21,10.082037999502168
2,22,10.124277721535382
4,23,10.208757165601808
3,0,10.166517443568594
0,1,10.039798277468954
0,2,10.039798277468954
0,3,10.039798277468954
0,5,10.039798277468954
2,6,10.124277721535382
0,7,10.039798277468954
3,8,10.166517443568594
3,9,10.166517443568594
5,10,10.250996887635022
3,11,10.166517443568594
8,12,10.377716053734664
9,13,10.419955775767876
15,14,10.673394107967159
9,15,10.419955775767876
8,16,10.377716053734664
10,17,10.46219549780109
3,18,10.166517443568594
1,19,10.082037999502168
2,20,10.124277721535382
2,21,10.124277721535382
1,22,10.082037999502168
1,23,10.082037999502168
3,0,10.166517443568594
1,1,10.082037999502168
5,2,10.250996887635022
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
0,8,10.039798277468954
3,9,10.166517443568594
3,10,10.166517443568594
1,11,10.082037999502168
10,12,10.46219549780109
10,13,10.46219549780109
5,14,10.250996887635022
11,15,10.504435219834305
8,16,10.377716053734664
14,17,10.631154385933947
2,18,10.124277721535382
6,19,10.293236609668236
5,20,10.250996887635022
3,21,10.166517443568594
2,22,10.124277721535382
7,23,10.33547633170145
2,0,10.124277721535382
4,1,10.208757165601808
0,2,10.039798277468954
3,3,10.166517443568594
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
2,8,10.124277721535382
7,9,10.33547633170145
15,10,10.673394107967159
28,11,11.222510494398938
48,12,12.067304935063213
47,13,12.025065213029999
47,14,12.025065213029999
52,15,12.236263823196067
42,16,11.81386660286393
24,17,11.053551606266083
13,18,10.588914663900733
1,19,10.082037999502168
5,20,10.250996887635022
5,21,10.250996887635022
5,22,10.250996887635022
4,23,10.208757165601808
1,0,10.082037999502168
1,1,10.082037999502168
0,2,10.039798277468954
0,3,10.039798277468954
1,4,10.082037999502168
1,5,10.082037999502168
1,6,10.082037999502168
6,7,10.293236609668236
7,8,10.33547633170145
3,9,10.166517443568594
6,10,10.293236609668236
11,11,10.504435219834305
7,12,10.33547633170145
10,13,10.46219549780109
8,14,10.377716053734664
4,15,10.208757165601808
16,16,10.715633830000373
9,17,10.419955775767876
5,18,10.250996887635022
5,19,10.250996887635022
6,20,10.293236609668236
3,21,10.166517443568594
3,22,10.166517443568594
6,23,10.293236609668236
4,0,10.208757165601808
0,1,10.039798277468954
1,2,10.082037999502168
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
3,7,10.166517443568594
7,8,10.33547633170145
7,9,10.33547633170145
4,10,10.208757165601808
1,11,10.082037999502168
2,12,10.124277721535382
2,13,10.124277721535382
3,14,10.166517443568594
6,15,10.293236609668236
4,16,10.208757165601808
4,17,10.208757165601808
1,18,10.082037999502168
1,19,10.082037999502168
3,20,10.166517443568594
8,21,10.377716053734664
0,22,10.039798277468954
3,23,10.166517443568594
0,0,10.039798277468954
0,1,10.039798277468954
1,2,10.082037999502168
0,3,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
4,7,10.208757165601808
1,8,10.082037999502168
4,9,10.208757165601808
8,10,10.377716053734664
1,11,10.082037999502168
4,12,10.208757165601808
2,13,10.124277721535382
2,14,10.124277721535382
3,15,10.166517443568594
7,16,10.33547633170145
9,17,10.419955775767876
2,18,10.124277721535382
1,19,10.082037999502168
0,20,10.039798277468954
0,21,10.039798277468954
4,22,10.208757165601808
0,23,10.039798277468954
0,0,10.039798277468954
0,1,10.039798277468954
0,2,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
0,7,10.039798277468954
5,8,10.250996887635022
1,9,10.082037999502168
1,10,10.082037999502168
1,11,10.082037999502168
4,12,10.208757165601808
3,13,10.166517443568594
6,14,10.293236609668236
0,15,10.039798277468954
4,16,10.208757165601808
6,17,10.293236609668236
3,18,10.166517443568594
2,19,10.124277721535382
4,20,10.208757165601808
2,21,10.124277721535382
4,22,10.208757165601808
1,23,10.082037999502168
2,0,10.124277721535382
1,1,10.082037999502168
0,2,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
1,7,10.082037999502168
4,8,10.208757165601808
8,9,10.377716053734664
5,10,10.250996887635022
12,11,10.546674941867519
7,12,10.33547633170145
21,13,10.926832440166441
17,14,10.757873552033587
12,15,10.546674941867519
14,16,10.631154385933947
18,17,10.8001132740668
9,18,10.419955775767876
7,19,10.33547633170145
2,20,10.124277721535382
1,21,10.082037999502168
2,22,10.124277721535382
5,23,10.250996887635022
3,0,10.166517443568594
2,1,10.124277721535382
2,2,10.124277721535382
3,3,10.166517443568594
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
2,7,10.124277721535382
2,8,10.124277721535382
5,9,10.250996887635022
13,10,10.588914663900733
30,11,11.306989938465366
27,12,11.180270772365724
32,13,11.391469382531792
30,14,11.306989938465366
47,15,12.025065213029999
42,16,11.81386660286393
24,17,11.053551606266083
4,18,10.208757165601808
2,19,10.124277721535382
1,20,10.082037999502168
9,21,10.419955775767876
6,22,10.293236609668236
1,23,10.082037999502168
5,0,10.250996887635022
1,1,10.082037999502168
1,2,10.082037999502168
4,3,10.208757165601808
0,4,10.039798277468954
2,6,10.124277721535382
0,7,10.039798277468954
1,8,10.082037999502168
12,9,10.546674941867519
19,10,10.842352996100015
26,11,11.138031050332511
58,12,12.48970215539535
62,13,12.658661043528204
51,14,12.194024101162853
40,15,11.729387158797502
28,16,11.222510494398938
30,17,11.306989938465366
17,18,10.757873552033587
11,19,10.504435219834305
15,20,10.673394107967159
6,21,10.293236609668236
5,22,10.250996887635022
3,23,10.166517443568594
3,0,10.166517443568594
1,1,10.082037999502168
0,2,10.039798277468954
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
2,7,10.124277721535382
7,8,10.33547633170145
8,9,10.377716053734664
9,10,10.419955775767876
10,11,10.46219549780109
27,12,11.180270772365724
27,13,11.180270772365724
14,14,10.631154385933947
19,15,10.842352996100015
16,16,10.715633830000373
25,17,11.095791328299297
11,18,10.504435219834305
12,19,10.546674941867519
5,20,10.250996887635022
8,21,10.377716053734664
1,22,10.082037999502168
1,23,10.082037999502168
7,0,10.33547633170145
0,1,10.039798277468954
1,2,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
0,6,10.039798277468954
2,7,10.124277721535382
10,8,10.46219549780109
2,9,10.124277721535382
5,10,10.250996887635022
11,11,10.504435219834305
6,12,10.293236609668236
14,13,10.631154385933947
10,14,10.46219549780109
11,15,10.504435219834305
21,16,10.926832440166441
15,17,10.673394107967159
14,18,10.631154385933947
3,19,10.166517443568594
3,20,10.166517443568594
5,21,10.250996887635022
0,22,10.039798277468954
0,23,10.039798277468954
0,0,10.039798277468954
0,1,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
1,6,10.082037999502168
5,7,10.250996887635022
6,8,10.293236609668236
2,9,10.124277721535382
14,10,10.631154385933947
7,11,10.33547633170145
14,12,10.631154385933947
13,13,10.588914663900733
17,14,10.757873552033587
35,15,11.518188548631434
26,16,11.138031050332511
11,17,10.504435219834305
20,18,10.884592718133229
18,19,10.8001132740668
10,20,10.46219549780109
5,21,10.250996887635022
12,22,10.546674941867519
2,23,10.124277721535382
1,0,10.082037999502168
0,1,10.039798277468954
2,2,10.124277721535382
3,3,10.166517443568594
3,4,10.166517443568594
1,5,10.082037999502168
3,6,10.166517443568594
7,7,10.33547633170145
18,8,10.8001132740668
16,9,10.715633830000373
18,10,10.8001132740668
19,11,10.842352996100015
15,12,10.673394107967159
15,13,10.673394107967159
26,14,11.138031050332511
15,15,10.673394107967159
29,16,11.264750216432152
18,17,10.8001132740668
11,18,10.504435219834305
14,19,10.631154385933947
8,20,10.377716053734664
5,21,10.250996887635022
8,22,10.377716053734664
4,23,10.208757165601808
12,0,10.546674941867519
1,1,10.082037999502168
2,2,10.124277721535382
2,3,10.124277721535382
0,4,10.039798277468954
1,5,10.082037999502168
2,6,10.124277721535382
8,7,10.377716053734664
26,8,11.138031050332511
15,9,10.673394107967159
17,10,10.757873552033587
31,11,11.34922966049858
59,12,12.531941877428563
45,13,11.94058576896357
73,14,13.123297985893554
55,15,12.362982989295709
68,16,12.912099375727486
52,17,12.236263823196067
29,18,11.264750216432152
16,19,10.715633830000373
19,20,10.842352996100015
11,21,10.504435219834305
19,22,10.842352996100015
16,23,10.715633830000373
6,0,10.293236609668236
10,1,10.46219549780109
3,2,10.166517443568594
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
3,6,10.166517443568594
6,7,10.293236609668236
9,8,10.419955775767876
18,9,10.8001132740668
34,10,11.47594882659822
47,11,12.025065213029999
38,12,11.644907714731076
52,13,12.236263823196067
102,14,14.348249924856752
84,15,13.587934928258907
39,16,11.687147436764288
36,17,11.560428270664648
21,18,10.926832440166441
5,19,10.250996887635022
9,20,10.419955775767876
4,21,10.208757165601808
2,22,10.124277721535382
4,23,10.208757165601808
3,0,10.166517443568594
5,1,10.250996887635022
0,2,10.039798277468954
9,3,10.419955775767876
0,4,10.039798277468954
1,6,10.082037999502168
0,7,10.039798277468954
2,8,10.124277721535382
7,9,10.33547633170145
34,10,11.47594882659822
72,11,13.081058263860342
62,12,12.658661043528204
76,13,13.250017151993196
108,14,14.601688257056036
66,15,12.82761993166106
59,16,12.531941877428563
60,17,12.574181599461777
30,18,11.306989938465366
3,19,10.166517443568594
12,20,10.546674941867519
17,21,10.757873552033587
4,22,10.208757165601808
9,23,10.419955775767876
7,0,10.33547633170145
2,1,10.124277721535382
1,2,10.082037999502168
2,3,10.124277721535382
1,4,10.082037999502168
1,5,10.082037999502168
2,6,10.124277721535382
