temp,weekday,Predicted Y
0.22,5,3.008861422321114
0.24,5,3.008487483202759
0.22,5,3.008861422321114
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.22,5,3.008861422321114
0.22,5,3.008861422321114
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.16,5,3.0099832396761794
0.16,5,3.0099832396761794
0.14,5,3.0103571787945342
0.12,5,3.0107311179128895
0.12,5,3.0107311179128895
0.1,5,3.0111050570312443
0.08,5,3.0114789961495996
0.06,5,3.0118529352679544
0.06,5,3.0118529352679544
0.04,6,3.0122268743863096
0.04,6,3.0122268743863096
0.04,6,3.0122268743863096
0.04,6,3.0122268743863096
0.02,6,3.0126008135046645
0.02,6,3.0126008135046645
0.02,6,3.0126008135046645
0.02,6,3.0126008135046645
0.04,6,3.0122268743863096
0.04,6,3.0122268743863096
0.06,6,3.0118529352679544
0.06,6,3.0118529352679544
0.08,6,3.0114789961495996
0.1,6,3.0111050570312443
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.08,6,3.0114789961495996
0.08,6,3.0114789961495996
0.06,6,3.0118529352679544
0.06,6,3.0118529352679544
0.06,6,3.0118529352679544
0.04,6,3.0122268743863096
0.04,0,3.0122268743863096
0.04,0,3.0122268743863096
0.02,0,3.0126008135046645
0.02,0,3.0126008135046645
0.04,0,3.0122268743863096
0.04,0,3.0122268743863096
0.08,0,3.0114789961495996
0.06,0,3.0118529352679544
0.1,0,3.0111050570312443
0.14,0,3.0103571787945342
0.14,0,3.0103571787945342
0.16,0,3.0099832396761794
0.14,0,3.0103571787945342
0.16,0,3.0099832396761794
0.16,0,3.0099832396761794
0.16,0,3.0099832396761794
0.14,0,3.0103571787945342
0.12,0,3.0107311179128895
0.12,0,3.0107311179128895
0.1,0,3.0111050570312443
0.1,0,3.0111050570312443
0.08,0,3.0114789961495996
0.06,0,3.0118529352679544
0.06,1,3.0118529352679544
0.04,1,3.0122268743863096
0.04,1,3.0122268743863096
0.02,1,3.0126008135046645
0.02,1,3.0126008135046645
0.02,1,3.0126008135046645
0.02,1,3.0126008135046645
0.04,1,3.0122268743863096
0.06,1,3.0118529352679544
0.1,1,3.0111050570312443
0.1,1,3.0111050570312443
0.12,1,3.0107311179128895
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.14,1,3.0103571787945342
0.16,1,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.14,2,3.0103571787945342
0.14,2,3.0103571787945342
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.2,2,3.009235361439469
0.22,2,3.008861422321114
0.24,2,3.008487483202759
0.26,2,3.008113544084404
0.26,2,3.008113544084404
0.3,2,3.007365665847694
0.32,2,3.0069917267293387
0.32,2,3.0069917267293387
0.3,2,3.007365665847694
0.3,2,3.007365665847694
0.26,2,3.008113544084404
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.22,3,3.008861422321114
0.24,3,3.008487483202759
0.22,3,3.008861422321114
0.2,3,3.009235361439469
0.2,3,3.009235361439469
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.2,3,3.009235361439469
0.22,4,3.008861422321114
0.22,4,3.008861422321114
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.18,5,3.009609300557824
0.18,5,3.009609300557824
0.16,5,3.0099832396761794
0.16,5,3.0099832396761794
0.18,5,3.009609300557824
0.18,5,3.009609300557824
0.18,5,3.009609300557824
0.18,5,3.009609300557824
0.18,5,3.009609300557824
0.22,5,3.008861422321114
0.2,5,3.009235361439469
0.22,5,3.008861422321114
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.22,5,3.008861422321114
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.2,6,3.009235361439469
0.16,6,3.0099832396761794
0.16,6,3.0099832396761794
0.16,6,3.0099832396761794
0.18,6,3.009609300557824
0.18,6,3.009609300557824
0.18,6,3.009609300557824
0.18,6,3.009609300557824
0.2,6,3.009235361439469
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.24,6,3.008487483202759
0.24,6,3.008487483202759
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.18,6,3.009609300557824
0.18,6,3.009609300557824
0.16,6,3.0099832396761794
0.16,6,3.0099832396761794
0.16,0,3.0099832396761794
0.14,0,3.0103571787945342
0.16,0,3.0099832396761794
0.14,0,3.0103571787945342
0.14,0,3.0103571787945342
0.14,0,3.0103571787945342
0.14,0,3.0103571787945342
0.14,0,3.0103571787945342
0.16,0,3.0099832396761794
0.18,0,3.009609300557824
0.22,0,3.008861422321114
0.3,0,3.007365665847694
0.28,0,3.0077396049660488
0.28,0,3.0077396049660488
0.3,0,3.007365665847694
0.3,0,3.007365665847694
0.3,0,3.007365665847694
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.24,0,3.008487483202759
0.24,0,3.008487483202759
0.24,0,3.008487483202759
0.24,1,3.008487483202759
0.22,1,3.008861422321114
0.22,1,3.008861422321114
0.22,1,3.008861422321114
0.2,1,3.009235361439469
0.18,1,3.009609300557824
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.18,1,3.009609300557824
0.16,1,3.0099832396761794
0.18,1,3.009609300557824
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.3,1,3.007365665847694
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,1,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.14,2,3.0103571787945342
0.14,2,3.0103571787945342
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.18,2,3.009609300557824
0.2,2,3.009235361439469
0.2,2,3.009235361439469
0.22,2,3.008861422321114
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.2,2,3.009235361439469
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.24,3,3.008487483202759
0.22,3,3.008861422321114
0.24,3,3.008487483202759
0.24,3,3.008487483202759
0.34,3,3.006617787610984
0.38,3,3.0058699093742733
0.38,3,3.0058699093742733
0.36,3,3.0062438484926286
0.36,3,3.0062438484926286
0.34,3,3.006617787610984
0.28,3,3.0077396049660488
0.24,3,3.008487483202759
0.22,3,3.008861422321114
0.22,3,3.008861422321114
0.2,3,3.009235361439469
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.16,4,3.0099832396761794
0.16,4,3.0099832396761794
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.16,4,3.0099832396761794
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.22,4,3.008861422321114
0.22,4,3.008861422321114
0.22,4,3.008861422321114
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.18,4,3.009609300557824
0.18,4,3.009609300557824
0.2,4,3.009235361439469
0.2,5,3.009235361439469
0.16,5,3.0099832396761794
0.14,5,3.0103571787945342
0.14,5,3.0103571787945342
0.14,5,3.0103571787945342
0.16,5,3.0099832396761794
0.14,5,3.0103571787945342
0.14,5,3.0103571787945342
0.16,5,3.0099832396761794
0.2,5,3.009235361439469
0.22,5,3.008861422321114
0.24,5,3.008487483202759
0.26,5,3.008113544084404
0.28,5,3.0077396049660488
0.28,5,3.0077396049660488
0.3,5,3.007365665847694
0.26,5,3.008113544084404
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,5,3.008487483202759
0.24,6,3.008487483202759
0.24,6,3.008487483202759
0.24,6,3.008487483202759
0.24,6,3.008487483202759
0.22,6,3.008861422321114
0.2,6,3.009235361439469
0.2,6,3.009235361439469
0.22,6,3.008861422321114
0.2,6,3.009235361439469
0.2,6,3.009235361439469
0.2,6,3.009235361439469
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.22,6,3.008861422321114
0.24,6,3.008487483202759
0.28,6,3.0077396049660488
0.28,6,3.0077396049660488
0.3,6,3.007365665847694
0.26,6,3.008113544084404
0.26,6,3.008113544084404
0.26,6,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.24,0,3.008487483202759
0.24,0,3.008487483202759
0.28,0,3.0077396049660488
0.3,0,3.007365665847694
0.32,0,3.0069917267293387
0.34,0,3.006617787610984
0.34,0,3.006617787610984
0.34,0,3.006617787610984
0.34,0,3.006617787610984
0.34,0,3.006617787610984
0.34,0,3.006617787610984
0.3,0,3.007365665847694
0.28,0,3.0077396049660488
0.28,0,3.0077396049660488
0.26,0,3.008113544084404
0.26,0,3.008113544084404
0.24,0,3.008487483202759
0.24,1,3.008487483202759
0.22,1,3.008861422321114
0.2,1,3.009235361439469
0.2,1,3.009235361439469
0.2,1,3.009235361439469
0.2,1,3.009235361439469
0.18,1,3.009609300557824
0.18,1,3.009609300557824
0.16,1,3.0099832396761794
0.22,1,3.008861422321114
0.24,1,3.008487483202759
0.3,1,3.007365665847694
0.32,1,3.0069917267293387
0.36,1,3.0062438484926286
0.36,1,3.0062438484926286
0.38,1,3.0058699093742733
0.36,1,3.0062438484926286
0.32,1,3.0069917267293387
0.34,1,3.006617787610984
0.32,1,3.0069917267293387
0.32,1,3.0069917267293387
0.32,1,3.0069917267293387
0.28,1,3.0077396049660488
0.3,1,3.007365665847694
0.28,2,3.0077396049660488
0.28,2,3.0077396049660488
0.26,2,3.008113544084404
0.28,2,3.0077396049660488
0.26,2,3.008113544084404
0.26,2,3.008113544084404
0.26,2,3.008113544084404
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.24,2,3.008487483202759
0.24,2,3.008487483202759
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.22,2,3.008861422321114
0.2,2,3.009235361439469
0.16,2,3.0099832396761794
0.16,2,3.0099832396761794
0.14,2,3.0103571787945342
0.12,2,3.0107311179128895
0.12,2,3.0107311179128895
0.1,3,3.0111050570312443
0.1,3,3.0111050570312443
0.08,3,3.0114789961495996
0.06,3,3.0118529352679544
0.06,3,3.0118529352679544
0.06,3,3.0118529352679544
0.06,3,3.0118529352679544
0.1,3,3.0111050570312443
0.12,3,3.0107311179128895
0.14,3,3.0103571787945342
0.14,3,3.0103571787945342
0.18,3,3.009609300557824
0.18,3,3.009609300557824
0.2,3,3.009235361439469
0.2,3,3.009235361439469
0.2,3,3.009235361439469
0.2,3,3.009235361439469
0.18,3,3.009609300557824
0.14,3,3.0103571787945342
0.14,3,3.0103571787945342
0.14,3,3.0103571787945342
0.16,3,3.0099832396761794
0.16,3,3.0099832396761794
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.12,4,3.0107311179128895
0.12,4,3.0107311179128895
0.1,4,3.0111050570312443
0.1,4,3.0111050570312443
0.12,4,3.0107311179128895
0.12,4,3.0107311179128895
0.14,4,3.0103571787945342
0.16,4,3.0099832396761794
0.18,4,3.009609300557824
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.2,4,3.009235361439469
0.18,4,3.009609300557824
0.16,4,3.0099832396761794
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.14,4,3.0103571787945342
0.12,4,3.0107311179128895
0.12,4,3.0107311179128895
0.1,5,3.0111050570312443
0.1,5,3.0111050570312443
0.1,5,3.0111050570312443
0.08,5,3.0114789961495996
0.1,5,3.0111050570312443
0.08,5,3.0114789961495996
0.1,5,3.0111050570312443
0.12,5,3.0107311179128895
0.14,5,3.0103571787945342
0.22,5,3.008861422321114
0.22,5,3.008861422321114
0.24,5,3.008487483202759
0.3,5,3.007365665847694
0.32,5,3.0069917267293387
0.3,5,3.007365665847694
0.3,5,3.007365665847694
0.28,5,3.0077396049660488
0.26,5,3.008113544084404
0.22,5,3.008861422321114
0.2,5,3.009235361439469
0.2,5,3.009235361439469
0.18,5,3.009609300557824
0.16,6,3.0099832396761794
0.14,6,3.0103571787945342
0.14,6,3.0103571787945342
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.12,6,3.0107311179128895
0.14,6,3.0103571787945342
0.16,6,3.0099832396761794
0.22,6,3.008861422321114
0.3,6,3.007365665847694
0.3,6,3.007365665847694
0.3,6,3.007365665847694
0.34,6,3.006617787610984
0.34,6,3.006617787610984
0.34,6,3.006617787610984
0.32,6,3.0069917267293387
0.28,6,3.0077396049660488
0.28,6,3.0077396049660488
0.26,6,3.008113544084404
0.26,6,3.008113544084404
