windspeed,casual,Predicted Y
0.1343,0,33.64591170257168
0.0896,0,32.019413426403446
0.1045,0,32.561579518459524
0.1045,0,32.561579518459524
0.1343,2,33.64591170257168
0.1642,2,34.73388258528824
0.2239,2,36.90618565211696
0.3284,5,40.708625693718325
0.2985,7,39.62065481100176
0.1642,12,34.73388258528824
0.194,18,35.8182147694004
0.2239,9,36.90618565211696
0.2537,17,37.99051783622912
0.2537,15,37.99051783622912
0.2239,10,36.90618565211696
0.194,3,35.8182147694004
0.1045,2,32.561579518459524
0.1045,1,32.561579518459524
0.0,0,28.759139476858167
0.0896,1,32.019413426403446
0.0896,2,32.019413426403446
0.0,0,28.759139476858167
0.0896,0,32.019413426403446
0.0896,0,32.019413426403446
0.2239,0,36.90618565211696
0.1642,0,34.73388258528824
0.2239,0,36.90618565211696
0.194,1,35.8182147694004
0.2985,3,39.62065481100176
0.3284,6,40.708625693718325
0.3284,4,40.708625693718325
0.3284,12,40.708625693718325
0.3284,5,40.708625693718325
0.2985,6,39.62065481100176
0.194,10,35.8182147694004
0.194,7,35.8182147694004
0.0896,4,32.019413426403446
0.194,4,35.8182147694004
0.1343,3,33.64591170257168
0.1045,5,32.561579518459524
0.1642,7,34.73388258528824
0.194,3,35.8182147694004
0.1343,1,33.64591170257168
0.0,1,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0896,0,32.019413426403446
0.0896,0,32.019413426403446
0.1045,0,32.561579518459524
0.0,0,28.759139476858167
0.0,3,28.759139476858167
0.0,6,28.759139476858167
0.0,3,28.759139476858167
0.0896,2,32.019413426403446
0.0,6,28.759139476858167
0.1045,12,32.561579518459524
0.1642,11,34.73388258528824
0.0,8,28.759139476858167
0.1642,12,34.73388258528824
0.1642,9,34.73388258528824
0.1343,5,33.64591170257168
0.0896,3,32.019413426403446
0.1642,3,34.73388258528824
0.2239,0,36.90618565211696
0.2836,1,39.07848871894568
0.194,4,35.8182147694004
0.194,4,35.8182147694004
0.2239,2,36.90618565211696
0.2239,0,36.90618565211696
0.1343,0,33.64591170257168
0.0,0,28.759139476858167
0.0,8,28.759139476858167
0.1343,8,33.64591170257168
0.2537,20,37.99051783622912
0.2985,9,39.62065481100176
0.3284,16,40.708625693718325
0.2239,19,36.90618565211696
0.2537,9,37.99051783622912
0.2836,9,39.07848871894568
0.2537,7,37.99051783622912
0.1642,9,34.73388258528824
0.1642,5,34.73388258528824
0.0,9,28.759139476858167
0.0896,7,32.019413426403446
0.0896,3,32.019413426403446
0.1045,1,32.561579518459524
0.1343,0,33.64591170257168
0.1642,2,34.73388258528824
0.1642,1,34.73388258528824
0.1642,1,34.73388258528824
0.0896,1,32.019413426403446
0.0,3,28.759139476858167
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.1045,1,32.561579518459524
0.1045,0,32.561579518459524
0.1045,0,32.561579518459524
0.1642,5,34.73388258528824
0.3881,2,42.88092876054704
0.3582,8,41.79295787783048
0.3284,7,40.708625693718325
0.4925,12,46.679730103543996
0.4478,5,45.053231827375754
0.4478,8,45.053231827375754
0.5522,5,48.85203317037272
0.2985,3,39.62065481100176
0.2537,4,37.99051783622912
0.2537,0,37.99051783622912
0.3582,2,41.79295787783048
0.3881,1,42.88092876054704
0.4478,0,45.053231827375754
0.3881,1,42.88092876054704
0.4627,0,45.59539791943184
0.4627,0,45.59539791943184
0.4179,0,43.9652609446592
0.194,0,35.8182147694004
0.194,0,35.8182147694004
0.2836,0,39.07848871894568
0.194,1,35.8182147694004
0.2836,0,39.07848871894568
0.5224,0,47.76770098626056
0.3881,0,42.88092876054704
0.5224,2,47.76770098626056
0.4478,4,45.053231827375754
0.4478,6,45.053231827375754
0.4627,8,45.59539791943184
0.3582,5,41.79295787783048
0.4478,13,45.053231827375754
0.3881,3,42.88092876054704
0.3284,4,40.708625693718325
0.3284,1,40.708625693718325
0.2537,0,37.99051783622912
0.4179,1,43.9652609446592
0.2985,5,39.62065481100176
0.194,0,35.8182147694004
0.2836,2,39.07848871894568
0.2836,1,39.07848871894568
0.2239,0,36.90618565211696
0.2239,0,36.90618565211696
0.1343,1,33.64591170257168
0.2537,0,37.99051783622912
0.2836,0,39.07848871894568
0.2239,2,36.90618565211696
0.2836,4,39.07848871894568
0.2537,2,37.99051783622912
0.2985,0,39.62065481100176
0.2836,2,39.07848871894568
0.2836,5,39.07848871894568
0.2836,4,39.07848871894568
0.2239,0,36.90618565211696
0.2239,2,36.90618565211696
0.1343,4,33.64591170257168
0.1045,4,32.561579518459524
0.2239,1,36.90618565211696
0.1642,3,34.73388258528824
0.1642,1,34.73388258528824
0.194,1,35.8182147694004
0.1642,2,34.73388258528824
0.1642,0,34.73388258528824
0.1045,2,32.561579518459524
0.1642,0,34.73388258528824
0.194,0,35.8182147694004
0.1343,0,33.64591170257168
0.1343,0,33.64591170257168
0.0,2,28.759139476858167
0.0896,3,32.019413426403446
0.1642,3,34.73388258528824
0.1642,3,34.73388258528824
0.1343,4,33.64591170257168
0.1045,2,32.561579518459524
0.0896,6,32.019413426403446
0.0896,3,32.019413426403446
0.0896,2,32.019413426403446
0.2239,4,36.90618565211696
0.2239,6,36.90618565211696
0.1045,1,32.561579518459524
0.0,0,28.759139476858167
0.194,0,35.8182147694004
0.0896,0,32.019413426403446
0.1045,1,32.561579518459524
0.0896,1,32.019413426403446
0.0896,0,32.019413426403446
0.1045,0,32.561579518459524
0.1343,0,33.64591170257168
0.1642,0,34.73388258528824
0.1343,0,33.64591170257168
0.1343,0,33.64591170257168
0.1642,3,34.73388258528824
0.3284,3,40.708625693718325
0.2239,0,36.90618565211696
0.3881,3,42.88092876054704
0.5821,3,49.940004053089275
0.3582,0,41.79295787783048
0.3284,0,40.708625693718325
0.4179,1,43.9652609446592
0.3284,5,40.708625693718325
0.3582,0,41.79295787783048
0.5224,2,47.76770098626056
0.4179,1,43.9652609446592
0.3284,2,40.708625693718325
0.3284,0,40.708625693718325
0.4478,1,45.053231827375754
0.4179,1,43.9652609446592
0.2836,1,39.07848871894568
0.2836,0,39.07848871894568
0.3582,0,41.79295787783048
0.3284,0,40.708625693718325
0.2537,0,37.99051783622912
0.2985,0,39.62065481100176
0.1343,0,33.64591170257168
0.1343,0,33.64591170257168
0.194,5,35.8182147694004
0.3284,2,40.708625693718325
0.3582,2,41.79295787783048
0.4478,4,45.053231827375754
0.4179,3,43.9652609446592
0.4478,2,45.053231827375754
0.3881,3,42.88092876054704
0.2985,5,39.62065481100176
0.3582,2,41.79295787783048
0.2836,4,39.07848871894568
0.3284,3,40.708625693718325
0.2537,1,37.99051783622912
0.2239,0,36.90618565211696
0.2985,0,39.62065481100176
0.3284,0,40.708625693718325
0.194,1,35.8182147694004
0.194,0,35.8182147694004
0.1642,0,34.73388258528824
0.1343,0,33.64591170257168
0.1045,0,32.561579518459524
0.0896,0,32.019413426403446
0.0,0,28.759139476858167
0.1642,0,34.73388258528824
0.0,2,28.759139476858167
0.1343,0,33.64591170257168
0.194,4,35.8182147694004
0.2836,6,39.07848871894568
0.2537,2,37.99051783622912
0.3881,4,42.88092876054704
0.2836,5,39.07848871894568
0.1642,9,34.73388258528824
0.1045,3,32.561579518459524
0.1642,4,34.73388258528824
0.0,5,28.759139476858167
0.0896,3,32.019413426403446
0.0,0,28.759139476858167
0.0,4,28.759139476858167
0.0,2,28.759139476858167
0.0,1,28.759139476858167
0.0,3,28.759139476858167
0.0896,2,32.019413426403446
0.0896,0,32.019413426403446
0.0,1,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.1045,1,32.561579518459524
0.0,1,28.759139476858167
0.1343,1,33.64591170257168
0.1343,2,33.64591170257168
0.1642,2,34.73388258528824
0.2239,18,36.90618565211696
0.2239,15,36.90618565211696
0.2985,21,39.62065481100176
0.2836,26,39.07848871894568
0.194,21,35.8182147694004
0.194,33,35.8182147694004
0.2836,29,39.07848871894568
0.2537,15,37.99051783622912
0.2537,14,37.99051783622912
0.2537,6,37.99051783622912
0.2239,6,36.90618565211696
0.1045,0,32.561579518459524
0.2836,5,39.07848871894568
0.0,6,28.759139476858167
0.1343,4,33.64591170257168
0.0896,3,32.019413426403446
0.0,9,28.759139476858167
0.1642,0,34.73388258528824
0.1642,1,34.73388258528824
0.1642,0,34.73388258528824
0.2985,0,39.62065481100176
0.2836,0,39.07848871894568
0.2537,3,37.99051783622912
0.2836,8,39.07848871894568
0.2537,23,37.99051783622912
0.2836,29,39.07848871894568
0.2985,23,39.62065481100176
0.2537,22,37.99051783622912
0.2537,35,37.99051783622912
0.2239,22,36.90618565211696
0.2537,23,37.99051783622912
0.1642,11,34.73388258528824
0.1343,14,33.64591170257168
0.1642,7,34.73388258528824
0.1642,6,34.73388258528824
0.1343,2,33.64591170257168
0.1045,0,32.561579518459524
0.2239,1,36.90618565211696
0.194,1,35.8182147694004
0.2537,0,37.99051783622912
0.194,0,35.8182147694004
0.1343,1,33.64591170257168
0.1642,0,34.73388258528824
0.194,0,35.8182147694004
0.1343,4,33.64591170257168
0.2239,3,36.90618565211696
0.2239,8,36.90618565211696
0.2537,7,37.99051783622912
0.194,9,35.8182147694004
0.1343,10,33.64591170257168
0.1343,13,33.64591170257168
0.1045,12,32.561579518459524
0.1642,21,34.73388258528824
0.1642,6,34.73388258528824
0.194,4,35.8182147694004
0.2537,7,37.99051783622912
0.194,2,35.8182147694004
0.194,4,35.8182147694004
0.194,3,35.8182147694004
0.2537,0,37.99051783622912
0.2836,1,39.07848871894568
0.3284,0,40.708625693718325
0.2239,0,36.90618565211696
0.1642,2,34.73388258528824
0.1642,3,34.73388258528824
0.194,0,35.8182147694004
0.194,1,35.8182147694004
0.1642,1,34.73388258528824
0.1343,1,33.64591170257168
0.0,0,28.759139476858167
0.1045,0,32.561579518459524
0.0896,0,32.019413426403446
0.0,1,28.759139476858167
0.0,0,28.759139476858167
0.1343,1,33.64591170257168
0.1343,0,33.64591170257168
0.1343,1,33.64591170257168
0.0896,0,32.019413426403446
0.0896,0,32.019413426403446
0.1045,1,32.561579518459524
0.1045,1,32.561579518459524
0.1045,2,32.561579518459524
0.1343,1,33.64591170257168
0.0896,5,32.019413426403446
0.0896,5,32.019413426403446
0.2836,11,39.07848871894568
0.2537,7,37.99051783622912
0.2836,4,39.07848871894568
0.3881,10,42.88092876054704
0.3284,7,40.708625693718325
0.2836,5,39.07848871894568
0.4179,4,43.9652609446592
0.2985,2,39.62065481100176
0.4179,4,43.9652609446592
0.1642,6,34.73388258528824
0.4627,1,45.59539791943184
0.3881,5,42.88092876054704
0.0,2,28.759139476858167
0.0,0,28.759139476858167
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.2239,0,36.90618565211696
0.2239,0,36.90618565211696
0.2239,1,36.90618565211696
0.2836,2,39.07848871894568
0.2239,3,36.90618565211696
0.2985,1,39.62065481100176
0.1642,5,34.73388258528824
0.0,7,28.759139476858167
0.1045,12,32.561579518459524
0.1343,6,33.64591170257168
0.194,8,35.8182147694004
0.1343,8,33.64591170257168
0.1045,8,32.561579518459524
0.194,1,35.8182147694004
0.3284,6,40.708625693718325
0.2836,2,39.07848871894568
0.2537,3,37.99051783622912
0.2836,0,39.07848871894568
0.3284,3,40.708625693718325
0.2537,1,37.99051783622912
0.2537,0,37.99051783622912
0.1642,0,34.73388258528824
0.2985,0,39.62065481100176
0.0896,0,32.019413426403446
0.4179,1,43.9652609446592
0.2537,0,37.99051783622912
0.2836,2,39.07848871894568
0.3284,7,40.708625693718325
0.3582,7,41.79295787783048
0.4627,6,45.59539791943184
0.4627,6,45.59539791943184
0.5821,11,49.940004053089275
0.5821,8,49.940004053089275
0.5224,6,47.76770098626056
0.4478,4,45.053231827375754
0.3582,0,41.79295787783048
0.3582,10,41.79295787783048
0.2537,1,37.99051783622912
0.3284,3,40.708625693718325
0.4179,1,43.9652609446592
0.2836,0,39.07848871894568
0.3881,1,42.88092876054704
0.3284,0,40.708625693718325
0.2537,0,37.99051783622912
0.3881,3,42.88092876054704
0.2537,0,37.99051783622912
0.2836,1,39.07848871894568
0.2985,0,39.62065481100176
0.2239,0,36.90618565211696
0.2836,0,39.07848871894568
0.3284,1,40.708625693718325
0.2537,3,37.99051783622912
0.1642,3,34.73388258528824
0.1343,4,33.64591170257168
0.1045,10,32.561579518459524
0.0,12,28.759139476858167
0.1045,11,32.561579518459524
0.0,10,28.759139476858167
0.194,11,35.8182147694004
0.0,8,28.759139476858167
0.194,0,35.8182147694004
0.1343,6,33.64591170257168
0.1642,1,34.73388258528824
0.0896,0,32.019413426403446
0.0,7,28.759139476858167
0.1045,2,32.561579518459524
0.1045,2,32.561579518459524
0.1045,1,32.561579518459524
0.1343,3,33.64591170257168
0.1343,1,33.64591170257168
0.1045,0,32.561579518459524
0.1045,0,32.561579518459524
0.1642,1,34.73388258528824
0.1642,2,34.73388258528824
0.3582,3,41.79295787783048
0.3881,7,42.88092876054704
0.2239,22,36.90618565211696
0.4627,24,45.59539791943184
0.3881,12,42.88092876054704
0.3582,17,41.79295787783048
0.3582,13,41.79295787783048
0.3284,9,40.708625693718325
0.3881,5,42.88092876054704
0.2537,5,37.99051783622912
0.2836,5,39.07848871894568
0.2537,4,37.99051783622912
0.194,5,35.8182147694004
0.194,5,35.8182147694004
0.2239,4,36.90618565211696
0.194,0,35.8182147694004
0.194,0,35.8182147694004
0.2537,0,37.99051783622912
0.1343,0,33.64591170257168
0.1343,0,33.64591170257168
0.0896,0,32.019413426403446
0.0,5,28.759139476858167
0.0,6,28.759139476858167
0.0,4,28.759139476858167
0.0,6,28.759139476858167
0.1343,3,33.64591170257168
0.194,11,35.8182147694004
0.2239,6,36.90618565211696
0.2239,2,36.90618565211696
0.1642,7,34.73388258528824
0.2537,4,37.99051783622912
0.2537,6,37.99051783622912
0.194,8,35.8182147694004
0.1642,5,34.73388258528824
0.194,1,35.8182147694004
0.1642,6,34.73388258528824
0.2239,3,36.90618565211696
0.2537,3,37.99051783622912
0.2836,3,39.07848871894568
0.1642,0,34.73388258528824
0.2239,0,36.90618565211696
0.1045,0,32.561579518459524
0.2239,0,36.90618565211696
0.1045,1,32.561579518459524
0.2239,5,36.90618565211696
0.1343,5,33.64591170257168
0.0896,10,32.019413426403446
0.1045,6,32.561579518459524
0.1343,6,33.64591170257168
0.0896,21,32.019413426403446
0.1343,21,33.64591170257168
0.0,11,28.759139476858167
0.0,21,28.759139476858167
0.0,14,28.759139476858167
0.0,14,28.759139476858167
0.0896,7,32.019413426403446
0.1642,13,34.73388258528824
0.194,16,35.8182147694004
0.194,5,35.8182147694004
0.1642,4,34.73388258528824
0.1642,3,34.73388258528824
0.1343,3,33.64591170257168
0.1343,0,33.64591170257168
0.194,3,35.8182147694004
0.2836,0,39.07848871894568
0.2836,0,39.07848871894568
0.2985,1,39.62065481100176
0.2985,3,39.62065481100176
0.2985,3,39.62065481100176
0.2836,2,39.07848871894568
0.3284,6,40.708625693718325
0.3284,7,40.708625693718325
0.3284,4,40.708625693718325
0.3582,0,41.79295787783048
0.4627,1,45.59539791943184
0.3284,1,40.708625693718325
0.3582,0,41.79295787783048
0.194,1,35.8182147694004
0.1045,2,32.561579518459524
0.0896,3,32.019413426403446
0.0896,3,32.019413426403446
0.0896,4,32.019413426403446
0.0896,2,32.019413426403446
0.0896,0,32.019413426403446
0.1642,0,34.73388258528824
0.1343,0,33.64591170257168
0.1343,1,33.64591170257168
0.1642,0,34.73388258528824
0.1045,1,32.561579518459524
0.1045,0,32.561579518459524
0.1343,0,33.64591170257168
0.0896,2,32.019413426403446
0.0896,2,32.019413426403446
0.0896,6,32.019413426403446
0.1045,0,32.561579518459524
0.1045,0,32.561579518459524
0.1045,1,32.561579518459524
0.1045,0,32.561579518459524
0.0,2,28.759139476858167
0.0,1,28.759139476858167
0.0,10,28.759139476858167
0.1343,2,33.64591170257168
0.194,2,35.8182147694004
0.1343,5,33.64591170257168
0.194,1,35.8182147694004
0.1343,1,33.64591170257168
0.3582,0,41.79295787783048
0.2239,1,36.90618565211696
0.3582,2,41.79295787783048
0.194,0,35.8182147694004
0.1642,0,34.73388258528824
0.1343,3,33.64591170257168
0.1045,1,32.561579518459524
0.1343,0,33.64591170257168
0.1045,1,32.561579518459524
0.1642,3,34.73388258528824
0.0896,0,32.019413426403446
0.1045,4,32.561579518459524
0.1343,4,33.64591170257168
0.194,12,35.8182147694004
0.1642,9,34.73388258528824
0.1343,10,33.64591170257168
0.2537,22,37.99051783622912
0.1642,19,34.73388258528824
0.0,9,28.759139476858167
0.1343,9,33.64591170257168
0.2537,6,37.99051783622912
0.0896,1,32.019413426403446
0.0896,1,32.019413426403446
0.0896,4,32.019413426403446
0.0896,3,32.019413426403446
0.1045,0,32.561579518459524
0.0,7,28.759139476858167
0.0,1,28.759139476858167
0.0,1,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,1,28.759139476858167
0.0,4,28.759139476858167
0.0,7,28.759139476858167
0.0,9,28.759139476858167
0.1045,10,32.561579518459524
0.1045,13,32.561579518459524
0.0896,18,32.019413426403446
0.0,14,28.759139476858167
0.0,19,28.759139476858167
0.194,6,35.8182147694004
0.1642,8,34.73388258528824
0.194,9,35.8182147694004
0.1045,3,32.561579518459524
0.1642,3,34.73388258528824
0.194,2,35.8182147694004
0.2836,5,39.07848871894568
0.2239,1,36.90618565211696
0.2537,2,37.99051783622912
0.194,0,35.8182147694004
0.194,0,35.8182147694004
0.2239,0,36.90618565211696
0.2836,0,39.07848871894568
0.3284,0,40.708625693718325
0.2836,1,39.07848871894568
0.2836,3,39.07848871894568
0.2985,0,39.62065481100176
0.194,1,35.8182147694004
0.194,2,35.8182147694004
0.1045,6,32.561579518459524
0.0,2,28.759139476858167
0.1343,1,33.64591170257168
0.1343,3,33.64591170257168
0.194,3,35.8182147694004
0.194,6,35.8182147694004
0.2239,3,36.90618565211696
0.1045,3,32.561579518459524
0.1642,0,34.73388258528824
0.0896,3,32.019413426403446
0.1045,0,32.561579518459524
0.0896,2,32.019413426403446
0.1045,2,32.561579518459524
0.1045,0,32.561579518459524
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,3,28.759139476858167
0.0,2,28.759139476858167
0.0,0,28.759139476858167
0.0,2,28.759139476858167
0.0,2,28.759139476858167
0.0,3,28.759139476858167
0.0896,5,32.019413426403446
0.0,7,28.759139476858167
0.1343,3,33.64591170257168
0.0,4,28.759139476858167
0.1045,3,32.561579518459524
0.1343,3,33.64591170257168
0.1343,5,33.64591170257168
0.1343,0,33.64591170257168
0.0896,2,32.019413426403446
0.194,1,35.8182147694004
0.1045,0,32.561579518459524
0.194,0,35.8182147694004
0.1343,4,33.64591170257168
0.1343,0,33.64591170257168
0.2836,0,39.07848871894568
0.1045,0,32.561579518459524
0.1045,1,32.561579518459524
0.2239,1,36.90618565211696
0.2239,1,36.90618565211696
0.0896,4,32.019413426403446
0.0,2,28.759139476858167
0.194,5,35.8182147694004
0.2239,3,36.90618565211696
0.1642,1,34.73388258528824
0.3881,2,42.88092876054704
0.3284,10,40.708625693718325
0.2985,8,39.62065481100176
0.5224,7,47.76770098626056
0.5522,7,48.85203317037272
0.4925,3,46.679730103543996
0.5522,4,48.85203317037272
0.3284,1,40.708625693718325
0.2537,5,37.99051783622912
0.4478,3,45.053231827375754
0.4478,1,45.053231827375754
0.5224,0,47.76770098626056
0.2537,0,37.99051783622912
0.2537,0,37.99051783622912
0.2985,0,39.62065481100176
0.3582,0,41.79295787783048
0.3284,1,40.708625693718325
0.3582,4,41.79295787783048
0.2985,6,39.62065481100176
0.3284,2,40.708625693718325
0.4478,9,45.053231827375754
0.3582,2,41.79295787783048
0.4179,4,43.9652609446592
0.3881,4,42.88092876054704
0.3284,4,40.708625693718325
0.2537,5,37.99051783622912
0.194,5,35.8182147694004
0.1642,2,34.73388258528824
0.0,4,28.759139476858167
0.0896,1,32.019413426403446
0.1045,1,32.561579518459524
0.0896,2,32.019413426403446
0.1045,4,32.561579518459524
0.0,3,28.759139476858167
0.0,0,28.759139476858167
0.1045,0,32.561579518459524
0.1045,0,32.561579518459524
0.1343,0,33.64591170257168
0.0,2,28.759139476858167
0.0,0,28.759139476858167
0.1343,3,33.64591170257168
0.1343,3,33.64591170257168
0.1343,5,33.64591170257168
0.1642,3,34.73388258528824
0.1642,8,34.73388258528824
0.2239,9,36.90618565211696
0.1642,15,34.73388258528824
0.2537,9,37.99051783622912
0.2239,8,36.90618565211696
0.1343,10,33.64591170257168
0.1045,3,32.561579518459524
0.1343,1,33.64591170257168
0.1642,2,34.73388258528824
0.1642,2,34.73388258528824
0.1642,1,34.73388258528824
0.1343,1,33.64591170257168
0.1642,3,34.73388258528824
0.1642,1,34.73388258528824
0.1642,5,34.73388258528824
0.1642,1,34.73388258528824
0.1343,0,33.64591170257168
0.0896,0,32.019413426403446
0.0,0,28.759139476858167
0.0896,0,32.019413426403446
0.0896,0,32.019413426403446
0.0896,3,32.019413426403446
0.1343,3,33.64591170257168
0.1343,1,33.64591170257168
0.1642,10,34.73388258528824
0.1642,10,34.73388258528824
0.0,5,28.759139476858167
0.0,11,28.759139476858167
0.1343,8,33.64591170257168
0.2836,14,39.07848871894568
0.4478,2,45.053231827375754
0.4478,6,45.053231827375754
0.2537,5,37.99051783622912
0.194,3,35.8182147694004
0.1343,2,33.64591170257168
0.2239,7,36.90618565211696
0.194,2,35.8182147694004
0.4179,4,43.9652609446592
0.3284,0,40.708625693718325
0.0896,3,32.019413426403446
0.3582,0,41.79295787783048
0.2239,0,36.90618565211696
0.2239,0,36.90618565211696
0.1642,0,34.73388258528824
0.1045,2,32.561579518459524
0.1045,7,32.561579518459524
0.2537,15,37.99051783622912
0.2537,28,37.99051783622912
0.0,48,28.759139476858167
0.0,47,28.759139476858167
0.0896,47,32.019413426403446
0.0896,52,32.019413426403446
0.1045,42,32.561579518459524
0.0,24,28.759139476858167
0.1642,13,34.73388258528824
0.1343,1,33.64591170257168
0.1045,5,32.561579518459524
0.0,5,28.759139476858167
0.0,5,28.759139476858167
0.0,4,28.759139476858167
0.0,1,28.759139476858167
0.0,1,28.759139476858167
0.0,0,28.759139476858167
0.0,0,28.759139476858167
0.0,1,28.759139476858167
0.0,1,28.759139476858167
0.0,1,28.759139476858167
0.0,6,28.759139476858167
0.0,7,28.759139476858167
0.0,3,28.759139476858167
0.1045,6,32.561579518459524
0.0896,11,32.019413426403446
0.0,7,28.759139476858167
0.0896,10,32.019413426403446
0.0896,8,32.019413426403446
0.0896,4,32.019413426403446
0.1343,16,33.64591170257168
0.1642,9,34.73388258528824
0.1343,5,33.64591170257168
0.0,5,28.759139476858167
0.1045,6,32.561579518459524
0.0,3,28.759139476858167
0.0896,3,32.019413426403446
0.0,6,28.759139476858167
0.0,4,28.759139476858167
0.0,0,28.759139476858167
0.1045,1,32.561579518459524
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.3284,0,40.708625693718325
0.3284,0,40.708625693718325
0.4179,3,43.9652609446592
0.4925,7,46.679730103543996
0.4925,7,46.679730103543996
0.5522,4,48.85203317037272
0.4627,1,45.59539791943184
0.4925,2,46.679730103543996
0.4478,2,45.053231827375754
0.4179,3,43.9652609446592
0.3881,6,42.88092876054704
0.5224,4,47.76770098626056
0.5821,4,49.940004053089275
0.3881,1,42.88092876054704
0.4627,1,45.59539791943184
0.3284,3,40.708625693718325
0.4627,8,45.59539791943184
0.3582,0,41.79295787783048
0.3284,3,40.708625693718325
0.3582,0,41.79295787783048
0.2239,0,36.90618565211696
0.2836,1,39.07848871894568
0.1343,0,33.64591170257168
0.1045,0,32.561579518459524
0.0,0,28.759139476858167
0.1045,4,32.561579518459524
0.0,1,28.759139476858167
0.1642,4,34.73388258528824
0.0,8,28.759139476858167
0.1642,1,34.73388258528824
0.2239,4,36.90618565211696
0.2537,2,37.99051783622912
0.2985,2,39.62065481100176
0.2836,3,39.07848871894568
0.2537,7,37.99051783622912
0.2537,9,37.99051783622912
0.2985,2,39.62065481100176
0.2537,1,37.99051783622912
0.1642,0,34.73388258528824
0.1642,0,34.73388258528824
0.1642,4,34.73388258528824
0.194,0,35.8182147694004
0.194,0,35.8182147694004
0.1343,0,33.64591170257168
0.1343,0,33.64591170257168
0.2239,0,36.90618565211696
0.2239,0,36.90618565211696
0.2836,0,39.07848871894568
0.4179,0,43.9652609446592
0.3284,5,40.708625693718325
0.3582,1,41.79295787783048
0.2985,1,39.62065481100176
0.3582,1,41.79295787783048
0.3881,4,42.88092876054704
0.2985,3,39.62065481100176
0.2836,6,39.07848871894568
0.2537,0,37.99051783622912
0.2985,4,39.62065481100176
0.194,6,35.8182147694004
0.1343,3,33.64591170257168
0.1045,2,32.561579518459524
0.0896,4,32.019413426403446
0.0,2,28.759139476858167
0.0,4,28.759139476858167
0.1045,1,32.561579518459524
0.1045,2,32.561579518459524
0.0896,1,32.019413426403446
0.0896,0,32.019413426403446
0.0896,0,32.019413426403446
0.0,1,28.759139476858167
0.0,1,28.759139476858167
0.1642,4,34.73388258528824
0.2239,8,36.90618565211696
0.194,5,35.8182147694004
0.1343,12,33.64591170257168
0.1343,7,33.64591170257168
0.194,21,35.8182147694004
0.2537,17,37.99051783622912
0.1642,12,34.73388258528824
0.194,14,35.8182147694004
0.0,18,28.759139476858167
0.0,9,28.759139476858167
0.0,7,28.759139476858167
0.1343,2,33.64591170257168
0.1343,1,33.64591170257168
0.0896,2,32.019413426403446
0.0,5,28.759139476858167
