temp,weathersit,Predicted Y
0.16,2,1.5401293546164243
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.26,1,1.5060491351358671
0.28,1,1.4992330912397556
0.3,1,1.4924170473436442
0.28,1,1.4992330912397556
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.28,1,1.4992330912397556
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,2,1.5401293546164243
0.14,2,1.5469453985125359
0.14,2,1.5469453985125359
0.16,2,1.5401293546164243
0.16,1,1.5401293546164243
0.18,2,1.533313310720313
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.28,1,1.4992330912397556
0.28,1,1.4992330912397556
0.26,1,1.5060491351358671
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.22,3,1.51968122292809
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,3,1.533313310720313
0.18,3,1.533313310720313
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.18,2,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.08,1,1.5673935302008701
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,2,1.5537614424086472
0.14,2,1.5469453985125359
0.14,2,1.5469453985125359
0.16,2,1.5401293546164243
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,2,1.5401293546164243
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.18,1,1.533313310720313
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.24,1,1.5128651790319785
0.28,1,1.4992330912397556
0.3,1,1.4924170473436442
0.32,2,1.4856010034475327
0.34,2,1.4787849595514213
0.32,2,1.4856010034475327
0.3,2,1.4924170473436442
0.32,2,1.4856010034475327
0.32,2,1.4856010034475327
0.32,2,1.4856010034475327
0.3,2,1.4924170473436442
0.3,1,1.4924170473436442
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.22,1,1.51968122292809
0.26,1,1.5060491351358671
0.26,2,1.5060491351358671
0.26,2,1.5060491351358671
0.24,2,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.26,1,1.5060491351358671
0.28,1,1.4992330912397556
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,1,1.5264972668242014
0.18,2,1.533313310720313
0.18,3,1.533313310720313
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.14,3,1.5469453985125359
0.16,3,1.5401293546164243
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.26,2,1.5060491351358671
0.28,2,1.4992330912397556
0.3,2,1.4924170473436442
0.4,1,1.4583368278630868
0.4,1,1.4583368278630868
0.4,1,1.4583368278630868
0.38,1,1.4651528717591984
0.36,1,1.4719689156553097
0.34,1,1.4787849595514213
0.32,1,1.4856010034475327
0.32,1,1.4856010034475327
0.32,1,1.4856010034475327
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,2,1.5128651790319785
0.26,1,1.5060491351358671
0.28,2,1.4992330912397556
0.3,2,1.4924170473436442
0.28,2,1.4992330912397556
0.3,2,1.4924170473436442
0.32,2,1.4856010034475327
0.3,2,1.4924170473436442
0.3,2,1.4924170473436442
0.26,2,1.5060491351358671
0.26,1,1.5060491351358671
0.26,2,1.5060491351358671
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,3,1.5128651790319785
0.22,3,1.51968122292809
0.22,2,1.51968122292809
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.04,1,1.581025617993093
0.04,2,1.581025617993093
0.04,2,1.581025617993093
0.04,2,1.581025617993093
0.02,2,1.5878416618892046
0.02,2,1.5878416618892046
0.02,1,1.5878416618892046
0.02,1,1.5878416618892046
0.04,1,1.581025617993093
0.04,2,1.581025617993093
0.06,2,1.5742095740969817
0.06,2,1.5742095740969817
0.08,1,1.5673935302008701
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.08,1,1.5673935302008701
0.08,1,1.5673935302008701
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.04,1,1.581025617993093
0.04,1,1.581025617993093
0.04,1,1.581025617993093
0.02,1,1.5878416618892046
0.02,1,1.5878416618892046
0.04,2,1.581025617993093
0.04,2,1.581025617993093
0.08,1,1.5673935302008701
0.06,1,1.5742095740969817
0.1,1,1.5605774863047588
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.04,1,1.581025617993093
0.04,1,1.581025617993093
0.02,1,1.5878416618892046
0.02,1,1.5878416618892046
0.02,1,1.5878416618892046
0.02,1,1.5878416618892046
0.04,1,1.581025617993093
0.06,1,1.5742095740969817
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.12,2,1.5537614424086472
0.14,2,1.5469453985125359
0.14,2,1.5469453985125359
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,2,1.5469453985125359
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,2,1.5401293546164243
0.2,2,1.5264972668242014
0.22,2,1.51968122292809
0.24,2,1.5128651790319785
0.26,2,1.5060491351358671
0.26,2,1.5060491351358671
0.3,2,1.4924170473436442
0.32,2,1.4856010034475327
0.32,2,1.4856010034475327
0.3,1,1.4924170473436442
0.3,2,1.4924170473436442
0.26,2,1.5060491351358671
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.24,2,1.5128651790319785
0.22,3,1.51968122292809
0.2,3,1.5264972668242014
0.2,3,1.5264972668242014
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,4,1.51968122292809
0.2,3,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.18,3,1.533313310720313
0.18,3,1.533313310720313
0.18,3,1.533313310720313
0.18,3,1.533313310720313
0.18,3,1.533313310720313
0.22,3,1.51968122292809
0.2,2,1.5264972668242014
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.22,2,1.51968122292809
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.18,2,1.533313310720313
0.18,2,1.533313310720313
0.2,2,1.5264972668242014
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,2,1.51968122292809
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,2,1.5469453985125359
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.22,1,1.51968122292809
0.3,1,1.4924170473436442
0.28,1,1.4992330912397556
0.28,1,1.4992330912397556
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,2,1.5060491351358671
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.3,1,1.4924170473436442
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.14,3,1.5469453985125359
0.14,3,1.5469453985125359
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.16,2,1.5401293546164243
0.16,2,1.5401293546164243
0.18,2,1.533313310720313
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.22,2,1.51968122292809
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.22,2,1.51968122292809
0.2,3,1.5264972668242014
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.24,2,1.5128651790319785
0.22,2,1.51968122292809
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.34,1,1.4787849595514213
0.38,1,1.4651528717591984
0.38,1,1.4651528717591984
0.36,1,1.4719689156553097
0.36,1,1.4719689156553097
0.34,1,1.4787849595514213
0.28,1,1.4992330912397556
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.2,2,1.5264972668242014
0.16,2,1.5401293546164243
0.14,2,1.5469453985125359
0.14,2,1.5469453985125359
0.14,2,1.5469453985125359
0.16,2,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.16,2,1.5401293546164243
0.2,2,1.5264972668242014
0.22,1,1.51968122292809
0.24,2,1.5128651790319785
0.26,2,1.5060491351358671
0.28,2,1.4992330912397556
0.28,2,1.4992330912397556
0.3,2,1.4924170473436442
0.26,2,1.5060491351358671
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.24,2,1.5128651790319785
0.22,3,1.51968122292809
0.2,3,1.5264972668242014
0.2,3,1.5264972668242014
0.22,3,1.51968122292809
0.2,3,1.5264972668242014
0.2,3,1.5264972668242014
0.2,3,1.5264972668242014
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.22,3,1.51968122292809
0.24,2,1.5128651790319785
0.28,2,1.4992330912397556
0.28,2,1.4992330912397556
0.3,1,1.4924170473436442
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.28,1,1.4992330912397556
0.3,1,1.4924170473436442
0.32,1,1.4856010034475327
0.34,1,1.4787849595514213
0.34,1,1.4787849595514213
0.34,1,1.4787849595514213
0.34,1,1.4787849595514213
0.34,1,1.4787849595514213
0.34,1,1.4787849595514213
0.3,1,1.4924170473436442
0.28,1,1.4992330912397556
0.28,1,1.4992330912397556
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.18,1,1.533313310720313
0.16,2,1.5401293546164243
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.3,1,1.4924170473436442
0.32,2,1.4856010034475327
0.36,2,1.4719689156553097
0.36,2,1.4719689156553097
0.38,2,1.4651528717591984
0.36,2,1.4719689156553097
0.32,2,1.4856010034475327
0.34,2,1.4787849595514213
0.32,2,1.4856010034475327
0.32,2,1.4856010034475327
0.32,1,1.4856010034475327
0.28,1,1.4992330912397556
0.3,2,1.4924170473436442
0.28,2,1.4992330912397556
0.28,2,1.4992330912397556
0.26,2,1.5060491351358671
0.28,3,1.4992330912397556
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.26,1,1.5060491351358671
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.24,1,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.24,2,1.5128651790319785
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.16,1,1.5401293546164243
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.06,1,1.5742095740969817
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.14,2,1.5469453985125359
0.18,2,1.533313310720313
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.2,2,1.5264972668242014
0.18,2,1.533313310720313
0.14,3,1.5469453985125359
0.14,3,1.5469453985125359
0.14,2,1.5469453985125359
0.16,3,1.5401293546164243
0.16,3,1.5401293546164243
0.14,3,1.5469453985125359
0.14,3,1.5469453985125359
0.14,3,1.5469453985125359
0.14,2,1.5469453985125359
0.12,2,1.5537614424086472
0.12,2,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.16,1,1.5401293546164243
0.18,1,1.533313310720313
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.14,1,1.5469453985125359
0.12,1,1.5537614424086472
0.12,1,1.5537614424086472
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.1,1,1.5605774863047588
0.08,1,1.5673935302008701
0.1,1,1.5605774863047588
0.12,1,1.5537614424086472
0.14,1,1.5469453985125359
0.22,1,1.51968122292809
0.22,1,1.51968122292809
0.24,1,1.5128651790319785
0.3,1,1.4924170473436442
0.32,1,1.4856010034475327
0.3,1,1.4924170473436442
0.3,1,1.4924170473436442
0.28,1,1.4992330912397556
0.26,1,1.5060491351358671
0.22,1,1.51968122292809
0.2,1,1.5264972668242014
0.2,1,1.5264972668242014
0.18,1,1.533313310720313
0.16,1,1.5401293546164243
