cnt,mnth,Predicted Y
63,1,6.248545497882673
65,1,6.253119638585336
83,1,6.294286904909303
212,1,6.589318980231063
182,1,6.520706869691119
112,1,6.360611945097915
54,1,6.227961864720689
48,1,6.214239442612701
35,1,6.184507528045391
11,1,6.129617839613436
6,1,6.118182487856779
6,1,6.118182487856779
2,1,6.109034206451453
2,1,6.109034206451453
3,1,6.1113212768027845
33,1,6.179933387342729
88,1,6.30572225666596
195,1,6.550438784258428
115,1,6.36747315615191
57,1,6.234823075774684
46,1,6.209665301910038
79,1,6.285138623503976
71,1,6.266842060693325
62,1,6.246258427531342
62,1,6.246258427531342
89,1,6.308009327017292
190,1,6.5390034325017705
169,1,6.49097495512381
132,1,6.406353352124545
89,1,6.308009327017292
43,1,6.202804090856043
42,1,6.200517020504712
19,1,6.147914402424088
11,1,6.129617839613436
4,1,6.113608347154116
2,1,6.109034206451453
1,1,6.106747136100122
4,1,6.113608347154116
36,1,6.186794598396723
95,1,6.321731749125281
219,1,6.605328472690384
122,1,6.38348264861123
45,1,6.207378231558707
59,1,6.2393972164773475
84,1,6.2965739752606344
67,1,6.257693779287999
70,1,6.264554990341994
62,1,6.246258427531342
86,1,6.301148115963297
172,1,6.497836166177804
163,1,6.477252533015821
112,1,6.360611945097915
69,1,6.262267919990662
48,1,6.214239442612701
52,1,6.223387724018027
23,1,6.157062683829414
17,1,6.143340261721425
7,1,6.12046955820811
1,1,6.106747136100122
1,1,6.106747136100122
5,1,6.115895417505447
34,1,6.1822204576940605
84,1,6.2965739752606344
210,1,6.5847448395284
134,1,6.4109274928272075
63,1,6.248545497882673
67,1,6.257693779287999
59,1,6.2393972164773475
73,1,6.271416201395988
50,1,6.218813583315364
72,1,6.269129131044656
87,1,6.303435186314629
187,1,6.532142221447776
123,1,6.385769718962562
95,1,6.321731749125281
51,1,6.221100653666696
39,1,6.193655809450718
36,1,6.186794598396723
15,1,6.1387661210187625
25,1,6.161636824532077
16,1,6.141053191370093
16,1,6.141053191370093
7,1,6.12046955820811
1,1,6.106747136100122
5,1,6.115895417505447
2,1,6.109034206451453
9,1,6.1250436989107735
15,1,6.1387661210187625
20,1,6.15020147277542
61,1,6.24397135718001
62,1,6.246258427531342
98,1,6.328592960179275
102,1,6.337741241584601
95,1,6.321731749125281
74,1,6.273703271747319
76,1,6.278277412449983
69,1,6.262267919990662
55,1,6.230248935072021
30,1,6.173072176288734
28,1,6.1684980355860715
37,1,6.189081668748055
34,1,6.1822204576940605
22,1,6.154775613478082
25,1,6.161636824532077
12,1,6.131904909964768
11,1,6.129617839613436
4,1,6.113608347154116
1,1,6.106747136100122
1,1,6.106747136100122
1,1,6.106747136100122
6,1,6.118182487856779
10,1,6.127330769262104
19,1,6.147914402424088
49,1,6.216526512964032
49,1,6.216526512964032
83,1,6.294286904909303
75,1,6.275990342098651
72,1,6.269129131044656
82,1,6.291999834557971
92,1,6.314870538071286
62,1,6.246258427531342
48,1,6.214239442612701
41,1,6.19822995015338
38,1,6.191368739099386
20,1,6.15020147277542
15,1,6.1387661210187625
6,1,6.118182487856779
5,1,6.115895417505447
1,1,6.106747136100122
3,1,6.1113212768027845
1,1,6.106747136100122
3,1,6.1113212768027845
3,1,6.1113212768027845
31,1,6.175359246640066
77,1,6.280564482801314
188,1,6.534429291799108
94,1,6.319444678773949
31,1,6.175359246640066
30,1,6.173072176288734
52,1,6.223387724018027
54,1,6.227961864720689
47,1,6.211952372261369
45,1,6.207378231558707
74,1,6.273703271747319
178,1,6.511558588285793
155,1,6.458955970205169
95,1,6.321731749125281
74,1,6.273703271747319
38,1,6.191368739099386
24,1,6.159349754180745
18,1,6.145627332072756
12,1,6.131904909964768
3,1,6.1113212768027845
3,1,6.1113212768027845
6,1,6.118182487856779
27,1,6.16621096523474
99,1,6.330880030530606
217,1,6.600754331987721
130,1,6.401779211421882
54,1,6.227961864720689
35,1,6.184507528045391
57,1,6.234823075774684
52,1,6.223387724018027
63,1,6.248545497882673
47,1,6.211952372261369
76,1,6.278277412449983
136,1,6.415501633529871
95,1,6.321731749125281
51,1,6.221100653666696
32,1,6.177646316991397
20,1,6.15020147277542
29,1,6.170785105937403
19,1,6.147914402424088
7,1,6.12046955820811
6,1,6.118182487856779
1,1,6.106747136100122
5,1,6.115895417505447
16,1,6.141053191370093
54,1,6.227961864720689
128,1,6.397205070719219
81,1,6.28971276420664
39,1,6.193655809450718
35,1,6.184507528045391
55,1,6.230248935072021
49,1,6.216526512964032
44,1,6.205091161207375
49,1,6.216526512964032
68,1,6.25998084963933
139,1,6.422362844583866
137,1,6.417788703881202
83,1,6.294286904909303
56,1,6.232536005423353
57,1,6.234823075774684
33,1,6.179933387342729
20,1,6.15020147277542
7,1,6.12046955820811
2,1,6.109034206451453
2,1,6.109034206451453
3,1,6.1113212768027845
4,1,6.113608347154116
3,1,6.1113212768027845
28,1,6.1684980355860715
72,1,6.269129131044656
202,1,6.5664482767177486
139,1,6.422362844583866
38,1,6.191368739099386
37,1,6.189081668748055
52,1,6.223387724018027
83,1,6.294286904909303
42,1,6.200517020504712
60,1,6.241684286828678
78,1,6.282851553152645
162,1,6.474965462664489
144,1,6.433798196340523
99,1,6.330880030530606
64,1,6.250832568234005
40,1,6.1959428798020495
30,1,6.173072176288734
15,1,6.1387661210187625
14,1,6.136479050667431
5,1,6.115895417505447
1,1,6.106747136100122
1,1,6.106747136100122
8,1,6.122756628559442
17,1,6.143340261721425
70,1,6.264554990341994
158,1,6.465817181259164
117,1,6.372047296854573
44,1,6.205091161207375
53,1,6.2256747943693584
61,1,6.24397135718001
77,1,6.280564482801314
64,1,6.250832568234005
68,1,6.25998084963933
90,1,6.310296397368623
159,1,6.4681042516104945
139,1,6.422362844583866
92,1,6.314870538071286
68,1,6.25998084963933
52,1,6.223387724018027
36,1,6.186794598396723
27,1,6.16621096523474
28,1,6.1684980355860715
20,1,6.15020147277542
12,1,6.131904909964768
8,1,6.122756628559442
5,1,6.115895417505447
1,1,6.106747136100122
3,1,6.1113212768027845
10,1,6.127330769262104
23,1,6.157062683829414
33,1,6.179933387342729
59,1,6.2393972164773475
72,1,6.269129131044656
89,1,6.308009327017292
101,1,6.335454171233269
118,1,6.374334367205904
129,1,6.39949214107055
128,1,6.397205070719219
83,1,6.294286904909303
84,1,6.2965739752606344
74,1,6.273703271747319
41,1,6.19822995015338
57,1,6.234823075774684
26,1,6.163923894883409
44,1,6.205091161207375
39,1,6.193655809450718
23,1,6.157062683829414
16,1,6.141053191370093
15,1,6.1387661210187625
1,1,6.106747136100122
2,1,6.109034206451453
1,1,6.106747136100122
3,1,6.1113212768027845
18,1,6.145627332072756
32,1,6.177646316991397
79,1,6.285138623503976
93,1,6.317157608422617
104,1,6.342315382287263
118,1,6.374334367205904
91,1,6.312583467719954
113,1,6.362899015449247
99,1,6.330880030530606
105,1,6.344602452638595
67,1,6.257693779287999
61,1,6.24397135718001
57,1,6.234823075774684
28,1,6.1684980355860715
21,1,6.152488543126751
18,1,6.145627332072756
17,1,6.143340261721425
16,1,6.141053191370093
8,1,6.122756628559442
2,1,6.109034206451453
3,1,6.1113212768027845
1,1,6.106747136100122
5,1,6.115895417505447
13,1,6.134191980316099
33,1,6.179933387342729
47,1,6.211952372261369
57,1,6.234823075774684
64,1,6.250832568234005
80,1,6.287425693855308
93,1,6.317157608422617
86,1,6.301148115963297
93,1,6.317157608422617
82,1,6.291999834557971
71,1,6.266842060693325
92,1,6.314870538071286
60,1,6.241684286828678
33,1,6.179933387342729
27,1,6.16621096523474
13,1,6.134191980316099
4,1,6.113608347154116
3,1,6.1113212768027845
22,1,6.154775613478082
28,1,6.1684980355860715
35,1,6.184507528045391
61,1,6.24397135718001
125,1,6.390343859665225
133,1,6.408640422475877
99,1,6.330880030530606
83,1,6.294286904909303
41,1,6.19822995015338
33,1,6.179933387342729
20,1,6.15020147277542
3,1,6.1113212768027845
7,1,6.12046955820811
3,1,6.1113212768027845
2,1,6.109034206451453
7,1,6.12046955820811
32,1,6.177646316991397
90,1,6.310296397368623
197,1,6.555012924961091
109,1,6.353750734043921
47,1,6.211952372261369
52,1,6.223387724018027
70,1,6.264554990341994
78,1,6.282851553152645
75,1,6.275990342098651
82,1,6.291999834557971
104,1,6.342315382287263
197,1,6.555012924961091
161,1,6.472678392313158
112,1,6.360611945097915
76,1,6.278277412449983
59,1,6.2393972164773475
59,1,6.2393972164773475
28,1,6.1684980355860715
13,1,6.134191980316099
5,1,6.115895417505447
2,1,6.109034206451453
1,1,6.106747136100122
1,1,6.106747136100122
6,1,6.118182487856779
35,1,6.184507528045391
101,1,6.335454171233269
249,1,6.673940583230328
143,1,6.431511125989191
57,1,6.234823075774684
68,1,6.25998084963933
84,1,6.2965739752606344
98,1,6.328592960179275
81,1,6.28971276420664
70,1,6.264554990341994
91,1,6.312583467719954
215,1,6.5961801912850575
185,1,6.527568080745113
152,1,6.452094759151175
126,1,6.392630930016556
57,1,6.234823075774684
56,1,6.232536005423353
31,1,6.175359246640066
21,1,6.152488543126751
6,1,6.118182487856779
2,1,6.109034206451453
1,1,6.106747136100122
1,1,6.106747136100122
5,1,6.115895417505447
27,1,6.16621096523474
68,1,6.25998084963933
217,1,6.600754331987721
166,1,6.484113744069815
63,1,6.248545497882673
59,1,6.2393972164773475
78,1,6.282851553152645
73,1,6.271416201395988
62,1,6.246258427531342
65,1,6.253119638585336
97,1,6.326305889827943
161,1,6.472678392313158
120,1,6.378908507908568
96,1,6.324018819476612
53,1,6.2256747943693584
41,1,6.19822995015338
34,1,6.1822204576940605
27,1,6.16621096523474
13,1,6.134191980316099
12,1,6.131904909964768
11,1,6.129617839613436
7,1,6.12046955820811
3,1,6.1113212768027845
2,1,6.109034206451453
8,1,6.122756628559442
27,1,6.16621096523474
40,1,6.1959428798020495
53,1,6.2256747943693584
63,1,6.248545497882673
70,1,6.264554990341994
84,1,6.2965739752606344
75,1,6.275990342098651
103,1,6.340028311935932
83,1,6.294286904909303
67,1,6.257693779287999
54,1,6.227961864720689
59,1,6.2393972164773475
45,1,6.207378231558707
39,1,6.193655809450718
30,1,6.173072176288734
33,1,6.179933387342729
22,1,6.154775613478082
13,1,6.134191980316099
18,1,6.145627332072756
5,1,6.115895417505447
3,1,6.1113212768027845
1,1,6.106747136100122
2,1,6.109034206451453
19,1,6.147914402424088
28,1,6.1684980355860715
58,1,6.237110146126016
99,1,6.330880030530606
116,1,6.369760226503241
87,1,6.303435186314629
110,1,6.356037804395252
77,1,6.280564482801314
65,1,6.253119638585336
55,1,6.230248935072021
49,1,6.216526512964032
50,1,6.218813583315364
35,1,6.184507528045391
25,1,6.161636824532077
28,1,6.1684980355860715
21,1,6.152488543126751
7,1,6.12046955820811
1,1,6.106747136100122
1,1,6.106747136100122
1,1,6.106747136100122
5,1,6.115895417505447
15,1,6.1387661210187625
84,1,6.2965739752606344
177,1,6.509271517934462
102,1,6.337741241584601
40,1,6.1959428798020495
46,1,6.209665301910038
63,1,6.248545497882673
60,1,6.241684286828678
45,1,6.207378231558707
57,1,6.234823075774684
70,1,6.264554990341994
184,1,6.5252810103937815
153,1,6.454381829502506
106,1,6.346889522989927
81,1,6.28971276420664
59,1,6.2393972164773475
35,1,6.184507528045391
24,1,6.159349754180745
9,1,6.1250436989107735
5,1,6.115895417505447
2,1,6.109034206451453
1,1,6.106747136100122
9,1,6.1250436989107735
36,1,6.186794598396723
108,1,6.35146366369259
238,1,6.648782809365682
144,1,6.433798196340523
55,1,6.230248935072021
61,1,6.24397135718001
106,1,6.346889522989927
93,1,6.317157608422617
68,1,6.25998084963933
84,1,6.2965739752606344
116,1,6.369760226503241
222,1,6.612189683744378
225,1,6.619050894798373
146,1,6.438372337043186
119,1,6.376621437557236
45,1,6.207378231558707
53,1,6.2256747943693584
40,1,6.1959428798020495
17,1,6.143340261721425
5,1,6.115895417505447
10,1,6.127330769262104
1,1,6.106747136100122
8,1,6.122756628559442
30,1,6.173072176288734
72,1,6.269129131044656
58,1,6.237110146126016
28,1,6.1684980355860715
41,1,6.19822995015338
48,1,6.214239442612701
47,1,6.211952372261369
36,1,6.186794598396723
43,1,6.202804090856043
36,1,6.186794598396723
26,1,6.163923894883409
24,1,6.159349754180745
84,1,6.2965739752606344
104,1,6.342315382287263
79,1,6.285138623503976
59,1,6.2393972164773475
38,1,6.191368739099386
27,1,6.16621096523474
16,1,6.141053191370093
9,1,6.1250436989107735
3,1,6.1113212768027845
2,1,6.109034206451453
1,1,6.106747136100122
4,1,6.113608347154116
16,1,6.141053191370093
60,1,6.241684286828678
157,1,6.463530110907832
101,1,6.335454171233269
49,1,6.216526512964032
30,1,6.173072176288734
29,1,6.170785105937403
31,1,6.175359246640066
38,1,6.191368739099386
41,1,6.19822995015338
80,1,6.287425693855308
149,1,6.44523354809718
109,1,6.353750734043921
89,1,6.308009327017292
62,1,6.246258427531342
58,1,6.237110146126016
26,1,6.163923894883409
23,1,6.157062683829414
28,1,6.1684980355860715
20,1,6.15020147277542
15,1,6.1387661210187625
8,1,6.122756628559442
3,1,6.1113212768027845
2,1,6.109034206451453
5,1,6.115895417505447
34,1,6.1822204576940605
34,1,6.1822204576940605
55,1,6.230248935072021
64,1,6.250832568234005
78,1,6.282851553152645
65,1,6.253119638585336
99,1,6.330880030530606
120,1,6.378908507908568
107,1,6.349176593341258
91,1,6.312583467719954
68,1,6.25998084963933
58,1,6.237110146126016
43,1,6.202804090856043
36,1,6.186794598396723
32,1,6.177646316991397
33,1,6.179933387342729
33,1,6.179933387342729
29,1,6.170785105937403
11,1,6.129617839613436
8,1,6.122756628559442
1,1,6.106747136100122
3,1,6.1113212768027845
3,1,6.1113212768027845
12,1,6.131904909964768
38,1,6.191368739099386
64,1,6.250832568234005
59,1,6.2393972164773475
97,1,6.326305889827943
84,1,6.2965739752606344
122,1,6.38348264861123
109,1,6.353750734043921
123,1,6.385769718962562
77,1,6.280564482801314
65,1,6.253119638585336
55,1,6.230248935072021
33,1,6.179933387342729
28,1,6.1684980355860715
21,1,6.152488543126751
21,1,6.152488543126751
7,1,6.12046955820811
7,1,6.12046955820811
1,1,6.106747136100122
2,1,6.109034206451453
2,1,6.109034206451453
8,1,6.122756628559442
37,1,6.189081668748055
72,1,6.269129131044656
185,1,6.527568080745113
112,1,6.360611945097915
69,1,6.262267919990662
48,1,6.214239442612701
68,1,6.25998084963933
54,1,6.227961864720689
86,1,6.301148115963297
44,1,6.205091161207375
86,1,6.301148115963297
161,1,6.472678392313158
156,1,6.461243040556501
111,1,6.358324874746584
78,1,6.282851553152645
56,1,6.232536005423353
34,1,6.1822204576940605
17,1,6.143340261721425
8,2,6.122756628559442
3,2,6.1113212768027845
2,2,6.109034206451453
2,2,6.109034206451453
3,2,6.1113212768027845
22,2,6.154775613478082
52,2,6.223387724018027
135,2,6.413214563178539
116,2,6.369760226503241
47,2,6.211952372261369
51,2,6.221100653666696
55,2,6.230248935072021
52,2,6.223387724018027
54,2,6.227961864720689
52,2,6.223387724018027
64,2,6.250832568234005
176,2,6.50698444758313
168,2,6.488687884772478
108,2,6.35146366369259
74,2,6.273703271747319
64,2,6.250832568234005
36,2,6.186794598396723
16,2,6.141053191370093
2,2,6.109034206451453
3,2,6.1113212768027845
4,2,6.113608347154116
1,2,6.106747136100122
1,2,6.106747136100122
3,2,6.1113212768027845
18,2,6.145627332072756
49,2,6.216526512964032
155,2,6.458955970205169
123,2,6.385769718962562
61,2,6.24397135718001
52,2,6.223387724018027
64,2,6.250832568234005
75,2,6.275990342098651
63,2,6.248545497882673
76,2,6.278277412449983
103,2,6.340028311935932
190,2,6.5390034325017705
182,2,6.520706869691119
91,2,6.312583467719954
75,2,6.275990342098651
63,2,6.248545497882673
40,2,6.1959428798020495
32,2,6.177646316991397
12,2,6.131904909964768
5,2,6.115895417505447
2,2,6.109034206451453
1,2,6.106747136100122
2,2,6.109034206451453
39,2,6.193655809450718
87,2,6.303435186314629
188,2,6.534429291799108
133,2,6.408640422475877
52,2,6.223387724018027
64,2,6.250832568234005
69,2,6.262267919990662
51,2,6.221100653666696
47,2,6.211952372261369
60,2,6.241684286828678
78,2,6.282851553152645
175,2,6.504697377231799
147,2,6.440659407394517
96,2,6.324018819476612
109,2,6.353750734043921
54,2,6.227961864720689
41,2,6.19822995015338
38,2,6.191368739099386
13,2,6.134191980316099
7,2,6.12046955820811
1,2,6.106747136100122
1,2,6.106747136100122
7,2,6.12046955820811
28,2,6.1684980355860715
87,2,6.303435186314629
220,2,6.607615543041715
127,2,6.394918000367888
51,2,6.221100653666696
64,2,6.250832568234005
86,2,6.301148115963297
82,2,6.291999834557971
91,2,6.312583467719954
90,2,6.310296397368623
99,2,6.330880030530606
205,2,6.573309487771743
155,2,6.458955970205169
103,2,6.340028311935932
71,2,6.266842060693325
43,2,6.202804090856043
46,2,6.209665301910038
31,2,6.175359246640066
39,2,6.193655809450718
18,2,6.145627332072756
17,2,6.143340261721425
11,2,6.129617839613436
8,2,6.122756628559442
9,2,6.1250436989107735
4,2,6.113608347154116
4,2,6.113608347154116
10,2,6.127330769262104
20,2,6.15020147277542
34,2,6.1822204576940605
47,2,6.211952372261369
52,2,6.223387724018027
72,2,6.269129131044656
55,2,6.230248935072021
60,2,6.241684286828678
71,2,6.266842060693325
78,2,6.282851553152645
83,2,6.294286904909303
84,2,6.2965739752606344
69,2,6.262267919990662
56,2,6.232536005423353
45,2,6.207378231558707
59,2,6.2393972164773475
39,2,6.193655809450718
44,2,6.205091161207375
20,2,6.15020147277542
13,2,6.134191980316099
2,2,6.109034206451453
1,2,6.106747136100122
1,2,6.106747136100122
8,2,6.122756628559442
23,2,6.157062683829414
45,2,6.207378231558707
89,2,6.308009327017292
117,2,6.372047296854573
174,2,6.502410306880467
182,2,6.520706869691119
161,2,6.472678392313158
182,2,6.520706869691119
157,2,6.463530110907832
121,2,6.381195578259899
78,2,6.282851553152645
21,2,6.152488543126751
26,2,6.163923894883409
27,2,6.16621096523474
62,2,6.246258427531342
30,2,6.173072176288734
15,2,6.1387661210187625
5,2,6.115895417505447
3,2,6.1113212768027845
1,2,6.106747136100122
2,2,6.109034206451453
10,2,6.127330769262104
30,2,6.173072176288734
95,2,6.321731749125281
230,2,6.63048624655503
118,2,6.374334367205904
55,2,6.230248935072021
47,2,6.211952372261369
66,2,6.255406708936667
64,2,6.250832568234005
60,2,6.241684286828678
50,2,6.218813583315364
114,2,6.365186085800579
216,2,6.598467261636389
175,2,6.504697377231799
128,2,6.397205070719219
88,2,6.30572225666596
78,2,6.282851553152645
37,2,6.189081668748055
25,2,6.161636824532077
10,2,6.127330769262104
4,2,6.113608347154116
2,2,6.109034206451453
1,2,6.106747136100122
3,2,6.1113212768027845
2,2,6.109034206451453
39,2,6.193655809450718
100,2,6.333167100881938
243,2,6.660218161122339
135,2,6.413214563178539
48,2,6.214239442612701
50,2,6.218813583315364
65,2,6.253119638585336
50,2,6.218813583315364
64,2,6.250832568234005
51,2,6.221100653666696
83,2,6.294286904909303
176,2,6.50698444758313
152,2,6.452094759151175
101,2,6.335454171233269
56,2,6.232536005423353
54,2,6.227961864720689
29,2,6.170785105937403
12,2,6.131904909964768
17,2,6.143340261721425
7,2,6.12046955820811
3,2,6.1113212768027845
2,2,6.109034206451453
7,2,6.12046955820811
43,2,6.202804090856043
99,2,6.330880030530606
199,2,6.559587065663754
123,2,6.385769718962562
59,2,6.2393972164773475
41,2,6.19822995015338
61,2,6.24397135718001
69,2,6.262267919990662
58,2,6.237110146126016
64,2,6.250832568234005
79,2,6.285138623503976
166,2,6.484113744069815
170,2,6.493262025475142
88,2,6.30572225666596
84,2,6.2965739752606344
83,2,6.294286904909303
46,2,6.209665301910038
37,2,6.189081668748055
16,2,6.141053191370093
7,2,6.12046955820811
3,2,6.1113212768027845
1,2,6.106747136100122
6,2,6.118182487856779
26,2,6.163923894883409
99,2,6.330880030530606
178,2,6.511558588285793
122,2,6.38348264861123
35,2,6.184507528045391
45,2,6.207378231558707
69,2,6.262267919990662
62,2,6.246258427531342
48,2,6.214239442612701
50,2,6.218813583315364
80,2,6.287425693855308
165,2,6.4818266737184835
160,2,6.470391321961826
112,2,6.360611945097915
97,2,6.326305889827943
72,2,6.269129131044656
51,2,6.221100653666696
34,2,6.1822204576940605
14,2,6.136479050667431
7,2,6.12046955820811
3,2,6.1113212768027845
4,2,6.113608347154116
24,2,6.159349754180745
74,2,6.273703271747319
216,2,6.598467261636389
140,2,6.4246499149351965
44,2,6.205091161207375
64,2,6.250832568234005
71,2,6.266842060693325
110,2,6.356037804395252
84,2,6.2965739752606344
74,2,6.273703271747319
125,2,6.390343859665225
211,2,6.587031909879732
174,2,6.502410306880467
101,2,6.335454171233269
63,2,6.248545497882673
47,2,6.211952372261369
43,2,6.202804090856043
53,2,6.2256747943693584
30,2,6.173072176288734
24,2,6.159349754180745
15,2,6.1387661210187625
10,2,6.127330769262104
4,2,6.113608347154116
1,2,6.106747136100122
2,2,6.109034206451453
11,2,6.129617839613436
30,2,6.173072176288734
43,2,6.202804090856043
84,2,6.2965739752606344
114,2,6.365186085800579
120,2,6.378908507908568
135,2,6.413214563178539
120,2,6.378908507908568
174,2,6.502410306880467
145,2,6.436085266691855
137,2,6.417788703881202
64,2,6.250832568234005
41,2,6.19822995015338
40,2,6.1959428798020495
51,2,6.221100653666696
45,2,6.207378231558707
32,2,6.177646316991397
39,2,6.193655809450718
24,2,6.159349754180745
20,2,6.15020147277542
12,2,6.131904909964768
2,2,6.109034206451453
5,2,6.115895417505447
3,2,6.1113212768027845
12,2,6.131904909964768
47,2,6.211952372261369
105,2,6.344602452638595
112,2,6.360611945097915
152,2,6.452094759151175
154,2,6.456668899853837
161,2,6.472678392313158
162,2,6.474965462664489
134,2,6.4109274928272075
125,2,6.390343859665225
95,2,6.321731749125281
61,2,6.24397135718001
47,2,6.211952372261369
51,2,6.221100653666696
36,2,6.186794598396723
30,2,6.173072176288734
11,2,6.129617839613436
7,2,6.12046955820811
2,2,6.109034206451453
2,2,6.109034206451453
2,2,6.109034206451453
3,2,6.1113212768027845
26,2,6.163923894883409
98,2,6.328592960179275
256,2,6.689950075689648
130,2,6.401779211421882
55,2,6.230248935072021
53,2,6.2256747943693584
126,2,6.392630930016556
120,2,6.378908507908568
90,2,6.310296397368623
90,2,6.310296397368623
118,2,6.374334367205904
243,2,6.660218161122339
205,2,6.573309487771743
98,2,6.328592960179275
70,2,6.264554990341994
43,2,6.202804090856043
45,2,6.207378231558707
20,2,6.15020147277542
19,2,6.147914402424088
5,2,6.115895417505447
3,2,6.1113212768027845
1,2,6.106747136100122
4,2,6.113608347154116
30,2,6.173072176288734
105,2,6.344602452638595
223,2,6.614476754095709
110,2,6.356037804395252
52,2,6.223387724018027
57,2,6.234823075774684
71,2,6.266842060693325
82,2,6.291999834557971
79,2,6.285138623503976
85,2,6.298861045611965
98,2,6.328592960179275
206,2,6.575596558123074
212,2,6.589318980231063
145,2,6.436085266691855
101,2,6.335454171233269
66,2,6.255406708936667
41,2,6.19822995015338
20,2,6.15020147277542
15,2,6.1387661210187625
9,2,6.1250436989107735
1,2,6.106747136100122
1,2,6.106747136100122
5,2,6.115895417505447
33,2,6.179933387342729
108,2,6.35146366369259
230,2,6.63048624655503
124,2,6.388056789313893
69,2,6.262267919990662
66,2,6.255406708936667
86,2,6.301148115963297
93,2,6.317157608422617
82,2,6.291999834557971
117,2,6.372047296854573
122,2,6.38348264861123
255,2,6.687663005338317
222,2,6.612189683744378
161,2,6.472678392313158
118,2,6.374334367205904
92,2,6.314870538071286
73,2,6.271416201395988
33,2,6.179933387342729
17,2,6.143340261721425
6,2,6.118182487856779
6,2,6.118182487856779
4,2,6.113608347154116
4,2,6.113608347154116
12,2,6.131904909964768
47,2,6.211952372261369
126,2,6.392630930016556
285,2,6.756275115878261
179,2,6.513845658637124
88,2,6.30572225666596
90,2,6.310296397368623
101,2,6.335454171233269
123,2,6.385769718962562
81,2,6.28971276420664
106,2,6.346889522989927
146,2,6.438372337043186
274,2,6.731117342013615
222,2,6.612189683744378
175,2,6.504697377231799
139,2,6.422362844583866
124,2,6.388056789313893
76,2,6.278277412449983
44,2,6.205091161207375
32,2,6.177646316991397
8,2,6.122756628559442
7,2,6.12046955820811
8,2,6.122756628559442
1,2,6.106747136100122
7,2,6.12046955820811
50,2,6.218813583315364
116,2,6.369760226503241
272,2,6.726543201310952
169,2,6.49097495512381
95,2,6.321731749125281
113,2,6.362899015449247
185,2,6.527568080745113
176,2,6.50698444758313
191,2,6.541290502853102
172,2,6.497836166177804
232,2,6.635060387257693
327,2,6.8523320706341835
224,2,6.616763824447041
162,2,6.474965462664489
124,2,6.388056789313893
72,2,6.269129131044656
107,2,6.349176593341258
77,2,6.280564482801314
29,2,6.170785105937403
31,2,6.175359246640066
17,2,6.143340261721425
7,2,6.12046955820811
3,2,6.1113212768027845
3,2,6.1113212768027845
6,2,6.118182487856779
22,2,6.154775613478082
45,2,6.207378231558707
55,2,6.230248935072021
106,2,6.346889522989927
123,2,6.385769718962562
119,2,6.376621437557236
155,2,6.458955970205169
196,2,6.5527258546097595
171,2,6.4955490958264726
120,2,6.378908507908568
127,2,6.394918000367888
88,2,6.30572225666596
59,2,6.2393972164773475
47,2,6.211952372261369
33,2,6.179933387342729
44,2,6.205091161207375
29,2,6.170785105937403
17,2,6.143340261721425
16,2,6.141053191370093
17,2,6.143340261721425
18,2,6.145627332072756
1,2,6.106747136100122
2,2,6.109034206451453
2,2,6.109034206451453
24,2,6.159349754180745
55,2,6.230248935072021
104,2,6.342315382287263
161,2,6.472678392313158
182,2,6.520706869691119
198,2,6.557299995312422
212,2,6.589318980231063
168,2,6.488687884772478
147,2,6.440659407394517
146,2,6.438372337043186
101,2,6.335454171233269
42,2,6.200517020504712
