cnt,atemp,Predicted Y
52,0.197,0.4235599696974762
20,0.1515,0.41140482123728955
12,0.2121,0.40836603412224287
5,0.1818,0.405707095396577
2,0.1818,0.4045675502284345
1,0.1515,0.40418770183905367
2,0.1818,0.4045675502284345
4,0.1515,0.4053272470071962
36,0.1515,0.4174823954673829
94,0.1515,0.4395136020514713
179,0.1515,0.47180071514884225
100,0.1515,0.4417926923877563
42,0.1364,0.4197614858036679
57,0.2121,0.4254592116443804
78,0.2273,0.4334360278213779
97,0.2273,0.4406531472196138
63,0.2576,0.4277383019806654
65,0.2727,0.42849799875942707
83,0.2879,0.43533526976828213
212,0.2727,0.48433571199840975
182,0.2576,0.4729402603169847
112,0.2576,0.44635087306032634
54,0.2576,0.4243196664762379
48,0.2727,0.4220405761399529
35,0.2576,0.41710254707800204
11,0.2273,0.40798618573286205
6,0.2576,0.40608694378595783
6,0.197,0.40608694378595783
2,0.197,0.4045675502284345
2,0.2273,0.4045675502284345
3,0.2273,0.40494739861781537
33,0.197,0.4163428502992404
88,0.1818,0.4372345117151863
195,0.1818,0.47787828937893556
115,0.197,0.4474904182284688
57,0.197,0.4254592116443804
46,0.2273,0.42128087936119124
79,0.2273,0.4338158762107588
71,0.2576,0.4307770890957121
62,0.2879,0.4273584535912846
62,0.2879,0.4273584535912846
89,0.3182,0.4376143601045671
190,0.2273,0.4759790474320314
169,0.2424,0.4680022312550339
132,0.2576,0.453947840847943
89,0.2273,0.4376143601045671
43,0.197,0.4201413341930487
42,0.197,0.4197614858036679
19,0.2576,0.41102497284790873
11,0.2424,0.40798618573286205
4,0.2273,0.4053272470071962
2,0.2273,0.4045675502284345
1,0.197,0.40418770183905367
4,0.1818,0.4053272470071962
36,0.1667,0.4174823954673829
95,0.2273,0.43989345044085215
219,0.2273,0.4869946507240756
122,0.2424,0.45014935695413466
45,0.2576,0.4209010309718104
59,0.2576,0.4262189084231421
84,0.2879,0.43571511815766295
67,0.2727,0.42925769553818877
70,0.2727,0.4303972407063313
62,0.2727,0.4273584535912846
86,0.2576,0.4364748149364246
172,0.2273,0.4691417764231764
163,0.2273,0.4657231409187489
112,0.2576,0.44635087306032634
69,0.2121,0.4300173923169504
48,0.2121,0.4220405761399529
52,0.2121,0.4235599696974762
23,0.197,0.412544366405432
17,0.197,0.41026527606914703
7,0.197,0.4064667921753387
1,0.197,0.40418770183905367
1,0.2121,0.40418770183905367
5,0.2727,0.405707095396577
34,0.2576,0.4167226986886212
84,0.2121,0.43571511815766295
210,0.197,0.4835760152196481
134,0.1818,0.4547075376267047
63,0.197,0.4277383019806654
67,0.197,0.42925769553818877
59,0.197,0.4262189084231421
73,0.1818,0.43153678587447375
50,0.197,0.4228002729187146
72,0.2121,0.43115693748509293
87,0.2121,0.43685466332580547
187,0.2576,0.47483950226388894
123,0.2273,0.4505292053435155
95,0.197,0.43989345044085215
51,0.2121,0.4231801213080954
39,0.197,0.4186219406355254
36,0.197,0.4174823954673829
15,0.197,0.4095055792903854
25,0.197,0.4133040631841937
16,0.2121,0.4098854276797662
16,0.2424,0.4098854276797662
7,0.197,0.4064667921753387
1,0.197,0.40418770183905367
5,0.1667,0.405707095396577
2,0.1667,0.4045675502284345
9,0.1818,0.40722648895410035
15,0.1818,0.4095055792903854
20,0.1818,0.41140482123728955
61,0.197,0.4269786052019038
62,0.1818,0.4273584535912846
98,0.1818,0.4410329956089946
102,0.1818,0.44255238916651796
95,0.1667,0.43989345044085215
74,0.1667,0.4319166342638546
76,0.1364,0.43267633104261627
69,0.1212,0.4300173923169504
55,0.1212,0.42469951486561874
30,0.1212,0.4152033051310979
28,0.1212,0.41444360835233623
37,0.1061,0.41786224385676374
34,0.1061,0.4167226986886212
22,0.0606,0.4121645180160512
25,0.0758,0.4133040631841937
12,0.0606,0.40836603412224287
11,0.0606,0.40798618573286205
4,0.0758,0.4053272470071962
1,0.0909,0.40418770183905367
1,0.0909,0.40418770183905367
1,0.0909,0.40418770183905367
6,0.0909,0.40608694378595783
10,0.0909,0.4076063373434812
19,0.0758,0.41102497284790873
49,0.1061,0.42242042452933376
49,0.1212,0.42242042452933376
83,0.1364,0.43533526976828213
75,0.1667,0.43229648265323545
72,0.1818,0.43115693748509293
82,0.197,0.43495542137890125
92,0.1667,0.43875390527270963
62,0.1515,0.4273584535912846
48,0.1364,0.4220405761399529
41,0.1364,0.4193816374142871
38,0.1212,0.41824209224614456
20,0.1061,0.41140482123728955
15,0.1212,0.4095055792903854
6,0.1364,0.40608694378595783
5,0.1212,0.405707095396577
1,0.1212,0.40418770183905367
3,0.1212,0.40494739861781537
1,0.1212,0.40418770183905367
3,0.1212,0.40494739861781537
3,0.1061,0.40494739861781537
31,0.1212,0.4155831535204787
77,0.1212,0.4330561794319971
188,0.1212,0.4752193506532697
94,0.1212,0.4395136020514713
31,0.1212,0.4155831535204787
30,0.1364,0.4152033051310979
52,0.1818,0.4235599696974762
54,0.1818,0.4243196664762379
47,0.197,0.42166072775057206
45,0.197,0.4209010309718104
74,0.2121,0.4319166342638546
178,0.2273,0.4714208667594614
155,0.197,0.4626843538037022
95,0.1667,0.43989345044085215
74,0.1667,0.4319166342638546
38,0.1364,0.41824209224614456
24,0.1515,0.4129242147948129
18,0.1515,0.41064512445852785
12,0.1667,0.40836603412224287
3,0.1515,0.40494739861781537
3,0.1515,0.40494739861781537
6,0.1818,0.40608694378595783
27,0.1818,0.41406375996295536
99,0.2273,0.44141284399837544
217,0.2121,0.4862349539453139
130,0.197,0.45318814406918134
54,0.2121,0.4243196664762379
35,0.2121,0.41710254707800204
57,0.2273,0.4254592116443804
52,0.2273,0.4235599696974762
63,0.2273,0.4277383019806654
47,0.197,0.42166072775057206
76,0.1515,0.43267633104261627
136,0.1515,0.4554672344054663
95,0.1818,0.43989345044085215
51,0.2273,0.4231801213080954
32,0.1515,0.4159630019098596
20,0.197,0.41140482123728955
29,0.1818,0.41482345674171706
19,0.197,0.41102497284790873
7,0.197,0.4064667921753387
6,0.1818,0.40608694378595783
1,0.1515,0.40418770183905367
5,0.1515,0.405707095396577
16,0.1515,0.4098854276797662
54,0.1515,0.4243196664762379
128,0.1667,0.45242844729041964
81,0.1364,0.43457557298952043
39,0.1818,0.4186219406355254
35,0.1818,0.41710254707800204
55,0.1515,0.42469951486561874
49,0.197,0.42242042452933376
44,0.1818,0.42052118258242954
49,0.1667,0.42242042452933376
68,0.197,0.4296375439275696
139,0.1818,0.45660677957360885
137,0.1515,0.4558470827948472
83,0.1515,0.43533526976828213
56,0.1364,0.42507936325499956
57,0.1364,0.4254592116443804
33,0.1212,0.4163428502992404
20,0.1061,0.41140482123728955
7,0.1212,0.4064667921753387
2,0.1212,0.4045675502284345
2,0.1212,0.4045675502284345
3,0.1212,0.40494739861781537
4,0.1212,0.4053272470071962
3,0.1212,0.40494739861781537
28,0.1515,0.41444360835233623
72,0.1515,0.43115693748509293
202,0.1364,0.4805372281046014
139,0.1212,0.45660677957360885
38,0.1364,0.41824209224614456
37,0.1667,0.41786224385676374
52,0.1667,0.4235599696974762
83,0.197,0.43533526976828213
42,0.197,0.4197614858036679
60,0.2121,0.4265987568125229
78,0.2121,0.4334360278213779
162,0.1818,0.465343292529368
144,0.1818,0.458506021520513
99,0.1515,0.44141284399837544
64,0.1515,0.42811815037004625
40,0.1212,0.41900178902490626
30,0.1212,0.4152033051310979
15,0.1364,0.4095055792903854
14,0.1364,0.4091257309010045
5,0.1212,0.405707095396577
1,0.1212,0.40418770183905367
1,0.1364,0.40418770183905367
8,0.1364,0.40684664056471953
17,0.1818,0.41026527606914703
70,0.1212,0.4303972407063313
158,0.1667,0.46382389897184473
117,0.1515,0.4482501150072305
44,0.1818,0.42052118258242954
53,0.1667,0.4239398180868571
61,0.197,0.4269786052019038
77,0.197,0.4330561794319971
64,0.2121,0.42811815037004625
68,0.2424,0.4296375439275696
90,0.2424,0.43799420849394793
159,0.2273,0.46420374736122555
139,0.2576,0.45660677957360885
92,0.197,0.43875390527270963
68,0.2424,0.4296375439275696
52,0.2273,0.4235599696974762
36,0.2273,0.4174823954673829
27,0.2424,0.41406375996295536
28,0.2424,0.41444360835233623
20,0.197,0.41140482123728955
12,0.197,0.40836603412224287
8,0.2273,0.40684664056471953
5,0.2273,0.405707095396577
1,0.2273,0.40418770183905367
3,0.1667,0.40494739861781537
10,0.2121,0.4076063373434812
23,0.1515,0.412544366405432
33,0.1818,0.4163428502992404
59,0.197,0.4262189084231421
72,0.197,0.43115693748509293
89,0.2273,0.4376143601045671
101,0.2576,0.44217254077713714
118,0.2879,0.4486299633966113
129,0.3182,0.4528082956798005
128,0.3333,0.45242844729041964
83,0.303,0.43533526976828213
84,0.2879,0.43571511815766295
74,0.303,0.4319166342638546
41,0.303,0.4193816374142871
57,0.303,0.4254592116443804
26,0.3182,0.41368391157357454
44,0.2879,0.42052118258242954
39,0.303,0.4186219406355254
23,0.2727,0.412544366405432
16,0.2879,0.4098854276797662
15,0.2727,0.4095055792903854
1,0.2576,0.40418770183905367
2,0.2576,0.4045675502284345
1,0.2576,0.40418770183905367
3,0.2121,0.40494739861781537
18,0.2121,0.41064512445852785
32,0.2121,0.4159630019098596
79,0.2121,0.4338158762107588
93,0.2273,0.43913375366209045
104,0.2121,0.44331208594527965
118,0.2273,0.4486299633966113
91,0.2727,0.4383740568833288
113,0.2424,0.44673072144970716
99,0.2273,0.44141284399837544
105,0.2121,0.4436919343346605
67,0.2121,0.42925769553818877
61,0.197,0.4269786052019038
57,0.197,0.4254592116443804
28,0.197,0.41444360835233623
21,0.2121,0.4117846696266704
18,0.2273,0.41064512445852785
17,0.197,0.41026527606914703
16,0.197,0.4098854276797662
8,0.1667,0.40684664056471953
2,0.1818,0.4045675502284345
3,0.197,0.40494739861781537
1,0.197,0.40418770183905367
5,0.1818,0.405707095396577
13,0.1818,0.4087458825116237
33,0.1515,0.4163428502992404
47,0.1515,0.42166072775057206
57,0.1515,0.4254592116443804
64,0.1515,0.42811815037004625
80,0.197,0.4341957246001396
93,0.197,0.43913375366209045
86,0.2121,0.4364748149364246
93,0.2121,0.43913375366209045
82,0.2121,0.43495542137890125
71,0.197,0.4307770890957121
92,0.1667,0.43875390527270963
60,0.1818,0.4265987568125229
33,0.1515,0.4163428502992404
27,0.1515,0.41406375996295536
13,0.1212,0.4087458825116237
4,0.1364,0.4053272470071962
3,0.1818,0.40494739861781537
22,0.197,0.4121645180160512
28,0.2273,0.41444360835233623
35,0.2273,0.41710254707800204
61,0.2273,0.4269786052019038
125,0.2273,0.4512889021222772
133,0.2273,0.4543276892373238
99,0.2273,0.44141284399837544
83,0.2727,0.43533526976828213
41,0.2424,0.4193816374142871
33,0.2576,0.4163428502992404
20,0.2727,0.41140482123728955
3,0.2727,0.40494739861781537
7,0.2273,0.4064667921753387
3,0.2273,0.40494739861781537
2,0.2273,0.4045675502284345
7,0.2576,0.4064667921753387
32,0.2576,0.4159630019098596
90,0.2576,0.43799420849394793
197,0.2576,0.47863798615769726
109,0.2576,0.4452113278921838
47,0.2727,0.42166072775057206
52,0.303,0.4235599696974762
70,0.3182,0.4303972407063313
78,0.4091,0.4334360278213779
75,0.4091,0.43229648265323545
82,0.4091,0.43495542137890125
104,0.3939,0.44331208594527965
197,0.3333,0.47863798615769726
161,0.3182,0.4649634441399872
112,0.2879,0.44635087306032634
76,0.303,0.43267633104261627
59,0.2879,0.4262189084231421
59,0.303,0.4262189084231421
28,0.2727,0.41444360835233623
13,0.2273,0.4087458825116237
5,0.2727,0.405707095396577
2,0.2727,0.4045675502284345
1,0.2576,0.40418770183905367
1,0.2576,0.40418770183905367
6,0.2273,0.40608694378595783
35,0.2121,0.41710254707800204
101,0.2121,0.44217254077713714
249,0.2121,0.49839010240550063
143,0.2273,0.4581261731311322
57,0.2273,0.4254592116443804
68,0.2727,0.4296375439275696
84,0.3333,0.43571511815766295
98,0.2879,0.4410329956089946
81,0.303,0.43457557298952043
70,0.3182,0.4303972407063313
91,0.303,0.4383740568833288
215,0.3182,0.48547525716655227
185,0.2576,0.47407980548512724
152,0.2273,0.4615448086355597
126,0.2424,0.451668750511658
57,0.2273,0.4254592116443804
56,0.2121,0.42507936325499956
31,0.2121,0.4155831535204787
21,0.2273,0.4117846696266704
6,0.2273,0.40608694378595783
2,0.2424,0.4045675502284345
1,0.2121,0.40418770183905367
1,0.2576,0.40418770183905367
5,0.197,0.405707095396577
27,0.2121,0.41406375996295536
68,0.1818,0.4296375439275696
217,0.1818,0.4862349539453139
166,0.1818,0.4668626860868914
63,0.1667,0.4277383019806654
59,0.1818,0.4262189084231421
78,0.1818,0.4334360278213779
73,0.1515,0.43153678587447375
62,0.1515,0.4273584535912846
65,0.1212,0.42849799875942707
97,0.1364,0.4406531472196138
161,0.1212,0.4649634441399872
120,0.1212,0.44938966017537296
96,0.1061,0.440273298830233
53,0.0758,0.4239398180868571
41,0.0758,0.4193816374142871
34,0.0303,0.4167226986886212
27,0.0455,0.41406375996295536
13,0.0303,0.4087458825116237
12,0.0,0.40836603412224287
11,0.0303,0.40798618573286205
7,0.0303,0.4064667921753387
3,0.0152,0.40494739861781537
2,0.0303,0.4045675502284345
8,0.0152,0.40684664056471953
27,0.0,0.41406375996295536
40,0.0303,0.41900178902490626
53,0.0606,0.4239398180868571
63,0.0758,0.4277383019806654
70,0.1061,0.4303972407063313
84,0.1667,0.43571511815766295
75,0.1364,0.43229648265323545
103,0.1515,0.44293223755589883
83,0.1364,0.43533526976828213
67,0.197,0.42925769553818877
54,0.0909,0.4243196664762379
59,0.1061,0.4262189084231421
45,0.0758,0.4209010309718104
39,0.1061,0.4186219406355254
30,0.1515,0.4152033051310979
33,0.0758,0.4163428502992404
22,0.0758,0.4121645180160512
13,0.0758,0.4087458825116237
18,0.0606,0.41064512445852785
5,0.0606,0.405707095396577
3,0.0758,0.40494739861781537
1,0.0758,0.40418770183905367
2,0.1061,0.4045675502284345
19,0.0758,0.41102497284790873
28,0.0758,0.41444360835233623
58,0.1061,0.42583906003376126
99,0.1364,0.44141284399837544
116,0.1212,0.4478702666178497
87,0.1061,0.43685466332580547
110,0.1364,0.44559117628156464
77,0.1364,0.4330561794319971
65,0.1364,0.42849799875942707
55,0.1061,0.42469951486561874
49,0.1212,0.42242042452933376
50,0.1212,0.4228002729187146
35,0.1061,0.41710254707800204
25,0.1061,0.4133040631841937
28,0.0909,0.41444360835233623
21,0.0606,0.4117846696266704
7,0.0606,0.4064667921753387
1,0.0455,0.40418770183905367
1,0.0303,0.40418770183905367
1,0.0606,0.40418770183905367
5,0.0606,0.405707095396577
15,0.0758,0.4095055792903854
84,0.1212,0.43571511815766295
177,0.1364,0.47104101837008056
102,0.1515,0.44255238916651796
40,0.1364,0.41900178902490626
46,0.1212,0.42128087936119124
63,0.1364,0.4277383019806654
60,0.1364,0.4265987568125229
45,0.1364,0.4209010309718104
57,0.1667,0.4254592116443804
70,0.1515,0.4303972407063313
184,0.1212,0.4736999570957464
153,0.1364,0.4619246570249405
106,0.1515,0.4440717827240413
81,0.1364,0.43457557298952043
59,0.1515,0.4262189084231421
35,0.1364,0.41710254707800204
24,0.1515,0.4129242147948129
9,0.1364,0.40722648895410035
5,0.1667,0.405707095396577
2,0.1515,0.4045675502284345
1,0.1667,0.40418770183905367
9,0.1364,0.40722648895410035
36,0.1818,0.4174823954673829
108,0.1515,0.444831479502803
238,0.1818,0.49421177012231143
144,0.2273,0.458506021520513
55,0.2424,0.42469951486561874
61,0.2424,0.4269786052019038
106,0.2879,0.4440717827240413
93,0.2727,0.43913375366209045
68,0.3333,0.4296375439275696
84,0.3485,0.43571511815766295
116,0.3485,0.4478702666178497
222,0.3333,0.4881341958922181
225,0.3182,0.4892737410603606
146,0.2576,0.4592657182992747
119,0.2273,0.44900981178599214
45,0.2273,0.4209010309718104
53,0.2273,0.4239398180868571
40,0.2273,0.41900178902490626
17,0.2273,0.41026527606914703
5,0.2424,0.405707095396577
10,0.2273,0.4076063373434812
1,0.1818,0.40418770183905367
8,0.1818,0.40684664056471953
30,0.2121,0.4152033051310979
72,0.2121,0.43115693748509293
58,0.2121,0.42583906003376126
28,0.2121,0.41444360835233623
41,0.197,0.4193816374142871
48,0.197,0.4220405761399529
47,0.197,0.42166072775057206
36,0.197,0.4174823954673829
43,0.1818,0.4201413341930487
36,0.197,0.4174823954673829
26,0.1818,0.41368391157357454
24,0.2273,0.4129242147948129
84,0.2424,0.43571511815766295
104,0.2273,0.44331208594527965
79,0.2273,0.4338158762107588
59,0.2121,0.4262189084231421
38,0.2121,0.41824209224614456
27,0.2121,0.41406375996295536
16,0.197,0.4098854276797662
9,0.2121,0.40722648895410035
3,0.2121,0.40494739861781537
2,0.2121,0.4045675502284345
1,0.2273,0.40418770183905367
4,0.2121,0.4053272470071962
16,0.197,0.4098854276797662
60,0.197,0.4265987568125229
157,0.197,0.46344405058246385
101,0.2121,0.44217254077713714
49,0.2121,0.42242042452933376
30,0.2121,0.4152033051310979
29,0.2121,0.41482345674171706
31,0.2121,0.4155831535204787
38,0.2727,0.41824209224614456
41,0.2576,0.4193816374142871
80,0.2727,0.4341957246001396
149,0.2424,0.46040526346741717
109,0.2273,0.4452113278921838
89,0.2424,0.4376143601045671
62,0.2273,0.4273584535912846
58,0.2273,0.42583906003376126
26,0.2121,0.41368391157357454
23,0.2273,0.412544366405432
28,0.197,0.41444360835233623
20,0.2273,0.41140482123728955
15,0.2273,0.4095055792903854
8,0.2121,0.40684664056471953
3,0.1818,0.40494739861781537
2,0.1818,0.4045675502284345
5,0.1818,0.405707095396577
34,0.197,0.4167226986886212
34,0.2121,0.4167226986886212
55,0.2121,0.42469951486561874
64,0.197,0.42811815037004625
78,0.197,0.4334360278213779
65,0.2273,0.42849799875942707
99,0.2273,0.44141284399837544
120,0.2121,0.44938966017537296
107,0.2424,0.4444516311134221
91,0.2879,0.4383740568833288
68,0.2273,0.4296375439275696
58,0.2121,0.42583906003376126
43,0.2121,0.4201413341930487
36,0.2121,0.4174823954673829
32,0.197,0.4159630019098596
33,0.197,0.4163428502992404
33,0.1818,0.4163428502992404
29,0.2121,0.41482345674171706
11,0.2273,0.40798618573286205
8,0.2121,0.40684664056471953
1,0.2121,0.40418770183905367
3,0.2121,0.40494739861781537
3,0.2121,0.40494739861781537
12,0.2121,0.40836603412224287
38,0.2273,0.41824209224614456
64,0.2424,0.42811815037004625
59,0.2727,0.4262189084231421
97,0.3182,0.4406531472196138
84,0.2879,0.43571511815766295
122,0.303,0.45014935695413466
109,0.3333,0.4452113278921838
123,0.3333,0.4505292053435155
77,0.2879,0.4330561794319971
65,0.2576,0.42849799875942707
55,0.2576,0.42469951486561874
33,0.2727,0.4163428502992404
28,0.2424,0.41444360835233623
21,0.2273,0.4117846696266704
21,0.2121,0.4117846696266704
7,0.2273,0.4064667921753387
7,0.2121,0.4064667921753387
1,0.2273,0.40418770183905367
2,0.2273,0.4045675502284345
2,0.197,0.4045675502284345
8,0.1667,0.40684664056471953
37,0.1364,0.41786224385676374
72,0.1364,0.43115693748509293
185,0.1364,0.47407980548512724
112,0.1364,0.44635087306032634
69,0.1515,0.4300173923169504
48,0.1515,0.4220405761399529
68,0.2121,0.4296375439275696
54,0.2273,0.4243196664762379
86,0.197,0.4364748149364246
44,0.1818,0.42052118258242954
86,0.1818,0.4364748149364246
161,0.1515,0.4649634441399872
156,0.1515,0.46306420219308303
111,0.3182,0.44597102467094546
78,0.1667,0.4334360278213779
56,0.197,0.42507936325499956
34,0.1818,0.4167226986886212
17,0.197,0.41026527606914703
8,0.1818,0.40684664056471953
3,0.1818,0.40494739861781537
2,0.2273,0.4045675502284345
2,0.2273,0.4045675502284345
3,0.2121,0.40494739861781537
22,0.2121,0.4121645180160512
52,0.2273,0.4235599696974762
135,0.2273,0.4550873860160855
116,0.2273,0.4478702666178497
47,0.2273,0.42166072775057206
51,0.2424,0.4231801213080954
55,0.2576,0.42469951486561874
52,0.2576,0.4235599696974762
54,0.2576,0.4243196664762379
52,0.2879,0.4235599696974762
64,0.2424,0.42811815037004625
176,0.2879,0.47066116998069973
168,0.2576,0.46762238286565305
108,0.2424,0.444831479502803
74,0.2273,0.4319166342638546
64,0.2273,0.42811815037004625
36,0.2576,0.4174823954673829
16,0.197,0.4098854276797662
2,0.2424,0.4045675502284345
3,0.2273,0.40494739861781537
4,0.2273,0.4053272470071962
1,0.2273,0.40418770183905367
1,0.2121,0.40418770183905367
3,0.2424,0.40494739861781537
18,0.2424,0.41064512445852785
49,0.2121,0.42242042452933376
155,0.2121,0.4626843538037022
123,0.2576,0.4505292053435155
61,0.2727,0.4269786052019038
52,0.2273,0.4235599696974762
64,0.2273,0.42811815037004625
75,0.3333,0.43229648265323545
63,0.3939,0.4277383019806654
76,0.3939,0.43267633104261627
103,0.3333,0.44293223755589883
190,0.3182,0.4759790474320314
182,0.2879,0.4729402603169847
91,0.2424,0.4383740568833288
75,0.197,0.43229648265323545
63,0.197,0.4277383019806654
40,0.2121,0.41900178902490626
32,0.1667,0.4159630019098596
12,0.1667,0.40836603412224287
5,0.1515,0.405707095396577
2,0.1667,0.4045675502284345
1,0.1667,0.40418770183905367
2,0.1364,0.4045675502284345
39,0.1364,0.4186219406355254
87,0.1212,0.43685466332580547
188,0.1212,0.4752193506532697
133,0.1364,0.4543276892373238
52,0.1515,0.4235599696974762
64,0.1364,0.42811815037004625
69,0.1818,0.4300173923169504
51,0.1667,0.4231801213080954
47,0.197,0.42166072775057206
60,0.197,0.4265987568125229
78,0.2121,0.4334360278213779
175,0.197,0.47028132159131886
147,0.2121,0.4596455666886555
96,0.2576,0.440273298830233
109,0.2273,0.4452113278921838
54,0.2121,0.4243196664762379
41,0.2121,0.4193816374142871
38,0.2273,0.41824209224614456
13,0.2576,0.4087458825116237
7,0.2273,0.4064667921753387
1,0.1667,0.40418770183905367
1,0.1667,0.40418770183905367
7,0.1515,0.4064667921753387
28,0.2273,0.41444360835233623
87,0.2121,0.43685466332580547
220,0.1515,0.4873744991134564
127,0.1818,0.4520485989010388
51,0.2121,0.4231801213080954
64,0.2273,0.42811815037004625
86,0.2424,0.4364748149364246
82,0.2576,0.43495542137890125
91,0.2727,0.4383740568833288
90,0.2727,0.43799420849394793
99,0.2879,0.44141284399837544
205,0.2727,0.48167677327274394
155,0.2576,0.4626843538037022
103,0.2424,0.44293223755589883
71,0.2424,0.4307770890957121
43,0.2424,0.4201413341930487
46,0.2424,0.42128087936119124
31,0.2424,0.4155831535204787
39,0.2424,0.4186219406355254
18,0.2424,0.41064512445852785
17,0.2424,0.41026527606914703
11,0.2424,0.40798618573286205
8,0.2273,0.40684664056471953
9,0.2273,0.40722648895410035
4,0.2576,0.4053272470071962
4,0.2576,0.4053272470071962
10,0.2273,0.4076063373434812
20,0.2273,0.41140482123728955
34,0.2121,0.4167226986886212
47,0.2273,0.42166072775057206
52,0.2273,0.4235599696974762
72,0.2273,0.43115693748509293
55,0.2727,0.42469951486561874
60,0.2727,0.4265987568125229
71,0.2273,0.4307770890957121
78,0.2121,0.4334360278213779
83,0.2424,0.43533526976828213
84,0.2424,0.43571511815766295
69,0.2879,0.4300173923169504
56,0.2576,0.42507936325499956
45,0.2727,0.4209010309718104
59,0.2576,0.4262189084231421
39,0.2576,0.4186219406355254
44,0.2273,0.42052118258242954
20,0.2273,0.41140482123728955
13,0.2879,0.4087458825116237
2,0.2273,0.4045675502284345
1,0.2576,0.40418770183905367
1,0.2576,0.40418770183905367
8,0.2424,0.40684664056471953
23,0.2576,0.412544366405432
45,0.2879,0.4209010309718104
89,0.2879,0.4376143601045671
117,0.303,0.4482501150072305
174,0.3333,0.46990147320193804
182,0.3636,0.4729402603169847
161,0.3485,0.4649634441399872
182,0.3485,0.4729402603169847
157,0.3485,0.46344405058246385
121,0.3636,0.44976950856475384
78,0.303,0.4334360278213779
21,0.2879,0.4117846696266704
26,0.2879,0.41368391157357454
27,0.303,0.41406375996295536
62,0.303,0.4273584535912846
30,0.2879,0.4152033051310979
15,0.2879,0.4095055792903854
5,0.2727,0.405707095396577
3,0.2576,0.40494739861781537
1,0.2576,0.40418770183905367
2,0.2576,0.4045675502284345
10,0.2576,0.4076063373434812
30,0.2424,0.4152033051310979
95,0.2424,0.43989345044085215
230,0.2273,0.49117298300726475
118,0.2727,0.4486299633966113
55,0.2576,0.42469951486561874
47,0.3182,0.42166072775057206
66,0.3485,0.42887784714880794
64,0.3636,0.42811815037004625
60,0.3636,0.4265987568125229
50,0.3939,0.4228002729187146
114,0.3485,0.447110569839088
216,0.3182,0.4858551055559331
175,0.3333,0.47028132159131886
128,0.3485,0.45242844729041964
88,0.3333,0.4372345117151863
78,0.3485,0.4334360278213779
37,0.303,0.41786224385676374
25,0.3333,0.4133040631841937
10,0.3182,0.4076063373434812
4,0.3182,0.4053272470071962
2,0.2727,0.4045675502284345
1,0.2727,0.40418770183905367
3,0.2576,0.40494739861781537
2,0.2273,0.4045675502284345
39,0.2273,0.4186219406355254
100,0.197,0.4417926923877563
243,0.197,0.49611101206921565
135,0.197,0.4550873860160855
48,0.1818,0.4220405761399529
50,0.1818,0.4228002729187146
65,0.197,0.42849799875942707
50,0.197,0.4228002729187146
64,0.197,0.42811815037004625
51,0.197,0.4231801213080954
83,0.1818,0.43533526976828213
176,0.1818,0.47066116998069973
152,0.1818,0.4615448086355597
101,0.1212,0.44217254077713714
56,0.1364,0.42507936325499956
54,0.1061,0.4243196664762379
29,0.1061,0.41482345674171706
12,0.1061,0.40836603412224287
17,0.0758,0.41026527606914703
7,0.1061,0.4064667921753387
3,0.0758,0.40494739861781537
2,0.0758,0.4045675502284345
7,0.1061,0.4064667921753387
