registered,hr,Predicted Y
49,10,9.755761174288583
47,11,9.721577680380769
79,12,10.268513582905815
69,13,10.097596113366738
64,14,10.012137378597199
77,15,10.234330088997998
79,16,10.268513582905815
59,17,9.92667864382766
44,18,9.670302439519045
40,19,9.601935451703413
38,20,9.567751957795599
19,21,9.243008765671354
10,22,9.089183043086184
6,23,9.020816055270553
3,0,8.96954081440883
0,1,8.918265573547107
3,2,8.96954081440883
1,3,8.935357320501014
2,4,8.952449067454921
3,5,8.96954081440883
31,6,9.448109729118245
75,7,10.200146595090184
184,8,12.063147013066121
92,9,10.490706293306614
31,10,9.448109729118245
28,11,9.396834488256522
47,12,9.721577680380769
50,13,9.77285292124249
47,14,9.721577680380769
43,15,9.653210692565137
70,16,10.114687860320645
174,17,11.892229543527044
154,18,11.55039460444889
92,19,10.490706293306614
73,20,10.165963101182367
37,21,9.550660210841691
22,22,9.294284006533076
18,23,9.225917018717444
10,0,9.089183043086184
3,1,8.96954081440883
3,2,8.96954081440883
6,5,9.020816055270553
27,6,9.379742741302614
97,7,10.576165028076153
214,8,12.575899421683353
127,9,11.088917436693382
51,10,9.789944668196398
31,11,9.448109729118245
55,12,9.85831165601203
46,13,9.704485933426861
60,14,9.943770390781568
45,15,9.687394186472952
72,16,10.14887135422846
130,17,11.140192677555106
94,18,10.52488978721443
51,19,9.789944668196398
32,20,9.465201476072153
20,21,9.260100512625261
28,22,9.396834488256522
18,23,9.225917018717444
7,0,9.03790780222446
6,1,9.020816055270553
1,2,8.935357320501014
5,5,9.003724308316645
16,6,9.19173352480963
54,7,9.841219909058122
125,8,11.054733942785568
78,9,10.251421835951906
39,10,9.584843704749506
32,11,9.465201476072153
52,12,9.807036415150307
49,13,9.755761174288583
44,14,9.670302439519045
48,15,9.738669427334676
63,16,9.995045631643292
139,17,11.294018400140276
135,18,11.225651412324645
82,19,10.319788823767537
54,20,9.841219909058122
57,21,9.892495149919846
32,22,9.465201476072153
19,23,9.243008765671354
6,0,9.020816055270553
2,1,8.952449067454921
2,2,8.952449067454921
3,3,8.96954081440883
4,4,8.986632561362738
3,5,8.96954081440883
28,6,9.396834488256522
72,7,10.14887135422846
197,8,12.285339723466922
137,9,11.25983490623246
36,10,9.533568463887784
33,11,9.48229322302606
49,12,9.755761174288583
81,13,10.30269707681363
39,14,9.584843704749506
55,15,9.85831165601203
76,16,10.21723834204409
158,17,11.618761592264521
141,18,11.32820189404809
98,19,10.59325677503006
64,20,10.012137378597199
40,21,9.601935451703413
30,22,9.431017982164338
14,23,9.157550030901815
14,0,9.157550030901815
5,1,9.003724308316645
1,2,8.935357320501014
1,3,8.935357320501014
8,5,9.054999549178367
17,6,9.208825271763537
70,7,10.114687860320645
156,8,11.584578098356706
117,9,10.917999967154307
40,10,9.601935451703413
47,11,9.721577680380769
59,12,9.92667864382766
73,13,10.165963101182367
59,14,9.92667864382766
59,15,9.92667864382766
87,16,10.405247558537075
155,17,11.567486351402799
134,18,11.208559665370737
89,19,10.439431052444892
68,20,10.08050436641283
48,21,9.738669427334676
34,22,9.499384969979968
26,23,9.362650994348707
25,0,9.3455592473948
18,1,9.225917018717444
12,2,9.123366536993998
7,3,9.03790780222446
5,4,9.003724308316645
1,5,8.935357320501014
2,6,8.952449067454921
9,7,9.072091296132276
22,8,9.294284006533076
31,9,9.448109729118245
57,10,9.892495149919846
54,11,9.841219909058122
74,12,10.183054848136276
80,13,10.285605329859722
92,14,10.490706293306614
108,15,10.764174244569137
95,16,10.541981534168338
54,17,9.841219909058122
69,18,10.097596113366738
60,19,9.943770390781568
35,20,9.516476716933877
51,21,9.789944668196398
26,22,9.362650994348707
39,23,9.584843704749506
33,0,9.48229322302606
19,1,9.243008765671354
13,2,9.140458283947906
6,3,9.020816055270553
1,4,8.935357320501014
1,5,8.935357320501014
1,6,8.935357320501014
3,7,8.96954081440883
18,8,9.225917018717444
29,9,9.413926235210429
71,10,10.131779607274552
70,11,10.114687860320645
75,12,10.200146595090184
95,13,10.541981534168338
69,14,10.097596113366738
78,15,10.251421835951906
77,16,10.234330088997998
82,17,10.319788823767537
56,18,9.875403402965937
47,19,9.721577680380769
50,20,9.77285292124249
22,21,9.294284006533076
19,22,9.243008765671354
18,23,9.225917018717444
16,0,9.19173352480963
15,1,9.174641777855722
8,2,9.054999549178367
2,3,8.952449067454921
2,4,8.952449067454921
1,5,8.935357320501014
5,6,9.003724308316645
9,7,9.072091296132276
30,8,9.431017982164338
39,9,9.584843704749506
50,10,9.77285292124249
55,11,9.85831165601203
70,12,10.114687860320645
80,13,10.285605329859722
74,14,10.183054848136276
72,15,10.14887135422846
76,16,10.21723834204409
67,17,10.063412619458921
85,18,10.37106406462926
58,19,9.909586896873753
29,20,9.413926235210429
24,21,9.32846750044089
13,22,9.140458283947906
3,23,8.96954081440883
3,12,8.96954081440883
22,13,9.294284006533076
26,14,9.362650994348707
32,15,9.465201476072153
61,16,9.960862137735475
124,17,11.03764219583166
132,18,11.17437617146292
98,19,10.59325677503006
83,20,10.336880570721444
41,21,9.619027198657323
33,22,9.48229322302606
19,23,9.243008765671354
3,0,8.96954081440883
6,1,9.020816055270553
3,2,8.96954081440883
1,4,8.935357320501014
7,5,9.03790780222446
32,6,9.465201476072153
89,7,10.439431052444892
196,8,12.268247976513013
107,9,10.74708249761523
46,10,9.704485933426861
47,11,9.721577680380769
65,12,10.029229125551106
67,13,10.063412619458921
68,14,10.08050436641283
78,15,10.251421835951906
94,16,10.52488978721443
190,17,12.165697494789567
156,18,11.584578098356706
108,19,10.764174244569137
74,20,10.183054848136276
55,21,9.85831165601203
53,22,9.824128162104214
27,23,9.379742741302614
8,0,9.054999549178367
3,1,8.96954081440883
2,2,8.952449067454921
1,3,8.935357320501014
1,4,8.935357320501014
6,5,9.020816055270553
35,6,9.516476716933877
100,7,10.627440268937875
247,8,13.139927071162306
140,9,11.311110147094183
56,10,9.875403402965937
63,11,9.995045631643292
77,12,10.234330088997998
86,13,10.388155811583168
75,14,10.200146595090184
62,15,9.977953884689384
83,16,10.336880570721444
207,17,12.456257193006
184,18,12.063147013066121
146,19,11.41366062881763
124,20,11.03764219583166
54,21,9.841219909058122
56,22,9.875403402965937
28,23,9.396834488256522
20,0,9.260100512625261
6,1,9.020816055270553
2,2,8.952449067454921
1,3,8.935357320501014
1,4,8.935357320501014
4,5,8.986632561362738
27,6,9.379742741302614
66,7,10.046320872505014
210,8,12.507532433867722
159,9,11.635853339218428
57,10,9.892495149919846
53,11,9.824128162104214
67,12,10.063412619458921
65,13,10.029229125551106
56,14,9.875403402965937
61,15,9.960862137735475
97,16,10.576165028076153
151,17,11.499119363587168
119,18,10.952183461062122
93,19,10.507798040260521
52,20,9.807036415150307
41,21,9.619027198657323
33,22,9.48229322302606
27,23,9.379742741302614
13,0,9.140458283947906
9,1,9.072091296132276
11,2,9.106274790040091
6,3,9.020816055270553
3,4,8.96954081440883
2,6,8.952449067454921
8,7,9.054999549178367
26,8,9.362650994348707
37,9,9.550660210841691
50,10,9.77285292124249
59,11,9.92667864382766
60,12,9.943770390781568
72,13,10.14887135422846
64,14,10.012137378597199
93,15,10.507798040260521
72,16,10.14887135422846
59,17,9.92667864382766
54,18,9.841219909058122
53,19,9.824128162104214
44,20,9.670302439519045
39,21,9.584843704749506
23,22,9.311375753486983
31,23,9.448109729118245
20,0,9.260100512625261
12,1,9.123366536993998
15,2,9.174641777855722
4,3,8.986632561362738
3,5,8.96954081440883
1,6,8.935357320501014
1,7,8.935357320501014
17,8,9.208825271763537
25,9,9.3455592473948
51,10,9.789944668196398
77,11,10.234330088997998
92,12,10.490706293306614
75,13,10.200146595090184
93,14,10.507798040260521
64,15,10.012137378597199
56,16,9.875403402965937
50,17,9.77285292124249
44,18,9.670302439519045
45,19,9.687394186472952
31,20,9.448109729118245
20,21,9.260100512625261
23,22,9.311375753486983
17,23,9.208825271763537
7,0,9.03790780222446
1,1,8.935357320501014
1,3,8.935357320501014
1,4,8.935357320501014
5,5,9.003724308316645
15,6,9.174641777855722
79,7,10.268513582905815
171,8,11.840954302665322
98,9,10.59325677503006
34,10,9.499384969979968
43,11,9.653210692565137
52,12,9.807036415150307
54,13,9.841219909058122
43,14,9.653210692565137
50,15,9.77285292124249
66,16,10.046320872505014
178,17,11.960596531342675
145,18,11.396568881863722
101,19,10.644532015891784
80,20,10.285605329859722
53,21,9.824128162104214
32,22,9.465201476072153
21,23,9.277192259579168
6,0,9.020816055270553
5,1,9.003724308316645
2,2,8.952449067454921
1,4,8.935357320501014
9,5,9.072091296132276
35,6,9.516476716933877
103,7,10.678715509799598
233,8,12.900642613807598
134,9,11.208559665370737
49,10,9.755761174288583
55,11,9.85831165601203
85,12,10.37106406462926
72,13,10.14887135422846
57,14,9.892495149919846
63,15,9.995045631643292
102,16,10.661623762845691
208,17,12.473348939959905
218,18,12.644266409498982
133,19,11.19146791841683
103,20,10.678715509799598
40,21,9.601935451703413
49,22,9.755761174288583
37,23,9.550660210841691
14,0,9.157550030901815
5,1,9.003724308316645
7,2,9.03790780222446
1,5,8.935357320501014
8,6,9.054999549178367
29,7,9.413926235210429
69,8,10.097596113366738
55,9,9.85831165601203
26,10,9.362650994348707
35,11,9.516476716933877
41,12,9.619027198657323
43,13,9.653210692565137
36,14,9.533568463887784
42,15,9.63611894561123
35,16,9.516476716933877
26,17,9.362650994348707
23,16,9.311375753486983
82,17,10.319788823767537
101,18,10.644532015891784
76,19,10.21723834204409
55,20,9.85831165601203
36,21,9.533568463887784
27,22,9.379742741302614
16,23,9.19173352480963
9,0,9.072091296132276
2,1,8.952449067454921
2,2,8.952449067454921
0,3,8.918265573547107
4,5,8.986632561362738
16,6,9.19173352480963
58,7,9.909586896873753
155,8,11.567486351402799
95,9,10.541981534168338
49,10,9.755761174288583
30,11,9.431017982164338
28,12,9.396834488256522
31,13,9.448109729118245
36,14,9.533568463887784
40,15,9.601935451703413
70,16,10.114687860320645
147,17,11.430752375771537
107,18,10.74708249761523
84,19,10.353972317675353
61,20,9.960862137735475
57,21,9.892495149919846
26,22,9.362650994348707
22,23,9.294284006533076
26,0,9.362650994348707
20,1,9.260100512625261
15,2,9.174641777855722
5,3,9.003724308316645
2,4,8.952449067454921
2,6,8.952449067454921
4,7,8.986632561362738
31,8,9.448109729118245
34,9,9.499384969979968
51,10,9.789944668196398
60,11,9.943770390781568
66,12,10.046320872505014
56,13,9.875403402965937
89,14,10.439431052444892
98,15,10.59325677503006
88,16,10.422339305490983
82,17,10.319788823767537
59,18,9.92667864382766
52,19,9.807036415150307
42,20,9.63611894561123
35,21,9.516476716933877
28,22,9.396834488256522
30,23,9.431017982164338
33,0,9.48229322302606
22,1,9.294284006533076
10,2,9.089183043086184
7,3,9.03790780222446
1,4,8.935357320501014
3,5,8.96954081440883
3,7,8.96954081440883
11,8,9.106274790040091
34,9,9.499384969979968
57,10,9.892495149919846
50,11,9.77285292124249
87,12,10.405247558537075
71,13,10.131779607274552
104,14,10.695807256753506
95,15,10.541981534168338
104,16,10.695807256753506
71,17,10.131779607274552
57,18,9.892495149919846
46,19,9.704485933426861
30,20,9.431017982164338
25,21,9.3455592473948
19,22,9.243008765671354
16,23,9.19173352480963
6,0,9.020816055270553
5,1,9.003724308316645
1,2,8.935357320501014
2,3,8.952449067454921
2,4,8.952449067454921
8,5,9.054999549178367
37,6,9.550660210841691
71,7,10.131779607274552
182,8,12.028963519158307
112,9,10.832541232384768
68,10,10.08050436641283
46,11,9.704485933426861
62,12,9.977953884689384
52,13,9.807036415150307
85,14,10.37106406462926
41,15,9.619027198657323
83,16,10.336880570721444
155,17,11.567486351402799
153,18,11.533302857494984
108,19,10.764174244569137
78,20,10.251421835951906
53,21,9.824128162104214
34,22,9.499384969979968
15,23,9.174641777855722
6,0,9.020816055270553
3,1,8.96954081440883
2,2,8.952449067454921
2,3,8.952449067454921
3,5,8.96954081440883
22,6,9.294284006533076
52,7,9.807036415150307
132,8,11.17437617146292
114,9,10.866724726292583
47,10,9.721577680380769
49,11,9.755761174288583
53,12,9.824128162104214
49,13,9.755761174288583
49,14,9.755761174288583
45,15,9.687394186472952
61,16,9.960862137735475
172,17,11.85804604961923
165,18,11.738403820941876
105,19,10.712899003707413
69,20,10.097596113366738
64,21,10.012137378597199
34,22,9.499384969979968
15,23,9.174641777855722
2,0,8.952449067454921
3,1,8.96954081440883
0,2,8.918265573547107
1,3,8.935357320501014
1,4,8.935357320501014
3,5,8.96954081440883
17,6,9.208825271763537
48,7,9.738669427334676
154,8,11.55039460444889
119,9,10.952183461062122
59,10,9.92667864382766
47,11,9.721577680380769
61,12,9.960862137735475
74,13,10.183054848136276
61,14,9.960862137735475
66,15,10.046320872505014
95,16,10.541981534168338
183,17,12.046055266112214
175,18,11.909321290480953
88,19,10.422339305490983
71,20,10.131779607274552
62,21,9.977953884689384
35,22,9.516476716933877
29,23,9.413926235210429
11,0,9.106274790040091
5,1,9.003724308316645
2,2,8.952449067454921
1,3,8.935357320501014
2,5,8.952449067454921
39,6,9.584843704749506
86,7,10.388155811583168
184,8,12.063147013066121
127,9,11.088917436693382
50,10,9.77285292124249
55,11,9.85831165601203
67,12,10.063412619458921
47,13,9.721577680380769
43,14,9.653210692565137
56,15,9.875403402965937
73,16,10.165963101182367
170,17,11.823862555711415
145,18,11.396568881863722
92,19,10.490706293306614
108,20,10.764174244569137
53,21,9.824128162104214
39,22,9.584843704749506
34,23,9.499384969979968
10,0,9.089183043086184
7,1,9.03790780222446
1,2,8.935357320501014
1,3,8.935357320501014
7,5,9.03790780222446
26,6,9.362650994348707
87,7,10.405247558537075
217,8,12.627174662545075
124,9,11.03764219583166
46,10,9.704485933426861
61,11,9.960862137735475
78,12,10.251421835951906
73,13,10.165963101182367
76,14,10.21723834204409
81,15,10.30269707681363
91,16,10.473614546352707
195,17,12.251156229559106
152,18,11.516211110541075
102,19,10.661623762845691
69,20,10.097596113366738
41,21,9.619027198657323
45,22,9.687394186472952
30,23,9.431017982164338
36,0,9.533568463887784
17,1,9.208825271763537
12,2,9.123366536993998
10,3,9.089183043086184
8,4,9.054999549178367
9,5,9.072091296132276
4,6,8.986632561362738
4,7,8.986632561362738
10,8,9.089183043086184
17,9,9.208825271763537
31,10,9.448109729118245
46,11,9.704485933426861
42,12,9.63611894561123
62,13,9.977953884689384
50,14,9.77285292124249
49,15,9.755761174288583
63,16,9.995045631643292
64,17,10.012137378597199
81,18,10.30269707681363
78,19,10.251421835951906
64,20,10.012137378597199
53,21,9.824128162104214
43,22,9.653210692565137
52,23,9.807036415150307
37,0,9.550660210841691
40,1,9.601935451703413
20,2,9.260100512625261
10,3,9.089183043086184
2,4,8.952449067454921
1,5,8.935357320501014
1,6,8.935357320501014
8,7,9.054999549178367
21,8,9.277192259579168
38,9,9.567751957795599
74,10,10.183054848136276
89,11,10.439431052444892
126,12,11.071825689739477
135,13,11.225651412324645
114,14,10.866724726292583
130,15,11.140192677555106
115,16,10.88381647324649
97,17,10.576165028076153
65,18,10.029229125551106
20,19,9.260100512625261
21,20,9.277192259579168
22,21,9.294284006533076
57,22,9.892495149919846
26,23,9.362650994348707
14,0,9.157550030901815
4,1,8.986632561362738
3,2,8.96954081440883
1,3,8.935357320501014
1,4,8.935357320501014
9,5,9.072091296132276
29,6,9.413926235210429
89,7,10.439431052444892
223,8,12.72972514426852
115,9,10.88381647324649
49,10,9.755761174288583
36,11,9.533568463887784
59,12,9.92667864382766
54,13,9.841219909058122
52,14,9.807036415150307
46,15,9.704485933426861
98,16,10.59325677503006
207,17,12.456257193006
170,18,11.823862555711415
123,19,11.020550448877753
82,20,10.319788823767537
75,21,10.200146595090184
34,22,9.499384969979968
19,23,9.243008765671354
6,0,9.020816055270553
4,1,8.986632561362738
1,2,8.935357320501014
1,3,8.935357320501014
3,4,8.96954081440883
2,5,8.952449067454921
39,6,9.584843704749506
97,7,10.576165028076153
236,8,12.951917854669322
128,9,11.106009183647291
44,10,9.670302439519045
49,11,9.755761174288583
63,12,9.995045631643292
48,13,9.738669427334676
61,14,9.960862137735475
45,15,9.687394186472952
79,16,10.268513582905815
172,17,11.85804604961923
151,18,11.499119363587168
100,19,10.627440268937875
53,20,9.824128162104214
46,21,9.704485933426861
29,22,9.413926235210429
9,23,9.072091296132276
17,0,9.208825271763537
7,1,9.03790780222446
2,2,8.952449067454921
2,3,8.952449067454921
7,5,9.03790780222446
43,6,9.653210692565137
95,7,10.541981534168338
198,8,12.30243147042083
119,9,10.952183461062122
51,10,9.789944668196398
40,11,9.601935451703413
57,12,9.892495149919846
67,13,10.063412619458921
56,14,9.875403402965937
61,15,9.960862137735475
72,16,10.14887135422846
157,17,11.601669845310614
168,18,11.789679061803598
87,19,10.405247558537075
84,20,10.353972317675353
83,21,10.336880570721444
42,22,9.63611894561123
37,23,9.550660210841691
16,0,9.19173352480963
7,1,9.03790780222446
3,2,8.96954081440883
1,4,8.935357320501014
6,5,9.020816055270553
26,6,9.362650994348707
99,7,10.610348521983967
173,8,11.875137796573137
121,9,10.986366954969938
34,10,9.499384969979968
44,11,9.670302439519045
65,12,10.029229125551106
59,13,9.92667864382766
42,14,9.63611894561123
50,15,9.77285292124249
76,16,10.21723834204409
159,17,11.635853339218428
157,18,11.601669845310614
110,19,10.798357738476952
93,20,10.507798040260521
70,21,10.114687860320645
47,22,9.721577680380769
33,23,9.48229322302606
12,0,9.123366536993998
6,1,9.020816055270553
3,2,8.96954081440883
4,5,8.986632561362738
23,6,9.311375753486983
73,7,10.165963101182367
212,8,12.541715927775536
132,9,11.17437617146292
39,10,9.584843704749506
52,11,9.807036415150307
64,12,10.012137378597199
89,13,10.439431052444892
67,14,10.063412619458921
62,15,9.977953884689384
111,16,10.815449485430861
193,17,12.216972735651291
165,18,11.738403820941876
94,19,10.52488978721443
61,20,9.960862137735475
46,21,9.704485933426861
41,22,9.619027198657323
48,23,9.738669427334676
27,0,9.379742741302614
22,1,9.294284006533076
13,2,9.140458283947906
7,3,9.03790780222446
4,4,8.986632561362738
1,5,8.935357320501014
1,6,8.935357320501014
9,7,9.072091296132276
28,8,9.396834488256522
38,9,9.567751957795599
71,10,10.131779607274552
84,11,10.353972317675353
93,12,10.507798040260521
103,13,10.678715509799598
90,14,10.4565227993988
127,15,11.088917436693382
103,16,10.678715509799598
113,17,10.849632979338676
60,18,9.943770390781568
39,19,9.584843704749506
39,20,9.584843704749506
42,21,9.63611894561123
39,22,9.584843704749506
31,23,9.448109729118245
34,0,9.499384969979968
23,1,9.311375753486983
19,2,9.243008765671354
8,3,9.054999549178367
2,4,8.952449067454921
3,6,8.96954081440883
3,7,8.96954081440883
11,8,9.106274790040091
35,9,9.516476716933877
86,10,10.388155811583168
86,11,10.388155811583168
94,12,10.52488978721443
92,13,10.490706293306614
110,14,10.798357738476952
122,15,11.003458701923845
106,16,10.729990750661322
95,17,10.541981534168338
78,18,10.251421835951906
50,19,9.77285292124249
32,20,9.465201476072153
45,21,9.687394186472952
31,22,9.448109729118245
27,23,9.379742741302614
8,0,9.054999549178367
6,1,9.020816055270553
2,2,8.952449067454921
1,3,8.935357320501014
2,4,8.952449067454921
3,5,8.96954081440883
25,6,9.3455592473948
96,7,10.559073281122245
249,8,13.174110565070121
122,9,11.003458701923845
46,10,9.704485933426861
43,11,9.653210692565137
99,12,10.610348521983967
93,13,10.507798040260521
76,14,10.21723834204409
71,15,10.131779607274552
102,16,10.661623762845691
218,17,12.644266409498982
194,18,12.234064482605199
86,19,10.388155811583168
65,20,10.029229125551106
35,21,9.516476716933877
44,22,9.670302439519045
19,23,9.243008765671354
12,0,9.123366536993998
5,1,9.003724308316645
2,2,8.952449067454921
1,4,8.935357320501014
4,5,8.986632561362738
30,6,9.431017982164338
103,7,10.678715509799598
213,8,12.558807674729444
108,9,10.764174244569137
47,10,9.721577680380769
46,11,9.704485933426861
65,12,10.029229125551106
68,13,10.08050436641283
69,14,10.097596113366738
74,15,10.183054848136276
77,16,10.234330088997998
191,17,12.182789241743475
198,18,12.30243147042083
142,19,11.345293641001998
98,20,10.59325677503006
61,21,9.960862137735475
41,22,9.619027198657323
20,23,9.260100512625261
15,0,9.174641777855722
9,1,9.072091296132276
1,3,8.935357320501014
1,4,8.935357320501014
5,5,9.003724308316645
32,6,9.465201476072153
103,7,10.678715509799598
224,8,12.74681689122243
122,9,11.003458701923845
55,10,9.85831165601203
59,11,9.92667864382766
72,12,10.14887135422846
80,13,10.285605329859722
65,14,10.029229125551106
82,15,10.319788823767537
96,16,10.559073281122245
244,17,13.088651830300584
202,18,12.370798458236461
143,19,11.362385387955907
108,20,10.764174244569137
87,21,10.405247558537075
61,22,9.960862137735475
31,23,9.448109729118245
16,0,9.19173352480963
6,1,9.020816055270553
4,2,8.986632561362738
1,3,8.935357320501014
1,4,8.935357320501014
11,5,9.106274790040091
44,6,9.670302439519045
119,7,10.952183461062122
267,8,13.481762010240459
163,9,11.70422032703406
70,10,10.114687860320645
71,11,10.131779607274552
86,12,10.388155811583168
108,13,10.764174244569137
55,14,9.85831165601203
91,15,10.473614546352707
117,16,10.917999967154307
256,17,13.293752793747476
211,18,12.524624180821629
161,19,11.670036833126245
131,20,11.157284424509013
119,21,10.952183461062122
68,22,10.08050436641283
40,23,9.601935451703413
20,0,9.260100512625261
7,1,9.03790780222446
5,2,9.003724308316645
6,3,9.020816055270553
1,4,8.935357320501014
6,5,9.020816055270553
48,6,9.738669427334676
108,7,10.764174244569137
246,8,13.122835324208399
154,9,11.55039460444889
78,10,10.251421835951906
82,11,10.319788823767537
126,12,11.071825689739477
131,13,11.157284424509013
118,14,10.935091714108214
117,15,10.917999967154307
164,16,11.721312073987967
275,17,13.618495985871721
195,18,12.251156229559106
146,19,11.41366062881763
105,20,10.712899003707413
61,21,9.960862137735475
88,22,10.422339305490983
61,23,9.960862137735475
23,0,9.311375753486983
21,1,9.277192259579168
14,2,9.157550030901815
7,3,9.03790780222446
3,4,8.96954081440883
3,5,8.96954081440883
3,6,8.96954081440883
16,7,9.19173352480963
36,8,9.533568463887784
37,9,9.550660210841691
72,10,10.14887135422846
76,11,10.21723834204409
81,12,10.30269707681363
103,13,10.678715509799598
94,14,10.52488978721443
87,15,10.405247558537075
81,16,10.30269707681363
91,17,10.473614546352707
67,18,10.063412619458921
54,19,9.841219909058122
38,20,9.567751957795599
29,21,9.413926235210429
42,22,9.63611894561123
25,23,9.3455592473948
14,0,9.157550030901815
11,1,9.106274790040091
17,2,9.208825271763537
9,3,9.072091296132276
1,4,8.935357320501014
1,6,8.935357320501014
2,7,8.952449067454921
22,8,9.294284006533076
48,9,9.738669427334676
70,10,10.114687860320645
89,11,10.439431052444892
120,12,10.969275208016029
122,13,11.003458701923845
104,14,10.695807256753506
102,15,10.661623762845691
88,16,10.422339305490983
86,17,10.388155811583168
71,18,10.131779607274552
39,19,9.584843704749506
30,20,9.431017982164338
39,21,9.584843704749506
43,22,9.653210692565137
45,23,9.687394186472952
30,0,9.431017982164338
11,1,9.106274790040091
3,2,8.96954081440883
3,3,8.96954081440883
0,4,8.918265573547107
2,5,8.952449067454921
6,6,9.020816055270553
