instant,hum,Predicted Y
109,0.38,0.6240686735471503
110,0.38,0.6240690418219268
111,0.38,0.6240694100967031
112,0.47,0.6240697783714796
113,0.51,0.624070146646256
114,0.55,0.6240705149210325
115,0.47,0.624070883195809
116,0.55,0.6240712514705854
117,0.64,0.6240716197453618
118,0.64,0.6240719880201383
119,0.64,0.6240723562949148
120,0.69,0.6240727245696912
121,0.63,0.6240730928444677
122,0.59,0.6240734611192441
123,0.59,0.6240738293940206
124,0.51,0.624074197668797
125,0.47,0.6240745659435735
126,0.44,0.6240749342183499
127,0.35,0.6240753024931264
128,0.35,0.6240756707679028
129,0.36,0.6240760390426793
130,0.36,0.6240764073174557
131,0.38,0.6240767755922322
132,0.51,0.6240771438670086
133,0.51,0.6240775121417851
134,0.55,0.6240778804165615
135,0.51,0.624078248691338
136,0.55,0.6240786169661144
137,0.51,0.6240789852408909
138,0.59,0.6240793535156673
139,0.64,0.6240797217904438
140,0.69,0.6240800900652202
141,0.69,0.6240804583399967
142,0.69,0.6240808266147732
143,0.55,0.6240811948895496
144,0.69,0.6240815631643261
145,0.69,0.6240819314391025
146,0.51,0.624082299713879
147,0.47,0.6240826679886554
148,0.37,0.6240830362634319
149,0.4,0.6240834045382083
150,0.37,0.6240837728129848
151,0.37,0.6240841410877612
152,0.4,0.6240845093625377
153,0.37,0.6240848776373141
154,0.37,0.6240852459120906
155,0.37,0.624085614186867
156,0.4,0.6240859824616435
157,0.55,0.6240863507364199
158,0.47,0.6240867190111964
159,0.47,0.6240870872859728
160,0.43,0.6240874555607493
161,0.51,0.6240878238355257
162,0.51,0.6240881921103022
163,0.55,0.6240885603850787
164,0.55,0.6240889286598551
165,0.55,0.6240892969346316
166,0.55,0.624089665209408
167,0.74,0.6240900334841845
168,0.74,0.6240904017589609
169,0.74,0.6240907700337374
170,0.93,0.6240911383085138
171,0.93,0.6240915065832903
172,0.8,0.6240918748580667
173,0.69,0.6240922431328432
174,0.59,0.6240926114076196
175,0.44,0.6240929796823961
176,0.32,0.6240933479571725
177,0.32,0.624093716231949
178,0.29,0.6240940845067254
179,0.37,0.6240944527815019
180,0.39,0.6240948210562783
181,0.36,0.6240951893310548
182,0.36,0.6240955576058312
183,0.39,0.6240959258806077
184,0.36,0.6240962941553841
185,0.39,0.6240966624301606
186,0.42,0.624097030704937
187,0.42,0.6240973989797135
188,0.46,0.62409776725449
189,0.46,0.6240981355292664
190,0.53,0.6240985038040429
191,0.53,0.6240988720788193
192,0.49,0.6240992403535958
193,0.53,0.6240996086283722
194,0.49,0.6240999769031487
195,0.46,0.6241003451779251
196,0.43,0.6241007134527016
197,0.4,0.624101081727478
198,0.37,0.6241014500022545
199,0.34,0.6241018182770309
200,0.32,0.6241021865518074
201,0.35,0.6241025548265838
202,0.34,0.6241029231013603
203,0.37,0.6241032913761367
204,0.4,0.6241036596509132
205,0.43,0.6241040279256896
206,0.46,0.6241043962004661
207,0.46,0.6241047644752425
208,0.46,0.624105132750019
209,0.5,0.6241055010247955
210,0.5,0.6241058692995719
211,0.5,0.6241062375743484
212,0.5,0.6241066058491248
213,0.5,0.6241069741239013
214,0.54,0.6241073423986777
215,0.54,0.6241077106734542
216,0.5,0.6241080789482306
217,0.5,0.6241084472230071
218,0.5,0.6241088154977835
219,0.5,0.62410918377256
220,0.5,0.6241095520473364
221,0.47,0.6241099203221129
222,0.4,0.6241102885968893
223,0.4,0.6241106568716658
224,0.4,0.6241110251464422
225,0.4,0.6241113934212187
226,0.4,0.6241117616959951
227,0.4,0.6241121299707716
228,0.4,0.624112498245548
229,0.47,0.6241128665203245
230,0.5,0.624113234795101
231,0.59,0.6241136030698774
232,0.59,0.6241139713446539
233,0.59,0.6241143396194303
234,0.59,0.6241147078942068
235,0.59,0.6241150761689832
236,0.55,0.6241154444437597
237,0.55,0.6241158127185361
238,0.55,0.6241161809933126
239,0.55,0.624116549268089
240,0.51,0.6241169175428655
241,0.51,0.6241172858176419
242,0.51,0.6241176540924184
243,0.47,0.6241180223671948
244,0.51,0.6241183906419713
245,0.59,0.6241187589167477
246,0.59,0.6241191271915242
247,0.8,0.6241194954663006
248,0.86,0.6241198637410771
249,0.86,0.6241202320158535
250,0.93,0.62412060029063
251,0.93,0.6241209685654064
252,0.93,0.6241213368401829
253,0.86,0.6241217051149593
254,0.93,0.6241220733897358
255,0.93,0.6241224416645123
256,0.86,0.6241228099392887
257,0.86,0.6241231782140652
258,0.86,0.6241235464888416
259,0.86,0.6241239147636181
260,0.93,0.6241242830383945
261,0.69,0.624124651313171
262,0.59,0.6241250195879474
263,0.59,0.6241253878627239
264,0.55,0.6241257561375003
265,0.51,0.6241261244122768
266,0.47,0.6241264926870532
267,0.44,0.6241268609618297
268,0.47,0.6241272292366061
269,0.47,0.6241275975113826
270,0.44,0.624127965786159
271,0.47,0.6241283340609355
272,0.47,0.6241287023357119
273,0.47,0.6241290706104884
274,0.5,0.6241294388852648
275,0.55,0.6241298071600413
276,0.55,0.6241301754348177
277,0.59,0.6241305437095942
278,0.59,0.6241309119843707
279,0.5,0.6241312802591471
280,0.5,0.6241316485339236
281,0.5,0.6241320168087
282,0.5,0.6241323850834765
283,0.5,0.6241327533582529
284,0.54,0.6241331216330294
285,0.54,0.6241334899078058
286,0.5,0.6241338581825823
287,0.5,0.6241342264573587
288,0.5,0.6241345947321352
289,0.44,0.6241349630069116
290,0.44,0.6241353312816881
291,0.41,0.6241356995564645
292,0.41,0.624136067831241
293,0.38,0.6241364361060174
294,0.38,0.6241368043807939
295,0.4,0.6241371726555703
296,0.4,0.6241375409303468
297,0.47,0.6241379092051232
298,0.47,0.6241382774798997
299,0.46,0.6241386457546761
300,0.46,0.6241390140294526
301,0.5,0.624139382304229
302,0.5,0.6241397505790055
303,0.54,0.624140118853782
304,0.54,0.6241404871285584
305,0.54,0.6241408554033349
306,0.54,0.6241412236781113
307,0.54,0.6241415919528878
308,0.74,0.6241419602276642
309,0.68,0.6241423285024407
310,0.69,0.6241426967772171
311,0.55,0.6241430650519936
312,0.51,0.62414343332677
313,0.44,0.6241438016015465
314,0.37,0.6241441698763229
315,0.41,0.6241445381510994
316,0.38,0.6241449064258758
317,0.41,0.6241452747006523
318,0.41,0.6241456429754287
319,0.47,0.6241460112502052
320,0.59,0.6241463795249816
321,0.59,0.6241467477997581
322,0.69,0.6241471160745345
323,0.69,0.624147484349311
324,0.55,0.6241478526240875
325,0.55,0.6241482208988639
326,0.59,0.6241485891736404
327,0.59,0.6241489574484168
328,0.59,0.6241493257231933
329,0.59,0.6241496939979697
330,0.59,0.6241500622727462
331,0.63,0.6241504305475225
332,0.63,0.624150798822299
333,0.63,0.6241511670970754
334,0.64,0.6241515353718519
335,0.59,0.6241519036466283
336,0.55,0.6241522719214048
337,0.48,0.6241526401961812
338,0.38,0.6241530084709577
339,0.39,0.6241533767457341
340,0.36,0.6241537450205106
341,0.34,0.624154113295287
342,0.36,0.6241544815700635
343,0.45,0.6241548498448399
344,0.39,0.6241552181196164
345,0.39,0.6241555863943928
346,0.39,0.6241559546691693
347,0.42,0.6241563229439457
348,0.45,0.6241566912187222
349,0.56,0.6241570594934986
350,0.56,0.6241574277682751
351,0.56,0.6241577960430515
352,0.69,0.624158164317828
353,0.56,0.6241585325926045
354,0.56,0.6241589008673809
355,0.56,0.6241592691421574
356,0.56,0.6241596374169338
357,0.55,0.6241600056917103
358,0.51,0.6241603739664867
359,0.51,0.6241607422412632
360,0.44,0.6241611105160396
361,0.41,0.6241614787908161
362,0.35,0.6241618470655925
363,0.36,0.624162215340369
364,0.38,0.6241625836151454
365,0.38,0.6241629518899219
366,0.37,0.6241633201646983
367,0.4,0.6241636884394748
368,0.47,0.6241640567142512
369,0.47,0.6241644249890277
370,0.51,0.6241647932638041
371,0.49,0.6241651615385806
372,0.4,0.624165529813357
373,0.47,0.6241658980881335
374,0.44,0.62416626636291
375,0.43,0.6241666346376864
376,0.43,0.6241670029124629
377,0.43,0.6241673711872393
378,0.43,0.6241677394620158
379,0.43,0.6241681077367922
380,0.5,0.6241684760115687
381,0.47,0.6241688442863451
382,0.47,0.6241692125611216
383,0.5,0.624169580835898
384,0.55,0.6241699491106745
385,0.47,0.6241703173854509
386,0.47,0.6241706856602274
387,0.43,0.6241710539350038
388,0.47,0.6241714222097803
389,0.47,0.6241717904845567
390,0.51,0.6241721587593332
391,0.55,0.6241725270341096
392,0.59,0.6241728953088861
393,0.8,0.6241732635836625
394,0.8,0.624173631858439
395,0.93,0.6241740001332154
396,0.86,0.6241743684079919
397,0.86,0.6241747366827683
398,0.86,0.6241751049575448
399,0.8,0.6241754732323213
400,0.87,0.6241758415070977
401,0.87,0.6241762097818742
402,0.82,0.6241765780566506
403,0.8,0.6241769463314271
404,0.8,0.6241773146062035
405,0.87,0.62417768288098
406,0.93,0.6241780511557564
407,0.93,0.6241784194305329
408,0.93,0.6241787877053093
409,0.93,0.6241791559800858
410,0.93,0.6241795242548622
411,0.93,0.6241798925296387
412,0.93,0.6241802608044151
413,0.93,0.6241806290791916
414,0.93,0.624180997353968
415,0.92,0.6241813656287445
416,0.93,0.6241817339035209
417,0.93,0.6241821021782974
418,0.93,0.6241824704530738
419,0.87,0.6241828387278503
420,0.81,0.6241832070026267
421,0.62,0.6241835752774032
422,0.58,0.6241839435521797
423,0.54,0.6241843118269561
424,0.58,0.6241846801017326
425,0.57,0.624185048376509
426,0.61,0.6241854166512855
427,0.57,0.6241857849260619
428,0.49,0.6241861532008384
429,0.49,0.6241865214756148
430,0.52,0.6241868897503913
431,0.52,0.6241872580251677
432,0.56,0.6241876262999442
433,0.56,0.6241879945747206
434,0.56,0.6241883628494971
435,0.56,0.6241887311242735
436,0.56,0.62418909939905
437,0.6,0.6241894676738264
438,0.6,0.6241898359486029
439,0.55,0.6241902042233793
440,0.55,0.6241905724981558
441,0.52,0.6241909407729322
442,0.48,0.6241913090477087
443,0.45,0.6241916773224852
444,0.42,0.6241920455972616
445,0.45,0.624192413872038
446,0.45,0.6241927821468145
447,0.45,0.624193150421591
448,0.49,0.6241935186963674
449,0.49,0.6241938869711439
450,0.56,0.6241942552459203
451,0.56,0.6241946235206968
452,0.6,0.6241949917954732
453,0.6,0.6241953600702497
454,0.65,0.6241957283450261
455,0.65,0.6241960966198026
456,0.7,0.624196464894579
457,0.7,0.6241968331693555
458,0.75,0.6241972014441319
459,0.8,0.6241975697189084
460,0.87,0.6241979379936848
461,0.6,0.6241983062684613
462,0.55,0.6241986745432377
463,0.51,0.6241990428180142
464,0.47,0.6241994110927906
465,0.51,0.6241997793675671
466,0.47,0.6242001476423436
467,0.41,0.62420051591712
468,0.27,0.6242008841918965
469,0.21,0.6242012524666729
470,0.25,0.6242016207414494
471,0.26,0.6242019890162258
472,0.26,0.6242023572910023
473,0.28,0.6242027255657787
474,0.3,0.6242030938405552
475,0.3,0.6242034621153316
476,0.33,0.6242038303901081
477,0.38,0.6242041986648845
478,0.41,0.624204566939661
479,0.38,0.6242049352144374
480,0.45,0.6242053034892139
481,0.41,0.6242056717639903
482,0.41,0.6242060400387668
483,0.41,0.6242064083135432
484,0.48,0.6242067765883197
485,0.44,0.6242071448630961
486,0.44,0.6242075131378726
487,0.44,0.624207881412649
488,0.41,0.6242082496874255
489,0.41,0.624208617962202
490,0.38,0.6242089862369784
491,0.38,0.6242093545117549
492,0.35,0.6242097227865313
493,0.33,0.6242100910613078
494,0.28,0.6242104593360842
495,0.28,0.6242108276108607
496,0.28,0.6242111958856371
497,0.35,0.6242115641604136
498,0.35,0.62421193243519
499,0.45,0.6242123007099665
500,0.41,0.6242126689847429
501,0.49,0.6242130372595194
502,0.57,0.6242134055342958
503,0.57,0.6242137738090723
504,0.57,0.6242141420838487
505,0.62,0.6242145103586252
506,0.62,0.6242148786334016
507,0.57,0.6242152469081781
508,0.57,0.6242156151829545
509,0.58,0.624215983457731
510,0.62,0.6242163517325074
511,0.54,0.6242167200072839
512,0.46,0.6242170882820604
513,0.43,0.6242174565568368
514,0.37,0.6242178248316133
515,0.33,0.6242181931063897
516,0.28,0.6242185613811662
517,0.28,0.6242189296559426
518,0.26,0.6242192979307191
519,0.26,0.6242196662054955
520,0.3,0.624220034480272
521,0.3,0.6242204027550484
522,0.36,0.6242207710298249
523,0.36,0.6242211393046013
524,0.38,0.6242215075793778
525,0.41,0.6242218758541542
526,0.41,0.6242222441289307
527,0.45,0.6242226124037071
528,0.45,0.6242229806784836
529,0.48,0.62422334895326
530,0.48,0.6242237172280365
531,0.48,0.6242240855028129
532,0.48,0.6242244537775894
533,0.49,0.6242248220523658
534,0.41,0.6242251903271423
535,0.42,0.6242255586019188
536,0.46,0.6242259268766952
537,0.42,0.6242262951514717
538,0.43,0.6242266634262481
539,0.46,0.6242270317010246
540,0.4,0.624227399975801
541,0.47,0.6242277682505775
542,0.5,0.6242281365253539
543,0.59,0.6242285048001304
544,0.54,0.6242288730749068
545,0.59,0.6242292413496833
546,0.63,0.6242296096244597
547,0.63,0.6242299778992362
548,0.64,0.6242303461740126
549,0.69,0.6242307144487891
550,0.69,0.6242310827235655
551,0.69,0.6242314509983419
552,0.74,0.6242318192731183
553,0.74,0.6242321875478948
554,0.74,0.6242325558226712
555,0.74,0.6242329240974477
556,0.74,0.6242332923722241
557,0.64,0.6242336606470006
558,0.6,0.624234028921777
559,0.6,0.6242343971965535
560,0.56,0.6242347654713299
561,0.56,0.6242351337461064
562,0.45,0.6242355020208828
563,0.42,0.6242358702956593
564,0.42,0.6242362385704358
565,0.45,0.6242366068452122
566,0.49,0.6242369751199887
567,0.65,0.6242373433947651
568,0.65,0.6242377116695416
569,0.65,0.624238079944318
570,0.64,0.6242384482190945
571,0.64,0.6242388164938709
572,0.69,0.6242391847686474
573,0.65,0.6242395530434238
574,0.69,0.6242399213182003
575,0.86,0.6242402895929767
576,0.86,0.6242406578677532
577,0.87,0.6242410261425296
578,0.87,0.6242413944173061
579,0.87,0.6242417626920825
580,0.93,0.624242130966859
581,0.93,0.6242424992416354
582,0.93,0.6242428675164119
583,0.93,0.6242432357911883
584,0.93,0.6242436040659648
585,0.93,0.6242439723407412
586,0.93,0.6242443406155177
587,0.93,0.6242447088902942
588,0.55,0.6242450771650706
589,0.55,0.6242454454398471
590,0.69,0.6242458137146235
591,0.69,0.6242461819894
592,0.74,0.6242465502641764
593,0.74,0.6242469185389529
594,0.74,0.6242472868137293
595,0.8,0.6242476550885058
596,0.75,0.6242480233632822
597,0.75,0.6242483916380587
598,0.75,0.6242487599128351
599,0.75,0.6242491281876116
600,0.8,0.624249496462388
601,0.8,0.6242498647371645
602,0.86,0.6242502330119409
603,0.86,0.6242506012867174
604,0.86,0.6242509695614938
605,0.86,0.6242513378362703
606,0.93,0.6242517061110467
607,0.93,0.6242520743858232
608,0.93,0.6242524426605996
609,0.8,0.6242528109353761
610,0.86,0.6242531792101526
611,0.8,0.624253547484929
612,0.75,0.6242539157597055
613,0.75,0.6242542840344819
614,0.75,0.6242546523092584
615,0.7,0.6242550205840348
616,0.75,0.6242553888588113
617,0.65,0.6242557571335877
618,0.6,0.6242561254083642
619,0.64,0.6242564936831406
620,0.64,0.6242568619579171
621,0.64,0.6242572302326935
622,0.64,0.62425759850747
623,0.69,0.6242579667822464
624,0.64,0.6242583350570229
625,0.59,0.6242587033317993
626,0.55,0.6242590716065758
627,0.59,0.6242594398813522
628,0.64,0.6242598081561287
629,0.64,0.6242601764309051
630,0.59,0.6242605447056816
631,0.55,0.624260912980458
632,0.6,0.6242612812552345
633,0.69,0.624261649530011
634,0.6,0.6242620178047874
635,0.6,0.6242623860795639
636,0.69,0.6242627543543403
637,0.69,0.6242631226291168
638,0.74,0.6242634909038932
639,0.74,0.6242638591786697
640,0.8,0.6242642274534461
641,0.8,0.6242645957282226
642,0.8,0.624264964002999
643,0.8,0.6242653322777755
644,0.8,0.6242657005525519
645,0.93,0.6242660688273284
646,0.93,0.6242664371021048
647,0.86,0.6242668053768813
648,0.86,0.6242671736516577
649,0.86,0.6242675419264342
650,0.8,0.6242679102012106
651,0.8,0.6242682784759871
652,0.75,0.6242686467507635
653,0.52,0.62426901502554
654,0.61,0.6242693833003164
655,0.61,0.6242697515750929
656,0.56,0.6242701198498694
657,0.56,0.6242704881246458
658,0.56,0.6242708563994223
659,0.65,0.6242712246741987
660,0.65,0.6242715929489752
661,0.65,0.6242719612237516
662,0.7,0.6242723294985281
663,0.7,0.6242726977733045
664,0.65,0.624273066048081
665,0.65,0.6242734343228574
666,0.64,0.6242738025976339
667,0.64,0.6242741708724103
668,0.64,0.6242745391471868
669,0.59,0.6242749074219632
670,0.64,0.6242752756967397
671,0.69,0.6242756439715161
672,0.64,0.6242760122462926
673,0.59,0.624276380521069
674,0.59,0.6242767487958455
675,0.59,0.624277117070622
676,0.59,0.6242774853453984
677,0.55,0.6242778536201748
678,0.59,0.6242782218949513
679,0.55,0.6242785901697278
680,0.59,0.6242789584445042
681,0.56,0.6242793267192807
682,0.59,0.6242796949940571
683,0.55,0.6242800632688336
684,0.61,0.62428043154361
685,0.59,0.6242807998183865
686,0.59,0.6242811680931629
687,0.59,0.6242815363679394
688,0.64,0.6242819046427158
689,0.64,0.6242822729174923
690,0.69,0.6242826411922687
691,0.69,0.6242830094670452
692,0.69,0.6242833777418216
693,0.93,0.6242837460165981
694,0.93,0.6242841142913745
695,0.93,0.624284482566151
696,0.93,0.6242848508409274
697,0.93,0.6242852191157039
698,0.93,0.6242855873904803
699,0.86,0.6242859556652568
700,0.86,0.6242863239400332
701,0.86,0.6242866922148097
702,0.8,0.6242870604895862
703,0.75,0.6242874287643626
704,0.75,0.6242877970391391
705,0.75,0.6242881653139155
706,0.81,0.624288533588692
707,0.81,0.6242889018634684
708,0.87,0.6242892701382449
709,0.87,0.6242896384130213
710,0.87,0.6242900066877978
711,0.93,0.6242903749625742
712,0.93,0.6242907432373507
713,0.93,0.6242911115121271
714,0.93,0.6242914797869036
715,0.93,0.62429184806168
716,0.93,0.6242922163364565
717,0.93,0.6242925846112329
718,0.93,0.6242929528860094
719,0.93,0.6242933211607858
720,0.93,0.6242936894355623
721,0.93,0.6242940577103387
722,1.0,0.6242944259851152
723,0.93,0.6242947942598916
724,0.93,0.6242951625346681
725,0.93,0.6242955308094446
726,0.82,0.624295899084221
727,0.76,0.6242962673589975
728,0.71,0.6242966356337739
729,0.53,0.6242970039085504
730,0.42,0.6242973721833268
731,0.45,0.6242977404581033
732,0.48,0.6242981087328797
733,0.47,0.6242984770076562
734,0.44,0.6242988452824326
735,0.44,0.6242992135572091
736,0.4,0.6242995818319855
737,0.44,0.624299950106762
738,0.43,0.6243003183815384
739,0.43,0.6243006866563149
740,0.5,0.6243010549310913
741,0.43,0.6243014232058678
742,0.5,0.6243017914806442
743,0.5,0.6243021597554207
744,0.47,0.6243025280301971
745,0.43,0.6243028963049736
746,0.43,0.62430326457975
747,0.4,0.6243036328545265
748,0.4,0.624304001129303
749,0.37,0.6243043694040794
750,0.37,0.6243047376788559
751,0.37,0.6243051059536323
752,0.4,0.6243054742284088
753,0.4,0.6243058425031852
754,0.4,0.6243062107779617
755,0.47,0.6243065790527381
756,0.55,0.6243069473275146
757,0.51,0.624307315602291
758,0.47,0.6243076838770675
759,0.44,0.6243080521518439
760,0.59,0.6243084204266204
761,0.63,0.6243087887013968
762,0.63,0.6243091569761733
763,0.63,0.6243095252509497
764,0.55,0.6243098935257262
765,0.59,0.6243102618005026
766,0.74,0.6243106300752791
767,0.8,0.6243109983500555
768,0.51,0.624311366624832
769,0.51,0.6243117348996085
770,0.48,0.6243121031743849
771,0.5,0.6243124714491612
772,0.45,0.6243128397239377
773,0.48,0.6243132079987141
774,0.42,0.6243135762734906
775,0.56,0.624313944548267
776,0.6,0.6243143128230435
777,0.65,0.62431468109782
778,0.65,0.6243150493725964
779,0.7,0.6243154176473729
780,0.65,0.6243157859221493
781,0.7,0.6243161541969258
782,0.7,0.6243165224717022
783,0.65,0.6243168907464787
784,0.75,0.6243172590212551
785,0.75,0.6243176272960316
786,0.93,0.624317995570808
787,1.0,0.6243183638455845
788,1.0,0.6243187321203609
789,0.93,0.6243191003951374
790,1.0,0.6243194686699138
791,1.0,0.6243198369446903
792,1.0,0.6243202052194667
793,1.0,0.6243205734942432
794,1.0,0.6243209417690196
795,1.0,0.6243213100437961
796,1.0,0.6243216783185725
797,1.0,0.624322046593349
798,1.0,0.6243224148681255
799,1.0,0.6243227831429019
800,0.93,0.6243231514176784
801,0.93,0.6243235196924548
802,0.87,0.6243238879672313
803,1.0,0.6243242562420077
804,0.93,0.6243246245167842
805,0.93,0.6243249927915606
806,0.7,0.6243253610663371
807,0.65,0.6243257293411135
808,0.6,0.62432609761589
809,0.6,0.6243264658906664
810,0.6,0.6243268341654429
811,0.6,0.6243272024402193
812,0.6,0.6243275707149958
813,0.65,0.6243279389897722
814,0.65,0.6243283072645487
815,0.56,0.6243286755393251
816,0.52,0.6243290438141016
817,0.49,0.624329412088878
818,0.46,0.6243297803636545
819,0.46,0.624330148638431
820,0.46,0.6243305169132074
821,0.46,0.6243308851879839
822,0.49,0.6243312534627603
823,0.46,0.6243316217375368
824,0.56,0.6243319900123132
825,0.61,0.6243323582870897
826,0.61,0.6243327265618661
827,0.6,0.6243330948366426
828,0.6,0.624333463111419
829,0.65,0.6243338313861955
830,0.65,0.6243341996609719
831,0.75,0.6243345679357484
832,0.8,0.6243349362105248
833,0.86,0.6243353044853013
834,0.86,0.6243356727600777
835,0.86,0.6243360410348542
836,0.93,0.6243364093096306
837,0.86,0.6243367775844071
838,1.0,0.6243371458591835
839,0.8,0.62433751413396
840,0.75,0.6243378824087364
841,0.65,0.6243382506835129
842,0.62,0.6243386189582893
843,0.57,0.6243389872330658
844,0.57,0.6243393555078423
845,0.54,0.6243397237826187
846,0.57,0.6243400920573952
847,0.7,0.6243404603321716
848,0.66,0.6243408286069481
849,0.7,0.6243411968817245
850,0.7,0.624341565156501
851,0.7,0.6243419334312774
852,0.81,0.6243423017060539
853,0.81,0.6243426699808303
854,0.87,0.6243430382556068
855,0.87,0.6243434065303832
856,0.93,0.6243437748051597
857,0.93,0.6243441430799361
858,0.93,0.6243445113547126
859,0.81,0.624344879629489
860,0.7,0.6243452479042655
861,0.65,0.6243456161790419
862,0.56,0.6243459844538184
863,0.52,0.6243463527285948
864,0.47,0.6243467210033713
865,0.47,0.6243470892781477
866,0.38,0.6243474575529242
867,0.32,0.6243478258277007
868,0.37,0.6243481941024771
869,0.35,0.6243485623772536
870,0.35,0.62434893065203
871,0.32,0.6243492989268065
872,0.32,0.6243496672015829
873,0.4,0.6243500354763594
874,0.4,0.6243504037511358
875,0.33,0.6243507720259123
876,0.33,0.6243511403006887
877,0.33,0.6243515085754652
878,0.36,0.6243518768502416
879,0.36,0.6243522451250181
880,0.38,0.6243526133997945
881,0.45,0.624352981674571
882,0.45,0.6243533499493474
883,0.45,0.6243537182241239
884,0.49,0.6243540864989003
885,0.42,0.6243544547736768
886,0.39,0.6243548230484532
887,0.36,0.6243551913232297
888,0.43,0.6243555595980061
889,0.4,0.6243559278727826
890,0.4,0.624356296147559
891,0.34,0.6243566644223355
892,0.34,0.624357032697112
893,0.37,0.6243574009718884
894,0.34,0.6243577692466649
895,0.47,0.6243581375214413
896,0.86,0.6243585057962178
897,0.86,0.6243588740709942
898,0.86,0.6243592423457707
899,0.8,0.6243596106205471
900,0.8,0.6243599788953236
901,0.86,0.6243603471701
902,0.8,0.6243607154448765
903,0.8,0.6243610837196529
904,0.59,0.6243614519944294
905,0.5,0.6243618202692058
906,0.54,0.6243621885439823
907,0.5,0.6243625568187587
908,0.49,0.6243629250935352
909,0.42,0.6243632933683116
910,0.42,0.6243636616430881
911,0.39,0.6243640299178645
912,0.34,0.624364398192641
913,0.29,0.6243647664674175
914,0.27,0.6243651347421939
915,0.25,0.6243655030169704
916,0.27,0.6243658712917468
917,0.26,0.6243662395665233
918,0.28,0.6243666078412997
919,0.28,0.6243669761160762
920,0.31,0.6243673443908526
921,0.39,0.6243677126656291
922,0.39,0.6243680809404055
923,0.42,0.624368449215182
924,0.49,0.6243688174899584
925,0.54,0.6243691857647349
926,0.54,0.6243695540395113
927,0.63,0.6243699223142878
928,0.68,0.6243702905890642
929,0.73,0.6243706588638407
930,0.74,0.6243710271386171
931,0.74,0.6243713954133936
932,0.69,0.62437176368817
933,0.47,0.6243721319629465
934,0.47,0.624372500237723
935,0.35,0.6243728685124994
936,0.26,0.6243732367872759
937,0.21,0.6243736050620523
938,0.28,0.6243739733368288
