atemp,cnt,Predicted Y
0.2273,2,84.31335107373451
0.2273,3,84.31335107373451
0.197,33,71.49099184973741
0.1818,88,65.0586532291184
0.1818,195,65.0586532291184
0.197,115,71.49099184973741
0.197,57,71.49099184973741
0.2273,46,84.31335107373451
0.2273,79,84.31335107373451
0.2576,71,97.1357102977316
0.2879,62,109.9580695217287
0.2879,62,109.9580695217287
0.3182,89,122.7804287457258
0.2273,190,84.31335107373451
0.2424,169,90.70337167711261
0.2576,132,97.1357102977316
0.2273,89,84.31335107373451
0.197,43,71.49099184973741
0.197,42,71.49099184973741
0.2576,19,97.1357102977316
0.2424,11,90.70337167711261
0.2273,4,84.31335107373451
0.2273,2,84.31335107373451
0.197,1,71.49099184973741
0.1818,4,65.0586532291184
0.1667,36,58.668632625740315
0.2273,95,84.31335107373451
0.2273,219,84.31335107373451
0.2424,122,90.70337167711261
0.2576,45,97.1357102977316
0.2576,59,97.1357102977316
0.2879,84,109.9580695217287
0.2727,67,103.52573090110971
0.2727,70,103.52573090110971
0.2727,62,103.52573090110971
0.2576,86,97.1357102977316
0.2273,172,84.31335107373451
0.2273,163,84.31335107373451
0.2576,112,97.1357102977316
0.2121,69,77.88101245311552
0.2121,48,77.88101245311552
0.2121,52,77.88101245311552
0.197,23,71.49099184973741
0.197,17,71.49099184973741
0.197,7,71.49099184973741
0.197,1,71.49099184973741
0.2121,1,77.88101245311552
0.2727,5,103.52573090110971
0.2576,34,97.1357102977316
0.2121,84,77.88101245311552
0.197,210,71.49099184973741
0.1818,134,65.0586532291184
0.197,63,71.49099184973741
0.197,67,71.49099184973741
0.197,59,71.49099184973741
0.1818,73,65.0586532291184
0.197,50,71.49099184973741
0.2121,72,77.88101245311552
0.2121,87,77.88101245311552
0.2576,187,97.1357102977316
0.2273,123,84.31335107373451
0.197,95,71.49099184973741
0.2121,51,77.88101245311552
0.197,39,71.49099184973741
0.197,36,71.49099184973741
0.197,15,71.49099184973741
0.197,25,71.49099184973741
0.2121,16,77.88101245311552
0.2424,16,90.70337167711261
0.197,7,71.49099184973741
0.197,1,71.49099184973741
0.1667,5,58.668632625740315
0.1667,2,58.668632625740315
0.1818,9,65.0586532291184
0.1818,15,65.0586532291184
0.1818,20,65.0586532291184
0.197,61,71.49099184973741
0.1818,62,65.0586532291184
0.1818,98,65.0586532291184
0.1818,102,65.0586532291184
0.1667,95,58.668632625740315
0.1667,74,58.668632625740315
0.1364,76,45.84627340174321
0.1212,69,39.41393478112421
0.1212,55,39.41393478112421
0.1212,30,39.41393478112421
0.1212,28,39.41393478112421
0.1061,37,33.023914177746114
0.1061,34,33.023914177746114
0.0606,22,13.76921633313001
0.0758,25,20.201554953749017
0.0606,12,13.76921633313001
0.0606,11,13.76921633313001
0.0758,4,20.201554953749017
0.0909,1,26.591575557127108
0.0909,1,26.591575557127108
0.0909,1,26.591575557127108
0.0909,6,26.591575557127108
0.0909,10,26.591575557127108
0.0758,19,20.201554953749017
0.1061,49,33.023914177746114
0.1212,49,39.41393478112421
0.1364,83,45.84627340174321
0.1667,75,58.668632625740315
0.1818,72,65.0586532291184
0.197,82,71.49099184973741
0.1667,92,58.668632625740315
0.1515,62,52.23629400512131
0.1364,48,45.84627340174321
0.1364,41,45.84627340174321
0.1212,38,39.41393478112421
0.1061,20,33.023914177746114
0.1212,15,39.41393478112421
0.1364,6,45.84627340174321
0.1212,5,39.41393478112421
0.1212,1,39.41393478112421
0.1212,3,39.41393478112421
0.1212,1,39.41393478112421
0.1212,3,39.41393478112421
0.1061,3,33.023914177746114
0.1212,31,39.41393478112421
0.1212,77,39.41393478112421
0.1212,188,39.41393478112421
0.1212,94,39.41393478112421
0.1212,31,39.41393478112421
0.1364,30,45.84627340174321
0.1818,52,65.0586532291184
0.1818,54,65.0586532291184
0.197,47,71.49099184973741
0.197,45,71.49099184973741
0.2121,74,77.88101245311552
0.2273,178,84.31335107373451
0.197,155,71.49099184973741
0.1667,95,58.668632625740315
0.1667,74,58.668632625740315
0.1364,38,45.84627340174321
0.1515,24,52.23629400512131
0.1515,18,52.23629400512131
0.1667,12,58.668632625740315
0.1515,3,52.23629400512131
0.1515,3,52.23629400512131
0.1818,6,65.0586532291184
0.1818,27,65.0586532291184
0.2273,99,84.31335107373451
0.2121,217,77.88101245311552
0.197,130,71.49099184973741
0.2121,54,77.88101245311552
0.2121,35,77.88101245311552
0.2273,57,84.31335107373451
0.2273,52,84.31335107373451
0.2273,63,84.31335107373451
0.197,47,71.49099184973741
0.1515,76,52.23629400512131
0.1515,136,52.23629400512131
0.1818,95,65.0586532291184
0.2273,51,84.31335107373451
0.1515,32,52.23629400512131
0.197,20,71.49099184973741
0.1818,29,65.0586532291184
0.197,19,71.49099184973741
0.197,7,71.49099184973741
0.1818,6,65.0586532291184
0.1515,1,52.23629400512131
0.1515,5,52.23629400512131
0.1515,16,52.23629400512131
0.1515,54,52.23629400512131
0.1667,128,58.668632625740315
0.1364,81,45.84627340174321
0.1818,39,65.0586532291184
0.1818,35,65.0586532291184
0.1515,55,52.23629400512131
0.197,49,71.49099184973741
0.1818,44,65.0586532291184
0.1667,49,58.668632625740315
0.197,68,71.49099184973741
0.1818,139,65.0586532291184
0.1515,137,52.23629400512131
0.1515,83,52.23629400512131
0.1364,56,45.84627340174321
0.1364,57,45.84627340174321
0.1212,33,39.41393478112421
0.1061,20,33.023914177746114
0.1212,7,39.41393478112421
0.1212,2,39.41393478112421
0.1212,2,39.41393478112421
0.1212,3,39.41393478112421
0.1212,4,39.41393478112421
0.1212,3,39.41393478112421
0.1515,28,52.23629400512131
0.1515,72,52.23629400512131
0.1364,202,45.84627340174321
0.1212,139,39.41393478112421
0.1364,38,45.84627340174321
0.1667,37,58.668632625740315
0.1667,52,58.668632625740315
0.197,83,71.49099184973741
0.197,42,71.49099184973741
0.2121,60,77.88101245311552
0.2121,78,77.88101245311552
0.1818,162,65.0586532291184
0.1818,144,65.0586532291184
0.1515,99,52.23629400512131
0.1515,64,52.23629400512131
0.1212,40,39.41393478112421
0.1212,30,39.41393478112421
0.1364,15,45.84627340174321
0.1364,14,45.84627340174321
0.1212,5,39.41393478112421
0.1212,1,39.41393478112421
0.1364,1,45.84627340174321
0.1364,8,45.84627340174321
0.1818,17,65.0586532291184
0.1212,70,39.41393478112421
0.1667,158,58.668632625740315
0.1515,117,52.23629400512131
0.1818,44,65.0586532291184
0.1667,53,58.668632625740315
0.197,61,71.49099184973741
0.197,77,71.49099184973741
0.2121,64,77.88101245311552
0.2424,68,90.70337167711261
0.2424,90,90.70337167711261
0.2273,159,84.31335107373451
0.2576,139,97.1357102977316
0.197,92,71.49099184973741
0.2424,68,90.70337167711261
0.2273,52,84.31335107373451
0.2273,36,84.31335107373451
0.2424,27,90.70337167711261
0.2424,28,90.70337167711261
0.197,20,71.49099184973741
0.197,12,71.49099184973741
0.2273,8,84.31335107373451
0.2273,5,84.31335107373451
0.2273,1,84.31335107373451
0.1667,3,58.668632625740315
0.2121,10,77.88101245311552
0.1515,23,52.23629400512131
0.1818,33,65.0586532291184
0.197,59,71.49099184973741
0.197,72,71.49099184973741
0.2273,89,84.31335107373451
0.2576,101,97.1357102977316
0.2879,118,109.9580695217287
0.3182,129,122.7804287457258
0.3333,128,129.1704493491039
0.303,83,116.34809012510681
0.2879,84,109.9580695217287
0.303,74,116.34809012510681
0.303,41,116.34809012510681
0.303,57,116.34809012510681
0.3182,26,122.7804287457258
0.2879,44,109.9580695217287
0.303,39,116.34809012510681
0.2727,23,103.52573090110971
0.2879,16,109.9580695217287
0.2727,15,103.52573090110971
0.2576,1,97.1357102977316
0.2576,2,97.1357102977316
0.2576,1,97.1357102977316
0.2121,3,77.88101245311552
0.2121,18,77.88101245311552
0.2121,32,77.88101245311552
0.2121,79,77.88101245311552
0.2273,93,84.31335107373451
0.2121,104,77.88101245311552
0.2273,118,84.31335107373451
0.2727,91,103.52573090110971
0.2424,113,90.70337167711261
0.2273,99,84.31335107373451
0.2121,105,77.88101245311552
0.2121,67,77.88101245311552
0.197,61,71.49099184973741
0.197,57,71.49099184973741
0.197,28,71.49099184973741
0.2121,21,77.88101245311552
0.2273,18,84.31335107373451
0.197,17,71.49099184973741
0.197,16,71.49099184973741
0.1667,8,58.668632625740315
0.1818,2,65.0586532291184
0.197,3,71.49099184973741
0.197,1,71.49099184973741
0.1818,5,65.0586532291184
0.1818,13,65.0586532291184
0.1515,33,52.23629400512131
0.1515,47,52.23629400512131
0.1515,57,52.23629400512131
0.1515,64,52.23629400512131
0.197,80,71.49099184973741
0.197,93,71.49099184973741
0.2121,86,77.88101245311552
0.2121,93,77.88101245311552
0.2121,82,77.88101245311552
0.197,71,71.49099184973741
0.1667,92,58.668632625740315
0.1818,60,65.0586532291184
0.1515,33,52.23629400512131
0.1515,27,52.23629400512131
0.1212,13,39.41393478112421
0.1364,4,45.84627340174321
0.1818,3,65.0586532291184
0.197,22,71.49099184973741
0.2273,28,84.31335107373451
0.2273,35,84.31335107373451
0.2273,61,84.31335107373451
0.2273,125,84.31335107373451
0.2273,133,84.31335107373451
0.2273,99,84.31335107373451
0.2727,83,103.52573090110971
0.2424,41,90.70337167711261
0.2576,33,97.1357102977316
0.2727,20,103.52573090110971
0.2727,3,103.52573090110971
0.2273,7,84.31335107373451
0.2273,3,84.31335107373451
0.2273,2,84.31335107373451
0.2576,7,97.1357102977316
0.2576,32,97.1357102977316
0.2576,90,97.1357102977316
0.2576,197,97.1357102977316
0.2576,109,97.1357102977316
0.2727,47,103.52573090110971
0.303,52,116.34809012510681
0.3182,70,122.7804287457258
0.4091,78,161.24750641771712
0.4091,75,161.24750641771712
0.4091,82,161.24750641771712
0.3939,104,154.8151677970981
0.3333,197,129.1704493491039
0.3182,161,122.7804287457258
0.2879,112,109.9580695217287
0.303,76,116.34809012510681
0.2879,59,109.9580695217287
0.303,59,116.34809012510681
0.2727,28,103.52573090110971
0.2273,13,84.31335107373451
0.2727,5,103.52573090110971
0.2727,2,103.52573090110971
0.2576,1,97.1357102977316
0.2576,1,97.1357102977316
0.2273,6,84.31335107373451
0.2121,35,77.88101245311552
0.2121,101,77.88101245311552
0.2121,249,77.88101245311552
0.2273,143,84.31335107373451
0.2273,57,84.31335107373451
0.2727,68,103.52573090110971
0.3333,84,129.1704493491039
0.2879,98,109.9580695217287
0.303,81,116.34809012510681
0.3182,70,122.7804287457258
0.303,91,116.34809012510681
0.3182,215,122.7804287457258
0.2576,185,97.1357102977316
0.2273,152,84.31335107373451
0.2424,126,90.70337167711261
0.2273,57,84.31335107373451
0.2121,56,77.88101245311552
0.2121,31,77.88101245311552
0.2273,21,84.31335107373451
0.2273,6,84.31335107373451
0.2424,2,90.70337167711261
0.2121,1,77.88101245311552
0.2576,1,97.1357102977316
0.197,5,71.49099184973741
0.2121,27,77.88101245311552
0.1818,68,65.0586532291184
0.1818,217,65.0586532291184
0.1818,166,65.0586532291184
0.1667,63,58.668632625740315
0.1818,59,65.0586532291184
0.1818,78,65.0586532291184
0.1515,73,52.23629400512131
0.1515,62,52.23629400512131
0.1212,65,39.41393478112421
0.1364,97,45.84627340174321
0.1212,161,39.41393478112421
0.1212,120,39.41393478112421
0.1061,96,33.023914177746114
0.0758,53,20.201554953749017
0.0758,41,20.201554953749017
0.0303,34,0.9468571091329103
0.0455,27,7.379195729751917
0.0303,13,0.9468571091329103
0.0,12,-11.87550211486419
0.0303,11,0.9468571091329103
0.0303,7,0.9468571091329103
0.0152,3,-5.443163494245183
0.0303,2,0.9468571091329103
0.0152,8,-5.443163494245183
0.0,27,-11.87550211486419
0.0303,40,0.9468571091329103
0.0606,53,13.76921633313001
0.0758,63,20.201554953749017
0.1061,70,33.023914177746114
0.1667,84,58.668632625740315
0.1364,75,45.84627340174321
0.1515,103,52.23629400512131
0.1364,83,45.84627340174321
0.197,67,71.49099184973741
0.0909,54,26.591575557127108
0.1061,59,33.023914177746114
0.0758,45,20.201554953749017
0.1061,39,33.023914177746114
0.1515,30,52.23629400512131
0.0758,33,20.201554953749017
0.0758,22,20.201554953749017
0.0758,13,20.201554953749017
0.0606,18,13.76921633313001
0.0606,5,13.76921633313001
0.0758,3,20.201554953749017
0.0758,1,20.201554953749017
0.1061,2,33.023914177746114
0.0758,19,20.201554953749017
0.0758,28,20.201554953749017
0.1061,58,33.023914177746114
0.1364,99,45.84627340174321
0.1212,116,39.41393478112421
0.1061,87,33.023914177746114
0.1364,110,45.84627340174321
0.1364,77,45.84627340174321
0.1364,65,45.84627340174321
0.1061,55,33.023914177746114
0.1212,49,39.41393478112421
0.1212,50,39.41393478112421
0.1061,35,33.023914177746114
0.1061,25,33.023914177746114
0.0909,28,26.591575557127108
0.0606,21,13.76921633313001
0.0606,7,13.76921633313001
0.0455,1,7.379195729751917
0.0303,1,0.9468571091329103
0.0606,1,13.76921633313001
0.0606,5,13.76921633313001
0.0758,15,20.201554953749017
0.1212,84,39.41393478112421
0.1364,177,45.84627340174321
0.1515,102,52.23629400512131
0.1364,40,45.84627340174321
0.1212,46,39.41393478112421
0.1364,63,45.84627340174321
0.1364,60,45.84627340174321
0.1364,45,45.84627340174321
0.1667,57,58.668632625740315
0.1515,70,52.23629400512131
0.1212,184,39.41393478112421
0.1364,153,45.84627340174321
0.1515,106,52.23629400512131
0.1364,81,45.84627340174321
0.1515,59,52.23629400512131
0.1364,35,45.84627340174321
0.1515,24,52.23629400512131
0.1364,9,45.84627340174321
0.1667,5,58.668632625740315
0.1515,2,52.23629400512131
0.1667,1,58.668632625740315
0.1364,9,45.84627340174321
0.1818,36,65.0586532291184
0.1515,108,52.23629400512131
0.1818,238,65.0586532291184
0.2273,144,84.31335107373451
0.2424,55,90.70337167711261
0.2424,61,90.70337167711261
0.2879,106,109.9580695217287
0.2727,93,103.52573090110971
0.3333,68,129.1704493491039
0.3485,84,135.6027879697229
0.3485,116,135.6027879697229
0.3333,222,129.1704493491039
0.3182,225,122.7804287457258
0.2576,146,97.1357102977316
0.2273,119,84.31335107373451
0.2273,45,84.31335107373451
0.2273,53,84.31335107373451
0.2273,40,84.31335107373451
0.2273,17,84.31335107373451
0.2424,5,90.70337167711261
0.2273,10,84.31335107373451
0.1818,1,65.0586532291184
0.1818,8,65.0586532291184
0.2121,30,77.88101245311552
0.2121,72,77.88101245311552
0.2121,58,77.88101245311552
0.2121,28,77.88101245311552
0.197,41,71.49099184973741
0.197,48,71.49099184973741
0.197,47,71.49099184973741
0.197,36,71.49099184973741
0.1818,43,65.0586532291184
0.197,36,71.49099184973741
0.1818,26,65.0586532291184
0.2273,24,84.31335107373451
0.2424,84,90.70337167711261
0.2273,104,84.31335107373451
0.2273,79,84.31335107373451
0.2121,59,77.88101245311552
0.2121,38,77.88101245311552
0.2121,27,77.88101245311552
0.197,16,71.49099184973741
0.2121,9,77.88101245311552
0.2121,3,77.88101245311552
0.2121,2,77.88101245311552
0.2273,1,84.31335107373451
0.2121,4,77.88101245311552
0.197,16,71.49099184973741
0.197,60,71.49099184973741
0.197,157,71.49099184973741
0.2121,101,77.88101245311552
0.2121,49,77.88101245311552
0.2121,30,77.88101245311552
0.2121,29,77.88101245311552
0.2121,31,77.88101245311552
0.2727,38,103.52573090110971
0.2576,41,97.1357102977316
0.2727,80,103.52573090110971
0.2424,149,90.70337167711261
0.2273,109,84.31335107373451
0.2424,89,90.70337167711261
0.2273,62,84.31335107373451
0.2273,58,84.31335107373451
0.2121,26,77.88101245311552
0.2273,23,84.31335107373451
0.197,28,71.49099184973741
0.2273,20,84.31335107373451
0.2273,15,84.31335107373451
0.2121,8,77.88101245311552
0.1818,3,65.0586532291184
0.1818,2,65.0586532291184
0.1818,5,65.0586532291184
0.197,34,71.49099184973741
0.2121,34,77.88101245311552
0.2121,55,77.88101245311552
0.197,64,71.49099184973741
0.197,78,71.49099184973741
0.2273,65,84.31335107373451
0.2273,99,84.31335107373451
0.2121,120,77.88101245311552
0.2424,107,90.70337167711261
0.2879,91,109.9580695217287
0.2273,68,84.31335107373451
0.2121,58,77.88101245311552
0.2121,43,77.88101245311552
0.2121,36,77.88101245311552
0.197,32,71.49099184973741
0.197,33,71.49099184973741
0.1818,33,65.0586532291184
0.2121,29,77.88101245311552
0.2273,11,84.31335107373451
0.2121,8,77.88101245311552
0.2121,1,77.88101245311552
0.2121,3,77.88101245311552
0.2121,3,77.88101245311552
0.2121,12,77.88101245311552
0.2273,38,84.31335107373451
0.2424,64,90.70337167711261
0.2727,59,103.52573090110971
0.3182,97,122.7804287457258
0.2879,84,109.9580695217287
0.303,122,116.34809012510681
0.3333,109,129.1704493491039
0.3333,123,129.1704493491039
0.2879,77,109.9580695217287
0.2576,65,97.1357102977316
0.2576,55,97.1357102977316
0.2727,33,103.52573090110971
0.2424,28,90.70337167711261
0.2273,21,84.31335107373451
0.2121,21,77.88101245311552
0.2273,7,84.31335107373451
0.2121,7,77.88101245311552
0.2273,1,84.31335107373451
0.2273,2,84.31335107373451
0.197,2,71.49099184973741
0.1667,8,58.668632625740315
0.1364,37,45.84627340174321
0.1364,72,45.84627340174321
0.1364,185,45.84627340174321
0.1364,112,45.84627340174321
0.1515,69,52.23629400512131
0.1515,48,52.23629400512131
0.2121,68,77.88101245311552
0.2273,54,84.31335107373451
0.197,86,71.49099184973741
0.1818,44,65.0586532291184
0.1818,86,65.0586532291184
0.1515,161,52.23629400512131
0.1515,156,52.23629400512131
0.3182,111,122.7804287457258
0.1667,78,58.668632625740315
0.197,56,71.49099184973741
0.1818,34,65.0586532291184
0.197,17,71.49099184973741
0.1818,8,65.0586532291184
0.1818,3,65.0586532291184
0.2273,2,84.31335107373451
0.2273,2,84.31335107373451
0.2121,3,77.88101245311552
0.2121,22,77.88101245311552
0.2273,52,84.31335107373451
0.2273,135,84.31335107373451
0.2273,116,84.31335107373451
0.2273,47,84.31335107373451
0.2424,51,90.70337167711261
0.2576,55,97.1357102977316
0.2576,52,97.1357102977316
0.2576,54,97.1357102977316
0.2879,52,109.9580695217287
0.2424,64,90.70337167711261
0.2879,176,109.9580695217287
0.2576,168,97.1357102977316
0.2424,108,90.70337167711261
0.2273,74,84.31335107373451
0.2273,64,84.31335107373451
0.2576,36,97.1357102977316
0.197,16,71.49099184973741
0.2424,2,90.70337167711261
0.2273,3,84.31335107373451
0.2273,4,84.31335107373451
0.2273,1,84.31335107373451
0.2121,1,77.88101245311552
0.2424,3,90.70337167711261
0.2424,18,90.70337167711261
0.2121,49,77.88101245311552
0.2121,155,77.88101245311552
0.2576,123,97.1357102977316
0.2727,61,103.52573090110971
0.2273,52,84.31335107373451
0.2273,64,84.31335107373451
0.3333,75,129.1704493491039
0.3939,63,154.8151677970981
0.3939,76,154.8151677970981
0.3333,103,129.1704493491039
0.3182,190,122.7804287457258
0.2879,182,109.9580695217287
0.2424,91,90.70337167711261
0.197,75,71.49099184973741
0.197,63,71.49099184973741
0.2121,40,77.88101245311552
0.1667,32,58.668632625740315
0.1667,12,58.668632625740315
0.1515,5,52.23629400512131
0.1667,2,58.668632625740315
0.1667,1,58.668632625740315
0.1364,2,45.84627340174321
0.1364,39,45.84627340174321
0.1212,87,39.41393478112421
0.1212,188,39.41393478112421
0.1364,133,45.84627340174321
0.1515,52,52.23629400512131
0.1364,64,45.84627340174321
0.1818,69,65.0586532291184
0.1667,51,58.668632625740315
0.197,47,71.49099184973741
0.197,60,71.49099184973741
0.2121,78,77.88101245311552
0.197,175,71.49099184973741
0.2121,147,77.88101245311552
0.2576,96,97.1357102977316
0.2273,109,84.31335107373451
0.2121,54,77.88101245311552
0.2121,41,77.88101245311552
0.2273,38,84.31335107373451
0.2576,13,97.1357102977316
0.2273,7,84.31335107373451
0.1667,1,58.668632625740315
0.1667,1,58.668632625740315
0.1515,7,52.23629400512131
0.2273,28,84.31335107373451
0.2121,87,77.88101245311552
0.1515,220,52.23629400512131
0.1818,127,65.0586532291184
0.2121,51,77.88101245311552
0.2273,64,84.31335107373451
0.2424,86,90.70337167711261
0.2576,82,97.1357102977316
0.2727,91,103.52573090110971
0.2727,90,103.52573090110971
0.2879,99,109.9580695217287
0.2727,205,103.52573090110971
0.2576,155,97.1357102977316
0.2424,103,90.70337167711261
0.2424,71,90.70337167711261
0.2424,43,90.70337167711261
0.2424,46,90.70337167711261
0.2424,31,90.70337167711261
0.2424,39,90.70337167711261
0.2424,18,90.70337167711261
0.2424,17,90.70337167711261
0.2424,11,90.70337167711261
0.2273,8,84.31335107373451
0.2273,9,84.31335107373451
0.2576,4,97.1357102977316
0.2576,4,97.1357102977316
0.2273,10,84.31335107373451
0.2273,20,84.31335107373451
0.2121,34,77.88101245311552
0.2273,47,84.31335107373451
0.2273,52,84.31335107373451
0.2273,72,84.31335107373451
0.2727,55,103.52573090110971
0.2727,60,103.52573090110971
0.2273,71,84.31335107373451
0.2121,78,77.88101245311552
0.2424,83,90.70337167711261
0.2424,84,90.70337167711261
0.2879,69,109.9580695217287
0.2576,56,97.1357102977316
0.2727,45,103.52573090110971
0.2576,59,97.1357102977316
0.2576,39,97.1357102977316
0.2273,44,84.31335107373451
0.2273,20,84.31335107373451
0.2879,13,109.9580695217287
0.2273,2,84.31335107373451
0.2576,1,97.1357102977316
0.2576,1,97.1357102977316
0.2424,8,90.70337167711261
0.2576,23,97.1357102977316
0.2879,45,109.9580695217287
0.2879,89,109.9580695217287
0.303,117,116.34809012510681
0.3333,174,129.1704493491039
0.3636,182,141.992808573101
0.3485,161,135.6027879697229
0.3485,182,135.6027879697229
0.3485,157,135.6027879697229
0.3636,121,141.992808573101
0.303,78,116.34809012510681
0.2879,21,109.9580695217287
0.2879,26,109.9580695217287
0.303,27,116.34809012510681
0.303,62,116.34809012510681
0.2879,30,109.9580695217287
0.2879,15,109.9580695217287
0.2727,5,103.52573090110971
0.2576,3,97.1357102977316
0.2576,1,97.1357102977316
0.2576,2,97.1357102977316
0.2576,10,97.1357102977316
0.2424,30,90.70337167711261
0.2424,95,90.70337167711261
0.2273,230,84.31335107373451
0.2727,118,103.52573090110971
0.2576,55,97.1357102977316
0.3182,47,122.7804287457258
0.3485,66,135.6027879697229
0.3636,64,141.992808573101
0.3636,60,141.992808573101
0.3939,50,154.8151677970981
0.3485,114,135.6027879697229
0.3182,216,122.7804287457258
0.3333,175,129.1704493491039
0.3485,128,135.6027879697229
0.3333,88,129.1704493491039
0.3485,78,135.6027879697229
0.303,37,116.34809012510681
0.3333,25,129.1704493491039
0.3182,10,122.7804287457258
0.3182,4,122.7804287457258
0.2727,2,103.52573090110971
0.2727,1,103.52573090110971
0.2576,3,97.1357102977316
0.2273,2,84.31335107373451
0.2273,39,84.31335107373451
0.197,100,71.49099184973741
0.197,243,71.49099184973741
0.197,135,71.49099184973741
0.1818,48,65.0586532291184
0.1818,50,65.0586532291184
0.197,65,71.49099184973741
0.197,50,71.49099184973741
0.197,64,71.49099184973741
0.197,51,71.49099184973741
0.1818,83,65.0586532291184
0.1818,176,65.0586532291184
0.1818,152,65.0586532291184
0.1212,101,39.41393478112421
0.1364,56,45.84627340174321
0.1061,54,33.023914177746114
0.1061,29,33.023914177746114
0.1061,12,33.023914177746114
0.0758,17,20.201554953749017
0.1061,7,33.023914177746114
0.0758,3,20.201554953749017
0.0758,2,20.201554953749017
0.1061,7,33.023914177746114
0.1515,43,52.23629400512131
0.1061,99,33.023914177746114
0.1364,199,45.84627340174321
0.1364,123,45.84627340174321
0.1818,59,65.0586532291184
0.1515,41,52.23629400512131
0.1818,61,65.0586532291184
0.1667,69,58.668632625740315
0.1818,58,65.0586532291184
0.1818,64,65.0586532291184
0.197,79,71.49099184973741
0.197,166,71.49099184973741
0.1667,170,58.668632625740315
0.1212,88,39.41393478112421
0.1515,84,52.23629400512131
0.1515,83,52.23629400512131
0.1667,46,58.668632625740315
0.1515,37,52.23629400512131
0.1364,16,45.84627340174321
0.1515,7,52.23629400512131
0.1515,3,52.23629400512131
0.1364,1,45.84627340174321
0.1212,6,39.41393478112421
0.1212,26,39.41393478112421
0.0758,99,20.201554953749017
0.0758,178,20.201554953749017
0.1061,122,33.023914177746114
0.1061,35,33.023914177746114
0.1212,45,39.41393478112421
0.1364,69,45.84627340174321
0.1667,62,58.668632625740315
0.1818,48,65.0586532291184
0.197,50,71.49099184973741
0.1818,80,65.0586532291184
0.1818,165,65.0586532291184
0.1818,160,65.0586532291184
0.1667,112,58.668632625740315
0.1818,97,65.0586532291184
0.2121,72,77.88101245311552
0.197,51,71.49099184973741
0.1515,34,52.23629400512131
0.1364,14,45.84627340174321
0.1364,7,45.84627340174321
0.1364,3,45.84627340174321
0.1212,4,39.41393478112421
0.1818,24,65.0586532291184
0.1667,74,58.668632625740315
0.1212,216,39.41393478112421
0.1212,140,39.41393478112421
0.1364,44,45.84627340174321
0.2273,64,84.31335107373451
0.2273,71,84.31335107373451
0.2273,110,84.31335107373451
0.2879,84,109.9580695217287
0.3182,74,122.7804287457258
0.2879,125,109.9580695217287
