cnt,hum,Predicted Y
54,0.51,0.6737547904851244
35,0.47,0.6802805022932646
57,0.51,0.6727244149364707
52,0.59,0.6744417075175603
63,0.59,0.6706636638391633
47,0.8,0.6761590000986498
76,0.86,0.6661987031283305
136,0.86,0.645591192155256
95,0.93,0.6596729913201902
51,0.93,0.6747851660337781
32,0.93,0.6813108778419185
20,0.86,0.6854323800365333
29,0.93,0.6823412533905722
19,0.93,0.6857758385527513
7,0.86,0.6898973407473661
6,0.86,0.6902407992635841
1,0.86,0.6919580918446736
5,0.86,0.6905842577798019
16,0.93,0.686806214101405
54,0.69,0.6737547904851244
128,0.59,0.6483388602849992
81,0.59,0.664481410547241
39,0.55,0.6789066682283931
35,0.51,0.6802805022932646
55,0.47,0.6734113319689066
49,0.44,0.675472083066214
44,0.47,0.6771893756473035
49,0.47,0.675472083066214
68,0.44,0.6689463712580738
139,0.47,0.6445608166066022
137,0.47,0.6452477336390381
83,0.47,0.6637944935148051
56,0.5,0.6730678734526886
57,0.55,0.6727244149364707
33,0.55,0.6809674193257005
20,0.59,0.6854323800365333
7,0.59,0.6898973407473661
2,0.5,0.6916146333284556
2,0.5,0.6916146333284556
3,0.5,0.6912711748122378
4,0.5,0.6909277162960198
3,0.5,0.6912711748122378
28,0.54,0.68268471190679
72,0.54,0.6675725371932021
202,0.5,0.6229229300848741
139,0.5,0.6445608166066022
38,0.5,0.6792501267446109
37,0.44,0.6795935852608289
52,0.44,0.6744417075175603
83,0.41,0.6637944935148051
42,0.41,0.6778762926797394
60,0.38,0.671694039387817
78,0.38,0.6655117860958947
162,0.4,0.6366612707335904
144,0.4,0.6428435240255127
99,0.47,0.6582991572553186
64,0.47,0.6703202053229453
40,0.46,0.6785632097121752
30,0.46,0.6819977948743542
15,0.5,0.6871496726176228
14,0.5,0.6874931311338408
5,0.54,0.6905842577798019
1,0.54,0.6919580918446736
1,0.54,0.6919580918446736
8,0.54,0.6895538822311482
17,0.54,0.686462755585187
70,0.74,0.6682594542256379
158,0.68,0.638035104798462
117,0.69,0.6521169039633963
44,0.55,0.6771893756473035
53,0.51,0.6740982490013423
61,0.44,0.671350580871599
77,0.37,0.6658552446121125
64,0.41,0.6703202053229453
68,0.38,0.6689463712580738
90,0.41,0.6613902839012797
159,0.41,0.6376916462822441
139,0.47,0.6445608166066022
92,0.59,0.6607033668688439
68,0.59,0.6689463712580738
52,0.69,0.6744417075175603
36,0.69,0.6799370437770468
27,0.55,0.683028170423008
28,0.55,0.68268471190679
20,0.59,0.6854323800365333
12,0.59,0.6881800481662765
8,0.59,0.6895538822311482
5,0.59,0.6905842577798019
1,0.59,0.6919580918446736
3,0.63,0.6912711748122378
10,0.63,0.6888669651987124
23,0.63,0.6844020044878796
33,0.64,0.6809674193257005
59,0.59,0.6720374979040349
72,0.55,0.6675725371932021
89,0.48,0.6617337424174977
101,0.38,0.6576122402228828
118,0.39,0.6517734454471783
129,0.36,0.6479954017687813
128,0.34,0.6483388602849992
83,0.36,0.6637944935148051
84,0.45,0.6634510349985872
74,0.39,0.6668856201607662
41,0.39,0.6782197511959572
57,0.39,0.6727244149364707
26,0.42,0.6833716289392259
44,0.45,0.6771893756473035
39,0.56,0.6789066682283931
23,0.56,0.6844020044878796
16,0.56,0.686806214101405
15,0.69,0.6871496726176228
1,0.56,0.6919580918446736
2,0.56,0.6916146333284556
1,0.56,0.6919580918446736
3,0.56,0.6912711748122378
18,0.55,0.6861192970689691
32,0.51,0.6813108778419185
79,0.51,0.6651683275796767
93,0.44,0.660359908352626
104,0.41,0.6565818646742291
118,0.35,0.6517734454471783
91,0.36,0.6610468253850619
113,0.38,0.6534907380282678
99,0.38,0.6582991572553186
105,0.37,0.6562384061580111
67,0.4,0.6692898297742916
61,0.47,0.671350580871599
57,0.47,0.6727244149364707
28,0.51,0.68268471190679
21,0.49,0.6850889215203154
18,0.4,0.6861192970689691
17,0.47,0.686462755585187
16,0.44,0.686806214101405
8,0.43,0.6895538822311482
2,0.43,0.6916146333284556
3,0.43,0.6912711748122378
1,0.43,0.6919580918446736
5,0.43,0.6905842577798019
13,0.5,0.6878365896500587
33,0.47,0.6809674193257005
47,0.47,0.6761590000986498
57,0.5,0.6727244149364707
64,0.55,0.6703202053229453
80,0.47,0.6648248690634588
93,0.47,0.660359908352626
86,0.43,0.6627641179661514
93,0.47,0.660359908352626
82,0.47,0.664137952031023
71,0.51,0.6679159957094201
92,0.55,0.6607033668688439
60,0.59,0.671694039387817
33,0.8,0.6809674193257005
27,0.8,0.683028170423008
13,0.93,0.6878365896500587
4,0.86,0.6909277162960198
3,0.86,0.6912711748122378
22,0.86,0.6847454630040974
28,0.8,0.68268471190679
35,0.87,0.6802805022932646
61,0.87,0.671350580871599
125,0.82,0.649369235833653
133,0.8,0.6466215677039098
99,0.8,0.6582991572553186
83,0.87,0.6637944935148051
41,0.93,0.6782197511959572
33,0.93,0.6809674193257005
20,0.93,0.6854323800365333
3,0.93,0.6912711748122378
7,0.93,0.6898973407473661
3,0.93,0.6912711748122378
2,0.93,0.6916146333284556
7,0.93,0.6898973407473661
32,0.93,0.6813108778419185
90,0.92,0.6613902839012797
197,0.93,0.6246402226659636
109,0.93,0.6548645720931395
47,0.93,0.6761590000986498
52,0.87,0.6744417075175603
70,0.81,0.6682594542256379
78,0.62,0.6655117860958947
75,0.58,0.6665421616445484
82,0.54,0.664137952031023
104,0.58,0.6565818646742291
197,0.57,0.6246402226659636
161,0.61,0.6370047292498083
112,0.57,0.6538341965444858
76,0.49,0.6661987031283305
59,0.49,0.6720374979040349
59,0.52,0.6720374979040349
28,0.52,0.68268471190679
13,0.56,0.6878365896500587
5,0.56,0.6905842577798019
2,0.56,0.6916146333284556
1,0.56,0.6919580918446736
1,0.56,0.6919580918446736
6,0.6,0.6902407992635841
35,0.6,0.6802805022932646
101,0.55,0.6576122402228828
249,0.55,0.6067803798226324
143,0.52,0.6431869825417307
57,0.48,0.6727244149364707
68,0.45,0.6689463712580738
84,0.42,0.6634510349985872
98,0.45,0.6586426157715365
81,0.45,0.664481410547241
70,0.45,0.6682594542256379
91,0.49,0.6610468253850619
215,0.49,0.6184579693740413
185,0.56,0.6287617248605785
152,0.56,0.6400958558957694
126,0.6,0.649025777317435
57,0.6,0.6727244149364707
56,0.65,0.6730678734526886
31,0.65,0.6816543363581363
21,0.7,0.6850889215203154
6,0.7,0.6902407992635841
2,0.75,0.6916146333284556
1,0.8,0.6919580918446736
1,0.87,0.6919580918446736
5,0.6,0.6905842577798019
27,0.55,0.683028170423008
68,0.51,0.6689463712580738
217,0.47,0.6177710523416055
166,0.51,0.6352874366687188
63,0.47,0.6706636638391633
59,0.41,0.6720374979040349
78,0.27,0.6655117860958947
73,0.21,0.6672290786769842
62,0.25,0.6710071223553812
65,0.26,0.6699767468067275
97,0.26,0.6589860742877544
161,0.28,0.6370047292498083
120,0.3,0.6510865284147426
96,0.3,0.6593295328039723
53,0.33,0.6740982490013423
41,0.38,0.6782197511959572
34,0.41,0.6806239608094826
27,0.38,0.683028170423008
13,0.45,0.6878365896500587
12,0.41,0.6881800481662765
11,0.41,0.6885235066824945
7,0.41,0.6898973407473661
3,0.48,0.6912711748122378
2,0.44,0.6916146333284556
8,0.44,0.6895538822311482
27,0.44,0.683028170423008
40,0.41,0.6785632097121752
53,0.41,0.6740982490013423
63,0.38,0.6706636638391633
70,0.38,0.6682594542256379
84,0.35,0.6634510349985872
75,0.33,0.6665421616445484
103,0.28,0.6569253231904469
83,0.28,0.6637944935148051
67,0.28,0.6692898297742916
54,0.35,0.6737547904851244
59,0.35,0.6720374979040349
45,0.45,0.6768459171310857
39,0.41,0.6789066682283931
30,0.49,0.6819977948743542
33,0.57,0.6809674193257005
22,0.57,0.6847454630040974
13,0.57,0.6878365896500587
18,0.62,0.6861192970689691
5,0.62,0.6905842577798019
3,0.57,0.6912711748122378
1,0.57,0.6919580918446736
2,0.58,0.6916146333284556
19,0.62,0.6857758385527513
28,0.54,0.68268471190679
58,0.46,0.6723809564202529
99,0.43,0.6582991572553186
116,0.37,0.6524603624796141
87,0.33,0.6624206594499334
110,0.28,0.6545211135769216
77,0.28,0.6658552446121125
65,0.26,0.6699767468067275
55,0.26,0.6734113319689066
49,0.3,0.675472083066214
50,0.3,0.6751286245499961
35,0.36,0.6802805022932646
25,0.36,0.6837150874554437
28,0.38,0.68268471190679
21,0.41,0.6850889215203154
7,0.41,0.6898973407473661
1,0.45,0.6919580918446736
1,0.45,0.6919580918446736
1,0.48,0.6919580918446736
5,0.48,0.6905842577798019
15,0.48,0.6871496726176228
84,0.48,0.6634510349985872
177,0.49,0.6315093929903217
102,0.41,0.6572687817066649
40,0.42,0.6785632097121752
46,0.46,0.6765024586148677
63,0.42,0.6706636638391633
60,0.43,0.671694039387817
45,0.46,0.6768459171310857
57,0.4,0.6727244149364707
70,0.47,0.6682594542256379
184,0.5,0.6291051833767964
153,0.59,0.6397523973795516
106,0.54,0.6558949476417932
81,0.59,0.664481410547241
59,0.63,0.6720374979040349
35,0.63,0.6802805022932646
24,0.64,0.6840585459716617
9,0.69,0.6892104237149304
5,0.69,0.6905842577798019
2,0.69,0.6916146333284556
1,0.74,0.6919580918446736
9,0.74,0.6892104237149304
36,0.74,0.6799370437770468
108,0.74,0.6552080306093574
238,0.74,0.6105584235010294
144,0.64,0.6428435240255127
55,0.6,0.6734113319689066
61,0.6,0.671350580871599
106,0.56,0.6558949476417932
93,0.56,0.660359908352626
68,0.45,0.6689463712580738
84,0.42,0.6634510349985872
116,0.42,0.6524603624796141
222,0.45,0.6160537597605159
225,0.49,0.6150233842118622
146,0.65,0.6421566069930769
119,0.65,0.6514299869309604
45,0.65,0.6768459171310857
53,0.64,0.6740982490013423
40,0.64,0.6785632097121752
17,0.69,0.686462755585187
5,0.65,0.6905842577798019
10,0.69,0.6888669651987124
1,0.86,0.6919580918446736
8,0.86,0.6895538822311482
30,0.87,0.6819977948743542
72,0.87,0.6675725371932021
58,0.87,0.6723809564202529
28,0.93,0.68268471190679
41,0.93,0.6782197511959572
48,0.93,0.6758155415824318
47,0.93,0.6761590000986498
36,0.93,0.6799370437770468
43,0.93,0.6775328341635214
36,0.93,0.6799370437770468
26,0.93,0.6833716289392259
24,0.55,0.6840585459716617
84,0.55,0.6634510349985872
104,0.69,0.6565818646742291
79,0.69,0.6651683275796767
59,0.74,0.6720374979040349
38,0.74,0.6792501267446109
27,0.74,0.683028170423008
16,0.8,0.686806214101405
9,0.75,0.6892104237149304
3,0.75,0.6912711748122378
2,0.75,0.6916146333284556
1,0.75,0.6919580918446736
4,0.8,0.6909277162960198
16,0.8,0.686806214101405
60,0.86,0.671694039387817
157,0.86,0.6383785633146799
101,0.86,0.6576122402228828
49,0.86,0.675472083066214
30,0.93,0.6819977948743542
29,0.93,0.6823412533905722
31,0.93,0.6816543363581363
38,0.8,0.6792501267446109
41,0.86,0.6782197511959572
80,0.8,0.6648248690634588
149,0.75,0.6411262314444232
109,0.75,0.6548645720931395
89,0.75,0.6617337424174977
62,0.7,0.6710071223553812
58,0.75,0.6723809564202529
26,0.65,0.6833716289392259
23,0.6,0.6844020044878796
28,0.64,0.68268471190679
20,0.64,0.6854323800365333
15,0.64,0.6871496726176228
8,0.64,0.6895538822311482
3,0.69,0.6912711748122378
2,0.64,0.6916146333284556
5,0.59,0.6905842577798019
34,0.55,0.6806239608094826
34,0.59,0.6806239608094826
55,0.64,0.6734113319689066
64,0.64,0.6703202053229453
78,0.59,0.6655117860958947
65,0.55,0.6699767468067275
99,0.6,0.6582991572553186
120,0.69,0.6510865284147426
107,0.6,0.6555514891255754
91,0.6,0.6610468253850619
68,0.69,0.6689463712580738
58,0.69,0.6723809564202529
43,0.74,0.6775328341635214
36,0.74,0.6799370437770468
32,0.8,0.6813108778419185
33,0.8,0.6809674193257005
33,0.8,0.6809674193257005
29,0.8,0.6823412533905722
11,0.8,0.6885235066824945
8,0.93,0.6895538822311482
1,0.93,0.6919580918446736
3,0.86,0.6912711748122378
3,0.86,0.6912711748122378
12,0.86,0.6881800481662765
38,0.8,0.6792501267446109
64,0.8,0.6703202053229453
59,0.75,0.6720374979040349
97,0.52,0.6589860742877544
84,0.61,0.6634510349985872
122,0.61,0.6503996113823067
109,0.56,0.6548645720931395
123,0.56,0.6500561528660888
77,0.56,0.6658552446121125
65,0.65,0.6699767468067275
55,0.65,0.6734113319689066
33,0.65,0.6809674193257005
28,0.7,0.68268471190679
21,0.7,0.6850889215203154
21,0.65,0.6850889215203154
7,0.65,0.6898973407473661
7,0.64,0.6898973407473661
1,0.64,0.6919580918446736
2,0.64,0.6916146333284556
2,0.59,0.6916146333284556
8,0.64,0.6895538822311482
37,0.69,0.6795935852608289
72,0.64,0.6675725371932021
185,0.59,0.6287617248605785
112,0.59,0.6538341965444858
69,0.59,0.6686029127418558
48,0.59,0.6758155415824318
68,0.55,0.6689463712580738
54,0.59,0.6737547904851244
86,0.55,0.6627641179661514
44,0.59,0.6771893756473035
86,0.56,0.6627641179661514
161,0.59,0.6370047292498083
156,0.55,0.6387220218308979
111,0.61,0.6541776550607037
78,0.59,0.6655117860958947
56,0.59,0.6730678734526886
34,0.59,0.6806239608094826
17,0.64,0.686462755585187
8,0.64,0.6895538822311482
3,0.69,0.6912711748122378
2,0.69,0.6916146333284556
2,0.69,0.6916146333284556
3,0.93,0.6912711748122378
22,0.93,0.6847454630040974
52,0.93,0.6744417075175603
135,0.93,0.6459346506714739
116,0.93,0.6524603624796141
47,0.93,0.6761590000986498
51,0.86,0.6747851660337781
55,0.86,0.6734113319689066
52,0.86,0.6744417075175603
54,0.8,0.6737547904851244
52,0.75,0.6744417075175603
64,0.75,0.6703202053229453
176,0.75,0.6318528515065397
168,0.81,0.634600519636283
108,0.81,0.6552080306093574
74,0.87,0.6668856201607662
64,0.87,0.6703202053229453
36,0.87,0.6799370437770468
16,0.93,0.686806214101405
2,0.93,0.6916146333284556
3,0.93,0.6912711748122378
4,0.93,0.6909277162960198
1,0.93,0.6919580918446736
1,0.93,0.6919580918446736
3,0.93,0.6912711748122378
18,0.93,0.6861192970689691
49,0.93,0.675472083066214
155,0.93,0.6390654803471157
123,0.93,0.6500561528660888
61,1.0,0.671350580871599
52,0.93,0.6744417075175603
64,0.93,0.6703202053229453
75,0.93,0.6665421616445484
63,0.82,0.6706636638391633
76,0.76,0.6661987031283305
103,0.71,0.6569253231904469
190,0.53,0.6270444322794889
182,0.42,0.6297921004092322
91,0.45,0.6610468253850619
75,0.48,0.6665421616445484
63,0.47,0.6706636638391633
40,0.44,0.6785632097121752
32,0.44,0.6813108778419185
12,0.4,0.6881800481662765
5,0.44,0.6905842577798019
2,0.43,0.6916146333284556
1,0.43,0.6919580918446736
2,0.5,0.6916146333284556
39,0.43,0.6789066682283931
87,0.5,0.6624206594499334
188,0.5,0.6277313493119248
133,0.47,0.6466215677039098
52,0.43,0.6744417075175603
64,0.43,0.6703202053229453
69,0.4,0.6686029127418558
51,0.4,0.6747851660337781
47,0.37,0.6761590000986498
60,0.37,0.671694039387817
78,0.37,0.6655117860958947
175,0.4,0.6321963100227576
147,0.4,0.641813148476859
96,0.4,0.6593295328039723
109,0.47,0.6548645720931395
54,0.55,0.6737547904851244
41,0.51,0.6782197511959572
38,0.47,0.6792501267446109
13,0.44,0.6878365896500587
7,0.59,0.6898973407473661
1,0.63,0.6919580918446736
1,0.63,0.6919580918446736
7,0.63,0.6898973407473661
28,0.55,0.68268471190679
87,0.59,0.6624206594499334
220,0.74,0.6167406767929517
127,0.8,0.6486823188012172
51,0.51,0.6747851660337781
64,0.51,0.6703202053229453
86,0.48,0.6627641179661514
82,0.5,0.664137952031023
91,0.45,0.6610468253850619
90,0.48,0.6613902839012797
99,0.42,0.6582991572553186
205,0.56,0.6218925545362204
155,0.6,0.6390654803471157
103,0.65,0.6569253231904469
71,0.65,0.6679159957094201
43,0.7,0.6775328341635214
46,0.65,0.6765024586148677
31,0.7,0.6816543363581363
39,0.7,0.6789066682283931
18,0.65,0.6861192970689691
17,0.75,0.686462755585187
11,0.75,0.6885235066824945
8,0.93,0.6895538822311482
9,1.0,0.6892104237149304
4,1.0,0.6909277162960198
4,0.93,0.6909277162960198
10,1.0,0.6888669651987124
20,1.0,0.6854323800365333
34,1.0,0.6806239608094826
47,1.0,0.6761590000986498
52,1.0,0.6744417075175603
72,1.0,0.6675725371932021
55,1.0,0.6734113319689066
60,1.0,0.671694039387817
71,1.0,0.6679159957094201
78,1.0,0.6655117860958947
83,0.93,0.6637944935148051
84,0.93,0.6634510349985872
69,0.87,0.6686029127418558
56,1.0,0.6730678734526886
45,0.93,0.6768459171310857
59,0.93,0.6720374979040349
39,0.7,0.6789066682283931
44,0.65,0.6771893756473035
20,0.6,0.6854323800365333
13,0.6,0.6878365896500587
2,0.6,0.6916146333284556
1,0.6,0.6919580918446736
1,0.6,0.6919580918446736
8,0.65,0.6895538822311482
23,0.65,0.6844020044878796
45,0.56,0.6768459171310857
89,0.52,0.6617337424174977
117,0.49,0.6521169039633963
174,0.46,0.6325397685389755
182,0.46,0.6297921004092322
161,0.46,0.6370047292498083
182,0.46,0.6297921004092322
157,0.49,0.6383785633146799
121,0.46,0.6507430698985246
78,0.56,0.6655117860958947
21,0.61,0.6850889215203154
26,0.61,0.6833716289392259
27,0.6,0.683028170423008
62,0.6,0.6710071223553812
30,0.65,0.6819977948743542
15,0.65,0.6871496726176228
5,0.75,0.6905842577798019
3,0.8,0.6912711748122378
1,0.86,0.6919580918446736
2,0.86,0.6916146333284556
10,0.86,0.6888669651987124
30,0.93,0.6819977948743542
95,0.86,0.6596729913201902
230,1.0,0.6133060916307727
118,0.8,0.6517734454471783
55,0.75,0.6734113319689066
47,0.65,0.6761590000986498
66,0.62,0.6696332882905095
64,0.57,0.6703202053229453
60,0.57,0.671694039387817
50,0.54,0.6751286245499961
114,0.57,0.65314727951205
216,0.7,0.6181145108578233
175,0.66,0.6321963100227576
128,0.7,0.6483388602849992
88,0.7,0.6620772009337156
78,0.7,0.6655117860958947
37,0.81,0.6795935852608289
25,0.81,0.6837150874554437
10,0.87,0.6888669651987124
4,0.87,0.6909277162960198
2,0.93,0.6916146333284556
1,0.93,0.6919580918446736
3,0.93,0.6912711748122378
2,0.81,0.6916146333284556
39,0.7,0.6789066682283931
100,0.65,0.6579556987391006
243,0.56,0.6088411309199399
135,0.52,0.6459346506714739
48,0.47,0.6758155415824318
50,0.47,0.6751286245499961
65,0.38,0.6699767468067275
50,0.32,0.6751286245499961
64,0.37,0.6703202053229453
51,0.35,0.6747851660337781
83,0.35,0.6637944935148051
176,0.32,0.6318528515065397
152,0.32,0.6400958558957694
101,0.4,0.6576122402228828
56,0.4,0.6730678734526886
54,0.33,0.6737547904851244
29,0.33,0.6823412533905722
12,0.33,0.6881800481662765
17,0.36,0.686462755585187
7,0.36,0.6898973407473661
3,0.38,0.6912711748122378
2,0.45,0.6916146333284556
7,0.45,0.6898973407473661
43,0.45,0.6775328341635214
99,0.49,0.6582991572553186
199,0.42,0.6239533056335278
123,0.39,0.6500561528660888
59,0.36,0.6720374979040349
41,0.43,0.6782197511959572
61,0.4,0.671350580871599
69,0.4,0.6686029127418558
58,0.34,0.6723809564202529
64,0.34,0.6703202053229453
79,0.37,0.6651683275796767
166,0.34,0.6352874366687188
170,0.47,0.6339136026038471
88,0.86,0.6620772009337156
84,0.86,0.6634510349985872
83,0.86,0.6637944935148051
46,0.8,0.6765024586148677
37,0.8,0.6795935852608289
16,0.86,0.686806214101405
7,0.8,0.6898973407473661
3,0.8,0.6912711748122378
1,0.59,0.6919580918446736
6,0.5,0.6902407992635841
26,0.54,0.6833716289392259
99,0.5,0.6582991572553186
178,0.49,0.6311659344741039
122,0.42,0.6503996113823067
35,0.42,0.6802805022932646
45,0.39,0.6768459171310857
69,0.34,0.6686029127418558
62,0.29,0.6710071223553812
48,0.27,0.6758155415824318
50,0.25,0.6751286245499961
80,0.27,0.6648248690634588
165,0.26,0.6356308951849367
160,0.28,0.6373481877660262
112,0.28,0.6538341965444858
97,0.31,0.6589860742877544
72,0.39,0.6675725371932021
51,0.39,0.6747851660337781
34,0.42,0.6806239608094826
14,0.49,0.6874931311338408
7,0.54,0.6898973407473661
3,0.54,0.6912711748122378
4,0.63,0.6909277162960198
24,0.68,0.6840585459716617
74,0.73,0.6668856201607662
216,0.74,0.6181145108578233
140,0.74,0.6442173580903844
44,0.69,0.6771893756473035
64,0.47,0.6703202053229453
71,0.47,0.6679159957094201
110,0.35,0.6545211135769216
84,0.26,0.6634510349985872
74,0.21,0.6668856201607662
