hr,cnt,Predicted Y
10,59,173.4730887094055
11,72,183.81088087931144
12,89,194.14867304921742
13,101,204.48646521912337
14,118,214.82425738902936
15,129,225.1620495589353
16,128,235.4998417288413
17,83,245.83763389874727
18,84,256.1754260686532
19,74,266.5132182385592
20,41,276.8510104084652
21,57,287.1888025783711
22,26,297.5265947482771
23,44,307.8643869181831
0,39,70.09516701034579
1,23,80.43295918025176
2,16,90.77075135015772
3,15,101.1085435200637
4,1,111.44633568996966
5,2,121.78412785987564
6,1,132.12192002978162
7,3,142.45971219968757
8,18,152.79750436959353
9,32,163.1352965394995
10,79,173.4730887094055
11,93,183.81088087931144
12,104,194.14867304921742
13,118,204.48646521912337
14,91,214.82425738902936
15,113,225.1620495589353
16,99,235.4998417288413
17,105,245.83763389874727
18,67,256.1754260686532
19,61,266.5132182385592
20,57,276.8510104084652
21,28,287.1888025783711
22,21,297.5265947482771
23,18,307.8643869181831
0,17,70.09516701034579
1,16,80.43295918025176
2,8,90.77075135015772
3,2,101.1085435200637
4,3,111.44633568996966
5,1,121.78412785987564
6,5,132.12192002978162
7,13,142.45971219968757
8,33,152.79750436959353
9,47,163.1352965394995
10,57,173.4730887094055
11,64,183.81088087931144
12,80,194.14867304921742
13,93,204.48646521912337
14,86,214.82425738902936
15,93,225.1620495589353
16,82,235.4998417288413
17,71,245.83763389874727
18,92,256.1754260686532
19,60,266.5132182385592
20,33,276.8510104084652
21,27,287.1888025783711
22,13,297.5265947482771
23,4,307.8643869181831
12,3,194.14867304921742
13,22,204.48646521912337
14,28,214.82425738902936
15,35,225.1620495589353
16,61,235.4998417288413
17,125,245.83763389874727
18,133,256.1754260686532
19,99,266.5132182385592
20,83,276.8510104084652
21,41,287.1888025783711
22,33,297.5265947482771
23,20,307.8643869181831
0,3,70.09516701034579
1,7,80.43295918025176
2,3,90.77075135015772
4,2,111.44633568996966
5,7,121.78412785987564
6,32,132.12192002978162
7,90,142.45971219968757
8,197,152.79750436959353
9,109,163.1352965394995
10,47,173.4730887094055
11,52,183.81088087931144
12,70,194.14867304921742
13,78,204.48646521912337
14,75,214.82425738902936
15,82,225.1620495589353
16,104,235.4998417288413
17,197,245.83763389874727
18,161,256.1754260686532
19,112,266.5132182385592
20,76,276.8510104084652
21,59,287.1888025783711
22,59,297.5265947482771
23,28,307.8643869181831
0,13,70.09516701034579
1,5,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
4,1,111.44633568996966
5,6,121.78412785987564
6,35,132.12192002978162
7,101,142.45971219968757
8,249,152.79750436959353
9,143,163.1352965394995
10,57,173.4730887094055
11,68,183.81088087931144
12,84,194.14867304921742
13,98,204.48646521912337
14,81,214.82425738902936
15,70,225.1620495589353
16,91,235.4998417288413
17,215,245.83763389874727
18,185,256.1754260686532
19,152,266.5132182385592
20,126,276.8510104084652
21,57,287.1888025783711
22,56,297.5265947482771
23,31,307.8643869181831
0,21,70.09516701034579
1,6,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
4,1,111.44633568996966
5,5,121.78412785987564
6,27,132.12192002978162
7,68,142.45971219968757
8,217,152.79750436959353
9,166,163.1352965394995
10,63,173.4730887094055
11,59,183.81088087931144
12,78,194.14867304921742
13,73,204.48646521912337
14,62,214.82425738902936
15,65,225.1620495589353
16,97,235.4998417288413
17,161,245.83763389874727
18,120,256.1754260686532
19,96,266.5132182385592
20,53,276.8510104084652
21,41,287.1888025783711
22,34,297.5265947482771
23,27,307.8643869181831
0,13,70.09516701034579
1,12,80.43295918025176
2,11,90.77075135015772
3,7,101.1085435200637
4,3,111.44633568996966
6,2,132.12192002978162
7,8,142.45971219968757
8,27,152.79750436959353
9,40,163.1352965394995
10,53,173.4730887094055
11,63,183.81088087931144
12,70,194.14867304921742
13,84,204.48646521912337
14,75,214.82425738902936
15,103,225.1620495589353
16,83,235.4998417288413
17,67,245.83763389874727
18,54,256.1754260686532
19,59,266.5132182385592
20,45,276.8510104084652
21,39,287.1888025783711
22,30,297.5265947482771
23,33,307.8643869181831
0,22,70.09516701034579
1,13,80.43295918025176
2,18,90.77075135015772
3,5,101.1085435200637
5,3,121.78412785987564
6,1,132.12192002978162
7,2,142.45971219968757
8,19,152.79750436959353
9,28,163.1352965394995
10,58,173.4730887094055
11,99,183.81088087931144
12,116,194.14867304921742
13,87,204.48646521912337
14,110,214.82425738902936
15,77,225.1620495589353
16,65,235.4998417288413
17,55,245.83763389874727
18,49,256.1754260686532
19,50,266.5132182385592
20,35,276.8510104084652
21,25,287.1888025783711
22,28,297.5265947482771
23,21,307.8643869181831
0,7,70.09516701034579
1,1,80.43295918025176
3,1,101.1085435200637
4,1,111.44633568996966
5,5,121.78412785987564
6,15,132.12192002978162
7,84,142.45971219968757
8,177,152.79750436959353
9,102,163.1352965394995
10,40,173.4730887094055
11,46,183.81088087931144
12,63,194.14867304921742
13,60,204.48646521912337
14,45,214.82425738902936
15,57,225.1620495589353
16,70,235.4998417288413
17,184,245.83763389874727
18,153,256.1754260686532
19,106,266.5132182385592
20,81,276.8510104084652
21,59,287.1888025783711
22,35,297.5265947482771
23,24,307.8643869181831
0,9,70.09516701034579
1,5,80.43295918025176
2,2,90.77075135015772
4,1,111.44633568996966
5,9,121.78412785987564
6,36,132.12192002978162
7,108,142.45971219968757
8,238,152.79750436959353
9,144,163.1352965394995
10,55,173.4730887094055
11,61,183.81088087931144
12,106,194.14867304921742
13,93,204.48646521912337
14,68,214.82425738902936
15,84,225.1620495589353
16,116,235.4998417288413
17,222,245.83763389874727
18,225,256.1754260686532
19,146,266.5132182385592
20,119,276.8510104084652
21,45,287.1888025783711
22,53,297.5265947482771
23,40,307.8643869181831
0,17,70.09516701034579
1,5,80.43295918025176
2,10,90.77075135015772
5,1,121.78412785987564
6,8,132.12192002978162
7,30,142.45971219968757
8,72,152.79750436959353
9,58,163.1352965394995
10,28,173.4730887094055
11,41,183.81088087931144
12,48,194.14867304921742
13,47,204.48646521912337
14,36,214.82425738902936
15,43,225.1620495589353
16,36,235.4998417288413
17,26,245.83763389874727
16,24,235.4998417288413
17,84,245.83763389874727
18,104,256.1754260686532
19,79,266.5132182385592
20,59,276.8510104084652
21,38,287.1888025783711
22,27,297.5265947482771
23,16,307.8643869181831
0,9,70.09516701034579
1,3,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
5,4,121.78412785987564
6,16,132.12192002978162
7,60,142.45971219968757
8,157,152.79750436959353
9,101,163.1352965394995
10,49,173.4730887094055
11,30,183.81088087931144
12,29,194.14867304921742
13,31,204.48646521912337
14,38,214.82425738902936
15,41,225.1620495589353
16,80,235.4998417288413
17,149,245.83763389874727
18,109,256.1754260686532
19,89,266.5132182385592
20,62,276.8510104084652
21,58,287.1888025783711
22,26,297.5265947482771
23,23,307.8643869181831
0,28,70.09516701034579
1,20,80.43295918025176
2,15,90.77075135015772
3,8,101.1085435200637
4,3,111.44633568996966
6,2,132.12192002978162
7,5,142.45971219968757
8,34,152.79750436959353
9,34,163.1352965394995
10,55,173.4730887094055
11,64,183.81088087931144
12,78,194.14867304921742
13,65,204.48646521912337
14,99,214.82425738902936
15,120,225.1620495589353
16,107,235.4998417288413
17,91,245.83763389874727
18,68,256.1754260686532
19,58,266.5132182385592
20,43,276.8510104084652
21,36,287.1888025783711
22,32,297.5265947482771
23,33,307.8643869181831
0,33,70.09516701034579
1,29,80.43295918025176
2,11,90.77075135015772
3,8,101.1085435200637
4,1,111.44633568996966
5,3,121.78412785987564
7,3,142.45971219968757
8,12,152.79750436959353
9,38,163.1352965394995
10,64,173.4730887094055
11,59,183.81088087931144
12,97,194.14867304921742
13,84,204.48646521912337
14,122,214.82425738902936
15,109,225.1620495589353
16,123,235.4998417288413
17,77,245.83763389874727
18,65,256.1754260686532
19,55,266.5132182385592
20,33,276.8510104084652
21,28,287.1888025783711
22,21,297.5265947482771
23,21,307.8643869181831
0,7,70.09516701034579
1,7,80.43295918025176
2,1,90.77075135015772
3,2,101.1085435200637
4,2,111.44633568996966
5,8,121.78412785987564
6,37,132.12192002978162
7,72,142.45971219968757
8,185,152.79750436959353
9,112,163.1352965394995
10,69,173.4730887094055
11,48,183.81088087931144
12,68,194.14867304921742
13,54,204.48646521912337
14,86,214.82425738902936
15,44,225.1620495589353
16,86,235.4998417288413
17,161,245.83763389874727
18,156,256.1754260686532
19,111,266.5132182385592
20,78,276.8510104084652
21,56,287.1888025783711
22,34,297.5265947482771
23,17,307.8643869181831
0,8,70.09516701034579
1,3,80.43295918025176
2,2,90.77075135015772
3,2,101.1085435200637
5,3,121.78412785987564
6,22,132.12192002978162
7,52,142.45971219968757
8,135,152.79750436959353
9,116,163.1352965394995
10,47,173.4730887094055
11,51,183.81088087931144
12,55,194.14867304921742
13,52,204.48646521912337
14,54,214.82425738902936
15,52,225.1620495589353
16,64,235.4998417288413
17,176,245.83763389874727
18,168,256.1754260686532
19,108,266.5132182385592
20,74,276.8510104084652
21,64,287.1888025783711
22,36,297.5265947482771
23,16,307.8643869181831
0,2,70.09516701034579
1,3,80.43295918025176
2,4,90.77075135015772
3,1,101.1085435200637
4,1,111.44633568996966
5,3,121.78412785987564
6,18,132.12192002978162
7,49,142.45971219968757
8,155,152.79750436959353
9,123,163.1352965394995
10,61,173.4730887094055
11,52,183.81088087931144
12,64,194.14867304921742
13,75,204.48646521912337
14,63,214.82425738902936
15,76,225.1620495589353
16,103,235.4998417288413
17,190,245.83763389874727
18,182,256.1754260686532
19,91,266.5132182385592
20,75,276.8510104084652
21,63,287.1888025783711
22,40,297.5265947482771
23,32,307.8643869181831
0,12,70.09516701034579
1,5,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
5,2,121.78412785987564
6,39,132.12192002978162
7,87,142.45971219968757
8,188,152.79750436959353
9,133,163.1352965394995
10,52,173.4730887094055
11,64,183.81088087931144
12,69,194.14867304921742
13,51,204.48646521912337
14,47,214.82425738902936
15,60,225.1620495589353
16,78,235.4998417288413
17,175,245.83763389874727
18,147,256.1754260686532
19,96,266.5132182385592
20,109,276.8510104084652
21,54,287.1888025783711
22,41,297.5265947482771
23,38,307.8643869181831
0,13,70.09516701034579
1,7,80.43295918025176
2,1,90.77075135015772
3,1,101.1085435200637
5,7,121.78412785987564
6,28,132.12192002978162
7,87,142.45971219968757
8,220,152.79750436959353
9,127,163.1352965394995
10,51,173.4730887094055
11,64,183.81088087931144
12,86,194.14867304921742
13,82,204.48646521912337
14,91,214.82425738902936
15,90,225.1620495589353
16,99,235.4998417288413
17,205,245.83763389874727
18,155,256.1754260686532
19,103,266.5132182385592
20,71,276.8510104084652
21,43,287.1888025783711
22,46,297.5265947482771
23,31,307.8643869181831
0,39,70.09516701034579
1,18,80.43295918025176
2,17,90.77075135015772
3,11,101.1085435200637
4,8,111.44633568996966
5,9,121.78412785987564
6,4,132.12192002978162
7,4,142.45971219968757
8,10,152.79750436959353
9,20,163.1352965394995
10,34,173.4730887094055
11,47,183.81088087931144
12,52,194.14867304921742
13,72,204.48646521912337
14,55,214.82425738902936
15,60,225.1620495589353
16,71,235.4998417288413
17,78,245.83763389874727
18,83,256.1754260686532
19,84,266.5132182385592
20,69,276.8510104084652
21,56,287.1888025783711
22,45,297.5265947482771
23,59,307.8643869181831
0,39,70.09516701034579
1,44,80.43295918025176
2,20,90.77075135015772
3,13,101.1085435200637
4,2,111.44633568996966
5,1,121.78412785987564
6,1,132.12192002978162
7,8,142.45971219968757
8,23,152.79750436959353
9,45,163.1352965394995
10,89,173.4730887094055
11,117,183.81088087931144
12,174,194.14867304921742
13,182,204.48646521912337
14,161,214.82425738902936
15,182,225.1620495589353
16,157,235.4998417288413
17,121,245.83763389874727
18,78,256.1754260686532
19,21,266.5132182385592
20,26,276.8510104084652
21,27,287.1888025783711
22,62,297.5265947482771
23,30,307.8643869181831
0,15,70.09516701034579
1,5,80.43295918025176
2,3,90.77075135015772
3,1,101.1085435200637
4,2,111.44633568996966
5,10,121.78412785987564
6,30,132.12192002978162
7,95,142.45971219968757
8,230,152.79750436959353
9,118,163.1352965394995
10,55,173.4730887094055
11,47,183.81088087931144
12,66,194.14867304921742
13,64,204.48646521912337
14,60,214.82425738902936
15,50,225.1620495589353
16,114,235.4998417288413
17,216,245.83763389874727
18,175,256.1754260686532
19,128,266.5132182385592
20,88,276.8510104084652
21,78,287.1888025783711
22,37,297.5265947482771
23,25,307.8643869181831
0,10,70.09516701034579
1,4,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
4,3,111.44633568996966
5,2,121.78412785987564
6,39,132.12192002978162
7,100,142.45971219968757
8,243,152.79750436959353
9,135,163.1352965394995
10,48,173.4730887094055
11,50,183.81088087931144
12,65,194.14867304921742
13,50,204.48646521912337
14,64,214.82425738902936
15,51,225.1620495589353
16,83,235.4998417288413
17,176,245.83763389874727
18,152,256.1754260686532
19,101,266.5132182385592
20,56,276.8510104084652
21,54,287.1888025783711
22,29,297.5265947482771
23,12,307.8643869181831
0,17,70.09516701034579
1,7,80.43295918025176
2,3,90.77075135015772
3,2,101.1085435200637
5,7,121.78412785987564
6,43,132.12192002978162
7,99,142.45971219968757
8,199,152.79750436959353
9,123,163.1352965394995
10,59,173.4730887094055
11,41,183.81088087931144
12,61,194.14867304921742
13,69,204.48646521912337
14,58,214.82425738902936
15,64,225.1620495589353
16,79,235.4998417288413
17,166,245.83763389874727
18,170,256.1754260686532
19,88,266.5132182385592
20,84,276.8510104084652
21,83,287.1888025783711
22,46,297.5265947482771
23,37,307.8643869181831
0,16,70.09516701034579
1,7,80.43295918025176
2,3,90.77075135015772
4,1,111.44633568996966
5,6,121.78412785987564
6,26,132.12192002978162
7,99,142.45971219968757
8,178,152.79750436959353
9,122,163.1352965394995
10,35,173.4730887094055
11,45,183.81088087931144
12,69,194.14867304921742
13,62,204.48646521912337
14,48,214.82425738902936
15,50,225.1620495589353
16,80,235.4998417288413
17,165,245.83763389874727
18,160,256.1754260686532
19,112,266.5132182385592
20,97,276.8510104084652
21,72,287.1888025783711
22,51,297.5265947482771
23,34,307.8643869181831
0,14,70.09516701034579
1,7,80.43295918025176
2,3,90.77075135015772
5,4,121.78412785987564
6,24,132.12192002978162
7,74,142.45971219968757
8,216,152.79750436959353
9,140,163.1352965394995
10,44,173.4730887094055
11,64,183.81088087931144
12,71,194.14867304921742
13,110,204.48646521912337
14,84,214.82425738902936
15,74,225.1620495589353
16,125,235.4998417288413
17,211,245.83763389874727
18,174,256.1754260686532
19,101,266.5132182385592
20,63,276.8510104084652
21,47,287.1888025783711
22,43,297.5265947482771
23,53,307.8643869181831
0,30,70.09516701034579
1,24,80.43295918025176
2,15,90.77075135015772
3,10,101.1085435200637
4,4,111.44633568996966
5,1,121.78412785987564
6,2,132.12192002978162
7,11,142.45971219968757
8,30,152.79750436959353
9,43,163.1352965394995
10,84,173.4730887094055
11,114,183.81088087931144
12,120,194.14867304921742
13,135,204.48646521912337
14,120,214.82425738902936
15,174,225.1620495589353
16,145,235.4998417288413
17,137,245.83763389874727
18,64,256.1754260686532
19,41,266.5132182385592
20,40,276.8510104084652
21,51,287.1888025783711
22,45,297.5265947482771
23,32,307.8643869181831
0,39,70.09516701034579
1,24,80.43295918025176
2,20,90.77075135015772
3,12,101.1085435200637
4,2,111.44633568996966
6,5,132.12192002978162
7,3,142.45971219968757
8,12,152.79750436959353
9,47,163.1352965394995
10,105,173.4730887094055
11,112,183.81088087931144
12,152,194.14867304921742
13,154,204.48646521912337
14,161,214.82425738902936
15,162,225.1620495589353
16,134,235.4998417288413
17,125,245.83763389874727
18,95,256.1754260686532
19,61,266.5132182385592
20,47,276.8510104084652
21,51,287.1888025783711
22,36,297.5265947482771
23,30,307.8643869181831
0,11,70.09516701034579
1,7,80.43295918025176
2,2,90.77075135015772
3,2,101.1085435200637
4,2,111.44633568996966
5,3,121.78412785987564
6,26,132.12192002978162
7,98,142.45971219968757
8,256,152.79750436959353
9,130,163.1352965394995
10,55,173.4730887094055
11,53,183.81088087931144
12,126,194.14867304921742
13,120,204.48646521912337
14,90,214.82425738902936
15,90,225.1620495589353
16,118,235.4998417288413
17,243,245.83763389874727
18,205,256.1754260686532
19,98,266.5132182385592
20,70,276.8510104084652
21,43,287.1888025783711
22,45,297.5265947482771
23,20,307.8643869181831
0,19,70.09516701034579
1,5,80.43295918025176
2,3,90.77075135015772
4,1,111.44633568996966
5,4,121.78412785987564
6,30,132.12192002978162
7,105,142.45971219968757
8,223,152.79750436959353
9,110,163.1352965394995
10,52,173.4730887094055
11,57,183.81088087931144
12,71,194.14867304921742
13,82,204.48646521912337
14,79,214.82425738902936
15,85,225.1620495589353
16,98,235.4998417288413
17,206,245.83763389874727
18,212,256.1754260686532
19,145,266.5132182385592
20,101,276.8510104084652
21,66,287.1888025783711
22,41,297.5265947482771
23,20,307.8643869181831
0,15,70.09516701034579
1,9,80.43295918025176
3,1,101.1085435200637
4,1,111.44633568996966
5,5,121.78412785987564
6,33,132.12192002978162
7,108,142.45971219968757
8,230,152.79750436959353
9,124,163.1352965394995
10,69,173.4730887094055
11,66,183.81088087931144
12,86,194.14867304921742
13,93,204.48646521912337
14,82,214.82425738902936
15,117,225.1620495589353
16,122,235.4998417288413
17,255,245.83763389874727
18,222,256.1754260686532
19,161,266.5132182385592
20,118,276.8510104084652
21,92,287.1888025783711
22,73,297.5265947482771
23,33,307.8643869181831
0,17,70.09516701034579
1,6,80.43295918025176
2,6,90.77075135015772
3,4,101.1085435200637
4,4,111.44633568996966
5,12,121.78412785987564
6,47,132.12192002978162
7,126,142.45971219968757
8,285,152.79750436959353
9,179,163.1352965394995
10,88,173.4730887094055
11,90,183.81088087931144
12,101,194.14867304921742
13,123,204.48646521912337
14,81,214.82425738902936
15,106,225.1620495589353
16,146,235.4998417288413
17,274,245.83763389874727
18,222,256.1754260686532
19,175,266.5132182385592
20,139,276.8510104084652
21,124,287.1888025783711
22,76,297.5265947482771
23,44,307.8643869181831
0,32,70.09516701034579
1,8,80.43295918025176
2,7,90.77075135015772
3,8,101.1085435200637
4,1,111.44633568996966
5,7,121.78412785987564
6,50,132.12192002978162
7,116,142.45971219968757
8,272,152.79750436959353
9,169,163.1352965394995
10,95,173.4730887094055
11,113,183.81088087931144
12,185,194.14867304921742
13,176,204.48646521912337
14,191,214.82425738902936
15,172,225.1620495589353
16,232,235.4998417288413
17,327,245.83763389874727
18,224,256.1754260686532
19,162,266.5132182385592
20,124,276.8510104084652
21,72,287.1888025783711
22,107,297.5265947482771
23,77,307.8643869181831
0,29,70.09516701034579
1,31,80.43295918025176
2,17,90.77075135015772
3,7,101.1085435200637
4,3,111.44633568996966
5,3,121.78412785987564
6,6,132.12192002978162
7,22,142.45971219968757
8,45,152.79750436959353
9,55,163.1352965394995
10,106,173.4730887094055
11,123,183.81088087931144
12,119,194.14867304921742
13,155,204.48646521912337
14,196,214.82425738902936
15,171,225.1620495589353
16,120,235.4998417288413
17,127,245.83763389874727
18,88,256.1754260686532
19,59,266.5132182385592
20,47,276.8510104084652
21,33,287.1888025783711
22,44,297.5265947482771
23,29,307.8643869181831
0,17,70.09516701034579
1,16,80.43295918025176
2,17,90.77075135015772
3,18,101.1085435200637
4,1,111.44633568996966
6,2,132.12192002978162
7,2,142.45971219968757
8,24,152.79750436959353
9,55,163.1352965394995
10,104,173.4730887094055
11,161,183.81088087931144
12,182,194.14867304921742
13,198,204.48646521912337
14,212,214.82425738902936
15,168,225.1620495589353
16,147,235.4998417288413
17,146,245.83763389874727
18,101,256.1754260686532
19,42,266.5132182385592
20,42,276.8510104084652
21,56,287.1888025783711
22,47,297.5265947482771
23,54,307.8643869181831
0,37,70.09516701034579
1,13,80.43295918025176
2,4,90.77075135015772
3,5,101.1085435200637
4,1,111.44633568996966
5,3,121.78412785987564
6,8,132.12192002978162
