casual,instant,Predicted Y
5,315,8195.887839052346
9,316,8260.317183518411
3,317,8163.673166819314
4,318,8179.780502935831
5,319,8195.887839052346
3,320,8163.673166819314
0,321,8115.351158469766
4,322,8179.780502935831
2,323,8147.565830702798
1,324,8131.4584945862825
3,325,8163.673166819314
2,326,8147.565830702798
0,327,8115.351158469766
1,328,8131.4584945862825
0,329,8115.351158469766
0,330,8115.351158469766
1,331,8131.4584945862825
1,332,8131.4584945862825
1,333,8131.4584945862825
2,334,8147.565830702798
2,335,8147.565830702798
18,336,8405.283208567056
15,337,8356.961200217507
21,338,8453.605216916603
26,339,8534.141897499185
21,340,8453.605216916603
33,341,8646.893250314797
29,342,8582.463905848732
15,343,8356.961200217507
14,344,8340.85386410099
6,345,8211.995175168862
6,346,8211.995175168862
0,347,8115.351158469766
5,348,8195.887839052346
6,349,8211.995175168862
4,350,8179.780502935831
3,351,8163.673166819314
9,352,8260.317183518411
0,353,8115.351158469766
1,354,8131.4584945862825
0,355,8115.351158469766
0,356,8115.351158469766
0,357,8115.351158469766
3,358,8163.673166819314
8,359,8244.209847401895
23,360,8485.819889149636
29,361,8582.463905848732
23,362,8485.819889149636
22,363,8469.71255303312
35,364,8679.107922547828
22,365,8469.71255303312
23,366,8485.819889149636
11,367,8292.531855751444
14,368,8340.85386410099
7,369,8228.102511285379
6,370,8211.995175168862
2,371,8147.565830702798
0,372,8115.351158469766
1,373,8131.4584945862825
1,374,8131.4584945862825
0,375,8115.351158469766
0,376,8115.351158469766
1,377,8131.4584945862825
0,378,8115.351158469766
0,379,8115.351158469766
4,380,8179.780502935831
3,381,8163.673166819314
8,382,8244.209847401895
7,383,8228.102511285379
9,384,8260.317183518411
10,385,8276.424519634927
13,386,8324.746527984475
12,387,8308.639191867958
21,388,8453.605216916603
6,389,8211.995175168862
4,390,8179.780502935831
7,391,8228.102511285379
2,392,8147.565830702798
4,393,8179.780502935831
3,394,8163.673166819314
0,395,8115.351158469766
1,396,8131.4584945862825
0,397,8115.351158469766
0,398,8115.351158469766
2,399,8147.565830702798
3,400,8163.673166819314
0,401,8115.351158469766
1,402,8131.4584945862825
1,403,8131.4584945862825
1,404,8131.4584945862825
0,405,8115.351158469766
0,406,8115.351158469766
0,407,8115.351158469766
1,408,8131.4584945862825
0,409,8115.351158469766
1,410,8131.4584945862825
0,411,8115.351158469766
1,412,8131.4584945862825
0,413,8115.351158469766
0,414,8115.351158469766
1,415,8131.4584945862825
1,416,8131.4584945862825
2,417,8147.565830702798
1,418,8131.4584945862825
5,419,8195.887839052346
5,420,8195.887839052346
11,421,8292.531855751444
7,422,8228.102511285379
4,423,8179.780502935831
10,424,8276.424519634927
7,425,8228.102511285379
5,426,8195.887839052346
4,427,8179.780502935831
2,428,8147.565830702798
4,429,8179.780502935831
6,430,8211.995175168862
1,431,8131.4584945862825
5,432,8195.887839052346
2,433,8147.565830702798
0,434,8115.351158469766
0,435,8115.351158469766
0,436,8115.351158469766
0,437,8115.351158469766
0,438,8115.351158469766
1,439,8131.4584945862825
2,440,8147.565830702798
3,441,8163.673166819314
1,442,8131.4584945862825
5,443,8195.887839052346
7,444,8228.102511285379
12,445,8308.639191867958
6,446,8211.995175168862
8,447,8244.209847401895
8,448,8244.209847401895
8,449,8244.209847401895
1,450,8131.4584945862825
6,451,8211.995175168862
2,452,8147.565830702798
3,453,8163.673166819314
0,454,8115.351158469766
3,455,8163.673166819314
1,456,8131.4584945862825
0,457,8115.351158469766
0,458,8115.351158469766
0,459,8115.351158469766
0,460,8115.351158469766
1,461,8131.4584945862825
0,462,8115.351158469766
2,463,8147.565830702798
7,464,8228.102511285379
7,465,8228.102511285379
6,466,8211.995175168862
6,467,8211.995175168862
11,468,8292.531855751444
8,469,8244.209847401895
6,470,8211.995175168862
4,471,8179.780502935831
0,472,8115.351158469766
10,473,8276.424519634927
1,474,8131.4584945862825
3,475,8163.673166819314
1,476,8131.4584945862825
0,477,8115.351158469766
1,478,8131.4584945862825
0,479,8115.351158469766
0,480,8115.351158469766
3,481,8163.673166819314
0,482,8115.351158469766
1,483,8131.4584945862825
0,484,8115.351158469766
0,485,8115.351158469766
0,486,8115.351158469766
1,487,8131.4584945862825
3,488,8163.673166819314
3,489,8163.673166819314
4,490,8179.780502935831
10,491,8276.424519634927
12,492,8308.639191867958
11,493,8292.531855751444
10,494,8276.424519634927
11,495,8292.531855751444
8,496,8244.209847401895
0,497,8115.351158469766
6,498,8211.995175168862
1,499,8131.4584945862825
0,500,8115.351158469766
7,501,8228.102511285379
2,502,8147.565830702798
2,503,8147.565830702798
1,504,8131.4584945862825
3,505,8163.673166819314
1,506,8131.4584945862825
0,507,8115.351158469766
0,508,8115.351158469766
1,509,8131.4584945862825
2,510,8147.565830702798
3,511,8163.673166819314
7,512,8228.102511285379
22,513,8469.71255303312
24,514,8501.927225266152
12,515,8308.639191867958
17,516,8389.17587245054
13,517,8324.746527984475
9,518,8260.317183518411
5,519,8195.887839052346
5,520,8195.887839052346
5,521,8195.887839052346
4,522,8179.780502935831
5,523,8195.887839052346
5,524,8195.887839052346
4,525,8179.780502935831
0,526,8115.351158469766
0,527,8115.351158469766
0,528,8115.351158469766
0,529,8115.351158469766
0,530,8115.351158469766
0,531,8115.351158469766
5,532,8195.887839052346
6,533,8211.995175168862
4,534,8179.780502935831
6,535,8211.995175168862
3,536,8163.673166819314
11,537,8292.531855751444
6,538,8211.995175168862
2,539,8147.565830702798
7,540,8228.102511285379
4,541,8179.780502935831
6,542,8211.995175168862
8,543,8244.209847401895
5,544,8195.887839052346
1,545,8131.4584945862825
6,546,8211.995175168862
3,547,8163.673166819314
3,548,8163.673166819314
3,549,8163.673166819314
0,550,8115.351158469766
0,551,8115.351158469766
0,552,8115.351158469766
0,553,8115.351158469766
1,554,8131.4584945862825
5,555,8195.887839052346
5,556,8195.887839052346
10,557,8276.424519634927
6,558,8211.995175168862
6,559,8211.995175168862
21,560,8453.605216916603
21,561,8453.605216916603
11,562,8292.531855751444
21,563,8453.605216916603
14,564,8340.85386410099
14,565,8340.85386410099
7,566,8228.102511285379
13,567,8324.746527984475
16,568,8373.068536334024
5,569,8195.887839052346
4,570,8179.780502935831
3,571,8163.673166819314
3,572,8163.673166819314
0,573,8115.351158469766
3,574,8163.673166819314
0,575,8115.351158469766
0,576,8115.351158469766
1,577,8131.4584945862825
3,578,8163.673166819314
3,579,8163.673166819314
2,580,8147.565830702798
6,581,8211.995175168862
7,582,8228.102511285379
4,583,8179.780502935831
0,584,8115.351158469766
1,585,8131.4584945862825
1,586,8131.4584945862825
0,587,8115.351158469766
1,588,8131.4584945862825
2,589,8147.565830702798
3,590,8163.673166819314
3,591,8163.673166819314
4,592,8179.780502935831
2,593,8147.565830702798
0,594,8115.351158469766
0,595,8115.351158469766
0,596,8115.351158469766
1,597,8131.4584945862825
0,598,8115.351158469766
1,599,8131.4584945862825
0,600,8115.351158469766
0,601,8115.351158469766
2,602,8147.565830702798
2,603,8147.565830702798
6,604,8211.995175168862
0,605,8115.351158469766
0,606,8115.351158469766
1,607,8131.4584945862825
0,608,8115.351158469766
2,609,8147.565830702798
1,610,8131.4584945862825
10,611,8276.424519634927
2,612,8147.565830702798
2,613,8147.565830702798
5,614,8195.887839052346
1,615,8131.4584945862825
1,616,8131.4584945862825
0,617,8115.351158469766
1,618,8131.4584945862825
2,619,8147.565830702798
0,620,8115.351158469766
0,621,8115.351158469766
3,622,8163.673166819314
1,623,8131.4584945862825
0,624,8115.351158469766
1,625,8131.4584945862825
3,626,8163.673166819314
0,627,8115.351158469766
4,628,8179.780502935831
4,629,8179.780502935831
12,630,8308.639191867958
9,631,8260.317183518411
10,632,8276.424519634927
22,633,8469.71255303312
19,634,8421.39054468357
9,635,8260.317183518411
9,636,8260.317183518411
6,637,8211.995175168862
1,638,8131.4584945862825
1,639,8131.4584945862825
4,640,8179.780502935831
3,641,8163.673166819314
0,642,8115.351158469766
7,643,8228.102511285379
1,644,8131.4584945862825
1,645,8131.4584945862825
0,646,8115.351158469766
0,647,8115.351158469766
0,648,8115.351158469766
1,649,8131.4584945862825
4,650,8179.780502935831
7,651,8228.102511285379
9,652,8260.317183518411
10,653,8276.424519634927
13,654,8324.746527984475
18,655,8405.283208567056
14,656,8340.85386410099
19,657,8421.39054468357
6,658,8211.995175168862
8,659,8244.209847401895
9,660,8260.317183518411
3,661,8163.673166819314
3,662,8163.673166819314
2,663,8147.565830702798
5,664,8195.887839052346
1,665,8131.4584945862825
2,666,8147.565830702798
0,667,8115.351158469766
0,668,8115.351158469766
0,669,8115.351158469766
0,670,8115.351158469766
0,671,8115.351158469766
1,672,8131.4584945862825
3,673,8163.673166819314
0,674,8115.351158469766
1,675,8131.4584945862825
2,676,8147.565830702798
6,677,8211.995175168862
2,678,8147.565830702798
1,679,8131.4584945862825
3,680,8163.673166819314
3,681,8163.673166819314
6,682,8211.995175168862
3,683,8163.673166819314
3,684,8163.673166819314
0,685,8115.351158469766
3,686,8163.673166819314
0,687,8115.351158469766
2,688,8147.565830702798
2,689,8147.565830702798
0,690,8115.351158469766
0,691,8115.351158469766
0,692,8115.351158469766
0,693,8115.351158469766
0,694,8115.351158469766
0,695,8115.351158469766
3,696,8163.673166819314
2,697,8147.565830702798
0,698,8115.351158469766
2,699,8147.565830702798
2,700,8147.565830702798
3,701,8163.673166819314
5,702,8195.887839052346
7,703,8228.102511285379
3,704,8163.673166819314
4,705,8179.780502935831
3,706,8163.673166819314
3,707,8163.673166819314
5,708,8195.887839052346
0,709,8115.351158469766
2,710,8147.565830702798
1,711,8131.4584945862825
0,712,8115.351158469766
0,713,8115.351158469766
4,714,8179.780502935831
0,715,8115.351158469766
0,716,8115.351158469766
0,717,8115.351158469766
1,718,8131.4584945862825
1,719,8131.4584945862825
1,720,8131.4584945862825
4,721,8179.780502935831
2,722,8147.565830702798
5,723,8195.887839052346
3,724,8163.673166819314
1,725,8131.4584945862825
2,726,8147.565830702798
10,727,8276.424519634927
8,728,8244.209847401895
7,729,8228.102511285379
7,730,8228.102511285379
3,731,8163.673166819314
4,732,8179.780502935831
1,733,8131.4584945862825
5,734,8195.887839052346
3,735,8163.673166819314
1,736,8131.4584945862825
0,737,8115.351158469766
0,738,8115.351158469766
0,739,8115.351158469766
0,740,8115.351158469766
0,741,8115.351158469766
1,742,8131.4584945862825
4,743,8179.780502935831
6,744,8211.995175168862
2,745,8147.565830702798
9,746,8260.317183518411
2,747,8147.565830702798
4,748,8179.780502935831
4,749,8179.780502935831
4,750,8179.780502935831
5,751,8195.887839052346
5,752,8195.887839052346
2,753,8147.565830702798
4,754,8179.780502935831
1,755,8131.4584945862825
1,756,8131.4584945862825
2,757,8147.565830702798
4,758,8179.780502935831
3,759,8163.673166819314
0,760,8115.351158469766
0,761,8115.351158469766
0,762,8115.351158469766
0,763,8115.351158469766
2,764,8147.565830702798
0,765,8115.351158469766
3,766,8163.673166819314
3,767,8163.673166819314
5,768,8195.887839052346
3,769,8163.673166819314
8,770,8244.209847401895
9,771,8260.317183518411
15,772,8356.961200217507
9,773,8260.317183518411
8,774,8244.209847401895
10,775,8276.424519634927
3,776,8163.673166819314
1,777,8131.4584945862825
2,778,8147.565830702798
2,779,8147.565830702798
1,780,8131.4584945862825
1,781,8131.4584945862825
3,782,8163.673166819314
1,783,8131.4584945862825
5,784,8195.887839052346
1,785,8131.4584945862825
0,786,8115.351158469766
0,787,8115.351158469766
0,788,8115.351158469766
0,789,8115.351158469766
0,790,8115.351158469766
3,791,8163.673166819314
3,792,8163.673166819314
1,793,8131.4584945862825
10,794,8276.424519634927
10,795,8276.424519634927
5,796,8195.887839052346
11,797,8292.531855751444
8,798,8244.209847401895
14,799,8340.85386410099
2,800,8147.565830702798
6,801,8211.995175168862
5,802,8195.887839052346
3,803,8163.673166819314
2,804,8147.565830702798
7,805,8228.102511285379
2,806,8147.565830702798
4,807,8179.780502935831
0,808,8115.351158469766
3,809,8163.673166819314
0,810,8115.351158469766
0,811,8115.351158469766
0,812,8115.351158469766
0,813,8115.351158469766
2,814,8147.565830702798
7,815,8228.102511285379
15,816,8356.961200217507
28,817,8566.356569732216
48,818,8888.503292062538
47,819,8872.395955946022
47,820,8872.395955946022
52,821,8952.932636528602
42,822,8791.85927536344
24,823,8501.927225266152
13,824,8324.746527984475
1,825,8131.4584945862825
5,826,8195.887839052346
5,827,8195.887839052346
5,828,8195.887839052346
4,829,8179.780502935831
1,830,8131.4584945862825
1,831,8131.4584945862825
0,832,8115.351158469766
0,833,8115.351158469766
1,834,8131.4584945862825
1,835,8131.4584945862825
1,836,8131.4584945862825
6,837,8211.995175168862
7,838,8228.102511285379
3,839,8163.673166819314
6,840,8211.995175168862
11,841,8292.531855751444
7,842,8228.102511285379
10,843,8276.424519634927
8,844,8244.209847401895
4,845,8179.780502935831
16,846,8373.068536334024
9,847,8260.317183518411
5,848,8195.887839052346
5,849,8195.887839052346
6,850,8211.995175168862
3,851,8163.673166819314
3,852,8163.673166819314
6,853,8211.995175168862
4,854,8179.780502935831
0,855,8115.351158469766
1,856,8131.4584945862825
0,857,8115.351158469766
0,858,8115.351158469766
0,859,8115.351158469766
0,860,8115.351158469766
3,861,8163.673166819314
7,862,8228.102511285379
7,863,8228.102511285379
4,864,8179.780502935831
1,865,8131.4584945862825
2,866,8147.565830702798
2,867,8147.565830702798
3,868,8163.673166819314
6,869,8211.995175168862
4,870,8179.780502935831
4,871,8179.780502935831
1,872,8131.4584945862825
1,873,8131.4584945862825
3,874,8163.673166819314
8,875,8244.209847401895
0,876,8115.351158469766
3,877,8163.673166819314
0,878,8115.351158469766
0,879,8115.351158469766
1,880,8131.4584945862825
0,881,8115.351158469766
0,882,8115.351158469766
0,883,8115.351158469766
4,884,8179.780502935831
1,885,8131.4584945862825
4,886,8179.780502935831
8,887,8244.209847401895
1,888,8131.4584945862825
4,889,8179.780502935831
2,890,8147.565830702798
2,891,8147.565830702798
3,892,8163.673166819314
7,893,8228.102511285379
9,894,8260.317183518411
2,895,8147.565830702798
1,896,8131.4584945862825
0,897,8115.351158469766
0,898,8115.351158469766
4,899,8179.780502935831
0,900,8115.351158469766
0,901,8115.351158469766
0,902,8115.351158469766
0,903,8115.351158469766
0,904,8115.351158469766
0,905,8115.351158469766
0,906,8115.351158469766
0,907,8115.351158469766
5,908,8195.887839052346
1,909,8131.4584945862825
1,910,8131.4584945862825
1,911,8131.4584945862825
4,912,8179.780502935831
3,913,8163.673166819314
6,914,8211.995175168862
0,915,8115.351158469766
4,916,8179.780502935831
6,917,8211.995175168862
3,918,8163.673166819314
2,919,8147.565830702798
4,920,8179.780502935831
2,921,8147.565830702798
4,922,8179.780502935831
1,923,8131.4584945862825
2,924,8147.565830702798
1,925,8131.4584945862825
0,926,8115.351158469766
0,927,8115.351158469766
1,928,8131.4584945862825
1,929,8131.4584945862825
4,930,8179.780502935831
8,931,8244.209847401895
5,932,8195.887839052346
12,933,8308.639191867958
7,934,8228.102511285379
21,935,8453.605216916603
17,936,8389.17587245054
12,937,8308.639191867958
14,938,8340.85386410099
18,939,8405.283208567056
9,940,8260.317183518411
7,941,8228.102511285379
2,942,8147.565830702798
1,943,8131.4584945862825
2,944,8147.565830702798
5,945,8195.887839052346
3,946,8163.673166819314
2,947,8147.565830702798
2,948,8147.565830702798
3,949,8163.673166819314
0,950,8115.351158469766
0,951,8115.351158469766
1,952,8131.4584945862825
2,953,8147.565830702798
2,954,8147.565830702798
5,955,8195.887839052346
13,956,8324.746527984475
30,957,8598.571241965248
27,958,8550.2492336157
32,959,8630.78591419828
30,960,8598.571241965248
47,961,8872.395955946022
42,962,8791.85927536344
24,963,8501.927225266152
4,964,8179.780502935831
2,965,8147.565830702798
1,966,8131.4584945862825
9,967,8260.317183518411
6,968,8211.995175168862
1,969,8131.4584945862825
5,970,8195.887839052346
1,971,8131.4584945862825
1,972,8131.4584945862825
4,973,8179.780502935831
0,974,8115.351158469766
2,975,8147.565830702798
0,976,8115.351158469766
1,977,8131.4584945862825
12,978,8308.639191867958
19,979,8421.39054468357
26,980,8534.141897499185
58,981,9049.576653227698
62,982,9114.005997693763
51,983,8936.825300412085
40,984,8759.64460313041
28,985,8566.356569732216
30,986,8598.571241965248
17,987,8389.17587245054
11,988,8292.531855751444
15,989,8356.961200217507
6,990,8211.995175168862
5,991,8195.887839052346
3,992,8163.673166819314
3,993,8163.673166819314
1,994,8131.4584945862825
0,995,8115.351158469766
1,996,8131.4584945862825
0,997,8115.351158469766
0,998,8115.351158469766
1,999,8131.4584945862825
2,1000,8147.565830702798
7,1001,8228.102511285379
8,1002,8244.209847401895
9,1003,8260.317183518411
10,1004,8276.424519634927
27,1005,8550.2492336157
27,1006,8550.2492336157
14,1007,8340.85386410099
19,1008,8421.39054468357
16,1009,8373.068536334024
25,1010,8518.034561382668
11,1011,8292.531855751444
12,1012,8308.639191867958
5,1013,8195.887839052346
8,1014,8244.209847401895
1,1015,8131.4584945862825
1,1016,8131.4584945862825
7,1017,8228.102511285379
0,1018,8115.351158469766
1,1019,8131.4584945862825
0,1020,8115.351158469766
0,1021,8115.351158469766
0,1022,8115.351158469766
2,1023,8147.565830702798
10,1024,8276.424519634927
2,1025,8147.565830702798
5,1026,8195.887839052346
11,1027,8292.531855751444
6,1028,8211.995175168862
14,1029,8340.85386410099
10,1030,8276.424519634927
11,1031,8292.531855751444
21,1032,8453.605216916603
15,1033,8356.961200217507
14,1034,8340.85386410099
3,1035,8163.673166819314
3,1036,8163.673166819314
5,1037,8195.887839052346
0,1038,8115.351158469766
0,1039,8115.351158469766
0,1040,8115.351158469766
0,1041,8115.351158469766
0,1042,8115.351158469766
0,1043,8115.351158469766
0,1044,8115.351158469766
1,1045,8131.4584945862825
5,1046,8195.887839052346
6,1047,8211.995175168862
2,1048,8147.565830702798
14,1049,8340.85386410099
7,1050,8228.102511285379
14,1051,8340.85386410099
13,1052,8324.746527984475
17,1053,8389.17587245054
35,1054,8679.107922547828
26,1055,8534.141897499185
11,1056,8292.531855751444
20,1057,8437.497880800087
18,1058,8405.283208567056
10,1059,8276.424519634927
5,1060,8195.887839052346
12,1061,8308.639191867958
2,1062,8147.565830702798
1,1063,8131.4584945862825
0,1064,8115.351158469766
2,1065,8147.565830702798
3,1066,8163.673166819314
3,1067,8163.673166819314
1,1068,8131.4584945862825
3,1069,8163.673166819314
7,1070,8228.102511285379
18,1071,8405.283208567056
16,1072,8373.068536334024
18,1073,8405.283208567056
19,1074,8421.39054468357
15,1075,8356.961200217507
15,1076,8356.961200217507
26,1077,8534.141897499185
15,1078,8356.961200217507
29,1079,8582.463905848732
18,1080,8405.283208567056
11,1081,8292.531855751444
14,1082,8340.85386410099
8,1083,8244.209847401895
5,1084,8195.887839052346
8,1085,8244.209847401895
4,1086,8179.780502935831
12,1087,8308.639191867958
1,1088,8131.4584945862825
2,1089,8147.565830702798
2,1090,8147.565830702798
0,1091,8115.351158469766
1,1092,8131.4584945862825
2,1093,8147.565830702798
8,1094,8244.209847401895
26,1095,8534.141897499185
15,1096,8356.961200217507
17,1097,8389.17587245054
31,1098,8614.678578081764
59,1099,9065.683989344214
45,1100,8840.18128371299
73,1101,9291.186694975439
55,1102,9001.25464487815
68,1103,9210.650014392859
52,1104,8952.932636528602
29,1105,8582.463905848732
16,1106,8373.068536334024
19,1107,8421.39054468357
11,1108,8292.531855751444
19,1109,8421.39054468357
16,1110,8373.068536334024
6,1111,8211.995175168862
10,1112,8276.424519634927
3,1113,8163.673166819314
0,1114,8115.351158469766
0,1115,8115.351158469766
0,1116,8115.351158469766
3,1117,8163.673166819314
6,1118,8211.995175168862
9,1119,8260.317183518411
18,1120,8405.283208567056
34,1121,8663.000586431313
47,1122,8872.395955946022
38,1123,8727.429930897377
52,1124,8952.932636528602
102,1125,9758.299442354404
84,1126,9468.367392257116
39,1127,8743.537267013893
36,1128,8695.215258664344
21,1129,8453.605216916603
5,1130,8195.887839052346
9,1131,8260.317183518411
4,1132,8179.780502935831
2,1133,8147.565830702798
4,1134,8179.780502935831
3,1135,8163.673166819314
5,1136,8195.887839052346
0,1137,8115.351158469766
9,1138,8260.317183518411
0,1139,8115.351158469766
