weathersit,windspeed,Predicted Y
1,0.1045,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.2239,0.1879634281654871
2,0.3284,0.19298167764620988
1,0.2985,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.2239,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.194,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.1343,0.19298167764620988
3,0.0,0.19799992712693265
2,0.0,0.19298167764620988
1,0.1343,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3284,0.1879634281654871
2,0.2239,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1343,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0,0.19298167764620988
3,0.1642,0.19799992712693265
3,0.1642,0.19799992712693265
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1045,0.19298167764620988
3,0.1045,0.19799992712693265
3,0.1045,0.19799992712693265
2,0.1642,0.19298167764620988
2,0.3881,0.19298167764620988
2,0.3582,0.19298167764620988
1,0.3284,0.1879634281654871
1,0.4925,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.5522,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2239,0.1879634281654871
2,0.2836,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2985,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2239,0.19298167764620988
3,0.1045,0.19799992712693265
3,0.0,0.19799992712693265
3,0.194,0.19799992712693265
3,0.0896,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.0896,0.19799992712693265
2,0.0896,0.19298167764620988
2,0.1045,0.19298167764620988
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.5821,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.194,0.1879634281654871
1,0.3284,0.1879634281654871
2,0.3582,0.19298167764620988
2,0.4478,0.19298167764620988
1,0.4179,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.2836,0.1879634281654871
2,0.194,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.1045,0.19298167764620988
1,0.2836,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.2985,0.19298167764620988
1,0.2836,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
1,0.194,0.1879634281654871
2,0.2537,0.19298167764620988
3,0.194,0.19799992712693265
3,0.194,0.19799992712693265
3,0.194,0.19799992712693265
3,0.2537,0.19799992712693265
3,0.2836,0.19799992712693265
2,0.3284,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.194,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
3,0.1343,0.19799992712693265
3,0.1343,0.19799992712693265
3,0.1343,0.19799992712693265
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
1,0.2836,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2836,0.1879634281654871
2,0.2239,0.19298167764620988
1,0.2985,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.194,0.19298167764620988
1,0.3284,0.1879634281654871
2,0.2836,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.3284,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2537,0.19298167764620988
3,0.1642,0.19799992712693265
3,0.2985,0.19799992712693265
2,0.0896,0.19298167764620988
1,0.4179,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.5821,0.1879634281654871
1,0.5821,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
2,0.3881,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2985,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.2836,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.194,0.1879634281654871
1,0.0,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1343,0.1879634281654871
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
1,0.1642,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
2,0.194,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.1642,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.2239,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.1642,0.19298167764620988
1,0.2239,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.2239,0.1879634281654871
2,0.1343,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
2,0.0896,0.19298167764620988
2,0.1642,0.19298167764620988
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
3,0.194,0.19799992712693265
3,0.2836,0.19799992712693265
3,0.2836,0.19799992712693265
3,0.2985,0.19799992712693265
3,0.2985,0.19799992712693265
3,0.2985,0.19799992712693265
3,0.2836,0.19799992712693265
3,0.3284,0.19799992712693265
3,0.3284,0.19799992712693265
3,0.3284,0.19799992712693265
3,0.3582,0.19799992712693265
3,0.4627,0.19799992712693265
4,0.3284,0.20301817660765542
3,0.3582,0.19799992712693265
1,0.194,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1642,0.1879634281654871
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
3,0.0896,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.0,0.19799992712693265
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.194,0.1879634281654871
2,0.1343,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1343,0.19298167764620988
1,0.3582,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0896,0.1879634281654871
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
1,0.2537,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
2,0.2537,0.19298167764620988
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.194,0.1879634281654871
2,0.1045,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.2537,0.1879634281654871
1,0.194,0.1879634281654871
1,0.194,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.3284,0.1879634281654871
2,0.2836,0.19298167764620988
2,0.2836,0.19298167764620988
2,0.2985,0.19298167764620988
2,0.194,0.19298167764620988
2,0.194,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.194,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.1045,0.1879634281654871
3,0.1642,0.19799992712693265
3,0.0896,0.19799992712693265
2,0.1045,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
3,0.0,0.19799992712693265
3,0.0,0.19799992712693265
3,0.0,0.19799992712693265
3,0.0,0.19799992712693265
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0896,0.19298167764620988
3,0.194,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.194,0.19799992712693265
3,0.1343,0.19799992712693265
3,0.1343,0.19799992712693265
3,0.2836,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.1045,0.19799992712693265
3,0.2239,0.19799992712693265
3,0.2239,0.19799992712693265
2,0.0896,0.19298167764620988
2,0.0,0.19298167764620988
2,0.194,0.19298167764620988
2,0.2239,0.19298167764620988
1,0.1642,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.5522,0.1879634281654871
1,0.4925,0.1879634281654871
1,0.5522,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.2985,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4478,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1343,0.1879634281654871
2,0.1343,0.19298167764620988
2,0.1343,0.19298167764620988
1,0.1642,0.1879634281654871
2,0.1642,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.2537,0.19298167764620988
2,0.2239,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1045,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1642,0.19298167764620988
3,0.1343,0.19799992712693265
3,0.0896,0.19799992712693265
3,0.0,0.19799992712693265
3,0.0896,0.19799992712693265
3,0.0896,0.19799992712693265
3,0.0896,0.19799992712693265
3,0.1343,0.19799992712693265
3,0.1343,0.19799992712693265
3,0.1642,0.19799992712693265
3,0.1642,0.19799992712693265
3,0.0,0.19799992712693265
3,0.0,0.19799992712693265
3,0.1343,0.19799992712693265
2,0.2836,0.19298167764620988
2,0.4478,0.19298167764620988
2,0.4478,0.19298167764620988
1,0.2537,0.1879634281654871
1,0.194,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.194,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.2537,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.0896,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1642,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
1,0.0,0.1879634281654871
2,0.0,0.19298167764620988
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0896,0.1879634281654871
2,0.0,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.0896,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.1642,0.19298167764620988
2,0.1343,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
1,0.0,0.1879634281654871
1,0.0896,0.1879634281654871
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.0,0.19298167764620988
2,0.1045,0.19298167764620988
3,0.1642,0.19799992712693265
1,0.1642,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4179,0.1879634281654871
1,0.4925,0.1879634281654871
1,0.4925,0.1879634281654871
1,0.5522,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.4925,0.1879634281654871
2,0.4478,0.19298167764620988
1,0.4179,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.5224,0.1879634281654871
1,0.5821,0.1879634281654871
1,0.3881,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.4627,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.3284,0.1879634281654871
1,0.3582,0.1879634281654871
1,0.2239,0.1879634281654871
1,0.2836,0.1879634281654871
1,0.1343,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
1,0.1045,0.1879634281654871
1,0.0,0.1879634281654871
