casual,weekday,Predicted Y
8,5,2.9668418058418617
8,5,2.9668418058418617
20,5,2.9828154330345837
9,5,2.968172941441255
16,5,2.9774908906370094
19,5,2.9814842974351903
9,5,2.968172941441255
9,5,2.968172941441255
7,5,2.9655106702424683
9,5,2.968172941441255
5,5,2.962848399043681
9,5,2.968172941441255
7,5,2.9655106702424683
3,5,2.960186127844894
1,5,2.957523856646107
0,5,2.9561927210467136
2,5,2.9588549922455005
1,5,2.957523856646107
1,6,2.957523856646107
1,6,2.957523856646107
3,6,2.960186127844894
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
1,6,2.957523856646107
0,6,2.9561927210467136
0,6,2.9561927210467136
5,6,2.962848399043681
2,6,2.9588549922455005
8,6,2.9668418058418617
7,6,2.9655106702424683
12,6,2.9721663482394356
5,6,2.962848399043681
8,6,2.9668418058418617
5,6,2.962848399043681
3,6,2.960186127844894
4,6,2.9615172634442875
0,6,2.9561927210467136
2,6,2.9588549922455005
1,6,2.957523856646107
0,6,2.9561927210467136
1,0,2.957523856646107
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
1,0,2.957523856646107
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
2,0,2.9588549922455005
4,0,2.9615172634442875
6,0,2.964179534643075
8,0,2.9668418058418617
5,0,2.962848399043681
13,0,2.973497483838829
3,0,2.960186127844894
4,0,2.9615172634442875
1,0,2.957523856646107
0,0,2.9561927210467136
1,0,2.957523856646107
5,0,2.962848399043681
0,0,2.9561927210467136
2,1,2.9588549922455005
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
2,1,2.9588549922455005
4,1,2.9615172634442875
2,1,2.9588549922455005
0,1,2.9561927210467136
2,1,2.9588549922455005
5,1,2.962848399043681
4,1,2.9615172634442875
0,1,2.9561927210467136
2,1,2.9588549922455005
4,1,2.9615172634442875
4,1,2.9615172634442875
1,1,2.957523856646107
3,1,2.960186127844894
1,1,2.957523856646107
1,1,2.957523856646107
2,1,2.9588549922455005
0,1,2.9561927210467136
2,2,2.9588549922455005
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
2,2,2.9588549922455005
3,2,2.960186127844894
3,2,2.960186127844894
3,2,2.960186127844894
4,2,2.9615172634442875
2,2,2.9588549922455005
6,2,2.964179534643075
3,2,2.960186127844894
2,2,2.9588549922455005
4,2,2.9615172634442875
6,2,2.964179534643075
1,2,2.957523856646107
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
1,2,2.957523856646107
1,2,2.957523856646107
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
3,3,2.960186127844894
3,3,2.960186127844894
0,3,2.9561927210467136
3,3,2.960186127844894
3,3,2.960186127844894
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
5,3,2.962848399043681
0,3,2.9561927210467136
2,3,2.9588549922455005
1,3,2.957523856646107
2,3,2.9588549922455005
0,3,2.9561927210467136
1,3,2.957523856646107
1,3,2.957523856646107
1,4,2.957523856646107
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
5,4,2.962848399043681
2,4,2.9588549922455005
2,4,2.9588549922455005
4,4,2.9615172634442875
3,4,2.960186127844894
2,4,2.9588549922455005
3,4,2.960186127844894
5,4,2.962848399043681
2,4,2.9588549922455005
4,4,2.9615172634442875
3,4,2.960186127844894
1,4,2.957523856646107
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
1,4,2.957523856646107
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
2,5,2.9588549922455005
0,5,2.9561927210467136
4,5,2.9615172634442875
6,5,2.964179534643075
2,5,2.9588549922455005
4,5,2.9615172634442875
5,5,2.962848399043681
9,5,2.968172941441255
3,5,2.960186127844894
4,5,2.9615172634442875
5,5,2.962848399043681
3,5,2.960186127844894
0,5,2.9561927210467136
4,5,2.9615172634442875
2,5,2.9588549922455005
1,5,2.957523856646107
3,6,2.960186127844894
2,6,2.9588549922455005
0,6,2.9561927210467136
1,6,2.957523856646107
0,6,2.9561927210467136
0,6,2.9561927210467136
1,6,2.957523856646107
1,6,2.957523856646107
1,6,2.957523856646107
2,6,2.9588549922455005
2,6,2.9588549922455005
18,6,2.980153161835797
15,6,2.976159755037616
21,6,2.984146568633977
26,6,2.9908022466309445
21,6,2.984146568633977
33,6,3.000120195826699
29,6,2.9947956534291253
15,6,2.976159755037616
14,6,2.9748286194382225
6,6,2.964179534643075
6,6,2.964179534643075
0,6,2.9561927210467136
5,6,2.962848399043681
6,0,2.964179534643075
4,0,2.9615172634442875
3,0,2.960186127844894
9,0,2.968172941441255
0,0,2.9561927210467136
1,0,2.957523856646107
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
3,0,2.960186127844894
8,0,2.9668418058418617
23,0,2.986808839832764
29,0,2.9947956534291253
23,0,2.986808839832764
22,0,2.9854777042333707
35,0,3.002782467025486
22,0,2.9854777042333707
23,0,2.986808839832764
11,0,2.970835212640042
14,0,2.9748286194382225
7,0,2.9655106702424683
6,0,2.964179534643075
2,0,2.9588549922455005
0,0,2.9561927210467136
1,1,2.957523856646107
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
4,1,2.9615172634442875
3,1,2.960186127844894
8,1,2.9668418058418617
7,1,2.9655106702424683
9,1,2.968172941441255
10,1,2.9695040770406487
13,1,2.973497483838829
12,1,2.9721663482394356
21,1,2.984146568633977
6,1,2.964179534643075
4,1,2.9615172634442875
7,1,2.9655106702424683
2,1,2.9588549922455005
4,1,2.9615172634442875
3,1,2.960186127844894
0,1,2.9561927210467136
1,1,2.957523856646107
0,2,2.9561927210467136
0,2,2.9561927210467136
2,2,2.9588549922455005
3,2,2.960186127844894
0,2,2.9561927210467136
1,2,2.957523856646107
1,2,2.957523856646107
1,2,2.957523856646107
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
1,2,2.957523856646107
0,3,2.9561927210467136
1,3,2.957523856646107
0,3,2.9561927210467136
1,3,2.957523856646107
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
1,3,2.957523856646107
2,3,2.9588549922455005
1,3,2.957523856646107
5,3,2.962848399043681
5,3,2.962848399043681
11,3,2.970835212640042
7,3,2.9655106702424683
4,3,2.9615172634442875
10,3,2.9695040770406487
7,3,2.9655106702424683
5,3,2.962848399043681
4,3,2.9615172634442875
2,3,2.9588549922455005
4,3,2.9615172634442875
6,3,2.964179534643075
1,3,2.957523856646107
5,4,2.962848399043681
2,4,2.9588549922455005
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
1,4,2.957523856646107
2,4,2.9588549922455005
3,4,2.960186127844894
1,4,2.957523856646107
5,4,2.962848399043681
7,4,2.9655106702424683
12,4,2.9721663482394356
6,4,2.964179534643075
8,4,2.9668418058418617
8,4,2.9668418058418617
8,4,2.9668418058418617
1,4,2.957523856646107
6,4,2.964179534643075
2,4,2.9588549922455005
3,4,2.960186127844894
0,4,2.9561927210467136
3,4,2.960186127844894
1,5,2.957523856646107
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
1,5,2.957523856646107
0,5,2.9561927210467136
2,5,2.9588549922455005
7,5,2.9655106702424683
7,5,2.9655106702424683
6,5,2.964179534643075
6,5,2.964179534643075
11,5,2.970835212640042
8,5,2.9668418058418617
6,5,2.964179534643075
4,5,2.9615172634442875
0,5,2.9561927210467136
10,5,2.9695040770406487
1,5,2.957523856646107
3,5,2.960186127844894
1,5,2.957523856646107
0,5,2.9561927210467136
1,5,2.957523856646107
0,5,2.9561927210467136
0,6,2.9561927210467136
3,6,2.960186127844894
0,6,2.9561927210467136
1,6,2.957523856646107
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
1,6,2.957523856646107
3,6,2.960186127844894
3,6,2.960186127844894
4,6,2.9615172634442875
10,6,2.9695040770406487
12,6,2.9721663482394356
11,6,2.970835212640042
10,6,2.9695040770406487
11,6,2.970835212640042
8,6,2.9668418058418617
0,6,2.9561927210467136
6,6,2.964179534643075
1,6,2.957523856646107
0,6,2.9561927210467136
7,6,2.9655106702424683
2,6,2.9588549922455005
2,0,2.9588549922455005
1,0,2.957523856646107
3,0,2.960186127844894
1,0,2.957523856646107
0,0,2.9561927210467136
0,0,2.9561927210467136
1,0,2.957523856646107
2,0,2.9588549922455005
3,0,2.960186127844894
7,0,2.9655106702424683
22,0,2.9854777042333707
24,0,2.9881399754321576
12,0,2.9721663482394356
17,0,2.9788220262364034
13,0,2.973497483838829
9,0,2.968172941441255
5,0,2.962848399043681
5,0,2.962848399043681
5,0,2.962848399043681
4,0,2.9615172634442875
5,0,2.962848399043681
5,0,2.962848399043681
4,0,2.9615172634442875
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
5,1,2.962848399043681
6,1,2.964179534643075
4,1,2.9615172634442875
6,1,2.964179534643075
3,1,2.960186127844894
11,1,2.970835212640042
6,1,2.964179534643075
2,1,2.9588549922455005
7,1,2.9655106702424683
4,1,2.9615172634442875
6,1,2.964179534643075
8,1,2.9668418058418617
5,1,2.962848399043681
1,1,2.957523856646107
6,1,2.964179534643075
3,1,2.960186127844894
3,1,2.960186127844894
3,2,2.960186127844894
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
1,2,2.957523856646107
5,2,2.962848399043681
5,2,2.962848399043681
10,2,2.9695040770406487
6,2,2.964179534643075
6,2,2.964179534643075
21,2,2.984146568633977
21,2,2.984146568633977
11,2,2.970835212640042
21,2,2.984146568633977
14,2,2.9748286194382225
14,2,2.9748286194382225
7,2,2.9655106702424683
13,2,2.973497483838829
16,2,2.9774908906370094
5,2,2.962848399043681
4,2,2.9615172634442875
3,2,2.960186127844894
3,3,2.960186127844894
0,3,2.9561927210467136
3,3,2.960186127844894
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
3,3,2.960186127844894
3,3,2.960186127844894
2,3,2.9588549922455005
6,3,2.964179534643075
7,3,2.9655106702424683
4,3,2.9615172634442875
0,3,2.9561927210467136
1,3,2.957523856646107
1,3,2.957523856646107
0,3,2.9561927210467136
1,4,2.957523856646107
2,4,2.9588549922455005
3,4,2.960186127844894
3,4,2.960186127844894
4,4,2.9615172634442875
2,4,2.9588549922455005
0,4,2.9561927210467136
0,4,2.9561927210467136
0,5,2.9561927210467136
1,5,2.957523856646107
0,5,2.9561927210467136
1,5,2.957523856646107
0,5,2.9561927210467136
0,5,2.9561927210467136
2,5,2.9588549922455005
2,5,2.9588549922455005
6,5,2.964179534643075
0,5,2.9561927210467136
0,5,2.9561927210467136
1,5,2.957523856646107
0,5,2.9561927210467136
2,5,2.9588549922455005
1,5,2.957523856646107
10,5,2.9695040770406487
2,5,2.9588549922455005
2,5,2.9588549922455005
5,5,2.962848399043681
1,5,2.957523856646107
1,5,2.957523856646107
0,5,2.9561927210467136
1,5,2.957523856646107
2,6,2.9588549922455005
0,6,2.9561927210467136
0,6,2.9561927210467136
3,6,2.960186127844894
1,6,2.957523856646107
0,6,2.9561927210467136
1,6,2.957523856646107
3,6,2.960186127844894
0,6,2.9561927210467136
4,6,2.9615172634442875
4,6,2.9615172634442875
12,6,2.9721663482394356
9,6,2.968172941441255
10,6,2.9695040770406487
22,6,2.9854777042333707
19,6,2.9814842974351903
9,6,2.968172941441255
9,6,2.968172941441255
6,6,2.964179534643075
1,6,2.957523856646107
1,6,2.957523856646107
4,6,2.9615172634442875
3,6,2.960186127844894
0,0,2.9561927210467136
7,0,2.9655106702424683
1,0,2.957523856646107
1,0,2.957523856646107
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
1,0,2.957523856646107
4,0,2.9615172634442875
7,0,2.9655106702424683
9,0,2.968172941441255
10,0,2.9695040770406487
13,0,2.973497483838829
18,0,2.980153161835797
14,0,2.9748286194382225
19,0,2.9814842974351903
6,0,2.964179534643075
8,0,2.9668418058418617
9,0,2.968172941441255
3,0,2.960186127844894
3,0,2.960186127844894
2,0,2.9588549922455005
5,0,2.962848399043681
1,1,2.957523856646107
2,1,2.9588549922455005
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
0,1,2.9561927210467136
1,1,2.957523856646107
3,1,2.960186127844894
0,1,2.9561927210467136
1,1,2.957523856646107
2,1,2.9588549922455005
6,1,2.964179534643075
2,1,2.9588549922455005
1,1,2.957523856646107
3,1,2.960186127844894
3,1,2.960186127844894
6,1,2.964179534643075
3,1,2.960186127844894
3,1,2.960186127844894
0,1,2.9561927210467136
3,1,2.960186127844894
0,1,2.9561927210467136
2,1,2.9588549922455005
2,2,2.9588549922455005
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
3,2,2.960186127844894
2,2,2.9588549922455005
0,2,2.9561927210467136
2,2,2.9588549922455005
2,2,2.9588549922455005
3,2,2.960186127844894
5,2,2.962848399043681
7,2,2.9655106702424683
3,2,2.960186127844894
4,2,2.9615172634442875
3,2,2.960186127844894
3,2,2.960186127844894
5,2,2.962848399043681
0,2,2.9561927210467136
2,2,2.9588549922455005
1,2,2.957523856646107
0,3,2.9561927210467136
0,3,2.9561927210467136
4,3,2.9615172634442875
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
1,3,2.957523856646107
1,3,2.957523856646107
4,3,2.9615172634442875
2,3,2.9588549922455005
5,3,2.962848399043681
3,3,2.960186127844894
1,3,2.957523856646107
2,3,2.9588549922455005
10,3,2.9695040770406487
8,3,2.9668418058418617
7,3,2.9655106702424683
7,3,2.9655106702424683
3,3,2.960186127844894
4,3,2.9615172634442875
1,3,2.957523856646107
5,3,2.962848399043681
3,3,2.960186127844894
1,4,2.957523856646107
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
1,4,2.957523856646107
4,4,2.9615172634442875
6,4,2.964179534643075
2,4,2.9588549922455005
9,4,2.968172941441255
2,4,2.9588549922455005
4,4,2.9615172634442875
4,4,2.9615172634442875
4,4,2.9615172634442875
5,4,2.962848399043681
5,4,2.962848399043681
2,4,2.9588549922455005
4,4,2.9615172634442875
1,4,2.957523856646107
1,4,2.957523856646107
2,4,2.9588549922455005
4,4,2.9615172634442875
3,5,2.960186127844894
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
0,5,2.9561927210467136
2,5,2.9588549922455005
0,5,2.9561927210467136
3,5,2.960186127844894
3,5,2.960186127844894
5,5,2.962848399043681
3,5,2.960186127844894
8,5,2.9668418058418617
9,5,2.968172941441255
15,5,2.976159755037616
9,5,2.968172941441255
8,5,2.9668418058418617
10,5,2.9695040770406487
3,5,2.960186127844894
1,5,2.957523856646107
2,5,2.9588549922455005
2,5,2.9588549922455005
1,5,2.957523856646107
1,5,2.957523856646107
3,6,2.960186127844894
1,6,2.957523856646107
5,6,2.962848399043681
1,6,2.957523856646107
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
0,6,2.9561927210467136
3,6,2.960186127844894
3,6,2.960186127844894
1,6,2.957523856646107
10,6,2.9695040770406487
10,6,2.9695040770406487
5,6,2.962848399043681
11,6,2.970835212640042
8,6,2.9668418058418617
14,6,2.9748286194382225
2,6,2.9588549922455005
6,6,2.964179534643075
5,6,2.962848399043681
3,6,2.960186127844894
2,6,2.9588549922455005
7,6,2.9655106702424683
2,0,2.9588549922455005
4,0,2.9615172634442875
0,0,2.9561927210467136
3,0,2.960186127844894
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
0,0,2.9561927210467136
2,0,2.9588549922455005
7,0,2.9655106702424683
15,0,2.976159755037616
28,0,2.993464517829732
48,0,3.0200872298176016
47,0,3.018756094218208
47,0,3.018756094218208
52,0,3.025411772215176
42,0,3.012100416221241
24,0,2.9881399754321576
13,0,2.973497483838829
1,0,2.957523856646107
5,0,2.962848399043681
5,0,2.962848399043681
5,0,2.962848399043681
4,0,2.9615172634442875
1,1,2.957523856646107
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
1,1,2.957523856646107
1,1,2.957523856646107
1,1,2.957523856646107
6,1,2.964179534643075
7,1,2.9655106702424683
3,1,2.960186127844894
6,1,2.964179534643075
11,1,2.970835212640042
7,1,2.9655106702424683
10,1,2.9695040770406487
8,1,2.9668418058418617
4,1,2.9615172634442875
16,1,2.9774908906370094
9,1,2.968172941441255
5,1,2.962848399043681
5,1,2.962848399043681
6,1,2.964179534643075
3,1,2.960186127844894
3,1,2.960186127844894
6,1,2.964179534643075
4,2,2.9615172634442875
0,2,2.9561927210467136
1,2,2.957523856646107
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
3,2,2.960186127844894
7,2,2.9655106702424683
7,2,2.9655106702424683
4,2,2.9615172634442875
1,2,2.957523856646107
2,2,2.9588549922455005
2,2,2.9588549922455005
3,2,2.960186127844894
6,2,2.964179534643075
4,2,2.9615172634442875
4,2,2.9615172634442875
1,2,2.957523856646107
1,2,2.957523856646107
3,2,2.960186127844894
8,2,2.9668418058418617
0,2,2.9561927210467136
3,2,2.960186127844894
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
4,3,2.9615172634442875
1,3,2.957523856646107
4,3,2.9615172634442875
8,3,2.9668418058418617
1,3,2.957523856646107
4,3,2.9615172634442875
2,3,2.9588549922455005
2,3,2.9588549922455005
3,3,2.960186127844894
7,3,2.9655106702424683
9,3,2.968172941441255
2,3,2.9588549922455005
1,3,2.957523856646107
0,3,2.9561927210467136
0,3,2.9561927210467136
4,3,2.9615172634442875
0,3,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
0,4,2.9561927210467136
5,4,2.962848399043681
1,4,2.957523856646107
1,4,2.957523856646107
1,4,2.957523856646107
4,4,2.9615172634442875
3,4,2.960186127844894
6,4,2.964179534643075
0,4,2.9561927210467136
4,4,2.9615172634442875
6,4,2.964179534643075
3,4,2.960186127844894
2,4,2.9588549922455005
4,4,2.9615172634442875
2,4,2.9588549922455005
4,4,2.9615172634442875
1,4,2.957523856646107
2,5,2.9588549922455005
1,5,2.957523856646107
0,5,2.9561927210467136
0,5,2.9561927210467136
1,5,2.957523856646107
1,5,2.957523856646107
4,5,2.9615172634442875
8,5,2.9668418058418617
5,5,2.962848399043681
12,5,2.9721663482394356
7,5,2.9655106702424683
21,5,2.984146568633977
17,5,2.9788220262364034
12,5,2.9721663482394356
14,5,2.9748286194382225
18,5,2.980153161835797
9,5,2.968172941441255
7,5,2.9655106702424683
2,5,2.9588549922455005
1,5,2.957523856646107
2,5,2.9588549922455005
5,5,2.962848399043681
3,6,2.960186127844894
2,6,2.9588549922455005
2,6,2.9588549922455005
3,6,2.960186127844894
0,6,2.9561927210467136
0,6,2.9561927210467136
1,6,2.957523856646107
2,6,2.9588549922455005
2,6,2.9588549922455005
5,6,2.962848399043681
13,6,2.973497483838829
30,6,2.996126789028519
27,6,2.992133382230338
32,6,2.9987890602273057
30,6,2.996126789028519
47,6,3.018756094218208
42,6,3.012100416221241
24,6,2.9881399754321576
4,6,2.9615172634442875
2,6,2.9588549922455005
1,6,2.957523856646107
9,6,2.968172941441255
6,6,2.964179534643075
1,6,2.957523856646107
5,0,2.962848399043681
1,0,2.957523856646107
1,0,2.957523856646107
4,0,2.9615172634442875
0,0,2.9561927210467136
2,0,2.9588549922455005
0,0,2.9561927210467136
1,0,2.957523856646107
12,0,2.9721663482394356
19,0,2.9814842974351903
26,0,2.9908022466309445
58,0,3.0333985858115367
62,0,3.038723128209111
51,0,3.0240806366157824
40,0,3.009438145022454
28,0,2.993464517829732
30,0,2.996126789028519
17,0,2.9788220262364034
11,0,2.970835212640042
15,0,2.976159755037616
6,0,2.964179534643075
5,0,2.962848399043681
3,0,2.960186127844894
3,1,2.960186127844894
1,1,2.957523856646107
0,1,2.9561927210467136
1,1,2.957523856646107
0,1,2.9561927210467136
0,1,2.9561927210467136
1,1,2.957523856646107
2,1,2.9588549922455005
7,1,2.9655106702424683
8,1,2.9668418058418617
9,1,2.968172941441255
10,1,2.9695040770406487
27,1,2.992133382230338
27,1,2.992133382230338
14,1,2.9748286194382225
19,1,2.9814842974351903
16,1,2.9774908906370094
25,1,2.989471111031551
11,1,2.970835212640042
12,1,2.9721663482394356
5,1,2.962848399043681
8,1,2.9668418058418617
1,1,2.957523856646107
1,1,2.957523856646107
7,2,2.9655106702424683
0,2,2.9561927210467136
1,2,2.957523856646107
0,2,2.9561927210467136
0,2,2.9561927210467136
0,2,2.9561927210467136
2,2,2.9588549922455005
10,2,2.9695040770406487
2,2,2.9588549922455005
5,2,2.962848399043681
11,2,2.970835212640042
6,2,2.964179534643075
14,2,2.9748286194382225
10,2,2.9695040770406487
11,2,2.970835212640042
21,2,2.984146568633977
15,2,2.976159755037616
14,2,2.9748286194382225
3,2,2.960186127844894
3,2,2.960186127844894
5,2,2.962848399043681
0,2,2.9561927210467136
0,2,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
0,3,2.9561927210467136
1,3,2.957523856646107
5,3,2.962848399043681
6,3,2.964179534643075
2,3,2.9588549922455005
14,3,2.9748286194382225
7,3,2.9655106702424683
14,3,2.9748286194382225
13,3,2.973497483838829
17,3,2.9788220262364034
35,3,3.002782467025486
26,3,2.9908022466309445
11,3,2.970835212640042
20,3,2.9828154330345837
18,3,2.980153161835797
10,3,2.9695040770406487
5,3,2.962848399043681
12,3,2.9721663482394356
2,3,2.9588549922455005
1,4,2.957523856646107
0,4,2.9561927210467136
2,4,2.9588549922455005
3,4,2.960186127844894
3,4,2.960186127844894
1,4,2.957523856646107
3,4,2.960186127844894
7,4,2.9655106702424683
18,4,2.980153161835797
16,4,2.9774908906370094
18,4,2.980153161835797
19,4,2.9814842974351903
15,4,2.976159755037616
15,4,2.976159755037616
26,4,2.9908022466309445
15,4,2.976159755037616
29,4,2.9947956534291253
18,4,2.980153161835797
11,4,2.970835212640042
14,4,2.9748286194382225
8,4,2.9668418058418617
5,4,2.962848399043681
8,4,2.9668418058418617
4,4,2.9615172634442875
12,5,2.9721663482394356
1,5,2.957523856646107
2,5,2.9588549922455005
2,5,2.9588549922455005
0,5,2.9561927210467136
1,5,2.957523856646107
2,5,2.9588549922455005
8,5,2.9668418058418617
26,5,2.9908022466309445
15,5,2.976159755037616
17,5,2.9788220262364034
31,5,2.9974579246279123
59,5,3.03472972141093
45,5,3.016093823019421
73,5,3.0533656198024395
55,5,3.0294051790133563
68,5,3.0467099418054717
52,5,3.025411772215176
29,5,2.9947956534291253
16,5,2.9774908906370094
19,5,2.9814842974351903
11,5,2.970835212640042
19,5,2.9814842974351903
16,5,2.9774908906370094
6,6,2.964179534643075
10,6,2.9695040770406487
