cnt,weathersit,Predicted Y
169,1,1.435556371998594
132,1,1.45413130139575
89,1,1.4757183815059585
43,1,1.4988115369726929
42,1,1.499313562091535
19,1,1.5108601398249024
11,1,1.5148763407756387
4,1,1.518390516607533
2,1,1.5193945668452173
1,2,1.5198965919640592
4,2,1.518390516607533
36,2,1.5023257128045873
95,2,1.4727062307929062
219,1,1.410455116056491
122,2,1.4591515525841705
45,1,1.4978074867350089
59,1,1.49077913507122
84,1,1.4782285071001686
67,1,1.4867629341204835
70,1,1.4852568587639574
62,1,1.489273059714694
86,1,1.4772244568624846
172,1,1.4340502966420678
163,1,1.4385685227116463
112,1,1.464171803772591
69,1,1.4857588838827995
48,2,1.4963014113784827
52,2,1.4942933109031145
23,2,1.5088520393495342
17,2,1.5118641900625864
7,2,1.516884441251007
1,2,1.5198965919640592
1,2,1.5198965919640592
5,3,1.517888491488691
34,2,1.5033297630422715
84,1,1.4782285071001686
210,1,1.4149733421260697
134,1,1.453127251158066
63,1,1.4887710345958518
67,2,1.4867629341204835
59,2,1.49077913507122
73,2,1.4837507834074313
50,2,1.4952973611407985
72,2,1.4842528085262734
87,2,1.4767224317436425
187,2,1.426519919859437
123,1,1.4586495274653286
95,1,1.4727062307929062
51,1,1.4947953360219566
39,1,1.5008196374480611
36,2,1.5023257128045873
15,2,1.5128682403002705
25,2,1.50784798911185
16,2,1.5123662151814286
16,2,1.5123662151814286
7,3,1.516884441251007
1,3,1.5198965919640592
5,2,1.517888491488691
2,2,1.5193945668452173
9,2,1.515880391013323
15,3,1.5128682403002705
20,3,1.5103581147060603
61,2,1.489775084833536
62,2,1.489273059714694
98,2,1.4712001554363798
102,1,1.4691920549610118
95,1,1.4727062307929062
74,1,1.4832487582885892
76,1,1.4822447080509051
69,1,1.4857588838827995
55,1,1.4927872355465883
30,1,1.5053378635176398
28,1,1.5063419137553238
37,1,1.5018236876857454
34,1,1.5033297630422715
22,1,1.509354064468376
25,1,1.50784798911185
12,1,1.5143743156567966
11,1,1.5148763407756387
4,1,1.518390516607533
1,1,1.5198965919640592
1,1,1.5198965919640592
1,1,1.5198965919640592
6,1,1.517386466369849
10,1,1.5153783658944808
19,1,1.5108601398249024
49,1,1.4957993862596406
49,1,1.4957993862596406
83,1,1.4787305322190107
75,1,1.4827467331697473
72,1,1.4842528085262734
82,1,1.4792325573378529
92,1,1.4742123061494323
62,1,1.489273059714694
48,1,1.4963014113784827
41,1,1.499815587210377
38,1,1.5013216625669032
20,1,1.5103581147060603
15,1,1.5128682403002705
6,1,1.517386466369849
5,1,1.517888491488691
1,1,1.5198965919640592
3,1,1.5188925417263752
1,1,1.5198965919640592
3,1,1.5188925417263752
3,1,1.5188925417263752
31,1,1.5048358383987976
77,1,1.481742682932063
188,2,1.4260178947405948
94,2,1.473208255911748
31,2,1.5048358383987976
30,2,1.5053378635176398
52,2,1.4942933109031145
54,2,1.4932892606654304
47,2,1.4968034364973248
45,2,1.4978074867350089
74,1,1.4832487582885892
178,1,1.4310381459290156
155,1,1.4425847236623828
95,1,1.4727062307929062
74,1,1.4832487582885892
38,1,1.5013216625669032
24,1,1.508350014230692
18,1,1.5113621649437443
12,1,1.5143743156567966
3,1,1.5188925417263752
3,2,1.5188925417263752
6,2,1.517386466369849
27,2,1.506843938874166
99,2,1.470698130317538
217,2,1.4114591662941753
130,2,1.4551353516334342
54,2,1.4932892606654304
35,2,1.5028277379234294
57,2,1.491783185308904
52,2,1.4942933109031145
63,2,1.4887710345958518
47,2,1.4968034364973248
76,2,1.4822447080509051
136,2,1.4521232009203817
95,3,1.4727062307929062
51,3,1.4947953360219566
32,3,1.5043338132799555
20,3,1.5103581147060603
29,3,1.5058398886364817
19,3,1.5108601398249024
7,2,1.516884441251007
6,2,1.517386466369849
1,1,1.5198965919640592
5,1,1.517888491488691
16,1,1.5123662151814286
54,1,1.4932892606654304
128,1,1.4561394018711182
81,1,1.4797345824566948
39,1,1.5008196374480611
35,1,1.5028277379234294
55,1,1.4927872355465883
49,1,1.4957993862596406
44,1,1.498309511853851
49,1,1.4957993862596406
68,1,1.4862609090016417
139,1,1.4506171255638556
137,1,1.4516211758015398
83,1,1.4787305322190107
56,1,1.4922852104277462
57,1,1.491783185308904
33,1,1.5038317881611136
20,1,1.5103581147060603
7,1,1.516884441251007
2,1,1.5193945668452173
2,1,1.5193945668452173
3,1,1.5188925417263752
4,1,1.518390516607533
3,1,1.5188925417263752
28,1,1.5063419137553238
72,1,1.4842528085262734
202,1,1.418989543076806
139,1,1.4506171255638556
38,2,1.5013216625669032
37,2,1.5018236876857454
52,1,1.4942933109031145
83,1,1.4787305322190107
42,1,1.499313562091535
60,1,1.490277109952378
78,1,1.4812406578132211
162,1,1.4390705478304884
144,1,1.4481069999696454
99,1,1.470698130317538
64,1,1.48826900947701
40,1,1.5003176123292192
30,1,1.5053378635176398
15,1,1.5128682403002705
14,1,1.5133702654191126
5,1,1.517888491488691
1,1,1.5198965919640592
1,1,1.5198965919640592
8,1,1.5163824161321648
17,1,1.5118641900625864
70,1,1.4852568587639574
158,1,1.4410786483058566
117,1,1.4616616781783809
44,1,1.498309511853851
53,1,1.4937912857842723
61,1,1.489775084833536
77,1,1.481742682932063
64,1,1.48826900947701
68,1,1.4862609090016417
90,1,1.4752163563871163
159,1,1.4405766231870145
139,1,1.4506171255638556
92,1,1.4742123061494323
68,1,1.4862609090016417
52,1,1.4942933109031145
36,2,1.5023257128045873
27,2,1.506843938874166
28,1,1.5063419137553238
20,2,1.5103581147060603
12,2,1.5143743156567966
8,2,1.5163824161321648
5,2,1.517888491488691
1,1,1.5198965919640592
3,1,1.5188925417263752
10,1,1.5153783658944808
23,1,1.5088520393495342
33,1,1.5038317881611136
59,1,1.49077913507122
72,1,1.4842528085262734
89,1,1.4757183815059585
101,1,1.4696940800798537
118,1,1.4611596530595388
129,2,1.4556373767522761
128,2,1.4561394018711182
83,2,1.4787305322190107
84,2,1.4782285071001686
74,2,1.4832487582885892
41,2,1.499815587210377
57,2,1.491783185308904
26,2,1.507345963993008
44,1,1.498309511853851
39,1,1.5008196374480611
23,1,1.5088520393495342
16,1,1.5123662151814286
15,1,1.5128682403002705
1,1,1.5198965919640592
2,2,1.5193945668452173
1,2,1.5198965919640592
3,2,1.5188925417263752
18,1,1.5113621649437443
32,1,1.5043338132799555
79,1,1.480738632694379
93,1,1.4737102810305902
104,1,1.4681880047233276
118,1,1.4611596530595388
91,1,1.4747143312682742
113,1,1.4636697786537491
99,1,1.470698130317538
105,1,1.4676859796044854
67,1,1.4867629341204835
61,1,1.489775084833536
57,1,1.491783185308904
28,1,1.5063419137553238
21,2,1.5098560895872182
18,2,1.5113621649437443
17,2,1.5118641900625864
16,2,1.5123662151814286
8,2,1.5163824161321648
2,2,1.5193945668452173
3,2,1.5188925417263752
1,2,1.5198965919640592
5,2,1.517888491488691
13,2,1.5138722905379547
33,2,1.5038317881611136
47,2,1.4968034364973248
57,2,1.491783185308904
64,2,1.48826900947701
80,2,1.4802366075755369
93,2,1.4737102810305902
86,2,1.4772244568624846
93,2,1.4737102810305902
82,2,1.4792325573378529
71,1,1.4847548336451155
92,2,1.4742123061494323
60,3,1.490277109952378
33,3,1.5038317881611136
27,3,1.506843938874166
13,3,1.5138722905379547
4,3,1.518390516607533
3,2,1.5188925417263752
22,2,1.509354064468376
28,2,1.5063419137553238
35,2,1.5028277379234294
61,2,1.489775084833536
125,2,1.4576454772276444
133,2,1.4536292762769079
99,2,1.470698130317538
83,2,1.4787305322190107
41,2,1.499815587210377
33,2,1.5038317881611136
20,2,1.5103581147060603
3,2,1.5188925417263752
7,3,1.516884441251007
3,3,1.5188925417263752
2,3,1.5193945668452173
7,2,1.516884441251007
32,2,1.5043338132799555
90,2,1.4752163563871163
197,2,1.4214996686710164
109,2,1.4656778791291174
47,2,1.4968034364973248
52,2,1.4942933109031145
70,2,1.4852568587639574
78,1,1.4812406578132211
75,1,1.4827467331697473
82,1,1.4792325573378529
104,1,1.4681880047233276
197,1,1.4214996686710164
161,1,1.4395725729493305
112,1,1.464171803772591
76,1,1.4822447080509051
59,1,1.49077913507122
59,1,1.49077913507122
28,1,1.5063419137553238
13,1,1.5138722905379547
5,1,1.517888491488691
2,1,1.5193945668452173
1,1,1.5198965919640592
1,1,1.5198965919640592
6,1,1.517386466369849
35,1,1.5028277379234294
101,1,1.4696940800798537
249,1,1.3953943624912295
143,2,1.4486090250884873
57,1,1.491783185308904
68,2,1.4862609090016417
84,2,1.4782285071001686
98,2,1.4712001554363798
81,2,1.4797345824566948
70,2,1.4852568587639574
91,2,1.4747143312682742
215,2,1.4124632165318594
185,2,1.4275239700971212
152,1,1.444090799018909
126,2,1.4571434521088023
57,2,1.491783185308904
56,2,1.4922852104277462
31,2,1.5048358383987976
21,2,1.5098560895872182
6,2,1.517386466369849
2,3,1.5193945668452173
1,3,1.5198965919640592
1,2,1.5198965919640592
5,1,1.517888491488691
27,1,1.506843938874166
68,1,1.4862609090016417
217,1,1.4114591662941753
166,1,1.4370624473551201
63,1,1.4887710345958518
59,1,1.49077913507122
78,1,1.4812406578132211
73,1,1.4837507834074313
62,1,1.489273059714694
65,1,1.4877669843581678
97,1,1.471702180555222
161,1,1.4395725729493305
120,1,1.4601556028218547
96,1,1.472204205674064
53,1,1.4937912857842723
41,1,1.499815587210377
34,1,1.5033297630422715
27,1,1.506843938874166
13,1,1.5138722905379547
12,2,1.5143743156567966
11,2,1.5148763407756387
7,2,1.516884441251007
3,2,1.5188925417263752
2,2,1.5193945668452173
8,1,1.5163824161321648
27,1,1.506843938874166
40,1,1.5003176123292192
53,2,1.4937912857842723
63,2,1.4887710345958518
70,2,1.4852568587639574
84,1,1.4782285071001686
75,1,1.4827467331697473
103,1,1.4686900298421697
83,1,1.4787305322190107
67,1,1.4867629341204835
54,1,1.4932892606654304
59,1,1.49077913507122
45,1,1.4978074867350089
39,1,1.5008196374480611
30,1,1.5053378635176398
33,1,1.5038317881611136
22,1,1.509354064468376
13,1,1.5138722905379547
18,1,1.5113621649437443
5,1,1.517888491488691
3,2,1.5188925417263752
1,2,1.5198965919640592
2,1,1.5193945668452173
19,1,1.5108601398249024
28,1,1.5063419137553238
58,1,1.4912811601900622
99,1,1.470698130317538
116,1,1.462163703297223
87,1,1.4767224317436425
110,1,1.4651758540102753
77,1,1.481742682932063
65,1,1.4877669843581678
55,1,1.4927872355465883
49,1,1.4957993862596406
50,1,1.4952973611407985
35,1,1.5028277379234294
25,1,1.50784798911185
28,1,1.5063419137553238
21,1,1.5098560895872182
7,1,1.516884441251007
1,1,1.5198965919640592
1,1,1.5198965919640592
1,1,1.5198965919640592
5,1,1.517888491488691
15,1,1.5128682403002705
84,1,1.4782285071001686
177,1,1.4315401710478575
102,1,1.4691920549610118
40,1,1.5003176123292192
46,1,1.4973054616161667
63,2,1.4887710345958518
60,2,1.490277109952378
45,2,1.4978074867350089
57,1,1.491783185308904
70,1,1.4852568587639574
184,1,1.428025995215963
153,1,1.4435887739000668
106,1,1.4671839544856435
81,1,1.4797345824566948
59,1,1.49077913507122
35,2,1.5028277379234294
24,2,1.508350014230692
9,2,1.515880391013323
5,2,1.517888491488691
2,1,1.5193945668452173
1,1,1.5198965919640592
9,1,1.515880391013323
36,1,1.5023257128045873
108,1,1.4661799042479593
238,2,1.4009166387984922
144,2,1.4481069999696454
55,2,1.4927872355465883
61,2,1.489775084833536
106,2,1.4671839544856435
93,2,1.4737102810305902
68,2,1.4862609090016417
84,2,1.4782285071001686
116,2,1.462163703297223
222,1,1.408949040699965
225,2,1.4074429653434388
146,2,1.4471029497319612
119,1,1.4606576279406966
45,1,1.4978074867350089
53,1,1.4937912857842723
40,2,1.5003176123292192
17,2,1.5118641900625864
5,2,1.517888491488691
10,3,1.5153783658944808
1,3,1.5198965919640592
8,3,1.5163824161321648
30,3,1.5053378635176398
72,3,1.4842528085262734
58,3,1.4912811601900622
28,3,1.5063419137553238
41,3,1.499815587210377
48,3,1.4963014113784827
47,3,1.4968034364973248
36,3,1.5023257128045873
43,3,1.4988115369726929
36,4,1.5023257128045873
26,3,1.507345963993008
24,1,1.508350014230692
84,1,1.4782285071001686
104,1,1.4681880047233276
79,1,1.480738632694379
59,1,1.49077913507122
38,1,1.5013216625669032
27,1,1.506843938874166
16,1,1.5123662151814286
9,2,1.515880391013323
3,2,1.5188925417263752
2,2,1.5193945668452173
1,2,1.5198965919640592
4,2,1.518390516607533
16,2,1.5123662151814286
60,2,1.490277109952378
157,2,1.4415806734246985
101,3,1.4696940800798537
49,3,1.4957993862596406
30,3,1.5053378635176398
29,3,1.5058398886364817
31,3,1.5048358383987976
38,3,1.5013216625669032
41,2,1.499815587210377
80,1,1.4802366075755369
149,1,1.445596874375435
109,1,1.4656778791291174
89,2,1.4757183815059585
62,2,1.489273059714694
58,2,1.4912811601900622
26,1,1.507345963993008
23,1,1.5088520393495342
28,1,1.5063419137553238
20,1,1.5103581147060603
15,1,1.5128682403002705
8,1,1.5163824161321648
3,1,1.5188925417263752
2,1,1.5193945668452173
5,1,1.517888491488691
34,1,1.5033297630422715
34,1,1.5033297630422715
55,2,1.4927872355465883
64,2,1.48826900947701
78,2,1.4812406578132211
65,2,1.4877669843581678
99,2,1.470698130317538
120,1,1.4601556028218547
107,1,1.4666819293668014
91,1,1.4747143312682742
68,1,1.4862609090016417
58,2,1.4912811601900622
43,1,1.4988115369726929
36,1,1.5023257128045873
32,1,1.5043338132799555
33,1,1.5038317881611136
33,1,1.5038317881611136
29,1,1.5058398886364817
11,1,1.5148763407756387
8,1,1.5163824161321648
1,1,1.5198965919640592
3,1,1.5188925417263752
3,1,1.5188925417263752
12,2,1.5143743156567966
38,2,1.5013216625669032
64,2,1.48826900947701
59,1,1.49077913507122
97,1,1.471702180555222
84,1,1.4782285071001686
122,1,1.4591515525841705
109,1,1.4656778791291174
123,1,1.4586495274653286
77,1,1.481742682932063
65,1,1.4877669843581678
55,1,1.4927872355465883
33,2,1.5038317881611136
28,2,1.5063419137553238
21,2,1.5098560895872182
21,2,1.5098560895872182
7,2,1.516884441251007
7,1,1.516884441251007
1,1,1.5198965919640592
2,1,1.5193945668452173
2,1,1.5193945668452173
8,1,1.5163824161321648
37,1,1.5018236876857454
72,2,1.4842528085262734
185,2,1.4275239700971212
112,2,1.464171803772591
69,2,1.4857588838827995
48,2,1.4963014113784827
68,2,1.4862609090016417
54,2,1.4932892606654304
86,2,1.4772244568624846
44,2,1.498309511853851
86,2,1.4772244568624846
161,2,1.4395725729493305
156,2,1.4420826985435407
111,1,1.4646738288914332
78,3,1.4812406578132211
56,3,1.4922852104277462
34,2,1.5033297630422715
17,2,1.5118641900625864
8,2,1.5163824161321648
3,2,1.5188925417263752
2,2,1.5193945668452173
2,2,1.5193945668452173
3,3,1.5188925417263752
22,3,1.509354064468376
52,3,1.4942933109031145
135,3,1.4526252260392238
116,2,1.462163703297223
47,2,1.4968034364973248
51,2,1.4947953360219566
55,2,1.4927872355465883
52,2,1.4942933109031145
54,2,1.4932892606654304
52,2,1.4942933109031145
64,2,1.48826900947701
176,2,1.4320421961666996
168,2,1.436058397117436
108,2,1.4661799042479593
74,2,1.4832487582885892
64,2,1.48826900947701
36,2,1.5023257128045873
16,3,1.5123662151814286
2,3,1.5193945668452173
3,3,1.5188925417263752
4,3,1.518390516607533
1,3,1.5198965919640592
1,3,1.5198965919640592
3,3,1.5188925417263752
18,3,1.5113621649437443
49,3,1.4957993862596406
155,3,1.4425847236623828
123,2,1.4586495274653286
61,2,1.489775084833536
52,2,1.4942933109031145
64,2,1.48826900947701
75,1,1.4827467331697473
63,1,1.4887710345958518
76,1,1.4822447080509051
103,1,1.4686900298421697
190,1,1.4250138445029108
182,1,1.4290300454536473
91,1,1.4747143312682742
75,1,1.4827467331697473
63,1,1.4887710345958518
40,1,1.5003176123292192
32,1,1.5043338132799555
12,1,1.5143743156567966
5,1,1.517888491488691
2,1,1.5193945668452173
1,1,1.5198965919640592
2,1,1.5193945668452173
39,1,1.5008196374480611
87,1,1.4767224317436425
188,1,1.4260178947405948
133,1,1.4536292762769079
52,1,1.4942933109031145
64,1,1.48826900947701
69,1,1.4857588838827995
51,1,1.4947953360219566
47,1,1.4968034364973248
60,1,1.490277109952378
78,1,1.4812406578132211
175,1,1.4325442212855417
147,1,1.4466009246131193
96,1,1.472204205674064
109,1,1.4656778791291174
54,1,1.4932892606654304
41,1,1.499815587210377
38,1,1.5013216625669032
13,2,1.5138722905379547
7,2,1.516884441251007
1,2,1.5198965919640592
1,2,1.5198965919640592
7,2,1.516884441251007
28,2,1.5063419137553238
87,1,1.4767224317436425
220,1,1.4099530909376492
127,2,1.4566414269899604
51,2,1.4947953360219566
64,1,1.48826900947701
86,2,1.4772244568624846
82,2,1.4792325573378529
91,2,1.4747143312682742
90,2,1.4752163563871163
99,2,1.470698130317538
205,2,1.4174834677202799
155,2,1.4425847236623828
103,2,1.4686900298421697
71,2,1.4847548336451155
43,2,1.4988115369726929
46,2,1.4973054616161667
31,2,1.5048358383987976
39,2,1.5008196374480611
18,2,1.5113621649437443
17,2,1.5118641900625864
11,2,1.5148763407756387
8,3,1.5163824161321648
9,3,1.515880391013323
4,3,1.518390516607533
4,3,1.518390516607533
10,3,1.5153783658944808
20,3,1.5103581147060603
34,3,1.5033297630422715
47,3,1.4968034364973248
52,3,1.4942933109031145
72,3,1.4842528085262734
55,3,1.4927872355465883
60,3,1.490277109952378
71,3,1.4847548336451155
78,2,1.4812406578132211
83,2,1.4787305322190107
84,2,1.4782285071001686
69,1,1.4857588838827995
56,1,1.4922852104277462
45,1,1.4978074867350089
59,1,1.49077913507122
39,1,1.5008196374480611
44,1,1.498309511853851
20,1,1.5103581147060603
13,1,1.5138722905379547
2,1,1.5193945668452173
1,1,1.5198965919640592
1,1,1.5198965919640592
8,1,1.5163824161321648
23,1,1.5088520393495342
45,1,1.4978074867350089
89,1,1.4757183815059585
117,1,1.4616616781783809
174,1,1.4330462464043836
182,1,1.4290300454536473
161,1,1.4395725729493305
182,1,1.4290300454536473
157,1,1.4415806734246985
121,1,1.4596535777030126
78,1,1.4812406578132211
21,1,1.5098560895872182
26,1,1.507345963993008
27,1,1.506843938874166
62,1,1.489273059714694
30,1,1.5053378635176398
15,1,1.5128682403002705
5,1,1.517888491488691
3,1,1.5188925417263752
1,1,1.5198965919640592
2,1,1.5193945668452173
10,1,1.5153783658944808
30,1,1.5053378635176398
95,1,1.4727062307929062
230,2,1.4049328397492287
118,1,1.4611596530595388
55,1,1.4927872355465883
47,1,1.4968034364973248
66,2,1.4872649592393257
64,2,1.48826900947701
60,2,1.490277109952378
50,2,1.4952973611407985
114,2,1.463167753534907
216,2,1.4119611914130175
175,2,1.4325442212855417
128,2,1.4561394018711182
88,2,1.4762204066248004
78,1,1.4812406578132211
37,1,1.5018236876857454
25,2,1.50784798911185
10,2,1.5153783658944808
4,2,1.518390516607533
2,2,1.5193945668452173
1,3,1.5198965919640592
3,1,1.5188925417263752
2,1,1.5193945668452173
39,1,1.5008196374480611
100,1,1.4701961051986958
243,1,1.3984065132042818
135,1,1.4526252260392238
48,1,1.4963014113784827
50,1,1.4952973611407985
65,1,1.4877669843581678
50,2,1.4952973611407985
64,1,1.48826900947701
51,1,1.4947953360219566
83,1,1.4787305322190107
176,1,1.4320421961666996
152,1,1.444090799018909
101,1,1.4696940800798537
56,1,1.4922852104277462
54,1,1.4932892606654304
29,1,1.5058398886364817
12,1,1.5143743156567966
17,1,1.5118641900625864
7,1,1.516884441251007
3,1,1.5188925417263752
2,1,1.5193945668452173
7,1,1.516884441251007
43,1,1.4988115369726929
99,1,1.470698130317538
199,1,1.4204956184333324
123,1,1.4586495274653286
59,1,1.49077913507122
41,2,1.499815587210377
61,2,1.489775084833536
69,1,1.4857588838827995
58,1,1.4912811601900622
64,2,1.48826900947701
79,2,1.480738632694379
166,2,1.4370624473551201
170,2,1.4350543468797519
88,3,1.4762204066248004
84,3,1.4782285071001686
83,2,1.4787305322190107
46,3,1.4973054616161667
37,3,1.5018236876857454
16,3,1.5123662151814286
7,3,1.516884441251007
3,3,1.5188925417263752
1,2,1.5198965919640592
6,2,1.517386466369849
26,2,1.507345963993008
99,1,1.470698130317538
178,1,1.4310381459290156
122,1,1.4591515525841705
35,1,1.5028277379234294
45,1,1.4978074867350089
69,1,1.4857588838827995
62,1,1.489273059714694
48,1,1.4963014113784827
50,1,1.4952973611407985
80,1,1.4802366075755369
165,1,1.4375644724739622
160,1,1.4400745980681724
112,1,1.464171803772591
97,1,1.471702180555222
72,1,1.4842528085262734
51,1,1.4947953360219566
34,1,1.5033297630422715
14,1,1.5133702654191126
7,1,1.516884441251007
3,1,1.5188925417263752
4,1,1.518390516607533
24,1,1.508350014230692
74,1,1.4832487582885892
216,1,1.4119611914130175
140,1,1.4501151004450137
44,1,1.498309511853851
64,1,1.48826900947701
71,1,1.4847548336451155
110,1,1.4651758540102753
84,1,1.4782285071001686
74,1,1.4832487582885892
125,1,1.4576454772276444
211,1,1.4144713170072276
174,1,1.4330462464043836
101,1,1.4696940800798537
63,1,1.4887710345958518
47,1,1.4968034364973248
43,1,1.4988115369726929
53,1,1.4937912857842723
30,1,1.5053378635176398
24,1,1.508350014230692
15,1,1.5128682403002705
10,1,1.5153783658944808
4,1,1.518390516607533
1,1,1.5198965919640592
2,1,1.5193945668452173
11,1,1.5148763407756387
30,1,1.5053378635176398
43,1,1.4988115369726929
84,1,1.4782285071001686
114,1,1.463167753534907
120,1,1.4601556028218547
135,1,1.4526252260392238
120,1,1.4601556028218547
174,1,1.4330462464043836
145,1,1.4476049748508033
137,1,1.4516211758015398
64,1,1.48826900947701
41,1,1.499815587210377
40,1,1.5003176123292192
51,1,1.4947953360219566
45,1,1.4978074867350089
32,1,1.5043338132799555
39,1,1.5008196374480611
24,1,1.508350014230692
20,2,1.5103581147060603
12,2,1.5143743156567966
2,2,1.5193945668452173
5,2,1.517888491488691
3,2,1.5188925417263752
12,2,1.5143743156567966
47,2,1.4968034364973248
105,1,1.4676859796044854
112,1,1.464171803772591
152,1,1.444090799018909
154,1,1.443086748781225
161,2,1.4395725729493305
162,2,1.4390705478304884
134,2,1.453127251158066
125,1,1.4576454772276444
95,1,1.4727062307929062
61,1,1.489775084833536
47,1,1.4968034364973248
51,1,1.4947953360219566
36,1,1.5023257128045873
30,1,1.5053378635176398
11,1,1.5148763407756387
7,1,1.516884441251007
2,1,1.5193945668452173
2,1,1.5193945668452173
2,1,1.5193945668452173
3,1,1.5188925417263752
26,1,1.507345963993008
98,1,1.4712001554363798
256,1,1.391880186659335
130,1,1.4551353516334342
55,1,1.4927872355465883
53,1,1.4937912857842723
126,1,1.4571434521088023
120,1,1.4601556028218547
90,1,1.4752163563871163
90,1,1.4752163563871163
118,1,1.4611596530595388
243,1,1.3984065132042818
205,1,1.4174834677202799
98,1,1.4712001554363798
70,1,1.4852568587639574
43,1,1.4988115369726929
45,1,1.4978074867350089
20,1,1.5103581147060603
19,1,1.5108601398249024
5,1,1.517888491488691
3,1,1.5188925417263752
1,1,1.5198965919640592
4,1,1.518390516607533
30,1,1.5053378635176398
105,1,1.4676859796044854
223,1,1.408447015581123
110,1,1.4651758540102753
52,1,1.4942933109031145
57,1,1.491783185308904
71,1,1.4847548336451155
82,1,1.4792325573378529
79,1,1.480738632694379
85,1,1.4777264819813267
98,1,1.4712001554363798
206,1,1.416981442601438
212,1,1.4139692918883855
145,1,1.4476049748508033
101,1,1.4696940800798537
66,1,1.4872649592393257
41,1,1.499815587210377
20,2,1.5103581147060603
15,1,1.5128682403002705
9,1,1.515880391013323
1,2,1.5198965919640592
1,1,1.5198965919640592
5,1,1.517888491488691
33,1,1.5038317881611136
108,2,1.4661799042479593
230,2,1.4049328397492287
124,1,1.4581475023464865
69,1,1.4857588838827995
66,1,1.4872649592393257
86,1,1.4772244568624846
93,1,1.4737102810305902
82,1,1.4792325573378529
117,1,1.4616616781783809
122,1,1.4591515525841705
255,1,1.3923822117781772
222,1,1.408949040699965
161,1,1.4395725729493305
118,1,1.4611596530595388
92,1,1.4742123061494323
73,1,1.4837507834074313
33,1,1.5038317881611136
17,1,1.5118641900625864
6,1,1.517386466369849
6,2,1.517386466369849
4,1,1.518390516607533
4,1,1.518390516607533
12,1,1.5143743156567966
47,1,1.4968034364973248
126,1,1.4571434521088023
285,1,1.3773214582129154
179,1,1.4305361208101735
88,1,1.4762204066248004
90,2,1.4752163563871163
101,1,1.4696940800798537
123,1,1.4586495274653286
81,1,1.4797345824566948
106,1,1.4671839544856435
146,2,1.4471029497319612
274,2,1.382843734520178
222,2,1.408949040699965
175,1,1.4325442212855417
139,1,1.4506171255638556
124,1,1.4581475023464865
76,1,1.4822447080509051
44,1,1.498309511853851
32,1,1.5043338132799555
8,1,1.5163824161321648
7,1,1.516884441251007
8,1,1.5163824161321648
1,1,1.5198965919640592
7,2,1.516884441251007
50,2,1.4952973611407985
116,2,1.462163703297223
