instant,season,Predicted Y
351,1,1.7582556948714507
352,1,1.7583448403583635
353,1,1.758433985845276
354,1,1.7585231313321887
355,1,1.7586122768191015
356,1,1.7587014223060142
357,1,1.758790567792927
358,1,1.7588797132798395
359,1,1.7589688587667522
360,1,1.759058004253665
361,1,1.7591471497405777
362,1,1.7592362952274905
363,1,1.7593254407144032
364,1,1.7594145862013157
365,1,1.7595037316882285
366,1,1.7595928771751412
367,1,1.759682022662054
368,1,1.7597711681489667
369,1,1.7598603136358792
370,1,1.759949459122792
371,1,1.7600386046097047
372,1,1.7601277500966175
373,1,1.7602168955835302
374,1,1.7603060410704428
375,1,1.7603951865573555
376,1,1.7604843320442682
377,1,1.760573477531181
378,1,1.7606626230180937
379,1,1.7607517685050065
380,1,1.760840913991919
381,1,1.7609300594788317
382,1,1.7610192049657445
383,1,1.7611083504526572
384,1,1.76119749593957
385,1,1.7612866414264825
386,1,1.7613757869133952
387,1,1.761464932400308
388,1,1.7615540778872207
389,1,1.7616432233741335
390,1,1.7617323688610462
391,1,1.7618215143479588
392,1,1.7619106598348715
393,1,1.7619998053217842
394,1,1.762088950808697
395,1,1.7621780962956097
396,1,1.7622672417825223
397,1,1.762356387269435
398,1,1.7624455327563477
399,1,1.7625346782432605
400,1,1.7626238237301732
401,1,1.762712969217086
402,1,1.7628021147039985
403,1,1.7628912601909112
404,1,1.762980405677824
405,1,1.7630695511647367
406,1,1.7631586966516495
407,1,1.763247842138562
408,1,1.7633369876254747
409,1,1.7634261331123875
410,1,1.7635152785993002
411,1,1.763604424086213
412,1,1.7636935695731255
413,1,1.7637827150600383
414,1,1.763871860546951
415,1,1.7639610060338637
416,1,1.7640501515207765
417,1,1.7641392970076892
418,1,1.7642284424946018
419,1,1.7643175879815145
420,1,1.7644067334684272
421,1,1.76449587895534
422,1,1.7645850244422527
423,1,1.7646741699291653
424,1,1.764763315416078
425,1,1.7648524609029907
426,1,1.7649416063899035
427,1,1.7650307518768162
428,1,1.765119897363729
429,1,1.7652090428506415
430,1,1.7652981883375543
431,1,1.765387333824467
432,1,1.7654764793113797
433,1,1.7655656247982925
434,1,1.765654770285205
435,1,1.7657439157721178
436,1,1.7658330612590305
437,1,1.7659222067459432
438,1,1.766011352232856
439,1,1.7661004977197687
440,1,1.7661896432066813
441,1,1.766278788693594
442,1,1.7663679341805067
443,1,1.7664570796674195
444,1,1.7665462251543322
445,1,1.7666353706412448
446,1,1.7667245161281575
447,1,1.7668136616150703
448,1,1.766902807101983
449,1,1.7669919525888957
450,1,1.7670810980758085
451,1,1.767170243562721
452,1,1.7672593890496338
453,1,1.7673485345365465
454,1,1.7674376800234592
455,1,1.767526825510372
456,1,1.7676159709972845
457,1,1.7677051164841973
458,1,1.76779426197111
459,1,1.7678834074580227
460,1,1.7679725529449355
461,1,1.7680616984318482
462,1,1.7681508439187608
463,1,1.7682399894056735
464,1,1.7683291348925863
465,1,1.768418280379499
466,1,1.7685074258664117
467,1,1.7685965713533243
468,1,1.768685716840237
469,1,1.7687748623271498
470,1,1.7688640078140625
471,1,1.7689531533009752
472,1,1.769042298787888
473,1,1.7691314442748005
474,1,1.7692205897617133
475,1,1.769309735248626
476,1,1.7693988807355387
477,1,1.7694880262224515
478,1,1.769577171709364
479,1,1.7696663171962768
480,1,1.7697554626831895
481,1,1.7698446081701023
482,1,1.769933753657015
483,1,1.7700228991439277
484,1,1.7701120446308403
485,1,1.770201190117753
486,1,1.7702903356046658
487,1,1.7703794810915785
488,1,1.7704686265784912
489,1,1.7705577720654038
490,1,1.7706469175523165
491,1,1.7707360630392293
492,1,1.770825208526142
493,1,1.7709143540130547
494,1,1.7710034994999675
495,1,1.77109264498688
496,1,1.7711817904737928
497,1,1.7712709359607055
498,1,1.7713600814476183
499,1,1.771449226934531
500,1,1.7715383724214435
501,1,1.7716275179083563
502,1,1.771716663395269
503,1,1.7718058088821818
504,1,1.7718949543690945
505,1,1.771984099856007
506,1,1.7720732453429198
507,1,1.7721623908298325
508,1,1.7722515363167453
509,1,1.772340681803658
510,1,1.7724298272905707
511,1,1.7725189727774833
512,1,1.772608118264396
513,1,1.7726972637513088
514,1,1.7727864092382215
515,1,1.7728755547251343
516,1,1.7729647002120468
517,1,1.7730538456989595
518,1,1.7731429911858723
519,1,1.773232136672785
520,1,1.7733212821596978
521,1,1.7734104276466105
522,1,1.773499573133523
523,1,1.7735887186204358
524,1,1.7736778641073485
525,1,1.7737670095942613
526,1,1.773856155081174
527,1,1.7739453005680865
528,1,1.7740344460549993
529,1,1.774123591541912
530,1,1.7742127370288248
531,1,1.7743018825157375
532,1,1.7743910280026503
533,1,1.7744801734895628
534,1,1.7745693189764755
535,1,1.7746584644633883
536,1,1.774747609950301
537,1,1.7748367554372138
538,1,1.7749259009241263
539,1,1.775015046411039
540,1,1.7751041918979518
541,1,1.7751933373848645
542,1,1.7752824828717773
543,1,1.7753716283586898
544,1,1.7754607738456025
545,1,1.7755499193325153
546,1,1.775639064819428
547,1,1.7757282103063408
548,1,1.7758173557932535
549,1,1.775906501280166
550,1,1.7759956467670788
551,1,1.7760847922539915
552,1,1.7761739377409043
553,1,1.776263083227817
554,1,1.7763522287147295
555,1,1.7764413742016423
556,1,1.776530519688555
557,1,1.7766196651754678
558,1,1.7767088106623805
559,1,1.7767979561492933
560,1,1.7768871016362058
561,1,1.7769762471231185
562,1,1.7770653926100313
563,1,1.777154538096944
564,1,1.7772436835838568
565,1,1.7773328290707693
566,1,1.777421974557682
567,1,1.7775111200445948
568,1,1.7776002655315075
569,1,1.7776894110184203
570,1,1.777778556505333
571,1,1.7778677019922455
572,1,1.7779568474791583
573,1,1.778045992966071
574,1,1.7781351384529838
575,1,1.7782242839398965
576,1,1.778313429426809
577,1,1.7784025749137218
578,1,1.7784917204006345
579,1,1.7785808658875473
580,1,1.77867001137446
581,1,1.7787591568613728
582,1,1.7788483023482853
583,1,1.778937447835198
584,1,1.7790265933221108
585,1,1.7791157388090235
586,1,1.7792048842959363
587,1,1.7792940297828488
588,1,1.7793831752697615
589,1,1.7794723207566743
590,1,1.779561466243587
591,1,1.7796506117304998
592,1,1.7797397572174125
593,1,1.779828902704325
594,1,1.7799180481912378
595,1,1.7800071936781505
596,1,1.7800963391650633
597,1,1.780185484651976
598,1,1.7802746301388885
599,1,1.7803637756258013
600,1,1.780452921112714
601,1,1.7805420665996268
602,1,1.7806312120865395
603,1,1.7807203575734523
604,1,1.7808095030603648
605,1,1.7808986485472775
606,1,1.7809877940341903
607,1,1.781076939521103
608,1,1.7811660850080158
609,1,1.7812552304949283
610,1,1.781344375981841
611,1,1.7814335214687538
612,1,1.7815226669556665
613,1,1.7816118124425793
614,1,1.781700957929492
615,1,1.7817901034164045
616,1,1.7818792489033173
617,1,1.78196839439023
618,1,1.7820575398771428
619,1,1.7821466853640555
620,1,1.782235830850968
621,1,1.7823249763378808
622,1,1.7824141218247935
623,1,1.7825032673117063
624,1,1.782592412798619
625,1,1.7826815582855315
626,1,1.7827707037724443
627,1,1.782859849259357
628,1,1.7829489947462698
629,1,1.7830381402331825
630,1,1.7831272857200953
631,1,1.7832164312070078
632,1,1.7833055766939205
633,1,1.7833947221808333
634,1,1.783483867667746
635,1,1.7835730131546588
636,1,1.7836621586415713
637,1,1.783751304128484
638,1,1.7838404496153968
639,1,1.7839295951023095
640,1,1.7840187405892223
641,1,1.784107886076135
642,1,1.7841970315630475
643,1,1.7842861770499603
644,1,1.784375322536873
645,1,1.7844644680237858
646,1,1.7845536135106985
647,1,1.784642758997611
648,1,1.7847319044845238
649,1,1.7848210499714365
650,1,1.7849101954583493
651,1,1.784999340945262
652,1,1.7850884864321748
653,1,1.7851776319190873
654,1,1.785266777406
655,1,1.7853559228929128
656,1,1.7854450683798255
657,1,1.7855342138667383
658,1,1.7856233593536508
659,1,1.7857125048405635
660,1,1.7858016503274763
661,1,1.785890795814389
662,1,1.7859799413013018
663,1,1.7860690867882145
664,1,1.786158232275127
665,1,1.7862473777620398
666,1,1.7863365232489525
667,1,1.7864256687358653
668,1,1.786514814222778
669,1,1.7866039597096905
670,1,1.7866931051966033
671,1,1.786782250683516
672,1,1.7868713961704288
673,1,1.7869605416573415
674,1,1.787049687144254
675,1,1.7871388326311668
676,1,1.7872279781180795
677,1,1.7873171236049923
678,1,1.787406269091905
679,1,1.7874954145788178
680,1,1.7875845600657303
681,1,1.787673705552643
682,1,1.7877628510395558
683,1,1.7878519965264685
684,1,1.7879411420133813
685,1,1.7880302875002938
686,1,1.7881194329872065
687,1,1.7882085784741193
688,1,1.788297723961032
689,1,1.7883868694479448
690,1,1.7884760149348575
691,1,1.78856516042177
692,1,1.7886543059086828
693,1,1.7887434513955955
694,1,1.7888325968825083
695,1,1.788921742369421
696,1,1.7890108878563336
697,1,1.7891000333432463
698,1,1.789189178830159
699,1,1.7892783243170718
700,1,1.7893674698039845
701,1,1.7894566152908973
702,1,1.7895457607778098
703,1,1.7896349062647225
704,1,1.7897240517516353
705,1,1.789813197238548
706,1,1.7899023427254608
707,1,1.7899914882123733
708,1,1.790080633699286
709,1,1.7901697791861988
710,1,1.7902589246731115
711,1,1.7903480701600243
712,1,1.790437215646937
713,1,1.7905263611338496
714,1,1.7906155066207623
715,1,1.790704652107675
716,1,1.7907937975945878
717,1,1.7908829430815005
718,1,1.790972088568413
719,1,1.7910612340553258
720,1,1.7911503795422385
721,1,1.7912395250291513
722,1,1.791328670516064
723,1,1.7914178160029768
724,1,1.7915069614898893
725,1,1.791596106976802
726,1,1.7916852524637148
727,1,1.7917743979506275
728,1,1.7918635434375403
729,1,1.7919526889244528
730,1,1.7920418344113656
731,1,1.7921309798982783
732,1,1.792220125385191
733,1,1.7923092708721038
734,1,1.7923984163590165
735,1,1.792487561845929
736,1,1.7925767073328418
737,1,1.7926658528197545
738,1,1.7927549983066673
739,1,1.79284414379358
740,1,1.7929332892804926
741,1,1.7930224347674053
742,1,1.793111580254318
743,1,1.7932007257412308
744,1,1.7932898712281435
745,1,1.7933790167150563
746,1,1.7934681622019688
747,1,1.7935573076888816
748,1,1.7936464531757943
749,1,1.793735598662707
750,1,1.7938247441496198
751,1,1.7939138896365323
752,1,1.794003035123445
753,1,1.7940921806103578
754,1,1.7941813260972705
755,1,1.7942704715841833
756,1,1.794359617071096
757,1,1.7944487625580086
758,1,1.7945379080449213
759,1,1.794627053531834
760,1,1.7947161990187468
761,1,1.7948053445056595
762,1,1.794894489992572
763,1,1.7949836354794848
764,1,1.7950727809663976
765,1,1.7951619264533103
766,1,1.795251071940223
767,1,1.7953402174271356
768,1,1.7954293629140483
769,1,1.795518508400961
770,1,1.7956076538878738
771,1,1.7956967993747865
772,1,1.7957859448616993
773,1,1.7958750903486118
774,1,1.7959642358355246
775,1,1.7960533813224373
776,1,1.79614252680935
777,1,1.7962316722962628
778,1,1.7963208177831753
779,1,1.796409963270088
780,1,1.7964991087570008
781,1,1.7965882542439136
782,1,1.7966773997308263
783,1,1.796766545217739
784,1,1.7968556907046516
785,1,1.7969448361915643
786,1,1.797033981678477
787,1,1.7971231271653898
788,1,1.7972122726523025
789,1,1.797301418139215
790,1,1.7973905636261278
791,1,1.7974797091130406
792,1,1.7975688545999533
793,1,1.797658000086866
794,1,1.7977471455737786
795,1,1.7978362910606913
796,1,1.797925436547604
797,1,1.7980145820345168
798,1,1.7981037275214296
799,1,1.7981928730083423
800,1,1.7982820184952548
801,1,1.7983711639821676
802,1,1.7984603094690803
803,1,1.798549454955993
804,1,1.7986386004429058
805,1,1.7987277459298183
806,1,1.798816891416731
807,1,1.7989060369036438
808,1,1.7989951823905566
809,1,1.7990843278774693
810,1,1.799173473364382
811,1,1.7992626188512946
812,1,1.7993517643382073
813,1,1.79944090982512
814,1,1.7995300553120328
815,1,1.7996192007989456
816,1,1.799708346285858
817,1,1.7997974917727708
818,1,1.7998866372596836
819,1,1.7999757827465963
820,1,1.800064928233509
821,1,1.8001540737204218
822,1,1.8002432192073343
823,1,1.800332364694247
824,1,1.8004215101811598
825,1,1.8005106556680726
826,1,1.8005998011549853
827,1,1.8006889466418978
828,1,1.8007780921288106
829,1,1.8008672376157233
830,1,1.800956383102636
831,1,1.8010455285895488
832,1,1.8011346740764616
833,1,1.801223819563374
834,1,1.8013129650502868
835,1,1.8014021105371996
836,1,1.8014912560241123
837,1,1.801580401511025
838,1,1.8016695469979376
839,1,1.8017586924848503
840,1,1.801847837971763
841,1,1.8019369834586758
842,1,1.8020261289455886
843,1,1.8021152744325013
844,1,1.8022044199194138
845,1,1.8022935654063266
846,1,1.8023827108932393
847,1,1.802471856380152
848,1,1.8025610018670648
849,1,1.8026501473539773
850,1,1.80273929284089
851,1,1.8028284383278028
852,1,1.8029175838147156
853,1,1.8030067293016283
854,1,1.803095874788541
855,1,1.8031850202754536
856,1,1.8032741657623663
857,1,1.803363311249279
858,1,1.8034524567361918
859,1,1.8035416022231046
860,1,1.803630747710017
861,1,1.8037198931969298
862,1,1.8038090386838426
863,1,1.8038981841707553
864,1,1.803987329657668
865,1,1.8040764751445808
866,1,1.8041656206314933
867,1,1.804254766118406
868,1,1.8043439116053188
869,1,1.8044330570922316
870,1,1.8045222025791443
871,1,1.8046113480660568
872,1,1.8047004935529696
873,1,1.8047896390398823
874,1,1.804878784526795
875,1,1.8049679300137078
876,1,1.8050570755006206
877,1,1.805146220987533
878,1,1.8052353664744458
879,1,1.8053245119613586
880,1,1.8054136574482713
881,1,1.805502802935184
882,1,1.8055919484220966
883,1,1.8056810939090093
884,1,1.805770239395922
885,1,1.8058593848828348
886,1,1.8059485303697476
887,1,1.8060376758566603
888,1,1.8061268213435728
889,1,1.8062159668304856
890,1,1.8063051123173983
891,1,1.806394257804311
892,1,1.8064834032912238
893,1,1.8065725487781363
894,1,1.806661694265049
895,1,1.8067508397519618
896,1,1.8068399852388746
897,1,1.8069291307257873
898,1,1.8070182762126998
899,1,1.8071074216996126
900,1,1.8071965671865253
901,1,1.807285712673438
902,1,1.8073748581603508
903,1,1.8074640036472636
904,1,1.807553149134176
905,1,1.8076422946210888
906,1,1.8077314401080016
907,1,1.8078205855949143
908,1,1.807909731081827
909,1,1.8079988765687396
910,1,1.8080880220556523
911,1,1.808177167542565
912,1,1.8082663130294778
913,1,1.8083554585163906
914,1,1.808444604003303
915,1,1.8085337494902158
916,1,1.8086228949771286
917,1,1.8087120404640413
918,1,1.808801185950954
919,1,1.8088903314378668
920,1,1.8089794769247793
921,1,1.809068622411692
922,1,1.8091577678986048
923,1,1.8092469133855176
924,1,1.8093360588724303
925,1,1.8094252043593428
926,1,1.8095143498462556
927,1,1.8096034953331683
928,1,1.809692640820081
929,1,1.8097817863069938
930,1,1.8098709317939066
931,1,1.809960077280819
932,1,1.8100492227677318
933,1,1.8101383682546446
934,1,1.8102275137415573
935,1,1.81031665922847
936,1,1.8104058047153826
937,1,1.8104949502022953
938,1,1.810584095689208
939,1,1.8106732411761208
940,1,1.8107623866630336
941,1,1.8108515321499463
942,1,1.8109406776368588
943,1,1.8110298231237716
944,1,1.8111189686106843
945,1,1.811208114097597
946,1,1.8112972595845098
947,1,1.8113864050714223
948,1,1.811475550558335
949,1,1.8115646960452478
950,1,1.8116538415321606
951,1,1.8117429870190733
952,1,1.811832132505986
953,1,1.8119212779928986
954,1,1.8120104234798113
955,1,1.812099568966724
956,1,1.8121887144536368
957,1,1.8122778599405496
958,1,1.812367005427462
959,1,1.8124561509143748
960,1,1.8125452964012876
961,1,1.8126344418882003
962,1,1.812723587375113
963,1,1.8128127328620258
964,1,1.8129018783489383
965,1,1.812991023835851
966,1,1.8130801693227638
967,1,1.8131693148096766
968,1,1.8132584602965893
969,1,1.8133476057835018
970,1,1.8134367512704146
971,1,1.8135258967573273
972,1,1.81361504224424
973,1,1.8137041877311528
974,1,1.8137933332180656
975,1,1.813882478704978
976,1,1.8139716241918908
977,1,1.8140607696788036
978,1,1.8141499151657163
979,1,1.814239060652629
980,1,1.8143282061395416
981,1,1.8144173516264543
982,1,1.814506497113367
983,1,1.8145956426002798
984,1,1.8146847880871926
985,1,1.8147739335741053
986,1,1.8148630790610178
987,1,1.8149522245479306
988,1,1.8150413700348433
989,1,1.815130515521756
990,1,1.8152196610086688
991,1,1.8153088064955814
992,1,1.815397951982494
993,1,1.8154870974694068
994,1,1.8155762429563196
995,1,1.8156653884432323
996,1,1.815754533930145
997,1,1.8158436794170576
998,1,1.8159328249039703
999,1,1.816021970390883
1000,1,1.8161111158777958
1001,1,1.8162002613647086
1002,1,1.816289406851621
1003,1,1.8163785523385338
1004,1,1.8164676978254466
1005,1,1.8165568433123593
1006,1,1.816645988799272
1007,1,1.8167351342861848
1008,1,1.8168242797730974
1009,1,1.81691342526001
1010,1,1.8170025707469228
1011,1,1.8170917162338356
1012,1,1.8171808617207483
1013,1,1.8172700072076609
1014,1,1.8173591526945736
1015,1,1.8174482981814863
1016,1,1.817537443668399
1017,1,1.8176265891553118
1018,1,1.8177157346422246
1019,1,1.817804880129137
1020,1,1.8178940256160498
1021,1,1.8179831711029626
1022,1,1.8180723165898753
1023,1,1.818161462076788
1024,1,1.8182506075637006
1025,1,1.8183397530506133
1026,1,1.818428898537526
1027,1,1.8185180440244388
1028,1,1.8186071895113516
1029,1,1.818696334998264
1030,1,1.8187854804851769
1031,1,1.8188746259720896
1032,1,1.8189637714590023
1033,1,1.819052916945915
1034,1,1.8191420624328278
1035,1,1.8192312079197404
1036,1,1.819320353406653
1037,1,1.8194094988935658
1038,1,1.8194986443804786
1039,1,1.8195877898673913
1040,1,1.8196769353543039
1041,1,1.8197660808412166
1042,1,1.8198552263281293
1043,1,1.819944371815042
1044,1,1.8200335173019548
1045,1,1.8201226627888674
1046,1,1.82021180827578
1047,1,1.8203009537626929
1048,1,1.8203900992496056
1049,1,1.8204792447365183
1050,1,1.820568390223431
1051,1,1.8206575357103436
1052,1,1.8207466811972564
1053,1,1.820835826684169
1054,1,1.8209249721710818
1055,1,1.8210141176579946
1056,1,1.8211032631449071
1057,1,1.8211924086318199
1058,1,1.8212815541187326
1059,1,1.8213706996056453
1060,1,1.821459845092558
1061,1,1.8215489905794708
1062,1,1.8216381360663834
1063,1,1.821727281553296
1064,1,1.8218164270402089
1065,1,1.8219055725271216
1066,1,1.8219947180140343
1067,1,1.8220838635009469
1068,1,1.8221730089878596
1069,1,1.8222621544747724
1070,1,1.822351299961685
1071,1,1.8224404454485978
1072,1,1.8225295909355106
1073,1,1.8226187364224231
1074,1,1.8227078819093359
1075,1,1.8227970273962486
1076,1,1.8228861728831613
1077,1,1.822975318370074
1078,1,1.8230644638569866
1079,1,1.8231536093438994
1080,1,1.823242754830812
1081,1,1.8233319003177249
1082,1,1.8234210458046376
1083,1,1.8235101912915503
1084,1,1.8235993367784629
1085,1,1.8236884822653756
1086,1,1.8237776277522884
1087,1,1.823866773239201
1088,1,1.8239559187261138
