atemp,hum,Predicted Y
0.2273,0.69,0.6417114748288085
0.2273,0.69,0.6417114748288085
0.2424,0.55,0.6408313552794551
0.2424,0.55,0.6408313552794551
0.197,0.59,0.6434775425338024
0.197,0.59,0.6434775425338024
0.2273,0.59,0.6417114748288085
0.2273,0.59,0.6417114748288085
0.2273,0.59,0.6417114748288085
0.1667,0.63,0.6452436102387964
0.2121,0.63,0.642597422984449
0.1515,0.63,0.6461295583944369
0.1818,0.64,0.644363490689443
0.197,0.59,0.6434775425338024
0.197,0.55,0.6434775425338024
0.2273,0.48,0.6417114748288085
0.2576,0.38,0.6399454071238145
0.2879,0.39,0.6381793394188207
0.3182,0.36,0.6364132717138267
0.3333,0.34,0.6355331521644733
0.303,0.36,0.6372992198694671
0.2879,0.45,0.6381793394188207
0.303,0.39,0.6372992198694671
0.303,0.39,0.6372992198694671
0.303,0.39,0.6372992198694671
0.3182,0.42,0.6364132717138267
0.2879,0.45,0.6381793394188207
0.303,0.56,0.6372992198694671
0.2727,0.56,0.6390652875744611
0.2879,0.56,0.6381793394188207
0.2727,0.69,0.6390652875744611
0.2576,0.56,0.6399454071238145
0.2576,0.56,0.6399454071238145
0.2576,0.56,0.6399454071238145
0.2121,0.56,0.642597422984449
0.2121,0.55,0.642597422984449
0.2121,0.51,0.642597422984449
0.2121,0.51,0.642597422984449
0.2273,0.44,0.6417114748288085
0.2121,0.41,0.642597422984449
0.2273,0.35,0.6417114748288085
0.2727,0.36,0.6390652875744611
0.2424,0.38,0.6408313552794551
0.2273,0.38,0.6417114748288085
0.2121,0.37,0.642597422984449
0.2121,0.4,0.642597422984449
0.197,0.47,0.6434775425338024
0.197,0.47,0.6434775425338024
0.197,0.51,0.6434775425338024
0.2121,0.49,0.642597422984449
0.2273,0.4,0.6417114748288085
0.197,0.47,0.6434775425338024
0.197,0.44,0.6434775425338024
0.1667,0.43,0.6452436102387964
0.1818,0.43,0.644363490689443
0.197,0.43,0.6434775425338024
0.197,0.43,0.6434775425338024
0.1818,0.43,0.644363490689443
0.1818,0.5,0.644363490689443
0.1515,0.47,0.6461295583944369
0.1515,0.47,0.6461295583944369
0.1515,0.5,0.6461295583944369
0.1515,0.55,0.6461295583944369
0.197,0.47,0.6434775425338024
0.197,0.47,0.6434775425338024
0.2121,0.43,0.642597422984449
0.2121,0.47,0.642597422984449
0.2121,0.47,0.642597422984449
0.197,0.51,0.6434775425338024
0.1667,0.55,0.6452436102387964
0.1818,0.59,0.644363490689443
0.1515,0.8,0.6461295583944369
0.1515,0.8,0.6461295583944369
0.1212,0.93,0.6478956260994309
0.1364,0.86,0.6470096779437903
0.1818,0.86,0.644363490689443
0.197,0.86,0.6434775425338024
0.2273,0.8,0.6417114748288085
0.2273,0.87,0.6417114748288085
0.2273,0.87,0.6417114748288085
0.2273,0.82,0.6417114748288085
0.2273,0.8,0.6417114748288085
0.2273,0.8,0.6417114748288085
0.2727,0.87,0.6390652875744611
0.2424,0.93,0.6408313552794551
0.2576,0.93,0.6399454071238145
0.2727,0.93,0.6390652875744611
0.2727,0.93,0.6390652875744611
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2576,0.93,0.6399454071238145
0.2576,0.93,0.6399454071238145
0.2576,0.92,0.6399454071238145
0.2576,0.93,0.6399454071238145
0.2576,0.93,0.6399454071238145
0.2727,0.93,0.6390652875744611
0.303,0.87,0.6372992198694671
0.3182,0.81,0.6364132717138267
0.4091,0.62,0.6311150685988448
0.4091,0.58,0.6311150685988448
0.4091,0.54,0.6311150685988448
0.3939,0.58,0.6320010167544854
0.3333,0.57,0.6355331521644733
0.3182,0.61,0.6364132717138267
0.2879,0.57,0.6381793394188207
0.303,0.49,0.6372992198694671
0.2879,0.49,0.6381793394188207
0.303,0.52,0.6372992198694671
0.2727,0.52,0.6390652875744611
0.2273,0.56,0.6417114748288085
0.2727,0.56,0.6390652875744611
0.2727,0.56,0.6390652875744611
0.2576,0.56,0.6399454071238145
0.2576,0.56,0.6399454071238145
0.2273,0.6,0.6417114748288085
0.2121,0.6,0.642597422984449
0.2121,0.55,0.642597422984449
0.2121,0.55,0.642597422984449
0.2273,0.52,0.6417114748288085
0.2273,0.48,0.6417114748288085
0.2727,0.45,0.6390652875744611
0.3333,0.42,0.6355331521644733
0.2879,0.45,0.6381793394188207
0.303,0.45,0.6372992198694671
0.3182,0.45,0.6364132717138267
0.303,0.49,0.6372992198694671
0.3182,0.49,0.6364132717138267
0.2576,0.56,0.6399454071238145
0.2273,0.56,0.6417114748288085
0.2424,0.6,0.6408313552794551
0.2273,0.6,0.6417114748288085
0.2121,0.65,0.642597422984449
0.2121,0.65,0.642597422984449
0.2273,0.7,0.6417114748288085
0.2273,0.7,0.6417114748288085
0.2424,0.75,0.6408313552794551
0.2121,0.8,0.642597422984449
0.2576,0.87,0.6399454071238145
0.197,0.6,0.6434775425338024
0.2121,0.55,0.642597422984449
0.1818,0.51,0.644363490689443
0.1818,0.47,0.644363490689443
0.1818,0.51,0.644363490689443
0.1667,0.47,0.6452436102387964
0.1818,0.41,0.644363490689443
0.1818,0.27,0.644363490689443
0.1515,0.21,0.6461295583944369
0.1515,0.25,0.6461295583944369
0.1212,0.26,0.6478956260994309
0.1364,0.26,0.6470096779437903
0.1212,0.28,0.6478956260994309
0.1212,0.3,0.6478956260994309
0.1061,0.3,0.6487757456487843
0.0758,0.33,0.6505418133537781
0.0758,0.38,0.6505418133537781
0.0303,0.41,0.6531938292144126
0.0455,0.38,0.6523078810587721
0.0303,0.45,0.6531938292144126
0.0,0.41,0.6549598969194066
0.0303,0.41,0.6531938292144126
0.0303,0.41,0.6531938292144126
0.0152,0.48,0.6540739487637661
0.0303,0.44,0.6531938292144126
0.0152,0.44,0.6540739487637661
0.0,0.44,0.6549598969194066
0.0303,0.41,0.6531938292144126
0.0606,0.41,0.6514277615094187
0.0758,0.38,0.6505418133537781
0.1061,0.38,0.6487757456487843
0.1667,0.35,0.6452436102387964
0.1364,0.33,0.6470096779437903
0.1515,0.28,0.6461295583944369
0.1364,0.28,0.6470096779437903
0.197,0.28,0.6434775425338024
0.0909,0.35,0.6496616938044247
0.1061,0.35,0.6487757456487843
0.0758,0.45,0.6505418133537781
0.1061,0.41,0.6487757456487843
0.1515,0.49,0.6461295583944369
0.0758,0.57,0.6505418133537781
0.0758,0.57,0.6505418133537781
0.0758,0.57,0.6505418133537781
0.0606,0.62,0.6514277615094187
0.0606,0.62,0.6514277615094187
0.0758,0.57,0.6505418133537781
0.0758,0.57,0.6505418133537781
0.1061,0.58,0.6487757456487843
0.0758,0.62,0.6505418133537781
0.0758,0.54,0.6505418133537781
0.1061,0.46,0.6487757456487843
0.1364,0.43,0.6470096779437903
0.1212,0.37,0.6478956260994309
0.1061,0.33,0.6487757456487843
0.1364,0.28,0.6470096779437903
0.1364,0.28,0.6470096779437903
0.1364,0.26,0.6470096779437903
0.1061,0.26,0.6487757456487843
0.1212,0.3,0.6478956260994309
0.1212,0.3,0.6478956260994309
0.1061,0.36,0.6487757456487843
0.1061,0.36,0.6487757456487843
0.0909,0.38,0.6496616938044247
0.0606,0.41,0.6514277615094187
0.0606,0.41,0.6514277615094187
0.0455,0.45,0.6523078810587721
0.0303,0.45,0.6531938292144126
0.0606,0.48,0.6514277615094187
0.0606,0.48,0.6514277615094187
0.0758,0.48,0.6505418133537781
0.1212,0.48,0.6478956260994309
0.1364,0.49,0.6470096779437903
0.1515,0.41,0.6461295583944369
0.1364,0.42,0.6470096779437903
0.1212,0.46,0.6478956260994309
0.1364,0.42,0.6470096779437903
0.1364,0.43,0.6470096779437903
0.1364,0.46,0.6470096779437903
0.1667,0.4,0.6452436102387964
0.1515,0.47,0.6461295583944369
0.1212,0.5,0.6478956260994309
0.1364,0.59,0.6470096779437903
0.1515,0.54,0.6461295583944369
0.1364,0.59,0.6470096779437903
0.1515,0.63,0.6461295583944369
0.1364,0.63,0.6470096779437903
0.1515,0.64,0.6461295583944369
0.1364,0.69,0.6470096779437903
0.1667,0.69,0.6452436102387964
0.1515,0.69,0.6461295583944369
0.1667,0.74,0.6452436102387964
0.1364,0.74,0.6470096779437903
0.1818,0.74,0.644363490689443
0.1515,0.74,0.6461295583944369
0.1818,0.74,0.644363490689443
0.2273,0.64,0.6417114748288085
0.2424,0.6,0.6408313552794551
0.2424,0.6,0.6408313552794551
0.2879,0.56,0.6381793394188207
0.2727,0.56,0.6390652875744611
0.3333,0.45,0.6355331521644733
0.3485,0.42,0.6346472040088327
0.3485,0.42,0.6346472040088327
0.3333,0.45,0.6355331521644733
0.3182,0.49,0.6364132717138267
0.2576,0.65,0.6399454071238145
0.2273,0.65,0.6417114748288085
0.2273,0.65,0.6417114748288085
0.2273,0.64,0.6417114748288085
0.2273,0.64,0.6417114748288085
0.2273,0.69,0.6417114748288085
0.2424,0.65,0.6408313552794551
0.2273,0.69,0.6417114748288085
0.1818,0.86,0.644363490689443
0.1818,0.86,0.644363490689443
0.2121,0.87,0.642597422984449
0.2121,0.87,0.642597422984449
0.2121,0.87,0.642597422984449
0.2121,0.93,0.642597422984449
0.197,0.93,0.6434775425338024
0.197,0.93,0.6434775425338024
0.197,0.93,0.6434775425338024
0.197,0.93,0.6434775425338024
0.1818,0.93,0.644363490689443
0.197,0.93,0.6434775425338024
0.1818,0.93,0.644363490689443
0.2273,0.55,0.6417114748288085
0.2424,0.55,0.6408313552794551
0.2273,0.69,0.6417114748288085
0.2273,0.69,0.6417114748288085
0.2121,0.74,0.642597422984449
0.2121,0.74,0.642597422984449
0.2121,0.74,0.642597422984449
0.197,0.8,0.6434775425338024
0.2121,0.75,0.642597422984449
0.2121,0.75,0.642597422984449
0.2121,0.75,0.642597422984449
0.2273,0.75,0.6417114748288085
0.2121,0.8,0.642597422984449
0.197,0.8,0.6434775425338024
0.197,0.86,0.6434775425338024
0.197,0.86,0.6434775425338024
0.2121,0.86,0.642597422984449
0.2121,0.86,0.642597422984449
0.2121,0.93,0.642597422984449
0.2121,0.93,0.642597422984449
0.2121,0.93,0.642597422984449
0.2727,0.8,0.6390652875744611
0.2576,0.86,0.6399454071238145
0.2727,0.8,0.6390652875744611
0.2424,0.75,0.6408313552794551
0.2273,0.75,0.6417114748288085
0.2424,0.75,0.6408313552794551
0.2273,0.7,0.6417114748288085
0.2273,0.75,0.6417114748288085
0.2121,0.65,0.642597422984449
0.2273,0.6,0.6417114748288085
0.197,0.64,0.6434775425338024
0.2273,0.64,0.6417114748288085
0.2273,0.64,0.6417114748288085
0.2121,0.64,0.642597422984449
0.1818,0.69,0.644363490689443
0.1818,0.64,0.644363490689443
0.1818,0.59,0.644363490689443
0.197,0.55,0.6434775425338024
0.2121,0.59,0.642597422984449
0.2121,0.64,0.642597422984449
0.197,0.64,0.6434775425338024
0.197,0.59,0.6434775425338024
0.2273,0.55,0.6417114748288085
0.2273,0.6,0.6417114748288085
0.2121,0.69,0.642597422984449
0.2424,0.6,0.6408313552794551
0.2879,0.6,0.6381793394188207
0.2273,0.69,0.6417114748288085
0.2121,0.69,0.642597422984449
0.2121,0.74,0.642597422984449
0.2121,0.74,0.642597422984449
0.197,0.8,0.6434775425338024
0.197,0.8,0.6434775425338024
0.1818,0.8,0.644363490689443
0.2121,0.8,0.642597422984449
0.2273,0.8,0.6417114748288085
0.2121,0.93,0.642597422984449
0.2121,0.93,0.642597422984449
0.2121,0.86,0.642597422984449
0.2121,0.86,0.642597422984449
0.2121,0.86,0.642597422984449
0.2273,0.8,0.6417114748288085
0.2424,0.8,0.6408313552794551
0.2727,0.75,0.6390652875744611
0.3182,0.52,0.6364132717138267
0.2879,0.61,0.6381793394188207
0.303,0.61,0.6372992198694671
0.3333,0.56,0.6355331521644733
0.3333,0.56,0.6355331521644733
0.2879,0.56,0.6381793394188207
0.2576,0.65,0.6399454071238145
0.2576,0.65,0.6399454071238145
0.2727,0.65,0.6390652875744611
0.2424,0.7,0.6408313552794551
0.2273,0.7,0.6417114748288085
0.2121,0.65,0.642597422984449
0.2273,0.65,0.6417114748288085
0.2121,0.64,0.642597422984449
0.2273,0.64,0.6417114748288085
0.2273,0.64,0.6417114748288085
0.197,0.59,0.6434775425338024
0.1667,0.64,0.6452436102387964
0.1364,0.69,0.6470096779437903
0.1364,0.64,0.6470096779437903
0.1364,0.59,0.6470096779437903
0.1364,0.59,0.6470096779437903
0.1515,0.59,0.6461295583944369
0.1515,0.59,0.6461295583944369
0.2121,0.55,0.642597422984449
0.2273,0.59,0.6417114748288085
0.197,0.55,0.6434775425338024
0.1818,0.59,0.644363490689443
0.1818,0.56,0.644363490689443
0.1515,0.59,0.6461295583944369
0.1515,0.55,0.6461295583944369
0.3182,0.61,0.6364132717138267
0.1667,0.59,0.6452436102387964
0.197,0.59,0.6434775425338024
0.1818,0.59,0.644363490689443
0.197,0.64,0.6434775425338024
0.1818,0.64,0.644363490689443
0.1818,0.69,0.644363490689443
0.2273,0.69,0.6417114748288085
0.2273,0.69,0.6417114748288085
0.2121,0.93,0.642597422984449
0.2121,0.93,0.642597422984449
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2424,0.86,0.6408313552794551
0.2576,0.86,0.6399454071238145
0.2576,0.86,0.6399454071238145
0.2576,0.8,0.6399454071238145
0.2879,0.75,0.6381793394188207
0.2424,0.75,0.6408313552794551
0.2879,0.75,0.6381793394188207
0.2576,0.81,0.6399454071238145
0.2424,0.81,0.6408313552794551
0.2273,0.87,0.6417114748288085
0.2273,0.87,0.6417114748288085
0.2576,0.87,0.6399454071238145
0.197,0.93,0.6434775425338024
0.2424,0.93,0.6408313552794551
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.2121,0.93,0.642597422984449
0.2424,0.93,0.6408313552794551
0.2424,0.93,0.6408313552794551
0.2121,0.93,0.642597422984449
0.2121,0.93,0.642597422984449
0.2576,0.93,0.6399454071238145
0.2727,1.0,0.6390652875744611
0.2273,0.93,0.6417114748288085
0.2273,0.93,0.6417114748288085
0.3333,0.93,0.6355331521644733
0.3939,0.82,0.6320010167544854
0.3939,0.76,0.6320010167544854
0.3333,0.71,0.6355331521644733
0.3182,0.53,0.6364132717138267
0.2879,0.42,0.6381793394188207
0.2424,0.45,0.6408313552794551
0.197,0.48,0.6434775425338024
0.197,0.47,0.6434775425338024
0.2121,0.44,0.642597422984449
0.1667,0.44,0.6452436102387964
0.1667,0.4,0.6452436102387964
0.1515,0.44,0.6461295583944369
0.1667,0.43,0.6452436102387964
0.1667,0.43,0.6452436102387964
0.1364,0.5,0.6470096779437903
0.1364,0.43,0.6470096779437903
0.1212,0.5,0.6478956260994309
0.1212,0.5,0.6478956260994309
0.1364,0.47,0.6470096779437903
0.1515,0.43,0.6461295583944369
0.1364,0.43,0.6470096779437903
0.1818,0.4,0.644363490689443
0.1667,0.4,0.6452436102387964
0.197,0.37,0.6434775425338024
0.197,0.37,0.6434775425338024
0.2121,0.37,0.642597422984449
0.197,0.4,0.6434775425338024
0.2121,0.4,0.642597422984449
0.2576,0.4,0.6399454071238145
0.2273,0.47,0.6417114748288085
0.2121,0.55,0.642597422984449
0.2121,0.51,0.642597422984449
0.2273,0.47,0.6417114748288085
0.2576,0.44,0.6399454071238145
0.2273,0.59,0.6417114748288085
0.1667,0.63,0.6452436102387964
0.1667,0.63,0.6452436102387964
0.1515,0.63,0.6461295583944369
0.2273,0.55,0.6417114748288085
0.2121,0.59,0.642597422984449
0.1515,0.74,0.6461295583944369
0.1818,0.8,0.644363490689443
0.2121,0.51,0.642597422984449
0.2273,0.51,0.6417114748288085
0.2424,0.48,0.6408313552794551
0.2576,0.5,0.6399454071238145
0.2727,0.45,0.6390652875744611
0.2727,0.48,0.6390652875744611
0.2879,0.42,0.6381793394188207
0.2727,0.56,0.6390652875744611
0.2576,0.6,0.6399454071238145
0.2424,0.65,0.6408313552794551
0.2424,0.65,0.6408313552794551
0.2424,0.7,0.6408313552794551
0.2424,0.65,0.6408313552794551
0.2424,0.7,0.6408313552794551
0.2424,0.7,0.6408313552794551
0.2424,0.65,0.6408313552794551
0.2424,0.75,0.6408313552794551
0.2424,0.75,0.6408313552794551
0.2273,0.93,0.6417114748288085
0.2273,1.0,0.6417114748288085
0.2576,1.0,0.6399454071238145
0.2576,0.93,0.6399454071238145
