windspeed,cnt,Predicted Y
0.2537,57,198.25503493272322
0.2836,56,202.38820050953302
0.3284,31,208.58103722662597
0.2537,21,198.25503493272322
0.2537,6,198.25503493272322
0.1642,2,185.88318479478085
0.2985,1,204.44787164981616
0.0896,1,175.57100579712161
0.4179,5,220.9528873645683
0.2537,27,198.25503493272322
0.2836,68,202.38820050953302
0.3284,217,208.58103722662597
0.3582,166,212.70037950719225
0.4627,63,227.14572408166129
0.4627,59,227.14572408166129
0.5821,78,243.65073979641343
0.5821,73,243.65073979641343
0.5224,62,235.39823193903737
0.4478,65,225.0860529413781
0.3582,97,212.70037950719225
0.3582,161,212.70037950719225
0.2537,120,198.25503493272322
0.3284,96,208.58103722662597
0.4179,53,220.9528873645683
0.2836,41,202.38820050953302
0.3881,34,216.83354508400203
0.3284,27,208.58103722662597
0.2537,13,198.25503493272322
0.3881,12,216.83354508400203
0.2537,11,198.25503493272322
0.2836,7,202.38820050953302
0.2985,3,204.44787164981616
0.2239,2,194.13569265215693
0.2836,8,202.38820050953302
0.3284,27,208.58103722662597
0.2537,40,198.25503493272322
0.1642,53,185.88318479478085
0.1343,63,181.75001921797104
0.1045,70,177.63067693740476
0.0,84,163.18533236293572
0.1045,75,177.63067693740476
0.0,103,163.18533236293572
0.194,83,190.00252707534713
0.0,67,163.18533236293572
0.194,54,190.00252707534713
0.1343,59,181.75001921797104
0.1642,45,185.88318479478085
0.0896,39,175.57100579712161
0.0,30,163.18533236293572
0.1045,33,177.63067693740476
0.1045,22,177.63067693740476
0.1045,13,177.63067693740476
0.1343,18,181.75001921797104
0.1343,5,181.75001921797104
0.1045,3,177.63067693740476
0.1045,1,177.63067693740476
0.1642,2,185.88318479478085
0.1642,19,185.88318479478085
0.3582,28,212.70037950719225
0.3881,58,216.83354508400203
0.2239,99,194.13569265215693
0.4627,116,227.14572408166129
0.3881,87,216.83354508400203
0.3582,110,212.70037950719225
0.3582,77,212.70037950719225
0.3284,65,208.58103722662597
0.3881,55,216.83354508400203
0.2537,49,198.25503493272322
0.2836,50,202.38820050953302
0.2537,35,198.25503493272322
0.194,25,190.00252707534713
0.194,28,190.00252707534713
0.2239,21,194.13569265215693
0.194,7,190.00252707534713
0.194,1,190.00252707534713
0.2537,1,198.25503493272322
0.1343,1,181.75001921797104
0.1343,5,181.75001921797104
0.0896,15,175.57100579712161
0.0,84,163.18533236293572
0.0,177,163.18533236293572
0.0,102,163.18533236293572
0.0,40,163.18533236293572
0.1343,46,181.75001921797104
0.194,63,190.00252707534713
0.2239,60,194.13569265215693
0.2239,45,194.13569265215693
0.1642,57,185.88318479478085
0.2537,70,198.25503493272322
0.2537,184,198.25503493272322
0.194,153,190.00252707534713
0.1642,106,185.88318479478085
0.194,81,190.00252707534713
0.1642,59,185.88318479478085
0.2239,35,194.13569265215693
0.2537,24,198.25503493272322
0.2836,9,202.38820050953302
0.1642,5,185.88318479478085
0.2239,2,194.13569265215693
0.1045,1,177.63067693740476
0.2239,9,194.13569265215693
0.1045,36,177.63067693740476
0.2239,108,194.13569265215693
0.1343,238,181.75001921797104
0.0896,144,175.57100579712161
0.1045,55,177.63067693740476
0.1343,61,181.75001921797104
0.0896,106,175.57100579712161
0.1343,93,181.75001921797104
0.0,68,163.18533236293572
0.0,84,163.18533236293572
0.0,116,163.18533236293572
0.0,222,163.18533236293572
0.0896,225,175.57100579712161
0.1642,146,185.88318479478085
0.194,119,190.00252707534713
0.194,45,190.00252707534713
0.1642,53,185.88318479478085
0.1642,40,185.88318479478085
0.1343,17,181.75001921797104
0.1343,5,181.75001921797104
0.194,10,190.00252707534713
0.2836,1,202.38820050953302
0.2836,8,202.38820050953302
0.2985,30,204.44787164981616
0.2985,72,204.44787164981616
0.2985,58,204.44787164981616
0.2836,28,202.38820050953302
0.3284,41,208.58103722662597
0.3284,48,208.58103722662597
0.3284,47,208.58103722662597
0.3582,36,212.70037950719225
0.4627,43,227.14572408166129
0.3284,36,208.58103722662597
0.3582,26,212.70037950719225
0.194,24,190.00252707534713
0.1045,84,177.63067693740476
0.0896,104,175.57100579712161
0.0896,79,175.57100579712161
0.0896,59,175.57100579712161
0.0896,38,175.57100579712161
0.0896,27,175.57100579712161
0.1642,16,185.88318479478085
0.1343,9,181.75001921797104
0.1343,3,181.75001921797104
0.1642,2,185.88318479478085
0.1045,1,177.63067693740476
0.1045,4,177.63067693740476
0.1343,16,181.75001921797104
0.0896,60,175.57100579712161
0.0896,157,175.57100579712161
0.0896,101,175.57100579712161
0.1045,49,177.63067693740476
0.1045,30,177.63067693740476
0.1045,29,177.63067693740476
0.1045,31,177.63067693740476
0.0,38,163.18533236293572
0.0,41,163.18533236293572
0.0,80,163.18533236293572
0.1343,149,181.75001921797104
0.194,109,190.00252707534713
0.1343,89,181.75001921797104
0.194,62,190.00252707534713
0.1343,58,181.75001921797104
0.3582,26,212.70037950719225
0.2239,23,194.13569265215693
0.3582,28,212.70037950719225
0.194,20,190.00252707534713
0.1642,15,185.88318479478085
0.1343,8,181.75001921797104
0.1045,3,177.63067693740476
0.1343,2,181.75001921797104
0.1045,5,177.63067693740476
0.1642,34,185.88318479478085
0.0896,34,175.57100579712161
0.1045,55,177.63067693740476
0.1343,64,181.75001921797104
0.194,78,190.00252707534713
0.1642,65,185.88318479478085
0.1343,99,181.75001921797104
0.2537,120,198.25503493272322
0.1642,107,185.88318479478085
0.0,91,163.18533236293572
0.1343,68,181.75001921797104
0.2537,58,198.25503493272322
0.0896,43,175.57100579712161
0.0896,36,175.57100579712161
0.0896,32,175.57100579712161
0.0896,33,175.57100579712161
0.1045,33,177.63067693740476
0.0,29,163.18533236293572
0.0,11,163.18533236293572
0.0,8,163.18533236293572
0.0,1,163.18533236293572
0.0,3,163.18533236293572
0.0,3,163.18533236293572
0.0,12,163.18533236293572
0.0,38,163.18533236293572
0.0,64,163.18533236293572
0.0,59,163.18533236293572
0.1045,97,177.63067693740476
0.1045,84,177.63067693740476
0.0896,122,175.57100579712161
0.0,109,163.18533236293572
0.0,123,163.18533236293572
0.194,77,190.00252707534713
0.1642,65,185.88318479478085
0.194,55,190.00252707534713
0.1045,33,177.63067693740476
0.1642,28,185.88318479478085
0.194,21,190.00252707534713
0.2836,21,202.38820050953302
0.2239,7,194.13569265215693
0.2537,7,198.25503493272322
0.194,1,190.00252707534713
0.194,2,190.00252707534713
0.2239,2,194.13569265215693
0.2836,8,202.38820050953302
0.3284,37,208.58103722662597
0.2836,72,202.38820050953302
0.2836,185,202.38820050953302
0.2985,112,204.44787164981616
0.194,69,190.00252707534713
0.194,48,190.00252707534713
0.1045,68,177.63067693740476
0.0,54,163.18533236293572
0.1343,86,181.75001921797104
0.1343,44,181.75001921797104
0.194,86,190.00252707534713
0.194,161,190.00252707534713
0.2239,156,194.13569265215693
0.1045,111,177.63067693740476
0.1642,78,185.88318479478085
0.0896,56,175.57100579712161
0.1045,34,177.63067693740476
0.0896,17,175.57100579712161
0.1045,8,177.63067693740476
0.1045,3,177.63067693740476
0.0,2,163.18533236293572
0.0,2,163.18533236293572
0.0,3,163.18533236293572
0.0,22,163.18533236293572
0.0,52,163.18533236293572
0.0,135,163.18533236293572
0.0,116,163.18533236293572
0.0,47,163.18533236293572
0.0,51,163.18533236293572
0.0,55,163.18533236293572
0.0,52,163.18533236293572
0.0896,54,175.57100579712161
0.0,52,163.18533236293572
0.1343,64,181.75001921797104
0.0,176,163.18533236293572
0.1045,168,177.63067693740476
0.1343,108,181.75001921797104
0.1343,74,181.75001921797104
0.1343,64,181.75001921797104
0.0896,36,175.57100579712161
0.194,16,190.00252707534713
0.1045,2,177.63067693740476
0.194,3,190.00252707534713
0.1343,4,181.75001921797104
0.1343,1,181.75001921797104
0.2836,1,202.38820050953302
0.1045,3,177.63067693740476
0.1045,18,177.63067693740476
0.2239,49,194.13569265215693
0.2239,155,194.13569265215693
0.0896,123,175.57100579712161
0.0,61,163.18533236293572
0.194,52,190.00252707534713
0.2239,64,194.13569265215693
0.1642,75,185.88318479478085
0.3881,63,216.83354508400203
0.3284,76,208.58103722662597
0.2985,103,204.44787164981616
0.5224,190,235.39823193903737
0.5522,182,239.51757421960366
0.4925,91,231.26506636222757
0.5522,75,239.51757421960366
0.3284,63,208.58103722662597
0.2537,40,198.25503493272322
0.4478,32,225.0860529413781
0.4478,12,225.0860529413781
0.5224,5,235.39823193903737
0.2537,2,198.25503493272322
0.2537,1,198.25503493272322
0.2985,2,204.44787164981616
0.3582,39,212.70037950719225
0.3284,87,208.58103722662597
0.3582,188,212.70037950719225
0.2985,133,204.44787164981616
0.3284,52,208.58103722662597
0.4478,64,225.0860529413781
0.3582,69,212.70037950719225
0.4179,51,220.9528873645683
0.3881,47,216.83354508400203
0.3284,60,208.58103722662597
0.2537,78,198.25503493272322
0.194,175,190.00252707534713
0.1642,147,185.88318479478085
0.0,96,163.18533236293572
0.0896,109,175.57100579712161
0.1045,54,177.63067693740476
0.0896,41,175.57100579712161
0.1045,38,177.63067693740476
0.0,13,163.18533236293572
0.0,7,163.18533236293572
0.1045,1,177.63067693740476
0.1045,1,177.63067693740476
0.1343,7,181.75001921797104
0.0,28,163.18533236293572
0.0,87,163.18533236293572
0.1343,220,181.75001921797104
0.1343,127,181.75001921797104
0.1343,51,181.75001921797104
0.1642,64,185.88318479478085
0.1642,86,185.88318479478085
0.2239,82,194.13569265215693
0.1642,91,185.88318479478085
0.2537,90,198.25503493272322
0.2239,99,194.13569265215693
0.1343,205,181.75001921797104
0.1045,155,177.63067693740476
0.1343,103,181.75001921797104
0.1642,71,185.88318479478085
0.1642,43,185.88318479478085
0.1642,46,185.88318479478085
0.1343,31,181.75001921797104
0.1642,39,185.88318479478085
0.1642,18,185.88318479478085
0.1642,17,185.88318479478085
0.1642,11,185.88318479478085
0.1343,8,181.75001921797104
0.0896,9,175.57100579712161
0.0,4,163.18533236293572
0.0896,4,175.57100579712161
0.0896,10,175.57100579712161
0.0896,20,175.57100579712161
0.1343,34,181.75001921797104
0.1343,47,181.75001921797104
0.1642,52,185.88318479478085
0.1642,72,185.88318479478085
0.0,55,163.18533236293572
0.0,60,163.18533236293572
0.1343,71,181.75001921797104
0.2836,78,202.38820050953302
0.4478,83,225.0860529413781
0.4478,84,225.0860529413781
0.2537,69,198.25503493272322
0.194,56,190.00252707534713
0.1343,45,181.75001921797104
0.2239,59,194.13569265215693
0.194,39,190.00252707534713
0.4179,44,220.9528873645683
0.3284,20,208.58103722662597
0.0896,13,175.57100579712161
0.3582,2,212.70037950719225
0.2239,1,194.13569265215693
0.2239,1,194.13569265215693
0.1642,8,185.88318479478085
0.1045,23,177.63067693740476
0.1045,45,177.63067693740476
0.2537,89,198.25503493272322
0.2537,117,198.25503493272322
0.0,174,163.18533236293572
0.0,182,163.18533236293572
0.0896,161,175.57100579712161
0.0896,182,175.57100579712161
0.1045,157,177.63067693740476
0.0,121,163.18533236293572
0.1642,78,185.88318479478085
0.1343,21,181.75001921797104
0.1045,26,177.63067693740476
0.0,27,163.18533236293572
0.0,62,163.18533236293572
0.0,30,163.18533236293572
0.0,15,163.18533236293572
0.0,5,163.18533236293572
0.0,3,163.18533236293572
0.0,1,163.18533236293572
0.0,2,163.18533236293572
0.0,10,163.18533236293572
0.0,30,163.18533236293572
0.0,95,163.18533236293572
0.0,230,163.18533236293572
0.0,118,163.18533236293572
0.1045,55,177.63067693740476
0.0896,47,175.57100579712161
0.0,66,163.18533236293572
0.0896,64,175.57100579712161
0.0896,60,175.57100579712161
0.0896,50,175.57100579712161
0.1343,114,181.75001921797104
0.1642,216,185.88318479478085
0.1343,175,181.75001921797104
0.0,128,163.18533236293572
0.1045,88,177.63067693740476
0.0,78,163.18533236293572
0.0896,37,175.57100579712161
0.0,25,163.18533236293572
0.0,10,163.18533236293572
0.0,4,163.18533236293572
0.1045,2,177.63067693740476
0.1642,1,185.88318479478085
0.1642,3,185.88318479478085
0.3284,2,208.58103722662597
0.3284,39,208.58103722662597
0.4179,100,220.9528873645683
0.4925,243,231.26506636222757
0.4925,135,231.26506636222757
0.5522,48,239.51757421960366
0.4627,50,227.14572408166129
0.4925,65,231.26506636222757
0.4478,50,225.0860529413781
0.4179,64,220.9528873645683
0.3881,51,216.83354508400203
0.5224,83,235.39823193903737
0.5821,176,243.65073979641343
0.3881,152,216.83354508400203
0.4627,101,227.14572408166129
0.3284,56,208.58103722662597
0.4627,54,227.14572408166129
0.3582,29,212.70037950719225
0.3284,12,208.58103722662597
0.3582,17,212.70037950719225
0.2239,7,194.13569265215693
0.2836,3,202.38820050953302
0.1343,2,181.75001921797104
0.1045,7,177.63067693740476
0.0,43,163.18533236293572
0.1045,99,177.63067693740476
0.0,199,163.18533236293572
0.1642,123,185.88318479478085
0.0,59,163.18533236293572
0.1642,41,185.88318479478085
0.2239,61,194.13569265215693
0.2537,69,198.25503493272322
0.2985,58,204.44787164981616
0.2836,64,202.38820050953302
0.2537,79,198.25503493272322
0.2537,166,198.25503493272322
0.2985,170,204.44787164981616
0.2537,88,198.25503493272322
0.1642,84,185.88318479478085
0.1642,83,185.88318479478085
0.1642,46,185.88318479478085
0.194,37,190.00252707534713
0.194,16,190.00252707534713
0.1343,7,181.75001921797104
0.1343,3,181.75001921797104
0.2239,1,194.13569265215693
0.2239,6,194.13569265215693
0.2836,26,202.38820050953302
0.4179,99,220.9528873645683
0.3284,178,208.58103722662597
0.3582,122,212.70037950719225
0.2985,35,204.44787164981616
0.3582,45,212.70037950719225
0.3881,69,216.83354508400203
0.2985,62,204.44787164981616
0.2836,48,202.38820050953302
0.2537,50,198.25503493272322
0.2985,80,204.44787164981616
0.194,165,190.00252707534713
0.1343,160,181.75001921797104
0.1045,112,177.63067693740476
0.0896,97,175.57100579712161
0.0,72,163.18533236293572
0.0,51,163.18533236293572
0.1045,34,177.63067693740476
0.1045,14,177.63067693740476
0.0896,7,175.57100579712161
0.0896,3,175.57100579712161
0.0896,4,175.57100579712161
0.0,24,163.18533236293572
0.0,74,163.18533236293572
0.1642,216,185.88318479478085
0.2239,140,194.13569265215693
0.194,44,190.00252707534713
0.1343,64,181.75001921797104
0.1343,71,181.75001921797104
0.194,110,190.00252707534713
0.2537,84,198.25503493272322
0.1642,74,185.88318479478085
0.194,125,190.00252707534713
0.0,211,163.18533236293572
0.0,174,163.18533236293572
0.0,101,163.18533236293572
0.1343,63,181.75001921797104
0.1343,47,181.75001921797104
0.0896,43,175.57100579712161
0.0,53,163.18533236293572
