registered,weekday,Predicted Y
2,6,2.960279454177508
8,6,2.961995142161261
15,6,2.9639967781423064
20,6,2.9654265181287673
56,6,2.9757206460312866
60,6,2.9768644380204554
90,6,2.9854428779392217
95,6,2.9868726179256826
83,6,2.983441241958176
69,6,2.979437969996085
68,6,2.979152021998793
64,6,2.9780082300096242
52,6,2.974576854042118
26,6,2.9671422061125208
28,6,2.967714102107105
35,6,2.9697157380881505
33,6,2.969143842093566
22,6,2.965998414123352
24,0,2.966570310117936
12,0,2.9631389341504297
11,0,2.9628529861531376
4,0,2.960851350172092
1,0,2.9599935061802154
1,0,2.9599935061802154
1,0,2.9599935061802154
5,0,2.961137298169384
10,0,2.9625670381558455
19,0,2.9651405701314753
49,0,2.973719010050241
47,0,2.973147114055657
79,0,2.9822974499690074
69,0,2.979437969996085
64,0,2.9780082300096242
77,0,2.9817255539744227
79,0,2.9822974499690074
59,0,2.9765784900231633
44,0,2.97228927006378
40,0,2.9711454780746114
38,0,2.970573582080027
19,0,2.9651405701314753
10,0,2.9625670381558455
6,0,2.9614232461666767
3,1,2.9605654021748
0,1,2.9597075581829233
3,1,2.9605654021748
1,1,2.9599935061802154
2,1,2.960279454177508
3,1,2.9605654021748
31,1,2.9685719460989817
75,1,2.9811536579798386
184,1,3.012321989684689
92,1,2.986014773933806
31,1,2.9685719460989817
28,1,2.967714102107105
47,1,2.973147114055657
50,1,2.9740049580475336
47,1,2.973147114055657
43,1,2.972003322066488
70,1,2.9797239179933777
174,1,3.0094625097117667
154,1,3.0037435497659226
92,1,2.986014773933806
73,1,2.980581761985254
37,1,2.9702876340827347
22,1,2.965998414123352
18,1,2.964854622134183
10,2,2.9625670381558455
3,2,2.9605654021748
3,2,2.9605654021748
6,2,2.9614232461666767
27,2,2.967428154109813
97,2,2.987444513920267
214,2,3.0209004296034547
127,2,2.996022953839033
51,2,2.9742909060448257
31,2,2.9685719460989817
55,2,2.9754346980339945
46,2,2.972861166058365
60,2,2.9768644380204554
45,2,2.9725752180610723
72,2,2.980295813987962
130,2,2.9968807978309098
94,2,2.9865866699283905
51,2,2.9742909060448257
32,2,2.9688578940962738
20,2,2.9654265181287673
28,2,2.967714102107105
18,2,2.964854622134183
7,3,2.961709194163969
6,3,2.9614232461666767
1,3,2.9599935061802154
5,3,2.961137298169384
16,3,2.9642827261395985
54,3,2.9751487500367024
125,3,2.995451057844449
78,3,2.9820115019717153
39,3,2.9708595300773193
32,3,2.9688578940962738
52,3,2.974576854042118
49,3,2.973719010050241
44,3,2.97228927006378
48,3,2.973433062052949
63,3,2.977722282012332
139,3,2.9994543298065395
135,3,2.9983105378173707
82,3,2.983155293960884
54,3,2.9751487500367024
57,3,2.9760065940285787
32,3,2.9688578940962738
19,3,2.9651405701314753
6,4,2.9614232461666767
2,4,2.960279454177508
2,4,2.960279454177508
3,4,2.9605654021748
4,4,2.960851350172092
3,4,2.9605654021748
28,4,2.967714102107105
72,4,2.980295813987962
197,4,3.0160393136494874
137,4,2.9988824338119553
36,4,2.9700016860854426
33,4,2.969143842093566
49,4,2.973719010050241
81,4,2.982869345963592
39,4,2.9708595300773193
55,4,2.9754346980339945
76,4,2.9814396059771306
158,4,3.0048873417550914
141,4,3.000026225801124
98,4,2.9877304619175593
64,4,2.9780082300096242
40,4,2.9711454780746114
30,4,2.9682859981016896
14,4,2.9637108301450144
14,5,2.9637108301450144
5,5,2.961137298169384
1,5,2.9599935061802154
1,5,2.9599935061802154
8,5,2.961995142161261
17,5,2.9645686741368906
70,5,2.9797239179933777
156,5,3.004315445760507
117,5,2.9931634738661113
40,5,2.9711454780746114
47,5,2.973147114055657
59,5,2.9765784900231633
73,5,2.980581761985254
59,5,2.9765784900231633
59,5,2.9765784900231633
87,5,2.984585033947345
155,5,3.0040294977632147
134,5,2.9980245898200786
89,5,2.9851569299419296
68,5,2.979152021998793
48,5,2.973433062052949
34,5,2.9694297900908584
26,5,2.9671422061125208
25,6,2.9668562581152282
18,6,2.964854622134183
12,6,2.9631389341504297
7,6,2.961709194163969
5,6,2.961137298169384
1,6,2.9599935061802154
2,6,2.960279454177508
9,6,2.962281090158553
22,6,2.965998414123352
31,6,2.9685719460989817
57,6,2.9760065940285787
54,6,2.9751487500367024
74,6,2.9808677099825465
80,6,2.9825833979662995
92,6,2.986014773933806
108,6,2.990589941890481
95,6,2.9868726179256826
54,6,2.9751487500367024
69,6,2.979437969996085
60,6,2.9768644380204554
35,6,2.9697157380881505
51,6,2.9742909060448257
26,6,2.9671422061125208
39,6,2.9708595300773193
33,0,2.969143842093566
19,0,2.9651405701314753
13,0,2.963424882147722
6,0,2.9614232461666767
1,0,2.9599935061802154
1,0,2.9599935061802154
1,0,2.9599935061802154
3,0,2.9605654021748
18,0,2.964854622134183
29,0,2.968000050104397
71,0,2.9800098659906697
70,0,2.9797239179933777
75,0,2.9811536579798386
95,0,2.9868726179256826
69,0,2.979437969996085
78,0,2.9820115019717153
77,0,2.9817255539744227
82,0,2.983155293960884
56,0,2.9757206460312866
47,0,2.973147114055657
50,0,2.9740049580475336
22,0,2.965998414123352
19,0,2.9651405701314753
18,0,2.964854622134183
16,1,2.9642827261395985
15,1,2.9639967781423064
8,1,2.961995142161261
2,1,2.960279454177508
2,1,2.960279454177508
1,1,2.9599935061802154
5,1,2.961137298169384
9,1,2.962281090158553
30,1,2.9682859981016896
39,1,2.9708595300773193
50,1,2.9740049580475336
55,1,2.9754346980339945
70,1,2.9797239179933777
80,1,2.9825833979662995
74,1,2.9808677099825465
72,1,2.980295813987962
76,1,2.9814396059771306
67,1,2.978866074001501
85,1,2.984013137952761
58,1,2.9762925420258712
29,1,2.968000050104397
24,1,2.966570310117936
13,1,2.963424882147722
3,1,2.9605654021748
3,2,2.9605654021748
22,2,2.965998414123352
26,2,2.9671422061125208
32,2,2.9688578940962738
61,2,2.9771503860177475
124,2,2.9951651098471563
132,2,2.997452693825494
98,2,2.9877304619175593
83,2,2.983441241958176
41,2,2.9714314260719035
33,2,2.969143842093566
19,2,2.9651405701314753
3,3,2.9605654021748
6,3,2.9614232461666767
3,3,2.9605654021748
1,3,2.9599935061802154
7,3,2.961709194163969
32,3,2.9688578940962738
89,3,2.9851569299419296
196,3,3.0157533656521953
107,3,2.990303993893189
46,3,2.972861166058365
47,3,2.973147114055657
65,3,2.9782941780069163
67,3,2.978866074001501
68,3,2.979152021998793
78,3,2.9820115019717153
94,3,2.9865866699283905
190,3,3.014037677668442
156,3,3.004315445760507
108,3,2.990589941890481
74,3,2.9808677099825465
55,3,2.9754346980339945
53,3,2.97486280203941
27,3,2.967428154109813
8,4,2.961995142161261
3,4,2.9605654021748
2,4,2.960279454177508
1,4,2.9599935061802154
1,4,2.9599935061802154
6,4,2.9614232461666767
35,4,2.9697157380881505
100,4,2.9883023579121435
247,4,3.0303367135140977
140,4,2.9997402778038316
56,4,2.9757206460312866
63,4,2.977722282012332
77,4,2.9817255539744227
86,4,2.984299085950053
75,4,2.9811536579798386
62,4,2.97743633401504
83,4,2.983441241958176
207,4,3.018898793622409
184,4,3.012321989684689
146,4,3.001455965787585
124,4,2.9951651098471563
54,4,2.9751487500367024
56,4,2.9757206460312866
28,4,2.967714102107105
20,5,2.9654265181287673
6,5,2.9614232461666767
2,5,2.960279454177508
1,5,2.9599935061802154
1,5,2.9599935061802154
4,5,2.960851350172092
27,5,2.967428154109813
66,5,2.978580126004209
210,5,3.019756637614286
159,5,3.0051732897523835
57,5,2.9760065940285787
53,5,2.97486280203941
67,5,2.978866074001501
65,5,2.9782941780069163
56,5,2.9757206460312866
61,5,2.9771503860177475
97,5,2.987444513920267
151,5,3.002885705774046
119,5,2.9937353698606954
93,5,2.9863007219310984
52,5,2.974576854042118
41,5,2.9714314260719035
33,5,2.969143842093566
27,5,2.967428154109813
13,6,2.963424882147722
9,6,2.962281090158553
11,6,2.9628529861531376
6,6,2.9614232461666767
3,6,2.9605654021748
2,6,2.960279454177508
8,6,2.961995142161261
26,6,2.9671422061125208
37,6,2.9702876340827347
50,6,2.9740049580475336
59,6,2.9765784900231633
60,6,2.9768644380204554
72,6,2.980295813987962
64,6,2.9780082300096242
93,6,2.9863007219310984
72,6,2.980295813987962
59,6,2.9765784900231633
54,6,2.9751487500367024
53,6,2.97486280203941
44,6,2.97228927006378
39,6,2.9708595300773193
23,6,2.966284362120644
31,6,2.9685719460989817
20,0,2.9654265181287673
12,0,2.9631389341504297
15,0,2.9639967781423064
4,0,2.960851350172092
3,0,2.9605654021748
1,0,2.9599935061802154
1,0,2.9599935061802154
17,0,2.9645686741368906
25,0,2.9668562581152282
51,0,2.9742909060448257
77,0,2.9817255539744227
92,0,2.986014773933806
75,0,2.9811536579798386
93,0,2.9863007219310984
64,0,2.9780082300096242
56,0,2.9757206460312866
50,0,2.9740049580475336
44,0,2.97228927006378
45,0,2.9725752180610723
31,0,2.9685719460989817
20,0,2.9654265181287673
23,0,2.966284362120644
17,0,2.9645686741368906
7,1,2.961709194163969
1,1,2.9599935061802154
1,1,2.9599935061802154
1,1,2.9599935061802154
5,1,2.961137298169384
15,1,2.9639967781423064
79,1,2.9822974499690074
171,1,3.00860466571989
98,1,2.9877304619175593
34,1,2.9694297900908584
43,1,2.972003322066488
52,1,2.974576854042118
54,1,2.9751487500367024
43,1,2.972003322066488
50,1,2.9740049580475336
66,1,2.978580126004209
178,1,3.0106063017009355
145,1,3.001170017790293
101,1,2.988588305909436
80,1,2.9825833979662995
53,1,2.97486280203941
32,1,2.9688578940962738
21,1,2.9657124661260594
6,2,2.9614232461666767
5,2,2.961137298169384
2,2,2.960279454177508
1,2,2.9599935061802154
9,2,2.962281090158553
35,2,2.9697157380881505
103,2,2.98916020190402
233,2,3.0263334415520067
134,2,2.9980245898200786
49,2,2.973719010050241
55,2,2.9754346980339945
85,2,2.984013137952761
72,2,2.980295813987962
57,2,2.9760065940285787
63,2,2.977722282012332
102,2,2.988874253906728
208,2,3.0191847416197017
218,2,3.0220442215926235
133,2,2.9977386418227865
103,2,2.98916020190402
40,2,2.9711454780746114
49,2,2.973719010050241
37,2,2.9702876340827347
14,3,2.9637108301450144
5,3,2.961137298169384
7,3,2.961709194163969
1,3,2.9599935061802154
8,3,2.961995142161261
29,3,2.968000050104397
69,3,2.979437969996085
55,3,2.9754346980339945
26,3,2.9671422061125208
35,3,2.9697157380881505
41,3,2.9714314260719035
43,3,2.972003322066488
36,3,2.9700016860854426
42,3,2.971717374069196
35,3,2.9697157380881505
26,3,2.9671422061125208
23,4,2.966284362120644
82,4,2.983155293960884
101,4,2.988588305909436
76,4,2.9814396059771306
55,4,2.9754346980339945
36,4,2.9700016860854426
27,4,2.967428154109813
16,4,2.9642827261395985
9,5,2.962281090158553
2,5,2.960279454177508
2,5,2.960279454177508
0,5,2.9597075581829233
4,5,2.960851350172092
16,5,2.9642827261395985
58,5,2.9762925420258712
155,5,3.0040294977632147
95,5,2.9868726179256826
49,5,2.973719010050241
30,5,2.9682859981016896
28,5,2.967714102107105
31,5,2.9685719460989817
36,5,2.9700016860854426
40,5,2.9711454780746114
70,5,2.9797239179933777
147,5,3.001741913784877
107,5,2.990303993893189
84,5,2.9837271899554683
61,5,2.9771503860177475
57,5,2.9760065940285787
26,5,2.9671422061125208
22,5,2.965998414123352
26,6,2.9671422061125208
20,6,2.9654265181287673
15,6,2.9639967781423064
5,6,2.961137298169384
2,6,2.960279454177508
2,6,2.960279454177508
4,6,2.960851350172092
31,6,2.9685719460989817
34,6,2.9694297900908584
51,6,2.9742909060448257
60,6,2.9768644380204554
66,6,2.978580126004209
56,6,2.9757206460312866
89,6,2.9851569299419296
98,6,2.9877304619175593
88,6,2.984870981944637
82,6,2.983155293960884
59,6,2.9765784900231633
52,6,2.974576854042118
42,6,2.971717374069196
35,6,2.9697157380881505
28,6,2.967714102107105
30,6,2.9682859981016896
33,0,2.969143842093566
22,0,2.965998414123352
10,0,2.9625670381558455
7,0,2.961709194163969
1,0,2.9599935061802154
3,0,2.9605654021748
3,0,2.9605654021748
11,0,2.9628529861531376
34,0,2.9694297900908584
57,0,2.9760065940285787
50,0,2.9740049580475336
87,0,2.984585033947345
71,0,2.9800098659906697
104,0,2.9894461499013123
95,0,2.9868726179256826
104,0,2.9894461499013123
71,0,2.9800098659906697
57,0,2.9760065940285787
46,0,2.972861166058365
30,0,2.9682859981016896
25,0,2.9668562581152282
19,0,2.9651405701314753
16,0,2.9642827261395985
6,1,2.9614232461666767
5,1,2.961137298169384
1,1,2.9599935061802154
2,1,2.960279454177508
2,1,2.960279454177508
8,1,2.961995142161261
37,1,2.9702876340827347
71,1,2.9800098659906697
182,1,3.0117500936901043
112,1,2.99173373387965
68,1,2.979152021998793
46,1,2.972861166058365
62,1,2.97743633401504
52,1,2.974576854042118
85,1,2.984013137952761
41,1,2.9714314260719035
83,1,2.983441241958176
155,1,3.0040294977632147
153,1,3.0034576017686305
108,1,2.990589941890481
78,1,2.9820115019717153
53,1,2.97486280203941
34,1,2.9694297900908584
15,1,2.9639967781423064
6,2,2.9614232461666767
3,2,2.9605654021748
2,2,2.960279454177508
2,2,2.960279454177508
3,2,2.9605654021748
22,2,2.965998414123352
52,2,2.974576854042118
132,2,2.997452693825494
114,2,2.9923056298742345
47,2,2.973147114055657
49,2,2.973719010050241
53,2,2.97486280203941
49,2,2.973719010050241
49,2,2.973719010050241
45,2,2.9725752180610723
61,2,2.9771503860177475
172,2,3.0088906137171825
165,2,3.006888977736137
105,2,2.989732097898605
69,2,2.979437969996085
64,2,2.9780082300096242
34,2,2.9694297900908584
15,2,2.9639967781423064
2,3,2.960279454177508
3,3,2.9605654021748
0,3,2.9597075581829233
1,3,2.9599935061802154
1,3,2.9599935061802154
3,3,2.9605654021748
17,3,2.9645686741368906
48,3,2.973433062052949
154,3,3.0037435497659226
119,3,2.9937353698606954
59,3,2.9765784900231633
47,3,2.973147114055657
61,3,2.9771503860177475
74,3,2.9808677099825465
61,3,2.9771503860177475
66,3,2.978580126004209
95,3,2.9868726179256826
183,3,3.0120360416873964
175,3,3.0097484577090587
88,3,2.984870981944637
71,3,2.9800098659906697
62,3,2.97743633401504
35,3,2.9697157380881505
29,3,2.968000050104397
11,4,2.9628529861531376
5,4,2.961137298169384
2,4,2.960279454177508
1,4,2.9599935061802154
2,4,2.960279454177508
39,4,2.9708595300773193
86,4,2.984299085950053
184,4,3.012321989684689
127,4,2.996022953839033
50,4,2.9740049580475336
55,4,2.9754346980339945
67,4,2.978866074001501
47,4,2.973147114055657
43,4,2.972003322066488
56,4,2.9757206460312866
73,4,2.980581761985254
170,4,3.008318717722598
145,4,3.001170017790293
92,4,2.986014773933806
108,4,2.990589941890481
53,4,2.97486280203941
39,4,2.9708595300773193
34,4,2.9694297900908584
10,5,2.9625670381558455
7,5,2.961709194163969
1,5,2.9599935061802154
1,5,2.9599935061802154
7,5,2.961709194163969
26,5,2.9671422061125208
87,5,2.984585033947345
217,5,3.0217582735953314
124,5,2.9951651098471563
46,5,2.972861166058365
61,5,2.9771503860177475
78,5,2.9820115019717153
73,5,2.980581761985254
76,5,2.9814396059771306
81,5,2.982869345963592
91,5,2.985728825936514
195,5,3.015467417654903
152,5,3.003171653771338
102,5,2.988874253906728
69,5,2.979437969996085
41,5,2.9714314260719035
45,5,2.9725752180610723
30,5,2.9682859981016896
36,6,2.9700016860854426
17,6,2.9645686741368906
12,6,2.9631389341504297
10,6,2.9625670381558455
8,6,2.961995142161261
9,6,2.962281090158553
4,6,2.960851350172092
4,6,2.960851350172092
10,6,2.9625670381558455
17,6,2.9645686741368906
31,6,2.9685719460989817
46,6,2.972861166058365
42,6,2.971717374069196
62,6,2.97743633401504
50,6,2.9740049580475336
49,6,2.973719010050241
63,6,2.977722282012332
64,6,2.9780082300096242
81,6,2.982869345963592
78,6,2.9820115019717153
64,6,2.9780082300096242
53,6,2.97486280203941
43,6,2.972003322066488
52,6,2.974576854042118
37,0,2.9702876340827347
40,0,2.9711454780746114
20,0,2.9654265181287673
10,0,2.9625670381558455
2,0,2.960279454177508
1,0,2.9599935061802154
1,0,2.9599935061802154
8,0,2.961995142161261
21,0,2.9657124661260594
38,0,2.970573582080027
74,0,2.9808677099825465
89,0,2.9851569299419296
126,0,2.995737005841741
135,0,2.9983105378173707
114,0,2.9923056298742345
130,0,2.9968807978309098
115,0,2.9925915778715266
97,0,2.987444513920267
65,0,2.9782941780069163
20,0,2.9654265181287673
21,0,2.9657124661260594
22,0,2.965998414123352
57,0,2.9760065940285787
26,0,2.9671422061125208
14,1,2.9637108301450144
4,1,2.960851350172092
3,1,2.9605654021748
1,1,2.9599935061802154
1,1,2.9599935061802154
9,1,2.962281090158553
29,1,2.968000050104397
89,1,2.9851569299419296
223,1,3.0234739615790844
115,1,2.9925915778715266
49,1,2.973719010050241
36,1,2.9700016860854426
59,1,2.9765784900231633
54,1,2.9751487500367024
52,1,2.974576854042118
46,1,2.972861166058365
98,1,2.9877304619175593
207,1,3.018898793622409
170,1,3.008318717722598
123,1,2.9948791618498642
82,1,2.983155293960884
75,1,2.9811536579798386
34,1,2.9694297900908584
19,1,2.9651405701314753
6,2,2.9614232461666767
4,2,2.960851350172092
1,2,2.9599935061802154
1,2,2.9599935061802154
3,2,2.9605654021748
2,2,2.960279454177508
39,2,2.9708595300773193
97,2,2.987444513920267
236,2,3.0271912855438834
128,2,2.996308901836325
44,2,2.97228927006378
49,2,2.973719010050241
63,2,2.977722282012332
48,2,2.973433062052949
61,2,2.9771503860177475
45,2,2.9725752180610723
79,2,2.9822974499690074
172,2,3.0088906137171825
151,2,3.002885705774046
100,2,2.9883023579121435
53,2,2.97486280203941
46,2,2.972861166058365
29,2,2.968000050104397
9,2,2.962281090158553
17,3,2.9645686741368906
7,3,2.961709194163969
2,3,2.960279454177508
2,3,2.960279454177508
7,3,2.961709194163969
43,3,2.972003322066488
95,3,2.9868726179256826
198,3,3.0163252616467795
119,3,2.9937353698606954
51,3,2.9742909060448257
40,3,2.9711454780746114
57,3,2.9760065940285787
67,3,2.978866074001501
56,3,2.9757206460312866
61,3,2.9771503860177475
72,3,2.980295813987962
157,3,3.0046013937577993
168,3,3.0077468217280137
87,3,2.984585033947345
84,3,2.9837271899554683
83,3,2.983441241958176
42,3,2.971717374069196
37,3,2.9702876340827347
16,4,2.9642827261395985
7,4,2.961709194163969
3,4,2.9605654021748
1,4,2.9599935061802154
6,4,2.9614232461666767
26,4,2.9671422061125208
99,4,2.9880164099148514
173,4,3.0091765617144746
121,4,2.99430726585528
34,4,2.9694297900908584
44,4,2.97228927006378
65,4,2.9782941780069163
59,4,2.9765784900231633
42,4,2.971717374069196
50,4,2.9740049580475336
76,4,2.9814396059771306
159,4,3.0051732897523835
157,4,3.0046013937577993
110,4,2.9911618378850657
93,4,2.9863007219310984
70,4,2.9797239179933777
47,4,2.973147114055657
33,4,2.969143842093566
12,5,2.9631389341504297
6,5,2.9614232461666767
3,5,2.9605654021748
4,5,2.960851350172092
23,5,2.966284362120644
73,5,2.980581761985254
212,5,3.0203285336088705
132,5,2.997452693825494
39,5,2.9708595300773193
52,5,2.974576854042118
64,5,2.9780082300096242
89,5,2.9851569299419296
67,5,2.978866074001501
62,5,2.97743633401504
111,5,2.991447785882358
193,5,3.0148955216603186
165,5,3.006888977736137
94,5,2.9865866699283905
61,5,2.9771503860177475
46,5,2.972861166058365
41,5,2.9714314260719035
48,5,2.973433062052949
27,6,2.967428154109813
22,6,2.965998414123352
13,6,2.963424882147722
7,6,2.961709194163969
4,6,2.960851350172092
1,6,2.9599935061802154
1,6,2.9599935061802154
9,6,2.962281090158553
28,6,2.967714102107105
38,6,2.970573582080027
71,6,2.9800098659906697
84,6,2.9837271899554683
93,6,2.9863007219310984
103,6,2.98916020190402
90,6,2.9854428779392217
127,6,2.996022953839033
103,6,2.98916020190402
113,6,2.9920196818769424
60,6,2.9768644380204554
39,6,2.9708595300773193
39,6,2.9708595300773193
42,6,2.971717374069196
39,6,2.9708595300773193
31,6,2.9685719460989817
34,0,2.9694297900908584
23,0,2.966284362120644
19,0,2.9651405701314753
8,0,2.961995142161261
2,0,2.960279454177508
3,0,2.9605654021748
3,0,2.9605654021748
11,0,2.9628529861531376
35,0,2.9697157380881505
86,0,2.984299085950053
86,0,2.984299085950053
94,0,2.9865866699283905
92,0,2.986014773933806
110,0,2.9911618378850657
122,0,2.994593213852572
106,0,2.990018045895897
95,0,2.9868726179256826
78,0,2.9820115019717153
50,0,2.9740049580475336
32,0,2.9688578940962738
45,0,2.9725752180610723
31,0,2.9685719460989817
27,0,2.967428154109813
8,1,2.961995142161261
6,1,2.9614232461666767
2,1,2.960279454177508
1,1,2.9599935061802154
2,1,2.960279454177508
3,1,2.9605654021748
25,1,2.9668562581152282
96,1,2.9871585659229747
249,1,3.030908609508682
122,1,2.994593213852572
46,1,2.972861166058365
43,1,2.972003322066488
99,1,2.9880164099148514
93,1,2.9863007219310984
76,1,2.9814396059771306
71,1,2.9800098659906697
102,1,2.988874253906728
218,1,3.0220442215926235
194,1,3.0151814696576107
86,1,2.984299085950053
65,1,2.9782941780069163
35,1,2.9697157380881505
44,1,2.97228927006378
19,1,2.9651405701314753
12,2,2.9631389341504297
5,2,2.961137298169384
2,2,2.960279454177508
1,2,2.9599935061802154
4,2,2.960851350172092
30,2,2.9682859981016896
103,2,2.98916020190402
213,2,3.0206144816061626
108,2,2.990589941890481
47,2,2.973147114055657
46,2,2.972861166058365
65,2,2.9782941780069163
68,2,2.979152021998793
69,2,2.979437969996085
74,2,2.9808677099825465
77,2,2.9817255539744227
191,2,3.014323625665734
198,2,3.0163252616467795
142,2,3.000312173798416
98,2,2.9877304619175593
61,2,2.9771503860177475
41,2,2.9714314260719035
20,2,2.9654265181287673
15,3,2.9639967781423064
9,3,2.962281090158553
1,3,2.9599935061802154
1,3,2.9599935061802154
5,3,2.961137298169384
32,3,2.9688578940962738
103,3,2.98916020190402
224,3,3.023759909576377
122,3,2.994593213852572
55,3,2.9754346980339945
59,3,2.9765784900231633
72,3,2.980295813987962
80,3,2.9825833979662995
65,3,2.9782941780069163
82,3,2.983155293960884
96,3,2.9871585659229747
244,3,3.029478869522221
202,3,3.0174690536359483
143,3,3.0005981217957083
108,3,2.990589941890481
87,3,2.984585033947345
61,3,2.9771503860177475
31,3,2.9685719460989817
16,4,2.9642827261395985
6,4,2.9614232461666767
4,4,2.960851350172092
1,4,2.9599935061802154
1,4,2.9599935061802154
11,4,2.9628529861531376
44,4,2.97228927006378
119,4,2.9937353698606954
267,4,3.0360556734599418
163,4,3.0063170817415523
70,4,2.9797239179933777
71,4,2.9800098659906697
86,4,2.984299085950053
108,4,2.990589941890481
55,4,2.9754346980339945
91,4,2.985728825936514
117,4,2.9931634738661113
256,4,3.0329102454897274
211,4,3.020042585611578
161,4,3.005745185746968
131,4,2.997166745828202
119,4,2.9937353698606954
68,4,2.979152021998793
40,4,2.9711454780746114
20,5,2.9654265181287673
7,5,2.961709194163969
5,5,2.961137298169384
6,5,2.9614232461666767
1,5,2.9599935061802154
6,5,2.9614232461666767
48,5,2.973433062052949
108,5,2.990589941890481
246,5,3.030050765516805
154,5,3.0037435497659226
78,5,2.9820115019717153
82,5,2.983155293960884
126,5,2.995737005841741
131,5,2.997166745828202
118,5,2.9934494218634033
117,5,2.9931634738661113
164,5,3.006603029738845
275,5,3.0383432574382794
195,5,3.015467417654903
146,5,3.001455965787585
105,5,2.989732097898605
61,5,2.9771503860177475
88,5,2.984870981944637
61,5,2.9771503860177475
23,6,2.966284362120644
21,6,2.9657124661260594
14,6,2.9637108301450144
