atemp,instant,Predicted Y
0.1667,309,7448.27581792366
0.1515,310,7387.209082242922
0.1818,311,7508.940798764394
0.1667,312,7448.27581792366
0.197,313,7570.007534445132
0.197,314,7570.007534445132
0.2121,315,7630.672515285864
0.2424,316,7752.404231807335
0.2424,317,7752.404231807335
0.2273,318,7691.739250966602
0.2576,319,7813.470967488073
0.197,320,7570.007534445132
0.2424,321,7752.404231807335
0.2273,322,7691.739250966602
0.2273,323,7691.739250966602
0.2424,324,7752.404231807335
0.2424,325,7752.404231807335
0.197,326,7570.007534445132
0.197,327,7570.007534445132
0.2273,328,7691.739250966602
0.2273,329,7691.739250966602
0.2273,330,7691.739250966602
0.1667,331,7448.27581792366
0.2121,332,7630.672515285864
0.1515,333,7387.209082242922
0.1818,334,7508.940798764394
0.197,335,7570.007534445132
0.197,336,7570.007534445132
0.2273,337,7691.739250966602
0.2576,338,7813.470967488073
0.2879,339,7935.202684009544
0.3182,340,8056.934400531016
0.3333,341,8117.599381371749
0.303,342,7995.867664850278
0.2879,343,7935.202684009544
0.303,344,7995.867664850278
0.303,345,7995.867664850278
0.303,346,7995.867664850278
0.3182,347,8056.934400531016
0.2879,348,7935.202684009544
0.303,349,7995.867664850278
0.2727,350,7874.135948328807
0.2879,351,7935.202684009544
0.2727,352,7874.135948328807
0.2576,353,7813.470967488073
0.2576,354,7813.470967488073
0.2576,355,7813.470967488073
0.2121,356,7630.672515285864
0.2121,357,7630.672515285864
0.2121,358,7630.672515285864
0.2121,359,7630.672515285864
0.2273,360,7691.739250966602
0.2121,361,7630.672515285864
0.2273,362,7691.739250966602
0.2727,363,7874.135948328807
0.2424,364,7752.404231807335
0.2273,365,7691.739250966602
0.2121,366,7630.672515285864
0.2121,367,7630.672515285864
0.197,368,7570.007534445132
0.197,369,7570.007534445132
0.197,370,7570.007534445132
0.2121,371,7630.672515285864
0.2273,372,7691.739250966602
0.197,373,7570.007534445132
0.197,374,7570.007534445132
0.1667,375,7448.27581792366
0.1818,376,7508.940798764394
0.197,377,7570.007534445132
0.197,378,7570.007534445132
0.1818,379,7508.940798764394
0.1818,380,7508.940798764394
0.1515,381,7387.209082242922
0.1515,382,7387.209082242922
0.1515,383,7387.209082242922
0.1515,384,7387.209082242922
0.197,385,7570.007534445132
0.197,386,7570.007534445132
0.2121,387,7630.672515285864
0.2121,388,7630.672515285864
0.2121,389,7630.672515285864
0.197,390,7570.007534445132
0.1667,391,7448.27581792366
0.1818,392,7508.940798764394
0.1515,393,7387.209082242922
0.1515,394,7387.209082242922
0.1212,395,7265.477365721451
0.1364,396,7326.544101402189
0.1818,397,7508.940798764394
0.197,398,7570.007534445132
0.2273,399,7691.739250966602
0.2273,400,7691.739250966602
0.2273,401,7691.739250966602
0.2273,402,7691.739250966602
0.2273,403,7691.739250966602
0.2273,404,7691.739250966602
0.2727,405,7874.135948328807
0.2424,406,7752.404231807335
0.2576,407,7813.470967488073
0.2727,408,7874.135948328807
0.2727,409,7874.135948328807
0.2273,410,7691.739250966602
0.2273,411,7691.739250966602
0.2273,412,7691.739250966602
0.2576,413,7813.470967488073
0.2576,414,7813.470967488073
0.2576,415,7813.470967488073
0.2576,416,7813.470967488073
0.2576,417,7813.470967488073
0.2727,418,7874.135948328807
0.303,419,7995.867664850278
0.3182,420,8056.934400531016
0.4091,421,8422.12955009543
0.4091,422,8422.12955009543
0.4091,423,8422.12955009543
0.3939,424,8361.06281441469
0.3333,425,8117.599381371749
0.3182,426,8056.934400531016
0.2879,427,7935.202684009544
0.303,428,7995.867664850278
0.2879,429,7935.202684009544
0.303,430,7995.867664850278
0.2727,431,7874.135948328807
0.2273,432,7691.739250966602
0.2727,433,7874.135948328807
0.2727,434,7874.135948328807
0.2576,435,7813.470967488073
0.2576,436,7813.470967488073
0.2273,437,7691.739250966602
0.2121,438,7630.672515285864
0.2121,439,7630.672515285864
0.2121,440,7630.672515285864
0.2273,441,7691.739250966602
0.2273,442,7691.739250966602
0.2727,443,7874.135948328807
0.3333,444,8117.599381371749
0.2879,445,7935.202684009544
0.303,446,7995.867664850278
0.3182,447,8056.934400531016
0.303,448,7995.867664850278
0.3182,449,8056.934400531016
0.2576,450,7813.470967488073
0.2273,451,7691.739250966602
0.2424,452,7752.404231807335
0.2273,453,7691.739250966602
0.2121,454,7630.672515285864
0.2121,455,7630.672515285864
0.2273,456,7691.739250966602
0.2273,457,7691.739250966602
0.2424,458,7752.404231807335
0.2121,459,7630.672515285864
0.2576,460,7813.470967488073
0.197,461,7570.007534445132
0.2121,462,7630.672515285864
0.1818,463,7508.940798764394
0.1818,464,7508.940798764394
0.1818,465,7508.940798764394
0.1667,466,7448.27581792366
0.1818,467,7508.940798764394
0.1818,468,7508.940798764394
0.1515,469,7387.209082242922
0.1515,470,7387.209082242922
0.1212,471,7265.477365721451
0.1364,472,7326.544101402189
0.1212,473,7265.477365721451
0.1212,474,7265.477365721451
0.1061,475,7204.812384880718
0.0758,476,7083.080668359247
0.0758,477,7083.080668359247
0.0303,478,6900.2822161570375
0.0455,479,6961.3489518377755
0.0303,480,6900.2822161570375
0.0,481,6778.550499635567
0.0303,482,6900.2822161570375
0.0303,483,6900.2822161570375
0.0152,484,6839.617235316305
0.0303,485,6900.2822161570375
0.0152,486,6839.617235316305
0.0,487,6778.550499635567
0.0303,488,6900.2822161570375
0.0606,489,7022.013932678509
0.0758,490,7083.080668359247
0.1061,491,7204.812384880718
0.1667,492,7448.27581792366
0.1364,493,7326.544101402189
0.1515,494,7387.209082242922
0.1364,495,7326.544101402189
0.197,496,7570.007534445132
0.0909,497,7143.74564919998
0.1061,498,7204.812384880718
0.0758,499,7083.080668359247
0.1061,500,7204.812384880718
0.1515,501,7387.209082242922
0.0758,502,7083.080668359247
0.0758,503,7083.080668359247
0.0758,504,7083.080668359247
0.0606,505,7022.013932678509
0.0606,506,7022.013932678509
0.0758,507,7083.080668359247
0.0758,508,7083.080668359247
0.1061,509,7204.812384880718
0.0758,510,7083.080668359247
0.0758,511,7083.080668359247
0.1061,512,7204.812384880718
0.1364,513,7326.544101402189
0.1212,514,7265.477365721451
0.1061,515,7204.812384880718
0.1364,516,7326.544101402189
0.1364,517,7326.544101402189
0.1364,518,7326.544101402189
0.1061,519,7204.812384880718
0.1212,520,7265.477365721451
0.1212,521,7265.477365721451
0.1061,522,7204.812384880718
0.1061,523,7204.812384880718
0.0909,524,7143.74564919998
0.0606,525,7022.013932678509
0.0606,526,7022.013932678509
0.0455,527,6961.3489518377755
0.0303,528,6900.2822161570375
0.0606,529,7022.013932678509
0.0606,530,7022.013932678509
0.0758,531,7083.080668359247
0.1212,532,7265.477365721451
0.1364,533,7326.544101402189
0.1515,534,7387.209082242922
0.1364,535,7326.544101402189
0.1212,536,7265.477365721451
0.1364,537,7326.544101402189
0.1364,538,7326.544101402189
0.1364,539,7326.544101402189
0.1667,540,7448.27581792366
0.1515,541,7387.209082242922
0.1212,542,7265.477365721451
0.1364,543,7326.544101402189
0.1515,544,7387.209082242922
0.1364,545,7326.544101402189
0.1515,546,7387.209082242922
0.1364,547,7326.544101402189
0.1515,548,7387.209082242922
0.1364,549,7326.544101402189
0.1667,550,7448.27581792366
0.1515,551,7387.209082242922
0.1667,552,7448.27581792366
0.1364,553,7326.544101402189
0.1818,554,7508.940798764394
0.1515,555,7387.209082242922
0.1818,556,7508.940798764394
0.2273,557,7691.739250966602
0.2424,558,7752.404231807335
0.2424,559,7752.404231807335
0.2879,560,7935.202684009544
0.2727,561,7874.135948328807
0.3333,562,8117.599381371749
0.3485,563,8178.666117052487
0.3485,564,8178.666117052487
0.3333,565,8117.599381371749
0.3182,566,8056.934400531016
0.2576,567,7813.470967488073
0.2273,568,7691.739250966602
0.2273,569,7691.739250966602
0.2273,570,7691.739250966602
0.2273,571,7691.739250966602
0.2273,572,7691.739250966602
0.2424,573,7752.404231807335
0.2273,574,7691.739250966602
0.1818,575,7508.940798764394
0.1818,576,7508.940798764394
0.2121,577,7630.672515285864
0.2121,578,7630.672515285864
0.2121,579,7630.672515285864
0.2121,580,7630.672515285864
0.197,581,7570.007534445132
0.197,582,7570.007534445132
0.197,583,7570.007534445132
0.197,584,7570.007534445132
0.1818,585,7508.940798764394
0.197,586,7570.007534445132
0.1818,587,7508.940798764394
0.2273,588,7691.739250966602
0.2424,589,7752.404231807335
0.2273,590,7691.739250966602
0.2273,591,7691.739250966602
0.2121,592,7630.672515285864
0.2121,593,7630.672515285864
0.2121,594,7630.672515285864
0.197,595,7570.007534445132
0.2121,596,7630.672515285864
0.2121,597,7630.672515285864
0.2121,598,7630.672515285864
0.2273,599,7691.739250966602
0.2121,600,7630.672515285864
0.197,601,7570.007534445132
0.197,602,7570.007534445132
0.197,603,7570.007534445132
0.2121,604,7630.672515285864
0.2121,605,7630.672515285864
0.2121,606,7630.672515285864
0.2121,607,7630.672515285864
0.2121,608,7630.672515285864
0.2727,609,7874.135948328807
0.2576,610,7813.470967488073
0.2727,611,7874.135948328807
0.2424,612,7752.404231807335
0.2273,613,7691.739250966602
0.2424,614,7752.404231807335
0.2273,615,7691.739250966602
0.2273,616,7691.739250966602
0.2121,617,7630.672515285864
0.2273,618,7691.739250966602
0.197,619,7570.007534445132
0.2273,620,7691.739250966602
0.2273,621,7691.739250966602
0.2121,622,7630.672515285864
0.1818,623,7508.940798764394
0.1818,624,7508.940798764394
0.1818,625,7508.940798764394
0.197,626,7570.007534445132
0.2121,627,7630.672515285864
0.2121,628,7630.672515285864
0.197,629,7570.007534445132
0.197,630,7570.007534445132
0.2273,631,7691.739250966602
0.2273,632,7691.739250966602
0.2121,633,7630.672515285864
0.2424,634,7752.404231807335
0.2879,635,7935.202684009544
0.2273,636,7691.739250966602
0.2121,637,7630.672515285864
0.2121,638,7630.672515285864
0.2121,639,7630.672515285864
0.197,640,7570.007534445132
0.197,641,7570.007534445132
0.1818,642,7508.940798764394
0.2121,643,7630.672515285864
0.2273,644,7691.739250966602
0.2121,645,7630.672515285864
0.2121,646,7630.672515285864
0.2121,647,7630.672515285864
0.2121,648,7630.672515285864
0.2121,649,7630.672515285864
0.2273,650,7691.739250966602
0.2424,651,7752.404231807335
0.2727,652,7874.135948328807
0.3182,653,8056.934400531016
0.2879,654,7935.202684009544
0.303,655,7995.867664850278
0.3333,656,8117.599381371749
0.3333,657,8117.599381371749
0.2879,658,7935.202684009544
0.2576,659,7813.470967488073
0.2576,660,7813.470967488073
0.2727,661,7874.135948328807
0.2424,662,7752.404231807335
0.2273,663,7691.739250966602
0.2121,664,7630.672515285864
0.2273,665,7691.739250966602
0.2121,666,7630.672515285864
0.2273,667,7691.739250966602
0.2273,668,7691.739250966602
0.197,669,7570.007534445132
0.1667,670,7448.27581792366
0.1364,671,7326.544101402189
0.1364,672,7326.544101402189
0.1364,673,7326.544101402189
0.1364,674,7326.544101402189
0.1515,675,7387.209082242922
0.1515,676,7387.209082242922
0.2121,677,7630.672515285864
0.2273,678,7691.739250966602
0.197,679,7570.007534445132
0.1818,680,7508.940798764394
0.1818,681,7508.940798764394
0.1515,682,7387.209082242922
0.1515,683,7387.209082242922
0.3182,684,8056.934400531016
0.1667,685,7448.27581792366
0.197,686,7570.007534445132
0.1818,687,7508.940798764394
0.197,688,7570.007534445132
0.1818,689,7508.940798764394
0.1818,690,7508.940798764394
0.2273,691,7691.739250966602
0.2273,692,7691.739250966602
0.2121,693,7630.672515285864
0.2121,694,7630.672515285864
0.2273,695,7691.739250966602
0.2273,696,7691.739250966602
0.2273,697,7691.739250966602
0.2273,698,7691.739250966602
0.2424,699,7752.404231807335
0.2576,700,7813.470967488073
0.2576,701,7813.470967488073
0.2576,702,7813.470967488073
0.2879,703,7935.202684009544
0.2424,704,7752.404231807335
0.2879,705,7935.202684009544
0.2576,706,7813.470967488073
0.2424,707,7752.404231807335
0.2273,708,7691.739250966602
0.2273,709,7691.739250966602
0.2576,710,7813.470967488073
0.197,711,7570.007534445132
0.2424,712,7752.404231807335
0.2273,713,7691.739250966602
0.2273,714,7691.739250966602
0.2273,715,7691.739250966602
0.2121,716,7630.672515285864
0.2424,717,7752.404231807335
0.2424,718,7752.404231807335
0.2121,719,7630.672515285864
0.2121,720,7630.672515285864
0.2576,721,7813.470967488073
0.2727,722,7874.135948328807
0.2273,723,7691.739250966602
0.2273,724,7691.739250966602
0.3333,725,8117.599381371749
0.3939,726,8361.06281441469
0.3939,727,8361.06281441469
0.3333,728,8117.599381371749
0.3182,729,8056.934400531016
0.2879,730,7935.202684009544
0.2424,731,7752.404231807335
0.197,732,7570.007534445132
0.197,733,7570.007534445132
0.2121,734,7630.672515285864
0.1667,735,7448.27581792366
0.1667,736,7448.27581792366
0.1515,737,7387.209082242922
0.1667,738,7448.27581792366
0.1667,739,7448.27581792366
0.1364,740,7326.544101402189
0.1364,741,7326.544101402189
0.1212,742,7265.477365721451
0.1212,743,7265.477365721451
0.1364,744,7326.544101402189
0.1515,745,7387.209082242922
0.1364,746,7326.544101402189
0.1818,747,7508.940798764394
0.1667,748,7448.27581792366
0.197,749,7570.007534445132
0.197,750,7570.007534445132
0.2121,751,7630.672515285864
0.197,752,7570.007534445132
0.2121,753,7630.672515285864
0.2576,754,7813.470967488073
0.2273,755,7691.739250966602
0.2121,756,7630.672515285864
0.2121,757,7630.672515285864
0.2273,758,7691.739250966602
0.2576,759,7813.470967488073
0.2273,760,7691.739250966602
0.1667,761,7448.27581792366
0.1667,762,7448.27581792366
0.1515,763,7387.209082242922
0.2273,764,7691.739250966602
0.2121,765,7630.672515285864
0.1515,766,7387.209082242922
0.1818,767,7508.940798764394
0.2121,768,7630.672515285864
0.2273,769,7691.739250966602
0.2424,770,7752.404231807335
0.2576,771,7813.470967488073
0.2727,772,7874.135948328807
0.2727,773,7874.135948328807
0.2879,774,7935.202684009544
0.2727,775,7874.135948328807
0.2576,776,7813.470967488073
0.2424,777,7752.404231807335
0.2424,778,7752.404231807335
0.2424,779,7752.404231807335
0.2424,780,7752.404231807335
0.2424,781,7752.404231807335
0.2424,782,7752.404231807335
0.2424,783,7752.404231807335
0.2424,784,7752.404231807335
0.2424,785,7752.404231807335
0.2273,786,7691.739250966602
0.2273,787,7691.739250966602
0.2576,788,7813.470967488073
0.2576,789,7813.470967488073
0.2273,790,7691.739250966602
0.2273,791,7691.739250966602
0.2121,792,7630.672515285864
0.2273,793,7691.739250966602
0.2273,794,7691.739250966602
0.2273,795,7691.739250966602
0.2727,796,7874.135948328807
0.2727,797,7874.135948328807
0.2273,798,7691.739250966602
0.2121,799,7630.672515285864
0.2424,800,7752.404231807335
0.2424,801,7752.404231807335
0.2879,802,7935.202684009544
0.2576,803,7813.470967488073
0.2727,804,7874.135948328807
0.2576,805,7813.470967488073
0.2576,806,7813.470967488073
0.2273,807,7691.739250966602
0.2273,808,7691.739250966602
0.2879,809,7935.202684009544
0.2273,810,7691.739250966602
0.2576,811,7813.470967488073
0.2576,812,7813.470967488073
0.2424,813,7752.404231807335
0.2576,814,7813.470967488073
0.2879,815,7935.202684009544
0.2879,816,7935.202684009544
0.303,817,7995.867664850278
0.3333,818,8117.599381371749
0.3636,819,8239.33109789322
0.3485,820,8178.666117052487
0.3485,821,8178.666117052487
0.3485,822,8178.666117052487
0.3636,823,8239.33109789322
0.303,824,7995.867664850278
0.2879,825,7935.202684009544
0.2879,826,7935.202684009544
0.303,827,7995.867664850278
0.303,828,7995.867664850278
0.2879,829,7935.202684009544
0.2879,830,7935.202684009544
0.2727,831,7874.135948328807
0.2576,832,7813.470967488073
0.2576,833,7813.470967488073
0.2576,834,7813.470967488073
0.2576,835,7813.470967488073
0.2424,836,7752.404231807335
0.2424,837,7752.404231807335
0.2273,838,7691.739250966602
0.2727,839,7874.135948328807
0.2576,840,7813.470967488073
0.3182,841,8056.934400531016
0.3485,842,8178.666117052487
0.3636,843,8239.33109789322
0.3636,844,8239.33109789322
0.3939,845,8361.06281441469
0.3485,846,8178.666117052487
0.3182,847,8056.934400531016
0.3333,848,8117.599381371749
0.3485,849,8178.666117052487
0.3333,850,8117.599381371749
0.3485,851,8178.666117052487
0.303,852,7995.867664850278
0.3333,853,8117.599381371749
0.3182,854,8056.934400531016
0.3182,855,8056.934400531016
0.2727,856,7874.135948328807
0.2727,857,7874.135948328807
0.2576,858,7813.470967488073
0.2273,859,7691.739250966602
0.2273,860,7691.739250966602
0.197,861,7570.007534445132
0.197,862,7570.007534445132
0.197,863,7570.007534445132
0.1818,864,7508.940798764394
0.1818,865,7508.940798764394
0.197,866,7570.007534445132
0.197,867,7570.007534445132
0.197,868,7570.007534445132
0.197,869,7570.007534445132
0.1818,870,7508.940798764394
0.1818,871,7508.940798764394
0.1818,872,7508.940798764394
0.1212,873,7265.477365721451
0.1364,874,7326.544101402189
0.1061,875,7204.812384880718
0.1061,876,7204.812384880718
0.1061,877,7204.812384880718
0.0758,878,7083.080668359247
0.1061,879,7204.812384880718
0.0758,880,7083.080668359247
0.0758,881,7083.080668359247
0.1061,882,7204.812384880718
0.1515,883,7387.209082242922
0.1061,884,7204.812384880718
0.1364,885,7326.544101402189
0.1364,886,7326.544101402189
0.1818,887,7508.940798764394
0.1515,888,7387.209082242922
0.1818,889,7508.940798764394
0.1667,890,7448.27581792366
0.1818,891,7508.940798764394
0.1818,892,7508.940798764394
0.197,893,7570.007534445132
0.197,894,7570.007534445132
0.1667,895,7448.27581792366
0.1212,896,7265.477365721451
0.1515,897,7387.209082242922
0.1515,898,7387.209082242922
0.1667,899,7448.27581792366
0.1515,900,7387.209082242922
0.1364,901,7326.544101402189
0.1515,902,7387.209082242922
0.1515,903,7387.209082242922
0.1364,904,7326.544101402189
0.1212,905,7265.477365721451
0.1212,906,7265.477365721451
0.0758,907,7083.080668359247
0.0758,908,7083.080668359247
0.1061,909,7204.812384880718
0.1061,910,7204.812384880718
0.1212,911,7265.477365721451
0.1364,912,7326.544101402189
0.1667,913,7448.27581792366
0.1818,914,7508.940798764394
0.197,915,7570.007534445132
0.1818,916,7508.940798764394
0.1818,917,7508.940798764394
0.1818,918,7508.940798764394
0.1667,919,7448.27581792366
0.1818,920,7508.940798764394
0.2121,921,7630.672515285864
0.197,922,7570.007534445132
0.1515,923,7387.209082242922
0.1364,924,7326.544101402189
0.1364,925,7326.544101402189
0.1364,926,7326.544101402189
0.1212,927,7265.477365721451
0.1818,928,7508.940798764394
0.1667,929,7448.27581792366
0.1212,930,7265.477365721451
0.1212,931,7265.477365721451
0.1364,932,7326.544101402189
0.2273,933,7691.739250966602
0.2273,934,7691.739250966602
0.2273,935,7691.739250966602
0.2879,936,7935.202684009544
0.3182,937,8056.934400531016
0.2879,938,7935.202684009544
