workingday,cnt,Predicted Y
1,6,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,3,193.2077538980194
1,33,193.2077538980194
1,88,193.2077538980194
1,195,193.2077538980194
1,115,193.2077538980194
1,57,193.2077538980194
1,46,193.2077538980194
1,79,193.2077538980194
1,71,193.2077538980194
1,62,193.2077538980194
1,62,193.2077538980194
1,89,193.2077538980194
1,190,193.2077538980194
1,169,193.2077538980194
1,132,193.2077538980194
1,89,193.2077538980194
1,43,193.2077538980194
1,42,193.2077538980194
1,19,193.2077538980194
1,11,193.2077538980194
1,4,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,4,193.2077538980194
1,36,193.2077538980194
1,95,193.2077538980194
1,219,193.2077538980194
1,122,193.2077538980194
1,45,193.2077538980194
1,59,193.2077538980194
1,84,193.2077538980194
1,67,193.2077538980194
1,70,193.2077538980194
1,62,193.2077538980194
1,86,193.2077538980194
1,172,193.2077538980194
1,163,193.2077538980194
1,112,193.2077538980194
1,69,193.2077538980194
1,48,193.2077538980194
1,52,193.2077538980194
1,23,193.2077538980194
1,17,193.2077538980194
1,7,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,5,193.2077538980194
1,34,193.2077538980194
1,84,193.2077538980194
1,210,193.2077538980194
1,134,193.2077538980194
1,63,193.2077538980194
1,67,193.2077538980194
1,59,193.2077538980194
1,73,193.2077538980194
1,50,193.2077538980194
1,72,193.2077538980194
1,87,193.2077538980194
1,187,193.2077538980194
1,123,193.2077538980194
1,95,193.2077538980194
1,51,193.2077538980194
1,39,193.2077538980194
1,36,193.2077538980194
1,15,193.2077538980194
0,25,181.40533188248097
0,16,181.40533188248097
0,16,181.40533188248097
0,7,181.40533188248097
0,1,181.40533188248097
0,5,181.40533188248097
0,2,181.40533188248097
0,9,181.40533188248097
0,15,181.40533188248097
0,20,181.40533188248097
0,61,181.40533188248097
0,62,181.40533188248097
0,98,181.40533188248097
0,102,181.40533188248097
0,95,181.40533188248097
0,74,181.40533188248097
0,76,181.40533188248097
0,69,181.40533188248097
0,55,181.40533188248097
0,30,181.40533188248097
0,28,181.40533188248097
0,37,181.40533188248097
0,34,181.40533188248097
0,22,181.40533188248097
0,25,181.40533188248097
0,12,181.40533188248097
0,11,181.40533188248097
0,4,181.40533188248097
0,1,181.40533188248097
0,1,181.40533188248097
0,1,181.40533188248097
0,6,181.40533188248097
0,10,181.40533188248097
0,19,181.40533188248097
0,49,181.40533188248097
0,49,181.40533188248097
0,83,181.40533188248097
0,75,181.40533188248097
0,72,181.40533188248097
0,82,181.40533188248097
0,92,181.40533188248097
0,62,181.40533188248097
0,48,181.40533188248097
0,41,181.40533188248097
0,38,181.40533188248097
0,20,181.40533188248097
0,15,181.40533188248097
0,6,181.40533188248097
1,5,193.2077538980194
1,1,193.2077538980194
1,3,193.2077538980194
1,1,193.2077538980194
1,3,193.2077538980194
1,3,193.2077538980194
1,31,193.2077538980194
1,77,193.2077538980194
1,188,193.2077538980194
1,94,193.2077538980194
1,31,193.2077538980194
1,30,193.2077538980194
1,52,193.2077538980194
1,54,193.2077538980194
1,47,193.2077538980194
1,45,193.2077538980194
1,74,193.2077538980194
1,178,193.2077538980194
1,155,193.2077538980194
1,95,193.2077538980194
1,74,193.2077538980194
1,38,193.2077538980194
1,24,193.2077538980194
1,18,193.2077538980194
1,12,193.2077538980194
1,3,193.2077538980194
1,3,193.2077538980194
1,6,193.2077538980194
1,27,193.2077538980194
1,99,193.2077538980194
1,217,193.2077538980194
1,130,193.2077538980194
1,54,193.2077538980194
1,35,193.2077538980194
1,57,193.2077538980194
1,52,193.2077538980194
1,63,193.2077538980194
1,47,193.2077538980194
1,76,193.2077538980194
1,136,193.2077538980194
1,95,193.2077538980194
1,51,193.2077538980194
1,32,193.2077538980194
1,20,193.2077538980194
1,29,193.2077538980194
1,19,193.2077538980194
1,7,193.2077538980194
1,6,193.2077538980194
1,1,193.2077538980194
1,5,193.2077538980194
1,16,193.2077538980194
1,54,193.2077538980194
1,128,193.2077538980194
1,81,193.2077538980194
1,39,193.2077538980194
1,35,193.2077538980194
1,55,193.2077538980194
1,49,193.2077538980194
1,44,193.2077538980194
1,49,193.2077538980194
1,68,193.2077538980194
1,139,193.2077538980194
1,137,193.2077538980194
1,83,193.2077538980194
1,56,193.2077538980194
1,57,193.2077538980194
1,33,193.2077538980194
1,20,193.2077538980194
1,7,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,3,193.2077538980194
1,4,193.2077538980194
1,3,193.2077538980194
1,28,193.2077538980194
1,72,193.2077538980194
1,202,193.2077538980194
1,139,193.2077538980194
1,38,193.2077538980194
1,37,193.2077538980194
1,52,193.2077538980194
1,83,193.2077538980194
1,42,193.2077538980194
1,60,193.2077538980194
1,78,193.2077538980194
1,162,193.2077538980194
1,144,193.2077538980194
1,99,193.2077538980194
1,64,193.2077538980194
1,40,193.2077538980194
1,30,193.2077538980194
1,15,193.2077538980194
1,14,193.2077538980194
1,5,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,8,193.2077538980194
1,17,193.2077538980194
1,70,193.2077538980194
1,158,193.2077538980194
1,117,193.2077538980194
1,44,193.2077538980194
1,53,193.2077538980194
1,61,193.2077538980194
1,77,193.2077538980194
1,64,193.2077538980194
1,68,193.2077538980194
1,90,193.2077538980194
1,159,193.2077538980194
1,139,193.2077538980194
1,92,193.2077538980194
1,68,193.2077538980194
1,52,193.2077538980194
1,36,193.2077538980194
1,27,193.2077538980194
0,28,181.40533188248097
0,20,181.40533188248097
0,12,181.40533188248097
0,8,181.40533188248097
0,5,181.40533188248097
0,1,181.40533188248097
0,3,181.40533188248097
0,10,181.40533188248097
0,23,181.40533188248097
0,33,181.40533188248097
0,59,181.40533188248097
0,72,181.40533188248097
0,89,181.40533188248097
0,101,181.40533188248097
0,118,181.40533188248097
0,129,181.40533188248097
0,128,181.40533188248097
0,83,181.40533188248097
0,84,181.40533188248097
0,74,181.40533188248097
0,41,181.40533188248097
0,57,181.40533188248097
0,26,181.40533188248097
0,44,181.40533188248097
0,39,181.40533188248097
0,23,181.40533188248097
0,16,181.40533188248097
0,15,181.40533188248097
0,1,181.40533188248097
0,2,181.40533188248097
0,1,181.40533188248097
0,3,181.40533188248097
0,18,181.40533188248097
0,32,181.40533188248097
0,79,181.40533188248097
0,93,181.40533188248097
0,104,181.40533188248097
0,118,181.40533188248097
0,91,181.40533188248097
0,113,181.40533188248097
0,99,181.40533188248097
0,105,181.40533188248097
0,67,181.40533188248097
0,61,181.40533188248097
0,57,181.40533188248097
0,28,181.40533188248097
0,21,181.40533188248097
0,18,181.40533188248097
0,17,181.40533188248097
0,16,181.40533188248097
0,8,181.40533188248097
0,2,181.40533188248097
0,3,181.40533188248097
0,1,181.40533188248097
0,5,181.40533188248097
0,13,181.40533188248097
0,33,181.40533188248097
0,47,181.40533188248097
0,57,181.40533188248097
0,64,181.40533188248097
0,80,181.40533188248097
0,93,181.40533188248097
0,86,181.40533188248097
0,93,181.40533188248097
0,82,181.40533188248097
0,71,181.40533188248097
0,92,181.40533188248097
0,60,181.40533188248097
0,33,181.40533188248097
0,27,181.40533188248097
0,13,181.40533188248097
0,4,181.40533188248097
1,3,193.2077538980194
1,22,193.2077538980194
1,28,193.2077538980194
1,35,193.2077538980194
1,61,193.2077538980194
1,125,193.2077538980194
1,133,193.2077538980194
1,99,193.2077538980194
1,83,193.2077538980194
1,41,193.2077538980194
1,33,193.2077538980194
1,20,193.2077538980194
1,3,193.2077538980194
1,7,193.2077538980194
1,3,193.2077538980194
1,2,193.2077538980194
1,7,193.2077538980194
1,32,193.2077538980194
1,90,193.2077538980194
1,197,193.2077538980194
1,109,193.2077538980194
1,47,193.2077538980194
1,52,193.2077538980194
1,70,193.2077538980194
1,78,193.2077538980194
1,75,193.2077538980194
1,82,193.2077538980194
1,104,193.2077538980194
1,197,193.2077538980194
1,161,193.2077538980194
1,112,193.2077538980194
1,76,193.2077538980194
1,59,193.2077538980194
1,59,193.2077538980194
1,28,193.2077538980194
1,13,193.2077538980194
1,5,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,6,193.2077538980194
1,35,193.2077538980194
1,101,193.2077538980194
1,249,193.2077538980194
1,143,193.2077538980194
1,57,193.2077538980194
1,68,193.2077538980194
1,84,193.2077538980194
1,98,193.2077538980194
1,81,193.2077538980194
1,70,193.2077538980194
1,91,193.2077538980194
1,215,193.2077538980194
1,185,193.2077538980194
1,152,193.2077538980194
1,126,193.2077538980194
1,57,193.2077538980194
1,56,193.2077538980194
1,31,193.2077538980194
1,21,193.2077538980194
1,6,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,5,193.2077538980194
1,27,193.2077538980194
1,68,193.2077538980194
1,217,193.2077538980194
1,166,193.2077538980194
1,63,193.2077538980194
1,59,193.2077538980194
1,78,193.2077538980194
1,73,193.2077538980194
1,62,193.2077538980194
1,65,193.2077538980194
1,97,193.2077538980194
1,161,193.2077538980194
1,120,193.2077538980194
1,96,193.2077538980194
1,53,193.2077538980194
1,41,193.2077538980194
1,34,193.2077538980194
1,27,193.2077538980194
0,13,181.40533188248097
0,12,181.40533188248097
0,11,181.40533188248097
0,7,181.40533188248097
0,3,181.40533188248097
0,2,181.40533188248097
0,8,181.40533188248097
0,27,181.40533188248097
0,40,181.40533188248097
0,53,181.40533188248097
0,63,181.40533188248097
0,70,181.40533188248097
0,84,181.40533188248097
0,75,181.40533188248097
0,103,181.40533188248097
0,83,181.40533188248097
0,67,181.40533188248097
0,54,181.40533188248097
0,59,181.40533188248097
0,45,181.40533188248097
0,39,181.40533188248097
0,30,181.40533188248097
0,33,181.40533188248097
0,22,181.40533188248097
0,13,181.40533188248097
0,18,181.40533188248097
0,5,181.40533188248097
0,3,181.40533188248097
0,1,181.40533188248097
0,2,181.40533188248097
0,19,181.40533188248097
0,28,181.40533188248097
0,58,181.40533188248097
0,99,181.40533188248097
0,116,181.40533188248097
0,87,181.40533188248097
0,110,181.40533188248097
0,77,181.40533188248097
0,65,181.40533188248097
0,55,181.40533188248097
0,49,181.40533188248097
0,50,181.40533188248097
0,35,181.40533188248097
0,25,181.40533188248097
0,28,181.40533188248097
0,21,181.40533188248097
1,7,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,5,193.2077538980194
1,15,193.2077538980194
1,84,193.2077538980194
1,177,193.2077538980194
1,102,193.2077538980194
1,40,193.2077538980194
1,46,193.2077538980194
1,63,193.2077538980194
1,60,193.2077538980194
1,45,193.2077538980194
1,57,193.2077538980194
1,70,193.2077538980194
1,184,193.2077538980194
1,153,193.2077538980194
1,106,193.2077538980194
1,81,193.2077538980194
1,59,193.2077538980194
1,35,193.2077538980194
1,24,193.2077538980194
1,9,193.2077538980194
1,5,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,9,193.2077538980194
1,36,193.2077538980194
1,108,193.2077538980194
1,238,193.2077538980194
1,144,193.2077538980194
1,55,193.2077538980194
1,61,193.2077538980194
1,106,193.2077538980194
1,93,193.2077538980194
1,68,193.2077538980194
1,84,193.2077538980194
1,116,193.2077538980194
1,222,193.2077538980194
1,225,193.2077538980194
1,146,193.2077538980194
1,119,193.2077538980194
1,45,193.2077538980194
1,53,193.2077538980194
1,40,193.2077538980194
1,17,193.2077538980194
1,5,193.2077538980194
1,10,193.2077538980194
1,1,193.2077538980194
1,8,193.2077538980194
1,30,193.2077538980194
1,72,193.2077538980194
1,58,193.2077538980194
1,28,193.2077538980194
1,41,193.2077538980194
1,48,193.2077538980194
1,47,193.2077538980194
1,36,193.2077538980194
1,43,193.2077538980194
1,36,193.2077538980194
1,26,193.2077538980194
1,24,193.2077538980194
1,84,193.2077538980194
1,104,193.2077538980194
1,79,193.2077538980194
1,59,193.2077538980194
1,38,193.2077538980194
1,27,193.2077538980194
1,16,193.2077538980194
1,9,193.2077538980194
1,3,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,4,193.2077538980194
1,16,193.2077538980194
1,60,193.2077538980194
1,157,193.2077538980194
1,101,193.2077538980194
1,49,193.2077538980194
1,30,193.2077538980194
1,29,193.2077538980194
1,31,193.2077538980194
1,38,193.2077538980194
1,41,193.2077538980194
1,80,193.2077538980194
1,149,193.2077538980194
1,109,193.2077538980194
1,89,193.2077538980194
1,62,193.2077538980194
1,58,193.2077538980194
1,26,193.2077538980194
1,23,193.2077538980194
0,28,181.40533188248097
0,20,181.40533188248097
0,15,181.40533188248097
0,8,181.40533188248097
0,3,181.40533188248097
0,2,181.40533188248097
0,5,181.40533188248097
0,34,181.40533188248097
0,34,181.40533188248097
0,55,181.40533188248097
0,64,181.40533188248097
0,78,181.40533188248097
0,65,181.40533188248097
0,99,181.40533188248097
0,120,181.40533188248097
0,107,181.40533188248097
0,91,181.40533188248097
0,68,181.40533188248097
0,58,181.40533188248097
0,43,181.40533188248097
0,36,181.40533188248097
0,32,181.40533188248097
0,33,181.40533188248097
0,33,181.40533188248097
0,29,181.40533188248097
0,11,181.40533188248097
0,8,181.40533188248097
0,1,181.40533188248097
0,3,181.40533188248097
0,3,181.40533188248097
0,12,181.40533188248097
0,38,181.40533188248097
0,64,181.40533188248097
0,59,181.40533188248097
0,97,181.40533188248097
0,84,181.40533188248097
0,122,181.40533188248097
0,109,181.40533188248097
0,123,181.40533188248097
0,77,181.40533188248097
0,65,181.40533188248097
0,55,181.40533188248097
0,33,181.40533188248097
0,28,181.40533188248097
0,21,181.40533188248097
0,21,181.40533188248097
1,7,193.2077538980194
1,7,193.2077538980194
1,1,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,8,193.2077538980194
1,37,193.2077538980194
1,72,193.2077538980194
1,185,193.2077538980194
1,112,193.2077538980194
1,69,193.2077538980194
1,48,193.2077538980194
1,68,193.2077538980194
1,54,193.2077538980194
1,86,193.2077538980194
1,44,193.2077538980194
1,86,193.2077538980194
1,161,193.2077538980194
1,156,193.2077538980194
1,111,193.2077538980194
1,78,193.2077538980194
1,56,193.2077538980194
1,34,193.2077538980194
1,17,193.2077538980194
1,8,193.2077538980194
1,3,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,3,193.2077538980194
1,22,193.2077538980194
1,52,193.2077538980194
1,135,193.2077538980194
1,116,193.2077538980194
1,47,193.2077538980194
1,51,193.2077538980194
1,55,193.2077538980194
1,52,193.2077538980194
1,54,193.2077538980194
1,52,193.2077538980194
1,64,193.2077538980194
1,176,193.2077538980194
1,168,193.2077538980194
1,108,193.2077538980194
1,74,193.2077538980194
1,64,193.2077538980194
1,36,193.2077538980194
1,16,193.2077538980194
1,2,193.2077538980194
1,3,193.2077538980194
1,4,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,3,193.2077538980194
1,18,193.2077538980194
1,49,193.2077538980194
1,155,193.2077538980194
1,123,193.2077538980194
1,61,193.2077538980194
1,52,193.2077538980194
1,64,193.2077538980194
1,75,193.2077538980194
1,63,193.2077538980194
1,76,193.2077538980194
1,103,193.2077538980194
1,190,193.2077538980194
1,182,193.2077538980194
1,91,193.2077538980194
1,75,193.2077538980194
1,63,193.2077538980194
1,40,193.2077538980194
1,32,193.2077538980194
1,12,193.2077538980194
1,5,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,2,193.2077538980194
1,39,193.2077538980194
1,87,193.2077538980194
1,188,193.2077538980194
1,133,193.2077538980194
1,52,193.2077538980194
1,64,193.2077538980194
1,69,193.2077538980194
1,51,193.2077538980194
1,47,193.2077538980194
1,60,193.2077538980194
1,78,193.2077538980194
1,175,193.2077538980194
1,147,193.2077538980194
1,96,193.2077538980194
1,109,193.2077538980194
1,54,193.2077538980194
1,41,193.2077538980194
1,38,193.2077538980194
1,13,193.2077538980194
1,7,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,7,193.2077538980194
1,28,193.2077538980194
1,87,193.2077538980194
1,220,193.2077538980194
1,127,193.2077538980194
1,51,193.2077538980194
1,64,193.2077538980194
1,86,193.2077538980194
1,82,193.2077538980194
1,91,193.2077538980194
1,90,193.2077538980194
1,99,193.2077538980194
1,205,193.2077538980194
1,155,193.2077538980194
1,103,193.2077538980194
1,71,193.2077538980194
1,43,193.2077538980194
1,46,193.2077538980194
1,31,193.2077538980194
0,39,181.40533188248097
0,18,181.40533188248097
0,17,181.40533188248097
0,11,181.40533188248097
0,8,181.40533188248097
0,9,181.40533188248097
0,4,181.40533188248097
0,4,181.40533188248097
0,10,181.40533188248097
0,20,181.40533188248097
0,34,181.40533188248097
0,47,181.40533188248097
0,52,181.40533188248097
0,72,181.40533188248097
0,55,181.40533188248097
0,60,181.40533188248097
0,71,181.40533188248097
0,78,181.40533188248097
0,83,181.40533188248097
0,84,181.40533188248097
0,69,181.40533188248097
0,56,181.40533188248097
0,45,181.40533188248097
0,59,181.40533188248097
0,39,181.40533188248097
0,44,181.40533188248097
0,20,181.40533188248097
0,13,181.40533188248097
0,2,181.40533188248097
0,1,181.40533188248097
0,1,181.40533188248097
0,8,181.40533188248097
0,23,181.40533188248097
0,45,181.40533188248097
0,89,181.40533188248097
0,117,181.40533188248097
0,174,181.40533188248097
0,182,181.40533188248097
0,161,181.40533188248097
0,182,181.40533188248097
0,157,181.40533188248097
0,121,181.40533188248097
0,78,181.40533188248097
0,21,181.40533188248097
0,26,181.40533188248097
0,27,181.40533188248097
0,62,181.40533188248097
0,30,181.40533188248097
1,15,193.2077538980194
1,5,193.2077538980194
1,3,193.2077538980194
1,1,193.2077538980194
1,2,193.2077538980194
1,10,193.2077538980194
1,30,193.2077538980194
1,95,193.2077538980194
1,230,193.2077538980194
1,118,193.2077538980194
1,55,193.2077538980194
1,47,193.2077538980194
1,66,193.2077538980194
1,64,193.2077538980194
1,60,193.2077538980194
1,50,193.2077538980194
1,114,193.2077538980194
1,216,193.2077538980194
1,175,193.2077538980194
1,128,193.2077538980194
1,88,193.2077538980194
1,78,193.2077538980194
1,37,193.2077538980194
1,25,193.2077538980194
1,10,193.2077538980194
1,4,193.2077538980194
1,2,193.2077538980194
1,1,193.2077538980194
1,3,193.2077538980194
1,2,193.2077538980194
1,39,193.2077538980194
1,100,193.2077538980194
1,243,193.2077538980194
1,135,193.2077538980194
1,48,193.2077538980194
1,50,193.2077538980194
1,65,193.2077538980194
1,50,193.2077538980194
1,64,193.2077538980194
1,51,193.2077538980194
1,83,193.2077538980194
1,176,193.2077538980194
1,152,193.2077538980194
1,101,193.2077538980194
1,56,193.2077538980194
1,54,193.2077538980194
1,29,193.2077538980194
1,12,193.2077538980194
1,17,193.2077538980194
1,7,193.2077538980194
1,3,193.2077538980194
1,2,193.2077538980194
1,7,193.2077538980194
1,43,193.2077538980194
1,99,193.2077538980194
1,199,193.2077538980194
1,123,193.2077538980194
1,59,193.2077538980194
1,41,193.2077538980194
1,61,193.2077538980194
1,69,193.2077538980194
1,58,193.2077538980194
1,64,193.2077538980194
1,79,193.2077538980194
1,166,193.2077538980194
1,170,193.2077538980194
1,88,193.2077538980194
1,84,193.2077538980194
1,83,193.2077538980194
1,46,193.2077538980194
1,37,193.2077538980194
1,16,193.2077538980194
1,7,193.2077538980194
1,3,193.2077538980194
1,1,193.2077538980194
1,6,193.2077538980194
1,26,193.2077538980194
1,99,193.2077538980194
1,178,193.2077538980194
1,122,193.2077538980194
1,35,193.2077538980194
1,45,193.2077538980194
1,69,193.2077538980194
1,62,193.2077538980194
1,48,193.2077538980194
1,50,193.2077538980194
1,80,193.2077538980194
1,165,193.2077538980194
1,160,193.2077538980194
1,112,193.2077538980194
1,97,193.2077538980194
1,72,193.2077538980194
1,51,193.2077538980194
1,34,193.2077538980194
1,14,193.2077538980194
1,7,193.2077538980194
1,3,193.2077538980194
1,4,193.2077538980194
1,24,193.2077538980194
1,74,193.2077538980194
1,216,193.2077538980194
1,140,193.2077538980194
1,44,193.2077538980194
1,64,193.2077538980194
1,71,193.2077538980194
1,110,193.2077538980194
1,84,193.2077538980194
1,74,193.2077538980194
1,125,193.2077538980194
1,211,193.2077538980194
1,174,193.2077538980194
1,101,193.2077538980194
1,63,193.2077538980194
1,47,193.2077538980194
1,43,193.2077538980194
1,53,193.2077538980194
0,30,181.40533188248097
0,24,181.40533188248097
0,15,181.40533188248097
0,10,181.40533188248097
0,4,181.40533188248097
0,1,181.40533188248097
0,2,181.40533188248097
0,11,181.40533188248097
0,30,181.40533188248097
0,43,181.40533188248097
0,84,181.40533188248097
0,114,181.40533188248097
0,120,181.40533188248097
0,135,181.40533188248097
0,120,181.40533188248097
0,174,181.40533188248097
0,145,181.40533188248097
0,137,181.40533188248097
0,64,181.40533188248097
0,41,181.40533188248097
0,40,181.40533188248097
0,51,181.40533188248097
0,45,181.40533188248097
0,32,181.40533188248097
0,39,181.40533188248097
0,24,181.40533188248097
0,20,181.40533188248097
0,12,181.40533188248097
0,2,181.40533188248097
0,5,181.40533188248097
0,3,181.40533188248097
0,12,181.40533188248097
0,47,181.40533188248097
0,105,181.40533188248097
0,112,181.40533188248097
0,152,181.40533188248097
0,154,181.40533188248097
0,161,181.40533188248097
0,162,181.40533188248097
0,134,181.40533188248097
0,125,181.40533188248097
0,95,181.40533188248097
0,61,181.40533188248097
0,47,181.40533188248097
0,51,181.40533188248097
0,36,181.40533188248097
0,30,181.40533188248097
1,11,193.2077538980194
1,7,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,2,193.2077538980194
1,3,193.2077538980194
1,26,193.2077538980194
1,98,193.2077538980194
1,256,193.2077538980194
1,130,193.2077538980194
1,55,193.2077538980194
1,53,193.2077538980194
1,126,193.2077538980194
1,120,193.2077538980194
1,90,193.2077538980194
1,90,193.2077538980194
1,118,193.2077538980194
1,243,193.2077538980194
1,205,193.2077538980194
1,98,193.2077538980194
1,70,193.2077538980194
1,43,193.2077538980194
1,45,193.2077538980194
1,20,193.2077538980194
1,19,193.2077538980194
1,5,193.2077538980194
1,3,193.2077538980194
1,1,193.2077538980194
1,4,193.2077538980194
1,30,193.2077538980194
1,105,193.2077538980194
1,223,193.2077538980194
1,110,193.2077538980194
1,52,193.2077538980194
1,57,193.2077538980194
1,71,193.2077538980194
1,82,193.2077538980194
1,79,193.2077538980194
1,85,193.2077538980194
1,98,193.2077538980194
1,206,193.2077538980194
1,212,193.2077538980194
1,145,193.2077538980194
1,101,193.2077538980194
1,66,193.2077538980194
1,41,193.2077538980194
1,20,193.2077538980194
1,15,193.2077538980194
1,9,193.2077538980194
1,1,193.2077538980194
1,1,193.2077538980194
1,5,193.2077538980194
1,33,193.2077538980194
1,108,193.2077538980194
1,230,193.2077538980194
1,124,193.2077538980194
1,69,193.2077538980194
1,66,193.2077538980194
1,86,193.2077538980194
1,93,193.2077538980194
1,82,193.2077538980194
1,117,193.2077538980194
1,122,193.2077538980194
1,255,193.2077538980194
1,222,193.2077538980194
1,161,193.2077538980194
1,118,193.2077538980194
1,92,193.2077538980194
1,73,193.2077538980194
1,33,193.2077538980194
1,17,193.2077538980194
1,6,193.2077538980194
1,6,193.2077538980194
1,4,193.2077538980194
1,4,193.2077538980194
1,12,193.2077538980194
1,47,193.2077538980194
1,126,193.2077538980194
1,285,193.2077538980194
1,179,193.2077538980194
1,88,193.2077538980194
1,90,193.2077538980194
1,101,193.2077538980194
1,123,193.2077538980194
1,81,193.2077538980194
1,106,193.2077538980194
1,146,193.2077538980194
1,274,193.2077538980194
1,222,193.2077538980194
1,175,193.2077538980194
1,139,193.2077538980194
1,124,193.2077538980194
1,76,193.2077538980194
1,44,193.2077538980194
1,32,193.2077538980194
1,8,193.2077538980194
1,7,193.2077538980194
1,8,193.2077538980194
1,1,193.2077538980194
1,7,193.2077538980194
1,50,193.2077538980194
1,116,193.2077538980194
1,272,193.2077538980194
1,169,193.2077538980194
1,95,193.2077538980194
1,113,193.2077538980194
1,185,193.2077538980194
1,176,193.2077538980194
1,191,193.2077538980194
1,172,193.2077538980194
1,232,193.2077538980194
1,327,193.2077538980194
1,224,193.2077538980194
1,162,193.2077538980194
1,124,193.2077538980194
1,72,193.2077538980194
1,107,193.2077538980194
1,77,193.2077538980194
0,29,181.40533188248097
0,31,181.40533188248097
0,17,181.40533188248097
0,7,181.40533188248097
0,3,181.40533188248097
0,3,181.40533188248097
0,6,181.40533188248097
0,22,181.40533188248097
0,45,181.40533188248097
0,55,181.40533188248097
0,106,181.40533188248097
0,123,181.40533188248097
0,119,181.40533188248097
0,155,181.40533188248097
0,196,181.40533188248097
0,171,181.40533188248097
0,120,181.40533188248097
0,127,181.40533188248097
0,88,181.40533188248097
0,59,181.40533188248097
0,47,181.40533188248097
0,33,181.40533188248097
0,44,181.40533188248097
0,29,181.40533188248097
0,17,181.40533188248097
0,16,181.40533188248097
0,17,181.40533188248097
0,18,181.40533188248097
0,1,181.40533188248097
0,2,181.40533188248097
0,2,181.40533188248097
0,24,181.40533188248097
0,55,181.40533188248097
0,104,181.40533188248097
0,161,181.40533188248097
0,182,181.40533188248097
0,198,181.40533188248097
0,212,181.40533188248097
0,168,181.40533188248097
0,147,181.40533188248097
0,146,181.40533188248097
0,101,181.40533188248097
0,42,181.40533188248097
0,42,181.40533188248097
0,56,181.40533188248097
0,47,181.40533188248097
0,54,181.40533188248097
0,37,181.40533188248097
0,13,181.40533188248097
0,4,181.40533188248097
0,5,181.40533188248097
0,1,181.40533188248097
0,3,181.40533188248097
0,8,181.40533188248097
