registered,casual,Predicted Y
90,8,25.149341504851222
95,7,25.974501686724473
83,12,23.994117250228676
69,5,21.68366874098358
68,8,21.51863670460893
64,5,20.858508559110334
52,3,18.878124122614537
26,4,14.587291176873649
28,0,14.917355249622949
35,2,16.072579504245496
33,1,15.742515431496196
22,0,13.927163031375052
24,1,14.25722710412435
12,0,12.276842667628555
11,0,12.111810631253906
4,0,10.956586376631359
1,0,10.46149026750741
1,0,10.46149026750741
1,0,10.46149026750741
5,1,11.121618413006008
10,0,11.946778594879255
19,0,13.432066922251103
49,0,18.383028013490588
47,2,18.052963940741293
79,4,23.33398910473008
69,6,21.68366874098358
64,8,20.858508559110334
77,5,23.003925031980778
79,13,23.33398910473008
59,3,20.033348377237086
44,4,17.557867831617344
40,1,16.897739686118744
38,0,16.567675613369445
19,1,13.432066922251103
10,5,11.946778594879255
6,0,11.286650449380659
3,2,10.79155434025671
0,1,10.29645823113276
3,0,10.79155434025671
1,0,10.46149026750741
2,1,10.626522303882059
3,0,10.79155434025671
31,0,15.412451358746898
75,2,22.67386095923148
184,4,40.66235292406829
92,2,25.479405577600524
31,0,15.412451358746898
28,2,14.917355249622949
47,5,18.052963940741293
50,4,18.54806004986524
47,0,18.052963940741293
43,2,17.392835795242693
70,4,21.848700777358232
174,4,39.012032560321785
154,1,35.711391832828795
92,3,25.479405577600524
73,1,22.34379688648218
37,1,16.402643576994794
22,2,13.927163031375052
18,0,13.267034885876452
10,2,11.946778594879255
3,0,10.79155434025671
3,0,10.79155434025671
6,0,11.286650449380659
27,0,14.7523232132483
97,2,26.30456575947377
214,3,45.61331401530777
127,3,31.255526850713256
51,3,18.71309208623989
31,4,15.412451358746898
55,2,19.373220231738486
46,6,17.887931904366642
60,3,20.198380413611737
45,2,17.72289986799199
72,4,22.17876485010753
130,6,31.750622959837205
94,1,25.809469650349822
51,0,18.71309208623989
32,0,15.577483395121547
20,0,13.597098958625752
28,1,14.917355249622949
18,1,13.267034885876452
7,0,11.451682485755308
6,0,11.286650449380659
1,0,10.46149026750741
5,0,11.121618413006008
16,0,12.936970813127154
54,0,19.20818819536384
125,3,30.925462777963958
78,3,23.16895706835543
39,0,16.732707649744093
32,3,15.577483395121547
52,3,18.878124122614537
49,0,18.383028013490588
44,0,17.557867831617344
48,1,18.21799597711594
63,5,20.693476522735686
139,0,33.23591128720905
135,2,32.57578314171045
82,1,23.829085213854025
54,2,19.20818819536384
57,0,19.703284304487788
32,1,15.577483395121547
19,1,13.432066922251103
6,1,11.286650449380659
2,0,10.626522303882059
2,0,10.626522303882059
3,0,10.79155434025671
4,0,10.956586376631359
3,0,10.79155434025671
28,0,14.917355249622949
72,0,22.17876485010753
197,5,42.80776939693873
137,2,32.905847214459754
36,2,16.237611540620144
33,4,15.742515431496196
49,3,18.383028013490588
81,2,23.664053177479374
39,3,16.732707649744093
55,5,19.373220231738486
76,2,22.83889299560613
158,4,36.3715199783274
141,3,33.56597535995835
98,1,26.46959779584842
64,0,20.858508559110334
40,0,16.897739686118744
30,0,15.247419322372249
14,1,12.606906740377855
14,0,12.606906740377855
5,0,11.121618413006008
1,0,10.46149026750741
1,0,10.46149026750741
8,0,11.616714522129957
17,0,13.102002849501803
70,0,21.848700777358232
156,2,36.0414559055781
117,0,29.60520648696676
40,4,16.897739686118744
47,6,18.052963940741293
59,2,20.033348377237086
73,4,22.34379688648218
59,5,20.033348377237086
59,9,20.033348377237086
87,3,24.654245395727273
155,4,35.87642386920345
134,5,32.410751105335805
89,3,24.984309468476575
68,0,21.51863670460893
48,4,18.21799597711594
34,2,15.907547467870845
26,1,14.587291176873649
25,3,14.422259140499
18,2,13.267034885876452
12,0,12.276842667628555
7,1,11.451682485755308
5,0,11.121618413006008
1,0,10.46149026750741
2,1,10.626522303882059
9,1,11.781746558504606
22,1,13.927163031375052
31,2,15.412451358746898
57,2,19.703284304487788
54,18,19.20818819536384
74,15,22.50882892285683
80,21,23.499021141104727
92,26,25.479405577600524
108,21,28.119918159594917
95,33,25.974501686724473
54,29,19.20818819536384
69,15,21.68366874098358
60,14,20.198380413611737
35,6,16.072579504245496
51,6,18.71309208623989
26,0,14.587291176873649
39,5,16.732707649744093
33,6,15.742515431496196
19,4,13.432066922251103
13,3,12.441874704003204
6,9,11.286650449380659
1,0,10.46149026750741
1,1,10.46149026750741
1,0,10.46149026750741
3,0,10.79155434025671
18,0,13.267034885876452
29,3,15.082387285997598
71,8,22.01373281373288
70,23,21.848700777358232
75,29,22.67386095923148
95,23,25.974501686724473
69,22,21.68366874098358
78,35,23.16895706835543
77,22,23.003925031980778
82,23,23.829085213854025
56,11,19.538252268113137
47,14,18.052963940741293
50,7,18.54806004986524
22,6,13.927163031375052
19,2,13.432066922251103
18,0,13.267034885876452
16,1,12.936970813127154
15,1,12.771938776752505
8,0,11.616714522129957
2,0,10.626522303882059
2,1,10.626522303882059
1,0,10.46149026750741
5,0,11.121618413006008
9,4,11.781746558504606
30,3,15.247419322372249
39,8,16.732707649744093
50,7,18.54806004986524
55,9,19.373220231738486
70,10,21.848700777358232
80,13,23.499021141104727
74,12,22.50882892285683
72,21,22.17876485010753
76,6,22.83889299560613
67,4,21.353604668234283
85,7,24.324181322977974
58,2,19.868316340862435
29,4,15.082387285997598
24,3,14.25722710412435
13,0,12.441874704003204
3,1,10.79155434025671
3,0,10.79155434025671
22,0,13.927163031375052
26,2,14.587291176873649
32,3,15.577483395121547
61,0,20.363412449986384
124,1,30.76043074158931
132,1,32.0806870325865
98,1,26.46959779584842
83,0,23.994117250228676
41,0,17.062771722493395
33,0,15.742515431496196
19,1,13.432066922251103
3,0,10.79155434025671
6,1,11.286650449380659
3,0,10.79155434025671
1,1,10.46149026750741
7,0,11.451682485755308
32,0,15.577483395121547
89,1,24.984309468476575
196,1,42.64273736056408
107,2,27.954886123220266
46,1,17.887931904366642
47,5,18.052963940741293
65,5,21.02354059548498
67,11,21.353604668234283
68,7,21.51863670460893
78,4,23.16895706835543
94,10,25.809469650349822
190,7,41.652545142316185
156,5,36.0414559055781
108,4,28.119918159594917
74,2,22.50882892285683
55,4,19.373220231738486
53,6,19.043156158989188
27,1,14.7523232132483
8,5,11.616714522129957
3,2,10.79155434025671
2,0,10.626522303882059
1,0,10.46149026750741
1,0,10.46149026750741
6,0,11.286650449380659
35,0,16.072579504245496
100,1,26.799661868597717
247,2,51.059371215671206
140,3,33.400943323583704
56,1,19.538252268113137
63,5,20.693476522735686
77,7,23.003925031980778
86,12,24.489213359352625
75,6,22.67386095923148
62,8,20.528444486361035
83,8,23.994117250228676
207,8,44.458089760685226
184,1,40.66235292406829
146,6,34.3911355418316
124,2,30.76043074158931
54,3,19.20818819536384
56,0,19.538252268113137
28,3,14.917355249622949
20,1,13.597098958625752
6,0,11.286650449380659
2,0,10.626522303882059
1,0,10.46149026750741
1,0,10.46149026750741
4,1,10.956586376631359
27,0,14.7523232132483
66,2,21.188572631859632
210,7,44.953185869809175
159,7,36.53655201470204
57,6,19.703284304487788
53,6,19.043156158989188
67,11,21.353604668234283
65,8,21.02354059548498
56,6,19.538252268113137
61,4,20.363412449986384
97,0,26.30456575947377
151,10,35.216295723704846
119,1,29.93527055971606
93,3,25.64443761397517
52,1,18.878124122614537
41,0,17.062771722493395
33,1,15.742515431496196
27,0,14.7523232132483
13,0,12.441874704003204
9,3,11.781746558504606
11,0,12.111810631253906
6,1,11.286650449380659
3,0,10.79155434025671
2,0,10.626522303882059
8,0,11.616714522129957
26,1,14.587291176873649
37,3,16.402643576994794
50,3,18.54806004986524
59,4,20.033348377237086
60,10,20.198380413611737
72,12,22.17876485010753
64,11,20.858508559110334
93,10,25.64443761397517
72,11,22.17876485010753
59,8,20.033348377237086
54,0,19.20818819536384
53,6,19.043156158989188
44,1,17.557867831617344
39,0,16.732707649744093
23,7,14.092195067749701
31,2,15.412451358746898
20,2,13.597098958625752
12,1,12.276842667628555
15,3,12.771938776752505
4,1,10.956586376631359
3,0,10.79155434025671
1,0,10.46149026750741
1,1,10.46149026750741
17,2,13.102002849501803
25,3,14.422259140499
51,7,18.71309208623989
77,22,23.003925031980778
92,24,25.479405577600524
75,12,22.67386095923148
93,17,25.64443761397517
64,13,20.858508559110334
56,9,19.538252268113137
50,5,18.54806004986524
44,5,17.557867831617344
45,5,17.72289986799199
31,4,15.412451358746898
20,5,13.597098958625752
23,5,14.092195067749701
17,4,13.102002849501803
7,0,11.451682485755308
1,0,10.46149026750741
1,0,10.46149026750741
1,0,10.46149026750741
5,0,11.121618413006008
15,0,12.771938776752505
79,5,23.33398910473008
171,6,38.516936451197836
98,4,26.46959779584842
34,6,15.907547467870845
43,3,17.392835795242693
52,11,18.878124122614537
54,6,19.20818819536384
43,2,17.392835795242693
50,7,18.54806004986524
66,4,21.188572631859632
178,6,39.67216070582039
145,8,34.22610350545695
101,5,26.964693904972368
80,1,23.499021141104727
53,6,19.043156158989188
32,3,15.577483395121547
21,3,13.762130995000401
6,3,11.286650449380659
5,0,11.121618413006008
2,0,10.626522303882059
1,0,10.46149026750741
9,0,11.781746558504606
35,1,16.072579504245496
103,5,27.294757977721666
233,5,48.748922706426114
134,10,32.410751105335805
49,6,18.383028013490588
55,6,19.373220231738486
85,21,24.324181322977974
72,21,22.17876485010753
57,11,19.703284304487788
63,21,20.693476522735686
102,14,27.12972594134702
208,14,44.62312179705987
218,7,46.27344216080637
133,13,32.24571906896115
103,16,27.294757977721666
40,5,16.897739686118744
49,4,18.383028013490588
37,3,16.402643576994794
14,3,12.606906740377855
5,0,11.121618413006008
7,3,11.451682485755308
1,0,10.46149026750741
8,0,11.616714522129957
29,1,15.082387285997598
69,3,21.68366874098358
55,3,19.373220231738486
26,2,14.587291176873649
35,6,16.072579504245496
41,7,17.062771722493395
43,4,17.392835795242693
36,0,16.237611540620144
42,1,17.227803758868042
35,1,16.072579504245496
26,0,14.587291176873649
23,1,14.092195067749701
82,2,23.829085213854025
101,3,26.964693904972368
76,3,22.83889299560613
55,4,19.373220231738486
36,2,16.237611540620144
27,0,14.7523232132483
16,0,12.936970813127154
9,0,11.781746558504606
2,1,10.626522303882059
2,0,10.626522303882059
0,1,10.29645823113276
4,0,10.956586376631359
16,0,12.936970813127154
58,2,19.868316340862435
155,2,35.87642386920345
95,6,25.974501686724473
49,0,18.383028013490588
30,0,15.247419322372249
28,1,14.917355249622949
31,0,15.412451358746898
36,2,16.237611540620144
40,1,16.897739686118744
70,10,21.848700777358232
147,2,34.55616757820625
107,2,27.954886123220266
84,5,24.159149286603324
61,1,20.363412449986384
57,1,19.703284304487788
26,0,14.587291176873649
22,1,13.927163031375052
26,2,14.587291176873649
20,0,13.597098958625752
15,0,12.771938776752505
5,3,11.121618413006008
2,1,10.626522303882059
2,0,10.626522303882059
4,1,10.956586376631359
31,3,15.412451358746898
34,0,15.907547467870845
51,4,18.71309208623989
60,4,20.198380413611737
66,12,21.188572631859632
56,9,19.538252268113137
89,10,24.984309468476575
98,22,26.46959779584842
88,19,24.819277432101924
82,9,23.829085213854025
59,9,20.033348377237086
52,6,18.878124122614537
42,1,17.227803758868042
35,1,16.072579504245496
28,4,14.917355249622949
30,3,15.247419322372249
33,0,15.742515431496196
22,7,13.927163031375052
10,1,11.946778594879255
7,1,11.451682485755308
1,0,10.46149026750741
3,0,10.79155434025671
3,0,10.79155434025671
11,1,12.111810631253906
34,4,15.907547467870845
57,7,19.703284304487788
50,9,18.54806004986524
87,10,24.654245395727273
71,13,22.01373281373288
104,18,27.459790014096317
95,14,25.974501686724473
104,19,27.459790014096317
71,6,22.01373281373288
57,8,19.703284304487788
46,9,17.887931904366642
30,3,15.247419322372249
25,3,14.422259140499
19,2,13.432066922251103
16,5,12.936970813127154
6,1,11.286650449380659
5,2,11.121618413006008
1,0,10.46149026750741
2,0,10.626522303882059
2,0,10.626522303882059
8,0,11.616714522129957
37,0,16.402643576994794
71,1,22.01373281373288
182,3,40.332288851318985
112,0,28.780046305093514
68,1,21.51863670460893
46,2,17.887931904366642
62,6,20.528444486361035
52,2,18.878124122614537
85,1,24.324181322977974
41,3,17.062771722493395
83,3,23.994117250228676
155,6,35.87642386920345
153,3,35.54635979645415
108,3,28.119918159594917
78,0,23.16895706835543
53,3,19.043156158989188
34,0,15.907547467870845
15,2,12.771938776752505
6,2,11.286650449380659
3,0,10.79155434025671
2,0,10.626522303882059
2,0,10.626522303882059
3,0,10.79155434025671
22,0,13.927163031375052
52,0,18.878124122614537
132,3,32.0806870325865
114,2,29.110110377842812
47,0,18.052963940741293
49,2,18.383028013490588
53,2,19.043156158989188
49,3,18.383028013490588
49,5,18.383028013490588
45,7,17.72289986799199
61,3,20.363412449986384
172,4,38.68196848757249
165,3,37.52674423294994
105,3,27.624822050470968
69,5,21.68366874098358
64,0,20.858508559110334
34,2,15.907547467870845
15,1,12.771938776752505
2,0,10.626522303882059
3,0,10.79155434025671
0,4,10.29645823113276
1,0,10.46149026750741
1,0,10.46149026750741
3,0,10.79155434025671
17,1,13.102002849501803
48,1,18.21799597711594
154,1,35.711391832828795
119,4,29.93527055971606
59,2,20.033348377237086
47,5,18.052963940741293
61,3,20.363412449986384
74,1,22.50882892285683
61,2,20.363412449986384
66,10,21.188572631859632
95,8,25.974501686724473
183,7,40.49732088769363
175,7,39.17706459669644
88,3,24.819277432101924
71,4,22.01373281373288
62,1,20.528444486361035
35,5,16.072579504245496
29,3,15.082387285997598
11,1,12.111810631253906
5,0,11.121618413006008
2,0,10.626522303882059
1,0,10.46149026750741
2,0,10.626522303882059
39,0,16.732707649744093
86,1,24.489213359352625
184,4,40.66235292406829
127,6,31.255526850713256
50,2,18.54806004986524
55,9,19.373220231738486
67,2,21.353604668234283
47,4,18.052963940741293
43,4,17.392835795242693
56,4,19.538252268113137
73,5,22.34379688648218
170,5,38.35190441482319
145,2,34.22610350545695
92,4,25.479405577600524
108,1,28.119918159594917
53,1,19.043156158989188
39,2,16.732707649744093
34,4,15.907547467870845
10,3,11.946778594879255
7,0,11.451682485755308
1,0,10.46149026750741
1,0,10.46149026750741
7,0,11.451682485755308
26,2,14.587291176873649
87,0,24.654245395727273
217,3,46.10841012443172
124,3,30.76043074158931
46,5,17.887931904366642
61,3,20.363412449986384
78,8,23.16895706835543
73,9,22.34379688648218
76,15,22.83889299560613
81,9,23.664053177479374
91,8,25.314373541225873
195,10,42.47770532418943
152,3,35.3813277600795
102,1,27.12972594134702
69,2,21.68366874098358
41,2,17.062771722493395
45,1,17.72289986799199
30,1,15.247419322372249
36,3,16.237611540620144
17,1,13.102002849501803
12,5,12.276842667628555
10,1,11.946778594879255
8,0,11.616714522129957
9,0,11.781746558504606
4,0,10.956586376631359
4,0,10.956586376631359
10,0,11.946778594879255
17,3,13.102002849501803
31,3,15.412451358746898
46,1,17.887931904366642
42,10,17.227803758868042
62,10,20.528444486361035
50,5,18.54806004986524
49,11,18.383028013490588
63,8,20.693476522735686
64,14,20.858508559110334
81,2,23.664053177479374
78,6,23.16895706835543
64,5,20.858508559110334
53,3,19.043156158989188
43,2,17.392835795242693
52,7,18.878124122614537
37,2,16.402643576994794
40,4,16.897739686118744
20,0,13.597098958625752
10,3,11.946778594879255
2,0,10.626522303882059
1,0,10.46149026750741
1,0,10.46149026750741
8,0,11.616714522129957
21,2,13.762130995000401
38,7,16.567675613369445
74,15,22.50882892285683
89,28,24.984309468476575
126,48,31.09049481433861
135,47,32.57578314171045
114,47,29.110110377842812
130,52,31.750622959837205
115,42,29.275142414217463
97,24,26.30456575947377
65,13,21.02354059548498
20,1,13.597098958625752
21,5,13.762130995000401
22,5,13.927163031375052
57,5,19.703284304487788
26,4,14.587291176873649
14,1,12.606906740377855
4,1,10.956586376631359
3,0,10.79155434025671
1,0,10.46149026750741
1,1,10.46149026750741
9,1,11.781746558504606
29,1,15.082387285997598
89,6,24.984309468476575
223,7,47.09860234267962
115,3,29.275142414217463
49,6,18.383028013490588
36,11,16.237611540620144
59,7,20.033348377237086
54,10,19.20818819536384
52,8,18.878124122614537
46,4,17.887931904366642
98,16,26.46959779584842
207,9,44.458089760685226
170,5,38.35190441482319
123,5,30.59539870521466
82,6,23.829085213854025
75,3,22.67386095923148
34,3,15.907547467870845
19,6,13.432066922251103
6,4,11.286650449380659
4,0,10.956586376631359
1,1,10.46149026750741
1,0,10.46149026750741
3,0,10.79155434025671
2,0,10.626522303882059
39,0,16.732707649744093
97,3,26.30456575947377
236,7,49.24401881555006
128,7,31.420558887087907
44,4,17.557867831617344
49,1,18.383028013490588
63,2,20.693476522735686
48,2,18.21799597711594
61,3,20.363412449986384
45,6,17.72289986799199
79,4,23.33398910473008
172,4,38.68196848757249
151,1,35.216295723704846
100,1,26.799661868597717
53,3,19.043156158989188
46,8,17.887931904366642
29,0,15.082387285997598
9,3,11.781746558504606
17,0,13.102002849501803
7,0,11.451682485755308
2,1,10.626522303882059
2,0,10.626522303882059
7,0,11.451682485755308
43,0,17.392835795242693
95,4,25.974501686724473
198,1,42.97280143331338
119,4,29.93527055971606
51,8,18.71309208623989
40,1,16.897739686118744
57,4,19.703284304487788
67,2,21.353604668234283
56,2,19.538252268113137
61,3,20.363412449986384
72,7,22.17876485010753
157,9,36.206487941952744
168,2,38.02184034207389
87,1,24.654245395727273
84,0,24.159149286603324
83,0,23.994117250228676
42,4,17.227803758868042
37,0,16.402643576994794
16,0,12.936970813127154
7,0,11.451682485755308
3,0,10.79155434025671
1,0,10.46149026750741
6,0,11.286650449380659
26,0,14.587291176873649
99,0,26.63462983222307
173,5,38.84700052394714
121,1,30.26533463246536
34,1,15.907547467870845
44,1,17.557867831617344
65,4,21.02354059548498
59,3,20.033348377237086
42,6,17.227803758868042
50,0,18.54806004986524
76,4,22.83889299560613
159,6,36.53655201470204
157,3,36.206487941952744
110,2,28.449982232344215
93,4,25.64443761397517
70,2,21.848700777358232
47,4,18.052963940741293
33,1,15.742515431496196
12,2,12.276842667628555
6,1,11.286650449380659
3,0,10.79155434025671
4,0,10.956586376631359
23,1,14.092195067749701
73,1,22.34379688648218
212,4,45.28324994255847
132,8,32.0806870325865
39,5,16.732707649744093
52,12,18.878124122614537
64,7,20.858508559110334
89,21,24.984309468476575
67,17,21.353604668234283
62,12,20.528444486361035
111,14,28.615014268718863
193,18,42.147641251440135
165,9,37.52674423294994
94,7,25.809469650349822
61,2,20.363412449986384
46,1,17.887931904366642
41,2,17.062771722493395
48,5,18.21799597711594
27,3,14.7523232132483
22,2,13.927163031375052
13,2,12.441874704003204
7,3,11.451682485755308
4,0,10.956586376631359
1,0,10.46149026750741
1,1,10.46149026750741
9,2,11.781746558504606
28,2,14.917355249622949
38,5,16.567675613369445
71,13,22.01373281373288
84,30,24.159149286603324
93,27,25.64443761397517
103,32,27.294757977721666
90,30,25.149341504851222
127,47,31.255526850713256
103,42,27.294757977721666
113,24,28.945078341468164
60,4,20.198380413611737
39,2,16.732707649744093
39,1,16.732707649744093
42,9,17.227803758868042
39,6,16.732707649744093
31,1,15.412451358746898
34,5,15.907547467870845
23,1,14.092195067749701
19,1,13.432066922251103
8,4,11.616714522129957
2,0,10.626522303882059
3,2,10.79155434025671
3,0,10.79155434025671
11,1,12.111810631253906
35,12,16.072579504245496
86,19,24.489213359352625
86,26,24.489213359352625
94,58,25.809469650349822
92,62,25.479405577600524
110,51,28.449982232344215
122,40,30.43036666884001
106,28,27.789854086845615
95,30,25.974501686724473
78,17,23.16895706835543
50,11,18.54806004986524
32,15,15.577483395121547
45,6,17.72289986799199
31,5,15.412451358746898
27,3,14.7523232132483
8,3,11.616714522129957
6,1,11.286650449380659
2,0,10.626522303882059
1,1,10.46149026750741
2,0,10.626522303882059
3,0,10.79155434025671
25,1,14.422259140499
96,2,26.13953372309912
249,7,51.38943528842051
122,8,30.43036666884001
46,9,17.887931904366642
43,10,17.392835795242693
99,27,26.63462983222307
93,27,25.64443761397517
76,14,22.83889299560613
71,19,22.01373281373288
102,16,27.12972594134702
218,25,46.27344216080637
194,11,42.31267328781478
86,12,24.489213359352625
65,5,21.02354059548498
35,8,16.072579504245496
44,1,17.557867831617344
19,1,13.432066922251103
12,7,12.276842667628555
5,0,11.121618413006008
2,1,10.626522303882059
1,0,10.46149026750741
4,0,10.956586376631359
30,0,15.247419322372249
103,2,27.294757977721666
213,10,45.448281978933124
108,2,28.119918159594917
47,5,18.052963940741293
46,11,17.887931904366642
65,6,21.02354059548498
68,14,21.51863670460893
69,10,21.68366874098358
74,11,22.50882892285683
77,21,23.003925031980778
191,15,41.817577178690826
198,14,42.97280143331338
142,3,33.731007396333
98,3,26.46959779584842
61,5,20.363412449986384
41,0,17.062771722493395
20,0,13.597098958625752
15,0,12.771938776752505
9,0,11.781746558504606
1,0,10.46149026750741
1,0,10.46149026750741
5,0,11.121618413006008
32,1,15.577483395121547
103,5,27.294757977721666
224,6,47.26363437905427
122,2,30.43036666884001
55,14,19.373220231738486
59,7,20.033348377237086
72,14,22.17876485010753
80,13,23.499021141104727
65,17,21.02354059548498
82,35,23.829085213854025
96,26,26.13953372309912
244,11,50.56427510654726
202,20,43.632929578811975
143,18,33.89603943270765
108,10,28.119918159594917
87,5,24.654245395727273
61,12,20.363412449986384
31,2,15.412451358746898
16,1,12.936970813127154
6,0,11.286650449380659
4,2,10.956586376631359
1,3,10.46149026750741
1,3,10.46149026750741
11,1,12.111810631253906
44,3,17.557867831617344
119,7,29.93527055971606
267,18,54.360011943164196
163,16,37.19668016020064
70,18,21.848700777358232
71,19,22.01373281373288
86,15,24.489213359352625
108,15,28.119918159594917
55,26,19.373220231738486
91,15,25.314373541225873
117,29,29.60520648696676
256,18,52.54465954304305
211,11,45.11821790618382
161,14,36.86661608745135
131,8,31.915654996211856
119,5,29.93527055971606
68,8,21.51863670460893
40,4,16.897739686118744
20,12,13.597098958625752
7,1,11.451682485755308
5,2,11.121618413006008
6,2,11.286650449380659
1,0,10.46149026750741
6,1,11.286650449380659
48,2,18.21799597711594
108,8,28.119918159594917
246,26,50.89433917929656
154,15,35.711391832828795
78,17,23.16895706835543
82,31,23.829085213854025
126,59,31.09049481433861
131,45,31.915654996211856
118,73,29.770238523341412
117,55,29.60520648696676
164,68,37.36171219657529
275,52,55.680268234161396
195,29,42.47770532418943
146,16,34.3911355418316
105,19,27.624822050470968
61,11,20.363412449986384
88,19,24.819277432101924
61,16,20.363412449986384
23,6,14.092195067749701
21,10,13.762130995000401
14,3,12.606906740377855
7,0,11.451682485755308
3,0,10.79155434025671
3,0,10.79155434025671
3,3,10.79155434025671
16,6,12.936970813127154
36,9,16.237611540620144
37,18,16.402643576994794
72,34,22.17876485010753
76,47,22.83889299560613
81,38,23.664053177479374
103,52,27.294757977721666
94,102,25.809469650349822
87,84,24.654245395727273
81,39,23.664053177479374
91,36,25.314373541225873
67,21,21.353604668234283
54,5,19.20818819536384
38,9,16.567675613369445
29,4,15.082387285997598
42,2,17.227803758868042
25,4,14.422259140499
14,3,12.606906740377855
11,5,12.111810631253906
17,0,13.102002849501803
9,9,11.781746558504606
1,0,10.46149026750741
1,1,10.46149026750741
2,0,10.626522303882059
22,2,13.927163031375052
48,7,18.21799597711594
70,34,21.848700777358232
89,72,24.984309468476575
120,62,30.10030259609071
122,76,30.43036666884001
104,108,27.459790014096317
102,66,27.12972594134702
88,59,24.819277432101924
86,60,24.489213359352625
71,30,22.01373281373288
39,3,16.732707649744093
30,12,15.247419322372249
39,17,16.732707649744093
43,4,17.392835795242693
45,9,17.72289986799199
30,7,15.247419322372249
11,2,12.111810631253906
3,1,10.79155434025671
3,2,10.79155434025671
0,1,10.29645823113276
2,1,10.626522303882059
6,2,11.286650449380659
16,3,12.936970813127154
