weathersit,cnt,Predicted Y
1,4,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,6,206.64740831960722
1,10,206.64740831960722
1,19,206.64740831960722
1,49,206.64740831960722
1,49,206.64740831960722
1,83,206.64740831960722
1,75,206.64740831960722
1,72,206.64740831960722
1,82,206.64740831960722
1,92,206.64740831960722
1,62,206.64740831960722
1,48,206.64740831960722
1,41,206.64740831960722
1,38,206.64740831960722
1,20,206.64740831960722
1,15,206.64740831960722
1,6,206.64740831960722
1,5,206.64740831960722
1,1,206.64740831960722
1,3,206.64740831960722
1,1,206.64740831960722
1,3,206.64740831960722
1,3,206.64740831960722
1,31,206.64740831960722
1,77,206.64740831960722
2,188,166.24065562221122
2,94,166.24065562221122
2,31,166.24065562221122
2,30,166.24065562221122
2,52,166.24065562221122
2,54,166.24065562221122
2,47,166.24065562221122
2,45,166.24065562221122
1,74,206.64740831960722
1,178,206.64740831960722
1,155,206.64740831960722
1,95,206.64740831960722
1,74,206.64740831960722
1,38,206.64740831960722
1,24,206.64740831960722
1,18,206.64740831960722
1,12,206.64740831960722
1,3,206.64740831960722
2,3,166.24065562221122
2,6,166.24065562221122
2,27,166.24065562221122
2,99,166.24065562221122
2,217,166.24065562221122
2,130,166.24065562221122
2,54,166.24065562221122
2,35,166.24065562221122
2,57,166.24065562221122
2,52,166.24065562221122
2,63,166.24065562221122
2,47,166.24065562221122
2,76,166.24065562221122
2,136,166.24065562221122
3,95,125.83390292481523
3,51,125.83390292481523
3,32,125.83390292481523
3,20,125.83390292481523
3,29,125.83390292481523
3,19,125.83390292481523
2,7,166.24065562221122
2,6,166.24065562221122
1,1,206.64740831960722
1,5,206.64740831960722
1,16,206.64740831960722
1,54,206.64740831960722
1,128,206.64740831960722
1,81,206.64740831960722
1,39,206.64740831960722
1,35,206.64740831960722
1,55,206.64740831960722
1,49,206.64740831960722
1,44,206.64740831960722
1,49,206.64740831960722
1,68,206.64740831960722
1,139,206.64740831960722
1,137,206.64740831960722
1,83,206.64740831960722
1,56,206.64740831960722
1,57,206.64740831960722
1,33,206.64740831960722
1,20,206.64740831960722
1,7,206.64740831960722
1,2,206.64740831960722
1,2,206.64740831960722
1,3,206.64740831960722
1,4,206.64740831960722
1,3,206.64740831960722
1,28,206.64740831960722
1,72,206.64740831960722
1,202,206.64740831960722
1,139,206.64740831960722
2,38,166.24065562221122
2,37,166.24065562221122
1,52,206.64740831960722
1,83,206.64740831960722
1,42,206.64740831960722
1,60,206.64740831960722
1,78,206.64740831960722
1,162,206.64740831960722
1,144,206.64740831960722
1,99,206.64740831960722
1,64,206.64740831960722
1,40,206.64740831960722
1,30,206.64740831960722
1,15,206.64740831960722
1,14,206.64740831960722
1,5,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,8,206.64740831960722
1,17,206.64740831960722
1,70,206.64740831960722
1,158,206.64740831960722
1,117,206.64740831960722
1,44,206.64740831960722
1,53,206.64740831960722
1,61,206.64740831960722
1,77,206.64740831960722
1,64,206.64740831960722
1,68,206.64740831960722
1,90,206.64740831960722
1,159,206.64740831960722
1,139,206.64740831960722
1,92,206.64740831960722
1,68,206.64740831960722
1,52,206.64740831960722
2,36,166.24065562221122
2,27,166.24065562221122
1,28,206.64740831960722
2,20,166.24065562221122
2,12,166.24065562221122
2,8,166.24065562221122
2,5,166.24065562221122
1,1,206.64740831960722
1,3,206.64740831960722
1,10,206.64740831960722
1,23,206.64740831960722
1,33,206.64740831960722
1,59,206.64740831960722
1,72,206.64740831960722
1,89,206.64740831960722
1,101,206.64740831960722
1,118,206.64740831960722
2,129,166.24065562221122
2,128,166.24065562221122
2,83,166.24065562221122
2,84,166.24065562221122
2,74,166.24065562221122
2,41,166.24065562221122
2,57,166.24065562221122
2,26,166.24065562221122
1,44,206.64740831960722
1,39,206.64740831960722
1,23,206.64740831960722
1,16,206.64740831960722
1,15,206.64740831960722
1,1,206.64740831960722
2,2,166.24065562221122
2,1,166.24065562221122
2,3,166.24065562221122
1,18,206.64740831960722
1,32,206.64740831960722
1,79,206.64740831960722
1,93,206.64740831960722
1,104,206.64740831960722
1,118,206.64740831960722
1,91,206.64740831960722
1,113,206.64740831960722
1,99,206.64740831960722
1,105,206.64740831960722
1,67,206.64740831960722
1,61,206.64740831960722
1,57,206.64740831960722
1,28,206.64740831960722
2,21,166.24065562221122
2,18,166.24065562221122
2,17,166.24065562221122
2,16,166.24065562221122
2,8,166.24065562221122
2,2,166.24065562221122
2,3,166.24065562221122
2,1,166.24065562221122
2,5,166.24065562221122
2,13,166.24065562221122
2,33,166.24065562221122
2,47,166.24065562221122
2,57,166.24065562221122
2,64,166.24065562221122
2,80,166.24065562221122
2,93,166.24065562221122
2,86,166.24065562221122
2,93,166.24065562221122
2,82,166.24065562221122
1,71,206.64740831960722
2,92,166.24065562221122
3,60,125.83390292481523
3,33,125.83390292481523
3,27,125.83390292481523
3,13,125.83390292481523
3,4,125.83390292481523
2,3,166.24065562221122
2,22,166.24065562221122
2,28,166.24065562221122
2,35,166.24065562221122
2,61,166.24065562221122
2,125,166.24065562221122
2,133,166.24065562221122
2,99,166.24065562221122
2,83,166.24065562221122
2,41,166.24065562221122
2,33,166.24065562221122
2,20,166.24065562221122
2,3,166.24065562221122
3,7,125.83390292481523
3,3,125.83390292481523
3,2,125.83390292481523
2,7,166.24065562221122
2,32,166.24065562221122
2,90,166.24065562221122
2,197,166.24065562221122
2,109,166.24065562221122
2,47,166.24065562221122
2,52,166.24065562221122
2,70,166.24065562221122
1,78,206.64740831960722
1,75,206.64740831960722
1,82,206.64740831960722
1,104,206.64740831960722
1,197,206.64740831960722
1,161,206.64740831960722
1,112,206.64740831960722
1,76,206.64740831960722
1,59,206.64740831960722
1,59,206.64740831960722
1,28,206.64740831960722
1,13,206.64740831960722
1,5,206.64740831960722
1,2,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,6,206.64740831960722
1,35,206.64740831960722
1,101,206.64740831960722
1,249,206.64740831960722
2,143,166.24065562221122
1,57,206.64740831960722
2,68,166.24065562221122
2,84,166.24065562221122
2,98,166.24065562221122
2,81,166.24065562221122
2,70,166.24065562221122
2,91,166.24065562221122
2,215,166.24065562221122
2,185,166.24065562221122
1,152,206.64740831960722
2,126,166.24065562221122
2,57,166.24065562221122
2,56,166.24065562221122
2,31,166.24065562221122
2,21,166.24065562221122
2,6,166.24065562221122
3,2,125.83390292481523
3,1,125.83390292481523
2,1,166.24065562221122
1,5,206.64740831960722
1,27,206.64740831960722
1,68,206.64740831960722
1,217,206.64740831960722
1,166,206.64740831960722
1,63,206.64740831960722
1,59,206.64740831960722
1,78,206.64740831960722
1,73,206.64740831960722
1,62,206.64740831960722
1,65,206.64740831960722
1,97,206.64740831960722
1,161,206.64740831960722
1,120,206.64740831960722
1,96,206.64740831960722
1,53,206.64740831960722
1,41,206.64740831960722
1,34,206.64740831960722
1,27,206.64740831960722
1,13,206.64740831960722
2,12,166.24065562221122
2,11,166.24065562221122
2,7,166.24065562221122
2,3,166.24065562221122
2,2,166.24065562221122
1,8,206.64740831960722
1,27,206.64740831960722
1,40,206.64740831960722
2,53,166.24065562221122
2,63,166.24065562221122
2,70,166.24065562221122
1,84,206.64740831960722
1,75,206.64740831960722
1,103,206.64740831960722
1,83,206.64740831960722
1,67,206.64740831960722
1,54,206.64740831960722
1,59,206.64740831960722
1,45,206.64740831960722
1,39,206.64740831960722
1,30,206.64740831960722
1,33,206.64740831960722
1,22,206.64740831960722
1,13,206.64740831960722
1,18,206.64740831960722
1,5,206.64740831960722
2,3,166.24065562221122
2,1,166.24065562221122
1,2,206.64740831960722
1,19,206.64740831960722
1,28,206.64740831960722
1,58,206.64740831960722
1,99,206.64740831960722
1,116,206.64740831960722
1,87,206.64740831960722
1,110,206.64740831960722
1,77,206.64740831960722
1,65,206.64740831960722
1,55,206.64740831960722
1,49,206.64740831960722
1,50,206.64740831960722
1,35,206.64740831960722
1,25,206.64740831960722
1,28,206.64740831960722
1,21,206.64740831960722
1,7,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,5,206.64740831960722
1,15,206.64740831960722
1,84,206.64740831960722
1,177,206.64740831960722
1,102,206.64740831960722
1,40,206.64740831960722
1,46,206.64740831960722
2,63,166.24065562221122
2,60,166.24065562221122
2,45,166.24065562221122
1,57,206.64740831960722
1,70,206.64740831960722
1,184,206.64740831960722
1,153,206.64740831960722
1,106,206.64740831960722
1,81,206.64740831960722
1,59,206.64740831960722
2,35,166.24065562221122
2,24,166.24065562221122
2,9,166.24065562221122
2,5,166.24065562221122
1,2,206.64740831960722
1,1,206.64740831960722
1,9,206.64740831960722
1,36,206.64740831960722
1,108,206.64740831960722
2,238,166.24065562221122
2,144,166.24065562221122
2,55,166.24065562221122
2,61,166.24065562221122
2,106,166.24065562221122
2,93,166.24065562221122
2,68,166.24065562221122
2,84,166.24065562221122
2,116,166.24065562221122
1,222,206.64740831960722
2,225,166.24065562221122
2,146,166.24065562221122
1,119,206.64740831960722
1,45,206.64740831960722
1,53,206.64740831960722
2,40,166.24065562221122
2,17,166.24065562221122
2,5,166.24065562221122
3,10,125.83390292481523
3,1,125.83390292481523
3,8,125.83390292481523
3,30,125.83390292481523
3,72,125.83390292481523
3,58,125.83390292481523
3,28,125.83390292481523
3,41,125.83390292481523
3,48,125.83390292481523
3,47,125.83390292481523
3,36,125.83390292481523
3,43,125.83390292481523
4,36,85.42715022741925
3,26,125.83390292481523
1,24,206.64740831960722
1,84,206.64740831960722
1,104,206.64740831960722
1,79,206.64740831960722
1,59,206.64740831960722
1,38,206.64740831960722
1,27,206.64740831960722
1,16,206.64740831960722
2,9,166.24065562221122
2,3,166.24065562221122
2,2,166.24065562221122
2,1,166.24065562221122
2,4,166.24065562221122
2,16,166.24065562221122
2,60,166.24065562221122
2,157,166.24065562221122
3,101,125.83390292481523
3,49,125.83390292481523
3,30,125.83390292481523
3,29,125.83390292481523
3,31,125.83390292481523
3,38,125.83390292481523
2,41,166.24065562221122
1,80,206.64740831960722
1,149,206.64740831960722
1,109,206.64740831960722
2,89,166.24065562221122
2,62,166.24065562221122
2,58,166.24065562221122
1,26,206.64740831960722
1,23,206.64740831960722
1,28,206.64740831960722
1,20,206.64740831960722
1,15,206.64740831960722
1,8,206.64740831960722
1,3,206.64740831960722
1,2,206.64740831960722
1,5,206.64740831960722
1,34,206.64740831960722
1,34,206.64740831960722
2,55,166.24065562221122
2,64,166.24065562221122
2,78,166.24065562221122
2,65,166.24065562221122
2,99,166.24065562221122
1,120,206.64740831960722
1,107,206.64740831960722
1,91,206.64740831960722
1,68,206.64740831960722
2,58,166.24065562221122
1,43,206.64740831960722
1,36,206.64740831960722
1,32,206.64740831960722
1,33,206.64740831960722
1,33,206.64740831960722
1,29,206.64740831960722
1,11,206.64740831960722
1,8,206.64740831960722
1,1,206.64740831960722
1,3,206.64740831960722
1,3,206.64740831960722
2,12,166.24065562221122
2,38,166.24065562221122
2,64,166.24065562221122
1,59,206.64740831960722
1,97,206.64740831960722
1,84,206.64740831960722
1,122,206.64740831960722
1,109,206.64740831960722
1,123,206.64740831960722
1,77,206.64740831960722
1,65,206.64740831960722
1,55,206.64740831960722
2,33,166.24065562221122
2,28,166.24065562221122
2,21,166.24065562221122
2,21,166.24065562221122
2,7,166.24065562221122
1,7,206.64740831960722
1,1,206.64740831960722
1,2,206.64740831960722
1,2,206.64740831960722
1,8,206.64740831960722
1,37,206.64740831960722
2,72,166.24065562221122
2,185,166.24065562221122
2,112,166.24065562221122
2,69,166.24065562221122
2,48,166.24065562221122
2,68,166.24065562221122
2,54,166.24065562221122
2,86,166.24065562221122
2,44,166.24065562221122
2,86,166.24065562221122
2,161,166.24065562221122
2,156,166.24065562221122
1,111,206.64740831960722
3,78,125.83390292481523
3,56,125.83390292481523
2,34,166.24065562221122
2,17,166.24065562221122
2,8,166.24065562221122
2,3,166.24065562221122
2,2,166.24065562221122
2,2,166.24065562221122
3,3,125.83390292481523
3,22,125.83390292481523
3,52,125.83390292481523
3,135,125.83390292481523
2,116,166.24065562221122
2,47,166.24065562221122
2,51,166.24065562221122
2,55,166.24065562221122
2,52,166.24065562221122
2,54,166.24065562221122
2,52,166.24065562221122
2,64,166.24065562221122
2,176,166.24065562221122
2,168,166.24065562221122
2,108,166.24065562221122
2,74,166.24065562221122
2,64,166.24065562221122
2,36,166.24065562221122
3,16,125.83390292481523
3,2,125.83390292481523
3,3,125.83390292481523
3,4,125.83390292481523
3,1,125.83390292481523
3,1,125.83390292481523
3,3,125.83390292481523
3,18,125.83390292481523
3,49,125.83390292481523
3,155,125.83390292481523
2,123,166.24065562221122
2,61,166.24065562221122
2,52,166.24065562221122
2,64,166.24065562221122
1,75,206.64740831960722
1,63,206.64740831960722
1,76,206.64740831960722
1,103,206.64740831960722
1,190,206.64740831960722
1,182,206.64740831960722
1,91,206.64740831960722
1,75,206.64740831960722
1,63,206.64740831960722
1,40,206.64740831960722
1,32,206.64740831960722
1,12,206.64740831960722
1,5,206.64740831960722
1,2,206.64740831960722
1,1,206.64740831960722
1,2,206.64740831960722
1,39,206.64740831960722
1,87,206.64740831960722
1,188,206.64740831960722
1,133,206.64740831960722
1,52,206.64740831960722
1,64,206.64740831960722
1,69,206.64740831960722
1,51,206.64740831960722
1,47,206.64740831960722
1,60,206.64740831960722
1,78,206.64740831960722
1,175,206.64740831960722
1,147,206.64740831960722
1,96,206.64740831960722
1,109,206.64740831960722
1,54,206.64740831960722
1,41,206.64740831960722
1,38,206.64740831960722
2,13,166.24065562221122
2,7,166.24065562221122
2,1,166.24065562221122
2,1,166.24065562221122
2,7,166.24065562221122
2,28,166.24065562221122
1,87,206.64740831960722
1,220,206.64740831960722
2,127,166.24065562221122
2,51,166.24065562221122
1,64,206.64740831960722
2,86,166.24065562221122
2,82,166.24065562221122
2,91,166.24065562221122
2,90,166.24065562221122
2,99,166.24065562221122
2,205,166.24065562221122
2,155,166.24065562221122
2,103,166.24065562221122
2,71,166.24065562221122
2,43,166.24065562221122
2,46,166.24065562221122
2,31,166.24065562221122
2,39,166.24065562221122
2,18,166.24065562221122
2,17,166.24065562221122
2,11,166.24065562221122
3,8,125.83390292481523
3,9,125.83390292481523
3,4,125.83390292481523
3,4,125.83390292481523
3,10,125.83390292481523
3,20,125.83390292481523
3,34,125.83390292481523
3,47,125.83390292481523
3,52,125.83390292481523
3,72,125.83390292481523
3,55,125.83390292481523
3,60,125.83390292481523
3,71,125.83390292481523
2,78,166.24065562221122
2,83,166.24065562221122
2,84,166.24065562221122
1,69,206.64740831960722
1,56,206.64740831960722
1,45,206.64740831960722
1,59,206.64740831960722
1,39,206.64740831960722
1,44,206.64740831960722
1,20,206.64740831960722
1,13,206.64740831960722
1,2,206.64740831960722
1,1,206.64740831960722
1,1,206.64740831960722
1,8,206.64740831960722
1,23,206.64740831960722
1,45,206.64740831960722
1,89,206.64740831960722
1,117,206.64740831960722
1,174,206.64740831960722
1,182,206.64740831960722
1,161,206.64740831960722
1,182,206.64740831960722
1,157,206.64740831960722
1,121,206.64740831960722
1,78,206.64740831960722
1,21,206.64740831960722
1,26,206.64740831960722
1,27,206.64740831960722
1,62,206.64740831960722
1,30,206.64740831960722
1,15,206.64740831960722
1,5,206.64740831960722
1,3,206.64740831960722
1,1,206.64740831960722
1,2,206.64740831960722
1,10,206.64740831960722
1,30,206.64740831960722
1,95,206.64740831960722
2,230,166.24065562221122
1,118,206.64740831960722
1,55,206.64740831960722
1,47,206.64740831960722
2,66,166.24065562221122
2,64,166.24065562221122
2,60,166.24065562221122
2,50,166.24065562221122
2,114,166.24065562221122
2,216,166.24065562221122
2,175,166.24065562221122
2,128,166.24065562221122
2,88,166.24065562221122
1,78,206.64740831960722
1,37,206.64740831960722
2,25,166.24065562221122
2,10,166.24065562221122
2,4,166.24065562221122
2,2,166.24065562221122
3,1,125.83390292481523
1,3,206.64740831960722
1,2,206.64740831960722
1,39,206.64740831960722
1,100,206.64740831960722
1,243,206.64740831960722
1,135,206.64740831960722
1,48,206.64740831960722
1,50,206.64740831960722
1,65,206.64740831960722
2,50,166.24065562221122
1,64,206.64740831960722
1,51,206.64740831960722
1,83,206.64740831960722
1,176,206.64740831960722
1,152,206.64740831960722
1,101,206.64740831960722
1,56,206.64740831960722
1,54,206.64740831960722
1,29,206.64740831960722
1,12,206.64740831960722
1,17,206.64740831960722
1,7,206.64740831960722
1,3,206.64740831960722
1,2,206.64740831960722
1,7,206.64740831960722
1,43,206.64740831960722
1,99,206.64740831960722
1,199,206.64740831960722
1,123,206.64740831960722
1,59,206.64740831960722
2,41,166.24065562221122
2,61,166.24065562221122
1,69,206.64740831960722
1,58,206.64740831960722
2,64,166.24065562221122
2,79,166.24065562221122
2,166,166.24065562221122
2,170,166.24065562221122
3,88,125.83390292481523
3,84,125.83390292481523
2,83,166.24065562221122
3,46,125.83390292481523
3,37,125.83390292481523
3,16,125.83390292481523
3,7,125.83390292481523
3,3,125.83390292481523
2,1,166.24065562221122
2,6,166.24065562221122
2,26,166.24065562221122
1,99,206.64740831960722
1,178,206.64740831960722
1,122,206.64740831960722
1,35,206.64740831960722
1,45,206.64740831960722
1,69,206.64740831960722
1,62,206.64740831960722
1,48,206.64740831960722
1,50,206.64740831960722
1,80,206.64740831960722
1,165,206.64740831960722
1,160,206.64740831960722
1,112,206.64740831960722
1,97,206.64740831960722
1,72,206.64740831960722
1,51,206.64740831960722
1,34,206.64740831960722
1,14,206.64740831960722
1,7,206.64740831960722
1,3,206.64740831960722
1,4,206.64740831960722
1,24,206.64740831960722
1,74,206.64740831960722
1,216,206.64740831960722
1,140,206.64740831960722
1,44,206.64740831960722
1,64,206.64740831960722
1,71,206.64740831960722
1,110,206.64740831960722
1,84,206.64740831960722
1,74,206.64740831960722
1,125,206.64740831960722
1,211,206.64740831960722
1,174,206.64740831960722
1,101,206.64740831960722
1,63,206.64740831960722
1,47,206.64740831960722
1,43,206.64740831960722
1,53,206.64740831960722
1,30,206.64740831960722
1,24,206.64740831960722
1,15,206.64740831960722
1,10,206.64740831960722
1,4,206.64740831960722
1,1,206.64740831960722
1,2,206.64740831960722
1,11,206.64740831960722
1,30,206.64740831960722
1,43,206.64740831960722
1,84,206.64740831960722
1,114,206.64740831960722
1,120,206.64740831960722
1,135,206.64740831960722
1,120,206.64740831960722
1,174,206.64740831960722
1,145,206.64740831960722
1,137,206.64740831960722
1,64,206.64740831960722
1,41,206.64740831960722
1,40,206.64740831960722
1,51,206.64740831960722
1,45,206.64740831960722
1,32,206.64740831960722
1,39,206.64740831960722
1,24,206.64740831960722
2,20,166.24065562221122
2,12,166.24065562221122
2,2,166.24065562221122
2,5,166.24065562221122
2,3,166.24065562221122
2,12,166.24065562221122
2,47,166.24065562221122
1,105,206.64740831960722
1,112,206.64740831960722
1,152,206.64740831960722
1,154,206.64740831960722
2,161,166.24065562221122
2,162,166.24065562221122
2,134,166.24065562221122
1,125,206.64740831960722
1,95,206.64740831960722
1,61,206.64740831960722
1,47,206.64740831960722
1,51,206.64740831960722
1,36,206.64740831960722
1,30,206.64740831960722
1,11,206.64740831960722
1,7,206.64740831960722
1,2,206.64740831960722
1,2,206.64740831960722
1,2,206.64740831960722
1,3,206.64740831960722
1,26,206.64740831960722
1,98,206.64740831960722
1,256,206.64740831960722
1,130,206.64740831960722
1,55,206.64740831960722
1,53,206.64740831960722
1,126,206.64740831960722
1,120,206.64740831960722
1,90,206.64740831960722
1,90,206.64740831960722
1,118,206.64740831960722
1,243,206.64740831960722
1,205,206.64740831960722
1,98,206.64740831960722
1,70,206.64740831960722
1,43,206.64740831960722
1,45,206.64740831960722
1,20,206.64740831960722
1,19,206.64740831960722
1,5,206.64740831960722
1,3,206.64740831960722
1,1,206.64740831960722
1,4,206.64740831960722
1,30,206.64740831960722
1,105,206.64740831960722
1,223,206.64740831960722
1,110,206.64740831960722
1,52,206.64740831960722
1,57,206.64740831960722
1,71,206.64740831960722
1,82,206.64740831960722
1,79,206.64740831960722
1,85,206.64740831960722
1,98,206.64740831960722
1,206,206.64740831960722
1,212,206.64740831960722
1,145,206.64740831960722
1,101,206.64740831960722
1,66,206.64740831960722
1,41,206.64740831960722
2,20,166.24065562221122
1,15,206.64740831960722
1,9,206.64740831960722
2,1,166.24065562221122
1,1,206.64740831960722
1,5,206.64740831960722
1,33,206.64740831960722
2,108,166.24065562221122
2,230,166.24065562221122
1,124,206.64740831960722
1,69,206.64740831960722
1,66,206.64740831960722
1,86,206.64740831960722
1,93,206.64740831960722
1,82,206.64740831960722
1,117,206.64740831960722
1,122,206.64740831960722
1,255,206.64740831960722
1,222,206.64740831960722
1,161,206.64740831960722
1,118,206.64740831960722
1,92,206.64740831960722
1,73,206.64740831960722
1,33,206.64740831960722
1,17,206.64740831960722
1,6,206.64740831960722
2,6,166.24065562221122
1,4,206.64740831960722
1,4,206.64740831960722
1,12,206.64740831960722
1,47,206.64740831960722
1,126,206.64740831960722
1,285,206.64740831960722
1,179,206.64740831960722
1,88,206.64740831960722
2,90,166.24065562221122
1,101,206.64740831960722
1,123,206.64740831960722
1,81,206.64740831960722
1,106,206.64740831960722
2,146,166.24065562221122
2,274,166.24065562221122
2,222,166.24065562221122
1,175,206.64740831960722
1,139,206.64740831960722
1,124,206.64740831960722
1,76,206.64740831960722
1,44,206.64740831960722
1,32,206.64740831960722
1,8,206.64740831960722
1,7,206.64740831960722
1,8,206.64740831960722
1,1,206.64740831960722
2,7,166.24065562221122
2,50,166.24065562221122
2,116,166.24065562221122
2,272,166.24065562221122
2,169,166.24065562221122
2,95,166.24065562221122
1,113,206.64740831960722
1,185,206.64740831960722
1,176,206.64740831960722
1,191,206.64740831960722
1,172,206.64740831960722
1,232,206.64740831960722
1,327,206.64740831960722
1,224,206.64740831960722
1,162,206.64740831960722
1,124,206.64740831960722
1,72,206.64740831960722
1,107,206.64740831960722
1,77,206.64740831960722
1,29,206.64740831960722
1,31,206.64740831960722
1,17,206.64740831960722
1,7,206.64740831960722
1,3,206.64740831960722
1,3,206.64740831960722
1,6,206.64740831960722
1,22,206.64740831960722
1,45,206.64740831960722
1,55,206.64740831960722
1,106,206.64740831960722
1,123,206.64740831960722
1,119,206.64740831960722
1,155,206.64740831960722
1,196,206.64740831960722
1,171,206.64740831960722
1,120,206.64740831960722
1,127,206.64740831960722
1,88,206.64740831960722
1,59,206.64740831960722
1,47,206.64740831960722
1,33,206.64740831960722
1,44,206.64740831960722
1,29,206.64740831960722
1,17,206.64740831960722
1,16,206.64740831960722
1,17,206.64740831960722
1,18,206.64740831960722
1,1,206.64740831960722
1,2,206.64740831960722
1,2,206.64740831960722
1,24,206.64740831960722
1,55,206.64740831960722
2,104,166.24065562221122
2,161,166.24065562221122
1,182,206.64740831960722
1,198,206.64740831960722
1,212,206.64740831960722
1,168,206.64740831960722
1,147,206.64740831960722
1,146,206.64740831960722
2,101,166.24065562221122
2,42,166.24065562221122
2,42,166.24065562221122
2,56,166.24065562221122
2,47,166.24065562221122
2,54,166.24065562221122
2,37,166.24065562221122
2,13,166.24065562221122
2,4,166.24065562221122
2,5,166.24065562221122
1,1,206.64740831960722
2,3,166.24065562221122
2,8,166.24065562221122
