instant,workingday,Predicted Y
116,1,0.6854372993653692
117,1,0.6854369825033918
118,1,0.6854366656414145
119,1,0.685436348779437
120,1,0.6854360319174597
121,1,0.6854357150554823
122,1,0.685435398193505
123,1,0.6854350813315275
124,1,0.6854347644695502
125,1,0.6854344476075728
126,1,0.6854341307455953
127,1,0.685433813883618
128,1,0.6854334970216406
129,1,0.6854331801596633
130,1,0.6854328632976858
131,1,0.6854325464357085
132,1,0.6854322295737311
133,1,0.6854319127117537
134,1,0.6854315958497763
135,1,0.6854312789877989
136,1,0.6854309621258216
137,1,0.6854306452638441
138,1,0.6854303284018668
139,1,0.6854300115398894
140,1,0.685429694677912
141,1,0.6854293778159346
142,1,0.6854290609539573
143,1,0.6854287440919798
144,1,0.6854284272300024
145,1,0.6854281103680251
146,1,0.6854277935060477
147,1,0.6854274766440703
148,1,0.6854271597820929
149,1,0.6854268429201156
150,1,0.6854265260581381
151,1,0.6854262091961608
152,1,0.6854258923341834
153,1,0.6854255754722061
154,1,0.6854252586102286
155,1,0.6854249417482512
156,1,0.6854246248862739
157,1,0.6854243080242964
158,1,0.6854239911623191
159,1,0.6854236743003417
160,1,0.6854233574383644
161,1,0.6854230405763869
162,0,0.6854227237144096
163,0,0.6854224068524322
164,0,0.6854220899904547
165,0,0.6854217731284774
166,0,0.6854214562665
167,0,0.6854211394045227
168,0,0.6854208225425452
169,0,0.6854205056805679
170,0,0.6854201888185905
171,0,0.6854198719566131
172,0,0.6854195550946357
173,0,0.6854192382326583
174,0,0.685418921370681
175,0,0.6854186045087035
176,0,0.6854182876467262
177,0,0.6854179707847488
178,0,0.6854176539227714
179,0,0.685417337060794
180,0,0.6854170201988167
181,0,0.6854167033368392
182,0,0.6854163864748618
183,0,0.6854160696128845
184,0,0.685415752750907
185,0,0.6854154358889297
186,0,0.6854151190269523
187,0,0.685414802164975
188,0,0.6854144853029975
189,0,0.6854141684410202
190,0,0.6854138515790428
191,0,0.6854135347170655
192,0,0.685413217855088
193,0,0.6854129009931106
194,0,0.6854125841311333
195,0,0.6854122672691558
196,0,0.6854119504071785
197,0,0.6854116335452011
198,0,0.6854113166832237
199,0,0.6854109998212463
200,0,0.685410682959269
201,0,0.6854103660972916
202,0,0.6854100492353141
203,0,0.6854097323733368
204,0,0.6854094155113594
205,0,0.685409098649382
206,0,0.6854087817874046
207,0,0.6854084649254273
208,0,0.6854081480634499
209,0,0.6854078312014725
210,1,0.6854075143394951
211,1,0.6854071974775177
212,1,0.6854068806155403
213,1,0.6854065637535629
214,1,0.6854062468915856
215,1,0.6854059300296081
216,1,0.6854056131676308
217,1,0.6854052963056534
218,1,0.6854049794436761
219,1,0.6854046625816986
220,1,0.6854043457197213
221,1,0.6854040288577439
222,1,0.6854037119957664
223,1,0.6854033951337891
224,1,0.6854030782718117
225,1,0.6854027614098344
226,1,0.6854024445478569
227,1,0.6854021276858796
228,1,0.6854018108239022
229,1,0.6854014939619248
230,1,0.6854011770999474
231,1,0.68540086023797
232,1,0.6854005433759927
233,1,0.6854002265140152
234,1,0.6853999096520379
235,1,0.6853995927900605
236,1,0.6853992759280831
237,1,0.6853989590661057
238,1,0.6853986422041284
239,1,0.685398325342151
240,1,0.6853980084801735
241,1,0.6853976916181962
242,1,0.6853973747562188
243,1,0.6853970578942414
244,1,0.685396741032264
245,1,0.6853964241702867
246,1,0.6853961073083092
247,1,0.6853957904463319
248,1,0.6853954735843545
249,1,0.685395156722377
250,1,0.6853948398603997
251,1,0.6853945229984223
252,1,0.685394206136445
253,1,0.6853938892744675
254,1,0.6853935724124902
255,1,0.6853932555505128
256,1,0.6853929386885355
257,1,0.685392621826558
258,1,0.6853923049645807
259,1,0.6853919881026033
260,1,0.6853916712406258
261,1,0.6853913543786485
262,1,0.6853910375166711
263,1,0.6853907206546938
264,1,0.6853904037927163
265,1,0.685390086930739
266,1,0.6853897700687616
267,1,0.6853894532067842
268,1,0.6853891363448068
269,1,0.6853888194828294
270,1,0.685388502620852
271,1,0.6853881857588746
272,1,0.6853878688968973
273,1,0.6853875520349199
274,1,0.6853872351729425
275,1,0.6853869183109651
276,1,0.6853866014489878
277,1,0.6853862845870103
278,1,0.6853859677250329
279,1,0.6853856508630556
280,1,0.6853853340010782
281,1,0.6853850171391008
282,1,0.6853847002771234
283,1,0.6853843834151461
284,1,0.6853840665531686
285,1,0.6853837496911913
286,1,0.6853834328292139
287,1,0.6853831159672366
288,1,0.6853827991052591
289,1,0.6853824822432817
290,1,0.6853821653813044
291,1,0.6853818485193269
292,1,0.6853815316573496
293,1,0.6853812147953722
294,1,0.6853808979333949
295,1,0.6853805810714174
296,1,0.6853802642094401
297,1,0.6853799473474627
298,1,0.6853796304854852
299,1,0.6853793136235079
300,1,0.6853789967615305
301,1,0.6853786798995531
302,1,0.6853783630375757
303,1,0.6853780461755984
304,1,0.685377729313621
305,1,0.6853774124516436
306,1,0.6853770955896662
307,1,0.6853767787276888
308,1,0.6853764618657114
309,1,0.685376145003734
310,1,0.6853758281417567
311,1,0.6853755112797792
312,1,0.6853751944178019
313,1,0.6853748775558245
314,1,0.6853745606938472
315,1,0.6853742438318697
316,1,0.6853739269698923
317,1,0.685373610107915
318,1,0.6853732932459375
319,1,0.6853729763839602
320,1,0.6853726595219828
321,1,0.6853723426600055
322,1,0.685372025798028
323,1,0.6853717089360507
324,1,0.6853713920740733
325,0,0.685371075212096
326,0,0.6853707583501185
327,0,0.6853704414881411
328,0,0.6853701246261638
329,0,0.6853698077641863
330,0,0.685369490902209
331,0,0.6853691740402316
332,0,0.6853688571782542
333,0,0.6853685403162768
334,0,0.6853682234542995
335,0,0.685367906592322
336,0,0.6853675897303446
337,0,0.6853672728683673
338,0,0.6853669560063899
339,0,0.6853666391444125
340,0,0.6853663222824351
341,0,0.6853660054204578
342,0,0.6853656885584803
343,0,0.685365371696503
344,0,0.6853650548345256
345,0,0.6853647379725482
346,0,0.6853644211105708
347,0,0.6853641042485934
348,0,0.6853637873866161
349,0,0.6853634705246386
350,0,0.6853631536626613
351,0,0.6853628368006839
352,0,0.6853625199387066
353,0,0.6853622030767291
354,0,0.6853618862147518
355,0,0.6853615693527744
356,0,0.6853612524907969
357,0,0.6853609356288196
358,0,0.6853606187668422
359,0,0.6853603019048649
360,0,0.6853599850428874
361,0,0.6853596681809101
362,0,0.6853593513189327
363,0,0.6853590344569553
364,0,0.6853587175949779
365,0,0.6853584007330005
366,0,0.6853580838710231
367,0,0.6853577670090457
368,0,0.6853574501470684
369,0,0.685357133285091
370,0,0.6853568164231136
371,0,0.6853564995611362
372,0,0.6853561826991589
373,0,0.6853558658371814
374,0,0.685355548975204
375,0,0.6853552321132267
376,0,0.6853549152512493
377,0,0.6853545983892719
378,0,0.6853542815272945
379,0,0.6853539646653172
380,0,0.6853536478033397
381,0,0.6853533309413624
382,0,0.685353014079385
383,0,0.6853526972174075
384,0,0.6853523803554302
385,0,0.6853520634934528
386,0,0.6853517466314755
387,0,0.685351429769498
388,0,0.6853511129075207
389,0,0.6853507960455433
390,0,0.685350479183566
391,0,0.6853501623215885
392,0,0.6853498454596112
393,0,0.6853495285976338
394,0,0.6853492117356563
395,0,0.685348894873679
396,0,0.6853485780117016
397,1,0.6853482611497242
398,1,0.6853479442877468
399,1,0.6853476274257695
400,1,0.6853473105637921
401,1,0.6853469937018147
402,1,0.6853466768398373
403,1,0.6853463599778599
404,1,0.6853460431158825
405,1,0.6853457262539051
406,1,0.6853454093919278
407,1,0.6853450925299504
408,1,0.685344775667973
409,1,0.6853444588059956
410,1,0.6853441419440183
411,1,0.6853438250820408
412,1,0.6853435082200634
413,1,0.6853431913580861
414,1,0.6853428744961086
415,1,0.6853425576341313
416,1,0.6853422407721539
417,1,0.6853419239101766
418,1,0.6853416070481991
419,1,0.6853412901862218
420,1,0.6853409733242444
421,1,0.685340656462267
422,1,0.6853403396002896
423,1,0.6853400227383122
424,1,0.6853397058763349
425,1,0.6853393890143574
426,1,0.6853390721523801
427,1,0.6853387552904027
428,1,0.6853384384284253
429,1,0.6853381215664479
430,1,0.6853378047044706
431,1,0.6853374878424932
432,1,0.6853371709805157
433,1,0.6853368541185384
434,1,0.685336537256561
435,1,0.6853362203945836
436,1,0.6853359035326062
437,1,0.6853355866706289
438,1,0.6853352698086514
439,1,0.6853349529466741
440,1,0.6853346360846967
441,1,0.6853343192227193
442,1,0.6853340023607419
443,1,0.6853336854987645
444,1,0.6853333686367872
445,1,0.6853330517748097
446,1,0.6853327349128324
447,1,0.685332418050855
448,1,0.6853321011888777
449,1,0.6853317843269002
450,1,0.6853314674649228
451,1,0.6853311506029455
452,1,0.685330833740968
453,1,0.6853305168789907
454,1,0.6853302000170133
455,1,0.685329883155036
456,1,0.6853295662930585
457,1,0.6853292494310812
458,1,0.6853289325691038
459,1,0.6853286157071264
460,1,0.685328298845149
461,1,0.6853279819831716
462,1,0.6853276651211943
463,1,0.6853273482592168
464,1,0.6853270313972395
465,1,0.6853267145352621
466,1,0.6853263976732847
467,1,0.6853260808113073
468,1,0.68532576394933
469,1,0.6853254470873525
470,1,0.6853251302253751
471,1,0.6853248133633978
472,1,0.6853244965014204
473,1,0.685324179639443
474,1,0.6853238627774656
475,1,0.6853235459154883
476,1,0.6853232290535108
477,1,0.6853229121915335
478,1,0.6853225953295561
479,1,0.6853222784675786
480,0,0.6853219616056013
481,0,0.6853216447436239
482,0,0.6853213278816466
483,0,0.6853210110196691
484,0,0.6853206941576918
485,0,0.6853203772957144
486,0,0.685320060433737
487,0,0.6853197435717596
488,0,0.6853194267097823
489,0,0.6853191098478049
490,0,0.6853187929858274
491,0,0.6853184761238501
492,0,0.6853181592618727
493,0,0.6853178423998953
494,0,0.6853175255379179
495,0,0.6853172086759406
496,0,0.6853168918139632
497,0,0.6853165749519858
498,0,0.6853162580900084
499,0,0.685315941228031
500,0,0.6853156243660536
501,0,0.6853153075040762
502,0,0.6853149906420989
503,0,0.6853146737801215
504,0,0.6853143569181441
505,0,0.6853140400561667
506,0,0.6853137231941894
507,0,0.6853134063322119
508,0,0.6853130894702345
509,0,0.6853127726082572
510,0,0.6853124557462797
511,0,0.6853121388843024
512,0,0.685311822022325
513,0,0.6853115051603477
514,0,0.6853111882983702
515,0,0.6853108714363929
516,0,0.6853105545744155
517,0,0.685310237712438
518,0,0.6853099208504607
519,0,0.6853096039884833
520,0,0.685309287126506
521,0,0.6853089702645285
522,0,0.6853086534025512
523,0,0.6853083365405738
524,0,0.6853080196785964
525,0,0.685307702816619
526,1,0.6853073859546417
527,1,0.6853070690926643
528,1,0.6853067522306868
529,1,0.6853064353687095
530,1,0.6853061185067321
531,1,0.6853058016447547
532,1,0.6853054847827773
533,1,0.6853051679208
534,1,0.6853048510588226
535,1,0.6853045341968452
536,1,0.6853042173348678
537,1,0.6853039004728904
538,1,0.685303583610913
539,1,0.6853032667489356
540,1,0.6853029498869583
541,1,0.6853026330249808
542,1,0.6853023161630035
543,1,0.6853019993010261
544,1,0.6853016824390488
545,1,0.6853013655770713
546,1,0.6853010487150939
547,1,0.6853007318531166
548,1,0.6853004149911391
549,1,0.6853000981291618
550,1,0.6852997812671844
551,1,0.6852994644052071
552,1,0.6852991475432296
553,1,0.6852988306812523
554,1,0.6852985138192749
555,1,0.6852981969572975
556,1,0.6852978800953201
557,1,0.6852975632333427
558,1,0.6852972463713654
559,1,0.6852969295093879
560,1,0.6852966126474106
561,1,0.6852962957854332
562,1,0.6852959789234558
563,1,0.6852956620614784
564,1,0.6852953451995011
565,1,0.6852950283375236
566,1,0.6852947114755462
567,1,0.6852943946135689
568,1,0.6852940777515915
569,1,0.6852937608896141
570,1,0.6852934440276367
571,1,0.6852931271656594
572,1,0.6852928103036819
573,1,0.6852924934417046
574,1,0.6852921765797272
575,1,0.6852918597177498
576,1,0.6852915428557724
577,1,0.685291225993795
578,1,0.6852909091318177
579,1,0.6852905922698402
580,1,0.6852902754078629
581,1,0.6852899585458855
582,1,0.6852896416839082
583,1,0.6852893248219307
584,1,0.6852890079599533
585,1,0.685288691097976
586,1,0.6852883742359985
587,1,0.6852880573740212
588,1,0.6852877405120438
589,1,0.6852874236500665
590,1,0.685287106788089
591,1,0.6852867899261117
592,1,0.6852864730641343
593,1,0.6852861562021569
594,1,0.6852858393401795
595,1,0.6852855224782021
596,1,0.6852852056162247
597,1,0.6852848887542473
598,1,0.68528457189227
599,1,0.6852842550302926
600,1,0.6852839381683152
601,1,0.6852836213063378
602,1,0.6852833044443605
603,1,0.685282987582383
604,1,0.6852826707204056
605,1,0.6852823538584283
606,1,0.6852820369964508
607,1,0.6852817201344735
608,1,0.6852814032724961
609,1,0.6852810864105188
610,1,0.6852807695485413
611,1,0.685280452686564
612,1,0.6852801358245866
613,1,0.6852798189626091
614,1,0.6852795021006318
615,1,0.6852791852386544
616,1,0.6852788683766771
617,1,0.6852785515146996
618,1,0.6852782346527223
619,0,0.6852779177907449
620,0,0.6852776009287675
621,0,0.6852772840667901
622,0,0.6852769672048128
623,0,0.6852766503428354
624,0,0.6852763334808579
625,0,0.6852760166188806
626,0,0.6852756997569032
627,0,0.6852753828949258
628,0,0.6852750660329484
629,0,0.6852747491709711
630,0,0.6852744323089937
631,0,0.6852741154470163
632,0,0.6852737985850389
633,0,0.6852734817230615
634,0,0.6852731648610841
635,0,0.6852728479991067
636,0,0.6852725311371294
637,0,0.685272214275152
638,0,0.6852718974131746
639,0,0.6852715805511972
640,0,0.6852712636892199
641,0,0.6852709468272424
642,0,0.685270629965265
643,0,0.6852703131032877
644,0,0.6852699962413102
645,0,0.6852696793793329
646,0,0.6852693625173555
647,0,0.6852690456553782
648,0,0.6852687287934007
649,0,0.6852684119314234
650,0,0.685268095069446
651,0,0.6852677782074685
652,0,0.6852674613454912
653,0,0.6852671444835138
654,0,0.6852668276215365
655,0,0.685266510759559
656,0,0.6852661938975817
657,0,0.6852658770356043
658,0,0.6852655601736269
659,0,0.6852652433116495
660,0,0.6852649264496722
661,0,0.6852646095876948
662,0,0.6852642927257173
663,0,0.68526397586374
664,0,0.6852636590017626
665,1,0.6852633421397852
666,1,0.6852630252778078
667,1,0.6852627084158305
668,1,0.685262391553853
669,1,0.6852620746918757
670,1,0.6852617578298983
671,1,0.6852614409679209
672,1,0.6852611241059435
673,1,0.6852608072439661
674,1,0.6852604903819888
675,1,0.6852601735200113
676,1,0.685259856658034
677,1,0.6852595397960566
678,1,0.6852592229340793
679,1,0.6852589060721018
680,1,0.6852585892101244
681,1,0.6852582723481471
682,1,0.6852579554861696
683,1,0.6852576386241923
684,1,0.6852573217622149
685,1,0.6852570049002376
686,1,0.6852566880382601
687,1,0.6852563711762828
688,1,0.6852560543143054
689,1,0.685255737452328
690,1,0.6852554205903506
691,1,0.6852551037283732
692,1,0.6852547868663958
693,1,0.6852544700044184
694,1,0.6852541531424411
695,1,0.6852538362804637
696,1,0.6852535194184863
697,1,0.6852532025565089
698,1,0.6852528856945316
699,1,0.6852525688325541
700,1,0.6852522519705767
701,1,0.6852519351085994
702,1,0.685251618246622
703,1,0.6852513013846446
704,1,0.6852509845226672
705,1,0.6852506676606899
706,1,0.6852503507987124
707,1,0.6852500339367351
708,1,0.6852497170747577
709,1,0.6852494002127802
710,1,0.6852490833508029
711,1,0.6852487664888255
712,1,0.6852484496268482
713,1,0.6852481327648707
714,1,0.6852478159028934
715,1,0.685247499040916
716,1,0.6852471821789387
717,1,0.6852468653169612
718,1,0.6852465484549838
719,1,0.6852462315930065
720,1,0.685245914731029
721,1,0.6852455978690517
722,1,0.6852452810070743
723,1,0.685244964145097
724,1,0.6852446472831195
725,1,0.6852443304211422
726,1,0.6852440135591648
727,1,0.6852436966971874
728,1,0.68524337983521
729,1,0.6852430629732326
730,1,0.6852427461112552
731,1,0.6852424292492778
732,1,0.6852421123873005
733,1,0.685241795525323
734,1,0.6852414786633457
735,1,0.6852411618013683
736,1,0.685240844939391
737,1,0.6852405280774135
738,1,0.6852402112154361
739,1,0.6852398943534588
740,1,0.6852395774914813
741,1,0.685239260629504
742,1,0.6852389437675266
743,1,0.6852386269055493
744,1,0.6852383100435718
745,1,0.6852379931815945
746,1,0.6852376763196171
747,1,0.6852373594576396
748,1,0.6852370425956623
749,1,0.6852367257336849
750,1,0.6852364088717076
751,1,0.6852360920097301
752,1,0.6852357751477528
753,1,0.6852354582857754
754,1,0.685235141423798
755,1,0.6852348245618206
756,1,0.6852345076998433
757,1,0.6852341908378659
758,1,0.6852338739758884
759,1,0.6852335571139111
760,1,0.6852332402519337
761,1,0.6852329233899563
762,1,0.6852326065279789
763,1,0.6852322896660016
764,1,0.6852319728040241
765,1,0.6852316559420468
766,1,0.6852313390800694
767,1,0.685231022218092
768,1,0.6852307053561146
769,1,0.6852303884941372
770,1,0.6852300716321599
771,1,0.6852297547701824
772,1,0.6852294379082051
773,1,0.6852291210462277
774,1,0.6852288041842504
775,1,0.6852284873222729
776,1,0.6852281704602955
777,1,0.6852278535983182
778,1,0.6852275367363407
779,1,0.6852272198743634
780,1,0.685226903012386
781,1,0.6852265861504087
782,0,0.6852262692884312
783,0,0.6852259524264539
784,0,0.6852256355644765
785,0,0.6852253187024991
786,0,0.6852250018405217
787,0,0.6852246849785443
788,0,0.685224368116567
789,0,0.6852240512545895
790,0,0.6852237343926122
791,0,0.6852234175306348
792,0,0.6852231006686574
793,0,0.68522278380668
794,0,0.6852224669447027
795,0,0.6852221500827252
796,0,0.6852218332207478
797,0,0.6852215163587705
798,0,0.685221199496793
799,0,0.6852208826348157
800,0,0.6852205657728383
801,0,0.685220248910861
802,0,0.6852199320488835
803,0,0.6852196151869062
804,0,0.6852192983249288
805,0,0.6852189814629513
806,0,0.685218664600974
807,0,0.6852183477389966
808,0,0.6852180308770193
809,0,0.6852177140150418
810,0,0.6852173971530645
811,0,0.6852170802910871
812,0,0.6852167634291098
813,0,0.6852164465671323
814,0,0.6852161297051549
815,0,0.6852158128431776
816,0,0.6852154959812001
817,0,0.6852151791192228
818,0,0.6852148622572454
819,0,0.685214545395268
820,0,0.6852142285332906
821,0,0.6852139116713133
822,0,0.6852135948093359
823,0,0.6852132779473585
824,0,0.6852129610853811
825,0,0.6852126442234037
826,0,0.6852123273614263
827,0,0.6852120104994489
828,0,0.6852116936374716
829,0,0.6852113767754942
830,1,0.6852110599135168
831,1,0.6852107430515394
832,1,0.6852104261895621
833,1,0.6852101093275846
834,1,0.6852097924656072
835,1,0.6852094756036299
836,1,0.6852091587416524
837,1,0.6852088418796751
838,1,0.6852085250176977
839,1,0.6852082081557204
840,1,0.6852078912937429
841,1,0.6852075744317656
842,1,0.6852072575697882
843,1,0.6852069407078107
844,1,0.6852066238458334
845,1,0.685206306983856
846,1,0.6852059901218787
847,1,0.6852056732599012
848,1,0.6852053563979239
849,1,0.6852050395359465
850,1,0.6852047226739691
851,1,0.6852044058119917
852,1,0.6852040889500144
853,1,0.685203772088037
854,1,0.6852034552260595
855,1,0.6852031383640822
856,1,0.6852028215021048
857,1,0.6852025046401274
858,1,0.68520218777815
859,1,0.6852018709161727
860,1,0.6852015540541952
861,1,0.6852012371922179
862,1,0.6852009203302405
863,1,0.6852006034682631
864,1,0.6852002866062857
865,1,0.6851999697443083
866,1,0.685199652882331
867,1,0.6851993360203535
868,1,0.6851990191583762
869,1,0.6851987022963988
870,1,0.6851983854344215
871,1,0.685198068572444
872,1,0.6851977517104666
873,1,0.6851974348484893
874,1,0.6851971179865118
875,1,0.6851968011245345
876,1,0.6851964842625571
877,1,0.6851961674005798
878,1,0.6851958505386023
879,1,0.685195533676625
880,1,0.6851952168146476
881,1,0.6851948999526701
882,1,0.6851945830906928
883,1,0.6851942662287154
884,1,0.685193949366738
885,1,0.6851936325047606
886,1,0.6851933156427833
887,1,0.6851929987808059
888,1,0.6851926819188285
889,1,0.6851923650568511
890,1,0.6851920481948738
891,1,0.6851917313328963
892,1,0.6851914144709189
893,1,0.6851910976089416
894,1,0.6851907807469642
895,1,0.6851904638849868
896,1,0.6851901470230094
897,1,0.6851898301610321
898,1,0.6851895132990546
899,1,0.6851891964370773
900,1,0.6851888795750999
901,1,0.6851885627131225
902,1,0.6851882458511451
903,1,0.6851879289891677
904,1,0.6851876121271904
905,1,0.6851872952652129
906,1,0.6851869784032356
907,1,0.6851866615412582
908,1,0.6851863446792809
909,1,0.6851860278173034
910,1,0.685185710955326
911,1,0.6851853940933487
912,1,0.6851850772313712
913,1,0.6851847603693939
914,1,0.6851844435074165
915,1,0.6851841266454392
916,1,0.6851838097834617
917,1,0.6851834929214844
918,1,0.685183176059507
919,1,0.6851828591975296
920,1,0.6851825423355522
921,1,0.6851822254735748
922,1,0.6851819086115974
923,1,0.68518159174962
924,1,0.6851812748876427
925,1,0.6851809580256653
926,1,0.6851806411636879
927,1,0.6851803243017105
928,1,0.6851800074397332
929,1,0.6851796905777557
930,1,0.6851793737157783
931,1,0.685179056853801
932,1,0.6851787399918235
933,1,0.6851784231298462
934,1,0.6851781062678688
935,1,0.6851777894058915
936,1,0.685177472543914
937,1,0.6851771556819367
938,1,0.6851768388199593
939,1,0.6851765219579818
940,1,0.6851762050960045
941,1,0.6851758882340271
942,1,0.6851755713720498
943,1,0.6851752545100723
944,1,0.685174937648095
945,1,0.6851746207861176
946,0,0.6851743039241402
947,0,0.6851739870621628
948,0,0.6851736702001854
949,0,0.6851733533382081
950,0,0.6851730364762306
951,0,0.6851727196142533
952,0,0.6851724027522759
953,0,0.6851720858902985
954,0,0.6851717690283211
955,0,0.6851714521663438
956,0,0.6851711353043664
957,0,0.685170818442389
958,0,0.6851705015804116
959,0,0.6851701847184342
960,0,0.6851698678564568
961,0,0.6851695509944794
962,0,0.6851692341325021
963,0,0.6851689172705246
964,0,0.6851686004085473
965,0,0.6851682835465699
966,0,0.6851679666845926
967,0,0.6851676498226151
968,0,0.6851673329606377
969,0,0.6851670160986604
970,0,0.6851666992366829
971,0,0.6851663823747056
972,0,0.6851660655127282
973,0,0.6851657486507509
974,0,0.6851654317887734
975,0,0.6851651149267961
976,0,0.6851647980648187
977,0,0.6851644812028412
978,0,0.6851641643408639
979,0,0.6851638474788865
980,0,0.6851635306169092
981,0,0.6851632137549317
982,0,0.6851628968929544
983,0,0.685162580030977
984,0,0.6851622631689996
985,0,0.6851619463070222
986,0,0.6851616294450449
987,0,0.6851613125830674
988,0,0.68516099572109
989,0,0.6851606788591127
990,0,0.6851603619971353
991,0,0.6851600451351579
992,0,0.6851597282731805
993,1,0.6851594114112032
994,1,0.6851590945492257
995,1,0.6851587776872484
996,1,0.685158460825271
997,1,0.6851581439632936
998,1,0.6851578271013162
999,1,0.6851575102393388
1000,1,0.6851571933773615
1001,1,0.685156876515384
1002,1,0.6851565596534067
1003,1,0.6851562427914293
1004,1,0.685155925929452
1005,1,0.6851556090674745
1006,1,0.6851552922054971
1007,1,0.6851549753435198
1008,1,0.6851546584815423
1009,1,0.685154341619565
1010,1,0.6851540247575876
1011,1,0.6851537078956103
1012,1,0.6851533910336328
1013,1,0.6851530741716555
1014,1,0.6851527573096781
1015,1,0.6851524404477006
1016,1,0.6851521235857233
1017,1,0.6851518067237459
1018,1,0.6851514898617685
1019,1,0.6851511729997911
1020,1,0.6851508561378138
1021,1,0.6851505392758364
1022,1,0.685150222413859
1023,1,0.6851499055518816
1024,1,0.6851495886899043
1025,1,0.6851492718279268
1026,1,0.6851489549659494
1027,1,0.6851486381039721
1028,1,0.6851483212419947
1029,1,0.6851480043800173
1030,1,0.6851476875180399
1031,1,0.6851473706560626
1032,1,0.6851470537940851
1033,1,0.6851467369321078
1034,1,0.6851464200701304
1035,1,0.685146103208153
1036,1,0.6851457863461756
1037,1,0.6851454694841982
1038,1,0.6851451526222209
1039,1,0.6851448357602434
1040,1,0.6851445188982661
1041,1,0.6851442020362887
1042,1,0.6851438851743114
1043,1,0.6851435683123339
1044,1,0.6851432514503565
1045,1,0.6851429345883792
1046,1,0.6851426177264017
1047,1,0.6851423008644244
1048,1,0.685141984002447
1049,1,0.6851416671404696
1050,1,0.6851413502784922
1051,1,0.6851410334165149
1052,1,0.6851407165545375
1053,1,0.6851403996925601
1054,1,0.6851400828305827
1055,1,0.6851397659686053
1056,1,0.6851394491066279
1057,1,0.6851391322446505
1058,1,0.6851388153826732
1059,1,0.6851384985206957
1060,1,0.6851381816587184
1061,1,0.685137864796741
1062,1,0.6851375479347637
1063,1,0.6851372310727862
1064,1,0.6851369142108088
1065,1,0.6851365973488315
1066,1,0.685136280486854
1067,1,0.6851359636248767
1068,1,0.6851356467628993
1069,1,0.685135329900922
1070,1,0.6851350130389445
1071,1,0.6851346961769672
1072,1,0.6851343793149898
1073,1,0.6851340624530123
1074,1,0.685133745591035
1075,1,0.6851334287290576
1076,1,0.6851331118670803
1077,1,0.6851327950051028
