workingday,instant,Predicted Y
1,95,8678.318584070796
1,96,8678.318584070796
1,97,8678.318584070796
1,98,8678.318584070796
1,99,8678.318584070796
1,100,8678.318584070796
1,101,8678.318584070796
1,102,8678.318584070796
1,103,8678.318584070796
1,104,8678.318584070796
1,105,8678.318584070796
1,106,8678.318584070796
1,107,8678.318584070796
1,108,8678.318584070796
1,109,8678.318584070796
1,110,8678.318584070796
1,111,8678.318584070796
1,112,8678.318584070796
1,113,8678.318584070796
1,114,8678.318584070796
1,115,8678.318584070796
1,116,8678.318584070796
1,117,8678.318584070796
1,118,8678.318584070796
1,119,8678.318584070796
1,120,8678.318584070796
1,121,8678.318584070796
1,122,8678.318584070796
1,123,8678.318584070796
1,124,8678.318584070796
1,125,8678.318584070796
1,126,8678.318584070796
1,127,8678.318584070796
1,128,8678.318584070796
1,129,8678.318584070796
1,130,8678.318584070796
1,131,8678.318584070796
1,132,8678.318584070796
1,133,8678.318584070796
1,134,8678.318584070796
1,135,8678.318584070796
1,136,8678.318584070796
1,137,8678.318584070796
1,138,8678.318584070796
1,139,8678.318584070796
1,140,8678.318584070796
1,141,8678.318584070796
1,142,8678.318584070796
1,143,8678.318584070796
1,144,8678.318584070796
1,145,8678.318584070796
1,146,8678.318584070796
1,147,8678.318584070796
1,148,8678.318584070796
1,149,8678.318584070796
1,150,8678.318584070796
1,151,8678.318584070796
1,152,8678.318584070796
1,153,8678.318584070796
1,154,8678.318584070796
1,155,8678.318584070796
1,156,8678.318584070796
1,157,8678.318584070796
1,158,8678.318584070796
1,159,8678.318584070796
1,160,8678.318584070796
1,161,8678.318584070796
0,162,8715.136017410228
0,163,8715.136017410228
0,164,8715.136017410228
0,165,8715.136017410228
0,166,8715.136017410228
0,167,8715.136017410228
0,168,8715.136017410228
0,169,8715.136017410228
0,170,8715.136017410228
0,171,8715.136017410228
0,172,8715.136017410228
0,173,8715.136017410228
0,174,8715.136017410228
0,175,8715.136017410228
0,176,8715.136017410228
0,177,8715.136017410228
0,178,8715.136017410228
0,179,8715.136017410228
0,180,8715.136017410228
0,181,8715.136017410228
0,182,8715.136017410228
0,183,8715.136017410228
0,184,8715.136017410228
0,185,8715.136017410228
0,186,8715.136017410228
0,187,8715.136017410228
0,188,8715.136017410228
0,189,8715.136017410228
0,190,8715.136017410228
0,191,8715.136017410228
0,192,8715.136017410228
0,193,8715.136017410228
0,194,8715.136017410228
0,195,8715.136017410228
0,196,8715.136017410228
0,197,8715.136017410228
0,198,8715.136017410228
0,199,8715.136017410228
0,200,8715.136017410228
0,201,8715.136017410228
0,202,8715.136017410228
0,203,8715.136017410228
0,204,8715.136017410228
0,205,8715.136017410228
0,206,8715.136017410228
0,207,8715.136017410228
0,208,8715.136017410228
0,209,8715.136017410228
1,210,8678.318584070796
1,211,8678.318584070796
1,212,8678.318584070796
1,213,8678.318584070796
1,214,8678.318584070796
1,215,8678.318584070796
1,216,8678.318584070796
1,217,8678.318584070796
1,218,8678.318584070796
1,219,8678.318584070796
1,220,8678.318584070796
1,221,8678.318584070796
1,222,8678.318584070796
1,223,8678.318584070796
1,224,8678.318584070796
1,225,8678.318584070796
1,226,8678.318584070796
1,227,8678.318584070796
1,228,8678.318584070796
1,229,8678.318584070796
1,230,8678.318584070796
1,231,8678.318584070796
1,232,8678.318584070796
1,233,8678.318584070796
1,234,8678.318584070796
1,235,8678.318584070796
1,236,8678.318584070796
1,237,8678.318584070796
1,238,8678.318584070796
1,239,8678.318584070796
1,240,8678.318584070796
1,241,8678.318584070796
1,242,8678.318584070796
1,243,8678.318584070796
1,244,8678.318584070796
1,245,8678.318584070796
1,246,8678.318584070796
1,247,8678.318584070796
1,248,8678.318584070796
1,249,8678.318584070796
1,250,8678.318584070796
1,251,8678.318584070796
1,252,8678.318584070796
1,253,8678.318584070796
1,254,8678.318584070796
1,255,8678.318584070796
1,256,8678.318584070796
1,257,8678.318584070796
1,258,8678.318584070796
1,259,8678.318584070796
1,260,8678.318584070796
1,261,8678.318584070796
1,262,8678.318584070796
1,263,8678.318584070796
1,264,8678.318584070796
1,265,8678.318584070796
1,266,8678.318584070796
1,267,8678.318584070796
1,268,8678.318584070796
1,269,8678.318584070796
1,270,8678.318584070796
1,271,8678.318584070796
1,272,8678.318584070796
1,273,8678.318584070796
1,274,8678.318584070796
1,275,8678.318584070796
1,276,8678.318584070796
1,277,8678.318584070796
1,278,8678.318584070796
1,279,8678.318584070796
1,280,8678.318584070796
1,281,8678.318584070796
1,282,8678.318584070796
1,283,8678.318584070796
1,284,8678.318584070796
1,285,8678.318584070796
1,286,8678.318584070796
1,287,8678.318584070796
1,288,8678.318584070796
1,289,8678.318584070796
1,290,8678.318584070796
1,291,8678.318584070796
1,292,8678.318584070796
1,293,8678.318584070796
1,294,8678.318584070796
1,295,8678.318584070796
1,296,8678.318584070796
1,297,8678.318584070796
1,298,8678.318584070796
1,299,8678.318584070796
1,300,8678.318584070796
1,301,8678.318584070796
1,302,8678.318584070796
1,303,8678.318584070796
1,304,8678.318584070796
1,305,8678.318584070796
1,306,8678.318584070796
1,307,8678.318584070796
1,308,8678.318584070796
1,309,8678.318584070796
1,310,8678.318584070796
1,311,8678.318584070796
1,312,8678.318584070796
1,313,8678.318584070796
1,314,8678.318584070796
1,315,8678.318584070796
1,316,8678.318584070796
1,317,8678.318584070796
1,318,8678.318584070796
1,319,8678.318584070796
1,320,8678.318584070796
1,321,8678.318584070796
1,322,8678.318584070796
1,323,8678.318584070796
1,324,8678.318584070796
0,325,8715.136017410228
0,326,8715.136017410228
0,327,8715.136017410228
0,328,8715.136017410228
0,329,8715.136017410228
0,330,8715.136017410228
0,331,8715.136017410228
0,332,8715.136017410228
0,333,8715.136017410228
0,334,8715.136017410228
0,335,8715.136017410228
0,336,8715.136017410228
0,337,8715.136017410228
0,338,8715.136017410228
0,339,8715.136017410228
0,340,8715.136017410228
0,341,8715.136017410228
0,342,8715.136017410228
0,343,8715.136017410228
0,344,8715.136017410228
0,345,8715.136017410228
0,346,8715.136017410228
0,347,8715.136017410228
0,348,8715.136017410228
0,349,8715.136017410228
0,350,8715.136017410228
0,351,8715.136017410228
0,352,8715.136017410228
0,353,8715.136017410228
0,354,8715.136017410228
0,355,8715.136017410228
0,356,8715.136017410228
0,357,8715.136017410228
0,358,8715.136017410228
0,359,8715.136017410228
0,360,8715.136017410228
0,361,8715.136017410228
0,362,8715.136017410228
0,363,8715.136017410228
0,364,8715.136017410228
0,365,8715.136017410228
0,366,8715.136017410228
0,367,8715.136017410228
0,368,8715.136017410228
0,369,8715.136017410228
0,370,8715.136017410228
0,371,8715.136017410228
0,372,8715.136017410228
0,373,8715.136017410228
0,374,8715.136017410228
0,375,8715.136017410228
0,376,8715.136017410228
0,377,8715.136017410228
0,378,8715.136017410228
0,379,8715.136017410228
0,380,8715.136017410228
0,381,8715.136017410228
0,382,8715.136017410228
0,383,8715.136017410228
0,384,8715.136017410228
0,385,8715.136017410228
0,386,8715.136017410228
0,387,8715.136017410228
0,388,8715.136017410228
0,389,8715.136017410228
0,390,8715.136017410228
0,391,8715.136017410228
0,392,8715.136017410228
0,393,8715.136017410228
0,394,8715.136017410228
0,395,8715.136017410228
0,396,8715.136017410228
1,397,8678.318584070796
1,398,8678.318584070796
1,399,8678.318584070796
1,400,8678.318584070796
1,401,8678.318584070796
1,402,8678.318584070796
1,403,8678.318584070796
1,404,8678.318584070796
1,405,8678.318584070796
1,406,8678.318584070796
1,407,8678.318584070796
1,408,8678.318584070796
1,409,8678.318584070796
1,410,8678.318584070796
1,411,8678.318584070796
1,412,8678.318584070796
1,413,8678.318584070796
1,414,8678.318584070796
1,415,8678.318584070796
1,416,8678.318584070796
1,417,8678.318584070796
1,418,8678.318584070796
1,419,8678.318584070796
1,420,8678.318584070796
1,421,8678.318584070796
1,422,8678.318584070796
1,423,8678.318584070796
1,424,8678.318584070796
1,425,8678.318584070796
1,426,8678.318584070796
1,427,8678.318584070796
1,428,8678.318584070796
1,429,8678.318584070796
1,430,8678.318584070796
1,431,8678.318584070796
1,432,8678.318584070796
1,433,8678.318584070796
1,434,8678.318584070796
1,435,8678.318584070796
1,436,8678.318584070796
1,437,8678.318584070796
1,438,8678.318584070796
1,439,8678.318584070796
1,440,8678.318584070796
1,441,8678.318584070796
1,442,8678.318584070796
1,443,8678.318584070796
1,444,8678.318584070796
1,445,8678.318584070796
1,446,8678.318584070796
1,447,8678.318584070796
1,448,8678.318584070796
1,449,8678.318584070796
1,450,8678.318584070796
1,451,8678.318584070796
1,452,8678.318584070796
1,453,8678.318584070796
1,454,8678.318584070796
1,455,8678.318584070796
1,456,8678.318584070796
1,457,8678.318584070796
1,458,8678.318584070796
1,459,8678.318584070796
1,460,8678.318584070796
1,461,8678.318584070796
1,462,8678.318584070796
1,463,8678.318584070796
1,464,8678.318584070796
1,465,8678.318584070796
1,466,8678.318584070796
1,467,8678.318584070796
1,468,8678.318584070796
1,469,8678.318584070796
1,470,8678.318584070796
1,471,8678.318584070796
1,472,8678.318584070796
1,473,8678.318584070796
1,474,8678.318584070796
1,475,8678.318584070796
1,476,8678.318584070796
1,477,8678.318584070796
1,478,8678.318584070796
1,479,8678.318584070796
0,480,8715.136017410228
0,481,8715.136017410228
0,482,8715.136017410228
0,483,8715.136017410228
0,484,8715.136017410228
0,485,8715.136017410228
0,486,8715.136017410228
0,487,8715.136017410228
0,488,8715.136017410228
0,489,8715.136017410228
0,490,8715.136017410228
0,491,8715.136017410228
0,492,8715.136017410228
0,493,8715.136017410228
0,494,8715.136017410228
0,495,8715.136017410228
0,496,8715.136017410228
0,497,8715.136017410228
0,498,8715.136017410228
0,499,8715.136017410228
0,500,8715.136017410228
0,501,8715.136017410228
0,502,8715.136017410228
0,503,8715.136017410228
0,504,8715.136017410228
0,505,8715.136017410228
0,506,8715.136017410228
0,507,8715.136017410228
0,508,8715.136017410228
0,509,8715.136017410228
0,510,8715.136017410228
0,511,8715.136017410228
0,512,8715.136017410228
0,513,8715.136017410228
0,514,8715.136017410228
0,515,8715.136017410228
0,516,8715.136017410228
0,517,8715.136017410228
0,518,8715.136017410228
0,519,8715.136017410228
0,520,8715.136017410228
0,521,8715.136017410228
0,522,8715.136017410228
0,523,8715.136017410228
0,524,8715.136017410228
0,525,8715.136017410228
1,526,8678.318584070796
1,527,8678.318584070796
1,528,8678.318584070796
1,529,8678.318584070796
1,530,8678.318584070796
1,531,8678.318584070796
1,532,8678.318584070796
1,533,8678.318584070796
1,534,8678.318584070796
1,535,8678.318584070796
1,536,8678.318584070796
1,537,8678.318584070796
1,538,8678.318584070796
1,539,8678.318584070796
1,540,8678.318584070796
1,541,8678.318584070796
1,542,8678.318584070796
1,543,8678.318584070796
1,544,8678.318584070796
1,545,8678.318584070796
1,546,8678.318584070796
1,547,8678.318584070796
1,548,8678.318584070796
1,549,8678.318584070796
1,550,8678.318584070796
1,551,8678.318584070796
1,552,8678.318584070796
1,553,8678.318584070796
1,554,8678.318584070796
1,555,8678.318584070796
1,556,8678.318584070796
1,557,8678.318584070796
1,558,8678.318584070796
1,559,8678.318584070796
1,560,8678.318584070796
1,561,8678.318584070796
1,562,8678.318584070796
1,563,8678.318584070796
1,564,8678.318584070796
1,565,8678.318584070796
1,566,8678.318584070796
1,567,8678.318584070796
1,568,8678.318584070796
1,569,8678.318584070796
1,570,8678.318584070796
1,571,8678.318584070796
1,572,8678.318584070796
1,573,8678.318584070796
1,574,8678.318584070796
1,575,8678.318584070796
1,576,8678.318584070796
1,577,8678.318584070796
1,578,8678.318584070796
1,579,8678.318584070796
1,580,8678.318584070796
1,581,8678.318584070796
1,582,8678.318584070796
1,583,8678.318584070796
1,584,8678.318584070796
1,585,8678.318584070796
1,586,8678.318584070796
1,587,8678.318584070796
1,588,8678.318584070796
1,589,8678.318584070796
1,590,8678.318584070796
1,591,8678.318584070796
1,592,8678.318584070796
1,593,8678.318584070796
1,594,8678.318584070796
1,595,8678.318584070796
1,596,8678.318584070796
1,597,8678.318584070796
1,598,8678.318584070796
1,599,8678.318584070796
1,600,8678.318584070796
1,601,8678.318584070796
1,602,8678.318584070796
1,603,8678.318584070796
1,604,8678.318584070796
1,605,8678.318584070796
1,606,8678.318584070796
1,607,8678.318584070796
1,608,8678.318584070796
1,609,8678.318584070796
1,610,8678.318584070796
1,611,8678.318584070796
1,612,8678.318584070796
1,613,8678.318584070796
1,614,8678.318584070796
1,615,8678.318584070796
1,616,8678.318584070796
1,617,8678.318584070796
1,618,8678.318584070796
0,619,8715.136017410228
0,620,8715.136017410228
0,621,8715.136017410228
0,622,8715.136017410228
0,623,8715.136017410228
0,624,8715.136017410228
0,625,8715.136017410228
0,626,8715.136017410228
0,627,8715.136017410228
0,628,8715.136017410228
0,629,8715.136017410228
0,630,8715.136017410228
0,631,8715.136017410228
0,632,8715.136017410228
0,633,8715.136017410228
0,634,8715.136017410228
0,635,8715.136017410228
0,636,8715.136017410228
0,637,8715.136017410228
0,638,8715.136017410228
0,639,8715.136017410228
0,640,8715.136017410228
0,641,8715.136017410228
0,642,8715.136017410228
0,643,8715.136017410228
0,644,8715.136017410228
0,645,8715.136017410228
0,646,8715.136017410228
0,647,8715.136017410228
0,648,8715.136017410228
0,649,8715.136017410228
0,650,8715.136017410228
0,651,8715.136017410228
0,652,8715.136017410228
0,653,8715.136017410228
0,654,8715.136017410228
0,655,8715.136017410228
0,656,8715.136017410228
0,657,8715.136017410228
0,658,8715.136017410228
0,659,8715.136017410228
0,660,8715.136017410228
0,661,8715.136017410228
0,662,8715.136017410228
0,663,8715.136017410228
0,664,8715.136017410228
1,665,8678.318584070796
1,666,8678.318584070796
1,667,8678.318584070796
1,668,8678.318584070796
1,669,8678.318584070796
1,670,8678.318584070796
1,671,8678.318584070796
1,672,8678.318584070796
1,673,8678.318584070796
1,674,8678.318584070796
1,675,8678.318584070796
1,676,8678.318584070796
1,677,8678.318584070796
1,678,8678.318584070796
1,679,8678.318584070796
1,680,8678.318584070796
1,681,8678.318584070796
1,682,8678.318584070796
1,683,8678.318584070796
1,684,8678.318584070796
1,685,8678.318584070796
1,686,8678.318584070796
1,687,8678.318584070796
1,688,8678.318584070796
1,689,8678.318584070796
1,690,8678.318584070796
1,691,8678.318584070796
1,692,8678.318584070796
1,693,8678.318584070796
1,694,8678.318584070796
1,695,8678.318584070796
1,696,8678.318584070796
1,697,8678.318584070796
1,698,8678.318584070796
1,699,8678.318584070796
1,700,8678.318584070796
1,701,8678.318584070796
1,702,8678.318584070796
1,703,8678.318584070796
1,704,8678.318584070796
1,705,8678.318584070796
1,706,8678.318584070796
1,707,8678.318584070796
1,708,8678.318584070796
1,709,8678.318584070796
1,710,8678.318584070796
1,711,8678.318584070796
1,712,8678.318584070796
1,713,8678.318584070796
1,714,8678.318584070796
1,715,8678.318584070796
1,716,8678.318584070796
1,717,8678.318584070796
1,718,8678.318584070796
1,719,8678.318584070796
1,720,8678.318584070796
1,721,8678.318584070796
1,722,8678.318584070796
1,723,8678.318584070796
1,724,8678.318584070796
1,725,8678.318584070796
1,726,8678.318584070796
1,727,8678.318584070796
1,728,8678.318584070796
1,729,8678.318584070796
1,730,8678.318584070796
1,731,8678.318584070796
1,732,8678.318584070796
1,733,8678.318584070796
1,734,8678.318584070796
1,735,8678.318584070796
1,736,8678.318584070796
1,737,8678.318584070796
1,738,8678.318584070796
1,739,8678.318584070796
1,740,8678.318584070796
1,741,8678.318584070796
1,742,8678.318584070796
1,743,8678.318584070796
1,744,8678.318584070796
1,745,8678.318584070796
1,746,8678.318584070796
1,747,8678.318584070796
1,748,8678.318584070796
1,749,8678.318584070796
1,750,8678.318584070796
1,751,8678.318584070796
1,752,8678.318584070796
1,753,8678.318584070796
1,754,8678.318584070796
1,755,8678.318584070796
1,756,8678.318584070796
1,757,8678.318584070796
1,758,8678.318584070796
1,759,8678.318584070796
1,760,8678.318584070796
1,761,8678.318584070796
1,762,8678.318584070796
1,763,8678.318584070796
1,764,8678.318584070796
1,765,8678.318584070796
1,766,8678.318584070796
1,767,8678.318584070796
1,768,8678.318584070796
1,769,8678.318584070796
1,770,8678.318584070796
1,771,8678.318584070796
1,772,8678.318584070796
1,773,8678.318584070796
1,774,8678.318584070796
1,775,8678.318584070796
1,776,8678.318584070796
1,777,8678.318584070796
1,778,8678.318584070796
1,779,8678.318584070796
1,780,8678.318584070796
1,781,8678.318584070796
0,782,8715.136017410228
0,783,8715.136017410228
0,784,8715.136017410228
0,785,8715.136017410228
0,786,8715.136017410228
0,787,8715.136017410228
0,788,8715.136017410228
0,789,8715.136017410228
0,790,8715.136017410228
0,791,8715.136017410228
0,792,8715.136017410228
0,793,8715.136017410228
0,794,8715.136017410228
0,795,8715.136017410228
0,796,8715.136017410228
0,797,8715.136017410228
0,798,8715.136017410228
0,799,8715.136017410228
0,800,8715.136017410228
0,801,8715.136017410228
0,802,8715.136017410228
0,803,8715.136017410228
0,804,8715.136017410228
0,805,8715.136017410228
0,806,8715.136017410228
0,807,8715.136017410228
0,808,8715.136017410228
0,809,8715.136017410228
0,810,8715.136017410228
0,811,8715.136017410228
0,812,8715.136017410228
0,813,8715.136017410228
0,814,8715.136017410228
0,815,8715.136017410228
0,816,8715.136017410228
0,817,8715.136017410228
0,818,8715.136017410228
0,819,8715.136017410228
0,820,8715.136017410228
0,821,8715.136017410228
0,822,8715.136017410228
0,823,8715.136017410228
0,824,8715.136017410228
0,825,8715.136017410228
0,826,8715.136017410228
0,827,8715.136017410228
0,828,8715.136017410228
0,829,8715.136017410228
1,830,8678.318584070796
1,831,8678.318584070796
1,832,8678.318584070796
1,833,8678.318584070796
1,834,8678.318584070796
1,835,8678.318584070796
1,836,8678.318584070796
1,837,8678.318584070796
1,838,8678.318584070796
1,839,8678.318584070796
1,840,8678.318584070796
1,841,8678.318584070796
1,842,8678.318584070796
1,843,8678.318584070796
1,844,8678.318584070796
1,845,8678.318584070796
1,846,8678.318584070796
1,847,8678.318584070796
1,848,8678.318584070796
1,849,8678.318584070796
1,850,8678.318584070796
1,851,8678.318584070796
1,852,8678.318584070796
1,853,8678.318584070796
1,854,8678.318584070796
1,855,8678.318584070796
1,856,8678.318584070796
1,857,8678.318584070796
1,858,8678.318584070796
1,859,8678.318584070796
1,860,8678.318584070796
1,861,8678.318584070796
1,862,8678.318584070796
1,863,8678.318584070796
1,864,8678.318584070796
1,865,8678.318584070796
1,866,8678.318584070796
1,867,8678.318584070796
1,868,8678.318584070796
1,869,8678.318584070796
1,870,8678.318584070796
1,871,8678.318584070796
1,872,8678.318584070796
1,873,8678.318584070796
1,874,8678.318584070796
1,875,8678.318584070796
1,876,8678.318584070796
1,877,8678.318584070796
1,878,8678.318584070796
1,879,8678.318584070796
1,880,8678.318584070796
1,881,8678.318584070796
1,882,8678.318584070796
1,883,8678.318584070796
1,884,8678.318584070796
1,885,8678.318584070796
1,886,8678.318584070796
1,887,8678.318584070796
1,888,8678.318584070796
1,889,8678.318584070796
1,890,8678.318584070796
1,891,8678.318584070796
1,892,8678.318584070796
1,893,8678.318584070796
1,894,8678.318584070796
1,895,8678.318584070796
1,896,8678.318584070796
1,897,8678.318584070796
1,898,8678.318584070796
1,899,8678.318584070796
1,900,8678.318584070796
1,901,8678.318584070796
1,902,8678.318584070796
1,903,8678.318584070796
1,904,8678.318584070796
1,905,8678.318584070796
1,906,8678.318584070796
1,907,8678.318584070796
1,908,8678.318584070796
1,909,8678.318584070796
1,910,8678.318584070796
1,911,8678.318584070796
1,912,8678.318584070796
1,913,8678.318584070796
1,914,8678.318584070796
1,915,8678.318584070796
1,916,8678.318584070796
1,917,8678.318584070796
1,918,8678.318584070796
1,919,8678.318584070796
1,920,8678.318584070796
1,921,8678.318584070796
1,922,8678.318584070796
1,923,8678.318584070796
1,924,8678.318584070796
1,925,8678.318584070796
1,926,8678.318584070796
1,927,8678.318584070796
1,928,8678.318584070796
1,929,8678.318584070796
1,930,8678.318584070796
1,931,8678.318584070796
1,932,8678.318584070796
1,933,8678.318584070796
1,934,8678.318584070796
1,935,8678.318584070796
1,936,8678.318584070796
1,937,8678.318584070796
1,938,8678.318584070796
1,939,8678.318584070796
1,940,8678.318584070796
1,941,8678.318584070796
1,942,8678.318584070796
1,943,8678.318584070796
1,944,8678.318584070796
1,945,8678.318584070796
0,946,8715.136017410228
0,947,8715.136017410228
0,948,8715.136017410228
0,949,8715.136017410228
0,950,8715.136017410228
0,951,8715.136017410228
0,952,8715.136017410228
0,953,8715.136017410228
0,954,8715.136017410228
0,955,8715.136017410228
0,956,8715.136017410228
0,957,8715.136017410228
0,958,8715.136017410228
0,959,8715.136017410228
0,960,8715.136017410228
0,961,8715.136017410228
0,962,8715.136017410228
0,963,8715.136017410228
0,964,8715.136017410228
0,965,8715.136017410228
0,966,8715.136017410228
0,967,8715.136017410228
0,968,8715.136017410228
0,969,8715.136017410228
0,970,8715.136017410228
0,971,8715.136017410228
0,972,8715.136017410228
0,973,8715.136017410228
0,974,8715.136017410228
0,975,8715.136017410228
0,976,8715.136017410228
0,977,8715.136017410228
0,978,8715.136017410228
0,979,8715.136017410228
0,980,8715.136017410228
0,981,8715.136017410228
0,982,8715.136017410228
0,983,8715.136017410228
0,984,8715.136017410228
0,985,8715.136017410228
0,986,8715.136017410228
0,987,8715.136017410228
0,988,8715.136017410228
0,989,8715.136017410228
0,990,8715.136017410228
0,991,8715.136017410228
0,992,8715.136017410228
1,993,8678.318584070796
1,994,8678.318584070796
1,995,8678.318584070796
1,996,8678.318584070796
1,997,8678.318584070796
1,998,8678.318584070796
1,999,8678.318584070796
1,1000,8678.318584070796
1,1001,8678.318584070796
1,1002,8678.318584070796
1,1003,8678.318584070796
1,1004,8678.318584070796
1,1005,8678.318584070796
1,1006,8678.318584070796
1,1007,8678.318584070796
1,1008,8678.318584070796
1,1009,8678.318584070796
1,1010,8678.318584070796
1,1011,8678.318584070796
1,1012,8678.318584070796
1,1013,8678.318584070796
1,1014,8678.318584070796
1,1015,8678.318584070796
1,1016,8678.318584070796
1,1017,8678.318584070796
1,1018,8678.318584070796
1,1019,8678.318584070796
1,1020,8678.318584070796
1,1021,8678.318584070796
1,1022,8678.318584070796
1,1023,8678.318584070796
1,1024,8678.318584070796
1,1025,8678.318584070796
1,1026,8678.318584070796
1,1027,8678.318584070796
1,1028,8678.318584070796
1,1029,8678.318584070796
1,1030,8678.318584070796
1,1031,8678.318584070796
1,1032,8678.318584070796
1,1033,8678.318584070796
1,1034,8678.318584070796
1,1035,8678.318584070796
1,1036,8678.318584070796
1,1037,8678.318584070796
1,1038,8678.318584070796
1,1039,8678.318584070796
1,1040,8678.318584070796
1,1041,8678.318584070796
1,1042,8678.318584070796
1,1043,8678.318584070796
1,1044,8678.318584070796
1,1045,8678.318584070796
1,1046,8678.318584070796
1,1047,8678.318584070796
1,1048,8678.318584070796
1,1049,8678.318584070796
1,1050,8678.318584070796
1,1051,8678.318584070796
1,1052,8678.318584070796
1,1053,8678.318584070796
1,1054,8678.318584070796
1,1055,8678.318584070796
1,1056,8678.318584070796
1,1057,8678.318584070796
1,1058,8678.318584070796
1,1059,8678.318584070796
1,1060,8678.318584070796
1,1061,8678.318584070796
1,1062,8678.318584070796
1,1063,8678.318584070796
1,1064,8678.318584070796
1,1065,8678.318584070796
1,1066,8678.318584070796
1,1067,8678.318584070796
1,1068,8678.318584070796
1,1069,8678.318584070796
1,1070,8678.318584070796
1,1071,8678.318584070796
1,1072,8678.318584070796
1,1073,8678.318584070796
1,1074,8678.318584070796
1,1075,8678.318584070796
1,1076,8678.318584070796
1,1077,8678.318584070796
1,1078,8678.318584070796
1,1079,8678.318584070796
1,1080,8678.318584070796
1,1081,8678.318584070796
1,1082,8678.318584070796
1,1083,8678.318584070796
1,1084,8678.318584070796
1,1085,8678.318584070796
1,1086,8678.318584070796
1,1087,8678.318584070796
1,1088,8678.318584070796
1,1089,8678.318584070796
1,1090,8678.318584070796
1,1091,8678.318584070796
1,1092,8678.318584070796
1,1093,8678.318584070796
1,1094,8678.318584070796
1,1095,8678.318584070796
1,1096,8678.318584070796
1,1097,8678.318584070796
1,1098,8678.318584070796
1,1099,8678.318584070796
1,1100,8678.318584070796
1,1101,8678.318584070796
1,1102,8678.318584070796
1,1103,8678.318584070796
1,1104,8678.318584070796
1,1105,8678.318584070796
1,1106,8678.318584070796
1,1107,8678.318584070796
1,1108,8678.318584070796
1,1109,8678.318584070796
1,1110,8678.318584070796
0,1111,8715.136017410228
0,1112,8715.136017410228
0,1113,8715.136017410228
0,1114,8715.136017410228
0,1115,8715.136017410228
0,1116,8715.136017410228
0,1117,8715.136017410228
0,1118,8715.136017410228
0,1119,8715.136017410228
0,1120,8715.136017410228
0,1121,8715.136017410228
0,1122,8715.136017410228
0,1123,8715.136017410228
0,1124,8715.136017410228
0,1125,8715.136017410228
0,1126,8715.136017410228
0,1127,8715.136017410228
0,1128,8715.136017410228
0,1129,8715.136017410228
0,1130,8715.136017410228
0,1131,8715.136017410228
0,1132,8715.136017410228
0,1133,8715.136017410228
0,1134,8715.136017410228
0,1135,8715.136017410228
0,1136,8715.136017410228
0,1137,8715.136017410228
0,1138,8715.136017410228
0,1139,8715.136017410228
0,1140,8715.136017410228
0,1141,8715.136017410228
0,1142,8715.136017410228
0,1143,8715.136017410228
0,1144,8715.136017410228
0,1145,8715.136017410228
0,1146,8715.136017410228
0,1147,8715.136017410228
0,1148,8715.136017410228
0,1149,8715.136017410228
0,1150,8715.136017410228
0,1151,8715.136017410228
