casual,temp,Predicted Y
0,0.08,0.43294887991378017
1,0.06,0.4347438652383413
0,0.06,0.43294887991378017
0,0.04,0.43294887991378017
3,0.04,0.43833383588746355
0,0.04,0.43294887991378017
1,0.04,0.4347438652383413
0,0.02,0.43294887991378017
0,0.02,0.43294887991378017
0,0.02,0.43294887991378017
1,0.02,0.4347438652383413
3,0.04,0.43833383588746355
3,0.04,0.43833383588746355
4,0.06,0.4401288212120247
10,0.06,0.4508987331593915
12,0.08,0.45448870380851375
11,0.1,0.4526937184839526
10,0.12,0.4508987331593915
11,0.12,0.4526937184839526
8,0.12,0.44730876251026924
0,0.08,0.43294887991378017
6,0.08,0.44371879186114693
1,0.06,0.4347438652383413
0,0.06,0.43294887991378017
7,0.06,0.4455137771857081
2,0.04,0.4365388505629024
2,0.04,0.4365388505629024
1,0.04,0.4347438652383413
3,0.02,0.43833383588746355
1,0.02,0.4347438652383413
0,0.04,0.43294887991378017
0,0.04,0.43294887991378017
1,0.08,0.4347438652383413
2,0.06,0.4365388505629024
3,0.1,0.43833383588746355
7,0.14,0.4455137771857081
22,0.14,0.4724385570541251
24,0.16,0.47602852770324733
12,0.14,0.45448870380851375
17,0.16,0.4634636304313194
13,0.16,0.4562836891330749
9,0.16,0.44910374783483037
5,0.14,0.4419238065365858
5,0.12,0.4419238065365858
5,0.12,0.4419238065365858
4,0.1,0.4401288212120247
5,0.1,0.4419238065365858
5,0.08,0.4419238065365858
4,0.06,0.4401288212120247
0,0.06,0.43294887991378017
0,0.04,0.43294887991378017
0,0.04,0.43294887991378017
0,0.02,0.43294887991378017
0,0.02,0.43294887991378017
0,0.02,0.43294887991378017
5,0.02,0.4419238065365858
6,0.04,0.44371879186114693
4,0.06,0.4401288212120247
6,0.1,0.44371879186114693
3,0.1,0.43833383588746355
11,0.12,0.4526937184839526
6,0.14,0.44371879186114693
2,0.14,0.4365388505629024
7,0.16,0.4455137771857081
4,0.16,0.4401288212120247
6,0.14,0.44371879186114693
8,0.14,0.44730876251026924
5,0.14,0.4419238065365858
1,0.14,0.4347438652383413
6,0.14,0.44371879186114693
3,0.14,0.43833383588746355
3,0.16,0.43833383588746355
3,0.16,0.43833383588746355
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
1,0.16,0.4347438652383413
5,0.16,0.4419238065365858
5,0.16,0.4419238065365858
10,0.2,0.4508987331593915
6,0.22,0.44371879186114693
6,0.24,0.44371879186114693
21,0.26,0.47064357172956395
21,0.26,0.47064357172956395
11,0.3,0.4526937184839526
21,0.32,0.47064357172956395
14,0.32,0.458078674457636
14,0.3,0.458078674457636
7,0.3,0.4455137771857081
13,0.26,0.4562836891330749
16,0.24,0.46166864510675826
5,0.24,0.4419238065365858
4,0.22,0.4401288212120247
3,0.22,0.43833383588746355
3,0.22,0.43833383588746355
0,0.24,0.43294887991378017
3,0.22,0.43833383588746355
0,0.2,0.43294887991378017
0,0.2,0.43294887991378017
1,0.22,0.4347438652383413
3,0.22,0.43833383588746355
3,0.22,0.43833383588746355
2,0.22,0.4365388505629024
6,0.22,0.44371879186114693
7,0.22,0.4455137771857081
4,0.22,0.4401288212120247
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
1,0.22,0.4347438652383413
0,0.2,0.43294887991378017
1,0.22,0.4347438652383413
2,0.22,0.4365388505629024
3,0.2,0.43833383588746355
3,0.2,0.43833383588746355
4,0.18,0.4401288212120247
2,0.18,0.4365388505629024
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
0,0.2,0.43294887991378017
1,0.2,0.4347438652383413
0,0.2,0.43294887991378017
1,0.2,0.4347438652383413
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
2,0.16,0.4365388505629024
2,0.16,0.4365388505629024
6,0.18,0.44371879186114693
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
1,0.18,0.4347438652383413
0,0.18,0.43294887991378017
2,0.22,0.4365388505629024
1,0.2,0.4347438652383413
10,0.22,0.4508987331593915
2,0.24,0.4365388505629024
2,0.24,0.4365388505629024
5,0.24,0.4419238065365858
1,0.24,0.4347438652383413
1,0.22,0.4347438652383413
0,0.24,0.43294887991378017
1,0.24,0.4347438652383413
2,0.22,0.4365388505629024
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
3,0.2,0.43833383588746355
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
3,0.18,0.43833383588746355
0,0.18,0.43294887991378017
4,0.18,0.4401288212120247
4,0.18,0.4401288212120247
12,0.2,0.45448870380851375
9,0.22,0.44910374783483037
10,0.22,0.4508987331593915
22,0.22,0.4724385570541251
19,0.24,0.4670536010804417
9,0.24,0.44910374783483037
9,0.22,0.44910374783483037
6,0.22,0.44371879186114693
1,0.18,0.4347438652383413
1,0.18,0.4347438652383413
4,0.16,0.4401288212120247
3,0.16,0.43833383588746355
0,0.16,0.43294887991378017
7,0.14,0.4455137771857081
1,0.16,0.4347438652383413
1,0.14,0.4347438652383413
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
1,0.14,0.4347438652383413
4,0.16,0.4401288212120247
7,0.18,0.4455137771857081
9,0.22,0.44910374783483037
10,0.3,0.4508987331593915
13,0.28,0.4562836891330749
18,0.28,0.46525861575588057
14,0.3,0.458078674457636
19,0.3,0.4670536010804417
6,0.3,0.44371879186114693
8,0.26,0.44730876251026924
9,0.26,0.44910374783483037
3,0.26,0.43833383588746355
3,0.24,0.43833383588746355
2,0.24,0.4365388505629024
5,0.24,0.4419238065365858
1,0.24,0.4347438652383413
2,0.22,0.4365388505629024
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
0,0.18,0.43294887991378017
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
3,0.16,0.43833383588746355
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
2,0.16,0.4365388505629024
6,0.18,0.44371879186114693
2,0.16,0.4365388505629024
1,0.18,0.4347438652383413
3,0.16,0.43833383588746355
3,0.16,0.43833383588746355
6,0.16,0.44371879186114693
3,0.16,0.43833383588746355
3,0.3,0.43833383588746355
0,0.16,0.43294887991378017
3,0.16,0.43833383588746355
0,0.16,0.43294887991378017
2,0.16,0.4365388505629024
2,0.16,0.4365388505629024
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.16,0.43294887991378017
3,0.16,0.43833383588746355
2,0.16,0.4365388505629024
0,0.16,0.43294887991378017
2,0.18,0.4365388505629024
2,0.2,0.4365388505629024
3,0.2,0.43833383588746355
5,0.22,0.4419238065365858
7,0.24,0.4455137771857081
3,0.24,0.43833383588746355
4,0.24,0.4401288212120247
3,0.24,0.43833383588746355
3,0.24,0.43833383588746355
5,0.22,0.4419238065365858
0,0.22,0.43294887991378017
2,0.22,0.4365388505629024
1,0.2,0.4347438652383413
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
4,0.22,0.4401288212120247
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
1,0.22,0.4347438652383413
1,0.22,0.4347438652383413
4,0.24,0.4401288212120247
2,0.22,0.4365388505629024
5,0.24,0.4419238065365858
3,0.24,0.43833383588746355
1,0.34,0.4347438652383413
2,0.38,0.4365388505629024
10,0.38,0.4508987331593915
8,0.36,0.44730876251026924
7,0.36,0.4455137771857081
7,0.34,0.4455137771857081
3,0.28,0.43833383588746355
4,0.24,0.4401288212120247
1,0.22,0.4347438652383413
5,0.22,0.4419238065365858
3,0.2,0.43833383588746355
1,0.2,0.4347438652383413
0,0.2,0.43294887991378017
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
1,0.14,0.4347438652383413
4,0.14,0.4401288212120247
6,0.16,0.44371879186114693
2,0.18,0.4365388505629024
9,0.18,0.44910374783483037
2,0.2,0.4365388505629024
4,0.2,0.4401288212120247
4,0.22,0.4401288212120247
4,0.22,0.4401288212120247
5,0.22,0.4419238065365858
5,0.2,0.4419238065365858
2,0.2,0.4365388505629024
4,0.2,0.4401288212120247
1,0.2,0.4347438652383413
1,0.18,0.4347438652383413
2,0.18,0.4365388505629024
4,0.2,0.4401288212120247
3,0.2,0.43833383588746355
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
2,0.16,0.4365388505629024
0,0.14,0.43294887991378017
3,0.14,0.43833383588746355
3,0.16,0.43833383588746355
5,0.2,0.4419238065365858
3,0.22,0.43833383588746355
8,0.24,0.44730876251026924
9,0.26,0.44910374783483037
15,0.28,0.45987365978219713
9,0.28,0.44910374783483037
8,0.3,0.44730876251026924
10,0.26,0.4508987331593915
3,0.24,0.43833383588746355
1,0.24,0.4347438652383413
2,0.24,0.4365388505629024
2,0.24,0.4365388505629024
1,0.24,0.4347438652383413
1,0.24,0.4347438652383413
3,0.24,0.43833383588746355
1,0.24,0.4347438652383413
5,0.24,0.4419238065365858
1,0.24,0.4347438652383413
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
0,0.2,0.43294887991378017
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
3,0.2,0.43833383588746355
3,0.2,0.43833383588746355
1,0.22,0.4347438652383413
10,0.22,0.4508987331593915
10,0.22,0.4508987331593915
5,0.22,0.4419238065365858
11,0.22,0.4526937184839526
8,0.22,0.44730876251026924
14,0.24,0.458078674457636
2,0.28,0.4365388505629024
6,0.28,0.44371879186114693
5,0.3,0.4419238065365858
3,0.26,0.43833383588746355
2,0.26,0.4365388505629024
7,0.26,0.4455137771857081
2,0.26,0.4365388505629024
4,0.26,0.4401288212120247
0,0.26,0.43294887991378017
3,0.26,0.43833383588746355
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
0,0.24,0.43294887991378017
2,0.24,0.4365388505629024
7,0.28,0.4455137771857081
15,0.3,0.45987365978219713
28,0.32,0.48320846900149184
48,0.34,0.5191081754927145
47,0.34,0.5173131901681534
47,0.34,0.5173131901681534
52,0.34,0.526288116790959
42,0.34,0.5083382635453477
24,0.34,0.47602852770324733
13,0.3,0.4562836891330749
1,0.28,0.4347438652383413
5,0.28,0.4419238065365858
5,0.26,0.4419238065365858
5,0.26,0.4419238065365858
4,0.24,0.4401288212120247
1,0.24,0.4347438652383413
1,0.22,0.4347438652383413
0,0.2,0.43294887991378017
0,0.2,0.43294887991378017
1,0.2,0.4347438652383413
1,0.2,0.4347438652383413
1,0.18,0.4347438652383413
6,0.18,0.44371879186114693
7,0.16,0.4455137771857081
3,0.22,0.43833383588746355
6,0.24,0.44371879186114693
11,0.3,0.4526937184839526
7,0.32,0.4455137771857081
10,0.36,0.4508987331593915
8,0.36,0.44730876251026924
4,0.38,0.4401288212120247
16,0.36,0.46166864510675826
9,0.32,0.44910374783483037
5,0.34,0.4419238065365858
5,0.32,0.4419238065365858
6,0.32,0.44371879186114693
3,0.32,0.43833383588746355
3,0.28,0.43833383588746355
6,0.3,0.44371879186114693
4,0.28,0.4401288212120247
0,0.28,0.43294887991378017
1,0.26,0.4347438652383413
0,0.28,0.43294887991378017
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
3,0.24,0.43833383588746355
7,0.24,0.4455137771857081
7,0.24,0.4455137771857081
4,0.22,0.4401288212120247
1,0.22,0.4347438652383413
2,0.24,0.4365388505629024
2,0.24,0.4365388505629024
3,0.22,0.43833383588746355
6,0.22,0.44371879186114693
4,0.22,0.4401288212120247
4,0.22,0.4401288212120247
1,0.2,0.4347438652383413
1,0.16,0.4347438652383413
3,0.16,0.43833383588746355
8,0.14,0.44730876251026924
0,0.12,0.43294887991378017
3,0.12,0.43833383588746355
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
1,0.08,0.4347438652383413
0,0.06,0.43294887991378017
0,0.06,0.43294887991378017
0,0.06,0.43294887991378017
4,0.06,0.4401288212120247
1,0.1,0.4347438652383413
4,0.12,0.4401288212120247
8,0.14,0.44730876251026924
1,0.14,0.4347438652383413
4,0.18,0.4401288212120247
2,0.18,0.4365388505629024
2,0.2,0.4365388505629024
3,0.2,0.43833383588746355
7,0.2,0.4455137771857081
9,0.2,0.44910374783483037
2,0.18,0.4365388505629024
1,0.14,0.4347438652383413
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
4,0.16,0.4401288212120247
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.12,0.43294887991378017
0,0.12,0.43294887991378017
0,0.1,0.43294887991378017
5,0.1,0.4419238065365858
1,0.12,0.4347438652383413
1,0.12,0.4347438652383413
1,0.14,0.4347438652383413
4,0.16,0.4401288212120247
3,0.18,0.43833383588746355
6,0.2,0.44371879186114693
0,0.2,0.43294887991378017
4,0.2,0.4401288212120247
6,0.18,0.44371879186114693
3,0.16,0.43833383588746355
2,0.14,0.4365388505629024
4,0.14,0.4401288212120247
2,0.14,0.4365388505629024
4,0.12,0.4401288212120247
1,0.12,0.4347438652383413
2,0.1,0.4365388505629024
1,0.1,0.4347438652383413
0,0.1,0.43294887991378017
0,0.08,0.43294887991378017
1,0.1,0.4347438652383413
1,0.08,0.4347438652383413
4,0.1,0.4401288212120247
8,0.12,0.44730876251026924
5,0.14,0.4419238065365858
