hum,cnt,Predicted Y
0.4,47,258.4480041194589
0.4,45,258.4480041194589
0.4,74,258.4480041194589
0.4,178,258.4480041194589
0.4,155,258.4480041194589
0.47,95,237.19654604479112
0.5,74,228.0887782985049
0.59,38,200.76547505964632
0.59,24,200.76547505964632
0.59,18,200.76547505964632
0.59,12,200.76547505964632
0.59,3,200.76547505964632
0.55,3,212.9091653880279
0.55,6,212.9091653880279
0.55,27,212.9091653880279
0.55,99,212.9091653880279
0.51,217,225.0528557164095
0.51,130,225.0528557164095
0.51,54,225.0528557164095
0.47,35,237.19654604479112
0.51,57,225.0528557164095
0.59,52,200.76547505964632
0.59,63,200.76547505964632
0.8,47,137.0111008356429
0.86,76,118.7955653430705
0.86,136,118.7955653430705
0.93,95,97.54410726840268
0.93,51,97.54410726840268
0.93,32,97.54410726840268
0.86,20,118.7955653430705
0.93,29,97.54410726840268
0.93,19,97.54410726840268
0.86,7,118.7955653430705
0.86,6,118.7955653430705
0.86,1,118.7955653430705
0.86,5,118.7955653430705
0.93,16,97.54410726840268
0.69,54,170.40624923869234
0.59,128,200.76547505964632
0.59,81,200.76547505964632
0.55,39,212.9091653880279
0.51,35,225.0528557164095
0.47,55,237.19654604479112
0.44,49,246.3043137910773
0.47,44,237.19654604479112
0.47,49,237.19654604479112
0.44,68,246.3043137910773
0.47,139,237.19654604479112
0.47,137,237.19654604479112
0.47,83,237.19654604479112
0.5,56,228.0887782985049
0.55,57,212.9091653880279
0.55,33,212.9091653880279
0.59,20,200.76547505964632
0.59,7,200.76547505964632
0.5,2,228.0887782985049
0.5,2,228.0887782985049
0.5,3,228.0887782985049
0.5,4,228.0887782985049
0.5,3,228.0887782985049
0.54,28,215.9450879701233
0.54,72,215.9450879701233
0.5,202,228.0887782985049
0.5,139,228.0887782985049
0.5,38,228.0887782985049
0.44,37,246.3043137910773
0.44,52,246.3043137910773
0.41,83,255.41208153736352
0.41,42,255.41208153736352
0.38,60,264.5198492836497
0.38,78,264.5198492836497
0.4,162,258.4480041194589
0.4,144,258.4480041194589
0.47,99,237.19654604479112
0.47,64,237.19654604479112
0.46,40,240.2324686268865
0.46,30,240.2324686268865
0.5,15,228.0887782985049
0.5,14,228.0887782985049
0.54,5,215.9450879701233
0.54,1,215.9450879701233
0.54,1,215.9450879701233
0.54,8,215.9450879701233
0.54,17,215.9450879701233
0.74,70,155.2266363282153
0.68,158,173.4421718207877
0.69,117,170.40624923869234
0.55,44,212.9091653880279
0.51,53,225.0528557164095
0.44,61,246.3043137910773
0.37,77,267.5557718657451
0.41,64,255.41208153736352
0.38,68,264.5198492836497
0.41,90,255.41208153736352
0.41,159,255.41208153736352
0.47,139,237.19654604479112
0.59,92,200.76547505964632
0.59,68,200.76547505964632
0.69,52,170.40624923869234
0.69,36,170.40624923869234
0.55,27,212.9091653880279
0.55,28,212.9091653880279
0.59,20,200.76547505964632
0.59,12,200.76547505964632
0.59,8,200.76547505964632
0.59,5,200.76547505964632
0.59,1,200.76547505964632
0.63,3,188.6217847312647
0.63,10,188.6217847312647
0.63,23,188.6217847312647
0.64,33,185.58586214916932
0.59,59,200.76547505964632
0.55,72,212.9091653880279
0.48,89,234.16062346269572
0.38,101,264.5198492836497
0.39,118,261.4839267015543
0.36,129,270.5916944478405
0.34,128,276.6635396120313
0.36,83,270.5916944478405
0.45,84,243.2683912089819
0.39,74,261.4839267015543
0.39,41,261.4839267015543
0.39,57,261.4839267015543
0.42,26,252.37615895526812
0.45,44,243.2683912089819
0.56,39,209.87324280593248
0.56,23,209.87324280593248
0.56,16,209.87324280593248
0.69,15,170.40624923869234
0.56,1,209.87324280593248
0.56,2,209.87324280593248
0.56,1,209.87324280593248
0.56,3,209.87324280593248
0.55,18,212.9091653880279
0.51,32,225.0528557164095
0.51,79,225.0528557164095
0.44,93,246.3043137910773
0.41,104,255.41208153736352
0.35,118,273.6276170299359
0.36,91,270.5916944478405
0.38,113,264.5198492836497
0.38,99,264.5198492836497
0.37,105,267.5557718657451
0.4,67,258.4480041194589
0.47,61,237.19654604479112
0.47,57,237.19654604479112
0.51,28,225.0528557164095
0.49,21,231.1247008806003
0.4,18,258.4480041194589
0.47,17,237.19654604479112
0.44,16,246.3043137910773
0.43,8,249.3402363731727
0.43,2,249.3402363731727
0.43,3,249.3402363731727
0.43,1,249.3402363731727
0.43,5,249.3402363731727
0.5,13,228.0887782985049
0.47,33,237.19654604479112
0.47,47,237.19654604479112
0.5,57,228.0887782985049
0.55,64,212.9091653880279
0.47,80,237.19654604479112
0.47,93,237.19654604479112
0.43,86,249.3402363731727
0.47,93,237.19654604479112
0.47,82,237.19654604479112
0.51,71,225.0528557164095
0.55,92,212.9091653880279
0.59,60,200.76547505964632
0.8,33,137.0111008356429
0.8,27,137.0111008356429
0.93,13,97.54410726840268
0.86,4,118.7955653430705
0.86,3,118.7955653430705
0.86,22,118.7955653430705
0.8,28,137.0111008356429
0.87,35,115.75964276097511
0.87,61,115.75964276097511
0.82,125,130.93925567145212
0.8,133,137.0111008356429
0.8,99,137.0111008356429
0.87,83,115.75964276097511
0.93,41,97.54410726840268
0.93,33,97.54410726840268
0.93,20,97.54410726840268
0.93,3,97.54410726840268
0.93,7,97.54410726840268
0.93,3,97.54410726840268
0.93,2,97.54410726840268
0.93,7,97.54410726840268
0.93,32,97.54410726840268
0.92,90,100.58002985049808
0.93,197,97.54410726840268
0.93,109,97.54410726840268
0.93,47,97.54410726840268
0.87,52,115.75964276097511
0.81,70,133.97517825354748
0.62,78,191.6577073133601
0.58,75,203.80139764174172
0.54,82,215.9450879701233
0.58,104,203.80139764174172
0.57,197,206.8373202238371
0.61,161,194.6936298954555
0.57,112,206.8373202238371
0.49,76,231.1247008806003
0.49,59,231.1247008806003
0.52,59,222.0169331343141
0.52,28,222.0169331343141
0.56,13,209.87324280593248
0.56,5,209.87324280593248
0.56,2,209.87324280593248
0.56,1,209.87324280593248
0.56,1,209.87324280593248
0.6,6,197.72955247755093
0.6,35,197.72955247755093
0.55,101,212.9091653880279
0.55,249,212.9091653880279
0.52,143,222.0169331343141
0.48,57,234.16062346269572
0.45,68,243.2683912089819
0.42,84,252.37615895526812
0.45,98,243.2683912089819
0.45,81,243.2683912089819
0.45,70,243.2683912089819
0.49,91,231.1247008806003
0.49,215,231.1247008806003
0.56,185,209.87324280593248
0.56,152,209.87324280593248
0.6,126,197.72955247755093
0.6,57,197.72955247755093
0.65,56,182.5499395670739
0.65,31,182.5499395670739
0.7,21,167.37032665659692
0.7,6,167.37032665659692
0.75,2,152.1907137461199
0.8,1,137.0111008356429
0.87,1,115.75964276097511
0.6,5,197.72955247755093
0.55,27,212.9091653880279
0.51,68,225.0528557164095
0.47,217,237.19654604479112
0.51,166,225.0528557164095
0.47,63,237.19654604479112
0.41,59,255.41208153736352
0.27,78,297.9149976866991
0.21,73,316.1305331792715
0.25,62,303.9868428508899
0.26,65,300.9509202687945
0.26,97,300.9509202687945
0.28,161,294.87907510460366
0.3,120,288.8072299404129
0.3,96,288.8072299404129
0.33,53,279.6994621941267
0.38,41,264.5198492836497
0.41,34,255.41208153736352
0.38,27,264.5198492836497
0.45,13,243.2683912089819
0.41,12,255.41208153736352
0.41,11,255.41208153736352
0.41,7,255.41208153736352
0.48,3,234.16062346269572
0.44,2,246.3043137910773
0.44,8,246.3043137910773
0.44,27,246.3043137910773
0.41,40,255.41208153736352
0.41,53,255.41208153736352
0.38,63,264.5198492836497
0.38,70,264.5198492836497
0.35,84,273.6276170299359
0.33,75,279.6994621941267
0.28,103,294.87907510460366
0.28,83,294.87907510460366
0.28,67,294.87907510460366
0.35,54,273.6276170299359
0.35,59,273.6276170299359
0.45,45,243.2683912089819
0.41,39,255.41208153736352
0.49,30,231.1247008806003
0.57,33,206.8373202238371
0.57,22,206.8373202238371
0.57,13,206.8373202238371
0.62,18,191.6577073133601
0.62,5,191.6577073133601
0.57,3,206.8373202238371
0.57,1,206.8373202238371
0.58,2,203.80139764174172
0.62,19,191.6577073133601
0.54,28,215.9450879701233
0.46,58,240.2324686268865
0.43,99,249.3402363731727
0.37,116,267.5557718657451
0.33,87,279.6994621941267
0.28,110,294.87907510460366
0.28,77,294.87907510460366
0.26,65,300.9509202687945
0.26,55,300.9509202687945
0.3,49,288.8072299404129
0.3,50,288.8072299404129
0.36,35,270.5916944478405
0.36,25,270.5916944478405
0.38,28,264.5198492836497
0.41,21,255.41208153736352
0.41,7,255.41208153736352
0.45,1,243.2683912089819
0.45,1,243.2683912089819
0.48,1,234.16062346269572
0.48,5,234.16062346269572
0.48,15,234.16062346269572
0.48,84,234.16062346269572
0.49,177,231.1247008806003
0.41,102,255.41208153736352
0.42,40,252.37615895526812
0.46,46,240.2324686268865
0.42,63,252.37615895526812
0.43,60,249.3402363731727
0.46,45,240.2324686268865
0.4,57,258.4480041194589
0.47,70,237.19654604479112
0.5,184,228.0887782985049
0.59,153,200.76547505964632
0.54,106,215.9450879701233
0.59,81,200.76547505964632
0.63,59,188.6217847312647
0.63,35,188.6217847312647
0.64,24,185.58586214916932
0.69,9,170.40624923869234
0.69,5,170.40624923869234
0.69,2,170.40624923869234
0.74,1,155.2266363282153
0.74,9,155.2266363282153
0.74,36,155.2266363282153
0.74,108,155.2266363282153
0.74,238,155.2266363282153
0.64,144,185.58586214916932
0.6,55,197.72955247755093
0.6,61,197.72955247755093
0.56,106,209.87324280593248
0.56,93,209.87324280593248
0.45,68,243.2683912089819
0.42,84,252.37615895526812
0.42,116,252.37615895526812
0.45,222,243.2683912089819
0.49,225,231.1247008806003
0.65,146,182.5499395670739
0.65,119,182.5499395670739
0.65,45,182.5499395670739
0.64,53,185.58586214916932
0.64,40,185.58586214916932
0.69,17,170.40624923869234
0.65,5,182.5499395670739
0.69,10,170.40624923869234
0.86,1,118.7955653430705
0.86,8,118.7955653430705
0.87,30,115.75964276097511
0.87,72,115.75964276097511
0.87,58,115.75964276097511
0.93,28,97.54410726840268
0.93,41,97.54410726840268
0.93,48,97.54410726840268
0.93,47,97.54410726840268
0.93,36,97.54410726840268
0.93,43,97.54410726840268
0.93,36,97.54410726840268
0.93,26,97.54410726840268
0.55,24,212.9091653880279
0.55,84,212.9091653880279
0.69,104,170.40624923869234
0.69,79,170.40624923869234
0.74,59,155.2266363282153
0.74,38,155.2266363282153
0.74,27,155.2266363282153
0.8,16,137.0111008356429
0.75,9,152.1907137461199
0.75,3,152.1907137461199
0.75,2,152.1907137461199
0.75,1,152.1907137461199
0.8,4,137.0111008356429
0.8,16,137.0111008356429
0.86,60,118.7955653430705
0.86,157,118.7955653430705
0.86,101,118.7955653430705
0.86,49,118.7955653430705
0.93,30,97.54410726840268
0.93,29,97.54410726840268
0.93,31,97.54410726840268
0.8,38,137.0111008356429
0.86,41,118.7955653430705
0.8,80,137.0111008356429
0.75,149,152.1907137461199
0.75,109,152.1907137461199
0.75,89,152.1907137461199
0.7,62,167.37032665659692
0.75,58,152.1907137461199
0.65,26,182.5499395670739
0.6,23,197.72955247755093
0.64,28,185.58586214916932
0.64,20,185.58586214916932
0.64,15,185.58586214916932
0.64,8,185.58586214916932
0.69,3,170.40624923869234
0.64,2,185.58586214916932
0.59,5,200.76547505964632
0.55,34,212.9091653880279
0.59,34,200.76547505964632
0.64,55,185.58586214916932
0.64,64,185.58586214916932
0.59,78,200.76547505964632
0.55,65,212.9091653880279
0.6,99,197.72955247755093
0.69,120,170.40624923869234
0.6,107,197.72955247755093
0.6,91,197.72955247755093
0.69,68,170.40624923869234
0.69,58,170.40624923869234
0.74,43,155.2266363282153
0.74,36,155.2266363282153
0.8,32,137.0111008356429
0.8,33,137.0111008356429
0.8,33,137.0111008356429
0.8,29,137.0111008356429
0.8,11,137.0111008356429
0.93,8,97.54410726840268
0.93,1,97.54410726840268
0.86,3,118.7955653430705
0.86,3,118.7955653430705
0.86,12,118.7955653430705
0.8,38,137.0111008356429
0.8,64,137.0111008356429
0.75,59,152.1907137461199
0.52,97,222.0169331343141
0.61,84,194.6936298954555
0.61,122,194.6936298954555
0.56,109,209.87324280593248
0.56,123,209.87324280593248
0.56,77,209.87324280593248
0.65,65,182.5499395670739
0.65,55,182.5499395670739
0.65,33,182.5499395670739
0.7,28,167.37032665659692
0.7,21,167.37032665659692
0.65,21,182.5499395670739
0.65,7,182.5499395670739
0.64,7,185.58586214916932
0.64,1,185.58586214916932
0.64,2,185.58586214916932
0.59,2,200.76547505964632
0.64,8,185.58586214916932
0.69,37,170.40624923869234
0.64,72,185.58586214916932
0.59,185,200.76547505964632
0.59,112,200.76547505964632
0.59,69,200.76547505964632
0.59,48,200.76547505964632
0.55,68,212.9091653880279
0.59,54,200.76547505964632
0.55,86,212.9091653880279
0.59,44,200.76547505964632
0.56,86,209.87324280593248
0.59,161,200.76547505964632
0.55,156,212.9091653880279
0.61,111,194.6936298954555
0.59,78,200.76547505964632
0.59,56,200.76547505964632
0.59,34,200.76547505964632
0.64,17,185.58586214916932
0.64,8,185.58586214916932
0.69,3,170.40624923869234
0.69,2,170.40624923869234
0.69,2,170.40624923869234
0.93,3,97.54410726840268
0.93,22,97.54410726840268
0.93,52,97.54410726840268
0.93,135,97.54410726840268
0.93,116,97.54410726840268
0.93,47,97.54410726840268
0.86,51,118.7955653430705
0.86,55,118.7955653430705
0.86,52,118.7955653430705
0.8,54,137.0111008356429
0.75,52,152.1907137461199
0.75,64,152.1907137461199
0.75,176,152.1907137461199
0.81,168,133.97517825354748
0.81,108,133.97517825354748
0.87,74,115.75964276097511
0.87,64,115.75964276097511
0.87,36,115.75964276097511
0.93,16,97.54410726840268
0.93,2,97.54410726840268
0.93,3,97.54410726840268
0.93,4,97.54410726840268
0.93,1,97.54410726840268
0.93,1,97.54410726840268
0.93,3,97.54410726840268
0.93,18,97.54410726840268
0.93,49,97.54410726840268
0.93,155,97.54410726840268
0.93,123,97.54410726840268
1.0,61,76.29264919373492
0.93,52,97.54410726840268
0.93,64,97.54410726840268
0.93,75,97.54410726840268
0.82,63,130.93925567145212
0.76,76,149.15479116402452
0.71,103,164.33440407450152
0.53,190,218.9810105522187
0.42,182,252.37615895526812
0.45,91,243.2683912089819
0.48,75,234.16062346269572
0.47,63,237.19654604479112
0.44,40,246.3043137910773
0.44,32,246.3043137910773
0.4,12,258.4480041194589
0.44,5,246.3043137910773
0.43,2,249.3402363731727
0.43,1,249.3402363731727
0.5,2,228.0887782985049
0.43,39,249.3402363731727
0.5,87,228.0887782985049
0.5,188,228.0887782985049
0.47,133,237.19654604479112
0.43,52,249.3402363731727
0.43,64,249.3402363731727
0.4,69,258.4480041194589
0.4,51,258.4480041194589
0.37,47,267.5557718657451
0.37,60,267.5557718657451
0.37,78,267.5557718657451
0.4,175,258.4480041194589
0.4,147,258.4480041194589
0.4,96,258.4480041194589
0.47,109,237.19654604479112
0.55,54,212.9091653880279
0.51,41,225.0528557164095
0.47,38,237.19654604479112
0.44,13,246.3043137910773
0.59,7,200.76547505964632
0.63,1,188.6217847312647
0.63,1,188.6217847312647
0.63,7,188.6217847312647
0.55,28,212.9091653880279
0.59,87,200.76547505964632
0.74,220,155.2266363282153
0.8,127,137.0111008356429
0.51,51,225.0528557164095
0.51,64,225.0528557164095
0.48,86,234.16062346269572
0.5,82,228.0887782985049
0.45,91,243.2683912089819
0.48,90,234.16062346269572
0.42,99,252.37615895526812
0.56,205,209.87324280593248
0.6,155,197.72955247755093
0.65,103,182.5499395670739
0.65,71,182.5499395670739
0.7,43,167.37032665659692
0.65,46,182.5499395670739
0.7,31,167.37032665659692
0.7,39,167.37032665659692
0.65,18,182.5499395670739
0.75,17,152.1907137461199
0.75,11,152.1907137461199
0.93,8,97.54410726840268
1.0,9,76.29264919373492
1.0,4,76.29264919373492
0.93,4,97.54410726840268
1.0,10,76.29264919373492
1.0,20,76.29264919373492
1.0,34,76.29264919373492
1.0,47,76.29264919373492
1.0,52,76.29264919373492
1.0,72,76.29264919373492
1.0,55,76.29264919373492
1.0,60,76.29264919373492
1.0,71,76.29264919373492
1.0,78,76.29264919373492
0.93,83,97.54410726840268
0.93,84,97.54410726840268
0.87,69,115.75964276097511
1.0,56,76.29264919373492
0.93,45,97.54410726840268
0.93,59,97.54410726840268
0.7,39,167.37032665659692
0.65,44,182.5499395670739
0.6,20,197.72955247755093
0.6,13,197.72955247755093
0.6,2,197.72955247755093
0.6,1,197.72955247755093
0.6,1,197.72955247755093
0.65,8,182.5499395670739
0.65,23,182.5499395670739
0.56,45,209.87324280593248
0.52,89,222.0169331343141
0.49,117,231.1247008806003
0.46,174,240.2324686268865
0.46,182,240.2324686268865
0.46,161,240.2324686268865
0.46,182,240.2324686268865
0.49,157,231.1247008806003
0.46,121,240.2324686268865
0.56,78,209.87324280593248
0.61,21,194.6936298954555
0.61,26,194.6936298954555
0.6,27,197.72955247755093
0.6,62,197.72955247755093
0.65,30,182.5499395670739
0.65,15,182.5499395670739
0.75,5,152.1907137461199
0.8,3,137.0111008356429
0.86,1,118.7955653430705
0.86,2,118.7955653430705
0.86,10,118.7955653430705
0.93,30,97.54410726840268
0.86,95,118.7955653430705
1.0,230,76.29264919373492
0.8,118,137.0111008356429
0.75,55,152.1907137461199
0.65,47,182.5499395670739
0.62,66,191.6577073133601
0.57,64,206.8373202238371
0.57,60,206.8373202238371
0.54,50,215.9450879701233
0.57,114,206.8373202238371
0.7,216,167.37032665659692
0.66,175,179.5140169849785
0.7,128,167.37032665659692
0.7,88,167.37032665659692
0.7,78,167.37032665659692
0.81,37,133.97517825354748
0.81,25,133.97517825354748
0.87,10,115.75964276097511
0.87,4,115.75964276097511
0.93,2,97.54410726840268
0.93,1,97.54410726840268
0.93,3,97.54410726840268
0.81,2,133.97517825354748
0.7,39,167.37032665659692
0.65,100,182.5499395670739
0.56,243,209.87324280593248
0.52,135,222.0169331343141
0.47,48,237.19654604479112
0.47,50,237.19654604479112
0.38,65,264.5198492836497
0.32,50,282.7353847762221
0.37,64,267.5557718657451
0.35,51,273.6276170299359
0.35,83,273.6276170299359
0.32,176,282.7353847762221
0.32,152,282.7353847762221
0.4,101,258.4480041194589
0.4,56,258.4480041194589
0.33,54,279.6994621941267
0.33,29,279.6994621941267
0.33,12,279.6994621941267
0.36,17,270.5916944478405
0.36,7,270.5916944478405
0.38,3,264.5198492836497
0.45,2,243.2683912089819
0.45,7,243.2683912089819
0.45,43,243.2683912089819
0.49,99,231.1247008806003
0.42,199,252.37615895526812
0.39,123,261.4839267015543
0.36,59,270.5916944478405
0.43,41,249.3402363731727
0.4,61,258.4480041194589
0.4,69,258.4480041194589
0.34,58,276.6635396120313
0.34,64,276.6635396120313
0.37,79,267.5557718657451
0.34,166,276.6635396120313
0.47,170,237.19654604479112
0.86,88,118.7955653430705
0.86,84,118.7955653430705
0.86,83,118.7955653430705
0.8,46,137.0111008356429
0.8,37,137.0111008356429
0.86,16,118.7955653430705
0.8,7,137.0111008356429
0.8,3,137.0111008356429
0.59,1,200.76547505964632
0.5,6,228.0887782985049
0.54,26,215.9450879701233
0.5,99,228.0887782985049
0.49,178,231.1247008806003
0.42,122,252.37615895526812
0.42,35,252.37615895526812
0.39,45,261.4839267015543
0.34,69,276.6635396120313
0.29,62,291.8431525225083
0.27,48,297.9149976866991
0.25,50,303.9868428508899
0.27,80,297.9149976866991
0.26,165,300.9509202687945
0.28,160,294.87907510460366
0.28,112,294.87907510460366
0.31,97,285.7713073583175
0.39,72,261.4839267015543
0.39,51,261.4839267015543
0.42,34,252.37615895526812
0.49,14,231.1247008806003
0.54,7,215.9450879701233
0.54,3,215.9450879701233
0.63,4,188.6217847312647
0.68,24,173.4421718207877
0.73,74,158.26255891031073
0.74,216,155.2266363282153
0.74,140,155.2266363282153
0.69,44,170.40624923869234
0.47,64,237.19654604479112
0.47,71,237.19654604479112
0.35,110,273.6276170299359
0.26,84,300.9509202687945
0.21,74,316.1305331792715
0.28,125,294.87907510460366
0.24,211,307.0227654329853
0.28,174,294.87907510460366
0.33,101,279.6994621941267
0.55,63,212.9091653880279
0.59,47,200.76547505964632
0.64,43,185.58586214916932
0.69,53,170.40624923869234
0.69,30,170.40624923869234
0.86,24,118.7955653430705
0.8,15,137.0111008356429
0.8,10,137.0111008356429
0.74,4,155.2266363282153
0.74,1,155.2266363282153
0.93,2,97.54410726840268
0.8,11,137.0111008356429
0.86,30,118.7955653430705
0.64,43,185.58586214916932
0.41,84,255.41208153736352
0.28,114,294.87907510460366
0.39,120,261.4839267015543
0.39,135,261.4839267015543
0.31,120,285.7713073583175
0.29,174,291.8431525225083
0.29,145,291.8431525225083
0.31,137,285.7713073583175
0.38,64,264.5198492836497
0.38,41,264.5198492836497
0.41,40,255.41208153736352
0.41,51,255.41208153736352
0.44,45,246.3043137910773
0.51,32,225.0528557164095
0.64,39,185.58586214916932
0.59,24,200.76547505964632
0.75,20,152.1907137461199
0.69,12,170.40624923869234
0.69,2,170.40624923869234
0.69,5,170.40624923869234
0.55,3,212.9091653880279
0.64,12,185.58586214916932
0.6,47,197.72955247755093
0.45,105,243.2683912089819
0.39,112,261.4839267015543
0.32,152,282.7353847762221
0.29,154,291.8431525225083
0.3,161,288.8072299404129
0.3,162,288.8072299404129
0.28,134,294.87907510460366
0.28,125,294.87907510460366
0.32,95,282.7353847762221
0.35,61,273.6276170299359
0.35,47,273.6276170299359
0.35,51,273.6276170299359
0.35,36,273.6276170299359
0.35,30,273.6276170299359
0.37,11,267.5557718657451
0.37,7,267.5557718657451
0.4,2,258.4480041194589
0.46,2,240.2324686268865
0.53,2,218.9810105522187
0.53,3,218.9810105522187
