cnt,season,Predicted Y
95,1,2.3989976975702874
74,1,2.3761794039916317
38,1,2.3370623292853656
24,1,2.321850133566262
18,1,2.3153306211152174
12,1,2.308811108664173
3,1,2.2990318399876064
3,1,2.2990318399876064
6,1,2.3022915962131285
27,1,2.325109889791784
99,1,2.403344039204317
217,1,2.53156111740819
130,1,2.437028186868046
54,1,2.354447695821484
35,1,2.333802573059843
57,1,2.357707452047006
52,1,2.352274525004469
63,1,2.3642269644980503
47,1,2.346841597961932
76,1,2.3783525748086465
136,1,2.4435476993190908
95,1,2.3989976975702874
51,1,2.351187939595962
32,1,2.330542816834321
20,1,2.317503791932232
29,1,2.327283060608799
19,1,2.3164172065237247
7,1,2.303378181621636
6,1,2.3022915962131285
1,1,2.2968586691705917
5,1,2.301205010804621
16,1,2.3131574502982026
54,1,2.354447695821484
128,1,2.4348550160510314
81,1,2.3837855018511838
39,1,2.338148914693873
35,1,2.333802573059843
55,1,2.3555342812299913
49,1,2.3490147687789467
44,1,2.34358184173641
49,1,2.3490147687789467
68,1,2.3696598915405875
139,1,2.446807455544613
137,1,2.444634284727598
83,1,2.3859586726681985
56,1,2.3566208666384987
57,1,2.357707452047006
33,1,2.3316294022428283
20,1,2.317503791932232
7,1,2.303378181621636
2,1,2.297945254579099
2,1,2.297945254579099
3,1,2.2990318399876064
4,1,2.3001184253961138
3,1,2.2990318399876064
28,1,2.3261964752002915
72,1,2.374006233174617
202,1,2.515262336280579
139,1,2.446807455544613
38,1,2.3370623292853656
37,1,2.3359757438768582
52,1,2.352274525004469
83,1,2.3859586726681985
42,1,2.341408670919395
60,1,2.360967208272528
78,1,2.380525745625661
162,1,2.471798919940283
144,1,2.4522403825871497
99,1,2.403344039204317
64,1,2.365313549906558
40,1,2.3392355001023803
30,1,2.3283696460173062
15,1,2.3120708648896953
14,1,2.310984279481188
5,1,2.301205010804621
1,1,2.2968586691705917
1,1,2.2968586691705917
8,1,2.3044647670301437
17,1,2.31424403570671
70,1,2.3718330623576023
158,1,2.4674525783062533
117,1,2.42290257655745
44,1,2.34358184173641
53,1,2.3533611104129766
61,1,2.3620537936810355
77,1,2.379439160217154
64,1,2.365313549906558
68,1,2.3696598915405875
90,1,2.39356477052775
159,1,2.4685391637147607
139,1,2.446807455544613
92,1,2.395737941344765
68,1,2.3696598915405875
52,1,2.352274525004469
36,1,2.334889158468351
27,1,2.325109889791784
28,1,2.3261964752002915
20,1,2.317503791932232
12,1,2.308811108664173
8,1,2.3044647670301437
5,1,2.301205010804621
1,1,2.2968586691705917
3,1,2.2990318399876064
10,1,2.3066379378471584
23,1,2.3207635481577547
33,1,2.3316294022428283
59,1,2.359880622864021
72,1,2.374006233174617
89,1,2.3924781851192427
101,1,2.4055172100213316
118,1,2.4239891619659573
129,1,2.4359416014595388
128,1,2.4348550160510314
83,1,2.3859586726681985
84,1,2.387045258076706
74,1,2.3761794039916317
41,1,2.3403220855108877
57,1,2.357707452047006
26,1,2.3240233043832768
44,1,2.34358184173641
39,1,2.338148914693873
23,1,2.3207635481577547
16,1,2.3131574502982026
15,1,2.3120708648896953
1,1,2.2968586691705917
2,1,2.297945254579099
1,1,2.2968586691705917
3,1,2.2990318399876064
18,1,2.3153306211152174
32,1,2.330542816834321
79,1,2.381612331034169
93,1,2.3968245267532726
104,1,2.4087769662468537
118,1,2.4239891619659573
91,1,2.3946513559362574
113,1,2.4185562349234204
99,1,2.403344039204317
105,1,2.409863551655361
67,1,2.36857330613208
61,1,2.3620537936810355
57,1,2.357707452047006
28,1,2.3261964752002915
21,1,2.3185903773407395
18,1,2.3153306211152174
17,1,2.31424403570671
16,1,2.3131574502982026
8,1,2.3044647670301437
2,1,2.297945254579099
3,1,2.2990318399876064
1,1,2.2968586691705917
5,1,2.301205010804621
13,1,2.3098976940726805
33,1,2.3316294022428283
47,1,2.346841597961932
57,1,2.357707452047006
64,1,2.365313549906558
80,1,2.3826989164426764
93,1,2.3968245267532726
86,1,2.3892184288937206
93,1,2.3968245267532726
82,1,2.384872087259691
71,1,2.3729196477661096
92,1,2.395737941344765
60,1,2.360967208272528
33,1,2.3316294022428283
27,1,2.325109889791784
13,1,2.3098976940726805
4,1,2.3001184253961138
3,1,2.2990318399876064
22,1,2.3196769627492473
28,1,2.3261964752002915
35,1,2.333802573059843
61,1,2.3620537936810355
125,1,2.4315952598255093
133,1,2.4402879430935682
99,1,2.403344039204317
83,1,2.3859586726681985
41,1,2.3403220855108877
33,1,2.3316294022428283
20,1,2.317503791932232
3,1,2.2990318399876064
7,1,2.303378181621636
3,1,2.2990318399876064
2,1,2.297945254579099
7,1,2.303378181621636
32,1,2.330542816834321
90,1,2.39356477052775
197,1,2.509829409238042
109,1,2.414209893289391
47,1,2.346841597961932
52,1,2.352274525004469
70,1,2.3718330623576023
78,1,2.380525745625661
75,1,2.377265989400139
82,1,2.384872087259691
104,1,2.4087769662468537
197,1,2.509829409238042
161,1,2.4707123345317754
112,1,2.417469649514913
76,1,2.3783525748086465
59,1,2.359880622864021
59,1,2.359880622864021
28,1,2.3261964752002915
13,1,2.3098976940726805
5,1,2.301205010804621
2,1,2.297945254579099
1,1,2.2968586691705917
1,1,2.2968586691705917
6,1,2.3022915962131285
35,1,2.333802573059843
101,1,2.4055172100213316
249,1,2.5663318504804264
143,1,2.4511537971786423
57,1,2.357707452047006
68,1,2.3696598915405875
84,1,2.387045258076706
98,1,2.4022574537958095
81,1,2.3837855018511838
70,1,2.3718330623576023
91,1,2.3946513559362574
215,1,2.529387946591175
185,1,2.496790384335953
152,1,2.460933065855209
126,1,2.4326818452340166
57,1,2.357707452047006
56,1,2.3566208666384987
31,1,2.3294562314258136
21,1,2.3185903773407395
6,1,2.3022915962131285
2,1,2.297945254579099
1,1,2.2968586691705917
1,1,2.2968586691705917
5,1,2.301205010804621
27,1,2.325109889791784
68,1,2.3696598915405875
217,1,2.53156111740819
166,1,2.4761452615743127
63,1,2.3642269644980503
59,1,2.359880622864021
78,1,2.380525745625661
73,1,2.3750928185831244
62,1,2.363140379089543
65,1,2.3664001353150654
97,1,2.401170868387302
161,1,2.4707123345317754
120,1,2.426162332782972
96,1,2.4000842829787947
53,1,2.3533611104129766
41,1,2.3403220855108877
34,1,2.3327159876513357
27,1,2.325109889791784
13,1,2.3098976940726805
12,1,2.308811108664173
11,1,2.307724523255666
7,1,2.303378181621636
3,1,2.2990318399876064
2,1,2.297945254579099
8,1,2.3044647670301437
27,1,2.325109889791784
40,1,2.3392355001023803
53,1,2.3533611104129766
63,1,2.3642269644980503
70,1,2.3718330623576023
84,1,2.387045258076706
75,1,2.377265989400139
103,1,2.4076903808383463
83,1,2.3859586726681985
67,1,2.36857330613208
54,1,2.354447695821484
59,1,2.359880622864021
45,1,2.344668427144917
39,1,2.338148914693873
30,1,2.3283696460173062
33,1,2.3316294022428283
22,1,2.3196769627492473
13,1,2.3098976940726805
18,1,2.3153306211152174
5,1,2.301205010804621
3,1,2.2990318399876064
1,1,2.2968586691705917
2,1,2.297945254579099
19,1,2.3164172065237247
28,1,2.3261964752002915
58,1,2.3587940374555134
99,1,2.403344039204317
116,1,2.4218159911489425
87,1,2.390305014302228
110,1,2.4152964786978983
77,1,2.379439160217154
65,1,2.3664001353150654
55,1,2.3555342812299913
49,1,2.3490147687789467
50,1,2.3501013541874545
35,1,2.333802573059843
25,1,2.3229367189747694
28,1,2.3261964752002915
21,1,2.3185903773407395
7,1,2.303378181621636
1,1,2.2968586691705917
1,1,2.2968586691705917
1,1,2.2968586691705917
5,1,2.301205010804621
15,1,2.3120708648896953
84,1,2.387045258076706
177,1,2.4880977010678937
102,1,2.406603795429839
40,1,2.3392355001023803
46,1,2.3457550125534246
63,1,2.3642269644980503
60,1,2.360967208272528
45,1,2.344668427144917
57,1,2.357707452047006
70,1,2.3718330623576023
184,1,2.4957037989274458
153,1,2.4620196512637165
106,1,2.4109501370638684
81,1,2.3837855018511838
59,1,2.359880622864021
35,1,2.333802573059843
24,1,2.321850133566262
9,1,2.305551352438651
5,1,2.301205010804621
2,1,2.297945254579099
1,1,2.2968586691705917
9,1,2.305551352438651
36,1,2.334889158468351
108,1,2.4131233078808836
238,1,2.5543794109868454
144,1,2.4522403825871497
55,1,2.3555342812299913
61,1,2.3620537936810355
106,1,2.4109501370638684
93,1,2.3968245267532726
68,1,2.3696598915405875
84,1,2.387045258076706
116,1,2.4218159911489425
222,1,2.536994044450727
225,1,2.540253800676249
146,1,2.4544135534041644
119,1,2.4250757473744646
45,1,2.344668427144917
53,1,2.3533611104129766
40,1,2.3392355001023803
17,1,2.31424403570671
5,1,2.301205010804621
10,1,2.3066379378471584
1,1,2.2968586691705917
8,1,2.3044647670301437
30,1,2.3283696460173062
72,1,2.374006233174617
58,1,2.3587940374555134
28,1,2.3261964752002915
41,1,2.3403220855108877
48,1,2.3479281833704393
47,1,2.346841597961932
36,1,2.334889158468351
43,1,2.3424952563279025
36,1,2.334889158468351
26,1,2.3240233043832768
24,1,2.321850133566262
84,1,2.387045258076706
104,1,2.4087769662468537
79,1,2.381612331034169
59,1,2.359880622864021
38,1,2.3370623292853656
27,1,2.325109889791784
16,1,2.3131574502982026
9,1,2.305551352438651
3,1,2.2990318399876064
2,1,2.297945254579099
1,1,2.2968586691705917
4,1,2.3001184253961138
16,1,2.3131574502982026
60,1,2.360967208272528
157,1,2.466365992897746
101,1,2.4055172100213316
49,1,2.3490147687789467
30,1,2.3283696460173062
29,1,2.327283060608799
31,1,2.3294562314258136
38,1,2.3370623292853656
41,1,2.3403220855108877
80,1,2.3826989164426764
149,1,2.457673309629687
109,1,2.414209893289391
89,1,2.3924781851192427
62,1,2.363140379089543
58,1,2.3587940374555134
26,1,2.3240233043832768
23,1,2.3207635481577547
28,1,2.3261964752002915
20,1,2.317503791932232
15,1,2.3120708648896953
8,1,2.3044647670301437
3,1,2.2990318399876064
2,1,2.297945254579099
5,1,2.301205010804621
34,1,2.3327159876513357
34,1,2.3327159876513357
55,1,2.3555342812299913
64,1,2.365313549906558
78,1,2.380525745625661
65,1,2.3664001353150654
99,1,2.403344039204317
120,1,2.426162332782972
107,1,2.412036722472376
91,1,2.3946513559362574
68,1,2.3696598915405875
58,1,2.3587940374555134
43,1,2.3424952563279025
36,1,2.334889158468351
32,1,2.330542816834321
33,1,2.3316294022428283
33,1,2.3316294022428283
29,1,2.327283060608799
11,1,2.307724523255666
8,1,2.3044647670301437
1,1,2.2968586691705917
3,1,2.2990318399876064
3,1,2.2990318399876064
12,1,2.308811108664173
38,1,2.3370623292853656
64,1,2.365313549906558
59,1,2.359880622864021
97,1,2.401170868387302
84,1,2.387045258076706
122,1,2.428335503599987
109,1,2.414209893289391
123,1,2.4294220890084945
77,1,2.379439160217154
65,1,2.3664001353150654
55,1,2.3555342812299913
33,1,2.3316294022428283
28,1,2.3261964752002915
21,1,2.3185903773407395
21,1,2.3185903773407395
7,1,2.303378181621636
7,1,2.303378181621636
1,1,2.2968586691705917
2,1,2.297945254579099
2,1,2.297945254579099
8,1,2.3044647670301437
37,1,2.3359757438768582
72,1,2.374006233174617
185,1,2.496790384335953
112,1,2.417469649514913
69,1,2.370746476949095
48,1,2.3479281833704393
68,1,2.3696598915405875
54,1,2.354447695821484
86,1,2.3892184288937206
44,1,2.34358184173641
86,1,2.3892184288937206
161,1,2.4707123345317754
156,1,2.4652794074892386
111,1,2.4163830641064057
78,1,2.380525745625661
56,1,2.3566208666384987
34,1,2.3327159876513357
17,1,2.31424403570671
8,1,2.3044647670301437
3,1,2.2990318399876064
2,1,2.297945254579099
2,1,2.297945254579099
3,1,2.2990318399876064
22,1,2.3196769627492473
52,1,2.352274525004469
135,1,2.442461113910583
116,1,2.4218159911489425
47,1,2.346841597961932
51,1,2.351187939595962
55,1,2.3555342812299913
52,1,2.352274525004469
54,1,2.354447695821484
52,1,2.352274525004469
64,1,2.365313549906558
176,1,2.4870111156593864
168,1,2.4783184323913274
108,1,2.4131233078808836
74,1,2.3761794039916317
64,1,2.365313549906558
36,1,2.334889158468351
16,1,2.3131574502982026
2,1,2.297945254579099
3,1,2.2990318399876064
4,1,2.3001184253961138
1,1,2.2968586691705917
1,1,2.2968586691705917
3,1,2.2990318399876064
18,1,2.3153306211152174
49,1,2.3490147687789467
155,1,2.464192822080731
123,1,2.4294220890084945
61,1,2.3620537936810355
52,1,2.352274525004469
64,1,2.365313549906558
75,1,2.377265989400139
63,1,2.3642269644980503
76,1,2.3783525748086465
103,1,2.4076903808383463
190,1,2.50222331137849
182,1,2.493530628110431
91,1,2.3946513559362574
75,1,2.377265989400139
63,1,2.3642269644980503
40,1,2.3392355001023803
32,1,2.330542816834321
12,1,2.308811108664173
5,1,2.301205010804621
2,1,2.297945254579099
1,1,2.2968586691705917
2,1,2.297945254579099
39,1,2.338148914693873
87,1,2.390305014302228
188,1,2.5000501405614752
133,1,2.4402879430935682
52,1,2.352274525004469
64,1,2.365313549906558
69,1,2.370746476949095
51,1,2.351187939595962
47,1,2.346841597961932
60,1,2.360967208272528
78,1,2.380525745625661
175,1,2.485924530250879
147,1,2.455500138812672
96,1,2.4000842829787947
109,1,2.414209893289391
54,1,2.354447695821484
41,1,2.3403220855108877
38,1,2.3370623292853656
13,1,2.3098976940726805
7,1,2.303378181621636
1,1,2.2968586691705917
1,1,2.2968586691705917
7,1,2.303378181621636
28,1,2.3261964752002915
87,1,2.390305014302228
220,1,2.534820873633712
127,1,2.433768430642524
51,1,2.351187939595962
64,1,2.365313549906558
86,1,2.3892184288937206
82,1,2.384872087259691
91,1,2.3946513559362574
90,1,2.39356477052775
99,1,2.403344039204317
205,1,2.518522092506101
155,1,2.464192822080731
103,1,2.4076903808383463
71,1,2.3729196477661096
43,1,2.3424952563279025
46,1,2.3457550125534246
31,1,2.3294562314258136
39,1,2.338148914693873
18,1,2.3153306211152174
17,1,2.31424403570671
11,1,2.307724523255666
8,1,2.3044647670301437
9,1,2.305551352438651
4,1,2.3001184253961138
4,1,2.3001184253961138
10,1,2.3066379378471584
20,1,2.317503791932232
34,1,2.3327159876513357
47,1,2.346841597961932
52,1,2.352274525004469
72,1,2.374006233174617
55,1,2.3555342812299913
60,1,2.360967208272528
71,1,2.3729196477661096
78,1,2.380525745625661
83,1,2.3859586726681985
84,1,2.387045258076706
69,1,2.370746476949095
56,1,2.3566208666384987
45,1,2.344668427144917
59,1,2.359880622864021
39,1,2.338148914693873
44,1,2.34358184173641
20,1,2.317503791932232
13,1,2.3098976940726805
2,1,2.297945254579099
1,1,2.2968586691705917
1,1,2.2968586691705917
8,1,2.3044647670301437
23,1,2.3207635481577547
45,1,2.344668427144917
89,1,2.3924781851192427
117,1,2.42290257655745
174,1,2.4848379448423716
182,1,2.493530628110431
161,1,2.4707123345317754
182,1,2.493530628110431
157,1,2.466365992897746
121,1,2.42724891819148
78,1,2.380525745625661
21,1,2.3185903773407395
26,1,2.3240233043832768
27,1,2.325109889791784
62,1,2.363140379089543
30,1,2.3283696460173062
15,1,2.3120708648896953
5,1,2.301205010804621
3,1,2.2990318399876064
1,1,2.2968586691705917
2,1,2.297945254579099
10,1,2.3066379378471584
30,1,2.3283696460173062
95,1,2.3989976975702874
230,1,2.545686727718786
118,1,2.4239891619659573
55,1,2.3555342812299913
47,1,2.346841597961932
66,1,2.367486720723573
64,1,2.365313549906558
60,1,2.360967208272528
50,1,2.3501013541874545
114,1,2.419642820331928
216,1,2.5304745319996824
175,1,2.485924530250879
128,1,2.4348550160510314
88,1,2.3913915997107353
78,1,2.380525745625661
37,1,2.3359757438768582
25,1,2.3229367189747694
10,1,2.3066379378471584
4,1,2.3001184253961138
2,1,2.297945254579099
1,1,2.2968586691705917
3,1,2.2990318399876064
2,1,2.297945254579099
39,1,2.338148914693873
100,1,2.404430624612824
243,1,2.5598123380293822
135,1,2.442461113910583
48,1,2.3479281833704393
50,1,2.3501013541874545
65,1,2.3664001353150654
50,1,2.3501013541874545
64,1,2.365313549906558
51,1,2.351187939595962
83,1,2.3859586726681985
176,1,2.4870111156593864
152,1,2.460933065855209
101,1,2.4055172100213316
56,1,2.3566208666384987
54,1,2.354447695821484
29,1,2.327283060608799
12,1,2.308811108664173
17,1,2.31424403570671
7,1,2.303378181621636
3,1,2.2990318399876064
2,1,2.297945254579099
7,1,2.303378181621636
43,1,2.3424952563279025
99,1,2.403344039204317
199,1,2.5120025800550567
123,1,2.4294220890084945
59,1,2.359880622864021
41,1,2.3403220855108877
61,1,2.3620537936810355
69,1,2.370746476949095
58,1,2.3587940374555134
64,1,2.365313549906558
79,1,2.381612331034169
166,1,2.4761452615743127
170,1,2.480491603208342
88,1,2.3913915997107353
84,1,2.387045258076706
83,1,2.3859586726681985
46,1,2.3457550125534246
37,1,2.3359757438768582
16,1,2.3131574502982026
7,1,2.303378181621636
3,1,2.2990318399876064
1,1,2.2968586691705917
6,1,2.3022915962131285
26,1,2.3240233043832768
99,1,2.403344039204317
178,1,2.4891842864764016
122,1,2.428335503599987
35,1,2.333802573059843
45,1,2.344668427144917
69,1,2.370746476949095
62,1,2.363140379089543
48,1,2.3479281833704393
50,1,2.3501013541874545
80,1,2.3826989164426764
165,1,2.4750586761658053
160,1,2.469625749123268
112,1,2.417469649514913
97,1,2.401170868387302
72,1,2.374006233174617
51,1,2.351187939595962
34,1,2.3327159876513357
14,1,2.310984279481188
7,1,2.303378181621636
3,1,2.2990318399876064
4,1,2.3001184253961138
24,1,2.321850133566262
74,1,2.3761794039916317
216,1,2.5304745319996824
140,1,2.4478940409531202
44,1,2.34358184173641
64,1,2.365313549906558
71,1,2.3729196477661096
110,1,2.4152964786978983
84,1,2.387045258076706
74,1,2.3761794039916317
125,1,2.4315952598255093
211,1,2.5250416049571456
174,1,2.4848379448423716
101,1,2.4055172100213316
63,1,2.3642269644980503
47,1,2.346841597961932
43,1,2.3424952563279025
53,1,2.3533611104129766
30,1,2.3283696460173062
24,1,2.321850133566262
15,1,2.3120708648896953
10,1,2.3066379378471584
4,1,2.3001184253961138
1,1,2.2968586691705917
2,1,2.297945254579099
11,1,2.307724523255666
30,1,2.3283696460173062
43,1,2.3424952563279025
84,1,2.387045258076706
114,1,2.419642820331928
120,1,2.426162332782972
135,1,2.442461113910583
120,1,2.426162332782972
174,1,2.4848379448423716
145,1,2.453326967995657
137,1,2.444634284727598
64,1,2.365313549906558
41,1,2.3403220855108877
40,1,2.3392355001023803
51,1,2.351187939595962
45,1,2.344668427144917
32,1,2.330542816834321
39,1,2.338148914693873
24,1,2.321850133566262
20,1,2.317503791932232
12,1,2.308811108664173
2,1,2.297945254579099
5,1,2.301205010804621
3,1,2.2990318399876064
12,1,2.308811108664173
47,1,2.346841597961932
105,1,2.409863551655361
112,1,2.417469649514913
152,1,2.460933065855209
154,1,2.463106236672224
161,1,2.4707123345317754
162,1,2.471798919940283
134,1,2.4413745285020756
125,1,2.4315952598255093
95,1,2.3989976975702874
61,1,2.3620537936810355
47,1,2.346841597961932
51,1,2.351187939595962
36,1,2.334889158468351
30,1,2.3283696460173062
11,1,2.307724523255666
7,1,2.303378181621636
2,1,2.297945254579099
2,1,2.297945254579099
2,1,2.297945254579099
3,1,2.2990318399876064
26,1,2.3240233043832768
98,1,2.4022574537958095
256,1,2.5739379483399785
130,1,2.437028186868046
55,1,2.3555342812299913
53,1,2.3533611104129766
126,1,2.4326818452340166
120,1,2.426162332782972
90,1,2.39356477052775
90,1,2.39356477052775
118,1,2.4239891619659573
243,1,2.5598123380293822
205,1,2.518522092506101
98,1,2.4022574537958095
70,1,2.3718330623576023
43,1,2.3424952563279025
45,1,2.344668427144917
20,1,2.317503791932232
19,1,2.3164172065237247
5,1,2.301205010804621
3,1,2.2990318399876064
1,1,2.2968586691705917
4,1,2.3001184253961138
30,1,2.3283696460173062
105,1,2.409863551655361
223,1,2.5380806298592344
110,1,2.4152964786978983
52,1,2.352274525004469
57,1,2.357707452047006
71,1,2.3729196477661096
82,1,2.384872087259691
79,1,2.381612331034169
85,1,2.3881318434852132
98,1,2.4022574537958095
206,1,2.5196086779146087
212,1,2.526128190365653
145,1,2.453326967995657
101,1,2.4055172100213316
66,1,2.367486720723573
41,1,2.3403220855108877
20,1,2.317503791932232
15,1,2.3120708648896953
9,1,2.305551352438651
1,1,2.2968586691705917
1,1,2.2968586691705917
5,1,2.301205010804621
33,1,2.3316294022428283
108,1,2.4131233078808836
230,1,2.545686727718786
124,1,2.430508674417002
69,1,2.370746476949095
66,1,2.367486720723573
86,1,2.3892184288937206
93,1,2.3968245267532726
82,1,2.384872087259691
117,1,2.42290257655745
122,1,2.428335503599987
255,1,2.572851362931471
222,1,2.536994044450727
161,1,2.4707123345317754
118,1,2.4239891619659573
92,1,2.395737941344765
73,1,2.3750928185831244
33,1,2.3316294022428283
17,1,2.31424403570671
6,1,2.3022915962131285
6,1,2.3022915962131285
4,1,2.3001184253961138
4,1,2.3001184253961138
12,1,2.308811108664173
47,1,2.346841597961932
126,1,2.4326818452340166
285,1,2.605448925186693
179,1,2.490270871884909
88,1,2.3913915997107353
90,1,2.39356477052775
101,1,2.4055172100213316
123,1,2.4294220890084945
81,1,2.3837855018511838
106,1,2.4109501370638684
146,1,2.4544135534041644
274,1,2.5934964856931115
222,1,2.536994044450727
175,1,2.485924530250879
139,1,2.446807455544613
124,1,2.430508674417002
76,1,2.3783525748086465
44,1,2.34358184173641
32,1,2.330542816834321
8,1,2.3044647670301437
7,1,2.303378181621636
8,1,2.3044647670301437
1,1,2.2968586691705917
7,1,2.303378181621636
50,1,2.3501013541874545
116,1,2.4218159911489425
272,1,2.591323314876097
169,1,2.479405017799835
95,1,2.3989976975702874
113,1,2.4185562349234204
185,1,2.496790384335953
176,1,2.4870111156593864
191,1,2.5033098967869973
172,1,2.482664774025357
232,1,2.5478598985358007
327,1,2.651085512344004
224,1,2.539167215267742
162,1,2.471798919940283
124,1,2.430508674417002
72,1,2.374006233174617
107,1,2.412036722472376
77,1,2.379439160217154
29,1,2.327283060608799
31,1,2.3294562314258136
17,1,2.31424403570671
7,1,2.303378181621636
3,1,2.2990318399876064
3,1,2.2990318399876064
