hum,atemp,Predicted Y
0.2,0.2727,0.41650546082472134
0.2,0.2576,0.41650546082472134
0.2,0.2576,0.41650546082472134
0.2,0.2576,0.41650546082472134
0.2,0.2727,0.41650546082472134
0.2,0.2576,0.41650546082472134
0.2,0.2273,0.41650546082472134
0.2,0.2576,0.41650546082472134
0.2,0.197,0.41650546082472134
0.2,0.197,0.41650546082472134
0.21,0.2273,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.1818,0.41789276514136664
0.21,0.1818,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.2576,0.41789276514136664
0.21,0.2879,0.41789276514136664
0.21,0.2879,0.41789276514136664
0.21,0.3182,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.2424,0.41789276514136664
0.21,0.2576,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.2576,0.41789276514136664
0.21,0.2424,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.2273,0.41789276514136664
0.21,0.197,0.41789276514136664
0.21,0.1818,0.41789276514136664
0.21,0.1667,0.41789276514136664
0.22,0.2273,0.41928006945801194
0.22,0.2273,0.41928006945801194
0.22,0.2424,0.41928006945801194
0.22,0.2576,0.41928006945801194
0.22,0.2576,0.41928006945801194
0.22,0.2879,0.41928006945801194
0.22,0.2727,0.41928006945801194
0.22,0.2727,0.41928006945801194
0.22,0.2727,0.41928006945801194
0.22,0.2576,0.41928006945801194
0.22,0.2273,0.41928006945801194
0.22,0.2273,0.41928006945801194
0.22,0.2576,0.41928006945801194
0.22,0.2121,0.41928006945801194
0.22,0.2121,0.41928006945801194
0.22,0.2121,0.41928006945801194
0.22,0.197,0.41928006945801194
0.22,0.197,0.41928006945801194
0.22,0.197,0.41928006945801194
0.22,0.197,0.41928006945801194
0.22,0.2121,0.41928006945801194
0.22,0.2727,0.41928006945801194
0.22,0.2576,0.41928006945801194
0.22,0.2121,0.41928006945801194
0.22,0.197,0.41928006945801194
0.22,0.1818,0.41928006945801194
0.22,0.197,0.41928006945801194
0.23,0.197,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.2121,0.42066737377465724
0.23,0.2121,0.42066737377465724
0.23,0.2576,0.42066737377465724
0.23,0.2273,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.2121,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.2121,0.42066737377465724
0.23,0.2424,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.1667,0.42066737377465724
0.23,0.1667,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.197,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.1818,0.42066737377465724
0.23,0.1667,0.42066737377465724
0.23,0.1667,0.42066737377465724
0.23,0.1364,0.42066737377465724
0.23,0.1212,0.42066737377465724
0.23,0.1212,0.42066737377465724
0.23,0.1212,0.42066737377465724
0.23,0.1212,0.42066737377465724
0.23,0.1061,0.42066737377465724
0.23,0.1061,0.42066737377465724
0.23,0.0606,0.42066737377465724
0.23,0.0758,0.42066737377465724
0.23,0.0606,0.42066737377465724
0.23,0.0606,0.42066737377465724
0.23,0.0758,0.42066737377465724
0.23,0.0909,0.42066737377465724
0.23,0.0909,0.42066737377465724
0.23,0.0909,0.42066737377465724
0.23,0.0909,0.42066737377465724
0.23,0.0909,0.42066737377465724
0.24,0.0758,0.42205467809130254
0.24,0.1061,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1667,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.1667,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1061,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1061,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1212,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.2121,0.42205467809130254
0.24,0.2273,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.1667,0.42205467809130254
0.24,0.1667,0.42205467809130254
0.24,0.1364,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1667,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.24,0.2273,0.42205467809130254
0.24,0.2121,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.2121,0.42205467809130254
0.24,0.2121,0.42205467809130254
0.24,0.2273,0.42205467809130254
0.24,0.2273,0.42205467809130254
0.24,0.2273,0.42205467809130254
0.24,0.197,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1515,0.42205467809130254
0.24,0.1818,0.42205467809130254
0.25,0.2273,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1667,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1667,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1061,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1667,0.42344198240794784
0.25,0.1667,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.197,0.42344198240794784
0.25,0.2121,0.42344198240794784
0.25,0.2121,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1515,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1364,0.42344198240794784
0.25,0.1818,0.42344198240794784
0.25,0.1212,0.42344198240794784
0.25,0.1667,0.42344198240794784
0.26,0.1515,0.42482928672459314
0.26,0.1818,0.42482928672459314
0.26,0.1667,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2576,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.1667,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.1515,0.42482928672459314
0.26,0.1818,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2576,0.42482928672459314
0.26,0.2879,0.42482928672459314
0.26,0.3182,0.42482928672459314
0.26,0.3333,0.42482928672459314
0.26,0.303,0.42482928672459314
0.26,0.2879,0.42482928672459314
0.26,0.303,0.42482928672459314
0.26,0.303,0.42482928672459314
0.26,0.303,0.42482928672459314
0.26,0.3182,0.42482928672459314
0.26,0.2879,0.42482928672459314
0.26,0.303,0.42482928672459314
0.26,0.2727,0.42482928672459314
0.26,0.2879,0.42482928672459314
0.26,0.2727,0.42482928672459314
0.26,0.2576,0.42482928672459314
0.26,0.2576,0.42482928672459314
0.26,0.2576,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2727,0.42482928672459314
0.26,0.2424,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.26,0.2273,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.1667,0.42482928672459314
0.26,0.1818,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.1818,0.42482928672459314
0.26,0.1818,0.42482928672459314
0.26,0.1515,0.42482928672459314
0.26,0.1515,0.42482928672459314
0.26,0.1515,0.42482928672459314
0.26,0.1515,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.197,0.42482928672459314
0.26,0.2121,0.42482928672459314
0.27,0.2121,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.197,0.42621659104123844
0.27,0.1667,0.42621659104123844
0.27,0.1818,0.42621659104123844
0.27,0.1515,0.42621659104123844
0.27,0.1515,0.42621659104123844
0.27,0.1212,0.42621659104123844
0.27,0.1364,0.42621659104123844
0.27,0.1818,0.42621659104123844
0.27,0.197,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2424,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.303,0.42621659104123844
0.27,0.3182,0.42621659104123844
0.27,0.4091,0.42621659104123844
0.27,0.4091,0.42621659104123844
0.27,0.4091,0.42621659104123844
0.27,0.3939,0.42621659104123844
0.27,0.3333,0.42621659104123844
0.27,0.3182,0.42621659104123844
0.27,0.2879,0.42621659104123844
0.27,0.303,0.42621659104123844
0.27,0.2879,0.42621659104123844
0.27,0.303,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2727,0.42621659104123844
0.27,0.3333,0.42621659104123844
0.27,0.2879,0.42621659104123844
0.27,0.303,0.42621659104123844
0.27,0.3182,0.42621659104123844
0.27,0.303,0.42621659104123844
0.27,0.3182,0.42621659104123844
0.27,0.2576,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2424,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.2121,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2273,0.42621659104123844
0.27,0.2424,0.42621659104123844
0.28,0.2121,0.4276038953578838
0.28,0.2576,0.4276038953578838
0.28,0.197,0.4276038953578838
0.28,0.2121,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1667,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0455,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0152,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0152,0.4276038953578838
0.28,0.0,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1667,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.197,0.4276038953578838
0.28,0.0909,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.1061,0.4276038953578838
0.28,0.0909,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0455,0.4276038953578838
0.28,0.0303,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0606,0.4276038953578838
0.28,0.0758,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1667,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1212,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1667,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.28,0.1667,0.4276038953578838
0.28,0.1364,0.4276038953578838
0.28,0.1818,0.4276038953578838
0.28,0.1515,0.4276038953578838
0.29,0.1818,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2879,0.42899119967452903
0.29,0.2727,0.42899119967452903
0.29,0.3333,0.42899119967452903
0.29,0.3485,0.42899119967452903
0.29,0.3485,0.42899119967452903
0.29,0.3333,0.42899119967452903
0.29,0.3182,0.42899119967452903
0.29,0.2576,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2727,0.42899119967452903
0.29,0.2576,0.42899119967452903
0.29,0.2727,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2879,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.197,0.42899119967452903
0.29,0.1818,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2121,0.42899119967452903
0.29,0.2273,0.42899119967452903
0.29,0.2424,0.42899119967452903
0.29,0.2727,0.42899119967452903
0.29,0.3182,0.42899119967452903
0.29,0.2879,0.42899119967452903
0.29,0.303,0.42899119967452903
0.29,0.3333,0.42899119967452903
0.29,0.3333,0.42899119967452903
0.29,0.2879,0.42899119967452903
0.29,0.2576,0.42899119967452903
0.29,0.2576,0.42899119967452903
0.29,0.2727,0.42899119967452903
0.3,0.2424,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.3182,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2879,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2879,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2727,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.3333,0.4303785039911744
0.3,0.3939,0.4303785039911744
0.3,0.3939,0.4303785039911744
0.3,0.3333,0.4303785039911744
0.3,0.3182,0.4303785039911744
0.3,0.2879,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1212,0.4303785039911744
0.3,0.1212,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.1364,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.197,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1667,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.1515,0.4303785039911744
0.3,0.1818,0.4303785039911744
0.3,0.2121,0.4303785039911744
0.3,0.2273,0.4303785039911744
0.3,0.2424,0.4303785039911744
0.3,0.2576,0.4303785039911744
0.3,0.2727,0.4303785039911744
0.3,0.2727,0.4303785039911744
0.3,0.2879,0.4303785039911744
0.31,0.2727,0.43176580830781963
0.31,0.2576,0.43176580830781963
0.31,0.2424,0.43176580830781963
0.31,0.2424,0.43176580830781963
0.31,0.2424,0.43176580830781963
0.31,0.2424,0.43176580830781963
0.31,0.2424,0.43176580830781963
