casual,mnth,Predicted Y
4,1,6.386535806481226
7,1,6.400859454680754
2,1,6.376986707681541
4,1,6.386535806481226
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
2,1,6.376986707681541
1,1,6.372212158281698
5,1,6.391310355881069
5,1,6.391310355881069
11,1,6.419957652280125
7,1,6.400859454680754
4,1,6.386535806481226
10,1,6.415183102880282
7,1,6.400859454680754
5,1,6.391310355881069
4,1,6.386535806481226
2,1,6.376986707681541
4,1,6.386535806481226
6,1,6.396084905280912
1,1,6.372212158281698
5,1,6.391310355881069
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
3,1,6.381761257081384
1,1,6.372212158281698
5,1,6.391310355881069
7,1,6.400859454680754
12,1,6.4247322016799675
6,1,6.396084905280912
8,1,6.405634004080597
8,1,6.405634004080597
8,1,6.405634004080597
1,1,6.372212158281698
6,1,6.396084905280912
2,1,6.376986707681541
3,1,6.381761257081384
0,1,6.367437608881856
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
2,1,6.376986707681541
7,1,6.400859454680754
7,1,6.400859454680754
6,1,6.396084905280912
6,1,6.396084905280912
11,1,6.419957652280125
8,1,6.405634004080597
6,1,6.396084905280912
4,1,6.386535806481226
0,1,6.367437608881856
10,1,6.415183102880282
1,1,6.372212158281698
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
3,1,6.381761257081384
3,1,6.381761257081384
4,1,6.386535806481226
10,1,6.415183102880282
12,1,6.4247322016799675
11,1,6.419957652280125
10,1,6.415183102880282
11,1,6.419957652280125
8,1,6.405634004080597
0,1,6.367437608881856
6,1,6.396084905280912
1,1,6.372212158281698
0,1,6.367437608881856
7,1,6.400859454680754
2,1,6.376986707681541
2,1,6.376986707681541
1,1,6.372212158281698
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
3,1,6.381761257081384
7,1,6.400859454680754
22,1,6.472477695678394
24,1,6.482026794478079
12,1,6.4247322016799675
17,1,6.448604948679181
13,1,6.42950675107981
9,1,6.41040855348044
5,1,6.391310355881069
5,1,6.391310355881069
5,1,6.391310355881069
4,1,6.386535806481226
5,1,6.391310355881069
5,1,6.391310355881069
4,1,6.386535806481226
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
5,1,6.391310355881069
6,1,6.396084905280912
4,1,6.386535806481226
6,1,6.396084905280912
3,1,6.381761257081384
11,1,6.419957652280125
6,1,6.396084905280912
2,1,6.376986707681541
7,1,6.400859454680754
4,1,6.386535806481226
6,1,6.396084905280912
8,1,6.405634004080597
5,1,6.391310355881069
1,1,6.372212158281698
6,1,6.396084905280912
3,1,6.381761257081384
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
5,1,6.391310355881069
5,1,6.391310355881069
10,1,6.415183102880282
6,1,6.396084905280912
6,1,6.396084905280912
21,1,6.467703146278551
21,1,6.467703146278551
11,1,6.419957652280125
21,1,6.467703146278551
14,1,6.434281300479653
14,1,6.434281300479653
7,1,6.400859454680754
13,1,6.42950675107981
16,1,6.443830399279338
5,1,6.391310355881069
4,1,6.386535806481226
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
3,1,6.381761257081384
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
3,1,6.381761257081384
3,1,6.381761257081384
2,1,6.376986707681541
6,1,6.396084905280912
7,1,6.400859454680754
4,1,6.386535806481226
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
3,1,6.381761257081384
3,1,6.381761257081384
4,1,6.386535806481226
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
2,1,6.376986707681541
6,1,6.396084905280912
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
10,1,6.415183102880282
2,1,6.376986707681541
2,1,6.376986707681541
5,1,6.391310355881069
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
3,1,6.381761257081384
0,1,6.367437608881856
4,1,6.386535806481226
4,1,6.386535806481226
12,1,6.4247322016799675
9,1,6.41040855348044
10,1,6.415183102880282
22,1,6.472477695678394
19,1,6.458154047478866
9,1,6.41040855348044
9,1,6.41040855348044
6,1,6.396084905280912
1,1,6.372212158281698
1,1,6.372212158281698
4,1,6.386535806481226
3,1,6.381761257081384
0,1,6.367437608881856
7,1,6.400859454680754
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
4,1,6.386535806481226
7,1,6.400859454680754
9,1,6.41040855348044
10,1,6.415183102880282
13,1,6.42950675107981
18,1,6.453379498079023
14,1,6.434281300479653
19,1,6.458154047478866
6,1,6.396084905280912
8,1,6.405634004080597
9,1,6.41040855348044
3,1,6.381761257081384
3,1,6.381761257081384
2,1,6.376986707681541
5,1,6.391310355881069
1,1,6.372212158281698
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
6,1,6.396084905280912
2,1,6.376986707681541
1,1,6.372212158281698
3,1,6.381761257081384
3,1,6.381761257081384
6,1,6.396084905280912
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
3,1,6.381761257081384
0,1,6.367437608881856
2,1,6.376986707681541
2,2,6.376986707681541
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
3,2,6.381761257081384
2,2,6.376986707681541
0,2,6.367437608881856
2,2,6.376986707681541
2,2,6.376986707681541
3,2,6.381761257081384
5,2,6.391310355881069
7,2,6.400859454680754
3,2,6.381761257081384
4,2,6.386535806481226
3,2,6.381761257081384
3,2,6.381761257081384
5,2,6.391310355881069
0,2,6.367437608881856
2,2,6.376986707681541
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
4,2,6.386535806481226
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
1,2,6.372212158281698
1,2,6.372212158281698
4,2,6.386535806481226
2,2,6.376986707681541
5,2,6.391310355881069
3,2,6.381761257081384
1,2,6.372212158281698
2,2,6.376986707681541
10,2,6.415183102880282
8,2,6.405634004080597
7,2,6.400859454680754
7,2,6.400859454680754
3,2,6.381761257081384
4,2,6.386535806481226
1,2,6.372212158281698
5,2,6.391310355881069
3,2,6.381761257081384
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
4,2,6.386535806481226
6,2,6.396084905280912
2,2,6.376986707681541
9,2,6.41040855348044
2,2,6.376986707681541
4,2,6.386535806481226
4,2,6.386535806481226
4,2,6.386535806481226
5,2,6.391310355881069
5,2,6.391310355881069
2,2,6.376986707681541
4,2,6.386535806481226
1,2,6.372212158281698
1,2,6.372212158281698
2,2,6.376986707681541
4,2,6.386535806481226
3,2,6.381761257081384
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
2,2,6.376986707681541
0,2,6.367437608881856
3,2,6.381761257081384
3,2,6.381761257081384
5,2,6.391310355881069
3,2,6.381761257081384
8,2,6.405634004080597
9,2,6.41040855348044
15,2,6.439055849879495
9,2,6.41040855348044
8,2,6.405634004080597
10,2,6.415183102880282
3,2,6.381761257081384
1,2,6.372212158281698
2,2,6.376986707681541
2,2,6.376986707681541
1,2,6.372212158281698
1,2,6.372212158281698
3,2,6.381761257081384
1,2,6.372212158281698
5,2,6.391310355881069
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
3,2,6.381761257081384
3,2,6.381761257081384
1,2,6.372212158281698
10,2,6.415183102880282
10,2,6.415183102880282
5,2,6.391310355881069
11,2,6.419957652280125
8,2,6.405634004080597
14,2,6.434281300479653
2,2,6.376986707681541
6,2,6.396084905280912
5,2,6.391310355881069
3,2,6.381761257081384
2,2,6.376986707681541
7,2,6.400859454680754
2,2,6.376986707681541
4,2,6.386535806481226
0,2,6.367437608881856
3,2,6.381761257081384
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
2,2,6.376986707681541
7,2,6.400859454680754
15,2,6.439055849879495
28,2,6.501124992077449
48,2,6.5966159800743025
47,2,6.591841430674459
47,2,6.591841430674459
52,2,6.615714177673673
42,2,6.567968683675247
24,2,6.482026794478079
13,2,6.42950675107981
1,2,6.372212158281698
5,2,6.391310355881069
5,2,6.391310355881069
5,2,6.391310355881069
4,2,6.386535806481226
1,2,6.372212158281698
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
1,2,6.372212158281698
1,2,6.372212158281698
6,2,6.396084905280912
7,2,6.400859454680754
3,2,6.381761257081384
6,2,6.396084905280912
11,2,6.419957652280125
7,2,6.400859454680754
10,2,6.415183102880282
8,2,6.405634004080597
4,2,6.386535806481226
16,2,6.443830399279338
9,2,6.41040855348044
5,2,6.391310355881069
5,2,6.391310355881069
6,2,6.396084905280912
3,2,6.381761257081384
3,2,6.381761257081384
6,2,6.396084905280912
4,2,6.386535806481226
0,2,6.367437608881856
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
3,2,6.381761257081384
7,2,6.400859454680754
7,2,6.400859454680754
4,2,6.386535806481226
1,2,6.372212158281698
2,2,6.376986707681541
2,2,6.376986707681541
3,2,6.381761257081384
6,2,6.396084905280912
4,2,6.386535806481226
4,2,6.386535806481226
1,2,6.372212158281698
1,2,6.372212158281698
3,2,6.381761257081384
8,2,6.405634004080597
0,2,6.367437608881856
3,2,6.381761257081384
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
4,2,6.386535806481226
1,2,6.372212158281698
4,2,6.386535806481226
8,2,6.405634004080597
1,2,6.372212158281698
4,2,6.386535806481226
2,2,6.376986707681541
2,2,6.376986707681541
3,2,6.381761257081384
7,2,6.400859454680754
9,2,6.41040855348044
2,2,6.376986707681541
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
4,2,6.386535806481226
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
5,2,6.391310355881069
1,2,6.372212158281698
1,2,6.372212158281698
1,2,6.372212158281698
4,2,6.386535806481226
3,2,6.381761257081384
6,2,6.396084905280912
0,2,6.367437608881856
4,2,6.386535806481226
6,2,6.396084905280912
3,2,6.381761257081384
2,2,6.376986707681541
4,2,6.386535806481226
2,2,6.376986707681541
4,2,6.386535806481226
1,2,6.372212158281698
2,2,6.376986707681541
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
1,2,6.372212158281698
4,2,6.386535806481226
8,2,6.405634004080597
5,2,6.391310355881069
12,2,6.4247322016799675
7,2,6.400859454680754
21,2,6.467703146278551
17,2,6.448604948679181
12,2,6.4247322016799675
14,2,6.434281300479653
18,2,6.453379498079023
9,2,6.41040855348044
7,2,6.400859454680754
2,2,6.376986707681541
1,2,6.372212158281698
2,2,6.376986707681541
5,2,6.391310355881069
3,2,6.381761257081384
2,2,6.376986707681541
2,2,6.376986707681541
3,2,6.381761257081384
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
2,2,6.376986707681541
2,2,6.376986707681541
5,2,6.391310355881069
13,2,6.42950675107981
30,2,6.510674090877135
27,2,6.496350442677607
32,2,6.52022318967682
30,2,6.510674090877135
47,2,6.591841430674459
42,2,6.567968683675247
24,2,6.482026794478079
4,2,6.386535806481226
2,2,6.376986707681541
1,2,6.372212158281698
9,2,6.41040855348044
6,2,6.396084905280912
1,2,6.372212158281698
5,2,6.391310355881069
1,2,6.372212158281698
1,2,6.372212158281698
4,2,6.386535806481226
0,2,6.367437608881856
2,2,6.376986707681541
0,2,6.367437608881856
1,2,6.372212158281698
12,2,6.4247322016799675
19,2,6.458154047478866
26,2,6.491575893277764
58,2,6.644361474072729
62,2,6.663459671672099
51,2,6.61093962827383
40,2,6.558419584875561
28,2,6.501124992077449
30,2,6.510674090877135
17,2,6.448604948679181
11,2,6.419957652280125
15,2,6.439055849879495
6,2,6.396084905280912
5,2,6.391310355881069
3,2,6.381761257081384
3,2,6.381761257081384
1,2,6.372212158281698
0,2,6.367437608881856
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
2,2,6.376986707681541
7,2,6.400859454680754
8,2,6.405634004080597
9,2,6.41040855348044
10,2,6.415183102880282
27,2,6.496350442677607
27,2,6.496350442677607
14,2,6.434281300479653
19,2,6.458154047478866
16,2,6.443830399279338
25,2,6.4868013438779215
11,2,6.419957652280125
12,2,6.4247322016799675
5,2,6.391310355881069
8,2,6.405634004080597
1,2,6.372212158281698
1,2,6.372212158281698
7,2,6.400859454680754
0,2,6.367437608881856
1,2,6.372212158281698
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
2,2,6.376986707681541
10,2,6.415183102880282
2,2,6.376986707681541
5,2,6.391310355881069
11,2,6.419957652280125
6,2,6.396084905280912
14,2,6.434281300479653
10,2,6.415183102880282
11,2,6.419957652280125
21,2,6.467703146278551
15,2,6.439055849879495
14,2,6.434281300479653
3,2,6.381761257081384
3,2,6.381761257081384
5,2,6.391310355881069
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
1,2,6.372212158281698
5,2,6.391310355881069
6,2,6.396084905280912
2,2,6.376986707681541
14,2,6.434281300479653
7,2,6.400859454680754
14,2,6.434281300479653
13,2,6.42950675107981
17,2,6.448604948679181
35,2,6.534546837876348
26,2,6.491575893277764
11,2,6.419957652280125
20,2,6.462928596878708
18,2,6.453379498079023
10,2,6.415183102880282
5,2,6.391310355881069
12,2,6.4247322016799675
2,2,6.376986707681541
1,2,6.372212158281698
0,2,6.367437608881856
2,2,6.376986707681541
3,2,6.381761257081384
3,2,6.381761257081384
1,2,6.372212158281698
3,2,6.381761257081384
7,2,6.400859454680754
18,2,6.453379498079023
16,2,6.443830399279338
18,2,6.453379498079023
19,2,6.458154047478866
15,2,6.439055849879495
15,2,6.439055849879495
26,2,6.491575893277764
15,2,6.439055849879495
29,2,6.505899541477292
18,2,6.453379498079023
11,2,6.419957652280125
14,2,6.434281300479653
8,2,6.405634004080597
5,2,6.391310355881069
8,2,6.405634004080597
4,2,6.386535806481226
12,2,6.4247322016799675
1,2,6.372212158281698
2,2,6.376986707681541
2,2,6.376986707681541
0,2,6.367437608881856
1,2,6.372212158281698
2,2,6.376986707681541
8,2,6.405634004080597
26,2,6.491575893277764
15,2,6.439055849879495
17,2,6.448604948679181
31,2,6.515448640276977
59,2,6.649136023472571
45,2,6.582292331874775
73,2,6.715979715070368
55,2,6.630037825873201
68,2,6.692106968071155
52,2,6.615714177673673
29,2,6.505899541477292
16,2,6.443830399279338
19,2,6.458154047478866
11,2,6.419957652280125
19,2,6.458154047478866
16,2,6.443830399279338
6,2,6.396084905280912
10,2,6.415183102880282
3,2,6.381761257081384
0,2,6.367437608881856
0,2,6.367437608881856
0,2,6.367437608881856
3,2,6.381761257081384
6,2,6.396084905280912
9,2,6.41040855348044
18,2,6.453379498079023
34,2,6.529772288476505
47,2,6.591841430674459
38,2,6.5488704860758755
52,2,6.615714177673673
102,2,6.854441647665804
84,2,6.768499758468637
39,2,6.553645035475719
36,2,6.539321387276191
21,2,6.467703146278551
5,2,6.391310355881069
9,2,6.41040855348044
4,2,6.386535806481226
2,2,6.376986707681541
4,2,6.386535806481226
3,2,6.381761257081384
5,2,6.391310355881069
0,2,6.367437608881856
9,2,6.41040855348044
0,2,6.367437608881856
1,2,6.372212158281698
0,2,6.367437608881856
2,2,6.376986707681541
7,2,6.400859454680754
34,2,6.529772288476505
72,2,6.711205165670525
62,2,6.663459671672099
76,2,6.730303363269896
108,2,6.88308894406486
66,2,6.682557869271469
59,2,6.649136023472571
60,2,6.653910572872413
30,2,6.510674090877135
3,2,6.381761257081384
12,2,6.4247322016799675
17,2,6.448604948679181
4,2,6.386535806481226
9,2,6.41040855348044
7,2,6.400859454680754
2,2,6.376986707681541
1,2,6.372212158281698
2,2,6.376986707681541
1,2,6.372212158281698
