weathersit,mnth,Predicted Y
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
4,1,6.612548553031137
3,1,6.583507268824099
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
1,1,6.5254247004100225
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
2,1,6.55446598461706
1,1,6.5254247004100225
3,1,6.583507268824099
3,1,6.583507268824099
2,1,6.55446598461706
2,1,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
3,2,6.583507268824099
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
3,2,6.583507268824099
3,2,6.583507268824099
2,2,6.55446598461706
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
3,2,6.583507268824099
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
2,2,6.55446598461706
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
1,2,6.5254247004100225
