weathersit,cnt,Predicted Y
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
3,1,196.47893782688038
2,1,192.023628129312
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
2,1,192.023628129312
1,1,187.56831843174362
1,1,187.56831843174362
1,1,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
3,2,196.47893782688038
3,2,196.47893782688038
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
3,2,196.47893782688038
3,2,196.47893782688038
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
3,2,196.47893782688038
3,2,196.47893782688038
3,2,196.47893782688038
3,2,196.47893782688038
3,2,196.47893782688038
3,2,196.47893782688038
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
2,2,192.023628129312
2,2,192.023628129312
2,2,192.023628129312
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,2,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
2,3,192.023628129312
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
3,3,196.47893782688038
3,3,196.47893782688038
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
2,3,192.023628129312
2,3,192.023628129312
2,3,192.023628129312
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
3,3,196.47893782688038
4,3,200.93424752444875
3,3,196.47893782688038
1,3,187.56831843174362
1,3,187.56831843174362
1,3,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
3,4,196.47893782688038
3,4,196.47893782688038
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
3,4,196.47893782688038
2,4,192.023628129312
2,4,192.023628129312
2,4,192.023628129312
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,4,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
3,5,196.47893782688038
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
3,5,196.47893782688038
3,5,196.47893782688038
2,5,192.023628129312
3,5,196.47893782688038
3,5,196.47893782688038
3,5,196.47893782688038
3,5,196.47893782688038
3,5,196.47893782688038
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
1,5,187.56831843174362
2,5,192.023628129312
2,5,192.023628129312
2,5,192.023628129312
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
2,6,192.023628129312
2,6,192.023628129312
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
1,6,187.56831843174362
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
3,6,196.47893782688038
2,6,192.023628129312
2,6,192.023628129312
3,6,196.47893782688038
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
3,6,196.47893782688038
3,6,196.47893782688038
3,6,196.47893782688038
3,6,196.47893782688038
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
2,6,192.023628129312
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
1,6,187.56831843174362
