season,casual,Predicted Y
1,8,27.63597327617935
1,7,27.63597327617935
1,9,27.63597327617935
1,10,27.63597327617935
1,13,27.63597327617935
1,12,27.63597327617935
1,21,27.63597327617935
1,6,27.63597327617935
1,4,27.63597327617935
1,7,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,11,27.63597327617935
1,7,27.63597327617935
1,4,27.63597327617935
1,10,27.63597327617935
1,7,27.63597327617935
1,5,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,6,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,7,27.63597327617935
1,12,27.63597327617935
1,6,27.63597327617935
1,8,27.63597327617935
1,8,27.63597327617935
1,8,27.63597327617935
1,1,27.63597327617935
1,6,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,7,27.63597327617935
1,6,27.63597327617935
1,6,27.63597327617935
1,11,27.63597327617935
1,8,27.63597327617935
1,6,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,10,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,4,27.63597327617935
1,10,27.63597327617935
1,12,27.63597327617935
1,11,27.63597327617935
1,10,27.63597327617935
1,11,27.63597327617935
1,8,27.63597327617935
1,0,27.63597327617935
1,6,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,7,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,7,27.63597327617935
1,22,27.63597327617935
1,24,27.63597327617935
1,12,27.63597327617935
1,17,27.63597327617935
1,13,27.63597327617935
1,9,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,4,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,5,27.63597327617935
1,6,27.63597327617935
1,4,27.63597327617935
1,6,27.63597327617935
1,3,27.63597327617935
1,11,27.63597327617935
1,6,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,4,27.63597327617935
1,6,27.63597327617935
1,8,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,6,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,10,27.63597327617935
1,6,27.63597327617935
1,6,27.63597327617935
1,21,27.63597327617935
1,21,27.63597327617935
1,11,27.63597327617935
1,21,27.63597327617935
1,14,27.63597327617935
1,14,27.63597327617935
1,7,27.63597327617935
1,13,27.63597327617935
1,16,27.63597327617935
1,5,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,6,27.63597327617935
1,7,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,6,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,10,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,4,27.63597327617935
1,4,27.63597327617935
1,12,27.63597327617935
1,9,27.63597327617935
1,10,27.63597327617935
1,22,27.63597327617935
1,19,27.63597327617935
1,9,27.63597327617935
1,9,27.63597327617935
1,6,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,7,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,7,27.63597327617935
1,9,27.63597327617935
1,10,27.63597327617935
1,13,27.63597327617935
1,18,27.63597327617935
1,14,27.63597327617935
1,19,27.63597327617935
1,6,27.63597327617935
1,8,27.63597327617935
1,9,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,6,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,5,27.63597327617935
1,7,27.63597327617935
1,3,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,5,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,10,27.63597327617935
1,8,27.63597327617935
1,7,27.63597327617935
1,7,27.63597327617935
1,3,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,6,27.63597327617935
1,2,27.63597327617935
1,9,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,4,27.63597327617935
1,4,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,8,27.63597327617935
1,9,27.63597327617935
1,15,27.63597327617935
1,9,27.63597327617935
1,8,27.63597327617935
1,10,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,10,27.63597327617935
1,10,27.63597327617935
1,5,27.63597327617935
1,11,27.63597327617935
1,8,27.63597327617935
1,14,27.63597327617935
1,2,27.63597327617935
1,6,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,15,27.63597327617935
1,28,27.63597327617935
1,48,27.63597327617935
1,47,27.63597327617935
1,47,27.63597327617935
1,52,27.63597327617935
1,42,27.63597327617935
1,24,27.63597327617935
1,13,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,6,27.63597327617935
1,7,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,11,27.63597327617935
1,7,27.63597327617935
1,10,27.63597327617935
1,8,27.63597327617935
1,4,27.63597327617935
1,16,27.63597327617935
1,9,27.63597327617935
1,5,27.63597327617935
1,5,27.63597327617935
1,6,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,7,27.63597327617935
1,7,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,4,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,8,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,8,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,7,27.63597327617935
1,9,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,0,27.63597327617935
1,4,27.63597327617935
1,6,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,8,27.63597327617935
1,5,27.63597327617935
1,12,27.63597327617935
1,7,27.63597327617935
1,21,27.63597327617935
1,17,27.63597327617935
1,12,27.63597327617935
1,14,27.63597327617935
1,18,27.63597327617935
1,9,27.63597327617935
1,7,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,13,27.63597327617935
1,30,27.63597327617935
1,27,27.63597327617935
1,32,27.63597327617935
1,30,27.63597327617935
1,47,27.63597327617935
1,42,27.63597327617935
1,24,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,9,27.63597327617935
1,6,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,4,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,12,27.63597327617935
1,19,27.63597327617935
1,26,27.63597327617935
1,58,27.63597327617935
1,62,27.63597327617935
1,51,27.63597327617935
1,40,27.63597327617935
1,28,27.63597327617935
1,30,27.63597327617935
1,17,27.63597327617935
1,11,27.63597327617935
1,15,27.63597327617935
1,6,27.63597327617935
1,5,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,8,27.63597327617935
1,9,27.63597327617935
1,10,27.63597327617935
1,27,27.63597327617935
1,27,27.63597327617935
1,14,27.63597327617935
1,19,27.63597327617935
1,16,27.63597327617935
1,25,27.63597327617935
1,11,27.63597327617935
1,12,27.63597327617935
1,5,27.63597327617935
1,8,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,7,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,10,27.63597327617935
1,2,27.63597327617935
1,5,27.63597327617935
1,11,27.63597327617935
1,6,27.63597327617935
1,14,27.63597327617935
1,10,27.63597327617935
1,11,27.63597327617935
1,21,27.63597327617935
1,15,27.63597327617935
1,14,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,5,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,5,27.63597327617935
1,6,27.63597327617935
1,2,27.63597327617935
1,14,27.63597327617935
1,7,27.63597327617935
1,14,27.63597327617935
1,13,27.63597327617935
1,17,27.63597327617935
1,35,27.63597327617935
1,26,27.63597327617935
1,11,27.63597327617935
1,20,27.63597327617935
1,18,27.63597327617935
1,10,27.63597327617935
1,5,27.63597327617935
1,12,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,3,27.63597327617935
1,3,27.63597327617935
1,1,27.63597327617935
1,3,27.63597327617935
1,7,27.63597327617935
1,18,27.63597327617935
1,16,27.63597327617935
1,18,27.63597327617935
1,19,27.63597327617935
1,15,27.63597327617935
1,15,27.63597327617935
1,26,27.63597327617935
1,15,27.63597327617935
1,29,27.63597327617935
1,18,27.63597327617935
1,11,27.63597327617935
1,14,27.63597327617935
1,8,27.63597327617935
1,5,27.63597327617935
1,8,27.63597327617935
1,4,27.63597327617935
1,12,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,2,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,8,27.63597327617935
1,26,27.63597327617935
1,15,27.63597327617935
1,17,27.63597327617935
1,31,27.63597327617935
1,59,27.63597327617935
1,45,27.63597327617935
1,73,27.63597327617935
1,55,27.63597327617935
1,68,27.63597327617935
1,52,27.63597327617935
1,29,27.63597327617935
1,16,27.63597327617935
1,19,27.63597327617935
1,11,27.63597327617935
1,19,27.63597327617935
1,16,27.63597327617935
1,6,27.63597327617935
1,10,27.63597327617935
1,3,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,0,27.63597327617935
1,3,27.63597327617935
1,6,27.63597327617935
1,9,27.63597327617935
1,18,27.63597327617935
1,34,27.63597327617935
1,47,27.63597327617935
1,38,27.63597327617935
1,52,27.63597327617935
1,102,27.63597327617935
1,84,27.63597327617935
1,39,27.63597327617935
1,36,27.63597327617935
1,21,27.63597327617935
1,5,27.63597327617935
1,9,27.63597327617935
1,4,27.63597327617935
1,2,27.63597327617935
1,4,27.63597327617935
1,3,27.63597327617935
1,5,27.63597327617935
1,0,27.63597327617935
1,9,27.63597327617935
1,0,27.63597327617935
1,1,27.63597327617935
1,0,27.63597327617935
1,2,27.63597327617935
1,7,27.63597327617935
1,34,27.63597327617935
1,72,27.63597327617935
1,62,27.63597327617935
1,76,27.63597327617935
1,108,27.63597327617935
1,66,27.63597327617935
1,59,27.63597327617935
1,60,27.63597327617935
1,30,27.63597327617935
1,3,27.63597327617935
1,12,27.63597327617935
1,17,27.63597327617935
1,4,27.63597327617935
1,9,27.63597327617935
1,7,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
1,1,27.63597327617935
1,1,27.63597327617935
1,2,27.63597327617935
